A,B,C,D,E,F,Event
1st Q
Time,Miami,,Score,,Boston,
12:00.0,Jump ball: B. Adebayo vs. A. Horford (M. Smart gains possession),
11:40.0, , ,0-2,+2,J. Tatum makes 2-pt dunk from 1 ft (assist by A. Horford),
11:20.0,B. Adebayo misses 2-pt layup from 5 ft, ,0-2, , ,
11:18.0, , ,0-2, ,Defensive rebound by M. Smart,
11:06.0, , ,0-5,+3,J. Tatum makes 3-pt jump shot from 26 ft (assist by J. Brown),
11:06.0, , ,0-5, ,Shooting foul by B. Adebayo (drawn by J. Tatum),
11:06.0, , ,0-6,+1,J. Tatum makes free throw 1 of 1,
10:59.0,B. Adebayo makes 2-pt jump shot from 11 ft,+2,2-6, , ,
10:42.0, , ,2-8,+2,J. Brown makes 2-pt jump shot from 10 ft,
10:31.0,Turnover by T. Herro (step out of bounds), ,2-8, , ,
10:18.0, , ,2-11,+3,D. White makes 3-pt jump shot from 26 ft (assist by A. Horford),
10:07.0,Offensive foul by T. Herro (drawn by J. Brown), ,2-11, , ,
10:07.0,Turnover by T. Herro (offensive foul), ,2-11, , ,
9:50.0, , ,2-14,+3,M. Smart makes 3-pt jump shot from 27 ft (assist by A. Horford),
9:50.0,Miami full timeout, ,2-14, , ,
9:32.0,M. Strus makes 2-pt layup from 3 ft,+2,4-14, , ,
9:23.0, , ,4-17,+3,J. Tatum makes 3-pt jump shot from 26 ft (assist by J. Brown),
9:04.0,Personal foul by M. Smart (drawn by B. Adebayo), ,4-17, , ,
8:56.0,T. Herro makes 2-pt jump shot from 20 ft (assist by B. Adebayo),+2,6-17, , ,
8:46.0, , ,6-20,+3,J. Tatum makes 3-pt jump shot from 26 ft (assist by M. Smart),
8:37.0,T. Herro misses 2-pt jump shot from 15 ft, ,6-20, , ,
8:35.0,Offensive rebound by T. Herro, ,6-20, , ,
8:34.0,T. Herro makes 2-pt layup at rim,+2,8-20, , ,
8:22.0, , ,8-20, ,J. Tatum misses 2-pt jump shot from 15 ft,
8:20.0,Defensive rebound by K. Lowry, ,8-20, , ,
8:10.0,K. Lowry misses 3-pt jump shot from 28 ft, ,8-20, , ,
8:08.0, , ,8-20, ,Defensive rebound by M. Smart,
8:05.0, , ,8-20, ,Offensive foul by J. Brown (drawn by K. Lowry),
8:05.0, , ,8-20, ,Turnover by J. Brown (offensive foul),
7:54.0,M. Strus misses 3-pt jump shot from 26 ft, ,8-20, , ,
7:50.0, , ,8-20, ,Defensive rebound by A. Horford,
7:42.0, , ,8-20, ,D. White misses 3-pt jump shot from 24 ft,
7:40.0,Defensive rebound by T. Herro, ,8-20, , ,
7:29.0,C. Martin makes 2-pt jump shot from 14 ft (assist by T. Herro),+2,10-20, , ,
7:11.0, , ,10-23,+3,M. Smart makes 3-pt jump shot from 23 ft (assist by D. White),
6:55.0,B. Adebayo makes 2-pt layup from 8 ft,+2,12-23, , ,
6:39.0, , ,12-23, ,Turnover by J. Tatum (bad pass),
6:39.0, , ,12-23, ,M. Brogdon enters the game for J. Tatum,
6:39.0, , ,12-23, ,G. Williams enters the game for D. White,
6:24.0,T. Herro makes 2-pt dunk from 4 ft (assist by B. Adebayo),+2,14-23, , ,
6:12.0, , ,14-23, ,M. Brogdon misses 3-pt jump shot from 25 ft,
6:10.0,Defensive rebound by C. Martin, ,14-23, , ,
5:58.0,C. Martin makes 3-pt jump shot from 24 ft (assist by T. Herro),+3,17-23, , ,
