A,B,C,D,E,F,Event
1st Q
Time,Miami,,Score,,Philadelphia,
12:00.0,Jump ball: B. Adebayo vs. J. Embiid (J. Harden gains possession),
11:40.0, , ,0-3,+3,D. Melton makes 3-pt jump shot from 26 ft (assist by J. Harden),
11:19.0,G. Vincent makes 3-pt jump shot from 27 ft (assist by J. Butler),+3,3-3, , ,Tie
10:52.0, , ,3-3, ,T. Harris misses 2-pt jump shot from 14 ft,
10:49.0,Defensive rebound by K. Love, ,3-3, , ,
10:44.0,J. Butler misses 2-pt jump shot from 9 ft, ,3-3, , ,
10:43.0,Offensive rebound by B. Adebayo, ,3-3, , ,
10:43.0,B. Adebayo misses 2-pt layup at rim, ,3-3, , ,
10:41.0, , ,3-3, ,Defensive rebound by J. Embiid,
10:37.0, , ,3-3, ,Shooting foul by T. Herro (drawn by J. Harden),
10:37.0, , ,3-4,+1,J. Harden makes free throw 1 of 2,
10:37.0, , ,3-4, ,J. Harden misses free throw 2 of 2,
10:32.0,Defensive rebound by G. Vincent, ,3-4, , ,
10:30.0,Personal foul by T. Harris (drawn by G. Vincent), ,3-4, , ,
10:23.0,K. Love misses 3-pt jump shot from 26 ft, ,3-4, , ,
10:18.0, , ,3-4, ,Defensive rebound by T. Harris,
10:10.0, , ,3-6,+2,J. Harden makes 2-pt layup at rim,
9:58.0,Personal foul by P. Tucker (drawn by J. Butler), ,3-6, , ,
9:45.0,J. Butler makes 3-pt jump shot from 26 ft (assist by B. Adebayo),+3,6-6, , ,Tie
9:30.0, , ,6-8,+2,J. Embiid makes 2-pt jump shot from 10 ft,
9:10.0,T. Herro misses 2-pt jump shot from 12 ft, ,6-8, , ,
9:09.0,Offensive rebound by J. Butler, ,6-8, , ,
9:06.0,G. Vincent makes 3-pt jump shot from 27 ft (assist by J. Butler),+3,9-8, , ,Lead change
8:52.0, , ,9-8, ,J. Embiid misses 2-pt jump shot from 10 ft,
8:50.0,Defensive rebound by B. Adebayo, ,9-8, , ,
8:44.0,B. Adebayo makes 2-pt layup from 1 ft,+2,11-8, , ,
8:36.0, , ,11-8, ,Turnover by D. Melton (bad pass),
8:20.0,G. Vincent misses 3-pt jump shot from 23 ft, ,11-8, , ,
8:17.0, , ,11-8, ,Defensive rebound by D. Melton,
8:12.0, , ,11-8, ,D. Melton misses 3-pt jump shot from 26 ft,
8:08.0,Defensive rebound by B. Adebayo, ,11-8, , ,
8:06.0,Turnover by B. Adebayo (bad pass; steal by T. Harris), ,11-8, , ,
7:59.0, , ,11-8, ,D. Melton misses 3-pt jump shot from 24 ft,
7:55.0,Defensive rebound by T. Herro, ,11-8, , ,
