A,B,C,D,E,F,Event
1st Q
Time,Miami,,Score,,LA Clippers,
12:00.0,Jump ball: B. Adebayo vs. I. Zubac (K. Lowry gains possession),
11:41.0,Turnover by T. Herro (bad pass), ,0-0, , ,
11:25.0, , ,0-0, ,R. Jackson misses 2-pt jump shot from 18 ft,
11:21.0,Defensive rebound by T. Herro, ,0-0, , ,
11:08.0,C. Martin misses 3-pt jump shot from 24 ft, ,0-0, , ,
11:04.0, , ,0-0, ,Defensive rebound by T. Mann,
10:50.0, , ,0-3,+3,M. Morris makes 3-pt jump shot from 26 ft (assist by R. Jackson),
10:36.0,B. Adebayo makes 2-pt jump shot from 12 ft (assist by T. Herro),+2,2-3, , ,
10:22.0, , ,2-5,+2,R. Jackson makes 2-pt layup from 2 ft (assist by P. George),
10:03.0,B. Adebayo makes 2-pt jump shot from 12 ft (assist by T. Herro),+2,4-5, , ,
9:47.0, , ,4-7,+2,I. Zubac makes 2-pt hook shot from 5 ft (assist by R. Jackson),
9:29.0,K. Lowry makes 3-pt jump shot from 26 ft (assist by J. Butler),+3,7-7, , ,Tie
9:18.0, , ,7-7, ,P. George misses 3-pt jump shot from 27 ft,
9:15.0, , ,7-7, ,Offensive rebound by I. Zubac,
9:13.0, , ,7-7, ,Turnover by I. Zubac (bad pass; steal by B. Adebayo),
9:08.0,C. Martin misses 3-pt jump shot from 24 ft, ,7-7, , ,
9:03.0, , ,7-7, ,Defensive rebound by M. Morris,
8:52.0, , ,7-7, ,Turnover by M. Morris (bad pass),
8:40.0,J. Butler misses 3-pt jump shot from 23 ft, ,7-7, , ,
8:36.0, , ,7-7, ,Defensive rebound by M. Morris,
8:18.0, , ,7-7, ,Shooting foul by C. Martin (drawn by M. Morris),
8:18.0, , ,7-8,+1,M. Morris makes free throw 1 of 3,
8:18.0, , ,7-9,+1,M. Morris makes free throw 2 of 3,
8:18.0, , ,7-10,+1,M. Morris makes free throw 3 of 3,
8:04.0,Turnover by J. Butler (bad pass; steal by P. George), ,7-10, , ,
8:02.0, , ,7-12,+2,P. George makes 2-pt dunk from 1 ft,
7:40.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by C. Martin),+3,10-12, , ,
7:24.0, , ,10-14,+2,I. Zubac makes 2-pt dunk from 1 ft (assist by P. George),
7:11.0,B. Adebayo makes 2-pt jump shot from 6 ft (assist by J. Butler),+2,12-14, , ,
6:58.0, , ,12-14, ,Turnover by P. George (bad pass; steal by J. Butler),
6:54.0,T. Herro makes 2-pt layup from 1 ft (assist by J. Butler),+2,14-14, , ,Tie
6:45.0, , ,14-14, ,Turnover by T. Mann (bad pass; steal by T. Herro),
6:38.0,T. Herro misses 3-pt jump shot from 26 ft, ,14-14, , ,
6:35.0, , ,14-14, ,Defensive rebound by P. George,
6:15.0, , ,14-14, ,M. Morris misses 2-pt jump shot from 16 ft (block by C. Martin),
6:11.0,Defensive rebound by K. Lowry, ,14-14, , ,
6:07.0,C. Martin makes 2-pt layup from 2 ft (assist by K. Lowry),+2,16-14, , ,Lead change
6:07.0, , ,16-14, ,LA Clippers full timeout,
6:07.0,O. Robinson enters the game for B. Adebayo, ,16-14, , ,
5:52.0, , ,16-14, ,R. Jackson misses 2-pt hook shot from 5 ft,
5:50.0,Defensive rebound by T. Herro, ,16-14, , ,
5:44.0,Personal foul by T. Mann (drawn by J. Butler), ,16-14, , ,
5:44.0,V. Oladipo enters the game for C. Martin, ,16-14, , ,
5:32.0,J. Butler makes 2-pt jump shot from 7 ft (assist by K. Lowry),+2,18-14, , ,
5:20.0, , ,18-16,+2,T. Mann makes 2-pt dunk from 3 ft (assist by P. George),
5:02.0,Shooting foul by T. Mann (drawn by T. Herro), ,18-16, , ,
5:02.0,T. Herro makes free throw 1 of 2,+1,19-16, , ,
5:02.0, , ,19-16, ,N. Batum enters the game for T. Mann,
5:02.0, , ,19-16, ,N. Powell enters the game for I. Zubac,
5:02.0,T. Herro makes free throw 2 of 2,+1,20-16, , ,
4:48.0, , ,20-16, ,P. George misses 2-pt jump shot from 18 ft,
4:44.0,Defensive rebound by O. Robinson, ,20-16, , ,
4:23.0,J. Butler misses 3-pt jump shot from 27 ft, ,20-16, , ,
4:17.0,Offensive rebound by O. Robinson, ,20-16, , ,
4:17.0,O. Robinson misses 2-pt layup at rim, ,20-16, , ,
4:17.0,Offensive rebound by O. Robinson, ,20-16, , ,
4:13.0,O. Robinson makes 2-pt layup at rim,+2,22-16, , ,
4:12.0, , ,22-16, ,Personal foul by V. Oladipo (drawn by R. Jackson),
4:12.0, , ,22-16, ,J. Wall enters the game for R. Jackson,
4:06.0, , ,22-16, ,Shooting foul by K. Lowry (drawn by P. George),
4:06.0, , ,22-17,+1,P. George makes free throw 1 of 2,
4:06.0, , ,22-18,+1,P. George makes free throw 2 of 2,
3:50.0,V. Oladipo makes 2-pt layup from 4 ft (assist by J. Butler),+2,24-18, , ,
3:33.0, , ,24-21,+3,P. George makes 3-pt jump shot from 23 ft (assist by J. Wall),
3:26.0,K. Lowry misses 3-pt jump shot from 26 ft, ,24-21, , ,
3:22.0, , ,24-21, ,Defensive rebound by M. Morris,
3:12.0, , ,24-21, ,M. Morris misses 3-pt jump shot from 26 ft,
3:08.0,Defensive rebound by O. Robinson, ,24-21, , ,
3:00.0,T. Herro misses 2-pt jump shot from 15 ft (block by N. Powell), ,24-21, , ,
2:57.0,Offensive rebound by K. Lowry, ,24-21, , ,
2:56.0,V. Oladipo makes 3-pt jump shot from 25 ft (assist by K. Lowry),+3,27-21, , ,
2:44.0, , ,27-21, ,Shooting foul by O. Robinson (drawn by M. Morris),
2:44.0,Miami full timeout, ,27-21, , ,
2:44.0,B. Adebayo enters the game for J. Butler, ,27-21, , ,
2:44.0,D. Robinson enters the game for T. Herro, ,27-21, , ,
2:44.0,M. Strus enters the game for K. Lowry, ,27-21, , ,
2:44.0,G. Vincent enters the game for O. Robinson, ,27-21, , ,
2:44.0, , ,27-21, ,M. Morris misses free throw 1 of 2,
2:44.0, , ,27-21, ,Offensive rebound by Team,
2:44.0, , ,27-21, ,M. Morris misses free throw 2 of 2,
2:42.0,Defensive rebound by B. Adebayo, ,27-21, , ,
2:21.0,B. Adebayo makes 2-pt hook shot from 5 ft,+2,29-21, , ,
2:07.0, , ,29-21, ,Personal foul by G. Vincent (drawn by N. Powell),
2:07.0, , ,29-22,+1,N. Powell makes free throw 1 of 2,
2:07.0, , ,29-22, ,L. Kennard enters the game for M. Morris,
2:07.0, , ,29-23,+1,N. Powell makes free throw 2 of 2,
1:54.0,G. Vincent misses 3-pt jump shot from 26 ft, ,29-23, , ,
