A,B,C,D,E,F,Event
1st Q
Time,Miami,,Score,,Philadelphia,
12:00.0,Jump ball: B. Adebayo vs. J. Embiid (J. Harden gains possession),
11:39.0, , ,0-0, ,J. Embiid misses 2-pt jump shot from 13 ft,
11:37.0,Defensive rebound by J. Butler, ,0-0, , ,
11:34.0,M. Strus makes 2-pt layup from 2 ft (assist by J. Butler),+2,2-0, , ,
11:19.0, , ,2-0, ,T. Harris misses 2-pt layup from 3 ft,
11:17.0,Defensive rebound by T. Herro, ,2-0, , ,
11:07.0,B. Adebayo misses 2-pt jump shot from 12 ft, ,2-0, , ,
11:05.0, , ,2-0, ,Defensive rebound by J. Harden,
10:51.0, , ,2-0, ,J. Harden misses 2-pt layup from 2 ft,
10:48.0,Defensive rebound by M. Strus, ,2-0, , ,
10:43.0,T. Herro misses 2-pt layup from 3 ft (block by D. Melton), ,2-0, , ,
10:41.0,Offensive rebound by B. Adebayo, ,2-0, , ,
10:31.0,J. Butler misses 2-pt jump shot from 14 ft, ,2-0, , ,
10:28.0, , ,2-0, ,Defensive rebound by J. Embiid,
10:15.0, , ,2-3,+3,J. Embiid makes 3-pt jump shot from 26 ft (assist by J. Harden),Lead change
9:52.0,T. Herro makes 3-pt jump shot from 29 ft (assist by M. Strus),+3,5-3, , ,Lead change
9:39.0, , ,5-5,+2,J. Embiid makes 2-pt dunk from 1 ft (assist by J. Harden),Tie
9:28.0,T. Herro misses 3-pt jump shot from 26 ft, ,5-5, , ,
9:26.0, , ,5-5, ,Defensive rebound by J. Embiid,
9:23.0, , ,5-7,+2,T. Harris makes 2-pt dunk from 2 ft (assist by J. Harden),Lead change
9:08.0,B. Adebayo makes 2-pt layup from 2 ft (assist by M. Strus),+2,7-7, , ,Tie
9:01.0, , ,7-7, ,T. Harris misses 3-pt jump shot from 26 ft,
8:58.0,Defensive rebound by B. Adebayo, ,7-7, , ,
8:47.0,J. Butler makes 2-pt jump shot from 3 ft,+2,9-7, , ,Lead change
8:25.0, , ,9-10,+3,T. Harris makes 3-pt jump shot from 24 ft (assist by J. Harden),Lead change
8:18.0,G. Vincent misses 3-pt jump shot from 25 ft, ,9-10, , ,
8:15.0, , ,9-10, ,Defensive rebound by J. Embiid,
7:58.0, , ,9-10, ,D. Melton misses 3-pt jump shot from 25 ft,
7:55.0,Defensive rebound by T. Herro, ,9-10, , ,
7:43.0,B. Adebayo makes 2-pt layup from 2 ft,+2,11-10, , ,Lead change
7:27.0, , ,11-10, ,Personal foul by G. Vincent (drawn by J. Embiid),
7:15.0, , ,11-10, ,J. Harden misses 3-pt jump shot from 27 ft,
