A,B,C,D,E,F,Event
1st Q
Time,Milwaukee,,Score,,Miami,
12:00.0,Jump ball: B. Lopez vs. B. Adebayo (H. Highsmith gains possession),
11:41.0, , ,0-0, ,B. Adebayo misses 2-pt jump shot from 7 ft,
11:39.0,Defensive rebound by G. Allen, ,0-0, , ,
11:21.0,Shooting foul by B. Adebayo (drawn by G. Allen), ,0-0, , ,
11:21.0,G. Allen misses free throw 1 of 2, ,0-0, , ,
11:21.0,Offensive rebound by Team, ,0-0, , ,
11:21.0,G. Allen makes free throw 2 of 2,+1,1-0, , ,
11:04.0, , ,1-2,+2,M. Strus makes 2-pt jump shot from 9 ft (assist by B. Adebayo),Lead change
10:50.0,B. Portis makes 2-pt layup from 2 ft (assist by J. Holiday),+2,3-2, , ,Lead change
10:34.0, , ,3-2, ,Personal foul by J. Holiday (drawn by J. Butler),
10:27.0, , ,3-5,+3,M. Strus makes 3-pt jump shot from 26 ft (assist by B. Adebayo),Lead change
10:17.0,P. Connaughton misses 3-pt jump shot from 26 ft, ,3-5, , ,
10:15.0, , ,3-5, ,Defensive rebound by B. Adebayo,
10:13.0, , ,3-5, ,Turnover by B. Adebayo (lost ball; steal by B. Portis),
10:06.0,P. Connaughton misses 3-pt jump shot from 23 ft, ,3-5, , ,
10:04.0, , ,3-5, ,Defensive rebound by H. Highsmith,
9:50.0, , ,3-5, ,M. Strus misses 2-pt layup from 3 ft (block by B. Lopez),
9:46.0, , ,3-5, ,Offensive rebound by J. Butler,
9:40.0, , ,3-8,+3,G. Vincent makes 3-pt jump shot from 27 ft (assist by H. Highsmith),
9:29.0,B. Lopez makes 2-pt jump shot from 14 ft (assist by J. Holiday),+2,5-8, , ,
9:16.0, , ,5-11,+3,G. Vincent makes 3-pt jump shot from 26 ft,
8:53.0,P. Connaughton misses 3-pt jump shot from 28 ft, ,5-11, , ,
8:50.0, , ,5-11, ,Defensive rebound by B. Adebayo,
8:40.0, , ,5-13,+2,J. Butler makes 2-pt jump shot from 10 ft,
8:40.0, , ,5-13, ,Shooting foul by G. Allen (drawn by J. Butler),
8:40.0, , ,5-14,+1,J. Butler makes free throw 1 of 1,
8:20.0,B. Lopez misses 2-pt jump shot from 16 ft, ,5-14, , ,
8:17.0, , ,5-14, ,Defensive rebound by M. Strus,
8:10.0, , ,5-14, ,M. Strus misses 3-pt jump shot from 25 ft,
8:05.0,Defensive rebound by B. Portis, ,5-14, , ,
8:05.0,Turnover by B. Portis (bad pass; steal by G. Vincent), ,5-14, , ,
8:00.0, , ,5-14, ,G. Vincent misses 3-pt jump shot from 27 ft (block by B. Lopez),
7:54.0,Defensive rebound by B. Portis, ,5-14, , ,
7:51.0,J. Holiday makes 3-pt jump shot from 26 ft,+3,8-14, , ,
7:39.0, , ,8-17,+3,G. Vincent makes 3-pt jump shot from 24 ft (assist by M. Strus),
7:39.0,Milwaukee full timeout, ,8-17, , ,
7:39.0,M. Beauchamp enters the game for B. Lopez, ,8-17, , ,
