A,B,C,D,E,F,Event
1st Q
Time,Miami,,Score,,San Antonio,
12:00.0,Jump ball: B. Adebayo vs. J. Poeltl (M. Strus gains possession),
11:35.0,M. Strus misses 3-pt jump shot from 26 ft, ,0-0, , ,
11:32.0, , ,0-0, ,Defensive rebound by J. Sochan,
11:20.0, , ,0-3,+3,D. Vassell makes 3-pt jump shot from 25 ft (assist by T. Jones),
11:06.0,T. Herro makes 2-pt jump shot from 8 ft,+2,2-3, , ,
10:47.0, , ,2-3, ,J. Sochan misses 2-pt layup from 8 ft,
10:47.0, , ,2-3, ,Offensive rebound by Team,
10:47.0,Loose ball foul by M. Strus (drawn by J. Poeltl), ,2-3, , ,
10:34.0, , ,2-3, ,T. Jones misses 2-pt jump shot from 9 ft,
10:32.0,Defensive rebound by M. Strus, ,2-3, , ,
10:23.0,B. Adebayo makes 2-pt dunk from 1 ft (assist by M. Strus),+2,4-3, , ,Lead change
10:17.0, , ,4-3, ,D. Vassell misses 3-pt jump shot from 24 ft,
10:14.0,Defensive rebound by T. Herro, ,4-3, , ,
10:07.0,Shooting foul by T. Jones (drawn by T. Herro), ,4-3, , ,
10:07.0,T. Herro makes free throw 1 of 2,+1,5-3, , ,
10:07.0,T. Herro makes free throw 2 of 2,+1,6-3, , ,
9:41.0, , ,6-3, ,Turnover by T. Jones (bad pass; steal by N. Jović),
9:34.0,M. Strus misses 3-pt jump shot from 25 ft, ,6-3, , ,
9:31.0, , ,6-3, ,Defensive rebound by J. Poeltl,
9:25.0, , ,6-3, ,Personal foul by N. Jović (drawn by J. Poeltl),
9:08.0, , ,6-3, ,J. Sochan misses 2-pt jump shot from 9 ft,
9:03.0, , ,6-3, ,Offensive rebound by D. Vassell,
9:03.0, , ,6-3, ,D. Vassell misses 2-pt layup at rim,
9:02.0,Defensive rebound by B. Adebayo, ,6-3, , ,
9:00.0,T. Herro makes 3-pt jump shot from 25 ft (assist by B. Adebayo),+3,9-3, , ,
8:47.0, , ,9-3, ,Turnover by D. Vassell (bad pass; steal by T. Herro),
8:29.0,N. Jović misses 3-pt jump shot from 23 ft, ,9-3, , ,
8:25.0, , ,9-3, ,Defensive rebound by J. Poeltl,
8:15.0, , ,9-5,+2,D. Vassell makes 2-pt layup from 3 ft (assist by K. Johnson),
8:05.0,B. Adebayo misses 2-pt jump shot from 8 ft, ,9-5, , ,
8:03.0, , ,9-5, ,Defensive rebound by J. Sochan,
7:49.0, , ,9-7,+2,T. Jones makes 2-pt jump shot from 9 ft (assist by J. Sochan),
7:34.0,N. Jović makes 3-pt jump shot from 25 ft (assist by T. Herro),+3,12-7, , ,
7:18.0, , ,12-7, ,Personal foul by T. Herro (drawn by K. Johnson),
7:18.0, , ,12-7, ,Z. Collins enters the game for J. Poeltl,
7:10.0, , ,12-7, ,J. Sochan misses 2-pt jump shot from 9 ft,
7:08.0,Defensive rebound by B. Adebayo, ,12-7, , ,
