A,B,C,D,E,F,Event
1st Q
Time,Miami,,Score,,Charlotte,
12:00.0,Jump ball: B. Adebayo vs. M. Plumlee (K. Lowry gains possession),
11:40.0,T. Herro misses 2-pt layup from 7 ft, ,0-0, , ,
11:38.0, , ,0-0, ,Defensive rebound by M. Plumlee,
11:36.0, , ,0-0, ,Shooting foul by C. Martin (drawn by M. Plumlee),
11:36.0, , ,0-0, ,M. Plumlee misses free throw 1 of 2,
11:36.0, , ,0-0, ,Offensive rebound by Team,
11:36.0, , ,0-0, ,M. Plumlee misses free throw 2 of 2,
11:33.0,Defensive rebound by C. Martin, ,0-0, , ,
11:19.0,K. Lowry misses 2-pt layup from 2 ft, ,0-0, , ,
11:17.0,Offensive rebound by K. Lowry, ,0-0, , ,
11:16.0,K. Lowry misses 2-pt jump shot from 8 ft, ,0-0, , ,
11:14.0, , ,0-0, ,Defensive rebound by L. Ball,
11:08.0, , ,0-0, ,M. Plumlee misses 2-pt layup from 7 ft,
11:08.0, , ,0-0, ,Offensive rebound by T. Rozier,
11:01.0, , ,0-2,+2,T. Rozier makes 2-pt layup at rim,
10:45.0,T. Herro makes 2-pt jump shot from 6 ft (assist by C. Martin),+2,2-2, , ,Tie
10:32.0, , ,2-5,+3,G. Hayward makes 3-pt jump shot from 23 ft (assist by T. Rozier),
10:12.0,C. Martin makes 2-pt jump shot from 6 ft,+2,4-5, , ,
10:02.0, , ,4-8,+3,L. Ball makes 3-pt jump shot from 28 ft (assist by T. Rozier),
9:48.0,B. Adebayo makes 2-pt jump shot from 7 ft (assist by T. Herro),+2,6-8, , ,
9:36.0, , ,6-8, ,L. Ball misses 3-pt jump shot from 26 ft,
9:33.0, , ,6-8, ,Offensive rebound by G. Hayward,
9:32.0, , ,6-8, ,Offensive foul by M. Plumlee (drawn by C. Martin),
9:32.0, , ,6-8, ,Turnover by M. Plumlee (offensive foul),
9:22.0,T. Herro makes 2-pt jump shot from 5 ft,+2,8-8, , ,Tie
9:15.0, , ,8-10,+2,G. Hayward makes 2-pt layup from 1 ft,
8:58.0,J. Butler makes 2-pt layup from 2 ft,+2,10-10, , ,Tie
8:37.0, , ,10-10, ,L. Ball misses 3-pt jump shot from 27 ft,
8:34.0,Defensive rebound by J. Butler, ,10-10, , ,
8:29.0,Offensive foul by C. Martin (drawn by T. Rozier), ,10-10, , ,
8:29.0,Turnover by C. Martin (offensive foul), ,10-10, , ,
8:12.0, , ,10-10, ,P. Washington misses 3-pt jump shot from 23 ft,
8:09.0, , ,10-10, ,Offensive rebound by M. Plumlee,
8:08.0, , ,10-12,+2,M. Plumlee makes 2-pt layup from 1 ft,
7:54.0,B. Adebayo makes 2-pt jump shot from 17 ft (assist by K. Lowry),+2,12-12, , ,Tie
7:35.0, , ,12-14,+2,M. Plumlee makes 2-pt hook shot from 2 ft (assist by L. Ball),
7:17.0,Shooting foul by P. Washington (drawn by B. Adebayo), ,12-14, , ,
7:17.0,B. Adebayo makes free throw 1 of 2,+1,13-14, , ,
7:17.0,B. Adebayo misses free throw 2 of 2, ,13-14, , ,
7:15.0, , ,13-14, ,Defensive rebound by M. Plumlee,
7:02.0, , ,13-16,+2,G. Hayward makes 2-pt layup from 1 ft (assist by P. Washington),
6:36.0,B. Adebayo makes 2-pt jump shot from 11 ft,+2,15-16, , ,
6:20.0, , ,15-16, ,T. Rozier misses 3-pt jump shot from 25 ft,
6:17.0,Defensive rebound by K. Lowry, ,15-16, , ,
6:12.0,Shooting foul by P. Washington (drawn by C. Martin), ,15-16, , ,
6:12.0, , ,15-16, ,Charlotte full timeout,
6:12.0,C. Martin misses free throw 1 of 2, ,15-16, , ,
6:12.0,Offensive rebound by Team, ,15-16, , ,
6:12.0,C. Martin makes free throw 2 of 2,+1,16-16, , ,Tie
5:54.0, , ,16-16, ,P. Washington misses 3-pt jump shot from 24 ft,
5:52.0,Defensive rebound by B. Adebayo, ,16-16, , ,
5:49.0,Personal foul by L. Ball (drawn by K. Lowry), ,16-16, , ,
5:49.0,V. Oladipo enters the game for B. Adebayo, ,16-16, , ,
5:49.0,O. Robinson enters the game for C. Martin, ,16-16, , ,
5:49.0, , ,16-16, ,J. McDaniels enters the game for G. Hayward,
5:39.0,J. Butler makes 2-pt jump shot from 9 ft,+2,18-16, , ,Lead change
5:25.0, , ,18-16, ,J. McDaniels misses 3-pt jump shot from 24 ft,
5:22.0,Defensive rebound by O. Robinson, ,18-16, , ,
5:11.0,K. Lowry misses 3-pt jump shot from 25 ft, ,18-16, , ,
5:09.0,Offensive rebound by Team, ,18-16, , ,
4:56.0,T. Herro makes 2-pt jump shot from 18 ft,+2,20-16, , ,
4:44.0, , ,20-16, ,Turnover by M. Plumlee (lost ball; steal by J. Butler),
4:34.0,V. Oladipo misses 3-pt jump shot from 23 ft, ,20-16, , ,
4:30.0, , ,20-16, ,Defensive rebound by M. Plumlee,
4:28.0, , ,20-16, ,Shooting foul by K. Lowry (drawn by P. Washington),
4:28.0, , ,20-17,+1,P. Washington makes free throw 1 of 2,
4:28.0, , ,20-17, ,D. Smith enters the game for L. Ball,
4:28.0, , ,20-18,+1,P. Washington makes free throw 2 of 2,
4:14.0,T. Herro makes 3-pt jump shot from 26 ft (assist by V. Oladipo),+3,23-18, , ,
3:56.0, , ,23-18, ,M. Plumlee misses 2-pt layup from 2 ft,
3:54.0, , ,23-18, ,Offensive rebound by P. Washington,
3:44.0, , ,23-20,+2,T. Rozier makes 2-pt layup from 1 ft (assist by P. Washington),
3:44.0,G. Vincent enters the game for K. Lowry, ,23-20, , ,
3:44.0, , ,23-20, ,J. Thor enters the game for M. Plumlee,
3:44.0, , ,23-20, ,M. Williams enters the game for P. Washington,
3:18.0,T. Herro misses 2-pt jump shot from 14 ft, ,23-20, , ,
3:15.0, , ,23-20, ,Defensive rebound by J. McDaniels,
3:11.0, , ,23-23,+3,T. Rozier makes 3-pt jump shot from 27 ft,Tie
2:57.0,V. Oladipo misses 2-pt jump shot from 5 ft, ,23-23, , ,
2:57.0,Offensive rebound by O. Robinson, ,23-23, , ,
2:57.0,O. Robinson misses 2-pt layup at rim, ,23-23, , ,
2:57.0,Offensive rebound by Team, ,23-23, , ,
2:57.0, , ,23-23, ,Loose ball foul by J. McDaniels (drawn by O. Robinson),
2:57.0,Miami full timeout, ,23-23, , ,
2:57.0,M. Strus enters the game for T. Herro, ,23-23, , ,
2:47.0,Turnover by M. Strus (bad pass; steal by M. Williams), ,23-23, , ,
2:43.0, , ,23-23, ,T. Rozier misses 3-pt jump shot from 26 ft,
2:41.0,Defensive rebound by Team, ,23-23, , ,
2:22.0,M. Strus misses 3-pt jump shot from 25 ft, ,23-23, , ,
2:19.0, , ,23-23, ,Defensive rebound by J. McDaniels,
2:15.0, , ,23-23, ,Turnover by J. McDaniels (lost ball; steal by O. Robinson),
2:11.0,J. Butler misses 2-pt layup from 2 ft, ,23-23, , ,
2:07.0, , ,23-23, ,Defensive rebound by T. Rozier,
