A,B,C,D,E,F,Event
1st Q
Time,Miami,,Score,,Denver,
12:00.0,Jump ball: B. Adebayo vs. N. Jokić (J. Murray gains possession),
11:45.0, , ,0-0, ,N. Jokić misses 2-pt jump shot from 14 ft,
11:43.0,Defensive rebound by J. Butler, ,0-0, , ,
11:21.0,J. Butler misses 2-pt jump shot from 15 ft, ,0-0, , ,
11:18.0, , ,0-0, ,Defensive rebound by A. Gordon,
11:14.0, , ,0-0, ,Turnover by A. Gordon (bad pass; steal by H. Highsmith),
11:09.0,T. Herro misses 3-pt jump shot from 25 ft, ,0-0, , ,
11:05.0, , ,0-0, ,Defensive rebound by A. Gordon,
10:58.0, , ,0-3,+3,K. Caldwell-Pope makes 3-pt jump shot from 23 ft (assist by M. Porter),
10:41.0, , ,0-3, ,Violation by Team (kicked ball),
10:32.0,K. Lowry makes 3-pt jump shot from 27 ft (assist by T. Herro),+3,3-3, , ,Tie
10:11.0, , ,3-5,+2,J. Murray makes 2-pt layup from 3 ft (assist by N. Jokić),
9:59.0, , ,3-5, ,Violation by Team (kicked ball),
9:53.0,H. Highsmith makes 3-pt jump shot from 26 ft (assist by T. Herro),+3,6-5, , ,Lead change
9:28.0, , ,6-5, ,M. Porter misses 2-pt jump shot from 16 ft,
9:26.0,Defensive rebound by T. Herro, ,6-5, , ,
9:09.0,B. Adebayo misses 2-pt jump shot from 15 ft, ,6-5, , ,
9:06.0, , ,6-5, ,Defensive rebound by M. Porter,
8:57.0, , ,6-7,+2,N. Jokić makes 2-pt jump shot from 6 ft (assist by A. Gordon),Lead change
8:44.0,B. Adebayo misses 2-pt jump shot from 8 ft, ,6-7, , ,
8:43.0, , ,6-7, ,Defensive rebound by N. Jokić,
8:39.0, , ,6-7, ,Shooting foul by K. Lowry (drawn by J. Murray),
8:39.0, , ,6-8,+1,J. Murray makes free throw 1 of 2,
8:39.0, , ,6-9,+1,J. Murray makes free throw 2 of 2,
8:21.0,Turnover by H. Highsmith (traveling), ,6-9, , ,
8:05.0, , ,6-9, ,M. Porter misses 3-pt jump shot from 25 ft,
8:03.0,Defensive rebound by B. Adebayo, ,6-9, , ,
7:58.0,T. Herro misses 2-pt jump shot from 6 ft, ,6-9, , ,
7:53.0,Offensive rebound by B. Adebayo, ,6-9, , ,
7:53.0,B. Adebayo misses 2-pt layup at rim, ,6-9, , ,
7:51.0,Offensive rebound by T. Herro, ,6-9, , ,
7:51.0,T. Herro makes 2-pt layup at rim,+2,8-9, , ,
7:46.0, , ,8-9, ,Turnover by A. Gordon (lost ball; steal by H. Highsmith),
7:41.0,H. Highsmith misses 2-pt layup from 3 ft (block by N. Jokić), ,8-9, , ,
7:41.0, , ,8-9, ,Defensive rebound by M. Porter,
7:35.0, , ,8-9, ,A. Gordon misses 3-pt jump shot from 25 ft,
7:33.0,Defensive rebound by T. Herro, ,8-9, , ,
7:28.0,K. Lowry misses 3-pt jump shot from 23 ft, ,8-9, , ,
7:24.0, , ,8-9, ,Defensive rebound by N. Jokić,
7:19.0, , ,8-11,+2,K. Caldwell-Pope makes 2-pt layup from 3 ft (assist by N. Jokić),
7:12.0,J. Butler misses 2-pt layup from 4 ft, ,8-11, , ,
7:12.0, , ,8-11, ,Defensive rebound by A. Gordon,
7:06.0, , ,8-11, ,M. Porter misses 3-pt jump shot from 23 ft,
7:06.0,Defensive rebound by T. Herro, ,8-11, , ,
6:53.0,T. Herro misses 2-pt jump shot from 16 ft, ,8-11, , ,
6:51.0, , ,8-11, ,Defensive rebound by N. Jokić,
6:43.0, , ,8-13,+2,N. Jokić makes 2-pt layup from 2 ft (assist by K. Caldwell-Pope),
6:43.0,Miami full timeout, ,8-13, , ,
6:43.0, , ,8-13, ,B. Brown enters the game for J. Murray,
6:30.0,H. Highsmith misses 3-pt jump shot from 26 ft, ,8-13, , ,
6:26.0,Offensive rebound by B. Adebayo, ,8-13, , ,
6:25.0,B. Adebayo misses 2-pt layup from 5 ft, ,8-13, , ,
6:24.0, , ,8-13, ,Defensive rebound by Team,
6:24.0,M. Strus enters the game for J. Butler, ,8-13, , ,
6:06.0, , ,8-13, ,B. Brown misses 3-pt jump shot from 23 ft,
6:02.0,Defensive rebound by T. Herro, ,8-13, , ,
5:58.0, , ,8-13, ,Violation by Team (kicked ball),
5:46.0,M. Strus misses 3-pt jump shot from 26 ft, ,8-13, , ,
