A,B,C,D,E,F,Event
1st Q
Time,Miami,,Score,,Atlanta,
12:00.0,Jump ball: B. Adebayo vs. O. Okongwu (J. Collins gains possession),
11:43.0, , ,0-2,+2,J. Collins makes 2-pt dunk at rim (assist by T. Young),
11:17.0,M. Strus makes 3-pt jump shot from 23 ft (assist by C. Martin),+3,3-2, , ,Lead change
10:55.0, , ,3-2, ,J. Collins misses 2-pt layup from 3 ft,
10:55.0,Defensive rebound by C. Martin, ,3-2, , ,
10:47.0,C. Martin misses 2-pt jump shot from 21 ft, ,3-2, , ,
10:45.0, , ,3-2, ,Defensive rebound by J. Collins,
10:39.0, , ,3-2, ,Turnover by O. Okongwu (lost ball; steal by K. Lowry),
10:33.0,K. Lowry misses 3-pt jump shot from 28 ft, ,3-2, , ,
10:29.0, , ,3-2, ,Defensive rebound by D. Murray,
10:24.0, , ,3-5,+3,D. Hunter makes 3-pt jump shot from 24 ft (assist by J. Collins),Lead change
10:07.0,B. Adebayo misses 2-pt hook shot from 8 ft (block by J. Collins), ,3-5, , ,
10:06.0, , ,3-5, ,Defensive rebound by Team,
9:47.0, , ,3-8,+3,T. Young makes 3-pt jump shot from 29 ft (assist by D. Murray),
9:35.0,M. Strus makes 3-pt jump shot from 25 ft (assist by C. Martin),+3,6-8, , ,
9:22.0, , ,6-8, ,T. Young misses 3-pt jump shot from 26 ft,
9:20.0,Defensive rebound by T. Herro, ,6-8, , ,
9:11.0,Personal foul by J. Collins (drawn by T. Herro), ,6-8, , ,
9:04.0,T. Herro misses 3-pt jump shot from 26 ft, ,6-8, , ,
9:01.0, , ,6-8, ,Defensive rebound by D. Murray,
8:55.0, , ,6-8, ,D. Murray misses 2-pt jump shot from 15 ft,
8:52.0, , ,6-8, ,Offensive rebound by O. Okongwu,
8:46.0, , ,6-8, ,Shooting foul by K. Lowry (drawn by D. Hunter),
8:46.0, , ,6-9,+1,D. Hunter makes free throw 1 of 2,
8:46.0, , ,6-10,+1,D. Hunter makes free throw 2 of 2,
8:35.0,Turnover by B. Adebayo (bad pass; steal by D. Hunter), ,6-10, , ,
8:28.0, , ,6-10, ,D. Hunter misses 2-pt layup from 7 ft,
8:25.0,Defensive rebound by B. Adebayo, ,6-10, , ,
8:21.0,B. Adebayo makes 2-pt jump shot from 11 ft,+2,8-10, , ,
8:07.0, , ,8-10, ,J. Collins misses 2-pt hook shot from 10 ft (block by K. Lowry),
8:03.0,Defensive rebound by T. Herro, ,8-10, , ,
8:02.0,M. Strus misses 2-pt layup from 2 ft, ,8-10, , ,
7:58.0,Offensive rebound by K. Lowry, ,8-10, , ,
7:58.0,K. Lowry misses 2-pt layup at rim, ,8-10, , ,
7:57.0, , ,8-10, ,Defensive rebound by O. Okongwu,
7:47.0, , ,8-10, ,T. Young misses 3-pt jump shot from 23 ft,
7:44.0,Defensive rebound by C. Martin, ,8-10, , ,
7:26.0,B. Adebayo misses 2-pt layup from 4 ft (block by O. Okongwu), ,8-10, , ,
7:22.0,Offensive rebound by B. Adebayo, ,8-10, , ,
7:21.0,T. Herro misses 3-pt jump shot from 27 ft, ,8-10, , ,
7:18.0, , ,8-10, ,Defensive rebound by J. Collins,
7:14.0, , ,8-12,+2,D. Murray makes 2-pt layup from 1 ft,
7:05.0,Miami full timeout, ,8-12, , ,
6:54.0,M. Strus makes 3-pt jump shot from 25 ft (assist by T. Herro),+3,11-12, , ,
6:39.0, , ,11-12, ,D. Murray misses 2-pt jump shot from 19 ft,
6:36.0,Defensive rebound by M. Strus, ,11-12, , ,
6:34.0,Turnover by M. Strus (bad pass; steal by D. Hunter), ,11-12, , ,
6:23.0, , ,11-14,+2,T. Young makes 2-pt jump shot from 13 ft,
6:01.0,C. Martin misses 3-pt jump shot from 23 ft, ,11-14, , ,
5:57.0, , ,11-14, ,Defensive rebound by J. Collins,
5:57.0,D. Smith enters the game for K. Lowry, ,11-14, , ,
5:36.0, , ,11-14, ,T. Young misses 2-pt jump shot from 16 ft (block by D. Smith),
5:35.0, , ,11-14, ,Offensive rebound by Team,
5:35.0, , ,11-14, ,Turnover by Team (shot clock),
5:22.0,B. Adebayo makes 2-pt jump shot from 13 ft (assist by T. Herro),+2,13-14, , ,
5:07.0, , ,13-17,+3,D. Murray makes 3-pt jump shot from 26 ft (assist by J. Collins),
4:53.0,Turnover by T. Herro (discontinued dribble), ,13-17, , ,
4:53.0,H. Highsmith enters the game for M. Strus, ,13-17, , ,
4:53.0, , ,13-17, ,A. Griffin enters the game for D. Murray,
4:31.0, , ,13-19,+2,D. Hunter makes 2-pt jump shot from 15 ft (assist by T. Young),
4:15.0,T. Herro misses 2-pt jump shot from 12 ft (block by O. Okongwu), ,13-19, , ,
4:11.0,Offensive rebound by T. Herro, ,13-19, , ,
4:08.0,T. Herro misses 3-pt jump shot from 23 ft, ,13-19, , ,
4:06.0, , ,13-19, ,Defensive rebound by D. Hunter,
4:00.0, , ,13-22,+3,J. Collins makes 3-pt jump shot from 25 ft (assist by T. Young),
3:36.0,B. Adebayo makes 2-pt jump shot from 10 ft,+2,15-22, , ,
3:16.0, , ,15-25,+3,D. Hunter makes 3-pt jump shot from 23 ft (assist by T. Young),
3:04.0,Shooting foul by O. Okongwu (drawn by B. Adebayo), ,15-25, , ,
3:04.0,B. Adebayo makes free throw 1 of 2,+1,16-25, , ,
3:04.0,M. Strus enters the game for T. Herro, ,16-25, , ,
3:04.0, , ,16-25, ,T. Forrest enters the game for D. Hunter,
3:04.0,B. Adebayo makes free throw 2 of 2,+1,17-25, , ,
2:39.0, , ,17-25, ,A. Griffin misses 2-pt jump shot from 16 ft (block by B. Adebayo),
2:35.0,Defensive rebound by H. Highsmith, ,17-25, , ,
2:30.0,B. Adebayo misses 2-pt jump shot from 12 ft, ,17-25, , ,
2:25.0, , ,17-25, ,Defensive rebound by J. Collins,
2:21.0, , ,17-25, ,J. Collins misses 3-pt jump shot from 25 ft,
2:18.0,Defensive rebound by B. Adebayo, ,17-25, , ,
2:07.0,M. Strus makes 2-pt layup from 3 ft,+2,19-25, , ,
2:07.0, , ,19-25, ,Violation by Team (def goaltending),
2:07.0, , ,19-25, ,Atlanta full timeout,
2:07.0,J. Cain enters the game for B. Adebayo, ,19-25, , ,
2:07.0,D. Dedmon enters the game for C. Martin, ,19-25, , ,
2:07.0, , ,19-25, ,J. Johnson enters the game for J. Collins,
2:07.0, , ,19-25, ,F. Kaminsky enters the game for O. Okongwu,
1:49.0, , ,19-25, ,A. Griffin misses 2-pt jump shot from 17 ft (block by H. Highsmith),
1:45.0,Defensive rebound by D. Dedmon, ,19-25, , ,
1:44.0,Turnover by D. Dedmon (bad pass; steal by T. Young), ,19-25, , ,
1:41.0, , ,19-27,+2,T. Young makes 2-pt layup from 1 ft,
1:25.0,M. Strus misses 3-pt jump shot from 25 ft, ,19-27, , ,
1:22.0, , ,19-27, ,Defensive rebound by J. Johnson,
1:15.0, , ,19-27, ,Shooting foul by D. Dedmon (drawn by T. Young),
1:15.0, , ,19-28,+1,T. Young makes free throw 1 of 2,
1:15.0, , ,19-29,+1,T. Young makes free throw 2 of 2,
0:56.0,D. Smith misses 2-pt jump shot from 12 ft, ,19-29, , ,
0:53.0, , ,19-29, ,Defensive rebound by A. Griffin,
0:47.0, , ,19-29, ,A. Griffin misses 3-pt jump shot from 25 ft,
0:44.0,Defensive rebound by M. Strus, ,19-29, , ,
