A,B,C,D,E,F,Event
1st Q
Time,Miami,,Score,,New Orleans,
12:00.0,Jump ball: B. Adebayo vs. J. Valančiūnas (C. Martin gains possession),
11:42.0,B. Adebayo misses 2-pt hook shot from 6 ft, ,0-0, , ,
11:38.0, , ,0-0, ,Defensive rebound by N. Marshall,
11:23.0, , ,0-0, ,T. Murphy misses 3-pt jump shot from 24 ft,
11:22.0,Defensive rebound by Team, ,0-0, , ,
10:58.0,C. Martin misses 2-pt layup from 2 ft, ,0-0, , ,
10:56.0, , ,0-0, ,Defensive rebound by J. Valančiūnas,
10:44.0, , ,0-0, ,Turnover by J. Valančiūnas (lost ball; steal by K. Lowry),
10:37.0,K. Lowry makes 2-pt layup from 2 ft,+2,2-0, , ,
10:22.0, , ,2-2,+2,T. Murphy makes 2-pt dunk at rim (assist by N. Marshall),Tie
10:07.0,T. Herro makes 2-pt jump shot from 11 ft,+2,4-2, , ,
9:56.0, , ,4-2, ,C. McCollum misses 3-pt jump shot from 27 ft,
9:52.0,Defensive rebound by T. Herro, ,4-2, , ,
9:49.0,K. Lowry makes 2-pt layup from 4 ft,+2,6-2, , ,
9:49.0,Shooting foul by N. Marshall (drawn by K. Lowry), ,6-2, , ,
9:49.0,K. Lowry misses free throw 1 of 1, ,6-2, , ,
9:46.0, , ,6-2, ,Defensive rebound by J. Valančiūnas,
9:40.0, , ,6-2, ,Personal foul by J. Butler (drawn by T. Murphy),
9:34.0, , ,6-2, ,D. Daniels misses 2-pt hook shot from 5 ft,
9:29.0, , ,6-2, ,Offensive rebound by J. Valančiūnas,
9:29.0, , ,6-4,+2,J. Valančiūnas makes 2-pt layup at rim,
9:16.0,B. Adebayo makes 2-pt jump shot from 10 ft (assist by T. Herro),+2,8-4, , ,
9:01.0, , ,8-4, ,C. McCollum misses 2-pt layup from 2 ft,
8:59.0,Defensive rebound by J. Butler, ,8-4, , ,
8:44.0,B. Adebayo makes 2-pt layup from 2 ft (assist by T. Herro),+2,10-4, , ,
8:35.0, , ,10-4, ,C. McCollum misses 2-pt jump shot from 12 ft,
8:30.0,Defensive rebound by B. Adebayo, ,10-4, , ,
8:21.0,T. Herro makes 2-pt jump shot from 13 ft,+2,12-4, , ,
8:07.0, , ,12-6,+2,J. Valančiūnas makes 2-pt layup from 2 ft (assist by C. McCollum),
7:43.0,B. Adebayo makes 2-pt jump shot from 13 ft (assist by T. Herro),+2,14-6, , ,
7:26.0, , ,14-6, ,J. Valančiūnas misses 2-pt jump shot from 10 ft,
7:25.0,Defensive rebound by T. Herro, ,14-6, , ,
7:17.0,B. Adebayo misses 2-pt jump shot from 9 ft, ,14-6, , ,
7:15.0,Offensive rebound by K. Lowry, ,14-6, , ,
7:14.0,T. Herro misses 3-pt jump shot from 26 ft, ,14-6, , ,
7:14.0, , ,14-6, ,Defensive rebound by T. Murphy,
7:06.0, , ,14-8,+2,D. Daniels makes 2-pt layup from 2 ft (assist by T. Murphy),
6:49.0,J. Butler makes 2-pt jump shot from 10 ft,+2,16-8, , ,
6:49.0,Shooting foul by C. McCollum (drawn by J. Butler), ,16-8, , ,
6:49.0, , ,16-8, ,New Orleans full timeout,
6:49.0, , ,16-8, ,J. Alvarado enters the game for N. Marshall,
6:49.0,J. Butler misses free throw 1 of 1, ,16-8, , ,
6:46.0, , ,16-8, ,Defensive rebound by D. Daniels,
6:32.0, , ,16-8, ,J. Alvarado misses 3-pt jump shot from 25 ft,
6:28.0,Defensive rebound by K. Lowry, ,16-8, , ,
6:24.0,J. Butler misses 2-pt layup from 2 ft (block by J. Alvarado), ,16-8, , ,
6:21.0, , ,16-8, ,Defensive rebound by J. Alvarado,
6:16.0, , ,16-8, ,Turnover by D. Daniels (bad pass; steal by T. Herro),
6:12.0,J. Butler makes 2-pt layup from 2 ft (assist by T. Herro),+2,18-8, , ,
5:55.0, , ,18-8, ,Turnover by J. Alvarado (bad pass; steal by C. Martin),
5:42.0,B. Adebayo makes 2-pt jump shot from 14 ft (assist by K. Lowry),+2,20-8, , ,
5:24.0, , ,20-8, ,Offensive foul by J. Valančiūnas (drawn by B. Adebayo),
5:24.0, , ,20-8, ,Turnover by J. Valančiūnas (offensive foul),
5:24.0,V. Oladipo enters the game for B. Adebayo, ,20-8, , ,
5:24.0,O. Robinson enters the game for C. Martin, ,20-8, , ,
5:24.0, , ,20-8, ,W. Hernangómez enters the game for T. Murphy,
5:24.0, , ,20-8, ,L. Nance enters the game for J. Valančiūnas,
5:00.0,O. Robinson makes 2-pt layup from 1 ft (assist by V. Oladipo),+2,22-8, , ,
4:51.0, , ,22-8, ,C. McCollum misses 2-pt jump shot from 15 ft,
4:47.0,Defensive rebound by V. Oladipo, ,22-8, , ,
4:45.0,T. Herro misses 3-pt jump shot from 26 ft, ,22-8, , ,
4:40.0,Offensive rebound by J. Butler, ,22-8, , ,
4:39.0,K. Lowry misses 3-pt jump shot from 28 ft, ,22-8, , ,
4:36.0, , ,22-8, ,Defensive rebound by C. McCollum,
4:30.0, , ,22-8, ,Turnover by C. McCollum (lost ball; steal by O. Robinson),
4:27.0,J. Butler makes 2-pt dunk from 1 ft (assist by T. Herro),+2,24-8, , ,
4:27.0, , ,24-8, ,New Orleans full timeout,
4:27.0, , ,24-8, ,N. Marshall enters the game for D. Daniels,
4:12.0, , ,24-8, ,N. Marshall misses 2-pt jump shot from 14 ft,
4:09.0,Defensive rebound by T. Herro, ,24-8, , ,
4:03.0,Turnover by T. Herro (bad pass; steal by W. Hernangómez), ,24-8, , ,
3:44.0, , ,24-8, ,Personal foul by O. Robinson (drawn by W. Hernangómez),
3:44.0,M. Strus enters the game for T. Herro, ,24-8, , ,
3:44.0,G. Vincent enters the game for K. Lowry, ,24-8, , ,
3:32.0, , ,24-8, ,C. McCollum misses 2-pt jump shot from 16 ft,
3:29.0,Defensive rebound by V. Oladipo, ,24-8, , ,
3:18.0,G. Vincent makes 3-pt jump shot from 23 ft (assist by M. Strus),+3,27-8, , ,
3:06.0, , ,27-8, ,Shooting foul by O. Robinson (drawn by W. Hernangómez),
3:06.0, , ,27-9,+1,W. Hernangómez makes free throw 1 of 2,
3:06.0, , ,27-10,+1,W. Hernangómez makes free throw 2 of 2,
2:46.0,G. Vincent makes 3-pt jump shot from 27 ft (assist by J. Butler),+3,30-10, , ,
2:25.0, , ,30-10, ,J. Alvarado misses 2-pt jump shot from 7 ft,
2:24.0, , ,30-10, ,Offensive rebound by L. Nance,
2:17.0, , ,30-13,+3,C. McCollum makes 3-pt jump shot from 26 ft (assist by L. Nance),
2:02.0,O. Robinson misses 2-pt layup from 4 ft, ,30-13, , ,
2:00.0, , ,30-13, ,Defensive rebound by N. Marshall,
1:56.0, , ,30-15,+2,C. McCollum makes 2-pt layup from 4 ft (assist by N. Marshall),
1:48.0,Miami full timeout, ,30-15, , ,
1:48.0,B. Adebayo enters the game for J. Butler, ,30-15, , ,
1:48.0,C. Martin enters the game for O. Robinson, ,30-15, , ,
1:44.0,V. Oladipo makes 2-pt layup from 1 ft (assist by M. Strus),+2,32-15, , ,
1:27.0, , ,32-18,+3,C. McCollum makes 3-pt jump shot from 25 ft (assist by L. Nance),
1:08.0,G. Vincent misses 3-pt jump shot from 23 ft, ,32-18, , ,
1:05.0, , ,32-18, ,Defensive rebound by N. Marshall,
0:57.0, , ,32-18, ,Shooting foul by V. Oladipo (drawn by N. Marshall),
0:57.0, , ,32-19,+1,N. Marshall makes free throw 1 of 2,
0:57.0, , ,32-19, ,D. Graham enters the game for C. McCollum,
0:57.0, , ,32-20,+1,N. Marshall makes free throw 2 of 2,
0:52.0,Shooting foul by W. Hernangómez (drawn by B. Adebayo), ,32-20, , ,
0:52.0,B. Adebayo misses free throw 1 of 2, ,32-20, , ,
0:52.0,Offensive rebound by Team, ,32-20, , ,
0:52.0,B. Adebayo makes free throw 2 of 2,+1,33-20, , ,
0:37.0, , ,33-22,+2,N. Marshall makes 2-pt layup from 4 ft (assist by W. Hernangómez),
0:37.0, , ,33-22, ,Shooting foul by G. Vincent (drawn by N. Marshall),
0:37.0, , ,33-23,+1,N. Marshall makes free throw 1 of 1,
0:31.0,M. Strus misses 3-pt jump shot from 27 ft, ,33-23, , ,
0:28.0, , ,33-23, ,Defensive rebound by W. Hernangómez,
0:05.0, , ,33-23, ,N. Marshall misses 2-pt jump shot from 12 ft,
0:03.0,Defensive rebound by V. Oladipo, ,33-23, , ,
0:00.0,G. Vincent makes 3-pt jump shot from 23 ft (assist by M. Strus),+3,36-23, , ,
0:00.0,Instant Replay (Request: Stands), ,36-23, , ,
0:00.0,End of 1st quarter,
2nd Q,
Time,Miami,,Score,,New Orleans,
12:00.0,Start of 2nd quarter,
11:40.0, , ,36-25,+2,J. Valančiūnas makes 2-pt jump shot from 11 ft (assist by D. Graham),
11:19.0,M. Strus makes 3-pt jump shot from 25 ft (assist by G. Vincent),+3,39-25, , ,
11:08.0, , ,39-25, ,T. Murphy misses 3-pt jump shot from 32 ft,
11:03.0,Defensive rebound by B. Adebayo, ,39-25, , ,
11:03.0,Turnover by B. Adebayo (bad pass), ,39-25, , ,
