event,TeamScore,opponentScore,pointDifference,elapsedTime,opponent,id
,75,69,6,1952.0,MEM,202311190MEM
,78,69,9,2054.0,MEM,202311190MEM
,78,71,7,2078.0,MEM,202311190MEM
,78,72,6,2109.0,MEM,202311190MEM
,78,73,5,2109.0,MEM,202311190MEM
,79,73,6,2116.0,MEM,202311190MEM
,79,76,3,2130.0,MEM,202311190MEM
T,79,79,0,2207.0,MEM,202311190MEM
,82,79,3,2220.0,MEM,202311190MEM
,82,81,1,2267.0,MEM,202311190MEM
LC,82,83,-1,2296.0,MEM,202311190MEM
T,83,83,0,2321.0,MEM,202311190MEM
LC,84,83,1,2321.0,MEM,202311190MEM
LC,84,86,-2,2339.0,MEM,202311190MEM
T,86,86,0,2397.0,MEM,202311190MEM
LC,89,86,3,2432.0,MEM,202311190MEM
,90,86,4,2509.0,MEM,202311190MEM
,92,86,6,2547.0,MEM,202311190MEM
,92,89,3,2556.0,MEM,202311190MEM
,95,89,6,2570.0,MEM,202311190MEM
,95,92,3,2603.0,MEM,202311190MEM
,98,92,6,2633.0,MEM,202311190MEM
,98,95,3,2652.0,MEM,202311190MEM
,98,97,1,2695.0,MEM,202311190MEM
LC,98,100,-2,2772.0,MEM,202311190MEM
,99,100,-1,2787.0,MEM,202311190MEM
T,100,100,0,2787.0,MEM,202311190MEM
LC,102,100,2,2819.0,MEM,202311190MEM
F,102,100,2,2880.0,MEM,202311190MEM
,0,0,0,0.0,CHA,202311200CHO
,2,0,2,17.0,CHA,202311200CHO
,3,0,3,45.0,CHA,202311200CHO
,5,0,5,97.0,CHA,202311200CHO
,5,2,3,109.0,CHA,202311200CHO
T,5,5,0,122.0,CHA,202311200CHO
,7,5,2,159.0,CHA,202311200CHO
,7,6,1,175.0,CHA,202311200CHO
T,7,7,0,175.0,CHA,202311200CHO
LC,7,9,-2,200.0,CHA,202311200CHO
,7,11,-4,228.0,CHA,202311200CHO
,9,11,-2,251.0,CHA,202311200CHO
,9,12,-3,291.0,CHA,202311200CHO
,10,12,-2,326.0,CHA,202311200CHO
,11,12,-1,326.0,CHA,202311200CHO
,11,14,-3,356.0,CHA,202311200CHO
,13,14,-1,370.0,CHA,202311200CHO
,13,15,-2,383.0,CHA,202311200CHO
,13,16,-3,383.0,CHA,202311200CHO
,15,16,-1,424.0,CHA,202311200CHO
,15,18,-3,454.0,CHA,202311200CHO
,16,18,-2,483.0,CHA,202311200CHO
,16,20,-4,499.0,CHA,202311200CHO
,19,20,-1,513.0,CHA,202311200CHO
LC,22,20,2,608.0,CHA,202311200CHO
,25,20,5,637.0,CHA,202311200CHO
,25,23,2,659.0,CHA,202311200CHO
T,25,25,0,686.0,CHA,202311200CHO
,28,25,3,689.0,CHA,202311200CHO
,31,25,6,720.0,CHA,202311200CHO
,34,25,9,740.0,CHA,202311200CHO
,34,27,7,778.0,CHA,202311200CHO
,36,27,9,805.0,CHA,202311200CHO
,37,27,10,805.0,CHA,202311200CHO
,37,28,9,823.0,CHA,202311200CHO
,37,29,8,823.0,CHA,202311200CHO
,39,29,10,833.0,CHA,202311200CHO
,41,29,12,881.0,CHA,202311200CHO
,41,32,9,903.0,CHA,202311200CHO
,43,32,11,916.0,CHA,202311200CHO
,43,35,8,950.0,CHA,202311200CHO
,46,35,11,970.0,CHA,202311200CHO
,48,35,13,990.0,CHA,202311200CHO
,51,35,16,1026.0,CHA,202311200CHO
,53,35,18,1062.0,CHA,202311200CHO
,53,38,15,1075.0,CHA,202311200CHO
,53,41,12,1111.0,CHA,202311200CHO
,55,41,14,1151.0,CHA,202311200CHO
,55,42,13,1170.0,CHA,202311200CHO
,55,43,12,1170.0,CHA,202311200CHO
,56,43,13,1180.0,CHA,202311200CHO
,56,45,11,1199.0,CHA,202311200CHO
,57,45,12,1209.0,CHA,202311200CHO
,58,45,13,1209.0,CHA,202311200CHO
,58,48,10,1240.0,CHA,202311200CHO
,58,50,8,1265.0,CHA,202311200CHO
,58,52,6,1299.0,CHA,202311200CHO
,60,52,8,1311.0,CHA,202311200CHO
,60,54,6,1330.0,CHA,202311200CHO
,63,54,9,1386.0,CHA,202311200CHO
,64,54,10,1409.0,CHA,202311200CHO
,65,54,11,1409.0,CHA,202311200CHO
,65,55,10,1462.0,CHA,202311200CHO
,65,56,9,1462.0,CHA,202311200CHO
,67,56,11,1478.0,CHA,202311200CHO
,68,56,12,1478.0,CHA,202311200CHO
,68,58,10,1511.0,CHA,202311200CHO
,68,60,8,1547.0,CHA,202311200CHO
,68,63,5,1558.0,CHA,202311200CHO
,68,65,3,1596.0,CHA,202311200CHO
,70,65,5,1640.0,CHA,202311200CHO
,70,68,2,1659.0,CHA,202311200CHO
,71,68,3,1706.0,CHA,202311200CHO
,73,68,5,1732.0,CHA,202311200CHO
,73,70,3,1783.0,CHA,202311200CHO
,73,71,2,1783.0,CHA,202311200CHO
,76,71,5,1797.0,CHA,202311200CHO
,77,71,6,1835.0,CHA,202311200CHO
,78,71,7,1835.0,CHA,202311200CHO
,78,73,5,1854.0,CHA,202311200CHO
,78,75,3,1880.0,CHA,202311200CHO
,78,77,1,1938.0,CHA,202311200CHO
,80,77,3,1953.0,CHA,202311200CHO
,80,79,1,2023.0,CHA,202311200CHO
,82,79,3,2046.0,CHA,202311200CHO
,84,79,5,2086.0,CHA,202311200CHO
,84,80,4,2106.0,CHA,202311200CHO
,84,81,3,2106.0,CHA,202311200CHO
,87,81,6,2127.0,CHA,202311200CHO
,87,83,4,2262.0,CHA,202311200CHO
,87,85,2,2278.0,CHA,202311200CHO
,90,85,5,2291.0,CHA,202311200CHO
,90,87,3,2311.0,CHA,202311200CHO
,92,87,5,2335.0,CHA,202311200CHO
,94,87,7,2379.0,CHA,202311200CHO
,94,89,5,2396.0,CHA,202311200CHO
,97,89,8,2440.0,CHA,202311200CHO
,100,89,11,2513.0,CHA,202311200CHO
,100,91,9,2536.0,CHA,202311200CHO
,100,94,6,2623.0,CHA,202311200CHO
,102,94,8,2650.0,CHA,202311200CHO
,103,94,9,2650.0,CHA,202311200CHO
,103,96,7,2666.0,CHA,202311200CHO
,105,96,9,2687.0,CHA,202311200CHO
,105,99,6,2699.0,CHA,202311200CHO
,108,99,9,2740.0,CHA,202311200CHO
,108,101,7,2761.0,CHA,202311200CHO
,108,104,4,2788.0,CHA,202311200CHO
,108,106,2,2847.0,CHA,202311200CHO
T,108,108,0,2873.0,CHA,202311200CHO
,110,108,2,2897.0,CHA,202311200CHO
T,110,110,0,2914.0,CHA,202311200CHO
,111,110,1,2949.0,CHA,202311200CHO
LC,111,112,-1,2965.0,CHA,202311200CHO
LC,113,112,1,3027.0,CHA,202311200CHO
LC,113,114,-1,3047.0,CHA,202311200CHO
LC,116,114,2,3123.0,CHA,202311200CHO
T,116,116,0,3135.0,CHA,202311200CHO
LC,116,119,-3,3174.0,CHA,202311200CHO
,117,119,-2,3175.0,CHA,202311200CHO
,118,119,-1,3175.0,CHA,202311200CHO
,118,121,-3,3180.0,CHA,202311200CHO
,118,120,-2,3180.0,CHA,202311200CHO
F,118,121,-3,3180.0,CHA,202311200CHO
,0,0,0,0.0,MIL,202311220BOS
,2,0,2,10.0,MIL,202311220BOS
,5,0,5,83.0,MIL,202311220BOS
,7,0,7,125.0,MIL,202311220BOS
,10,0,10,154.0,MIL,202311220BOS
,10,3,7,193.0,MIL,202311220BOS
,10,5,5,227.0,MIL,202311220BOS
,12,5,7,278.0,MIL,202311220BOS
,12,7,5,331.0,MIL,202311220BOS
,15,7,8,351.0,MIL,202311220BOS
,15,8,7,386.0,MIL,202311220BOS
,18,8,10,395.0,MIL,202311220BOS
,21,8,13,416.0,MIL,202311220BOS
,21,10,11,472.0,MIL,202311220BOS
,22,10,12,494.0,MIL,202311220BOS
,24,10,14,561.0,MIL,202311220BOS
,24,12,12,590.0,MIL,202311220BOS
,24,14,10,609.0,MIL,202311220BOS
,26,14,12,635.0,MIL,202311220BOS
,29,14,15,676.0,MIL,202311220BOS
,29,17,12,690.0,MIL,202311220BOS
,29,20,9,728.0,MIL,202311220BOS
,29,22,7,762.0,MIL,202311220BOS
,32,22,10,787.0,MIL,202311220BOS
,32,23,9,834.0,MIL,202311220BOS
,32,24,8,834.0,MIL,202311220BOS
,33,24,9,845.0,MIL,202311220BOS
,34,24,10,845.0,MIL,202311220BOS
,34,26,8,857.0,MIL,202311220BOS
,37,26,11,884.0,MIL,202311220BOS
,39,26,13,915.0,MIL,202311220BOS
,39,29,10,930.0,MIL,202311220BOS
,42,29,13,947.0,MIL,202311220BOS
,42,31,11,961.0,MIL,202311220BOS
,45,31,14,977.0,MIL,202311220BOS
,47,31,16,1009.0,MIL,202311220BOS
,48,31,17,1009.0,MIL,202311220BOS
,51,31,20,1059.0,MIL,202311220BOS
,51,33,18,1080.0,MIL,202311220BOS
,53,33,20,1089.0,MIL,202311220BOS
,54,33,21,1089.0,MIL,202311220BOS
,54,35,19,1105.0,MIL,202311220BOS
,56,35,21,1121.0,MIL,202311220BOS
,56,37,19,1135.0,MIL,202311220BOS
,56,38,18,1135.0,MIL,202311220BOS
,56,40,16,1164.0,MIL,202311220BOS
,58,40,18,1179.0,MIL,202311220BOS
,58,42,16,1189.0,MIL,202311220BOS
,61,42,19,1201.0,MIL,202311220BOS
,61,45,16,1217.0,MIL,202311220BOS
,63,45,18,1262.0,MIL,202311220BOS
,65,45,20,1279.0,MIL,202311220BOS
,65,47,18,1308.0,MIL,202311220BOS
,67,47,20,1325.0,MIL,202311220BOS
,67,50,17,1339.0,MIL,202311220BOS
,67,52,15,1387.0,MIL,202311220BOS
,67,53,14,1416.0,MIL,202311220BOS
,67,55,12,1459.0,MIL,202311220BOS
,67,57,10,1496.0,MIL,202311220BOS
,67,59,8,1518.0,MIL,202311220BOS
,70,59,11,1535.0,MIL,202311220BOS
,73,59,14,1567.0,MIL,202311220BOS
,73,61,12,1578.0,MIL,202311220BOS
,73,62,11,1578.0,MIL,202311220BOS
,75,62,13,1598.0,MIL,202311220BOS
,75,63,12,1608.0,MIL,202311220BOS
,77,63,14,1635.0,MIL,202311220BOS
,77,66,11,1670.0,MIL,202311220BOS
,80,66,14,1700.0,MIL,202311220BOS
,80,68,12,1716.0,MIL,202311220BOS
,82,68,14,1732.0,MIL,202311220BOS
,82,69,13,1746.0,MIL,202311220BOS
,82,70,12,1746.0,MIL,202311220BOS
,84,70,14,1763.0,MIL,202311220BOS
,86,70,16,1819.0,MIL,202311220BOS
,86,72,14,1834.0,MIL,202311220BOS
,86,75,11,1882.0,MIL,202311220BOS
,88,75,13,1926.0,MIL,202311220BOS
,88,77,11,1942.0,MIL,202311220BOS
,90,77,13,2040.0,MIL,202311220BOS
,90,79,11,2069.0,MIL,202311220BOS
,91,79,12,2091.0,MIL,202311220BOS
,92,79,13,2091.0,MIL,202311220BOS
,94,79,15,2112.0,MIL,202311220BOS
,96,79,17,2182.0,MIL,202311220BOS
,99,79,20,2210.0,MIL,202311220BOS
,99,81,18,2230.0,MIL,202311220BOS
,100,81,19,2249.0,MIL,202311220BOS
,100,84,16,2308.0,MIL,202311220BOS
,102,84,18,2330.0,MIL,202311220BOS
,102,86,16,2352.0,MIL,202311220BOS
,104,86,18,2375.0,MIL,202311220BOS
,104,88,16,2431.0,MIL,202311220BOS
,104,89,15,2476.0,MIL,202311220BOS
,104,90,14,2476.0,MIL,202311220BOS
,104,91,13,2504.0,MIL,202311220BOS
,106,91,15,2522.0,MIL,202311220BOS
,108,91,17,2536.0,MIL,202311220BOS
,108,93,15,2546.0,MIL,202311220BOS
,109,93,16,2583.0,MIL,202311220BOS
,109,95,14,2599.0,MIL,202311220BOS
,109,97,12,2635.0,MIL,202311220BOS
,109,99,10,2669.0,MIL,202311220BOS
,112,99,13,2688.0,MIL,202311220BOS
,112,102,10,2705.0,MIL,202311220BOS
,112,103,9,2766.0,MIL,202311220BOS
,112,105,7,2775.0,MIL,202311220BOS
,114,105,9,2790.0,MIL,202311220BOS
,114,108,6,2800.0,MIL,202311220BOS
,114,111,3,2836.0,MIL,202311220BOS
,115,111,4,2859.0,MIL,202311220BOS
,116,111,5,2869.0,MIL,202311220BOS
,117,111,6,2869.0,MIL,202311220BOS
,117,113,4,2873.0,MIL,202311220BOS
,118,113,5,2877.0,MIL,202311220BOS
,119,113,6,2877.0,MIL,202311220BOS
,119,116,3,2880.0,MIL,202311220BOS
F,119,116,3,2880.0,MIL,202311220BOS
,0,0,0,0.0,ORL,202311240ORL
,3,0,3,67.0,ORL,202311240ORL
,3,2,1,89.0,ORL,202311240ORL
LC,3,4,-1,137.0,ORL,202311240ORL
LC,5,4,1,173.0,ORL,202311240ORL
,7,4,3,208.0,ORL,202311240ORL
,9,4,5,233.0,ORL,202311240ORL
,9,6,3,286.0,ORL,202311240ORL
,9,8,1,306.0,ORL,202311240ORL
,11,8,3,320.0,ORL,202311240ORL
,12,8,4,320.0,ORL,202311240ORL
,14,8,6,344.0,ORL,202311240ORL
,14,11,3,403.0,ORL,202311240ORL
,15,11,4,442.0,ORL,202311240ORL
,16,11,5,442.0,ORL,202311240ORL
,16,13,3,463.0,ORL,202311240ORL
,18,13,5,479.0,ORL,202311240ORL
,19,13,6,497.0,ORL,202311240ORL
,21,13,8,520.0,ORL,202311240ORL
,21,16,5,533.0,ORL,202311240ORL
,24,16,8,575.0,ORL,202311240ORL
,26,16,10,656.0,ORL,202311240ORL
,26,19,7,672.0,ORL,202311240ORL
,27,19,8,679.0,ORL,202311240ORL
,28,19,9,679.0,ORL,202311240ORL
,30,19,11,718.0,ORL,202311240ORL
,30,20,10,768.0,ORL,202311240ORL
,30,21,9,768.0,ORL,202311240ORL
,30,23,7,793.0,ORL,202311240ORL
,33,23,10,804.0,ORL,202311240ORL
,33,25,8,818.0,ORL,202311240ORL
,36,25,11,838.0,ORL,202311240ORL
,36,26,10,862.0,ORL,202311240ORL
,36,27,9,918.0,ORL,202311240ORL
,36,28,8,918.0,ORL,202311240ORL
,36,31,5,949.0,ORL,202311240ORL
,38,31,7,970.0,ORL,202311240ORL
,40,31,9,1000.0,ORL,202311240ORL
,40,33,7,1036.0,ORL,202311240ORL
,40,36,4,1070.0,ORL,202311240ORL
,40,37,3,1103.0,ORL,202311240ORL
,40,39,1,1132.0,ORL,202311240ORL
T,40,40,0,1132.0,ORL,202311240ORL
,42,40,2,1166.0,ORL,202311240ORL
,44,40,4,1223.0,ORL,202311240ORL
,44,42,2,1236.0,ORL,202311240ORL
,45,42,3,1251.0,ORL,202311240ORL
,46,42,4,1251.0,ORL,202311240ORL
,46,43,3,1267.0,ORL,202311240ORL
,48,43,5,1285.0,ORL,202311240ORL
,48,45,3,1302.0,ORL,202311240ORL
,48,47,1,1351.0,ORL,202311240ORL
,51,47,4,1378.0,ORL,202311240ORL
,52,47,5,1391.0,ORL,202311240ORL
,54,47,7,1405.0,ORL,202311240ORL
,54,48,6,1405.0,ORL,202311240ORL
,56,48,8,1439.0,ORL,202311240ORL
,58,48,10,1486.0,ORL,202311240ORL
,60,48,12,1520.0,ORL,202311240ORL
,60,50,10,1533.0,ORL,202311240ORL
,61,50,11,1579.0,ORL,202311240ORL
,62,50,12,1579.0,ORL,202311240ORL
,62,53,9,1597.0,ORL,202311240ORL
,62,55,7,1618.0,ORL,202311240ORL
,62,58,4,1652.0,ORL,202311240ORL
,62,61,1,1689.0,ORL,202311240ORL
T,62,62,0,1704.0,ORL,202311240ORL
LC,62,64,-2,1785.0,ORL,202311240ORL
,62,67,-5,1829.0,ORL,202311240ORL
,63,67,-4,1862.0,ORL,202311240ORL
,64,67,-3,1862.0,ORL,202311240ORL
,65,67,-2,1862.0,ORL,202311240ORL
LC,68,67,1,1922.0,ORL,202311240ORL
LC,68,69,-1,1953.0,ORL,202311240ORL
LC,70,69,1,2002.0,ORL,202311240ORL
T,70,70,0,2005.0,ORL,202311240ORL
LC,70,71,-1,2005.0,ORL,202311240ORL
,70,73,-3,2029.0,ORL,202311240ORL
,72,73,-1,2048.0,ORL,202311240ORL
,72,75,-3,2069.0,ORL,202311240ORL
,74,75,-1,2086.0,ORL,202311240ORL
,74,77,-3,2106.0,ORL,202311240ORL
,74,79,-5,2194.0,ORL,202311240ORL
,74,80,-6,2238.0,ORL,202311240ORL
,74,81,-7,2238.0,ORL,202311240ORL
,74,83,-9,2266.0,ORL,202311240ORL
,74,85,-11,2305.0,ORL,202311240ORL
,74,87,-13,2319.0,ORL,202311240ORL
,75,87,-12,2325.0,ORL,202311240ORL
,76,87,-11,2325.0,ORL,202311240ORL
,76,89,-13,2341.0,ORL,202311240ORL
,78,89,-11,2354.0,ORL,202311240ORL
,81,89,-8,2376.0,ORL,202311240ORL
,81,90,-9,2395.0,ORL,202311240ORL
,81,93,-12,2434.0,ORL,202311240ORL
,81,95,-14,2470.0,ORL,202311240ORL
,82,95,-13,2485.0,ORL,202311240ORL
,83,95,-12,2485.0,ORL,202311240ORL
,83,97,-14,2521.0,ORL,202311240ORL
,85,97,-12,2534.0,ORL,202311240ORL
,85,99,-14,2553.0,ORL,202311240ORL
,86,99,-13,2567.0,ORL,202311240ORL
,87,99,-12,2567.0,ORL,202311240ORL
,87,100,-13,2660.0,ORL,202311240ORL
,89,100,-11,2671.0,ORL,202311240ORL
,90,100,-10,2695.0,ORL,202311240ORL
,90,102,-12,2710.0,ORL,202311240ORL
,91,102,-11,2736.0,ORL,202311240ORL
,92,102,-10,2736.0,ORL,202311240ORL
,92,104,-12,2752.0,ORL,202311240ORL
,93,104,-11,2760.0,ORL,202311240ORL
,93,106,-13,2781.0,ORL,202311240ORL
,94,106,-12,2789.0,ORL,202311240ORL
,95,106,-11,2789.0,ORL,202311240ORL
,95,109,-14,2818.0,ORL,202311240ORL
,95,111,-16,2843.0,ORL,202311240ORL
,96,111,-15,2848.0,ORL,202311240ORL
,96,113,-17,2871.0,ORL,202311240ORL
F,96,113,-17,2880.0,ORL,202311240ORL
,0,0,0,0.0,ATL,202311260BOS
,2,0,2,17.0,ATL,202311260BOS
,5,0,5,52.0,ATL,202311260BOS
,5,2,3,95.0,ATL,202311260BOS
,7,2,5,126.0,ATL,202311260BOS
,7,4,3,151.0,ATL,202311260BOS
,10,4,6,159.0,ATL,202311260BOS
,11,4,7,197.0,ATL,202311260BOS
,12,4,8,222.0,ATL,202311260BOS
,12,7,5,240.0,ATL,202311260BOS
,12,10,2,289.0,ATL,202311260BOS
,14,10,4,320.0,ATL,202311260BOS
,14,13,1,332.0,ATL,202311260BOS
,16,13,3,355.0,ATL,202311260BOS
,16,14,2,393.0,ATL,202311260BOS
,19,14,5,412.0,ATL,202311260BOS
,19,17,2,433.0,ATL,202311260BOS
,22,17,5,458.0,ATL,202311260BOS
,24,17,7,522.0,ATL,202311260BOS
,24,19,5,545.0,ATL,202311260BOS
,26,19,7,564.0,ATL,202311260BOS
,26,21,5,584.0,ATL,202311260BOS
,28,21,7,595.0,ATL,202311260BOS
,29,21,8,618.0,ATL,202311260BOS
,30,21,9,618.0,ATL,202311260BOS
,31,21,10,618.0,ATL,202311260BOS
,33,21,12,650.0,ATL,202311260BOS
,33,23,10,665.0,ATL,202311260BOS
,33,26,7,700.0,ATL,202311260BOS
,33,29,4,790.0,ATL,202311260BOS
,35,29,6,829.0,ATL,202311260BOS
,35,32,3,840.0,ATL,202311260BOS
,37,32,5,857.0,ATL,202311260BOS
,37,34,3,900.0,ATL,202311260BOS
,40,34,6,916.0,ATL,202311260BOS
,40,35,5,928.0,ATL,202311260BOS
,40,36,4,928.0,ATL,202311260BOS
,43,36,7,942.0,ATL,202311260BOS
,45,36,9,975.0,ATL,202311260BOS
,46,36,10,975.0,ATL,202311260BOS
,48,36,12,1004.0,ATL,202311260BOS
,48,39,9,1019.0,ATL,202311260BOS
,50,39,11,1098.0,ATL,202311260BOS
,51,39,12,1098.0,ATL,202311260BOS
,53,39,14,1124.0,ATL,202311260BOS
,53,41,12,1138.0,ATL,202311260BOS
,56,41,15,1156.0,ATL,202311260BOS
,58,41,17,1191.0,ATL,202311260BOS
,58,44,14,1206.0,ATL,202311260BOS
,58,46,12,1228.0,ATL,202311260BOS
,60,46,14,1241.0,ATL,202311260BOS
,60,48,12,1255.0,ATL,202311260BOS
,62,48,14,1279.0,ATL,202311260BOS
,62,49,13,1294.0,ATL,202311260BOS
,62,50,12,1294.0,ATL,202311260BOS
,64,50,14,1306.0,ATL,202311260BOS
,65,50,15,1323.0,ATL,202311260BOS
,66,50,16,1323.0,ATL,202311260BOS
,66,53,13,1336.0,ATL,202311260BOS
,69,53,16,1405.0,ATL,202311260BOS
,69,56,13,1492.0,ATL,202311260BOS
,69,57,12,1522.0,ATL,202311260BOS
,71,57,14,1536.0,ATL,202311260BOS
,73,57,16,1553.0,ATL,202311260BOS
,73,58,15,1576.0,ATL,202311260BOS
,74,58,16,1601.0,ATL,202311260BOS
,76,58,18,1641.0,ATL,202311260BOS
,78,58,20,1694.0,ATL,202311260BOS
,78,61,17,1709.0,ATL,202311260BOS
,79,61,18,1731.0,ATL,202311260BOS
,80,61,19,1731.0,ATL,202311260BOS
,80,64,16,1795.0,ATL,202311260BOS
,83,64,19,1813.0,ATL,202311260BOS
,83,67,16,1833.0,ATL,202311260BOS
,83,70,13,1869.0,ATL,202311260BOS
,83,72,11,1902.0,ATL,202311260BOS
,83,73,10,1927.0,ATL,202311260BOS
,83,74,9,1927.0,ATL,202311260BOS
,83,77,6,1934.0,ATL,202311260BOS
,85,77,8,1953.0,ATL,202311260BOS
,88,77,11,1990.0,ATL,202311260BOS
,88,80,8,2032.0,ATL,202311260BOS
,89,80,9,2073.0,ATL,202311260BOS
,90,80,10,2073.0,ATL,202311260BOS
,90,82,8,2151.0,ATL,202311260BOS
,93,82,11,2195.0,ATL,202311260BOS
,95,82,13,2219.0,ATL,202311260BOS
,95,84,11,2257.0,ATL,202311260BOS
,96,84,12,2284.0,ATL,202311260BOS
,96,86,10,2294.0,ATL,202311260BOS
,98,86,12,2312.0,ATL,202311260BOS
,98,89,9,2322.0,ATL,202311260BOS
,100,89,11,2347.0,ATL,202311260BOS
,100,91,9,2356.0,ATL,202311260BOS
,103,91,12,2375.0,ATL,202311260BOS
,103,94,9,2392.0,ATL,202311260BOS
,105,94,11,2464.0,ATL,202311260BOS
,108,94,14,2490.0,ATL,202311260BOS
,108,95,13,2510.0,ATL,202311260BOS
,108,96,12,2510.0,ATL,202311260BOS
,108,97,11,2510.0,ATL,202311260BOS
,108,99,9,2592.0,ATL,202311260BOS
,110,99,11,2605.0,ATL,202311260BOS
,110,101,9,2650.0,ATL,202311260BOS
,111,101,10,2702.0,ATL,202311260BOS
,111,103,8,2817.0,ATL,202311260BOS
,113,103,10,2826.0,ATL,202311260BOS
F,113,103,10,2880.0,ATL,202311260BOS
,0,0,0,0.0,CHI,202311280BOS
,3,0,3,90.0,CHI,202311280BOS
T,3,3,0,115.0,CHI,202311280BOS
LC,3,5,-2,144.0,CHI,202311280BOS
T,5,5,0,160.0,CHI,202311280BOS
,5,8,-3,193.0,CHI,202311280BOS
T,8,8,0,209.0,CHI,202311280BOS
,8,10,-2,249.0,CHI,202311280BOS
T,10,10,0,293.0,CHI,202311280BOS
LC,13,10,3,317.0,CHI,202311280BOS
T,13,13,0,336.0,CHI,202311280BOS
,16,13,3,397.0,CHI,202311280BOS
,19,13,6,435.0,CHI,202311280BOS
,22,13,9,495.0,CHI,202311280BOS
,25,13,12,534.0,CHI,202311280BOS
,25,16,9,561.0,CHI,202311280BOS
,25,18,7,607.0,CHI,202311280BOS
,28,18,10,627.0,CHI,202311280BOS
,28,20,8,658.0,CHI,202311280BOS
,30,20,10,718.0,CHI,202311280BOS
,31,20,11,718.0,CHI,202311280BOS
,33,20,13,763.0,CHI,202311280BOS
,35,20,15,793.0,CHI,202311280BOS
,35,22,13,808.0,CHI,202311280BOS
,35,23,12,808.0,CHI,202311280BOS
,37,23,14,824.0,CHI,202311280BOS
,37,26,11,840.0,CHI,202311280BOS
,39,26,13,869.0,CHI,202311280BOS
,41,26,15,901.0,CHI,202311280BOS
,41,28,13,918.0,CHI,202311280BOS
,43,28,15,932.0,CHI,202311280BOS
,43,29,14,946.0,CHI,202311280BOS
,46,29,17,964.0,CHI,202311280BOS
,48,29,19,995.0,CHI,202311280BOS
,48,31,17,1006.0,CHI,202311280BOS
,49,31,18,1025.0,CHI,202311280BOS
,49,33,16,1051.0,CHI,202311280BOS
,51,33,18,1069.0,CHI,202311280BOS
,51,35,16,1087.0,CHI,202311280BOS
,52,35,17,1127.0,CHI,202311280BOS
,53,35,18,1127.0,CHI,202311280BOS
,56,35,21,1161.0,CHI,202311280BOS
,56,38,18,1202.0,CHI,202311280BOS
,59,38,21,1215.0,CHI,202311280BOS
,59,40,19,1237.0,CHI,202311280BOS
,59,42,17,1264.0,CHI,202311280BOS
,62,42,20,1279.0,CHI,202311280BOS
,64,42,22,1318.0,CHI,202311280BOS
,64,44,20,1329.0,CHI,202311280BOS
,64,46,18,1357.0,CHI,202311280BOS
,64,48,16,1380.0,CHI,202311280BOS
,67,48,19,1403.0,CHI,202311280BOS
,67,50,17,1423.0,CHI,202311280BOS
,69,50,19,1435.0,CHI,202311280BOS
,71,50,21,1491.0,CHI,202311280BOS
,71,51,20,1578.0,CHI,202311280BOS
,71,52,19,1578.0,CHI,202311280BOS
,71,54,17,1613.0,CHI,202311280BOS
,71,55,16,1613.0,CHI,202311280BOS
,73,55,18,1633.0,CHI,202311280BOS
,75,55,20,1658.0,CHI,202311280BOS
,78,55,23,1698.0,CHI,202311280BOS
,80,55,25,1717.0,CHI,202311280BOS
,80,57,23,1727.0,CHI,202311280BOS
,82,57,25,1748.0,CHI,202311280BOS
,85,57,28,1798.0,CHI,202311280BOS
,85,59,26,1818.0,CHI,202311280BOS
,87,59,28,1841.0,CHI,202311280BOS
,89,59,30,1876.0,CHI,202311280BOS
,89,61,28,1950.0,CHI,202311280BOS
,92,61,31,1974.0,CHI,202311280BOS
,92,63,29,1995.0,CHI,202311280BOS
,95,63,32,2012.0,CHI,202311280BOS
,95,65,30,2135.0,CHI,202311280BOS
,97,65,32,2144.0,CHI,202311280BOS
,97,68,29,2157.0,CHI,202311280BOS
,97,70,27,2172.0,CHI,202311280BOS
,100,70,30,2212.0,CHI,202311280BOS
,100,71,29,2229.0,CHI,202311280BOS
,100,73,27,2263.0,CHI,202311280BOS
,100,74,26,2290.0,CHI,202311280BOS
,100,75,25,2290.0,CHI,202311280BOS
,102,75,27,2339.0,CHI,202311280BOS
,104,75,29,2348.0,CHI,202311280BOS
,104,77,27,2366.0,CHI,202311280BOS
,106,77,29,2392.0,CHI,202311280BOS
,106,79,27,2410.0,CHI,202311280BOS
,107,79,28,2426.0,CHI,202311280BOS
,108,79,29,2426.0,CHI,202311280BOS
,111,79,32,2453.0,CHI,202311280BOS
,113,79,34,2478.0,CHI,202311280BOS
,113,81,32,2488.0,CHI,202311280BOS
,116,81,35,2503.0,CHI,202311280BOS
,116,84,32,2541.0,CHI,202311280BOS
,118,84,34,2589.0,CHI,202311280BOS
,118,86,32,2599.0,CHI,202311280BOS
,118,88,30,2619.0,CHI,202311280BOS
,121,88,33,2636.0,CHI,202311280BOS
,121,91,30,2645.0,CHI,202311280BOS
,121,93,28,2674.0,CHI,202311280BOS
,121,95,26,2711.0,CHI,202311280BOS
,122,95,27,2733.0,CHI,202311280BOS
,123,95,28,2733.0,CHI,202311280BOS
,123,96,27,2768.0,CHI,202311280BOS
,123,97,26,2804.0,CHI,202311280BOS
,124,97,27,2873.0,CHI,202311280BOS
F,124,97,27,2880.0,CHI,202311280BOS
,0,0,0,0.0,PHI,202312010BOS
,2,0,2,9.0,PHI,202312010BOS
T,2,2,0,32.0,PHI,202312010BOS
LC,2,4,-2,55.0,PHI,202312010BOS
