event,TeamScore,opponentScore,pointDifference,elapsedTime,opponent,id
,75,80,-5,2193.0,CHA,202310250CHO
,76,80,-4,2193.0,CHA,202310250CHO
,76,82,-6,2214.0,CHA,202310250CHO
,78,82,-4,2245.0,CHA,202310250CHO
,79,82,-3,2245.0,CHA,202310250CHO
,79,85,-6,2263.0,CHA,202310250CHO
,81,85,-4,2278.0,CHA,202310250CHO
,81,86,-5,2289.0,CHA,202310250CHO
,81,87,-6,2289.0,CHA,202310250CHO
,83,87,-4,2302.0,CHA,202310250CHO
,86,87,-1,2332.0,CHA,202310250CHO
LC,88,87,1,2353.0,CHA,202310250CHO
T,88,88,0,2369.0,CHA,202310250CHO
,90,88,2,2411.0,CHA,202310250CHO
,91,88,3,2411.0,CHA,202310250CHO
,91,90,1,2439.0,CHA,202310250CHO
,94,90,4,2481.0,CHA,202310250CHO
,94,93,1,2510.0,CHA,202310250CHO
,95,93,2,2531.0,CHA,202310250CHO
T,95,95,0,2549.0,CHA,202310250CHO
,97,95,2,2574.0,CHA,202310250CHO
LC,97,98,-1,2587.0,CHA,202310250CHO
LC,99,98,1,2603.0,CHA,202310250CHO
LC,99,101,-2,2621.0,CHA,202310250CHO
,99,103,-4,2665.0,CHA,202310250CHO
,100,103,-3,2676.0,CHA,202310250CHO
,101,103,-2,2676.0,CHA,202310250CHO
,101,105,-4,2696.0,CHA,202310250CHO
,103,105,-2,2710.0,CHA,202310250CHO
,103,107,-4,2754.0,CHA,202310250CHO
,103,109,-6,2783.0,CHA,202310250CHO
,105,109,-4,2801.0,CHA,202310250CHO
,105,110,-5,2829.0,CHA,202310250CHO
,105,111,-6,2829.0,CHA,202310250CHO
,108,111,-3,2837.0,CHA,202310250CHO
,108,113,-5,2858.0,CHA,202310250CHO
,109,113,-4,2865.0,CHA,202310250CHO
,110,113,-3,2865.0,CHA,202310250CHO
,110,114,-4,2867.0,CHA,202310250CHO
,110,115,-5,2874.0,CHA,202310250CHO
,110,116,-6,2874.0,CHA,202310250CHO
F,110,116,-6,2880.0,CHA,202310250CHO
,0,0,0,0.0,NYK,202310270ATL
,0,2,-2,78.0,NYK,202310270ATL
T,2,2,0,142.0,NYK,202310270ATL
,2,3,-1,163.0,NYK,202310270ATL
,2,4,-2,163.0,NYK,202310270ATL
T,4,4,0,192.0,NYK,202310270ATL
,4,5,-1,209.0,NYK,202310270ATL
LC,6,5,1,223.0,NYK,202310270ATL
LC,6,7,-1,241.0,NYK,202310270ATL
,6,10,-4,263.0,NYK,202310270ATL
,8,10,-2,320.0,NYK,202310270ATL
,8,13,-5,341.0,NYK,202310270ATL
,10,13,-3,362.0,NYK,202310270ATL
,10,14,-4,378.0,NYK,202310270ATL
,10,15,-5,378.0,NYK,202310270ATL
,13,15,-2,418.0,NYK,202310270ATL
,13,18,-5,436.0,NYK,202310270ATL
,15,18,-3,451.0,NYK,202310270ATL
,15,21,-6,460.0,NYK,202310270ATL
,15,23,-8,490.0,NYK,202310270ATL
,16,23,-7,500.0,NYK,202310270ATL
,16,24,-8,510.0,NYK,202310270ATL
,16,26,-10,527.0,NYK,202310270ATL
,18,26,-8,538.0,NYK,202310270ATL
,18,27,-9,552.0,NYK,202310270ATL
,18,28,-10,552.0,NYK,202310270ATL
,19,28,-9,563.0,NYK,202310270ATL
,20,28,-8,563.0,NYK,202310270ATL
,23,28,-5,593.0,NYK,202310270ATL
,26,28,-2,623.0,NYK,202310270ATL
,26,30,-4,634.0,NYK,202310270ATL
,29,30,-1,646.0,NYK,202310270ATL
,29,33,-4,663.0,NYK,202310270ATL
,29,35,-6,715.0,NYK,202310270ATL
,30,35,-5,717.0,NYK,202310270ATL
,31,35,-4,717.0,NYK,202310270ATL
,32,35,-3,729.0,NYK,202310270ATL
,33,35,-2,729.0,NYK,202310270ATL
T,35,35,0,786.0,NYK,202310270ATL
,35,38,-3,797.0,NYK,202310270ATL
,35,39,-4,815.0,NYK,202310270ATL
,35,40,-5,815.0,NYK,202310270ATL
,38,40,-2,827.0,NYK,202310270ATL
,38,42,-4,843.0,NYK,202310270ATL
,38,44,-6,878.0,NYK,202310270ATL
,40,44,-4,885.0,NYK,202310270ATL
,40,46,-6,924.0,NYK,202310270ATL
,40,48,-8,945.0,NYK,202310270ATL
,42,48,-6,968.0,NYK,202310270ATL
,42,50,-8,988.0,NYK,202310270ATL
,45,50,-5,1023.0,NYK,202310270ATL
,47,50,-3,1046.0,NYK,202310270ATL
,49,50,-1,1072.0,NYK,202310270ATL
,49,53,-4,1095.0,NYK,202310270ATL
,49,55,-6,1135.0,NYK,202310270ATL
,50,55,-5,1151.0,NYK,202310270ATL
,51,55,-4,1151.0,NYK,202310270ATL
,53,55,-2,1193.0,NYK,202310270ATL
,53,56,-3,1217.0,NYK,202310270ATL
,53,59,-6,1259.0,NYK,202310270ATL
,56,59,-3,1275.0,NYK,202310270ATL
,56,61,-5,1291.0,NYK,202310270ATL
,56,64,-8,1321.0,NYK,202310270ATL
,56,67,-11,1338.0,NYK,202310270ATL
,58,67,-9,1362.0,NYK,202310270ATL
,60,67,-7,1400.0,NYK,202310270ATL
,61,67,-6,1400.0,NYK,202310270ATL
,61,69,-8,1440.0,NYK,202310270ATL
,62,69,-7,1483.0,NYK,202310270ATL
,64,69,-5,1516.0,NYK,202310270ATL
,65,69,-4,1540.0,NYK,202310270ATL
,66,69,-3,1540.0,NYK,202310270ATL
,66,72,-6,1554.0,NYK,202310270ATL
,66,75,-9,1579.0,NYK,202310270ATL
,69,75,-6,1611.0,NYK,202310270ATL
,72,75,-3,1637.0,NYK,202310270ATL
,72,78,-6,1664.0,NYK,202310270ATL
,74,78,-4,1678.0,NYK,202310270ATL
,74,81,-7,1700.0,NYK,202310270ATL
,76,81,-5,1741.0,NYK,202310270ATL
,78,81,-3,1764.0,NYK,202310270ATL
,79,81,-2,1804.0,NYK,202310270ATL
,80,81,-1,1804.0,NYK,202310270ATL
,80,84,-4,1828.0,NYK,202310270ATL
,82,84,-2,1900.0,NYK,202310270ATL
,82,87,-5,1921.0,NYK,202310270ATL
,85,87,-2,1940.0,NYK,202310270ATL
,85,90,-5,1966.0,NYK,202310270ATL
,87,90,-3,1988.0,NYK,202310270ATL
T,90,90,0,2028.0,NYK,202310270ATL
,90,93,-3,2060.0,NYK,202310270ATL
,91,93,-2,2077.0,NYK,202310270ATL
,91,96,-5,2107.0,NYK,202310270ATL
,92,96,-4,2112.0,NYK,202310270ATL
,92,98,-6,2132.0,NYK,202310270ATL
,92,99,-7,2160.0,NYK,202310270ATL
,92,100,-8,2160.0,NYK,202310270ATL
,92,102,-10,2184.0,NYK,202310270ATL
,94,102,-8,2206.0,NYK,202310270ATL
,94,103,-9,2228.0,NYK,202310270ATL
,94,105,-11,2231.0,NYK,202310270ATL
,96,105,-9,2251.0,NYK,202310270ATL
,98,105,-7,2280.0,NYK,202310270ATL
,100,105,-5,2337.0,NYK,202310270ATL
,102,105,-3,2382.0,NYK,202310270ATL
,103,105,-2,2409.0,NYK,202310270ATL
,104,105,-1,2409.0,NYK,202310270ATL
,104,107,-3,2426.0,NYK,202310270ATL
,105,107,-2,2445.0,NYK,202310270ATL
,106,107,-1,2445.0,NYK,202310270ATL
,106,109,-3,2473.0,NYK,202310270ATL
,108,109,-1,2483.0,NYK,202310270ATL
,108,110,-2,2523.0,NYK,202310270ATL
,108,112,-4,2642.0,NYK,202310270ATL
,110,112,-2,2662.0,NYK,202310270ATL
,110,114,-4,2683.0,NYK,202310270ATL
,112,114,-2,2700.0,NYK,202310270ATL
,112,116,-4,2717.0,NYK,202310270ATL
,114,116,-2,2723.0,NYK,202310270ATL
,114,118,-4,2744.0,NYK,202310270ATL
,114,121,-7,2779.0,NYK,202310270ATL
,115,121,-6,2815.0,NYK,202310270ATL
,115,122,-7,2829.0,NYK,202310270ATL
,118,122,-4,2837.0,NYK,202310270ATL
,119,122,-3,2851.0,NYK,202310270ATL
,120,122,-2,2851.0,NYK,202310270ATL
,120,123,-3,2864.0,NYK,202310270ATL
,120,124,-4,2864.0,NYK,202310270ATL
,120,125,-5,2873.0,NYK,202310270ATL
,120,126,-6,2876.0,NYK,202310270ATL
F,120,126,-6,2880.0,NYK,202310270ATL
,0,0,0,0.0,MIL,202310290MIL
,2,0,2,58.0,MIL,202310290MIL
,4,0,4,76.0,MIL,202310290MIL
,4,2,2,99.0,MIL,202310290MIL
,7,2,5,128.0,MIL,202310290MIL
,7,3,4,147.0,MIL,202310290MIL
,9,3,6,159.0,MIL,202310290MIL
,12,3,9,228.0,MIL,202310290MIL
,12,4,8,253.0,MIL,202310290MIL
,12,7,5,319.0,MIL,202310290MIL
,14,7,7,337.0,MIL,202310290MIL
,16,7,9,359.0,MIL,202310290MIL
,16,9,7,400.0,MIL,202310290MIL
,18,9,9,417.0,MIL,202310290MIL
,18,11,7,432.0,MIL,202310290MIL
,21,11,10,459.0,MIL,202310290MIL
,24,11,13,495.0,MIL,202310290MIL
,26,11,15,526.0,MIL,202310290MIL
,26,14,12,551.0,MIL,202310290MIL
,26,16,10,585.0,MIL,202310290MIL
,26,18,8,619.0,MIL,202310290MIL
,27,18,9,629.0,MIL,202310290MIL
,29,18,11,641.0,MIL,202310290MIL
,29,20,9,650.0,MIL,202310290MIL
,29,21,8,650.0,MIL,202310290MIL
,29,23,6,693.0,MIL,202310290MIL
,30,23,7,707.0,MIL,202310290MIL
,31,23,8,707.0,MIL,202310290MIL
,31,25,6,717.0,MIL,202310290MIL
,31,26,5,835.0,MIL,202310290MIL
,31,27,4,835.0,MIL,202310290MIL
,31,29,2,861.0,MIL,202310290MIL
,33,29,4,895.0,MIL,202310290MIL
,33,32,1,916.0,MIL,202310290MIL
,36,32,4,930.0,MIL,202310290MIL
,36,33,3,936.0,MIL,202310290MIL
,38,33,5,954.0,MIL,202310290MIL
,40,33,7,975.0,MIL,202310290MIL
,41,33,8,976.0,MIL,202310290MIL
,43,33,10,1004.0,MIL,202310290MIL
,45,33,12,1026.0,MIL,202310290MIL
,48,33,15,1064.0,MIL,202310290MIL
,48,35,13,1101.0,MIL,202310290MIL
,48,36,12,1101.0,MIL,202310290MIL
,51,36,15,1116.0,MIL,202310290MIL
,51,38,13,1166.0,MIL,202310290MIL
,53,38,15,1174.0,MIL,202310290MIL
,53,40,13,1206.0,MIL,202310290MIL
,55,40,15,1221.0,MIL,202310290MIL
,55,42,13,1234.0,MIL,202310290MIL
,57,42,15,1247.0,MIL,202310290MIL
,58,42,16,1280.0,MIL,202310290MIL
,59,42,17,1280.0,MIL,202310290MIL
,59,43,16,1291.0,MIL,202310290MIL
,60,43,17,1324.0,MIL,202310290MIL
,62,43,19,1393.0,MIL,202310290MIL
,65,43,22,1413.0,MIL,202310290MIL
,65,44,21,1414.0,MIL,202310290MIL
,65,45,20,1414.0,MIL,202310290MIL
,68,45,23,1433.0,MIL,202310290MIL
,68,47,21,1439.0,MIL,202310290MIL
,68,49,19,1469.0,MIL,202310290MIL
,68,51,17,1524.0,MIL,202310290MIL
,70,51,19,1555.0,MIL,202310290MIL
,73,51,22,1585.0,MIL,202310290MIL
,75,51,24,1609.0,MIL,202310290MIL
,75,54,21,1628.0,MIL,202310290MIL
,77,54,23,1652.0,MIL,202310290MIL
,77,57,20,1673.0,MIL,202310290MIL
,79,57,22,1692.0,MIL,202310290MIL
,81,57,24,1717.0,MIL,202310290MIL
,81,58,23,1758.0,MIL,202310290MIL
,81,59,22,1758.0,MIL,202310290MIL
,82,59,23,1774.0,MIL,202310290MIL
,83,59,24,1774.0,MIL,202310290MIL
,83,61,22,1793.0,MIL,202310290MIL
,85,61,24,1828.0,MIL,202310290MIL
,85,64,21,1845.0,MIL,202310290MIL
,85,67,18,1889.0,MIL,202310290MIL
,87,67,20,1909.0,MIL,202310290MIL
,89,67,22,1938.0,MIL,202310290MIL
,89,70,19,1947.0,MIL,202310290MIL
,90,70,20,1969.0,MIL,202310290MIL
,91,70,21,1969.0,MIL,202310290MIL
,91,72,19,1989.0,MIL,202310290MIL
,91,73,18,1989.0,MIL,202310290MIL
,92,73,19,1990.0,MIL,202310290MIL
,93,73,20,1990.0,MIL,202310290MIL
,93,75,18,2013.0,MIL,202310290MIL
,96,75,21,2038.0,MIL,202310290MIL
,98,75,23,2081.0,MIL,202310290MIL
,98,78,20,2100.0,MIL,202310290MIL
,99,78,21,2114.0,MIL,202310290MIL
,99,80,19,2135.0,MIL,202310290MIL
,101,80,21,2155.0,MIL,202310290MIL
,101,83,18,2181.0,MIL,202310290MIL
,102,83,19,2206.0,MIL,202310290MIL
,102,85,17,2218.0,MIL,202310290MIL
,104,85,19,2251.0,MIL,202310290MIL
,107,85,22,2285.0,MIL,202310290MIL
,107,87,20,2304.0,MIL,202310290MIL
,110,87,23,2325.0,MIL,202310290MIL
,113,87,26,2363.0,MIL,202310290MIL
,115,87,28,2400.0,MIL,202310290MIL
,117,87,30,2427.0,MIL,202310290MIL
,118,87,31,2427.0,MIL,202310290MIL
,118,90,28,2443.0,MIL,202310290MIL
,118,93,25,2495.0,MIL,202310290MIL
,120,93,27,2517.0,MIL,202310290MIL
,120,96,24,2599.0,MIL,202310290MIL
,123,96,27,2621.0,MIL,202310290MIL
,123,99,24,2659.0,MIL,202310290MIL
,125,99,26,2686.0,MIL,202310290MIL
,126,99,27,2686.0,MIL,202310290MIL
,126,100,26,2688.0,MIL,202310290MIL
,126,101,25,2699.0,MIL,202310290MIL
,126,102,24,2699.0,MIL,202310290MIL
,126,105,21,2749.0,MIL,202310290MIL
,127,105,22,2790.0,MIL,202310290MIL
,127,107,20,2802.0,MIL,202310290MIL
,127,110,17,2867.0,MIL,202310290MIL
F,127,110,17,2880.0,MIL,202310290MIL
,0,0,0,0.0,MIN,202310300ATL
,2,0,2,13.0,MIN,202310300ATL
,5,0,5,62.0,MIN,202310300ATL
,5,3,2,78.0,MIN,202310300ATL
,8,3,5,96.0,MIN,202310300ATL
,8,4,4,108.0,MIN,202310300ATL
,8,5,3,108.0,MIN,202310300ATL
,10,5,5,126.0,MIN,202310300ATL
,10,7,3,140.0,MIN,202310300ATL
,12,7,5,157.0,MIN,202310300ATL
,12,10,2,175.0,MIN,202310300ATL
LC,12,13,-1,199.0,MIN,202310300ATL
,12,15,-3,245.0,MIN,202310300ATL
,12,17,-5,283.0,MIN,202310300ATL
,15,17,-2,301.0,MIN,202310300ATL
,15,20,-5,316.0,MIN,202310300ATL
,17,20,-3,329.0,MIN,202310300ATL
,18,20,-2,329.0,MIN,202310300ATL
,18,23,-5,375.0,MIN,202310300ATL
,20,23,-3,397.0,MIN,202310300ATL
T,23,23,0,459.0,MIN,202310300ATL
,23,26,-3,475.0,MIN,202310300ATL
,25,26,-1,494.0,MIN,202310300ATL
,25,29,-4,534.0,MIN,202310300ATL
,28,29,-1,549.0,MIN,202310300ATL
,28,31,-3,567.0,MIN,202310300ATL
,28,33,-5,588.0,MIN,202310300ATL
,31,33,-2,612.0,MIN,202310300ATL
,31,36,-5,631.0,MIN,202310300ATL
,33,36,-3,642.0,MIN,202310300ATL
,33,39,-6,659.0,MIN,202310300ATL
,35,39,-4,670.0,MIN,202310300ATL
,35,42,-7,686.0,MIN,202310300ATL
,36,42,-6,752.0,MIN,202310300ATL
,37,42,-5,752.0,MIN,202310300ATL
,38,42,-4,769.0,MIN,202310300ATL
,38,44,-6,821.0,MIN,202310300ATL
,38,46,-8,846.0,MIN,202310300ATL
,41,46,-5,860.0,MIN,202310300ATL
,41,48,-7,888.0,MIN,202310300ATL
,42,48,-6,888.0,MIN,202310300ATL
,42,49,-7,911.0,MIN,202310300ATL
,42,50,-8,911.0,MIN,202310300ATL
,42,52,-10,936.0,MIN,202310300ATL
,42,54,-12,971.0,MIN,202310300ATL
,42,56,-14,998.0,MIN,202310300ATL
,45,56,-11,1015.0,MIN,202310300ATL
,45,59,-14,1027.0,MIN,202310300ATL
,47,59,-12,1051.0,MIN,202310300ATL
,47,61,-14,1072.0,MIN,202310300ATL
,50,61,-11,1084.0,MIN,202310300ATL
,50,63,-13,1109.0,MIN,202310300ATL
,50,65,-15,1143.0,MIN,202310300ATL
,50,67,-17,1178.0,MIN,202310300ATL
,51,67,-16,1187.0,MIN,202310300ATL
,52,67,-15,1187.0,MIN,202310300ATL
,54,67,-13,1207.0,MIN,202310300ATL
,54,70,-16,1242.0,MIN,202310300ATL
,54,72,-18,1266.0,MIN,202310300ATL
,56,72,-16,1312.0,MIN,202310300ATL
,56,74,-18,1328.0,MIN,202310300ATL
,56,75,-19,1328.0,MIN,202310300ATL
,56,77,-21,1357.0,MIN,202310300ATL
,57,77,-20,1383.0,MIN,202310300ATL
,58,77,-19,1383.0,MIN,202310300ATL
,60,77,-17,1405.0,MIN,202310300ATL
,60,79,-19,1418.0,MIN,202310300ATL
,60,81,-21,1464.0,MIN,202310300ATL
,63,81,-18,1510.0,MIN,202310300ATL
,65,81,-16,1537.0,MIN,202310300ATL
,65,83,-18,1569.0,MIN,202310300ATL
,65,86,-21,1612.0,MIN,202310300ATL
,67,86,-19,1625.0,MIN,202310300ATL
,69,86,-17,1657.0,MIN,202310300ATL
,70,86,-16,1657.0,MIN,202310300ATL
,72,86,-14,1678.0,MIN,202310300ATL
,72,88,-16,1696.0,MIN,202310300ATL
,74,88,-14,1763.0,MIN,202310300ATL
,76,88,-12,1794.0,MIN,202310300ATL
,78,88,-10,1826.0,MIN,202310300ATL
,78,89,-11,1840.0,MIN,202310300ATL
,78,90,-12,1840.0,MIN,202310300ATL
,79,90,-11,1871.0,MIN,202310300ATL
,81,90,-9,1906.0,MIN,202310300ATL
,84,90,-6,1937.0,MIN,202310300ATL
,84,93,-9,1960.0,MIN,202310300ATL
,86,93,-7,1972.0,MIN,202310300ATL
,86,96,-10,1997.0,MIN,202310300ATL
,87,96,-9,2006.0,MIN,202310300ATL
,88,96,-8,2006.0,MIN,202310300ATL
,88,97,-9,2043.0,MIN,202310300ATL
,89,97,-8,2055.0,MIN,202310300ATL
,90,97,-7,2055.0,MIN,202310300ATL
,93,97,-4,2086.0,MIN,202310300ATL
,93,98,-5,2112.0,MIN,202310300ATL
,95,98,-3,2127.0,MIN,202310300ATL
T,98,98,0,2156.0,MIN,202310300ATL
LC,100,98,2,2213.0,MIN,202310300ATL
,102,98,4,2254.0,MIN,202310300ATL
,104,98,6,2283.0,MIN,202310300ATL
,107,98,9,2310.0,MIN,202310300ATL
,107,100,7,2327.0,MIN,202310300ATL
,109,100,9,2344.0,MIN,202310300ATL
,111,100,11,2381.0,MIN,202310300ATL
,113,100,13,2417.0,MIN,202310300ATL
,113,102,11,2509.0,MIN,202310300ATL
,113,104,9,2537.0,MIN,202310300ATL
,115,104,11,2600.0,MIN,202310300ATL
,116,104,12,2625.0,MIN,202310300ATL
,117,104,13,2625.0,MIN,202310300ATL
,119,104,15,2642.0,MIN,202310300ATL
,121,104,17,2673.0,MIN,202310300ATL
,121,106,15,2687.0,MIN,202310300ATL
,123,106,17,2709.0,MIN,202310300ATL
,125,106,19,2773.0,MIN,202310300ATL
,125,109,16,2781.0,MIN,202310300ATL
,127,109,18,2809.0,MIN,202310300ATL
,127,111,16,2816.0,MIN,202310300ATL
,127,113,14,2851.0,MIN,202310300ATL
F,127,113,14,2880.0,MIN,202310300ATL
,0,0,0,0.0,WAS,202311010ATL
,3,0,3,17.0,WAS,202311010ATL
T,3,3,0,49.0,WAS,202311010ATL
,5,3,2,63.0,WAS,202311010ATL
T,5,5,0,76.0,WAS,202311010ATL
LC,5,7,-2,117.0,WAS,202311010ATL
T,7,7,0,204.0,WAS,202311010ATL
,7,10,-3,219.0,WAS,202311010ATL
,7,12,-5,238.0,WAS,202311010ATL
,7,14,-7,257.0,WAS,202311010ATL
,10,14,-4,272.0,WAS,202311010ATL
,10,17,-7,298.0,WAS,202311010ATL
,12,17,-5,312.0,WAS,202311010ATL
,12,19,-7,359.0,WAS,202311010ATL
,14,19,-5,437.0,WAS,202311010ATL
,14,21,-7,451.0,WAS,202311010ATL
,16,21,-5,464.0,WAS,202311010ATL
,18,21,-3,484.0,WAS,202311010ATL
,19,21,-2,484.0,WAS,202311010ATL
,19,23,-4,517.0,WAS,202311010ATL
,21,23,-2,573.0,WAS,202311010ATL
T,23,23,0,599.0,WAS,202311010ATL
LC,25,23,2,626.0,WAS,202311010ATL
T,25,25,0,646.0,WAS,202311010ATL
LC,25,27,-2,672.0,WAS,202311010ATL
,25,30,-5,711.0,WAS,202311010ATL
,25,32,-7,739.0,WAS,202311010ATL
,27,32,-5,758.0,WAS,202311010ATL
,27,35,-8,815.0,WAS,202311010ATL
,27,37,-10,840.0,WAS,202311010ATL
,30,37,-7,853.0,WAS,202311010ATL
,32,37,-5,892.0,WAS,202311010ATL
,32,39,-7,920.0,WAS,202311010ATL
,34,39,-5,933.0,WAS,202311010ATL
,34,41,-7,951.0,WAS,202311010ATL
,34,42,-8,951.0,WAS,202311010ATL
,36,42,-6,964.0,WAS,202311010ATL
,36,44,-8,1001.0,WAS,202311010ATL
,38,44,-6,1013.0,WAS,202311010ATL
,39,44,-5,1057.0,WAS,202311010ATL
,40,44,-4,1057.0,WAS,202311010ATL
,42,44,-2,1091.0,WAS,202311010ATL
T,44,44,0,1147.0,WAS,202311010ATL
LC,46,44,2,1161.0,WAS,202311010ATL
,46,45,1,1177.0,WAS,202311010ATL
T,46,46,0,1177.0,WAS,202311010ATL
,48,46,2,1234.0,WAS,202311010ATL
,49,46,3,1234.0,WAS,202311010ATL
,51,46,5,1254.0,WAS,202311010ATL
,51,48,3,1274.0,WAS,202311010ATL
,53,48,5,1286.0,WAS,202311010ATL
,54,48,6,1286.0,WAS,202311010ATL
,57,48,9,1320.0,WAS,202311010ATL
,57,50,7,1379.0,WAS,202311010ATL
,59,50,9,1394.0,WAS,202311010ATL
,59,51,8,1425.0,WAS,202311010ATL
,62,51,11,1464.0,WAS,202311010ATL
,62,53,9,1493.0,WAS,202311010ATL
,65,53,12,1513.0,WAS,202311010ATL
,65,56,9,1524.0,WAS,202311010ATL
,67,56,11,1542.0,WAS,202311010ATL
,68,56,12,1542.0,WAS,202311010ATL
,70,56,14,1565.0,WAS,202311010ATL
,72,56,16,1590.0,WAS,202311010ATL
,73,56,17,1590.0,WAS,202311010ATL
,73,58,15,1607.0,WAS,202311010ATL
,75,58,17,1624.0,WAS,202311010ATL
,76,58,18,1659.0,WAS,202311010ATL
,77,58,19,1659.0,WAS,202311010ATL
,79,58,21,1687.0,WAS,202311010ATL
,79,60,19,1713.0,WAS,202311010ATL
,81,60,21,1726.0,WAS,202311010ATL
,82,60,22,1726.0,WAS,202311010ATL
,82,62,20,1745.0,WAS,202311010ATL
,85,62,23,1759.0,WAS,202311010ATL
,85,64,21,1767.0,WAS,202311010ATL
,86,64,22,1773.0,WAS,202311010ATL
,87,64,23,1773.0,WAS,202311010ATL
,87,66,21,1790.0,WAS,202311010ATL
,87,68,19,1806.0,WAS,202311010ATL
,89,68,21,1842.0,WAS,202311010ATL
,89,69,20,1892.0,WAS,202311010ATL
,90,69,21,1900.0,WAS,202311010ATL
,92,69,23,1913.0,WAS,202311010ATL
,93,69,24,2001.0,WAS,202311010ATL
,93,71,22,2050.0,WAS,202311010ATL
,94,71,23,2066.0,WAS,202311010ATL
,95,71,24,2066.0,WAS,202311010ATL
,95,74,21,2079.0,WAS,202311010ATL
,96,74,22,2091.0,WAS,202311010ATL
,97,74,23,2091.0,WAS,202311010ATL
,97,77,20,2102.0,WAS,202311010ATL
,97,79,18,2112.0,WAS,202311010ATL
,97,82,15,2132.0,WAS,202311010ATL
,99,82,17,2155.0,WAS,202311010ATL
