Time,Score,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime,Notes,OpponentName,id
0:00.0,112-95,,4,112,95,17,2880.0,End of 4th quarter,San Antonio,202202030SAS
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Adebayo vs. M. Plumlee (P. Tucker gains possession),Charlotte,202202050CHO
12:00.0,31-23,,2,31,23,8,720.0,Start of 2nd quarter,Charlotte,202202050CHO
12:00.0,46-51,,3,46,51,-5,1440.0,Start of 3rd quarter,Charlotte,202202050CHO
12:00.0,81-59,,4,81,59,22,2160.0,Start of 4th quarter,Charlotte,202202050CHO
0:00.0,104-86,,4,104,86,18,2880.0,End of 4th quarter,Charlotte,202202050CHO
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Adebayo vs. T. Bryant (P. Tucker gains possession),Washington,202202070WAS
12:00.0,39-24,,2,39,24,15,720.0,Start of 2nd quarter,Washington,202202070WAS
12:00.0,60-53,,3,60,53,7,1440.0,Start of 3rd quarter,Washington,202202070WAS
12:00.0,91-70,,4,91,70,21,2160.0,Start of 4th quarter,Washington,202202070WAS
0:00.0,121-100,,4,121,100,21,2880.0,End of 4th quarter,Washington,202202070WAS
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Adebayo vs. J. Valančiūnas (C. McCollum gains possession),New Orleans,202202100NOP
12:00.0,27-24,,2,27,24,3,720.0,Start of 2nd quarter,New Orleans,202202100NOP
12:00.0,56-55,,3,56,55,1,1440.0,Start of 3rd quarter,New Orleans,202202100NOP
12:00.0,83-73,,4,83,73,10,2160.0,Start of 4th quarter,New Orleans,202202100NOP
0:00.0,112-97,,4,112,97,15,2880.0,End of 4th quarter,New Orleans,202202100NOP
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Griffin vs. B. Adebayo (D. Robinson gains possession),Brooklyn,202202120MIA
12:00.0,26-26,,2,26,26,0,720.0,Start of 2nd quarter,Brooklyn,202202120MIA
12:00.0,58-64,,3,64,58,6,1440.0,Start of 3rd quarter,Brooklyn,202202120MIA
12:00.0,76-91,,4,91,76,15,2160.0,Start of 4th quarter,Brooklyn,202202120MIA
0:00.0,111-115,,4,115,111,4,2880.0,End of 4th quarter,Brooklyn,202202120MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: D. Powell vs. B. Adebayo (P. Tucker gains possession),Dallas,202202150MIA
12:00.0,23-28,,2,28,23,5,720.0,Start of 2nd quarter,Dallas,202202150MIA
12:00.0,51-59,,3,59,51,8,1440.0,Start of 3rd quarter,Dallas,202202150MIA
12:00.0,81-78,,4,78,81,-3,2160.0,Start of 4th quarter,Dallas,202202150MIA
0:00.0,107-99,,4,99,107,-8,2880.0,End of 4th quarter,Dallas,202202150MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Adebayo vs. M. Plumlee (K. Lowry gains possession),Charlotte,202202170CHO
12:00.0,37-30,,2,37,30,7,720.0,Start of 2nd quarter,Charlotte,202202170CHO
12:00.0,47-54,,3,47,54,-7,1440.0,Start of 3rd quarter,Charlotte,202202170CHO
12:00.0,64-71,,4,64,71,-7,2160.0,Start of 4th quarter,Charlotte,202202170CHO
0:00.0,111-107,,6,111,107,4,3900.0,End of 2nd overtime,Charlotte,202202170CHO
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Adebayo vs. M. Robinson (P. Tucker gains possession),New York,202202250NYK
12:00.0,30-32,,2,30,32,-2,720.0,Start of 2nd quarter,New York,202202250NYK
12:00.0,65-55,,3,65,55,10,1440.0,Start of 3rd quarter,New York,202202250NYK
12:00.0,90-85,,4,90,85,5,2160.0,Start of 4th quarter,New York,202202250NYK
0:00.0,115-100,,4,115,100,15,2880.0,End of 4th quarter,New York,202202250NYK
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: Z. Collins vs. B. Adebayo (T. Jones gains possession),San Antonio,202202260MIA
12:00.0,40-28,,2,28,40,-12,720.0,Start of 2nd quarter,San Antonio,202202260MIA
12:00.0,58-61,,3,61,58,3,1440.0,Start of 3rd quarter,San Antonio,202202260MIA
12:00.0,97-99,,4,99,97,2,2160.0,Start of 4th quarter,San Antonio,202202260MIA
0:00.0,129-133,,4,133,129,4,2880.0,End of 4th quarter,San Antonio,202202260MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: N. Vučević vs. B. Adebayo (A. Dosunmu gains possession),Chicago,202202280MIA
12:00.0,21-30,,2,30,21,9,720.0,Start of 2nd quarter,Chicago,202202280MIA
12:00.0,46-55,,3,55,46,9,1440.0,Start of 3rd quarter,Chicago,202202280MIA
12:00.0,67-91,,4,91,67,24,2160.0,Start of 4th quarter,Chicago,202202280MIA
0:00.0,99-112,,4,112,99,13,2880.0,End of 4th quarter,Chicago,202202280MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Adebayo vs. B. Portis (P. Tucker gains possession),Milwaukee,202203020MIL
12:00.0,28-36,,2,28,36,-8,720.0,Start of 2nd quarter,Milwaukee,202203020MIL
12:00.0,66-64,,3,66,64,2,1440.0,Start of 3rd quarter,Milwaukee,202203020MIL
12:00.0,97-93,,4,97,93,4,2160.0,Start of 4th quarter,Milwaukee,202203020MIL
0:00.0,119-120,,4,119,120,-1,2880.0,End of 4th quarter,Milwaukee,202203020MIL
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: O. Yurtseven vs. A. Drummond (S. Curry gains possession),Brooklyn,202203030BRK
12:00.0,23-35,,2,23,35,-12,720.0,Start of 2nd quarter,Brooklyn,202203030BRK
12:00.0,60-67,,3,60,67,-7,1440.0,Start of 3rd quarter,Brooklyn,202203030BRK
12:00.0,88-84,,4,88,84,4,2160.0,Start of 4th quarter,Brooklyn,202203030BRK
0:00.0,113-107,,4,113,107,6,2880.0,End of 4th quarter,Brooklyn,202203030BRK
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: J. Embiid vs. B. Adebayo (T. Maxey gains possession),Philadelphia,202203050MIA
12:00.0,14-22,,2,22,14,8,720.0,Start of 2nd quarter,Philadelphia,202203050MIA
12:00.0,40-54,,3,54,40,14,1440.0,Start of 3rd quarter,Philadelphia,202203050MIA
12:00.0,68-73,,4,73,68,5,2160.0,Start of 4th quarter,Philadelphia,202203050MIA
0:00.0,82-99,,4,99,82,17,2880.0,End of 4th quarter,Philadelphia,202203050MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: A. Sengun vs. B. Adebayo (P. Tucker gains possession),Houston,202203070MIA
12:00.0,32-25,,2,25,32,-7,720.0,Start of 2nd quarter,Houston,202203070MIA
12:00.0,58-62,,3,62,58,4,1440.0,Start of 3rd quarter,Houston,202203070MIA
12:00.0,78-90,,4,90,78,12,2160.0,Start of 4th quarter,Houston,202203070MIA
0:00.0,106-123,,4,123,106,17,2880.0,End of 4th quarter,Houston,202203070MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: D. Ayton vs. B. Adebayo (C. Payne gains possession),Phoenix,202203090MIA
12:00.0,29-27,,2,27,29,-2,720.0,Start of 2nd quarter,Phoenix,202203090MIA
12:00.0,57-55,,3,55,57,-2,1440.0,Start of 3rd quarter,Phoenix,202203090MIA
12:00.0,91-74,,4,74,91,-17,2160.0,Start of 4th quarter,Phoenix,202203090MIA
0:00.0,111-90,,4,90,111,-21,2880.0,End of 4th quarter,Phoenix,202203090MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: E. Mobley vs. B. Adebayo (J. Butler gains possession),Cleveland,202203110MIA
12:00.0,18-28,,2,28,18,10,720.0,Start of 2nd quarter,Cleveland,202203110MIA
12:00.0,57-58,,3,58,57,1,1440.0,Start of 3rd quarter,Cleveland,202203110MIA
12:00.0,72-85,,4,85,72,13,2160.0,Start of 4th quarter,Cleveland,202203110MIA
0:00.0,105-117,,4,117,105,12,2880.0,End of 4th quarter,Cleveland,202203110MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: K. Towns vs. B. Adebayo (M. Beasley gains possession),Minnesota,202203120MIA
12:00.0,30-25,,2,25,30,-5,720.0,Start of 2nd quarter,Minnesota,202203120MIA
12:00.0,55-67,,3,67,55,12,1440.0,Start of 3rd quarter,Minnesota,202203120MIA
12:00.0,89-86,,4,86,89,-3,2160.0,Start of 4th quarter,Minnesota,202203120MIA
0:00.0,113-104,,4,104,113,-9,2880.0,End of 4th quarter,Minnesota,202203120MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: I. Stewart vs. B. Adebayo (P. Tucker gains possession),Detroit,202203150MIA
12:00.0,22-29,,2,29,22,7,720.0,Start of 2nd quarter,Detroit,202203150MIA
12:00.0,51-57,,3,57,51,6,1440.0,Start of 3rd quarter,Detroit,202203150MIA
12:00.0,73-68,,4,68,73,-5,2160.0,Start of 4th quarter,Detroit,202203150MIA
0:00.0,98-105,,4,105,98,7,2880.0,End of 4th quarter,Detroit,202203150MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: O. Sarr vs. B. Adebayo (G. Vincent gains possession),Oklahoma City,202203180MIA
12:00.0,26-27,,2,27,26,1,720.0,Start of 2nd quarter,Oklahoma City,202203180MIA
12:00.0,54-69,,3,69,54,15,1440.0,Start of 3rd quarter,Oklahoma City,202203180MIA
12:00.0,79-103,,4,103,79,24,2160.0,Start of 4th quarter,Oklahoma City,202203180MIA
0:00.0,108-120,,4,120,108,12,2880.0,End of 4th quarter,Oklahoma City,202203180MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Adebayo vs. P. Millsap (P. Tucker gains possession),Philadelphia,202203210PHI
12:00.0,32-26,,2,32,26,6,720.0,Start of 2nd quarter,Philadelphia,202203210PHI
12:00.0,56-57,,3,56,57,-1,1440.0,Start of 3rd quarter,Philadelphia,202203210PHI
12:00.0,78-80,,4,78,80,-2,2160.0,Start of 4th quarter,Philadelphia,202203210PHI
0:00.0,106-113,,4,106,113,-7,2880.0,End of 4th quarter,Philadelphia,202203210PHI
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: K. Looney vs. B. Adebayo (P. Tucker gains possession),Golden State,202203230MIA
12:00.0,23-23,,2,23,23,0,720.0,Start of 2nd quarter,Golden State,202203230MIA
12:00.0,50-50,,3,50,50,0,1440.0,Start of 3rd quarter,Golden State,202203230MIA
12:00.0,81-80,,4,80,81,-1,2160.0,Start of 4th quarter,Golden State,202203230MIA
0:00.0,118-104,,4,104,118,-14,2880.0,End of 4th quarter,Golden State,202203230MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: J. Sims vs. B. Adebayo (K. Lowry gains possession),New York,202203250MIA
12:00.0,25-32,,2,32,25,7,720.0,Start of 2nd quarter,New York,202203250MIA
12:00.0,49-58,,3,58,49,9,1440.0,Start of 3rd quarter,New York,202203250MIA
12:00.0,73-88,,4,88,73,15,2160.0,Start of 4th quarter,New York,202203250MIA
0:00.0,111-103,,4,103,111,-8,2880.0,End of 4th quarter,New York,202203250MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: A. Drummond vs. B. Adebayo (P. Tucker gains possession),Brooklyn,202203260MIA
12:00.0,27-25,,2,25,27,-2,720.0,Start of 2nd quarter,Brooklyn,202203260MIA
12:00.0,67-46,,3,46,67,-21,1440.0,Start of 3rd quarter,Brooklyn,202203260MIA
12:00.0,96-68,,4,68,96,-28,2160.0,Start of 4th quarter,Brooklyn,202203260MIA
0:00.0,110-95,,4,95,110,-15,2880.0,End of 4th quarter,Brooklyn,202203260MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: D. Jones vs. B. Adebayo (D. Jones gains possession),Sacramento,202203280MIA
12:00.0,19-31,,2,31,19,12,720.0,Start of 2nd quarter,Sacramento,202203280MIA
12:00.0,41-57,,3,57,41,16,1440.0,Start of 3rd quarter,Sacramento,202203280MIA
12:00.0,68-93,,4,93,68,25,2160.0,Start of 4th quarter,Sacramento,202203280MIA
0:00.0,100-123,,4,123,100,23,2880.0,End of 4th quarter,Sacramento,202203280MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Adebayo vs. A. Horford (G. Williams gains possession),Boston,202203300BOS
12:00.0,25-29,,2,25,29,-4,720.0,Start of 2nd quarter,Boston,202203300BOS
12:00.0,53-52,,3,53,52,1,1440.0,Start of 3rd quarter,Boston,202203300BOS
12:00.0,79-83,,4,79,83,-4,2160.0,Start of 4th quarter,Boston,202203300BOS
0:00.0,106-98,,4,106,98,8,2880.0,End of 4th quarter,Boston,202203300BOS
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Adebayo vs. N. Vučević (M. Strus gains possession),Chicago,202204020CHI
12:00.0,31-30,,2,31,30,1,720.0,Start of 2nd quarter,Chicago,202204020CHI
12:00.0,66-57,,3,66,57,9,1440.0,Start of 3rd quarter,Chicago,202204020CHI
12:00.0,98-79,,4,98,79,19,2160.0,Start of 4th quarter,Chicago,202204020CHI
0:00.0,127-109,,4,127,109,18,2880.0,End of 4th quarter,Chicago,202204020CHI
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Adebayo vs. S. Barnes (G. Trent gains possession),Toronto,202204030TOR
12:00.0,28-34,,2,28,34,-6,720.0,Start of 2nd quarter,Toronto,202204030TOR
12:00.0,45-55,,3,45,55,-10,1440.0,Start of 3rd quarter,Toronto,202204030TOR
12:00.0,79-78,,4,79,78,1,2160.0,Start of 4th quarter,Toronto,202204030TOR
0:00.0,114-109,,4,114,109,5,2880.0,End of 4th quarter,Toronto,202204030TOR
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: M. Plumlee vs. B. Adebayo (P. Tucker gains possession),Charlotte,202204050MIA
12:00.0,32-29,,2,29,32,-3,720.0,Start of 2nd quarter,Charlotte,202204050MIA
12:00.0,60-70,,3,70,60,10,1440.0,Start of 3rd quarter,Charlotte,202204050MIA
12:00.0,97-102,,4,102,97,5,2160.0,Start of 4th quarter,Charlotte,202204050MIA
0:00.0,115-144,,4,144,115,29,2880.0,End of 4th quarter,Charlotte,202204050MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: C. Capela vs. B. Adebayo (K. Lowry gains possession),Atlanta,202204080MIA
12:00.0,0-0,,1,0,0,0,0.0,Violation by Team (delay of game),Atlanta,202204080MIA
12:00.0,22-24,,2,24,22,2,720.0,Start of 2nd quarter,Atlanta,202204080MIA
12:00.0,22-24,,2,24,22,2,720.0, ,Atlanta,202204080MIA
12:00.0,22-24,,2,24,22,2,720.0,J. Butler enters the game for C. Martin,Atlanta,202204080MIA
12:00.0,61-56,,3,56,61,-5,1440.0,Start of 3rd quarter,Atlanta,202204080MIA
12:00.0,87-91,,4,91,87,4,2160.0,Start of 4th quarter,Atlanta,202204080MIA
0:00.0,109-113,,4,113,109,4,2880.0,End of 4th quarter,Atlanta,202204080MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: O. Yurtseven vs. M. Bamba (R. Hampton gains possession),Orlando,202204100ORL
12:00.0,31-31,,2,31,31,0,720.0,Start of 2nd quarter,Orlando,202204100ORL
12:00.0,59-68,,3,59,68,-9,1440.0,Start of 3rd quarter,Orlando,202204100ORL
12:00.0,88-101,,4,88,101,-13,2160.0,Start of 4th quarter,Orlando,202204100ORL
0:00.0,111-125,,4,111,125,-14,2880.0,End of 4th quarter,Orlando,202204100ORL
