Time,Score,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime,Notes,OpponentName,id
12:00.0,25-42,,2,25,42,-17,720.0,Start of 2nd quarter,Indiana,202402220IND
12:00.0,43-72,,3,43,72,-29,1440.0,Start of 3rd quarter,Indiana,202402220IND
12:00.0,88-102,,4,88,102,-14,2160.0,Start of 4th quarter,Indiana,202402220IND
0:00.0,115-129,,4,115,129,-14,2880.0,End of 4th quarter,Indiana,202402220IND
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: W. Carter vs. J. Duren (J. Suggs gains possession),Orlando,202402240DET
12:00.0,32-30,,2,30,32,-2,720.0,Start of 2nd quarter,Orlando,202402240DET
12:00.0,65-55,,3,55,65,-10,1440.0,Start of 3rd quarter,Orlando,202402240DET
12:00.0,90-85,,4,85,90,-5,2160.0,Start of 4th quarter,Orlando,202402240DET
0:00.0,111-109,,4,109,111,-2,2880.0, ,Orlando,202402240DET
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: J. Duren vs. I. Hartenstein (C. Cunningham gains possession),New York,202402260NYK
12:00.0,27-29,,2,27,29,-2,720.0,Start of 2nd quarter,New York,202402260NYK
12:00.0,58-62,,3,58,62,-4,1440.0,Start of 3rd quarter,New York,202402260NYK
12:00.0,84-92,,4,84,92,-8,2160.0,Start of 4th quarter,New York,202402260NYK
0:00.0,111-113,,4,111,113,-2,2880.0,End of 4th quarter,New York,202402260NYK
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: J. Duren vs. N. Vučević (C. Cunningham gains possession),Chicago,202402270CHI
12:00.0,22-29,,2,22,29,-7,720.0,Start of 2nd quarter,Chicago,202402270CHI
12:00.0,50-55,,3,50,55,-5,1440.0,Start of 3rd quarter,Chicago,202402270CHI
12:00.0,79-77,,4,79,77,2,2160.0,Start of 4th quarter,Chicago,202402270CHI
0:00.0,105-95,,4,105,95,10,2880.0,End of 4th quarter,Chicago,202402270CHI
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: J. Allen vs. J. Duren (D. Garland gains possession),Cleveland,202403010DET
12:00.0,32-24,,2,24,32,-8,720.0,Start of 2nd quarter,Cleveland,202403010DET
12:00.0,63-48,,3,48,63,-15,1440.0,Start of 3rd quarter,Cleveland,202403010DET
12:00.0,91-70,,4,70,91,-21,2160.0,Start of 4th quarter,Cleveland,202403010DET
0:00.0,110-100,,4,100,110,-10,2880.0,End of 4th quarter,Cleveland,202403010DET
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: J. Duren vs. W. Carter (P. Banchero gains possession),Orlando,202403030ORL
12:00.0,27-31,,2,27,31,-4,720.0,Start of 2nd quarter,Orlando,202403030ORL
12:00.0,50-59,,3,50,59,-9,1440.0,Start of 3rd quarter,Orlando,202403030ORL
12:00.0,71-89,,4,71,89,-18,2160.0,Start of 4th quarter,Orlando,202403030ORL
0:00.0,91-113,,4,91,113,-22,2880.0,End of 4th quarter,Orlando,202403030ORL
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: J. Duren vs. B. Adebayo (J. Butler gains possession),Miami,202403050MIA
12:00.0,26-36,,2,26,36,-10,720.0,Start of 2nd quarter,Miami,202403050MIA
12:00.0,60-61,,3,60,61,-1,1440.0,Start of 3rd quarter,Miami,202403050MIA
12:00.0,88-93,,4,88,93,-5,2160.0,Start of 4th quarter,Miami,202403050MIA
0:00.0,110-118,,4,110,118,-8,2880.0,End of 4th quarter,Miami,202403050MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: N. Claxton vs. J. Duren (I. Stewart gains possession),Brooklyn,202403070DET
12:00.0,16-26,,2,26,16,10,720.0,Start of 2nd quarter,Brooklyn,202403070DET
12:00.0,57-54,,3,54,57,-3,1440.0,Start of 3rd quarter,Brooklyn,202403070DET
12:00.0,81-85,,4,85,81,4,2160.0,Start of 4th quarter,Brooklyn,202403070DET
0:00.0,112-118,,4,118,112,6,2880.0,End of 4th quarter,Brooklyn,202403070DET
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: D. Gafford vs. J. Duren (L. Dončić gains possession),Dallas,202403090DET
12:00.0,35-33,,2,33,35,-2,720.0,Start of 2nd quarter,Dallas,202403090DET
12:00.0,69-65,,3,65,69,-4,1440.0,Start of 3rd quarter,Dallas,202403090DET
12:00.0,104-88,,4,88,104,-16,2160.0,Start of 4th quarter,Dallas,202403090DET
0:00.0,142-124,,4,124,142,-18,2880.0,End of 4th quarter,Dallas,202403090DET
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: N. Richards vs. J. Duren (G. Williams gains possession),Charlotte,202403110DET
12:00.0,23-34,,2,34,23,11,720.0,Start of 2nd quarter,Charlotte,202403110DET
12:00.0,46-53,,3,53,46,7,1440.0,Start of 3rd quarter,Charlotte,202403110DET
12:00.0,67-86,,4,86,67,19,2160.0,Start of 4th quarter,Charlotte,202403110DET
0:00.0,97-114,,4,114,97,17,2880.0,End of 4th quarter,Charlotte,202403110DET
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: K. Olynyk vs. J. Duren (I. Quickley gains possession),Toronto,202403130DET
12:00.0,27-32,,2,32,27,5,720.0,Start of 2nd quarter,Toronto,202403130DET
12:00.0,57-52,,3,52,57,-5,1440.0,Start of 3rd quarter,Toronto,202403130DET
12:00.0,79-83,,4,83,79,4,2160.0,Start of 4th quarter,Toronto,202403130DET
0:00.0,104-113,,4,113,104,9,2880.0,End of 4th quarter,Toronto,202403130DET
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Adebayo vs. J. Duren (N. Jović gains possession),Miami,202403150DET
12:00.0,27-28,,2,28,27,1,720.0,Start of 2nd quarter,Miami,202403150DET
12:00.0,56-54,,3,54,56,-2,1440.0,Start of 3rd quarter,Miami,202403150DET
12:00.0,84-72,,4,72,84,-12,2160.0,Start of 4th quarter,Miami,202403150DET
0:00.0,108-95,,4,95,108,-13,2880.0,End of 4th quarter,Miami,202403150DET
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Adebayo vs. J. Duren (T. Rozier gains possession),Miami,202403170DET
12:00.0,21-23,,2,23,21,2,720.0,Start of 2nd quarter,Miami,202403170DET
12:00.0,60-50,,3,50,60,-10,1440.0,Start of 3rd quarter,Miami,202403170DET
12:00.0,79-76,,4,76,79,-3,2160.0,Start of 4th quarter,Miami,202403170DET
0:00.0,104-101,,4,101,104,-3,2880.0, ,Miami,202403170DET
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: J. Duren vs. K. Porziņģis (P. Pritchard gains possession),Boston,202403180BOS
12:00.0,28-31,,2,28,31,-3,720.0,Start of 2nd quarter,Boston,202403180BOS
12:00.0,46-59,,3,46,59,-13,1440.0,Start of 3rd quarter,Boston,202403180BOS
12:00.0,66-92,,4,66,92,-26,2160.0,Start of 4th quarter,Boston,202403180BOS
0:00.0,94-119,,4,94,119,-25,2880.0,End of 4th quarter,Boston,202403180BOS
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: M. Turner vs. J. Duren (P. Siakam gains possession),Indiana,202403200DET
12:00.0,29-24,,2,24,29,-5,720.0,Start of 2nd quarter,Indiana,202403200DET
12:00.0,63-52,,3,52,63,-11,1440.0,Start of 3rd quarter,Indiana,202403200DET
12:00.0,98-78,,4,78,98,-20,2160.0,Start of 4th quarter,Indiana,202403200DET
0:00.0,122-103,,4,103,122,-19,2880.0,End of 4th quarter,Indiana,202403200DET
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: K. Porziņģis vs. J. Wiseman (J. Ivey gains possession),Boston,202403220DET
12:00.0,32-34,,2,34,32,2,720.0,Start of 2nd quarter,Boston,202403220DET
12:00.0,69-53,,3,53,69,-16,1440.0,Start of 3rd quarter,Boston,202403220DET
12:00.0,104-83,,4,83,104,-21,2160.0,Start of 4th quarter,Boston,202403220DET
0:00.0,129-102,,4,102,129,-27,2880.0,End of 4th quarter,Boston,202403220DET
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: J. Valančiūnas vs. J. Wiseman (M. Sasser gains possession),New Orleans,202403240DET
12:00.0,29-10,,2,10,29,-19,720.0,Start of 2nd quarter,New Orleans,202403240DET
12:00.0,57-41,,3,41,57,-16,1440.0,Start of 3rd quarter,New Orleans,202403240DET
12:00.0,83-66,,4,66,83,-17,2160.0,Start of 4th quarter,New Orleans,202403240DET
0:00.0,114-101,,4,101,114,-13,2880.0,End of 4th quarter,New Orleans,202403240DET
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: J. Wiseman vs. I. Hartenstein (M. Sasser gains possession),New York,202403250NYK
12:00.0,17-36,,2,17,36,-19,720.0,Start of 2nd quarter,New York,202403250NYK
12:00.0,42-59,,3,42,59,-17,1440.0,Start of 3rd quarter,New York,202403250NYK
12:00.0,66-95,,4,66,95,-29,2160.0,Start of 4th quarter,New York,202403250NYK
0:00.0,99-124,,4,99,124,-25,2880.0,End of 4th quarter,New York,202403250NYK
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: J. Duren vs. R. Gobert (M. Sasser gains possession),Minnesota,202403270MIN
12:00.0,25-30,,2,25,30,-5,720.0,Start of 2nd quarter,Minnesota,202403270MIN
12:00.0,45-47,,3,45,47,-2,1440.0,Start of 3rd quarter,Minnesota,202403270MIN
12:00.0,66-78,,4,66,78,-12,2160.0,Start of 4th quarter,Minnesota,202403270MIN
0:00.0,91-106,,4,91,106,-15,2880.0,End of 4th quarter,Minnesota,202403270MIN
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: J. Duren vs. M. Bagley (C. Cunningham gains possession),Washington,202403290WAS
12:00.0,23-20,,2,23,20,3,720.0,Start of 2nd quarter,Washington,202403290WAS
12:00.0,59-40,,3,59,40,19,1440.0,Start of 3rd quarter,Washington,202403290WAS
12:00.0,80-75,,4,80,75,5,2160.0,Start of 4th quarter,Washington,202403290WAS
0:00.0,96-87,,4,96,87,9,2880.0,End of 4th quarter,Washington,202403290WAS
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: J. Jackson vs. J. Duren (J. Duren gains possession),Memphis,202404010DET
12:00.0,22-29,,2,29,22,7,720.0,Start of 2nd quarter,Memphis,202404010DET
12:00.0,44-57,,3,57,44,13,1440.0,Start of 3rd quarter,Memphis,202404010DET
12:00.0,85-90,,4,90,85,5,2160.0,Start of 4th quarter,Memphis,202404010DET
0:00.0,110-108,,4,108,110,-2,2880.0,C. Cunningham misses 2-pt jump shot from 12 ft,Memphis,202404010DET
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: J. Duren vs. C. Capela (B. Bogdanović gains possession),Atlanta,202404030ATL
12:00.0,23-28,,2,23,28,-5,720.0,Start of 2nd quarter,Atlanta,202404030ATL
12:00.0,50-59,,3,50,59,-9,1440.0,Start of 3rd quarter,Atlanta,202404030ATL
12:00.0,79-92,,4,79,92,-13,2160.0,Start of 4th quarter,Atlanta,202404030ATL
0:00.0,113-121,,4,113,121,-8,2880.0,End of 4th quarter,Atlanta,202404030ATL
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: J. Duren vs. T. Jemison (J. Ivey gains possession),Memphis,202404050MEM
12:00.0,22-32,,2,22,32,-10,720.0,Start of 2nd quarter,Memphis,202404050MEM
12:00.0,38-57,,3,38,57,-19,1440.0,Start of 3rd quarter,Memphis,202404050MEM
12:00.0,70-89,,4,70,89,-19,2160.0,Start of 4th quarter,Memphis,202404050MEM
0:00.0,90-108,,4,90,108,-18,2880.0,End of 4th quarter,Memphis,202404050MEM
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: J. Wiseman vs. N. Claxton (M. Sasser gains possession),Brooklyn,202404060BRK
12:00.0,35-23,,2,35,23,12,720.0,Start of 2nd quarter,Brooklyn,202404060BRK
12:00.0,57-46,,3,57,46,11,1440.0,Start of 3rd quarter,Brooklyn,202404060BRK
12:00.0,83-75,,4,83,75,8,2160.0,Start of 4th quarter,Brooklyn,202404060BRK
0:00.0,103-113,,4,103,113,-10,2880.0,End of 4th quarter,Brooklyn,202404060BRK
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: J. Duren vs. J. Embiid (N. Batum gains possession),Philadelphia,202404090PHI
12:00.0,22-30,,2,22,30,-8,720.0,Start of 2nd quarter,Philadelphia,202404090PHI
12:00.0,52-64,,3,52,64,-12,1440.0,Start of 3rd quarter,Philadelphia,202404090PHI
12:00.0,78-90,,4,78,90,-12,2160.0,Start of 4th quarter,Philadelphia,202404090PHI
0:00.0,102-120,,4,102,120,-18,2880.0,End of 4th quarter,Philadelphia,202404090PHI
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: N. Vučević vs. J. Duren (A. Caruso gains possession),Chicago,202404110DET
12:00.0,31-30,,2,30,31,-1,720.0,Start of 2nd quarter,Chicago,202404110DET
12:00.0,64-55,,3,55,64,-9,1440.0,Start of 3rd quarter,Chicago,202404110DET
12:00.0,99-80,,4,80,99,-19,2160.0,Start of 4th quarter,Chicago,202404110DET
0:00.0,127-105,,4,105,127,-22,2880.0,End of 4th quarter,Chicago,202404110DET
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: J. Wiseman vs. D. Gafford (M. Sasser gains possession),Dallas,202404120DAL
12:00.0,27-21,,2,27,21,6,720.0,Start of 2nd quarter,Dallas,202404120DAL
12:00.0,53-46,,3,53,46,7,1440.0,Start of 3rd quarter,Dallas,202404120DAL
12:00.0,80-68,,4,80,68,12,2160.0,Start of 4th quarter,Dallas,202404120DAL
0:00.0,107-89,,4,107,89,18,2880.0,End of 4th quarter,Dallas,202404120DAL
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: J. Wiseman vs. Z. Collins (M. Sasser gains possession),San Antonio,202404140SAS
12:00.0,23-29,,2,23,29,-6,720.0,Start of 2nd quarter,San Antonio,202404140SAS
12:00.0,40-63,,3,40,63,-23,1440.0,Start of 3rd quarter,San Antonio,202404140SAS
12:00.0,63-93,,4,63,93,-30,2160.0,Start of 4th quarter,San Antonio,202404140SAS
0:00.0,95-123,,4,95,123,-28,2880.0,End of 4th quarter,San Antonio,202404140SAS
