Time,Score,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime,Notes,OpponentName,id
0:00.0,86-136,,4,136,86,50,2880.0,Turnover by Team (shot clock),Brooklyn,202402140BOS
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: K. Porziņģis vs. N. Vučević (J. Brown gains possession),Chicago,202402220CHI
12:00.0,31-23,,2,31,23,8,720.0,Start of 2nd quarter,Chicago,202402220CHI
12:00.0,59-62,,3,59,62,-3,1440.0,Start of 3rd quarter,Chicago,202402220CHI
12:00.0,96-83,,4,96,83,13,2160.0,Start of 4th quarter,Chicago,202402220CHI
0:00.0,129-112,,4,129,112,17,2880.0,End of 4th quarter,Chicago,202402220CHI
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: K. Porziņģis vs. I. Hartenstein (D. White gains possession),New York,202402240NYK
12:00.0,30-26,,2,30,26,4,720.0,Start of 2nd quarter,New York,202402240NYK
12:00.0,62-58,,3,62,58,4,1440.0,Start of 3rd quarter,New York,202402240NYK
12:00.0,97-84,,4,97,84,13,2160.0,Start of 4th quarter,New York,202402240NYK
0:00.0,116-102,,4,116,102,14,2880.0,End of 4th quarter,New York,202402240NYK
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: P. Reed vs. K. Porziņģis (D. White gains possession),Philadelphia,202402270BOS
12:00.0,30-30,,2,30,30,0,720.0,Start of 2nd quarter,Philadelphia,202402270BOS
12:00.0,51-53,,3,53,51,2,1440.0,Start of 3rd quarter,Philadelphia,202402270BOS
12:00.0,75-86,,4,86,75,11,2160.0,Start of 4th quarter,Philadelphia,202402270BOS
0:00.0,99-117,,4,117,99,18,2880.0,End of 4th quarter,Philadelphia,202402270BOS
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: D. Lively vs. K. Porziņģis (P. Washington gains possession),Dallas,202403010BOS
12:00.0,32-38,,2,38,32,6,720.0,Start of 2nd quarter,Dallas,202403010BOS
12:00.0,59-66,,3,66,59,7,1440.0,Start of 3rd quarter,Dallas,202403010BOS
12:00.0,90-102,,4,102,90,12,2160.0,Start of 4th quarter,Dallas,202403010BOS
0:00.0,110-138,,4,138,110,28,2880.0,End of 4th quarter,Dallas,202403010BOS
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: D. Green vs. A. Horford (J. Holiday gains possession),Golden State,202403030BOS
12:00.0,22-44,,2,44,22,22,720.0,Start of 2nd quarter,Golden State,202403030BOS
12:00.0,38-82,,3,82,38,44,1440.0,Start of 3rd quarter,Golden State,202403030BOS
12:00.0,62-115,,4,115,62,53,2160.0,Start of 4th quarter,Golden State,202403030BOS
0:00.0,88-140,,4,140,88,52,2880.0,End of 4th quarter,Golden State,202403030BOS
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: K. Porziņģis vs. J. Allen (D. White gains possession),Cleveland,202403050CLE
12:00.0,33-25,,2,33,25,8,720.0,Start of 2nd quarter,Cleveland,202403050CLE
12:00.0,55-45,,3,55,45,10,1440.0,Start of 3rd quarter,Cleveland,202403050CLE
12:00.0,87-71,,4,87,71,16,2160.0,Start of 4th quarter,Cleveland,202403050CLE
0:00.0,104-105,,4,104,105,-1,2880.0,Offensive rebound by Team,Cleveland,202403050CLE
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: K. Porziņģis vs. N. Jokić (K. Caldwell-Pope gains possession),Denver,202403070DEN
12:00.0,28-30,,2,28,30,-2,720.0,Start of 2nd quarter,Denver,202403070DEN
12:00.0,54-62,,3,54,62,-8,1440.0,Start of 3rd quarter,Denver,202403070DEN
12:00.0,80-90,,4,80,90,-10,2160.0,Start of 4th quarter,Denver,202403070DEN
0:00.0,109-115,,4,109,115,-6,2880.0,K. Porziņģis misses 2-pt layup at rim,Denver,202403070DEN
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: A. Horford vs. J. Nurkić (J. Brown gains possession),Phoenix,202403090PHO
12:00.0,31-26,,2,31,26,5,720.0,Start of 2nd quarter,Phoenix,202403090PHO
12:00.0,62-50,,3,62,50,12,1440.0,Start of 3rd quarter,Phoenix,202403090PHO
12:00.0,87-78,,4,87,78,9,2160.0,Start of 4th quarter,Phoenix,202403090PHO
0:00.0,117-107,,4,117,107,10,2880.0,End of 4th quarter,Phoenix,202403090PHO
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: A. Horford vs. D. Ayton (D. White gains possession),Portland,202403110POR
12:00.0,37-28,,2,37,28,9,720.0,Start of 2nd quarter,Portland,202403110POR
12:00.0,66-52,,3,66,52,14,1440.0,Start of 3rd quarter,Portland,202403110POR
12:00.0,88-75,,4,88,75,13,2160.0,Start of 4th quarter,Portland,202403110POR
0:00.0,121-99,,4,121,99,22,2880.0,End of 4th quarter,Portland,202403110POR
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: L. Kornet vs. J. Collins (D. White gains possession),Utah,202403120UTA
12:00.0,44-33,,2,44,33,11,720.0,Start of 2nd quarter,Utah,202403120UTA
12:00.0,72-57,,3,72,57,15,1440.0,Start of 3rd quarter,Utah,202403120UTA
12:00.0,98-91,,4,98,91,7,2160.0,Start of 4th quarter,Utah,202403120UTA
0:00.0,123-107,,4,123,107,16,2880.0,End of 4th quarter,Utah,202403120UTA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: J. Nurkić vs. A. Horford (B. Beal gains possession),Phoenix,202403140BOS
12:00.0,32-35,,2,35,32,3,720.0,Start of 2nd quarter,Phoenix,202403140BOS
12:00.0,60-65,,3,65,60,5,1440.0,Start of 3rd quarter,Phoenix,202403140BOS
12:00.0,85-102,,4,102,85,17,2160.0,Start of 4th quarter,Phoenix,202403140BOS
0:00.0,112-127,,4,127,112,15,2880.0,End of 4th quarter,Phoenix,202403140BOS
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: A. Horford vs. R. Holmes (S. Hauser gains possession),Washington,202403170WAS
12:00.0,45-27,,2,45,27,18,720.0,Start of 2nd quarter,Washington,202403170WAS
12:00.0,81-53,,3,81,53,28,1440.0,Start of 3rd quarter,Washington,202403170WAS
12:00.0,108-78,,4,108,78,30,2160.0,Start of 4th quarter,Washington,202403170WAS
0:00.0,130-104,,4,130,104,26,2880.0,End of 4th quarter,Washington,202403170WAS
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: J. Duren vs. K. Porziņģis (P. Pritchard gains possession),Detroit,202403180BOS
12:00.0,28-31,,2,31,28,3,720.0,Start of 2nd quarter,Detroit,202403180BOS
12:00.0,46-59,,3,59,46,13,1440.0,Start of 3rd quarter,Detroit,202403180BOS
12:00.0,66-92,,4,92,66,26,2160.0,Start of 4th quarter,Detroit,202403180BOS
0:00.0,94-119,,4,119,94,25,2880.0,End of 4th quarter,Detroit,202403180BOS
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Lopez vs. K. Porziņģis (A. Horford gains possession),Milwaukee,202403200BOS
12:00.0,28-33,,2,33,28,5,720.0,Start of 2nd quarter,Milwaukee,202403200BOS
12:00.0,56-69,,3,69,56,13,1440.0,Start of 3rd quarter,Milwaukee,202403200BOS
12:00.0,83-101,,4,101,83,18,2160.0,Start of 4th quarter,Milwaukee,202403200BOS
0:00.0,119-122,,4,122,119,3,2880.0,End of 4th quarter,Milwaukee,202403200BOS
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: K. Porziņģis vs. J. Wiseman (J. Ivey gains possession),Detroit,202403220DET
12:00.0,32-34,,2,32,34,-2,720.0,Start of 2nd quarter,Detroit,202403220DET
12:00.0,69-53,,3,69,53,16,1440.0,Start of 3rd quarter,Detroit,202403220DET
12:00.0,104-83,,4,104,83,21,2160.0,Start of 4th quarter,Detroit,202403220DET
0:00.0,129-102,,4,129,102,27,2880.0,End of 4th quarter,Detroit,202403220DET
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: L. Kornet vs. N. Vučević (S. Hauser gains possession),Chicago,202403230CHI
12:00.0,31-31,,2,31,31,0,720.0,Start of 2nd quarter,Chicago,202403230CHI
12:00.0,66-60,,3,66,60,6,1440.0,Start of 3rd quarter,Chicago,202403230CHI
12:00.0,95-92,,4,95,92,3,2160.0,Start of 4th quarter,Chicago,202403230CHI
0:00.0,124-113,,4,124,113,11,2880.0,End of 4th quarter,Chicago,202403230CHI
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: K. Porziņģis vs. C. Capela (S. Hauser gains possession),Atlanta,202403250ATL
12:00.0,44-22,,2,44,22,22,720.0,Start of 2nd quarter,Atlanta,202403250ATL
12:00.0,74-56,,3,74,56,18,1440.0,Start of 3rd quarter,Atlanta,202403250ATL
12:00.0,96-90,,4,96,90,6,2160.0,Start of 4th quarter,Atlanta,202403250ATL
0:00.0,118-120,,4,118,120,-2,2880.0,End of 4th quarter,Atlanta,202403250ATL
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: K. Porziņģis vs. C. Capela (D. White gains possession),Atlanta,202403280ATL
12:00.0,29-28,,2,29,28,1,720.0,Start of 2nd quarter,Atlanta,202403280ATL
12:00.0,63-59,,3,63,59,4,1440.0,Start of 3rd quarter,Atlanta,202403280ATL
12:00.0,90-89,,4,90,89,1,2160.0,Start of 4th quarter,Atlanta,202403280ATL
0:00.0,122-123,Lead change,5,122,123,-1,3180.0, ,Atlanta,202403280ATL
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: K. Porziņģis vs. J. Valančiūnas (D. White gains possession),New Orleans,202403300NOP
12:00.0,28-37,,2,28,37,-9,720.0,Start of 2nd quarter,New Orleans,202403300NOP
12:00.0,59-57,,3,59,57,2,1440.0,Start of 3rd quarter,New Orleans,202403300NOP
12:00.0,83-68,,4,83,68,15,2160.0,Start of 4th quarter,New Orleans,202403300NOP
0:00.0,104-92,,4,104,92,12,2880.0,End of 4th quarter,New Orleans,202403300NOP
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: K. Porziņģis vs. G. Williams (D. White gains possession),Charlotte,202404010CHO
12:00.0,30-32,,2,30,32,-2,720.0,Start of 2nd quarter,Charlotte,202404010CHO
12:00.0,59-53,,3,59,53,6,1440.0,Start of 3rd quarter,Charlotte,202404010CHO
12:00.0,95-79,,4,95,79,16,2160.0,Start of 4th quarter,Charlotte,202404010CHO
0:00.0,118-104,,4,118,104,14,2880.0,End of 4th quarter,Charlotte,202404010CHO
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: C. Holmgren vs. K. Porziņģis (J. Holiday gains possession),Oklahoma City,202404030BOS
12:00.0,23-30,,2,30,23,7,720.0,Start of 2nd quarter,Oklahoma City,202404030BOS
12:00.0,47-61,,3,61,47,14,1440.0,Start of 3rd quarter,Oklahoma City,202404030BOS
12:00.0,83-93,,4,93,83,10,2160.0,Start of 4th quarter,Oklahoma City,202404030BOS
0:00.0,100-135,,4,135,100,35,2880.0,End of 4th quarter,Oklahoma City,202404030BOS
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: D. Sabonis vs. K. Porziņģis (A. Horford gains possession),Sacramento,202404050BOS
12:00.0,15-27,,2,27,15,12,720.0,Start of 2nd quarter,Sacramento,202404050BOS
12:00.0,50-54,,3,54,50,4,1440.0,Start of 3rd quarter,Sacramento,202404050BOS
12:00.0,72-84,,4,84,72,12,2160.0,Start of 4th quarter,Sacramento,202404050BOS
0:00.0,100-101,,4,101,100,1,2880.0, ,Sacramento,202404050BOS
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: D. Ayton vs. K. Porziņģis (D. White gains possession),Portland,202404070BOS
12:00.0,24-30,,2,30,24,6,720.0,Start of 2nd quarter,Portland,202404070BOS
12:00.0,56-63,,3,63,56,7,1440.0,Start of 3rd quarter,Portland,202404070BOS
12:00.0,85-93,,4,93,85,8,2160.0,Start of 4th quarter,Portland,202404070BOS
0:00.0,107-124,,4,124,107,17,2880.0,End of 4th quarter,Portland,202404070BOS
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: X. Tillman vs. B. Lopez (G. Antetokounmpo gains possession),Milwaukee,202404090MIL
12:00.0,21-37,,2,21,37,-16,720.0,Start of 2nd quarter,Milwaukee,202404090MIL
12:00.0,43-63,,3,43,63,-20,1440.0,Start of 3rd quarter,Milwaukee,202404090MIL
12:00.0,67-78,,4,67,78,-11,2160.0,Start of 4th quarter,Milwaukee,202404090MIL
0:00.0,91-104,,4,91,104,-13,2880.0,End of 4th quarter,Milwaukee,202404090MIL
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: I. Hartenstein vs. K. Porziņģis (D. White gains possession),New York,202404110BOS
12:00.0,32-29,,2,29,32,-3,720.0,Start of 2nd quarter,New York,202404110BOS
12:00.0,69-48,,3,48,69,-21,1440.0,Start of 3rd quarter,New York,202404110BOS
12:00.0,100-71,,4,71,100,-29,2160.0,Start of 4th quarter,New York,202404110BOS
0:00.0,118-109,,4,109,118,-9,2880.0, ,New York,202404110BOS
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: M. Bolden vs. L. Kornet (S. Mykhailiuk gains possession),Charlotte,202404120BOS
12:00.0,24-30,,2,30,24,6,720.0,Start of 2nd quarter,Charlotte,202404120BOS
12:00.0,43-69,,3,69,43,26,1440.0,Start of 3rd quarter,Charlotte,202404120BOS
12:00.0,76-94,,4,94,76,18,2160.0,Start of 4th quarter,Charlotte,202404120BOS
0:00.0,98-131,,4,131,98,33,2880.0,End of 4th quarter,Charlotte,202404120BOS
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: D. Avdija vs. L. Kornet (J. Walsh gains possession),Washington,202404140BOS
12:00.0,30-34,,2,34,30,4,720.0,Start of 2nd quarter,Washington,202404140BOS
12:00.0,59-69,,3,69,59,10,1440.0,Start of 3rd quarter,Washington,202404140BOS
12:00.0,89-107,,4,107,89,18,2160.0,Start of 4th quarter,Washington,202404140BOS
0:00.0,122-132,,4,132,122,10,2880.0,End of 4th quarter,Washington,202404140BOS
