Time,Score,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime,Notes,OpponentName,id
0:00.0,113-119,,4,119,113,6,2880.0,End of 4th quarter,Philadelphia,202312250MIA
6:09.0,17-9,,1,17,9,8,351.0,Offensive rebound by R. Hampton,Golden State,202312280GSW
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Adebayo vs. K. Looney (T. Herro gains possession),Golden State,202312280GSW
6:08.0,38-34,,2,38,34,4,1072.0, ,Golden State,202312280GSW
12:00.0,22-25,,2,22,25,-3,720.0,Start of 2nd quarter,Golden State,202312280GSW
6:01.0,78-68,,3,78,68,10,1799.0,T. Herro makes 3-pt jump shot from 26 ft,Golden State,202312280GSW
12:00.0,58-51,,3,58,51,7,1440.0,Start of 3rd quarter,Golden State,202312280GSW
6:00.0,102-82,,4,102,82,20,2520.0, ,Golden State,202312280GSW
12:00.0,91-76,,4,91,76,15,2160.0,Start of 4th quarter,Golden State,202312280GSW
0:00.0,114-102,,4,114,102,12,2880.0,End of 4th quarter,Golden State,202312280GSW
6:08.0,13-15,,1,13,15,-2,352.0,T. Herro makes 2-pt jump shot from 10 ft,Utah,202312300UTA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Adebayo vs. J. Collins (J. Butler gains possession),Utah,202312300UTA
6:04.0,41-37,,2,41,37,4,1076.0,Turnover by H. Highsmith (lost ball; steal by C. Sexton),Utah,202312300UTA
12:00.0,28-27,,2,28,27,1,720.0,Start of 2nd quarter,Utah,202312300UTA
6:01.0,73-67,,3,73,67,6,1799.0,B. Adebayo makes free throw 2 of 2,Utah,202312300UTA
12:00.0,53-54,,3,53,54,-1,1440.0,Start of 3rd quarter,Utah,202312300UTA
6:17.0,97-100,,4,97,100,-3,2503.0, ,Utah,202312300UTA
12:00.0,88-88,,4,88,88,0,2160.0,Start of 4th quarter,Utah,202312300UTA
0:00.0,109-117,,4,109,117,-8,2880.0,End of 4th quarter,Utah,202312300UTA
6:11.0,11-12,Lead change,1,11,12,-1,349.0, ,LA Clippers,202401010LAC
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Adebayo vs. I. Zubac (K. Lowry gains possession),LA Clippers,202401010LAC
6:04.0,46-38,,2,46,38,8,1076.0, ,LA Clippers,202401010LAC
12:00.0,35-23,,2,35,23,12,720.0,Start of 2nd quarter,LA Clippers,202401010LAC
6:02.0,68-75,,3,68,75,-7,1798.0, ,LA Clippers,202401010LAC
12:00.0,58-59,,3,58,59,-1,1440.0,Start of 3rd quarter,LA Clippers,202401010LAC
6:16.0,94-110,,4,94,110,-16,2504.0, ,LA Clippers,202401010LAC
12:00.0,85-95,,4,85,95,-10,2160.0,Start of 4th quarter,LA Clippers,202401010LAC
0:00.0,104-121,,4,104,121,-17,2880.0,End of 4th quarter,LA Clippers,202401010LAC
6:12.0,12-9,,1,12,9,3,348.0, ,LA Lakers,202401030LAL
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Adebayo vs. A. Davis (K. Lowry gains possession),LA Lakers,202401030LAL
6:02.0,37-27,,2,37,27,10,1078.0,N. Jović makes 2-pt layup from 2 ft (assist by K. Lowry),LA Lakers,202401030LAL
12:00.0,25-18,,2,25,18,7,720.0,Start of 2nd quarter,LA Lakers,202401030LAL
6:01.0,64-55,,3,64,55,9,1799.0, ,LA Lakers,202401030LAL
12:00.0,53-45,,3,53,45,8,1440.0,Start of 3rd quarter,LA Lakers,202401030LAL
6:08.0,93-82,,4,93,82,11,2512.0, ,LA Lakers,202401030LAL
12:00.0,72-67,,4,72,67,5,2160.0,Start of 4th quarter,LA Lakers,202401030LAL
0:00.0,110-96,,4,110,96,14,2880.0,End of 4th quarter,LA Lakers,202401030LAL
6:13.0,12-16,,1,12,16,-4,347.0, ,Phoenix,202401050PHO
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Adebayo vs. J. Nurkić (N. Jović gains possession),Phoenix,202401050PHO
6:00.0,43-46,,2,43,46,-3,1080.0,J. Richardson misses 3-pt jump shot from 25 ft,Phoenix,202401050PHO
12:00.0,29-33,,2,29,33,-4,720.0,Start of 2nd quarter,Phoenix,202401050PHO
6:11.0,65-83,,3,65,83,-18,1789.0, ,Phoenix,202401050PHO
12:00.0,55-62,,3,55,62,-7,1440.0,Start of 3rd quarter,Phoenix,202401050PHO
6:04.0,85-101,,4,85,101,-16,2516.0,Defensive rebound by T. Herro,Phoenix,202401050PHO
12:00.0,75-94,,4,75,94,-19,2160.0,Start of 4th quarter,Phoenix,202401050PHO
0:00.0,97-113,,4,97,113,-16,2880.0,End of 4th quarter,Phoenix,202401050PHO
6:01.0,11-12,,1,12,11,1,359.0, ,Houston,202401080MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: A. Sengun vs. B. Adebayo (T. Herro gains possession),Houston,202401080MIA
6:04.0,39-48,,2,48,39,9,1076.0,K. Love enters the game for J. Jaquez,Houston,202401080MIA
12:00.0,27-34,,2,34,27,7,720.0,Start of 2nd quarter,Houston,202401080MIA
6:04.0,71-75,,3,75,71,4,1796.0, ,Houston,202401080MIA
12:00.0,59-59,,3,59,59,0,1440.0,Start of 3rd quarter,Houston,202401080MIA
6:01.0,97-110,,4,110,97,13,2519.0,J. Jaquez makes free throw 2 of 2,Houston,202401080MIA
12:00.0,82-91,,4,91,82,9,2160.0,Start of 4th quarter,Houston,202401080MIA
0:00.0,113-120,,4,120,113,7,2880.0,End of 4th quarter,Houston,202401080MIA
6:02.0,13-21,,1,21,13,8,358.0, ,Oklahoma City,202401100MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: C. Holmgren vs. B. Adebayo (H. Highsmith gains possession),Oklahoma City,202401100MIA
6:10.0,50-53,,2,53,50,3,1070.0, ,Oklahoma City,202401100MIA
12:00.0,29-35,,2,35,29,6,720.0,Start of 2nd quarter,Oklahoma City,202401100MIA
6:09.0,86-79,,3,79,86,-7,1791.0, ,Oklahoma City,202401100MIA
12:00.0,65-69,,3,69,65,4,1440.0,Start of 3rd quarter,Oklahoma City,202401100MIA
6:09.0,112-103,,4,103,112,-9,2511.0, ,Oklahoma City,202401100MIA
12:00.0,99-96,,4,96,99,-3,2160.0,Start of 4th quarter,Oklahoma City,202401100MIA
0:00.0,128-120,,4,120,128,-8,2880.0,End of 4th quarter,Oklahoma City,202401100MIA
6:06.0,14-15,,1,15,14,1,354.0, ,Orlando,202401120MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: G. Bitadze vs. B. Adebayo (H. Highsmith gains possession),Orlando,202401120MIA
6:13.0,35-43,,2,43,35,8,1067.0,J. Jaquez makes 2-pt layup from 7 ft,Orlando,202401120MIA
12:00.0,22-30,,2,30,22,8,720.0,Start of 2nd quarter,Orlando,202401120MIA
6:00.0,60-69,,3,69,60,9,1800.0, ,Orlando,202401120MIA
12:00.0,55-56,,3,56,55,1,1440.0,Start of 3rd quarter,Orlando,202401120MIA
6:02.0,86-88,,4,88,86,2,2518.0,Defensive rebound by J. Jaquez,Orlando,202401120MIA
12:00.0,73-75,,4,75,73,2,2160.0,Start of 4th quarter,Orlando,202401120MIA
0:00.0,96-99,,4,99,96,3,2880.0, ,Orlando,202401120MIA
6:03.0,6-11,,1,11,6,5,357.0, ,Charlotte,202401140MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: N. Richards vs. B. Adebayo (N. Jović gains possession),Charlotte,202401140MIA
6:03.0,23-38,,2,38,23,15,1077.0,N. Jović enters the game for J. Richardson,Charlotte,202401140MIA
12:00.0,16-26,,2,26,16,10,720.0,Start of 2nd quarter,Charlotte,202401140MIA
6:06.0,52-67,,3,67,52,15,1794.0,T. Herro makes free throw 1 of 1,Charlotte,202401140MIA
12:00.0,31-52,,3,52,31,21,1440.0,Start of 3rd quarter,Charlotte,202401140MIA
6:09.0,72-95,,4,95,72,23,2511.0, ,Charlotte,202401140MIA
12:00.0,61-77,,4,77,61,16,2160.0,Start of 4th quarter,Charlotte,202401140MIA
0:00.0,87-104,,4,104,87,17,2880.0,End of 4th quarter,Charlotte,202401140MIA
6:10.0,8-5,,1,8,5,3,350.0, ,Brooklyn,202401150BRK
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Adebayo vs. N. Claxton (S. Dinwiddie gains possession),Brooklyn,202401150BRK
6:12.0,21-35,,2,21,35,-14,1068.0,Defensive rebound by D. Robinson,Brooklyn,202401150BRK
12:00.0,16-22,,2,16,22,-6,720.0,Start of 2nd quarter,Brooklyn,202401150BRK
6:00.0,48-50,,3,48,50,-2,1800.0,N. Jović makes 3-pt jump shot from 26 ft (assist by K. Lowry),Brooklyn,202401150BRK
12:00.0,31-45,,3,31,45,-14,1440.0,Start of 3rd quarter,Brooklyn,202401150BRK
6:15.0,79-74,,4,79,74,5,2505.0,J. Butler makes 2-pt layup from 2 ft,Brooklyn,202401150BRK
12:00.0,68-69,,4,68,69,-1,2160.0,Start of 4th quarter,Brooklyn,202401150BRK
0:00.0,96-95,,5,96,95,1,3180.0,End of 1st overtime,Brooklyn,202401150BRK
6:02.0,11-22,,1,11,22,-11,358.0, ,Toronto,202401170TOR
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Adebayo vs. S. Barnes (K. Lowry gains possession),Toronto,202401170TOR
6:11.0,30-62,,2,30,62,-32,1069.0,C. Martin makes free throw 2 of 2,Toronto,202401170TOR
12:00.0,18-41,,2,18,41,-23,720.0,Start of 2nd quarter,Toronto,202401170TOR
6:20.0,61-82,,3,61,82,-21,1780.0,T. Herro makes 2-pt jump shot from 8 ft,Toronto,202401170TOR
12:00.0,43-78,,3,43,78,-35,1440.0,Start of 3rd quarter,Toronto,202401170TOR
6:00.0,88-106,,4,88,106,-18,2520.0, ,Toronto,202401170TOR
12:00.0,73-94,,4,73,94,-21,2160.0,Start of 4th quarter,Toronto,202401170TOR
0:00.0,97-121,,4,97,121,-24,2880.0,End of 4th quarter,Toronto,202401170TOR
6:06.0,15-11,,1,11,15,-4,354.0,B. Adebayo makes 2-pt jump shot from 8 ft,Atlanta,202401190MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: C. Capela vs. B. Adebayo (D. Murray gains possession),Atlanta,202401190MIA
6:11.0,36-34,,2,34,36,-2,1069.0, ,Atlanta,202401190MIA
12:00.0,32-24,,2,24,32,-8,720.0,Start of 2nd quarter,Atlanta,202401190MIA
6:02.0,70-77,,3,77,70,7,1798.0, ,Atlanta,202401190MIA
12:00.0,57-56,,3,56,57,-1,1440.0,Start of 3rd quarter,Atlanta,202401190MIA
6:00.0,92-93,,4,93,92,1,2520.0, ,Atlanta,202401190MIA
12:00.0,81-83,,4,83,81,2,2160.0,Start of 4th quarter,Atlanta,202401190MIA
0:00.0,109-108,,4,108,109,-1,2880.0,End of 4th quarter,Atlanta,202401190MIA
6:13.0,10-10,Tie,1,10,10,0,347.0, ,Orlando,202401210ORL
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Adebayo vs. W. Carter (T. Herro gains possession),Orlando,202401210ORL
6:06.0,29-36,,2,29,36,-7,1074.0,Turnover by B. Adebayo (bad pass; steal by C. Anthony),Orlando,202401210ORL
12:00.0,19-22,,2,19,22,-3,720.0,Start of 2nd quarter,Orlando,202401210ORL
6:07.0,58-66,,3,58,66,-8,1793.0,J. Butler makes 2-pt layup from 2 ft (assist by B. Adebayo),Orlando,202401210ORL
12:00.0,46-48,,3,46,48,-2,1440.0,Start of 3rd quarter,Orlando,202401210ORL
6:23.0,78-100,,4,78,100,-22,2497.0,J. Butler enters the game for D. Robinson,Orlando,202401210ORL
12:00.0,69-81,,4,69,81,-12,2160.0,Start of 4th quarter,Orlando,202401210ORL
0:00.0,87-105,,4,87,105,-18,2880.0,End of 4th quarter,Orlando,202401210ORL
6:02.0,8-11,,1,11,8,3,358.0,Miami full timeout,Memphis,202401240MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: J. Jackson vs. B. Adebayo (J. Konchar gains possession),Memphis,202401240MIA
6:09.0,31-31,Tie,2,31,31,0,1071.0,J. Butler makes free throw 2 of 2,Memphis,202401240MIA
12:00.0,21-22,,2,22,21,1,720.0,Start of 2nd quarter,Memphis,202401240MIA
6:09.0,66-58,,3,58,66,-8,1791.0, ,Memphis,202401240MIA
12:00.0,49-42,,3,42,49,-7,1440.0,Start of 3rd quarter,Memphis,202401240MIA
6:11.0,90-83,,4,83,90,-7,2509.0,D. Robinson makes 2-pt jump shot from 11 ft (assist by T. Rozier),Memphis,202401240MIA
12:00.0,82-68,,4,68,82,-14,2160.0,Start of 4th quarter,Memphis,202401240MIA
0:00.0,105-96,,4,96,105,-9,2880.0,End of 4th quarter,Memphis,202401240MIA
6:13.0,20-12,,1,12,20,-8,347.0, ,Boston,202401250MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: K. Porziņģis vs. B. Adebayo (D. White gains possession),Boston,202401250MIA
6:05.0,58-44,,2,44,58,-14,1075.0, ,Boston,202401250MIA
12:00.0,42-29,,2,29,42,-13,720.0,Start of 2nd quarter,Boston,202401250MIA
6:10.0,98-79,,3,79,98,-19,1790.0,T. Herro makes 3-pt jump shot from 28 ft (assist by J. Butler),Boston,202401250MIA
12:00.0,77-64,,3,64,77,-13,1440.0,Start of 3rd quarter,Boston,202401250MIA
6:16.0,126-96,,4,96,126,-30,2504.0,H. Highsmith makes 2-pt dunk from 3 ft,Boston,202401250MIA
12:00.0,113-90,,4,90,113,-23,2160.0,Start of 4th quarter,Boston,202401250MIA
0:00.0,143-110,,4,110,143,-33,2880.0,End of 4th quarter,Boston,202401250MIA
6:05.0,15-9,,1,15,9,6,355.0, ,New York,202401270NYK
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Adebayo vs. I. Hartenstein (T. Herro gains possession),New York,202401270NYK
6:03.0,40-41,Lead change,2,40,41,-1,1077.0, ,New York,202401270NYK
12:00.0,30-27,,2,30,27,3,720.0,Start of 2nd quarter,New York,202401270NYK
6:00.0,67-70,,3,67,70,-3,1800.0,T. Herro makes 3-pt jump shot from 26 ft (assist by B. Adebayo),New York,202401270NYK
12:00.0,51-61,,3,51,61,-10,1440.0,Start of 3rd quarter,New York,202401270NYK
6:03.0,96-112,,4,96,112,-16,2517.0, ,New York,202401270NYK
12:00.0,86-89,,4,86,89,-3,2160.0,Start of 4th quarter,New York,202401270NYK
0:00.0,109-125,,4,109,125,-16,2880.0,End of 4th quarter,New York,202401270NYK
6:02.0,14-15,,1,15,14,1,358.0,Turnover by Team (shot clock),Phoenix,202401290MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: J. Nurkić vs. B. Adebayo (B. Beal gains possession),Phoenix,202401290MIA
6:21.0,46-37,,2,37,46,-9,1059.0,T. Herro makes free throw 2 of 2,Phoenix,202401290MIA
12:00.0,33-25,,2,25,33,-8,720.0,Start of 2nd quarter,Phoenix,202401290MIA
6:23.0,79-61,,3,61,79,-18,1777.0,J. Butler makes free throw 2 of 2,Phoenix,202401290MIA
12:00.0,62-49,,3,49,62,-13,1440.0,Start of 3rd quarter,Phoenix,202401290MIA
6:03.0,107-91,,4,91,107,-16,2517.0,Violation by Team (kicked ball),Phoenix,202401290MIA
12:00.0,100-74,,4,74,100,-26,2160.0,Start of 4th quarter,Phoenix,202401290MIA
0:00.0,118-105,,4,105,118,-13,2880.0,End of 4th quarter,Phoenix,202401290MIA
6:03.0,12-10,,1,10,12,-2,357.0,K. Love enters the game for T. Herro,Sacramento,202401310MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: D. Sabonis vs. B. Adebayo (J. Butler gains possession),Sacramento,202401310MIA
6:02.0,31-49,,2,49,31,18,1078.0,C. Martin makes 2-pt layup from 5 ft (assist by T. Rozier),Sacramento,202401310MIA
12:00.0,22-28,,2,28,22,6,720.0,Start of 2nd quarter,Sacramento,202401310MIA
6:07.0,75-77,,3,77,75,2,1793.0, ,Sacramento,202401310MIA
12:00.0,55-59,,3,59,55,4,1440.0,Start of 3rd quarter,Sacramento,202401310MIA
6:01.0,90-99,,4,99,90,9,2519.0, ,Sacramento,202401310MIA
12:00.0,84-90,,4,90,84,6,2160.0,Start of 4th quarter,Sacramento,202401310MIA
0:00.0,106-115,,4,115,106,9,2880.0,End of 4th quarter,Sacramento,202401310MIA
6:07.0,15-18,,1,15,18,-3,353.0, ,Washington,202402020WAS
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Adebayo vs. D. Gafford (T. Rozier gains possession),Washington,202402020WAS
6:01.0,39-47,,2,39,47,-8,1079.0,C. Martin misses 2-pt jump shot from 18 ft,Washington,202402020WAS
12:00.0,31-33,,2,31,33,-2,720.0,Start of 2nd quarter,Washington,202402020WAS
6:03.0,65-68,,3,65,68,-3,1797.0,T. Rozier makes technical free throw,Washington,202402020WAS
12:00.0,56-59,,3,56,59,-3,1440.0,Start of 3rd quarter,Washington,202402020WAS
6:04.0,100-84,,4,100,84,16,2516.0,C. Martin makes 2-pt jump shot from 12 ft,Washington,202402020WAS
12:00.0,87-74,,4,87,74,13,2160.0,Start of 4th quarter,Washington,202402020WAS
0:00.0,110-102,,4,110,102,8,2880.0,End of 4th quarter,Washington,202402020WAS
6:00.0,7-16,,1,16,7,9,360.0, ,LA Clippers,202402040MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: I. Zubac vs. B. Adebayo (T. Rozier gains possession),LA Clippers,202402040MIA
6:02.0,33-31,,2,31,33,-2,1078.0,Defensive rebound by H. Highsmith,LA Clippers,202402040MIA
12:00.0,19-22,,2,22,19,3,720.0,Start of 2nd quarter,LA Clippers,202402040MIA
6:18.0,59-54,,3,54,59,-5,1782.0,J. Richardson makes 3-pt jump shot from 23 ft (assist by J. Jaquez),LA Clippers,202402040MIA
12:00.0,43-43,,3,43,43,0,1440.0,Start of 3rd quarter,LA Clippers,202402040MIA
6:15.0,85-78,,4,78,85,-7,2505.0,J. Butler makes 2-pt jump shot from 7 ft,LA Clippers,202402040MIA
12:00.0,69-67,,4,67,69,-2,2160.0,Start of 4th quarter,LA Clippers,202402040MIA
0:00.0,103-95,,4,95,103,-8,2880.0,End of 4th quarter,LA Clippers,202402040MIA
6:10.0,4-13,,1,13,4,9,350.0, ,Orlando,202402060MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: W. Carter vs. B. Adebayo (J. Suggs gains possession),Orlando,202402060MIA
6:05.0,28-43,,2,43,28,15,1075.0,T. Herro makes 3-pt jump shot from 26 ft (assist by J. Richardson),Orlando,202402060MIA
12:00.0,19-26,,2,26,19,7,720.0,Start of 2nd quarter,Orlando,202402060MIA
6:06.0,60-73,,3,73,60,13,1794.0,J. Butler makes free throw 2 of 2,Orlando,202402060MIA
12:00.0,49-56,,3,56,49,7,1440.0,Start of 3rd quarter,Orlando,202402060MIA
6:03.0,88-106,,4,106,88,18,2517.0, ,Orlando,202402060MIA
12:00.0,75-96,,4,96,75,21,2160.0,Start of 4th quarter,Orlando,202402060MIA
0:00.0,95-121,,4,121,95,26,2880.0,End of 4th quarter,Orlando,202402060MIA
6:04.0,16-18,,1,18,16,2,356.0,B. Adebayo makes 2-pt jump shot from 6 ft (assist by T. Rozier),San Antonio,202402070MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: V. Wembanyama vs. B. Adebayo (J. Butler gains possession),San Antonio,202402070MIA
6:01.0,40-36,,2,36,40,-4,1079.0, ,San Antonio,202402070MIA
12:00.0,31-32,,2,32,31,1,720.0,Start of 2nd quarter,San Antonio,202402070MIA
6:02.0,66-67,,3,67,66,1,1798.0, ,San Antonio,202402070MIA
12:00.0,51-53,,3,53,51,2,1440.0,Start of 3rd quarter,San Antonio,202402070MIA
6:06.0,87-96,,4,96,87,9,2514.0, ,San Antonio,202402070MIA
12:00.0,77-78,,4,78,77,1,2160.0,Start of 4th quarter,San Antonio,202402070MIA
0:00.0,104-116,,4,116,104,12,2880.0,End of 4th quarter,San Antonio,202402070MIA
6:07.0,13-12,Lead change,1,12,13,-1,353.0, ,Boston,202402110MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: K. Porziņģis vs. B. Adebayo (D. White gains possession),Boston,202402110MIA
6:05.0,43-37,,2,37,43,-6,1075.0, ,Boston,202402110MIA
12:00.0,26-22,,2,22,26,-4,720.0,Start of 2nd quarter,Boston,202402110MIA
6:04.0,77-67,,3,67,77,-10,1796.0, ,Boston,202402110MIA
12:00.0,59-50,,3,50,59,-9,1440.0,Start of 3rd quarter,Boston,202402110MIA
6:06.0,99-94,,4,94,99,-5,2514.0,Defensive rebound by B. Adebayo,Boston,202402110MIA
12:00.0,86-79,,4,79,86,-7,2160.0,Start of 4th quarter,Boston,202402110MIA
0:00.0,110-106,,4,106,110,-4,2880.0,End of 4th quarter,Boston,202402110MIA
6:15.0,22-15,,1,22,15,7,345.0, ,Milwaukee,202402130MIL
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Adebayo vs. B. Lopez (G. Antetokounmpo gains possession),Milwaukee,202402130MIL
6:01.0,54-39,,2,54,39,15,1079.0,J. Jaquez makes 2-pt layup from 1 ft,Milwaukee,202402130MIL
12:00.0,40-28,,2,40,28,12,720.0,Start of 2nd quarter,Milwaukee,202402130MIL
6:02.0,82-70,,3,82,70,12,1798.0,Defensive rebound by D. Robinson,Milwaukee,202402130MIL
12:00.0,69-52,,3,69,52,17,1440.0,Start of 3rd quarter,Milwaukee,202402130MIL
6:03.0,117-87,,4,117,87,30,2517.0,J. Jaquez makes 2-pt layup from 6 ft,Milwaukee,202402130MIL
12:00.0,98-76,,4,98,76,22,2160.0,Start of 4th quarter,Milwaukee,202402130MIL
0:00.0,123-97,,4,123,97,26,2880.0,End of 4th quarter,Milwaukee,202402130MIL
6:02.0,17-22,,1,17,22,-5,358.0,Loose ball foul by N. Jović (drawn by P. Reed),Philadelphia,202402140PHI
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Adebayo vs. P. Reed (D. Robinson gains possession),Philadelphia,202402140PHI
6:03.0,46-48,,2,46,48,-2,1077.0,Turnover by T. Herro (bad pass),Philadelphia,202402140PHI
12:00.0,33-33,,2,33,33,0,720.0,Start of 2nd quarter,Philadelphia,202402140PHI
6:07.0,68-73,,3,68,73,-5,1793.0, ,Philadelphia,202402140PHI
12:00.0,60-62,,3,60,62,-2,1440.0,Start of 3rd quarter,Philadelphia,202402140PHI
6:17.0,94-93,,4,94,93,1,2503.0, ,Philadelphia,202402140PHI
12:00.0,83-82,,4,83,82,1,2160.0,Start of 4th quarter,Philadelphia,202402140PHI
0:00.0,109-104,,4,109,104,5,2880.0,End of 4th quarter,Philadelphia,202402140PHI
6:00.0,20-10,,1,20,10,10,360.0,Turnover by J. Butler (bad pass; steal by T. Murphy),New Orleans,202402230NOP
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Adebayo vs. J. Valančiūnas (C. McCollum gains possession),New Orleans,202402230NOP
6:02.0,52-37,,2,52,37,15,1078.0, ,New Orleans,202402230NOP
12:00.0,31-24,,2,31,24,7,720.0,Start of 2nd quarter,New Orleans,202402230NOP
6:17.0,72-66,,3,72,66,6,1783.0, ,New Orleans,202402230NOP
12:00.0,58-58,,3,58,58,0,1440.0,Start of 3rd quarter,New Orleans,202402230NOP
6:12.0,94-91,,4,94,91,3,2508.0, ,New Orleans,202402230NOP
12:00.0,84-80,,4,84,80,4,2160.0,Start of 4th quarter,New Orleans,202402230NOP
0:00.0,106-95,,4,106,95,11,2880.0,End of 4th quarter,New Orleans,202402230NOP
6:00.0,15-13,,1,15,13,2,360.0, ,Sacramento,202402260SAC
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Adebayo vs. D. Sabonis (D. Robinson gains possession),Sacramento,202402260SAC
6:03.0,45-55,,2,45,55,-10,1077.0, ,Sacramento,202402260SAC
12:00.0,32-33,,2,32,33,-1,720.0,Start of 2nd quarter,Sacramento,202402260SAC
6:02.0,81-73,,3,81,73,8,1798.0, ,Sacramento,202402260SAC
12:00.0,65-62,,3,65,62,3,1440.0,Start of 3rd quarter,Sacramento,202402260SAC
6:08.0,106-98,,4,106,98,8,2512.0, ,Sacramento,202402260SAC
12:00.0,101-81,,4,101,81,20,2160.0,Start of 4th quarter,Sacramento,202402260SAC
0:00.0,121-110,,4,121,110,11,2880.0, ,Sacramento,202402260SAC
6:01.0,7-17,,1,7,17,-10,359.0,J. Jaquez enters the game for J. Butler,Portland,202402270POR
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Adebayo vs. D. Ayton (A. Simons gains possession),Portland,202402270POR
6:03.0,34-43,,2,34,43,-9,1077.0, ,Portland,202402270POR
12:00.0,15-28,,2,15,28,-13,720.0,Start of 2nd quarter,Portland,202402270POR
6:01.0,67-67,Tie,3,67,67,0,1799.0,N. Jović makes 3-pt jump shot from 26 ft (assist by T. Rozier),Portland,202402270POR
12:00.0,46-56,,3,46,56,-10,1440.0,Start of 3rd quarter,Portland,202402270POR
6:21.0,95-88,,4,95,88,7,2499.0,B. Adebayo makes free throw 2 of 2,Portland,202402270POR
12:00.0,80-76,,4,80,76,4,2160.0,Start of 4th quarter,Portland,202402270POR
0:00.0,106-96,,4,106,96,10,2880.0,End of 4th quarter,Portland,202402270POR
6:01.0,9-19,,1,9,19,-10,359.0, ,Denver,202402290DEN
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Adebayo vs. N. Jokić (J. Butler gains possession),Denver,202402290DEN
6:08.0,34-43,,2,34,43,-9,1072.0, ,Denver,202402290DEN
12:00.0,20-36,,2,20,36,-16,720.0,Start of 2nd quarter,Denver,202402290DEN
6:03.0,63-67,,3,63,67,-4,1797.0, ,Denver,202402290DEN
12:00.0,51-56,,3,51,56,-5,1440.0,Start of 3rd quarter,Denver,202402290DEN
6:02.0,81-92,,4,81,92,-11,2518.0,Jump ball: N. Jokić vs. B. Adebayo (C. Braun gains possession),Denver,202402290DEN
12:00.0,70-83,,4,70,83,-13,2160.0,Start of 4th quarter,Denver,202402290DEN
0:00.0,97-103,,4,97,103,-6,2880.0,End of 4th quarter,Denver,202402290DEN
6:09.0,16-18,,1,18,16,2,351.0, ,Utah,202403020MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: J. Collins vs. B. Adebayo (J. Butler gains possession),Utah,202403020MIA
6:19.0,43-46,Lead change,2,46,43,3,1061.0,D. Robinson makes 3-pt jump shot from 28 ft (assist by B. Adebayo),Utah,202403020MIA
12:00.0,34-30,,2,30,34,-4,720.0,Start of 2nd quarter,Utah,202403020MIA
6:06.0,76-72,,3,72,76,-4,1794.0, ,Utah,202403020MIA
12:00.0,62-58,,3,58,62,-4,1440.0,Start of 3rd quarter,Utah,202403020MIA
6:03.0,102-106,,4,106,102,4,2517.0,T. Rozier enters the game for D. Robinson,Utah,202403020MIA
12:00.0,90-90,,4,90,90,0,2160.0,Start of 4th quarter,Utah,202403020MIA
0:00.0,120-126,,4,126,120,6,2880.0,End of 4th quarter,Utah,202403020MIA
6:05.0,10-16,,1,16,10,6,355.0, ,Detroit,202403050MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: J. Duren vs. B. Adebayo (J. Butler gains possession),Detroit,202403050MIA
6:07.0,44-51,,2,51,44,7,1073.0, ,Detroit,202403050MIA
12:00.0,26-36,,2,36,26,10,720.0,Start of 2nd quarter,Detroit,202403050MIA
6:00.0,74-82,,3,82,74,8,1800.0,N. Jović makes 2-pt layup from 5 ft (assist by B. Adebayo),Detroit,202403050MIA
12:00.0,60-61,,3,61,60,1,1440.0,Start of 3rd quarter,Detroit,202403050MIA
6:23.0,98-103,,4,103,98,5,2497.0,J. Jaquez makes 2-pt jump shot from 7 ft (assist by D. Robinson),Detroit,202403050MIA
