event,TeamScore,opponentScore,pointDifference,elapsedTime,opponent,id
,36,40,-4,795.0,IND,202312110DET
,37,40,-3,808.0,IND,202312110DET
,38,40,-2,808.0,IND,202312110DET
,38,42,-4,846.0,IND,202312110DET
,39,42,-3,859.0,IND,202312110DET
,40,42,-2,859.0,IND,202312110DET
,40,45,-5,872.0,IND,202312110DET
,42,45,-3,883.0,IND,202312110DET
,42,47,-5,920.0,IND,202312110DET
,43,47,-4,930.0,IND,202312110DET
,43,50,-7,940.0,IND,202312110DET
,46,50,-4,1006.0,IND,202312110DET
,49,50,-1,1080.0,IND,202312110DET
T,50,50,0,1119.0,IND,202312110DET
,50,53,-3,1141.0,IND,202312110DET
,52,53,-1,1162.0,IND,202312110DET
LC,54,53,1,1190.0,IND,202312110DET
T,54,54,0,1204.0,IND,202312110DET
LC,54,55,-1,1204.0,IND,202312110DET
LC,56,55,1,1220.0,IND,202312110DET
LC,56,57,-1,1236.0,IND,202312110DET
LC,59,57,2,1249.0,IND,202312110DET
,61,57,4,1293.0,IND,202312110DET
,61,59,2,1338.0,IND,202312110DET
T,61,61,0,1357.0,IND,202312110DET
LC,61,64,-3,1393.0,IND,202312110DET
,61,66,-5,1414.0,IND,202312110DET
,61,68,-7,1479.0,IND,202312110DET
,63,68,-5,1496.0,IND,202312110DET
,63,70,-7,1523.0,IND,202312110DET
,65,70,-5,1535.0,IND,202312110DET
,65,72,-7,1562.0,IND,202312110DET
,65,75,-10,1585.0,IND,202312110DET
,68,75,-7,1626.0,IND,202312110DET
,71,75,-4,1655.0,IND,202312110DET
,71,77,-6,1677.0,IND,202312110DET
,73,77,-4,1686.0,IND,202312110DET
,73,79,-6,1699.0,IND,202312110DET
,75,79,-4,1722.0,IND,202312110DET
,77,79,-2,1739.0,IND,202312110DET
,77,82,-5,1783.0,IND,202312110DET
,77,84,-7,1852.0,IND,202312110DET
,77,86,-9,1874.0,IND,202312110DET
,78,86,-8,1893.0,IND,202312110DET
,78,88,-10,1904.0,IND,202312110DET
,80,88,-8,1920.0,IND,202312110DET
,81,88,-7,1936.0,IND,202312110DET
,82,88,-6,1936.0,IND,202312110DET
,82,90,-8,1961.0,IND,202312110DET
,84,90,-6,1985.0,IND,202312110DET
,86,90,-4,2032.0,IND,202312110DET
,86,93,-7,2044.0,IND,202312110DET
,86,95,-9,2072.0,IND,202312110DET
,88,95,-7,2086.0,IND,202312110DET
,89,95,-6,2115.0,IND,202312110DET
,90,95,-5,2115.0,IND,202312110DET
,90,96,-6,2130.0,IND,202312110DET
,90,97,-7,2130.0,IND,202312110DET
,93,97,-4,2148.0,IND,202312110DET
,93,98,-5,2159.0,IND,202312110DET
,93,101,-8,2172.0,IND,202312110DET
,95,101,-6,2196.0,IND,202312110DET
,95,103,-8,2220.0,IND,202312110DET
,97,103,-6,2240.0,IND,202312110DET
,97,104,-7,2256.0,IND,202312110DET
,97,105,-8,2256.0,IND,202312110DET
,99,105,-6,2271.0,IND,202312110DET
,99,107,-8,2298.0,IND,202312110DET
,100,107,-7,2309.0,IND,202312110DET
,101,107,-6,2309.0,IND,202312110DET
,102,107,-5,2358.0,IND,202312110DET
,102,109,-7,2373.0,IND,202312110DET
,102,111,-9,2396.0,IND,202312110DET
,104,111,-7,2409.0,IND,202312110DET
,106,111,-5,2437.0,IND,202312110DET
,106,112,-6,2457.0,IND,202312110DET
,106,113,-7,2457.0,IND,202312110DET
,106,115,-9,2487.0,IND,202312110DET
,108,115,-7,2499.0,IND,202312110DET
,108,117,-9,2525.0,IND,202312110DET
,110,117,-7,2546.0,IND,202312110DET
,110,119,-9,2566.0,IND,202312110DET
,112,119,-7,2581.0,IND,202312110DET
,112,121,-9,2601.0,IND,202312110DET
,112,122,-10,2601.0,IND,202312110DET
,112,123,-11,2618.0,IND,202312110DET
,114,123,-9,2632.0,IND,202312110DET
,114,126,-12,2652.0,IND,202312110DET
,114,128,-14,2669.0,IND,202312110DET
,114,129,-15,2669.0,IND,202312110DET
,115,129,-14,2702.0,IND,202312110DET
,116,129,-13,2702.0,IND,202312110DET
,117,129,-12,2735.0,IND,202312110DET
,118,129,-11,2760.0,IND,202312110DET
,119,129,-10,2760.0,IND,202312110DET
,119,130,-11,2842.0,IND,202312110DET
,119,131,-12,2842.0,IND,202312110DET
,121,131,-10,2854.0,IND,202312110DET
,123,131,-8,2876.0,IND,202312110DET
F,123,131,-8,2880.0,IND,202312110DET
,0,0,0,0.0,PHI,202312130DET
,2,0,2,25.0,PHI,202312130DET
,2,1,1,43.0,PHI,202312130DET
T,2,2,0,43.0,PHI,202312130DET
,4,2,2,65.0,PHI,202312130DET
LC,4,5,-1,99.0,PHI,202312130DET
,4,7,-3,112.0,PHI,202312130DET
,6,7,-1,140.0,PHI,202312130DET
,6,10,-4,159.0,PHI,202312130DET
,6,12,-6,187.0,PHI,202312130DET
,6,13,-7,205.0,PHI,202312130DET
,6,14,-8,205.0,PHI,202312130DET
,6,15,-9,240.0,PHI,202312130DET
,6,16,-10,240.0,PHI,202312130DET
,8,16,-8,251.0,PHI,202312130DET
,10,16,-6,278.0,PHI,202312130DET
,12,16,-4,297.0,PHI,202312130DET
,14,16,-2,322.0,PHI,202312130DET
,15,16,-1,322.0,PHI,202312130DET
,15,18,-3,337.0,PHI,202312130DET
,15,19,-4,337.0,PHI,202312130DET
,17,19,-2,350.0,PHI,202312130DET
,17,22,-5,363.0,PHI,202312130DET
,19,22,-3,388.0,PHI,202312130DET
,19,25,-6,427.0,PHI,202312130DET
,19,27,-8,463.0,PHI,202312130DET
,19,28,-9,485.0,PHI,202312130DET
,19,29,-10,485.0,PHI,202312130DET
,19,30,-11,516.0,PHI,202312130DET
,19,31,-12,516.0,PHI,202312130DET
,21,31,-10,541.0,PHI,202312130DET
,21,32,-11,554.0,PHI,202312130DET
,21,33,-12,584.0,PHI,202312130DET
,23,33,-10,606.0,PHI,202312130DET
,23,35,-12,630.0,PHI,202312130DET
,25,35,-10,640.0,PHI,202312130DET
,25,37,-12,682.0,PHI,202312130DET
,26,37,-11,688.0,PHI,202312130DET
,26,39,-13,713.0,PHI,202312130DET
,26,41,-15,740.0,PHI,202312130DET
,28,41,-13,760.0,PHI,202312130DET
,29,41,-12,796.0,PHI,202312130DET
,30,41,-11,796.0,PHI,202312130DET
,31,41,-10,815.0,PHI,202312130DET
,31,44,-13,835.0,PHI,202312130DET
,31,46,-15,887.0,PHI,202312130DET
,31,48,-17,930.0,PHI,202312130DET
,32,48,-16,943.0,PHI,202312130DET
,33,48,-15,943.0,PHI,202312130DET
,36,48,-12,978.0,PHI,202312130DET
,38,48,-10,999.0,PHI,202312130DET
,38,50,-12,1024.0,PHI,202312130DET
,40,50,-10,1057.0,PHI,202312130DET
,40,53,-13,1080.0,PHI,202312130DET
,42,53,-11,1103.0,PHI,202312130DET
,42,55,-13,1123.0,PHI,202312130DET
,43,55,-12,1129.0,PHI,202312130DET
,43,57,-14,1141.0,PHI,202312130DET
,43,58,-15,1173.0,PHI,202312130DET
,43,59,-16,1173.0,PHI,202312130DET
,45,59,-14,1222.0,PHI,202312130DET
,45,61,-16,1293.0,PHI,202312130DET
,48,61,-13,1331.0,PHI,202312130DET
,48,64,-16,1346.0,PHI,202312130DET
,49,64,-15,1362.0,PHI,202312130DET
,50,64,-14,1362.0,PHI,202312130DET
,50,65,-15,1372.0,PHI,202312130DET
,50,66,-16,1372.0,PHI,202312130DET
,52,66,-14,1382.0,PHI,202312130DET
,52,68,-16,1392.0,PHI,202312130DET
,53,68,-15,1400.0,PHI,202312130DET
,56,68,-12,1432.0,PHI,202312130DET
,56,70,-14,1440.0,PHI,202312130DET
,57,70,-13,1475.0,PHI,202312130DET
,58,70,-12,1475.0,PHI,202312130DET
,58,72,-14,1490.0,PHI,202312130DET
,59,72,-13,1507.0,PHI,202312130DET
,60,72,-12,1507.0,PHI,202312130DET
,60,75,-15,1536.0,PHI,202312130DET
,62,75,-13,1548.0,PHI,202312130DET
,62,78,-16,1568.0,PHI,202312130DET
,63,78,-15,1577.0,PHI,202312130DET
,64,78,-14,1577.0,PHI,202312130DET
,64,80,-16,1592.0,PHI,202312130DET
,64,82,-18,1621.0,PHI,202312130DET
,66,82,-16,1646.0,PHI,202312130DET
,66,84,-18,1682.0,PHI,202312130DET
,68,84,-16,1707.0,PHI,202312130DET
,70,84,-14,1761.0,PHI,202312130DET
,70,86,-16,1787.0,PHI,202312130DET
,72,86,-14,1820.0,PHI,202312130DET
,73,86,-13,1847.0,PHI,202312130DET
,74,86,-12,1847.0,PHI,202312130DET
,74,88,-14,1863.0,PHI,202312130DET
,74,89,-15,1863.0,PHI,202312130DET
,74,92,-18,1891.0,PHI,202312130DET
,74,93,-19,1910.0,PHI,202312130DET
,74,94,-20,1910.0,PHI,202312130DET
,75,94,-19,1917.0,PHI,202312130DET
,76,94,-18,1917.0,PHI,202312130DET
,76,96,-20,1953.0,PHI,202312130DET
,78,96,-18,1972.0,PHI,202312130DET
,80,96,-16,2001.0,PHI,202312130DET
,80,98,-18,2032.0,PHI,202312130DET
,80,99,-19,2123.0,PHI,202312130DET
,80,100,-20,2123.0,PHI,202312130DET
,80,102,-22,2137.0,PHI,202312130DET
,80,104,-24,2157.0,PHI,202312130DET
,83,104,-21,2178.0,PHI,202312130DET
,83,106,-23,2198.0,PHI,202312130DET
,83,107,-24,2198.0,PHI,202312130DET
,83,108,-25,2293.0,PHI,202312130DET
,83,109,-26,2293.0,PHI,202312130DET
,86,109,-23,2303.0,PHI,202312130DET
,86,111,-25,2373.0,PHI,202312130DET
,86,112,-26,2373.0,PHI,202312130DET
,86,114,-28,2404.0,PHI,202312130DET
,86,116,-30,2425.0,PHI,202312130DET
,89,116,-27,2478.0,PHI,202312130DET
,89,118,-29,2492.0,PHI,202312130DET
,92,118,-26,2539.0,PHI,202312130DET
,93,118,-25,2563.0,PHI,202312130DET
,94,118,-24,2563.0,PHI,202312130DET
,94,120,-26,2581.0,PHI,202312130DET
,96,120,-24,2626.0,PHI,202312130DET
,98,120,-22,2656.0,PHI,202312130DET
,98,121,-23,2673.0,PHI,202312130DET
,100,121,-21,2693.0,PHI,202312130DET
,100,123,-23,2717.0,PHI,202312130DET
,100,125,-25,2739.0,PHI,202312130DET
,102,125,-23,2751.0,PHI,202312130DET
,102,126,-24,2761.0,PHI,202312130DET
,105,126,-21,2777.0,PHI,202312130DET
,105,129,-24,2797.0,PHI,202312130DET
,108,129,-21,2806.0,PHI,202312130DET
,111,129,-18,2829.0,PHI,202312130DET
F,111,129,-18,2880.0,PHI,202312130DET
,0,0,0,0.0,PHI,202312150PHI
,0,2,-2,15.0,PHI,202312150PHI
,0,5,-5,67.0,PHI,202312150PHI
,2,5,-3,98.0,PHI,202312150PHI
,3,5,-2,98.0,PHI,202312150PHI
,3,7,-4,128.0,PHI,202312150PHI
,5,7,-2,154.0,PHI,202312150PHI
,5,8,-3,202.0,PHI,202312150PHI
,5,9,-4,202.0,PHI,202312150PHI
,5,11,-6,221.0,PHI,202312150PHI
,5,13,-8,257.0,PHI,202312150PHI
,5,15,-10,333.0,PHI,202312150PHI
,5,16,-11,409.0,PHI,202312150PHI
,5,17,-12,409.0,PHI,202312150PHI
,7,17,-10,429.0,PHI,202312150PHI
,10,17,-7,448.0,PHI,202312150PHI
,12,17,-5,479.0,PHI,202312150PHI
,12,19,-7,492.0,PHI,202312150PHI
,14,19,-5,502.0,PHI,202312150PHI
,14,20,-6,510.0,PHI,202312150PHI
,14,22,-8,536.0,PHI,202312150PHI
,16,22,-6,549.0,PHI,202312150PHI
,16,24,-8,558.0,PHI,202312150PHI
,18,24,-6,572.0,PHI,202312150PHI
,18,26,-8,591.0,PHI,202312150PHI
,19,26,-7,609.0,PHI,202312150PHI
,20,26,-6,609.0,PHI,202312150PHI
,21,26,-5,679.0,PHI,202312150PHI
,22,26,-4,679.0,PHI,202312150PHI
,22,28,-6,785.0,PHI,202312150PHI
,22,31,-9,799.0,PHI,202312150PHI
,24,31,-7,834.0,PHI,202312150PHI
,26,31,-5,854.0,PHI,202312150PHI
,26,32,-6,871.0,PHI,202312150PHI
,26,33,-7,871.0,PHI,202312150PHI
,28,33,-5,916.0,PHI,202312150PHI
,28,34,-6,932.0,PHI,202312150PHI
,28,35,-7,932.0,PHI,202312150PHI
,30,35,-5,943.0,PHI,202312150PHI
,30,38,-8,963.0,PHI,202312150PHI
,30,40,-10,1009.0,PHI,202312150PHI
,32,40,-8,1025.0,PHI,202312150PHI
,32,43,-11,1051.0,PHI,202312150PHI
,34,43,-9,1078.0,PHI,202312150PHI
,34,46,-12,1129.0,PHI,202312150PHI
,36,46,-10,1177.0,PHI,202312150PHI
,37,46,-9,1177.0,PHI,202312150PHI
,37,47,-10,1186.0,PHI,202312150PHI
,37,48,-11,1186.0,PHI,202312150PHI
,38,48,-10,1203.0,PHI,202312150PHI
,38,49,-11,1213.0,PHI,202312150PHI
,38,50,-12,1213.0,PHI,202312150PHI
,38,52,-14,1270.0,PHI,202312150PHI
,39,52,-13,1281.0,PHI,202312150PHI
,39,53,-14,1330.0,PHI,202312150PHI
,39,54,-15,1330.0,PHI,202312150PHI
,39,57,-18,1368.0,PHI,202312150PHI
,39,58,-19,1390.0,PHI,202312150PHI
,39,59,-20,1390.0,PHI,202312150PHI
,39,60,-21,1401.0,PHI,202312150PHI
,39,61,-22,1401.0,PHI,202312150PHI
,41,61,-20,1459.0,PHI,202312150PHI
,41,63,-22,1482.0,PHI,202312150PHI
,43,63,-20,1508.0,PHI,202312150PHI
,43,65,-22,1532.0,PHI,202312150PHI
,43,66,-23,1557.0,PHI,202312150PHI
,43,67,-24,1557.0,PHI,202312150PHI
,43,69,-26,1597.0,PHI,202312150PHI
,43,72,-29,1637.0,PHI,202312150PHI
,46,72,-26,1657.0,PHI,202312150PHI
,46,73,-27,1671.0,PHI,202312150PHI
,46,74,-28,1671.0,PHI,202312150PHI
,48,74,-26,1685.0,PHI,202312150PHI
,48,76,-28,1701.0,PHI,202312150PHI
,48,77,-29,1719.0,PHI,202312150PHI
,48,78,-30,1719.0,PHI,202312150PHI
,50,78,-28,1727.0,PHI,202312150PHI
,50,80,-30,1744.0,PHI,202312150PHI
,50,82,-32,1781.0,PHI,202312150PHI
,52,82,-30,1797.0,PHI,202312150PHI
,52,84,-32,1862.0,PHI,202312150PHI
,52,85,-33,1887.0,PHI,202312150PHI
,54,85,-31,1923.0,PHI,202312150PHI
,55,85,-30,1923.0,PHI,202312150PHI
,57,85,-28,1949.0,PHI,202312150PHI
,57,86,-29,1986.0,PHI,202312150PHI
,57,87,-30,1986.0,PHI,202312150PHI
,57,89,-32,2031.0,PHI,202312150PHI
,59,89,-30,2044.0,PHI,202312150PHI
,59,92,-33,2104.0,PHI,202312150PHI
,62,92,-30,2122.0,PHI,202312150PHI
,62,94,-32,2159.0,PHI,202312150PHI
,62,97,-35,2204.0,PHI,202312150PHI
,64,97,-33,2239.0,PHI,202312150PHI
,64,99,-35,2267.0,PHI,202312150PHI
,66,99,-33,2285.0,PHI,202312150PHI
,66,102,-36,2307.0,PHI,202312150PHI
,69,102,-33,2397.0,PHI,202312150PHI
,69,104,-35,2415.0,PHI,202312150PHI
,69,107,-38,2465.0,PHI,202312150PHI
,71,107,-36,2495.0,PHI,202312150PHI
,71,109,-38,2516.0,PHI,202312150PHI
,71,112,-41,2539.0,PHI,202312150PHI
,73,112,-39,2562.0,PHI,202312150PHI
,74,112,-38,2562.0,PHI,202312150PHI
,75,112,-37,2592.0,PHI,202312150PHI
,77,112,-35,2620.0,PHI,202312150PHI
,79,112,-33,2648.0,PHI,202312150PHI
,81,112,-31,2672.0,PHI,202312150PHI
,82,112,-30,2672.0,PHI,202312150PHI
,82,114,-32,2702.0,PHI,202312150PHI
,84,114,-30,2721.0,PHI,202312150PHI
,84,116,-32,2738.0,PHI,202312150PHI
,84,118,-34,2753.0,PHI,202312150PHI
,85,118,-33,2769.0,PHI,202312150PHI
,86,118,-32,2769.0,PHI,202312150PHI
,86,121,-35,2785.0,PHI,202312150PHI
,87,121,-34,2792.0,PHI,202312150PHI
,88,121,-33,2792.0,PHI,202312150PHI
,90,121,-31,2821.0,PHI,202312150PHI
,90,124,-34,2839.0,PHI,202312150PHI
,91,124,-33,2852.0,PHI,202312150PHI
,92,124,-32,2852.0,PHI,202312150PHI
F,92,124,-32,2880.0,PHI,202312150PHI
,0,0,0,0.0,MIL,202312160MIL
,0,1,-1,42.0,MIL,202312160MIL
,0,2,-2,42.0,MIL,202312160MIL
,0,5,-5,119.0,MIL,202312160MIL
,0,7,-7,142.0,MIL,202312160MIL
,2,7,-5,153.0,MIL,202312160MIL
,4,7,-3,176.0,MIL,202312160MIL
,4,9,-5,210.0,MIL,202312160MIL
,4,12,-8,239.0,MIL,202312160MIL
,6,12,-6,257.0,MIL,202312160MIL
,6,15,-9,270.0,MIL,202312160MIL
,6,16,-10,283.0,MIL,202312160MIL
,6,17,-11,283.0,MIL,202312160MIL
,8,17,-9,299.0,MIL,202312160MIL
,8,19,-11,305.0,MIL,202312160MIL
,8,20,-12,305.0,MIL,202312160MIL
,10,20,-10,320.0,MIL,202312160MIL
,10,22,-12,337.0,MIL,202312160MIL
,10,24,-14,365.0,MIL,202312160MIL
,12,24,-12,381.0,MIL,202312160MIL
,12,25,-13,403.0,MIL,202312160MIL
,14,25,-11,421.0,MIL,202312160MIL
,14,27,-13,442.0,MIL,202312160MIL
,15,27,-12,454.0,MIL,202312160MIL
,15,29,-14,504.0,MIL,202312160MIL
,17,29,-12,522.0,MIL,202312160MIL
,17,32,-15,533.0,MIL,202312160MIL
,17,33,-16,551.0,MIL,202312160MIL
,17,34,-17,551.0,MIL,202312160MIL
,19,34,-15,561.0,MIL,202312160MIL
,19,37,-18,585.0,MIL,202312160MIL
,19,40,-21,630.0,MIL,202312160MIL
,19,43,-24,691.0,MIL,202312160MIL
,20,43,-23,709.0,MIL,202312160MIL
,21,43,-22,732.0,MIL,202312160MIL
,22,43,-21,732.0,MIL,202312160MIL
,22,45,-23,750.0,MIL,202312160MIL
,24,45,-21,761.0,MIL,202312160MIL
,24,47,-23,775.0,MIL,202312160MIL
,24,48,-24,775.0,MIL,202312160MIL
,24,50,-26,811.0,MIL,202312160MIL
,24,51,-27,811.0,MIL,202312160MIL
,24,53,-29,828.0,MIL,202312160MIL
,24,54,-30,828.0,MIL,202312160MIL
,26,54,-28,890.0,MIL,202312160MIL
,28,54,-26,913.0,MIL,202312160MIL
,28,56,-28,935.0,MIL,202312160MIL
,28,57,-29,969.0,MIL,202312160MIL
,28,58,-30,969.0,MIL,202312160MIL
,30,58,-28,990.0,MIL,202312160MIL
,31,58,-27,1012.0,MIL,202312160MIL
,32,58,-26,1012.0,MIL,202312160MIL
,32,61,-29,1029.0,MIL,202312160MIL
,34,61,-27,1044.0,MIL,202312160MIL
,34,62,-28,1055.0,MIL,202312160MIL
,34,64,-30,1080.0,MIL,202312160MIL
,36,64,-28,1095.0,MIL,202312160MIL
,39,64,-25,1112.0,MIL,202312160MIL
,39,66,-27,1130.0,MIL,202312160MIL
,41,66,-25,1146.0,MIL,202312160MIL
,41,69,-28,1158.0,MIL,202312160MIL
,43,69,-26,1168.0,MIL,202312160MIL
,43,71,-28,1182.0,MIL,202312160MIL
,45,71,-26,1221.0,MIL,202312160MIL
,47,71,-24,1264.0,MIL,202312160MIL
,49,71,-22,1287.0,MIL,202312160MIL
,50,71,-21,1287.0,MIL,202312160MIL
,52,71,-19,1308.0,MIL,202312160MIL
,52,73,-21,1337.0,MIL,202312160MIL
,52,75,-23,1377.0,MIL,202312160MIL
,53,75,-22,1385.0,MIL,202312160MIL
,54,75,-21,1385.0,MIL,202312160MIL
,54,78,-24,1406.0,MIL,202312160MIL
,55,78,-23,1414.0,MIL,202312160MIL
,56,78,-22,1414.0,MIL,202312160MIL
,56,81,-25,1440.0,MIL,202312160MIL
,58,81,-23,1463.0,MIL,202312160MIL
,60,81,-21,1493.0,MIL,202312160MIL
,62,81,-19,1515.0,MIL,202312160MIL
,62,82,-20,1529.0,MIL,202312160MIL
,62,83,-21,1529.0,MIL,202312160MIL
,64,83,-19,1566.0,MIL,202312160MIL
,65,83,-18,1597.0,MIL,202312160MIL
,65,86,-21,1624.0,MIL,202312160MIL
,68,86,-18,1642.0,MIL,202312160MIL
,68,89,-21,1691.0,MIL,202312160MIL
,71,89,-18,1699.0,MIL,202312160MIL
,71,91,-20,1719.0,MIL,202312160MIL
,71,93,-22,1738.0,MIL,202312160MIL
,73,93,-20,1752.0,MIL,202312160MIL
,73,94,-21,1771.0,MIL,202312160MIL
,73,96,-23,1843.0,MIL,202312160MIL
,75,96,-21,1856.0,MIL,202312160MIL
,75,98,-23,1868.0,MIL,202312160MIL
,77,98,-21,1875.0,MIL,202312160MIL
,77,100,-23,1903.0,MIL,202312160MIL
,77,102,-25,1927.0,MIL,202312160MIL
,77,103,-26,1927.0,MIL,202312160MIL
,77,104,-27,2005.0,MIL,202312160MIL
,77,105,-28,2005.0,MIL,202312160MIL
,77,108,-31,2043.0,MIL,202312160MIL
,79,108,-29,2061.0,MIL,202312160MIL
,80,108,-28,2078.0,MIL,202312160MIL
,80,111,-31,2127.0,MIL,202312160MIL
,83,111,-28,2151.0,MIL,202312160MIL
,83,114,-31,2160.0,MIL,202312160MIL
,83,116,-33,2237.0,MIL,202312160MIL
,86,116,-30,2267.0,MIL,202312160MIL
,86,118,-32,2271.0,MIL,202312160MIL
,86,119,-33,2271.0,MIL,202312160MIL
,89,119,-30,2288.0,MIL,202312160MIL
,89,121,-32,2320.0,MIL,202312160MIL
,90,121,-31,2328.0,MIL,202312160MIL
,91,121,-30,2328.0,MIL,202312160MIL
,91,122,-31,2337.0,MIL,202312160MIL
,91,123,-32,2337.0,MIL,202312160MIL
,92,123,-31,2349.0,MIL,202312160MIL
,93,123,-30,2349.0,MIL,202312160MIL
,93,126,-33,2361.0,MIL,202312160MIL
,94,126,-32,2398.0,MIL,202312160MIL
,95,126,-31,2398.0,MIL,202312160MIL
,95,129,-34,2414.0,MIL,202312160MIL
,97,129,-32,2429.0,MIL,202312160MIL
,97,131,-34,2440.0,MIL,202312160MIL
,99,131,-32,2457.0,MIL,202312160MIL
,100,131,-31,2457.0,MIL,202312160MIL
,100,133,-33,2487.0,MIL,202312160MIL
,101,133,-32,2520.0,MIL,202312160MIL
,103,133,-30,2561.0,MIL,202312160MIL
,103,134,-31,2582.0,MIL,202312160MIL
,103,135,-32,2582.0,MIL,202312160MIL
,105,135,-30,2597.0,MIL,202312160MIL
,107,135,-28,2617.0,MIL,202312160MIL
,108,135,-27,2617.0,MIL,202312160MIL
,108,137,-29,2630.0,MIL,202312160MIL
,108,138,-30,2696.0,MIL,202312160MIL
,108,139,-31,2696.0,MIL,202312160MIL
,108,142,-34,2760.0,MIL,202312160MIL
,110,142,-32,2780.0,MIL,202312160MIL
,110,144,-34,2792.0,MIL,202312160MIL
,112,144,-32,2806.0,MIL,202312160MIL
,114,144,-30,2827.0,MIL,202312160MIL
,114,146,-32,2849.0,MIL,202312160MIL
F,114,146,-32,2880.0,MIL,202312160MIL
,0,0,0,0.0,ATL,202312180ATL
,0,3,-3,28.0,ATL,202312180ATL
,2,3,-1,48.0,ATL,202312180ATL
,2,6,-4,84.0,ATL,202312180ATL
,2,9,-7,112.0,ATL,202312180ATL
,4,9,-5,156.0,ATL,202312180ATL
,5,9,-4,175.0,ATL,202312180ATL
,6,9,-3,175.0,ATL,202312180ATL
,6,12,-6,189.0,ATL,202312180ATL
,6,15,-9,240.0,ATL,202312180ATL
,8,15,-7,254.0,ATL,202312180ATL
,8,17,-9,288.0,ATL,202312180ATL
,10,17,-7,335.0,ATL,202312180ATL
,10,20,-10,351.0,ATL,202312180ATL
,10,22,-12,387.0,ATL,202312180ATL
,12,22,-10,409.0,ATL,202312180ATL
,14,22,-8,431.0,ATL,202312180ATL
,16,22,-6,479.0,ATL,202312180ATL
,16,25,-9,527.0,ATL,202312180ATL
,18,25,-7,574.0,ATL,202312180ATL
,18,28,-10,585.0,ATL,202312180ATL
,18,31,-13,593.0,ATL,202312180ATL
,19,31,-12,609.0,ATL,202312180ATL
,20,31,-11,609.0,ATL,202312180ATL
,20,32,-12,622.0,ATL,202312180ATL
,20,33,-13,622.0,ATL,202312180ATL
,22,33,-11,647.0,ATL,202312180ATL
,22,35,-13,658.0,ATL,202312180ATL
,25,35,-10,670.0,ATL,202312180ATL
,25,37,-12,682.0,ATL,202312180ATL
,25,38,-13,682.0,ATL,202312180ATL
,25,40,-15,762.0,ATL,202312180ATL
,27,40,-13,779.0,ATL,202312180ATL
,29,40,-11,800.0,ATL,202312180ATL
,29,42,-13,825.0,ATL,202312180ATL
,30,42,-12,909.0,ATL,202312180ATL
,31,42,-11,909.0,ATL,202312180ATL
,31,43,-12,921.0,ATL,202312180ATL
,31,45,-14,956.0,ATL,202312180ATL
,31,47,-16,970.0,ATL,202312180ATL
,34,47,-13,990.0,ATL,202312180ATL
,35,47,-12,1015.0,ATL,202312180ATL
,37,47,-10,1054.0,ATL,202312180ATL
,39,47,-8,1080.0,ATL,202312180ATL
,39,49,-10,1093.0,ATL,202312180ATL
,41,49,-8,1105.0,ATL,202312180ATL
,41,51,-10,1121.0,ATL,202312180ATL
,44,51,-7,1133.0,ATL,202312180ATL
,44,53,-9,1225.0,ATL,202312180ATL
,46,53,-7,1251.0,ATL,202312180ATL
,46,55,-9,1269.0,ATL,202312180ATL
,46,57,-11,1328.0,ATL,202312180ATL
,48,57,-9,1337.0,ATL,202312180ATL
,48,59,-11,1352.0,ATL,202312180ATL
,50,59,-9,1364.0,ATL,202312180ATL
,50,61,-11,1389.0,ATL,202312180ATL
,52,61,-9,1438.0,ATL,202312180ATL
,52,62,-10,1453.0,ATL,202312180ATL
,52,63,-11,1453.0,ATL,202312180ATL
,55,63,-8,1473.0,ATL,202312180ATL
,55,65,-10,1490.0,ATL,202312180ATL
,57,65,-8,1526.0,ATL,202312180ATL
,59,65,-6,1546.0,ATL,202312180ATL
,59,68,-9,1567.0,ATL,202312180ATL
,61,68,-7,1578.0,ATL,202312180ATL
,63,68,-5,1594.0,ATL,202312180ATL
,63,71,-8,1612.0,ATL,202312180ATL
,63,74,-11,1647.0,ATL,202312180ATL
,65,74,-9,1674.0,ATL,202312180ATL
,67,74,-7,1705.0,ATL,202312180ATL
,67,76,-9,1717.0,ATL,202312180ATL
,67,78,-11,1740.0,ATL,202312180ATL
,67,79,-12,1740.0,ATL,202312180ATL
,69,79,-10,1768.0,ATL,202312180ATL
,69,80,-11,1776.0,ATL,202312180ATL
,69,82,-13,1789.0,ATL,202312180ATL
,69,85,-16,1813.0,ATL,202312180ATL
,72,85,-13,1829.0,ATL,202312180ATL
,72,87,-15,1867.0,ATL,202312180ATL
,74,87,-13,1889.0,ATL,202312180ATL
,77,87,-10,1913.0,ATL,202312180ATL
,77,89,-12,1938.0,ATL,202312180ATL
,80,89,-9,1958.0,ATL,202312180ATL
,82,89,-7,2007.0,ATL,202312180ATL
,82,90,-8,2047.0,ATL,202312180ATL
,82,91,-9,2047.0,ATL,202312180ATL
,84,91,-7,2060.0,ATL,202312180ATL
,84,93,-9,2090.0,ATL,202312180ATL
,84,94,-10,2108.0,ATL,202312180ATL
,84,95,-11,2153.0,ATL,202312180ATL
,84,96,-12,2153.0,ATL,202312180ATL
,86,96,-10,2174.0,ATL,202312180ATL
,86,98,-12,2189.0,ATL,202312180ATL
,87,98,-11,2201.0,ATL,202312180ATL
,87,99,-12,2213.0,ATL,202312180ATL
,87,100,-13,2213.0,ATL,202312180ATL
,89,100,-11,2227.0,ATL,202312180ATL
,91,100,-9,2250.0,ATL,202312180ATL
