Time,Score,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime,Notes,OpponentName,id
12:00.0,55-61,,3,55,61,-6,1440.0,Start of 3rd quarter,Charlotte,202402140CHO
12:00.0,80-96,,4,80,96,-16,2160.0,Start of 4th quarter,Charlotte,202402140CHO
0:00.0,99-122,,4,99,122,-23,2880.0,End of 4th quarter,Charlotte,202402140CHO
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: J. Poeltl vs. C. Capela (T. Young gains possession),Toronto,202402230ATL
12:00.0,33-22,,2,22,33,-11,720.0,Start of 2nd quarter,Toronto,202402230ATL
12:00.0,65-64,,3,64,65,-1,1440.0,Start of 3rd quarter,Toronto,202402230ATL
12:00.0,96-90,,4,90,96,-6,2160.0,Start of 4th quarter,Toronto,202402230ATL
0:00.0,123-121,,4,121,123,-2,2880.0,T. Young makes 3-pt jump shot from 26 ft (assist by S. Bey),Toronto,202402230ATL
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: W. Carter vs. C. Capela (J. Suggs gains possession),Orlando,202402250ATL
12:00.0,22-19,,2,19,22,-3,720.0,Start of 2nd quarter,Orlando,202402250ATL
12:00.0,51-45,,3,45,51,-6,1440.0,Start of 3rd quarter,Orlando,202402250ATL
12:00.0,70-83,,4,83,70,13,2160.0,Start of 4th quarter,Orlando,202402250ATL
0:00.0,92-109,,4,109,92,17,2880.0,End of 4th quarter,Orlando,202402250ATL
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: J. Collins vs. C. Capela (L. Markkanen gains possession),Utah,202402270ATL
12:00.0,18-26,,2,26,18,8,720.0,Start of 2nd quarter,Utah,202402270ATL
12:00.0,44-55,,3,55,44,11,1440.0,Start of 3rd quarter,Utah,202402270ATL
12:00.0,69-89,,4,89,69,20,2160.0,Start of 4th quarter,Utah,202402270ATL
0:00.0,97-124,,4,124,97,27,2880.0,End of 4th quarter,Utah,202402270ATL
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: C. Capela vs. N. Claxton (D. Schröder gains possession),Brooklyn,202402290BRK
12:00.0,16-34,,2,16,34,-18,720.0,Start of 2nd quarter,Brooklyn,202402290BRK
12:00.0,50-56,,3,50,56,-6,1440.0,Start of 3rd quarter,Brooklyn,202402290BRK
12:00.0,75-94,,4,75,94,-19,2160.0,Start of 4th quarter,Brooklyn,202402290BRK
0:00.0,97-124,,4,97,124,-27,2880.0,Turnover by Team (shot clock),Brooklyn,202402290BRK
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: C. Capela vs. N. Claxton (D. Schröder gains possession),Brooklyn,202403020BRK
12:00.0,28-21,,2,28,21,7,720.0,Start of 2nd quarter,Brooklyn,202403020BRK
12:00.0,62-60,,3,62,60,2,1440.0,Start of 3rd quarter,Brooklyn,202403020BRK
12:00.0,80-90,,4,80,90,-10,2160.0,Start of 4th quarter,Brooklyn,202403020BRK
0:00.0,102-114,,4,102,114,-12,2880.0,End of 4th quarter,Brooklyn,202403020BRK
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: C. Capela vs. I. Hartenstein (J. Johnson gains possession),New York,202403050NYK
12:00.0,33-15,,2,33,15,18,720.0,Start of 2nd quarter,New York,202403050NYK
12:00.0,61-50,,3,61,50,11,1440.0,Start of 3rd quarter,New York,202403050NYK
12:00.0,83-78,,4,83,78,5,2160.0,Start of 4th quarter,New York,202403050NYK
0:00.0,116-100,,4,116,100,16,2880.0,End of 4th quarter,New York,202403050NYK
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: J. Allen vs. C. Capela (D. Garland gains possession),Cleveland,202403060ATL
12:00.0,28-31,,2,31,28,3,720.0,Start of 2nd quarter,Cleveland,202403060ATL
12:00.0,49-64,,3,64,49,15,1440.0,Start of 3rd quarter,Cleveland,202403060ATL
12:00.0,89-87,,4,87,89,-2,2160.0,Start of 4th quarter,Cleveland,202403060ATL
0:00.0,101-112,,4,112,101,11,2880.0,End of 4th quarter,Cleveland,202403060ATL
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: C. Capela vs. J. Jackson (J. Goodwin gains possession),Memphis,202403080MEM
12:00.0,20-31,,2,20,31,-11,720.0,Start of 2nd quarter,Memphis,202403080MEM
12:00.0,46-46,,3,46,46,0,1440.0,Start of 3rd quarter,Memphis,202403080MEM
12:00.0,80-72,,4,80,72,8,2160.0,Start of 4th quarter,Memphis,202403080MEM
0:00.0,99-92,,4,99,92,7,2880.0,End of 4th quarter,Memphis,202403080MEM
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: J. Valančiūnas vs. C. Capela (D. Murray gains possession),New Orleans,202403100ATL
12:00.0,26-20,,2,20,26,-6,720.0,Start of 2nd quarter,New Orleans,202403100ATL
12:00.0,53-42,,3,42,53,-11,1440.0,Start of 3rd quarter,New Orleans,202403100ATL
12:00.0,80-65,,4,65,80,-15,2160.0,Start of 4th quarter,New Orleans,202403100ATL
0:00.0,116-103,,4,103,116,-13,2880.0,End of 4th quarter,New Orleans,202403100ATL
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: C. Capela vs. D. Ayton (D. Banton gains possession),Portland,202403130POR
12:00.0,24-17,,2,24,17,7,720.0,Start of 2nd quarter,Portland,202403130POR
12:00.0,52-47,,3,52,47,5,1440.0,Start of 3rd quarter,Portland,202403130POR
12:00.0,75-82,,4,75,82,-7,2160.0,Start of 4th quarter,Portland,202403130POR
0:00.0,102-106,,4,102,106,-4,2880.0,End of 4th quarter,Portland,202403130POR
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: C. Capela vs. J. Collins (J. Johnson gains possession),Utah,202403150UTA
12:00.0,28-34,,2,28,34,-6,720.0,Start of 2nd quarter,Utah,202403150UTA
12:00.0,62-61,,3,62,61,1,1440.0,Start of 3rd quarter,Utah,202403150UTA
12:00.0,96-98,,4,96,98,-2,2160.0,Start of 4th quarter,Utah,202403150UTA
0:00.0,122-124,,4,122,124,-2,2880.0,End of 4th quarter,Utah,202403150UTA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: C. Capela vs. I. Zubac (T. Mann gains possession),LA Clippers,202403170LAC
12:00.0,31-29,,2,31,29,2,720.0,Start of 2nd quarter,LA Clippers,202403170LAC
12:00.0,61-44,,3,61,44,17,1440.0,Start of 3rd quarter,LA Clippers,202403170LAC
12:00.0,88-62,,4,88,62,26,2160.0,Start of 4th quarter,LA Clippers,202403170LAC
0:00.0,110-93,,4,110,93,17,2880.0,End of 4th quarter,LA Clippers,202403170LAC
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: C. Capela vs. A. Davis (D. Russell gains possession),LA Lakers,202403180LAL
12:00.0,28-38,,2,28,38,-10,720.0,Start of 2nd quarter,LA Lakers,202403180LAL
12:00.0,59-73,,3,59,73,-14,1440.0,Start of 3rd quarter,LA Lakers,202403180LAL
12:00.0,86-111,,4,86,111,-25,2160.0,Start of 4th quarter,LA Lakers,202403180LAL
0:00.0,105-136,,4,105,136,-31,2880.0,End of 4th quarter,LA Lakers,202403180LAL
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: C. Capela vs. J. Nurkić (B. Beal gains possession),Phoenix,202403210PHO
12:00.0,37-30,,2,37,30,7,720.0,Start of 2nd quarter,Phoenix,202403210PHO
12:00.0,60-65,,3,60,65,-5,1440.0,Start of 3rd quarter,Phoenix,202403210PHO
12:00.0,93-96,,4,93,96,-3,2160.0,Start of 4th quarter,Phoenix,202403210PHO
0:00.0,115-128,,4,115,128,-13,2880.0,End of 4th quarter,Phoenix,202403210PHO
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: N. Richards vs. C. Capela (D. Murray gains possession),Charlotte,202403230ATL
12:00.0,28-30,,2,30,28,2,720.0,Start of 2nd quarter,Charlotte,202403230ATL
12:00.0,48-66,,3,66,48,18,1440.0,Start of 3rd quarter,Charlotte,202403230ATL
12:00.0,74-99,,4,99,74,25,2160.0,Start of 4th quarter,Charlotte,202403230ATL
0:00.0,91-132,,4,132,91,41,2880.0, ,Charlotte,202403230ATL
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: K. Porziņģis vs. C. Capela (S. Hauser gains possession),Boston,202403250ATL
12:00.0,44-22,,2,22,44,-22,720.0,Start of 2nd quarter,Boston,202403250ATL
12:00.0,74-56,,3,56,74,-18,1440.0,Start of 3rd quarter,Boston,202403250ATL
12:00.0,96-90,,4,90,96,-6,2160.0,Start of 4th quarter,Boston,202403250ATL
0:00.0,118-120,,4,120,118,2,2880.0,End of 4th quarter,Boston,202403250ATL
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: D. Reath vs. C. Capela (D. Murray gains possession),Portland,202403270ATL
12:00.0,29-26,,2,26,29,-3,720.0,Start of 2nd quarter,Portland,202403270ATL
12:00.0,58-65,,3,65,58,7,1440.0,Start of 3rd quarter,Portland,202403270ATL
12:00.0,86-100,,4,100,86,14,2160.0,Start of 4th quarter,Portland,202403270ATL
0:00.0,106-120,,4,120,106,14,2880.0,End of 4th quarter,Portland,202403270ATL
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: K. Porziņģis vs. C. Capela (D. White gains possession),Boston,202403280ATL
12:00.0,29-28,,2,28,29,-1,720.0,Start of 2nd quarter,Boston,202403280ATL
12:00.0,63-59,,3,59,63,-4,1440.0,Start of 3rd quarter,Boston,202403280ATL
12:00.0,90-89,,4,89,90,-1,2160.0,Start of 4th quarter,Boston,202403280ATL
0:00.0,122-123,Lead change,5,123,122,1,3180.0,D. Murray makes 2-pt jump shot from 22 ft,Boston,202403280ATL
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Lopez vs. C. Capela (G. Antetokounmpo gains possession),Milwaukee,202403300ATL
12:00.0,33-28,,2,28,33,-5,720.0,Start of 2nd quarter,Milwaukee,202403300ATL
12:00.0,59-45,,3,45,59,-14,1440.0,Start of 3rd quarter,Milwaukee,202403300ATL
12:00.0,89-74,,4,74,89,-15,2160.0,Start of 4th quarter,Milwaukee,202403300ATL
0:00.0,122-113,,4,113,122,-9,2880.0,End of 4th quarter,Milwaukee,202403300ATL
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: C. Capela vs. N. Vučević (V. Krejci gains possession),Chicago,202404010CHI
12:00.0,32-30,,2,32,30,2,720.0,Start of 2nd quarter,Chicago,202404010CHI
12:00.0,61-53,,3,61,53,8,1440.0,Start of 3rd quarter,Chicago,202404010CHI
12:00.0,90-74,,4,90,74,16,2160.0,Start of 4th quarter,Chicago,202404010CHI
0:00.0,113-101,,4,113,101,12,2880.0,End of 4th quarter,Chicago,202404010CHI
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: J. Duren vs. C. Capela (B. Bogdanović gains possession),Detroit,202404030ATL
12:00.0,23-28,,2,28,23,5,720.0,Start of 2nd quarter,Detroit,202404030ATL
12:00.0,50-59,,3,59,50,9,1440.0,Start of 3rd quarter,Detroit,202404030ATL
12:00.0,79-92,,4,92,79,13,2160.0,Start of 4th quarter,Detroit,202404030ATL
0:00.0,113-121,,4,121,113,8,2880.0,End of 4th quarter,Detroit,202404030ATL
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: C. Capela vs. D. Gafford (P. Washington gains possession),Dallas,202404040DAL
12:00.0,31-25,,2,31,25,6,720.0,Start of 2nd quarter,Dallas,202404040DAL
12:00.0,57-65,,3,57,65,-8,1440.0,Start of 3rd quarter,Dallas,202404040DAL
12:00.0,81-93,,4,81,93,-12,2160.0,Start of 4th quarter,Dallas,202404040DAL
0:00.0,95-109,,4,95,109,-14,2880.0,End of 4th quarter,Dallas,202404040DAL
12:00.0,0-0,,1,0,0,0,0.0, ,Denver,202404060DEN
12:00.0,26-33,,2,26,33,-7,720.0,Start of 2nd quarter,Denver,202404060DEN
12:00.0,56-69,,3,56,69,-13,1440.0,Start of 3rd quarter,Denver,202404060DEN
12:00.0,86-111,,4,86,111,-25,2160.0,Start of 4th quarter,Denver,202404060DEN
0:00.0,110-142,,4,110,142,-32,2880.0,End of 4th quarter,Denver,202404060DEN
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Adebayo vs. C. Capela (C. Martin gains possession),Miami,202404090ATL
12:00.0,30-27,,2,27,30,-3,720.0,Start of 2nd quarter,Miami,202404090ATL
12:00.0,59-47,,3,47,59,-12,1440.0,Start of 3rd quarter,Miami,202404090ATL
12:00.0,80-80,,4,80,80,0,2160.0,Start of 4th quarter,Miami,202404090ATL
0:00.0,117-111,,6,111,117,-6,3480.0,End of 2nd overtime,Miami,202404090ATL
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: G. Williams vs. C. Capela (T. Young gains possession),Charlotte,202404100ATL
12:00.0,30-35,,2,35,30,5,720.0,Start of 2nd quarter,Charlotte,202404100ATL
12:00.0,55-61,,3,61,55,6,1440.0,Start of 3rd quarter,Charlotte,202404100ATL
12:00.0,77-92,,4,92,77,15,2160.0,Start of 4th quarter,Charlotte,202404100ATL
0:00.0,115-114,,4,114,115,-1,2880.0,End of 4th quarter,Charlotte,202404100ATL
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: C. Capela vs. R. Gobert (B. Bogdanović gains possession),Minnesota,202404120MIN
12:00.0,27-25,,2,27,25,2,720.0,Start of 2nd quarter,Minnesota,202404120MIN
12:00.0,47-56,,3,47,56,-9,1440.0,Start of 3rd quarter,Minnesota,202404120MIN
12:00.0,80-80,,4,80,80,0,2160.0,Start of 4th quarter,Minnesota,202404120MIN
0:00.0,106-109,,4,106,109,-3,2880.0, ,Minnesota,202404120MIN
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Fernando vs. M. Turner (D. Hunter gains possession),Indiana,202404140IND
12:00.0,34-49,,2,34,49,-15,720.0,Start of 2nd quarter,Indiana,202404140IND
12:00.0,72-86,,3,72,86,-14,1440.0,Start of 3rd quarter,Indiana,202404140IND
12:00.0,93-125,,4,93,125,-32,2160.0,Start of 4th quarter,Indiana,202404140IND
0:00.0,115-157,,4,115,157,-42,2880.0,End of 4th quarter,Indiana,202404140IND
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: C. Capela vs. N. Vučević (B. Bogdanović gains possession),Chicago,202404170CHI
12:00.0,22-40,,2,22,40,-18,720.0,Start of 2nd quarter,Chicago,202404170CHI
12:00.0,67-73,,3,67,73,-6,1440.0,Start of 3rd quarter,Chicago,202404170CHI
12:00.0,92-110,,4,92,110,-18,2160.0,Start of 4th quarter,Chicago,202404170CHI
0:00.0,116-131,,4,116,131,-15,2880.0,End of 4th quarter,Chicago,202404170CHI
