Time,Miami,Score,Utah,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
3:47.0,Defensive rebound by Team,85-64, ,,3,85,64,21,1933.0
3:47.0, ,85-64,Loose ball foul by H. Whiteside (drawn by G. Vincent),,3,85,64,21,1933.0
3:38.0,G. Vincent misses 2-pt layup from 3 ft,85-64, ,,3,85,64,21,1942.0
3:33.0,Offensive rebound by D. Dedmon,85-64, ,,3,85,64,21,1947.0
3:33.0,D. Dedmon makes 2-pt dunk at rim,87-64, ,,3,87,64,23,1947.0
3:26.0, ,87-64,Turnover by J. Clarkson (bad pass; steal by G. Vincent),,3,87,64,23,1954.0
3:20.0,K. Lowry makes 2-pt layup from 2 ft,89-64, ,,3,89,64,25,1960.0
3:07.0, ,89-64,J. Clarkson misses 3-pt jump shot from 25 ft,,3,89,64,25,1973.0
3:05.0,Defensive rebound by K. Lowry,89-64, ,,3,89,64,25,1975.0
2:56.0,D. Dedmon makes 2-pt jump shot from 13 ft (assist by K. Lowry),91-64, ,,3,91,64,27,1984.0
2:45.0, ,91-64,Shooting foul by D. Dedmon (drawn by J. Clarkson),,3,91,64,27,1995.0
2:45.0, ,91-65,J. Clarkson makes free throw 1 of 2,,3,91,65,26,1995.0
2:45.0, ,91-65,R. Gobert enters the game for R. O'Neale,,3,91,65,26,1995.0
2:45.0, ,91-65,E. Paschall enters the game for H. Whiteside,,3,91,65,26,1995.0
2:45.0, ,91-66,J. Clarkson makes free throw 2 of 2,,3,91,66,25,1995.0
2:32.0,Turnover by G. Vincent (bad pass; steal by R. Gobert),91-66, ,,3,91,66,25,2008.0
2:25.0, ,91-66,D. Mitchell misses 3-pt jump shot from 29 ft,,3,91,66,25,2015.0
2:22.0,Defensive rebound by M. Strus,91-66, ,,3,91,66,25,2018.0
2:13.0,K. Lowry misses 3-pt jump shot from 26 ft,91-66, ,,3,91,66,25,2027.0
2:11.0, ,91-66,Defensive rebound by R. Gobert,,3,91,66,25,2029.0
1:59.0, ,91-66,E. Paschall misses 3-pt jump shot from 22 ft,,3,91,66,25,2041.0
1:56.0,Defensive rebound by K. Lowry,91-66, ,,3,91,66,25,2044.0
1:40.0,P. Tucker misses 2-pt jump shot from 9 ft,91-66, ,,3,91,66,25,2060.0
1:39.0,Offensive rebound by D. Dedmon,91-66, ,,3,91,66,25,2061.0
1:36.0,Turnover by D. Dedmon (lost ball; steal by J. Clarkson),91-66, ,,3,91,66,25,2064.0
1:30.0, ,91-66,Offensive foul by E. Paschall (drawn by D. Dedmon),,3,91,66,25,2070.0
1:30.0, ,91-66,Turnover by E. Paschall (offensive foul),,3,91,66,25,2070.0
1:30.0,B. Adebayo enters the game for D. Dedmon,91-66, ,,3,91,66,25,2070.0
1:30.0,T. Herro enters the game for K. Lowry,91-66, ,,3,91,66,25,2070.0
1:30.0,C. Martin enters the game for P. Tucker,91-66, ,,3,91,66,25,2070.0
1:30.0, ,91-66,M. Conley enters the game for D. Mitchell,,3,91,66,25,2070.0
1:07.0,T. Herro makes 2-pt jump shot from 9 ft,93-66, ,,3,93,66,27,2093.0
0:48.0, ,93-66,Turnover by J. Clarkson (bad pass),,3,93,66,27,2112.0
0:27.0,T. Herro misses 2-pt layup from 4 ft,93-66, ,,3,93,66,27,2133.0
0:26.0, ,93-66,Defensive rebound by Team,,3,93,66,27,2134.0
0:06.0, ,93-68,R. Gobert makes 2-pt layup from 3 ft (assist by M. Conley),,3,93,68,25,2154.0
0:06.0, ,93-68,Shooting foul by T. Herro (drawn by R. Gobert),,3,93,68,25,2154.0
0:06.0,K. Lowry enters the game for B. Adebayo,93-68, ,,3,93,68,25,2154.0
0:06.0,D. Robinson enters the game for G. Vincent,93-68, ,,3,93,68,25,2154.0
0:06.0, ,93-69,R. Gobert makes free throw 1 of 1,,3,93,69,24,2154.0
0:01.0,C. Martin makes 2-pt layup from 4 ft,95-69, ,,3,95,69,26,2159.0
0:00.0,End of 3rd quarter,95-69,,,3,95,69,26,2160.0
12:00.0,Start of 4th quarter,95-69,,,4,95,69,26,2160.0
11:41.0, ,95-72,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by D. Mitchell),,4,95,72,23,2179.0
11:15.0,Turnover by M. Strus (step out of bounds),95-72, ,,4,95,72,23,2205.0
11:00.0, ,95-72,Offensive foul by R. Gobert (drawn by G. Vincent),,4,95,72,23,2220.0
11:00.0, ,95-72,Turnover by R. Gobert (offensive foul),,4,95,72,23,2220.0
10:51.0,G. Vincent makes 2-pt jump shot from 14 ft,97-72, ,,4,97,72,25,2229.0
10:40.0, ,97-72,Personal foul by C. Martin (drawn by R. Gobert),,4,97,72,25,2240.0
10:40.0, ,97-72,Instant Replay (Request: Ruling Stands),,4,97,72,25,2240.0
10:34.0, ,97-75,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by M. Conley),,4,97,75,22,2246.0
10:19.0,M. Strus misses 3-pt jump shot from 24 ft,97-75, ,,4,97,75,22,2261.0
10:16.0, ,97-75,Defensive rebound by B. Bogdanović,,4,97,75,22,2264.0
10:12.0, ,97-75,B. Bogdanović misses 2-pt layup from 4 ft (block by M. Strus),,4,97,75,22,2268.0
10:10.0,Defensive rebound by B. Adebayo,97-75, ,,4,97,75,22,2270.0
10:06.0,Personal foul by J. Ingles (drawn by C. Martin),97-75, ,,4,97,75,22,2274.0
10:05.0, ,97-75,Technical foul by B. Bogdanović,,4,97,75,22,2275.0
10:05.0, ,97-75,Instant Replay,,4,97,75,22,2275.0
10:05.0,T. Herro makes technical free throw,98-75, ,,4,98,75,23,2275.0
10:01.0,T. Herro makes 2-pt jump shot from 14 ft,100-75, ,,4,100,75,25,2279.0
9:43.0, ,100-75,D. Mitchell misses 2-pt jump shot from 18 ft,,4,100,75,25,2297.0
9:39.0,Defensive rebound by B. Adebayo,100-75, ,,4,100,75,25,2301.0
9:28.0,Turnover by T. Herro (bad pass; steal by D. Mitchell),100-75, ,,4,100,75,25,2312.0
9:23.0, ,100-75,Offensive foul by D. Mitchell (drawn by C. Martin),,4,100,75,25,2317.0
9:23.0, ,100-75,Turnover by D. Mitchell (offensive foul),,4,100,75,25,2317.0
9:06.0,C. Martin misses 2-pt layup from 3 ft,100-75, ,,4,100,75,25,2334.0
9:04.0, ,100-75,Defensive rebound by B. Bogdanović,,4,100,75,25,2336.0
9:01.0, ,100-78,B. Bogdanović makes 3-pt jump shot from 25 ft,,4,100,78,22,2339.0
8:44.0,Shooting foul by B. Bogdanović (drawn by C. Martin),100-78, ,,4,100,78,22,2356.0
8:44.0,C. Martin misses free throw 1 of 2,100-78, ,,4,100,78,22,2356.0
8:44.0,Offensive rebound by Team,100-78, ,,4,100,78,22,2356.0
8:44.0,C. Martin misses free throw 2 of 2,100-78, ,,4,100,78,22,2356.0
8:42.0, ,100-78,Defensive rebound by R. Gobert,,4,100,78,22,2358.0
8:32.0, ,100-78,B. Bogdanović misses 3-pt jump shot from 23 ft,,4,100,78,22,2368.0
8:29.0,Defensive rebound by M. Strus,100-78, ,,4,100,78,22,2371.0
8:20.0,T. Herro misses 3-pt jump shot from 26 ft,100-78, ,,4,100,78,22,2380.0
8:17.0,Offensive rebound by C. Martin,100-78, ,,4,100,78,22,2383.0
8:11.0,C. Martin misses 2-pt layup from 2 ft,100-78, ,,4,100,78,22,2389.0
8:09.0, ,100-78,Defensive rebound by R. Gobert,,4,100,78,22,2391.0
8:01.0, ,100-78,Personal foul by G. Vincent (drawn by M. Conley),,4,100,78,22,2399.0
8:01.0, ,100-78,J. Clarkson enters the game for M. Conley,,4,100,78,22,2399.0
8:01.0, ,100-78,R. O'Neale enters the game for J. Ingles,,4,100,78,22,2399.0
8:00.0, ,100-78,Personal foul by T. Herro (drawn by B. Bogdanović),,4,100,78,22,2400.0
8:00.0,K. Lowry enters the game for C. Martin,100-78, ,,4,100,78,22,2400.0
8:00.0,P. Tucker enters the game for G. Vincent,100-78, ,,4,100,78,22,2400.0
7:55.0, ,100-81,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by D. Mitchell),,4,100,81,19,2405.0
7:52.0,Miami full timeout,100-81, ,,4,100,81,19,2408.0
7:52.0,D. Robinson enters the game for M. Strus,100-81, ,,4,100,81,19,2408.0
7:35.0,T. Herro makes 2-pt layup from 2 ft (assist by B. Adebayo),102-81, ,,4,102,81,21,2425.0
7:21.0, ,102-81,D. Mitchell misses 2-pt layup from 4 ft,,4,102,81,21,2439.0
7:18.0, ,102-81,Offensive rebound by R. Gobert,,4,102,81,21,2442.0
7:18.0, ,102-81,R. Gobert misses 2-pt layup at rim,,4,102,81,21,2442.0
7:17.0,Defensive rebound by T. Herro,102-81, ,,4,102,81,21,2443.0
7:14.0,P. Tucker makes 3-pt jump shot from 23 ft (assist by D. Robinson),105-81, ,,4,105,81,24,2446.0
7:02.0, ,105-81,B. Bogdanović misses 3-pt jump shot from 26 ft,,4,105,81,24,2458.0
7:02.0, ,105-81,Offensive rebound by Team,,4,105,81,24,2458.0
7:02.0,Loose ball foul by T. Herro (drawn by R. Gobert),105-81, ,,4,105,81,24,2458.0
6:50.0, ,105-81,J. Clarkson misses 3-pt jump shot from 24 ft,,4,105,81,24,2470.0
6:46.0,Defensive rebound by T. Herro,105-81, ,,4,105,81,24,2474.0
6:26.0,K. Lowry misses 3-pt jump shot from 31 ft,105-81, ,,4,105,81,24,2494.0
6:22.0, ,105-81,Defensive rebound by D. Mitchell,,4,105,81,24,2498.0
6:16.0, ,105-83,R. Gobert makes 2-pt dunk from 3 ft (assist by B. Bogdanović),,4,105,83,22,2504.0
6:02.0,B. Adebayo misses 2-pt jump shot from 14 ft,105-83, ,,4,105,83,22,2518.0
5:58.0, ,105-83,Defensive rebound by D. Mitchell,,4,105,83,22,2522.0
5:54.0, ,105-83,Personal foul by B. Adebayo (drawn by D. Mitchell),,4,105,83,22,2526.0
5:54.0, ,105-84,D. Mitchell makes free throw 1 of 2,,4,105,84,21,2526.0
5:54.0, ,105-85,D. Mitchell makes free throw 2 of 2,,4,105,85,20,2526.0
5:39.0,T. Herro makes 2-pt layup from 2 ft (assist by B. Adebayo),107-85, ,,4,107,85,22,2541.0
5:15.0, ,107-87,D. Mitchell makes 2-pt layup from 3 ft,,4,107,87,20,2565.0
4:57.0,D. Robinson misses 2-pt layup from 2 ft (block by R. O'Neale),107-87, ,,4,107,87,20,2583.0
4:53.0, ,107-87,Defensive rebound by D. Mitchell,,4,107,87,20,2587.0
4:44.0, ,107-87,D. Mitchell misses 3-pt jump shot from 26 ft,,4,107,87,20,2596.0
4:39.0,Defensive rebound by K. Lowry,107-87, ,,4,107,87,20,2601.0
4:31.0,Shooting foul by R. O'Neale (drawn by K. Lowry),107-87, ,,4,107,87,20,2609.0
4:31.0,K. Lowry makes free throw 1 of 2,108-87, ,,4,108,87,21,2609.0
4:31.0,K. Lowry makes free throw 2 of 2,109-87, ,,4,109,87,22,2609.0
4:23.0, ,109-87,Personal foul by D. Robinson (drawn by B. Bogdanović),,4,109,87,22,2617.0
4:23.0, ,109-88,B. Bogdanović makes free throw 1 of 2,,4,109,88,21,2617.0
4:23.0, ,109-89,B. Bogdanović makes free throw 2 of 2,,4,109,89,20,2617.0
4:10.0,Turnover by B. Adebayo (bad pass; steal by R. Gobert),109-89, ,,4,109,89,20,2630.0
4:06.0, ,109-89,J. Clarkson misses 3-pt jump shot from 22 ft,,4,109,89,20,2634.0
4:01.0, ,109-89,Offensive rebound by B. Bogdanović,,4,109,89,20,2639.0
4:01.0, ,109-89,B. Bogdanović misses 2-pt layup at rim,,4,109,89,20,2639.0
4:00.0,Defensive rebound by P. Tucker,109-89, ,,4,109,89,20,2640.0
3:49.0,T. Herro misses 2-pt layup from 5 ft,109-89, ,,4,109,89,20,2651.0
3:47.0, ,109-89,Defensive rebound by B. Bogdanović,,4,109,89,20,2653.0
3:44.0, ,109-92,D. Mitchell makes 3-pt jump shot from 24 ft (assist by B. Bogdanović),,4,109,92,17,2656.0
3:43.0,Miami full timeout,109-92, ,,4,109,92,17,2657.0
3:25.0,T. Herro misses 2-pt jump shot from 9 ft,109-92, ,,4,109,92,17,2675.0
3:21.0, ,109-92,Defensive rebound by R. Gobert,,4,109,92,17,2679.0
3:18.0, ,109-94,D. Mitchell makes 2-pt layup from 3 ft,,4,109,94,15,2682.0
3:18.0, ,109-94,Shooting foul by B. Adebayo (drawn by D. Mitchell),,4,109,94,15,2682.0
3:18.0, ,109-94,D. Mitchell misses free throw 1 of 1,,4,109,94,15,2682.0
3:16.0,Defensive rebound by P. Tucker,109-94, ,,4,109,94,15,2684.0
2:55.0,Turnover by T. Herro (bad pass; steal by R. O'Neale),109-94, ,,4,109,94,15,2705.0
2:52.0, ,109-94,J. Clarkson misses 3-pt jump shot from 24 ft,,4,109,94,15,2708.0
2:49.0, ,109-94,Offensive rebound by D. Mitchell,,4,109,94,15,2711.0
2:44.0, ,109-94,Turnover by B. Bogdanović (bad pass),,4,109,94,15,2716.0
2:44.0, ,109-94,Loose ball foul by B. Bogdanović (drawn by P. Tucker),,4,109,94,15,2716.0
2:28.0,K. Lowry misses 2-pt layup from 4 ft,109-94, ,,4,109,94,15,2732.0
2:28.0,Offensive rebound by Team,109-94, ,,4,109,94,15,2732.0
2:22.0,B. Adebayo misses 2-pt jump shot from 16 ft,109-94, ,,4,109,94,15,2738.0
2:19.0, ,109-94,Defensive rebound by R. Gobert,,4,109,94,15,2741.0
2:14.0, ,109-97,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by D. Mitchell),,4,109,97,12,2746.0
1:55.0,Turnover by K. Lowry (bad pass; steal by J. Clarkson),109-97, ,,4,109,97,12,2765.0
1:46.0, ,109-99,J. Clarkson makes 2-pt layup from 4 ft (assist by R. O'Neale),,4,109,99,10,2774.0
1:46.0,Miami full timeout,109-99, ,,4,109,99,10,2774.0
1:28.0,T. Herro misses 3-pt jump shot from 27 ft,109-99, ,,4,109,99,10,2792.0
1:25.0, ,109-99,Defensive rebound by Team,,4,109,99,10,2795.0
1:18.0, ,109-99,B. Bogdanović misses 3-pt jump shot from 26 ft,,4,109,99,10,2802.0
1:14.0, ,109-99,Offensive rebound by R. Gobert,,4,109,99,10,2806.0
1:03.0, ,109-101,R. Gobert makes 2-pt dunk from 1 ft (assist by J. Clarkson),,4,109,101,8,2817.0
0:45.0,Offensive foul by P. Tucker (drawn by D. Mitchell),109-101, ,,4,109,101,8,2835.0
0:45.0,Turnover by P. Tucker (offensive foul),109-101, ,,4,109,101,8,2835.0
0:38.0, ,109-103,D. Mitchell makes 2-pt jump shot from 10 ft,,4,109,103,6,2842.0
0:23.0,B. Adebayo misses 2-pt jump shot from 10 ft,109-103, ,,4,109,103,6,2857.0
0:22.0, ,109-103,Defensive rebound by B. Bogdanović,,4,109,103,6,2858.0
0:16.0, ,109-103,Utah full timeout,,4,109,103,6,2864.0
0:14.0, ,109-105,B. Bogdanović makes 2-pt layup from 3 ft (assist by R. O'Neale),,4,109,105,4,2866.0
0:14.0,Miami full timeout,109-105, ,,4,109,105,4,2866.0
0:10.0,Personal take foul by B. Bogdanović (drawn by T. Herro),109-105, ,,4,109,105,4,2870.0
0:10.0,T. Herro makes free throw 1 of 2,110-105, ,,4,110,105,5,2870.0
0:10.0, ,110-105,H. Whiteside enters the game for J. Clarkson,,4,110,105,5,2870.0
0:10.0,T. Herro makes free throw 2 of 2,111-105, ,,4,111,105,6,2870.0
0:10.0, ,111-105,Utah full timeout,,4,111,105,6,2870.0
0:10.0, ,111-105,J. Clarkson enters the game for R. Gobert,,4,111,105,6,2870.0
0:10.0, ,111-105,J. Ingles enters the game for H. Whiteside,,4,111,105,6,2870.0
0:09.0, ,111-105,J. Clarkson misses 3-pt jump shot from 25 ft,,4,111,105,6,2871.0
0:06.0,Defensive rebound by P. Tucker,111-105, ,,4,111,105,6,2874.0
0:02.0,Jump ball: D. Mitchell vs. P. Tucker (J. Clarkson gains possession),111-105,,,4,111,105,6,2878.0
0:02.0,Turnover by P. Tucker (lost ball; steal by D. Mitchell),111-105, ,,4,111,105,6,2878.0
0:00.0, ,111-105,B. Bogdanović misses 3-pt jump shot from 22 ft,,4,111,105,6,2880.0
