Time,Miami,Score,Washington,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
2:10.0, ,83-69,Offensive rebound by Team,,3,83,69,14,2030.0
2:10.0,Loose ball foul by C. Martin (drawn by M. Harrell),83-69, ,,3,83,69,14,2030.0
2:10.0,Technical foul by C. Butler,83-69, ,,3,83,69,14,2030.0
2:10.0, ,83-70,C. Kispert makes technical free throw,,3,83,70,13,2030.0
2:10.0,D. Dedmon enters the game for B. Adebayo,83-70, ,,3,83,70,13,2030.0
2:10.0, ,83-70,K. Kuzma enters the game for C. Kispert,,3,83,70,13,2030.0
2:02.0, ,83-70,R. Hachimura misses 2-pt hook shot from 7 ft,,3,83,70,13,2038.0
2:00.0,Defensive rebound by M. Strus,83-70, ,,3,83,70,13,2040.0
1:43.0,C. Martin makes 2-pt layup from 3 ft (assist by G. Vincent),85-70, ,,3,85,70,15,2057.0
1:26.0, ,85-70,M. Harrell misses 2-pt jump shot from 13 ft,,3,85,70,15,2074.0
1:22.0,Defensive rebound by J. Butler,85-70, ,,3,85,70,15,2078.0
1:14.0,G. Vincent misses 3-pt jump shot from 26 ft,85-70, ,,3,85,70,15,2086.0
1:12.0, ,85-70,Defensive rebound by D. Avdija,,3,85,70,15,2088.0
1:00.0, ,85-70,R. Neto misses 3-pt jump shot from 28 ft,,3,85,70,15,2100.0
0:58.0,Defensive rebound by Team,85-70, ,,3,85,70,15,2102.0
0:58.0, ,85-70,Technical foul by M. Harrell,,3,85,70,15,2102.0
0:58.0,J. Butler makes technical free throw,86-70, ,,3,86,70,16,2102.0
0:48.0,Offensive foul by D. Dedmon (drawn by R. Neto),86-70, ,,3,86,70,16,2112.0
0:48.0,Turnover by D. Dedmon (offensive foul),86-70, ,,3,86,70,16,2112.0
0:35.0, ,86-70,Turnover by D. Avdija (traveling),,3,86,70,16,2125.0
0:31.0,M. Strus makes 3-pt jump shot from 31 ft (assist by J. Butler),89-70, ,,3,89,70,19,2129.0
0:09.0, ,89-70,Turnover by K. Kuzma (lost ball; steal by M. Strus),,3,89,70,19,2151.0
0:06.0,J. Butler makes 2-pt dunk from 2 ft (assist by C. Martin),91-70, ,,3,91,70,21,2154.0
0:01.0, ,91-70,Turnover by R. Neto (lost ball; steal by G. Vincent),,3,91,70,21,2159.0
0:00.0,D. Dedmon misses 3-pt jump shot from 26 ft,91-70, ,,3,91,70,21,2160.0
0:00.0,Offensive rebound by Team,91-70, ,,3,91,70,21,2160.0
0:00.0,End of 3rd quarter,91-70,,,3,91,70,21,2160.0
12:00.0,Start of 4th quarter,91-70,,,4,91,70,21,2160.0
11:44.0,M. Strus makes 3-pt jump shot from 30 ft (assist by G. Vincent),94-70, ,,4,94,70,24,2176.0
11:27.0, ,94-70,C. Kispert misses 3-pt jump shot from 28 ft,,4,94,70,24,2193.0
11:23.0,Defensive rebound by D. Dedmon,94-70, ,,4,94,70,24,2197.0
11:18.0,C. Martin makes 3-pt jump shot from 24 ft (assist by G. Vincent),97-70, ,,4,97,70,27,2202.0
11:18.0, ,97-70,Washington full timeout,,4,97,70,27,2202.0
11:01.0, ,97-70,R. Neto misses 3-pt jump shot from 26 ft,,4,97,70,27,2219.0
10:57.0,Defensive rebound by D. Dedmon,97-70, ,,4,97,70,27,2223.0
10:50.0,Shooting foul by M. Harrell (drawn by D. Dedmon),97-70, ,,4,97,70,27,2230.0
10:50.0,D. Dedmon misses free throw 1 of 2,97-70, ,,4,97,70,27,2230.0
10:50.0,Offensive rebound by Team,97-70, ,,4,97,70,27,2230.0
10:50.0,D. Dedmon makes free throw 2 of 2,98-70, ,,4,98,70,28,2230.0
10:45.0, ,98-70,Personal foul by C. Martin (drawn by K. Kuzma),,4,98,70,28,2235.0
10:39.0, ,98-72,K. Kuzma makes 2-pt layup from 5 ft (assist by M. Harrell),,4,98,72,26,2241.0
10:17.0,D. Dedmon makes 3-pt jump shot from 26 ft,101-72, ,,4,101,72,29,2263.0
9:57.0, ,101-72,M. Harrell misses 2-pt layup from 3 ft,,4,101,72,29,2283.0
9:55.0,Defensive rebound by C. Martin,101-72, ,,4,101,72,29,2285.0
9:51.0,Turnover by G. Vincent (bad pass; steal by R. Hachimura),101-72, ,,4,101,72,29,2289.0
9:43.0, ,101-74,C. Kispert makes 2-pt layup from 2 ft (assist by R. Hachimura),,4,101,74,27,2297.0
9:25.0,G. Vincent misses 2-pt jump shot from 17 ft,101-74, ,,4,101,74,27,2315.0
9:22.0, ,101-74,Defensive rebound by R. Hachimura,,4,101,74,27,2318.0
9:19.0, ,101-74,Shooting foul by G. Vincent (drawn by M. Harrell),,4,101,74,27,2321.0
9:19.0, ,101-75,M. Harrell makes free throw 1 of 2,,4,101,75,26,2321.0
9:19.0, ,101-76,M. Harrell makes free throw 2 of 2,,4,101,76,25,2321.0
9:11.0,G. Vincent makes 3-pt jump shot from 29 ft,104-76, ,,4,104,76,28,2329.0
8:57.0, ,104-76,R. Hachimura misses 3-pt jump shot from 27 ft,,4,104,76,28,2343.0
8:54.0,Defensive rebound by G. Vincent,104-76, ,,4,104,76,28,2346.0
8:46.0,K. Lowry makes 3-pt jump shot from 31 ft (assist by G. Vincent),107-76, ,,4,107,76,31,2354.0
8:46.0, ,107-76,Washington full timeout,,4,107,76,31,2354.0
8:46.0, ,107-76,D. Avdija enters the game for M. Harrell,,4,107,76,31,2354.0
8:46.0, ,107-76,T. Bryant enters the game for K. Kuzma,,4,107,76,31,2354.0
8:46.0, ,107-76,A. Holiday enters the game for R. Neto,,4,107,76,31,2354.0
8:25.0, ,107-76,Shooting foul by M. Strus (drawn by D. Avdija),,4,107,76,31,2375.0
8:25.0, ,107-77,D. Avdija makes free throw 1 of 2,,4,107,77,30,2375.0
8:25.0, ,107-78,D. Avdija makes free throw 2 of 2,,4,107,78,29,2375.0
8:11.0,Turnover by G. Vincent (lost ball; steal by A. Holiday),107-78, ,,4,107,78,29,2389.0
8:07.0, ,107-78,Turnover by A. Holiday (lost ball; steal by G. Vincent),,4,107,78,29,2393.0
8:03.0,K. Lowry makes 3-pt jump shot from 24 ft (assist by C. Martin),110-78, ,,4,110,78,32,2397.0
7:52.0, ,110-78,Personal foul by K. Lowry (drawn by R. Hachimura),,4,110,78,32,2408.0
7:52.0,O. Yurtseven enters the game for D. Dedmon,110-78, ,,4,110,78,32,2408.0
7:42.0, ,110-78,D. Avdija misses 3-pt jump shot from 29 ft,,4,110,78,32,2418.0
7:38.0,Defensive rebound by O. Yurtseven,110-78, ,,4,110,78,32,2422.0
7:27.0,C. Martin makes 3-pt jump shot from 31 ft (assist by G. Vincent),113-78, ,,4,113,78,35,2433.0
7:04.0, ,113-81,C. Kispert makes 3-pt jump shot from 27 ft (assist by A. Holiday),,4,113,81,32,2456.0
6:57.0,Personal foul by A. Holiday (drawn by K. Lowry),113-81, ,,4,113,81,32,2463.0
6:57.0,K. Guy enters the game for K. Lowry,113-81, ,,4,113,81,32,2463.0
6:50.0,M. Strus misses 3-pt jump shot from 28 ft,113-81, ,,4,113,81,32,2470.0
6:47.0, ,113-81,Defensive rebound by T. Bryant,,4,113,81,32,2473.0
6:36.0, ,113-81,T. Bryant misses 3-pt jump shot from 27 ft,,4,113,81,32,2484.0
6:33.0,Defensive rebound by M. Strus,113-81, ,,4,113,81,32,2487.0
6:22.0,O. Yurtseven misses 2-pt jump shot from 8 ft,113-81, ,,4,113,81,32,2498.0
6:20.0, ,113-81,Defensive rebound by R. Hachimura,,4,113,81,32,2500.0
6:06.0, ,113-81,Turnover by T. Bryant (bad pass; steal by K. Guy),,4,113,81,32,2514.0
6:01.0,C. Martin misses 2-pt jump shot from 4 ft,113-81, ,,4,113,81,32,2519.0
6:01.0, ,113-81,Defensive rebound by Team,,4,113,81,32,2519.0
5:47.0, ,113-81,Offensive foul by T. Bryant (drawn by G. Vincent),,4,113,81,32,2533.0
5:47.0, ,113-81,Turnover by T. Bryant (offensive foul),,4,113,81,32,2533.0
5:47.0, ,113-81,D. Bertāns enters the game for T. Bryant,,4,113,81,32,2533.0
5:30.0,Turnover by M. Strus (bad pass; steal by A. Holiday),113-81, ,,4,113,81,32,2550.0
5:26.0, ,113-81,R. Hachimura misses 2-pt hook shot from 5 ft,,4,113,81,32,2554.0
5:25.0, ,113-81,Offensive rebound by C. Kispert,,4,113,81,32,2555.0
5:24.0, ,113-83,C. Kispert makes 2-pt layup at rim,,4,113,83,30,2556.0
5:05.0,O. Yurtseven makes 2-pt dunk from 3 ft (assist by K. Guy),115-83, ,,4,115,83,32,2575.0
4:44.0, ,115-83,Turnover by C. Kispert (traveling),,4,115,83,32,2596.0
4:31.0,M. Strus misses 3-pt jump shot from 28 ft,115-83, ,,4,115,83,32,2609.0
4:27.0, ,115-83,Defensive rebound by A. Holiday,,4,115,83,32,2613.0
4:11.0, ,115-85,C. Kispert makes 2-pt layup from 3 ft (assist by D. Bertāns),,4,115,85,30,2629.0
3:58.0,K. Guy misses 2-pt layup from 3 ft,115-85, ,,4,115,85,30,2642.0
3:56.0, ,115-85,Defensive rebound by D. Avdija,,4,115,85,30,2644.0
3:54.0, ,115-87,R. Hachimura makes 2-pt dunk from 2 ft (assist by D. Avdija),,4,115,87,28,2646.0
3:54.0, ,115-87,Shooting foul by O. Yurtseven (drawn by R. Hachimura),,4,115,87,28,2646.0
3:54.0,D. Robinson enters the game for C. Martin,115-87, ,,4,115,87,28,2646.0
3:54.0, ,115-88,R. Hachimura makes free throw 1 of 1,,4,115,88,27,2646.0
3:54.0,Miami full timeout,115-88, ,,4,115,88,27,2646.0
3:42.0,Shooting foul by C. Kispert (drawn by K. Guy),115-88, ,,4,115,88,27,2658.0
3:42.0,K. Guy misses free throw 1 of 3,115-88, ,,4,115,88,27,2658.0
3:42.0,Offensive rebound by Team,115-88, ,,4,115,88,27,2658.0
3:42.0,K. Guy makes free throw 2 of 3,116-88, ,,4,116,88,28,2658.0
3:42.0,K. Guy makes free throw 3 of 3,117-88, ,,4,117,88,29,2658.0
3:33.0, ,117-88,D. Bertāns misses 3-pt jump shot from 29 ft,,4,117,88,29,2667.0
3:29.0,Defensive rebound by G. Vincent,117-88, ,,4,117,88,29,2671.0
3:20.0,G. Vincent misses 3-pt jump shot from 30 ft,117-88, ,,4,117,88,29,2680.0
3:18.0,Offensive rebound by O. Yurtseven,117-88, ,,4,117,88,29,2682.0
3:17.0,O. Yurtseven makes 2-pt layup at rim,119-88, ,,4,119,88,31,2683.0
3:03.0, ,119-88,R. Hachimura misses 2-pt jump shot from 16 ft,,4,119,88,31,2697.0
3:00.0, ,119-88,Offensive rebound by C. Kispert,,4,119,88,31,2700.0
2:59.0, ,119-90,C. Kispert makes 2-pt layup from 2 ft,,4,119,90,29,2701.0
2:35.0,O. Yurtseven misses 2-pt jump shot from 6 ft,119-90, ,,4,119,90,29,2725.0
2:32.0, ,119-90,Defensive rebound by A. Holiday,,4,119,90,29,2728.0
2:30.0, ,119-90,C. Kispert misses 2-pt layup from 7 ft (block by M. Strus),,4,119,90,29,2730.0
2:30.0,Defensive rebound by Team,119-90, ,,4,119,90,29,2730.0
2:09.0,K. Guy misses 2-pt layup from 4 ft,119-90, ,,4,119,90,29,2751.0
2:08.0, ,119-90,Defensive rebound by D. Avdija,,4,119,90,29,2752.0
1:57.0, ,119-93,R. Hachimura makes 3-pt jump shot from 24 ft (assist by D. Avdija),,4,119,93,26,2763.0
1:38.0,K. Guy makes 2-pt layup from 2 ft (assist by O. Yurtseven),121-93, ,,4,121,93,28,2782.0
1:26.0, ,121-93,C. Kispert misses 3-pt jump shot from 26 ft,,4,121,93,28,2794.0
1:24.0, ,121-93,Offensive rebound by R. Hachimura,,4,121,93,28,2796.0
1:18.0, ,121-93,R. Hachimura misses 2-pt layup from 4 ft,,4,121,93,28,2802.0
1:16.0,Defensive rebound by O. Yurtseven,121-93, ,,4,121,93,28,2804.0
1:08.0,M. Strus misses 3-pt jump shot from 28 ft,121-93, ,,4,121,93,28,2812.0
1:06.0, ,121-93,Defensive rebound by C. Kispert,,4,121,93,28,2814.0
0:58.0, ,121-95,D. Bertāns makes 2-pt dunk from 2 ft (assist by A. Holiday),,4,121,95,26,2822.0
0:48.0,Turnover by M. Strus (bad pass),121-95, ,,4,121,95,26,2832.0
0:37.0, ,121-97,A. Holiday makes 2-pt layup from 3 ft,,4,121,97,24,2843.0
0:13.0,Turnover by Team (shot clock),121-97, ,,4,121,97,24,2867.0
0:04.0, ,121-100,D. Avdija makes 3-pt jump shot from 24 ft (assist by A. Holiday),,4,121,100,21,2876.0
0:00.0,End of 4th quarter,121-100,,,4,121,100,21,2880.0
