Time,Charlotte,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
3:16.0,J. McDaniels enters the game for C. Martin,110-132, ,,4,132,110,22,2684.0
3:16.0,N. Richards enters the game for T. Rozier,110-132, ,,4,132,110,22,2684.0
3:16.0,I. Thomas enters the game for P. Washington,110-132, ,,4,132,110,22,2684.0
3:16.0, ,110-132,H. Highsmith enters the game for B. Adebayo,,4,132,110,22,2684.0
3:16.0, ,110-132,O. Yurtseven enters the game for J. Butler,,4,132,110,22,2684.0
3:01.0, ,110-135,C. Martin makes 3-pt jump shot from 26 ft,,4,135,110,25,2699.0
2:50.0,Turnover by I. Thomas (bad pass; steal by D. Robinson),110-135, ,,4,135,110,25,2710.0
2:45.0, ,110-135,C. Martin misses 2-pt layup from 3 ft,,4,135,110,25,2715.0
2:41.0,Defensive rebound by I. Thomas,110-135, ,,4,135,110,25,2719.0
2:36.0,N. Richards makes 2-pt layup from 2 ft (assist by M. Bridges),112-135, ,,4,135,112,23,2724.0
2:22.0, ,112-135,H. Highsmith misses 3-pt jump shot from 26 ft,,4,135,112,23,2738.0
2:18.0,Defensive rebound by M. Bridges,112-135, ,,4,135,112,23,2742.0
2:10.0,Turnover by L. Ball (bad pass; steal by C. Martin),112-135, ,,4,135,112,23,2750.0
2:08.0, ,112-135,Personal take foul by L. Ball (drawn by T. Herro),,4,135,112,23,2752.0
2:08.0, ,112-136,T. Herro makes free throw 1 of 2,,4,136,112,24,2752.0
2:08.0,J. Bouknight enters the game for L. Ball,112-136, ,,4,136,112,24,2752.0
2:08.0,J. Thor enters the game for M. Bridges,112-136, ,,4,136,112,24,2752.0
2:08.0, ,112-136,M. Mulder enters the game for D. Robinson,,4,136,112,24,2752.0
2:08.0, ,112-137,T. Herro makes free throw 2 of 2,,4,137,112,25,2752.0
2:08.0,Personal take foul by H. Highsmith (drawn by I. Thomas),112-137, ,,4,137,112,25,2752.0
2:08.0,I. Thomas makes free throw 1 of 2,113-137, ,,4,137,113,24,2752.0
2:08.0, ,113-137,J. Smart enters the game for T. Herro,,4,137,113,24,2752.0
2:08.0,I. Thomas makes free throw 2 of 2,114-137, ,,4,137,114,23,2752.0
1:55.0, ,114-140,M. Mulder makes 3-pt jump shot from 23 ft (assist by H. Highsmith),,4,140,114,26,2765.0
1:34.0,I. Thomas misses 3-pt jump shot from 23 ft,114-140, ,,4,140,114,26,2786.0
1:30.0,Offensive rebound by N. Richards,114-140, ,,4,140,114,26,2790.0
1:29.0,N. Richards misses 2-pt hook shot from 2 ft,114-140, ,,4,140,114,26,2791.0
1:26.0, ,114-140,Defensive rebound by M. Mulder,,4,140,114,26,2794.0
1:19.0, ,114-140,C. Martin misses 2-pt jump shot from 22 ft,,4,140,114,26,2801.0
1:16.0,Defensive rebound by J. McDaniels,114-140, ,,4,140,114,26,2804.0
1:09.0,J. Bouknight misses 2-pt layup from 2 ft,114-140, ,,4,140,114,26,2811.0
1:07.0, ,114-140,Defensive rebound by O. Yurtseven,,4,140,114,26,2813.0
0:56.0, ,114-140,Personal foul by N. Richards (drawn by C. Martin),,4,140,114,26,2824.0
0:56.0, ,114-140,C. Martin misses free throw 1 of 2,,4,140,114,26,2824.0
0:56.0, ,114-140,Offensive rebound by Team,,4,140,114,26,2824.0
0:56.0, ,114-141,C. Martin makes free throw 2 of 2,,4,141,114,27,2824.0
0:45.0,Turnover by J. Bouknight (lost ball; steal by J. Smart),114-141, ,,4,141,114,27,2835.0
0:38.0, ,114-144,C. Martin makes 3-pt jump shot from 28 ft (assist by J. Smart),,4,144,114,30,2842.0
0:30.0,Personal foul by H. Highsmith (drawn by J. Thor),114-144, ,,4,144,114,30,2850.0
0:30.0,J. Thor makes free throw 1 of 2,115-144, ,,4,144,115,29,2850.0
0:30.0,J. Thor misses free throw 2 of 2,115-144, ,,4,144,115,29,2850.0
0:28.0, ,115-144,Defensive rebound by C. Martin,,4,144,115,29,2852.0
0:07.0, ,115-144,H. Highsmith misses 3-pt jump shot from 23 ft,,4,144,115,29,2873.0
0:06.0, ,115-144,Offensive rebound by Team,,4,144,115,29,2874.0
0:06.0, ,115-144,Turnover by Team (shot clock),,4,144,115,29,2874.0
0:00.0,End of 4th quarter,115-144,,,4,144,115,29,2880.0
