Time,Miami,Score,New Orleans,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
0:37.0,B. Adebayo misses 2-pt jump shot from 11 ft,112-97, ,,4,112,97,15,2843.0
0:34.0, ,112-97,Defensive rebound by B. Ingram,,4,112,97,15,2846.0
0:30.0, ,112-97,Personal take foul by P. Tucker (drawn by B. Ingram),,4,112,97,15,2850.0
0:30.0,K. Guy enters the game for B. Adebayo,112-97, ,,4,112,97,15,2850.0
0:30.0,D. Robinson enters the game for J. Butler,112-97, ,,4,112,97,15,2850.0
0:30.0,M. Strus enters the game for K. Lowry,112-97, ,,4,112,97,15,2850.0
0:30.0,O. Yurtseven enters the game for P. Tucker,112-97, ,,4,112,97,15,2850.0
0:25.0, ,112-97,B. Ingram misses 3-pt jump shot from 25 ft,,4,112,97,15,2855.0
0:21.0,Defensive rebound by O. Yurtseven,112-97, ,,4,112,97,15,2859.0
0:00.0,Turnover by Team (shot clock),112-97, ,,4,112,97,15,2880.0
0:00.0,End of 4th quarter,112-97,,,4,112,97,15,2880.0
