Time,Atlanta,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
10:14.0, ,91-91,Shooting foul by O. Okongwu (drawn by J. Butler),,4,91,91,0,2266.0
10:14.0, ,91-92,J. Butler makes free throw 1 of 2,,4,92,91,1,2266.0
10:14.0, ,91-93,J. Butler makes free throw 2 of 2,,4,93,91,2,2266.0
9:52.0,Turnover by O. Okongwu (lost ball; steal by D. Robinson),91-93, ,,4,93,91,2,2288.0
9:47.0, ,91-93,Turnover by D. Robinson (bad pass; steal by D. Wright),,4,93,91,2,2293.0
9:43.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by D. Wright),94-93, ,Lead change,4,93,94,-1,2297.0
9:17.0, ,94-93,T. Herro misses 2-pt jump shot from 20 ft,,4,93,94,-1,2323.0
9:13.0,Defensive rebound by B. Bogdanović,94-93, ,,4,93,94,-1,2327.0
8:59.0,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by O. Okongwu),97-93, ,,4,93,97,-4,2341.0
8:50.0, ,97-93,Miami full timeout,,4,93,97,-4,2350.0
8:50.0, ,97-93,B. Adebayo enters the game for D. Dedmon,,4,93,97,-4,2350.0
8:36.0, ,97-93,G. Vincent misses 3-pt jump shot from 27 ft,,4,93,97,-4,2364.0
8:34.0,Defensive rebound by B. Bogdanović,97-93, ,,4,93,97,-4,2366.0
8:10.0,O. Okongwu makes 2-pt hook shot from 4 ft (assist by B. Bogdanović),99-93, ,,4,93,99,-6,2390.0
7:54.0, ,99-96,D. Robinson makes 3-pt jump shot from 26 ft (assist by B. Adebayo),,4,96,99,-3,2406.0
7:32.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 24 ft,99-96, ,,4,96,99,-3,2428.0
7:29.0, ,99-96,Defensive rebound by G. Vincent,,4,96,99,-3,2431.0
7:27.0, ,99-96,Turnover by G. Vincent (bad pass),,4,96,99,-3,2433.0
7:27.0, ,99-96,K. Lowry enters the game for G. Vincent,,4,96,99,-3,2433.0
7:13.0,Turnover by D. Hunter (bad pass; steal by B. Adebayo),99-96, ,,4,96,99,-3,2447.0
6:51.0, ,99-96,B. Adebayo misses 2-pt jump shot from 12 ft,,4,96,99,-3,2469.0
6:47.0,Defensive rebound by O. Okongwu,99-96, ,,4,96,99,-3,2473.0
6:37.0,Personal foul by J. Butler (drawn by B. Bogdanović),99-96, ,,4,96,99,-3,2483.0
6:37.0,K. Huerter enters the game for T. Luwawu-Cabarrot,99-96, ,,4,96,99,-3,2483.0
6:25.0,B. Bogdanović misses 2-pt jump shot from 23 ft,99-96, ,,4,96,99,-3,2495.0
6:23.0, ,99-96,Defensive rebound by K. Lowry,,4,96,99,-3,2497.0
6:22.0, ,99-96,Shooting foul by K. Huerter (drawn by B. Adebayo),,4,96,99,-3,2498.0
6:22.0, ,99-96,B. Adebayo misses free throw 1 of 2,,4,96,99,-3,2498.0
6:22.0, ,99-96,Offensive rebound by Team,,4,96,99,-3,2498.0
6:22.0, ,99-97,B. Adebayo makes free throw 2 of 2,,4,97,99,-2,2498.0
5:58.0,K. Huerter misses 2-pt layup from 7 ft,99-97, ,,4,97,99,-2,2522.0
5:53.0,Offensive rebound by O. Okongwu,99-97, ,,4,97,99,-2,2527.0
5:53.0,O. Okongwu makes 2-pt dunk at rim,101-97, ,,4,97,101,-4,2527.0
5:43.0, ,101-97,T. Herro misses 3-pt jump shot from 29 ft,,4,97,101,-4,2537.0
5:38.0,Defensive rebound by D. Hunter,101-97, ,,4,97,101,-4,2542.0
5:18.0,K. Huerter makes 2-pt jump shot from 14 ft,103-97, ,,4,97,103,-6,2562.0
5:03.0, ,103-97,Personal foul by D. Hunter (drawn by J. Butler),,4,97,103,-6,2577.0
5:03.0,Atlanta full timeout,103-97, ,,4,97,103,-6,2577.0
5:03.0,D. Gallinari enters the game for D. Hunter,103-97, ,,4,97,103,-6,2577.0
5:03.0,T. Young enters the game for D. Wright,103-97, ,,4,97,103,-6,2577.0
5:03.0, ,103-97,M. Strus enters the game for D. Robinson,,4,97,103,-6,2577.0
4:57.0, ,103-97,Shooting foul by O. Okongwu (drawn by B. Adebayo),,4,97,103,-6,2583.0
4:57.0, ,103-98,B. Adebayo makes free throw 1 of 2,,4,98,103,-5,2583.0
4:57.0, ,103-99,B. Adebayo makes free throw 2 of 2,,4,99,103,-4,2583.0
4:44.0,Turnover by T. Young (bad pass; steal by K. Lowry),103-99, ,,4,99,103,-4,2596.0
4:42.0, ,103-101,K. Lowry makes 2-pt layup from 3 ft,,4,101,103,-2,2598.0
4:23.0,B. Bogdanović makes 2-pt jump shot from 21 ft (assist by T. Young),105-101, ,,4,101,105,-4,2617.0
4:11.0, ,105-103,B. Adebayo makes 2-pt jump shot from 6 ft (assist by J. Butler),,4,103,105,-2,2629.0
3:55.0,B. Bogdanović misses 3-pt jump shot from 26 ft,105-103, ,,4,103,105,-2,2645.0
3:51.0, ,105-103,Defensive rebound by B. Adebayo,,4,103,105,-2,2649.0
3:36.0, ,105-103,Turnover by M. Strus (bad pass),,4,103,105,-2,2664.0
3:36.0,Atlanta full timeout,105-103, ,,4,103,105,-2,2664.0
3:36.0,C. Capela enters the game for O. Okongwu,105-103, ,,4,103,105,-2,2664.0
3:24.0,Personal foul by M. Strus (drawn by T. Young),105-103, ,,4,103,105,-2,2676.0
3:15.0,T. Young makes 2-pt jump shot from 23 ft,107-103, ,,4,103,107,-4,2685.0
2:46.0, ,107-105,K. Lowry makes 2-pt jump shot from 12 ft,,4,105,107,-2,2714.0
2:24.0,T. Young misses 3-pt jump shot from 26 ft,107-105, ,,4,105,107,-2,2736.0
2:22.0, ,107-105,Defensive rebound by K. Lowry,,4,105,107,-2,2738.0
2:15.0, ,107-105,Shooting foul by D. Gallinari (drawn by J. Butler),,4,105,107,-2,2745.0
2:15.0, ,107-106,J. Butler makes free throw 1 of 2,,4,106,107,-1,2745.0
2:15.0, ,107-106,J. Butler misses free throw 2 of 2,,4,106,107,-1,2745.0
2:13.0,Defensive rebound by K. Huerter,107-106, ,,4,106,107,-1,2747.0
2:07.0,Turnover by T. Young (bad pass),107-106, ,,4,106,107,-1,2753.0
1:44.0, ,107-109,T. Herro makes 3-pt jump shot from 29 ft,Lead change,4,109,107,2,2776.0
1:27.0,T. Young makes 2-pt jump shot from 9 ft,109-109, ,Tie,4,109,109,0,2793.0
1:09.0, ,109-109,J. Butler misses 2-pt jump shot from 11 ft,,4,109,109,0,2811.0
1:06.0,Defensive rebound by K. Huerter,109-109, ,,4,109,109,0,2814.0
0:47.0,T. Young misses 3-pt jump shot from 25 ft,109-109, ,,4,109,109,0,2833.0
0:45.0, ,109-109,Defensive rebound by T. Herro,,4,109,109,0,2835.0
0:27.0, ,109-111,B. Adebayo makes 2-pt dunk at rim (assist by K. Lowry),,4,111,109,2,2853.0
0:27.0,Atlanta full timeout,109-111, ,,4,111,109,2,2853.0
0:27.0, ,109-111,C. Martin enters the game for M. Strus,,4,111,109,2,2853.0
0:11.0,D. Gallinari misses 3-pt jump shot from 27 ft,109-111, ,,4,111,109,2,2869.0
0:07.0, ,109-111,Defensive rebound by K. Lowry,,4,111,109,2,2873.0
0:05.0, ,109-111,Personal take foul by K. Huerter (drawn by T. Herro),,4,111,109,2,2875.0
0:05.0, ,109-112,T. Herro makes free throw 1 of 2,,4,112,109,3,2875.0
0:05.0, ,109-113,T. Herro makes free throw 2 of 2,,4,113,109,4,2875.0
0:05.0,Atlanta full timeout,109-113, ,,4,113,109,4,2875.0
0:05.0,D. Hunter enters the game for C. Capela,109-113, ,,4,113,109,4,2875.0
0:04.0,B. Bogdanović misses 3-pt jump shot from 24 ft,109-113, ,,4,113,109,4,2876.0
0:00.0, ,109-113,Defensive rebound by B. Adebayo,,4,113,109,4,2880.0
0:00.0,End of 4th quarter,109-113,,,4,113,109,4,2880.0
