Time,Philadelphia,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
2:39.0, ,67-70,T. Herro misses 2-pt jump shot from 10 ft,,3,70,67,3,2001.0
2:35.0,Defensive rebound by J. Embiid,67-70, ,,3,70,67,3,2005.0
2:26.0,G. Niang makes 3-pt jump shot from 27 ft (assist by T. Harris),70-70, ,Tie,3,70,70,0,2014.0
2:00.0, ,70-70,J. Butler misses 2-pt jump shot from 13 ft,,3,70,70,0,2040.0
2:00.0, ,70-70,Offensive rebound by Team,,3,70,70,0,2040.0
2:00.0,Loose ball foul by G. Niang (drawn by D. Dedmon),70-70, ,,3,70,70,0,2040.0
2:00.0,F. Korkmaz enters the game for T. Maxey,70-70, ,,3,70,70,0,2040.0
2:00.0, ,70-70,C. Martin enters the game for P. Tucker,,3,70,70,0,2040.0
1:46.0, ,70-73,C. Martin makes 3-pt jump shot from 24 ft (assist by D. Robinson),,3,73,70,3,2054.0
1:24.0,T. Harris makes 2-pt dunk from 1 ft (assist by G. Niang),72-73, ,,3,73,72,1,2076.0
1:00.0, ,72-73,T. Herro misses 2-pt layup from 5 ft,,3,73,72,1,2100.0
0:58.0,Defensive rebound by S. Curry,72-73, ,,3,73,72,1,2102.0
0:54.0,Turnover by S. Curry (bad pass),72-73, ,,3,73,72,1,2106.0
0:54.0,C. Brown enters the game for F. Korkmaz,72-73, ,,3,73,72,1,2106.0
0:54.0, ,72-73,K. Lowry enters the game for J. Butler,,3,73,72,1,2106.0
0:38.0, ,72-73,D. Robinson misses 3-pt jump shot from 28 ft,,3,73,72,1,2122.0
0:34.0, ,72-73,Offensive rebound by D. Dedmon,,3,73,72,1,2126.0
0:33.0, ,72-73,D. Robinson misses 3-pt jump shot from 24 ft,,3,73,72,1,2127.0
0:29.0,Defensive rebound by T. Harris,72-73, ,,3,73,72,1,2131.0
0:23.0,S. Curry misses 3-pt jump shot from 31 ft,72-73, ,,3,73,72,1,2137.0
0:21.0, ,72-73,Defensive rebound by Team,,3,73,72,1,2139.0
0:21.0,A. Drummond enters the game for S. Curry,72-73, ,,3,73,72,1,2139.0
0:21.0,I. Joe enters the game for J. Embiid,72-73, ,,3,73,72,1,2139.0
0:21.0, ,72-73,M. Strus enters the game for D. Dedmon,,3,73,72,1,2139.0
0:03.0, ,72-73,K. Lowry misses 2-pt layup from 2 ft (block by T. Harris),,3,73,72,1,2157.0
0:03.0,Defensive rebound by Team,72-73, ,,3,73,72,1,2157.0
0:03.0,S. Curry enters the game for C. Brown,72-73, ,,3,73,72,1,2157.0
0:03.0,T. Maxey enters the game for A. Drummond,72-73, ,,3,73,72,1,2157.0
0:03.0, ,72-73,D. Dedmon enters the game for M. Strus,,3,73,72,1,2157.0
0:01.0,S. Curry makes 3-pt jump shot from 26 ft (assist by I. Joe),75-73, ,Lead change,3,73,75,-2,2159.0
0:00.0,Instant Replay (Request: Ruling Stands),75-73, ,,3,73,75,-2,2160.0
0:00.0,End of 3rd quarter,75-73,,,3,73,75,-2,2160.0
12:00.0,Start of 4th quarter,75-73,,,4,73,75,-2,2160.0
11:35.0, ,75-75,D. Dedmon makes 2-pt layup from 3 ft (assist by K. Lowry),Tie,4,75,75,0,2185.0
11:15.0,Personal foul by K. Lowry (drawn by T. Harris),75-75, ,,4,75,75,0,2205.0
11:08.0,Turnover by A. Drummond (lost ball; steal by C. Martin),75-75, ,,4,75,75,0,2212.0
10:59.0, ,75-75,D. Dedmon misses 2-pt layup from 3 ft,,4,75,75,0,2221.0
10:57.0,Defensive rebound by Team,75-75, ,,4,75,75,0,2223.0
10:47.0,T. Maxey misses 2-pt layup from 3 ft,75-75, ,,4,75,75,0,2233.0
10:46.0,Offensive rebound by T. Harris,75-75, ,,4,75,75,0,2234.0
10:46.0,T. Harris makes 2-pt layup at rim,77-75, ,,4,75,77,-2,2234.0
10:46.0,Shooting foul by D. Dedmon (drawn by T. Harris),77-75, ,,4,75,77,-2,2234.0
10:46.0,T. Harris makes free throw 1 of 1,78-75, ,,4,75,78,-3,2234.0
10:33.0, ,78-75,Shooting foul by A. Drummond (drawn by D. Dedmon),,4,75,78,-3,2247.0
10:33.0, ,78-75,D. Dedmon misses free throw 1 of 2,,4,75,78,-3,2247.0
10:33.0, ,78-75,Offensive rebound by Team,,4,75,78,-3,2247.0
10:33.0, ,78-75,M. Strus enters the game for D. Robinson,,4,75,78,-3,2247.0
10:33.0, ,78-76,D. Dedmon makes free throw 2 of 2,,4,76,78,-2,2247.0
10:16.0,C. Brown makes 2-pt layup from 2 ft (assist by A. Drummond),80-76, ,,4,76,80,-4,2264.0
10:03.0, ,80-76,T. Herro misses 2-pt layup from 4 ft,,4,76,80,-4,2277.0
10:01.0,Defensive rebound by T. Harris,80-76, ,,4,76,80,-4,2279.0
9:57.0,G. Niang makes 3-pt jump shot from 26 ft (assist by T. Harris),83-76, ,,4,76,83,-7,2283.0
9:56.0, ,83-76,Miami full timeout,,4,76,83,-7,2284.0
9:39.0, ,83-76,M. Strus misses 3-pt jump shot from 26 ft,,4,76,83,-7,2301.0
9:36.0, ,83-76,Offensive rebound by C. Martin,,4,76,83,-7,2304.0
9:33.0, ,83-76,K. Lowry misses 2-pt jump shot from 12 ft,,4,76,83,-7,2307.0
9:33.0, ,83-76,Offensive rebound by C. Martin,,4,76,83,-7,2307.0
9:28.0, ,83-78,C. Martin makes 2-pt layup from 1 ft,,4,78,83,-5,2312.0
9:14.0,T. Maxey misses 2-pt jump shot from 10 ft,83-78, ,,4,78,83,-5,2326.0
9:11.0, ,83-78,Defensive rebound by C. Martin,,4,78,83,-5,2329.0
8:58.0, ,83-78,M. Strus misses 3-pt jump shot from 25 ft,,4,78,83,-5,2342.0
8:56.0,Defensive rebound by A. Drummond,83-78, ,,4,78,83,-5,2344.0
8:47.0,Turnover by T. Harris (lost ball; steal by C. Martin),83-78, ,,4,78,83,-5,2353.0
8:42.0, ,83-81,T. Herro makes 3-pt jump shot from 26 ft (assist by K. Lowry),,4,81,83,-2,2358.0
8:41.0,Philadelphia full timeout,83-81, ,,4,81,83,-2,2359.0
8:41.0,S. Curry enters the game for A. Drummond,83-81, ,,4,81,83,-2,2359.0
8:41.0,J. Embiid enters the game for T. Harris,83-81, ,,4,81,83,-2,2359.0
8:41.0, ,83-81,O. Yurtseven enters the game for D. Dedmon,,4,81,83,-2,2359.0
8:23.0,J. Embiid makes 2-pt jump shot from 16 ft,85-81, ,,4,81,85,-4,2377.0
7:53.0, ,85-81,T. Herro misses 3-pt jump shot from 24 ft,,4,81,85,-4,2407.0
7:50.0,Defensive rebound by G. Niang,85-81, ,,4,81,85,-4,2410.0
7:46.0,G. Niang misses 3-pt jump shot from 26 ft,85-81, ,,4,81,85,-4,2414.0
7:40.0, ,85-81,Defensive rebound by O. Yurtseven,,4,81,85,-4,2420.0
7:34.0, ,85-81,K. Lowry misses 3-pt jump shot from 25 ft (block by T. Maxey),,4,81,85,-4,2426.0
7:32.0,Defensive rebound by T. Maxey,85-81, ,,4,81,85,-4,2428.0
7:32.0,Shooting foul by K. Lowry (drawn by T. Maxey),85-81, ,,4,81,85,-4,2428.0
7:32.0,T. Maxey misses free throw 1 of 2,85-81, ,,4,81,85,-4,2428.0
7:32.0,Offensive rebound by Team,85-81, ,,4,81,85,-4,2428.0
7:32.0, ,85-81,J. Butler enters the game for C. Martin,,4,81,85,-4,2428.0
7:32.0,T. Maxey makes free throw 2 of 2,86-81, ,,4,81,86,-5,2428.0
7:15.0, ,86-83,O. Yurtseven makes 2-pt dunk from 1 ft (assist by T. Herro),,4,83,86,-3,2445.0
7:01.0,G. Niang makes 3-pt jump shot from 26 ft (assist by S. Curry),89-83, ,,4,83,89,-6,2459.0
6:45.0, ,89-83,J. Butler misses 2-pt jump shot from 10 ft,,4,83,89,-6,2475.0
6:42.0,Defensive rebound by T. Maxey,89-83, ,,4,83,89,-6,2478.0
6:38.0,Turnover by T. Maxey (lost ball; steal by K. Lowry),89-83, ,,4,83,89,-6,2482.0
6:31.0, ,89-83,Shooting foul by C. Brown (drawn by T. Herro),,4,83,89,-6,2489.0
6:31.0, ,89-84,T. Herro makes free throw 1 of 2,,4,84,89,-5,2489.0
6:31.0, ,89-84,P. Tucker enters the game for K. Lowry,,4,84,89,-5,2489.0
6:31.0, ,89-85,T. Herro makes free throw 2 of 2,,4,85,89,-4,2489.0
6:18.0,J. Embiid makes 2-pt jump shot from 10 ft,91-85, ,,4,85,91,-6,2502.0
5:59.0, ,91-87,O. Yurtseven makes 2-pt layup from 3 ft (assist by T. Herro),,4,87,91,-4,2521.0
5:59.0, ,91-87,Shooting foul by C. Brown (drawn by O. Yurtseven),,4,87,91,-4,2521.0
5:59.0,T. Harris enters the game for C. Brown,91-87, ,,4,87,91,-4,2521.0
5:59.0, ,91-88,O. Yurtseven makes free throw 1 of 1,,4,88,91,-3,2521.0
5:50.0,Shooting foul by J. Butler (drawn by J. Embiid),91-88, ,,4,88,91,-3,2530.0
5:50.0, ,91-88,Miami full timeout,,4,88,91,-3,2530.0
5:50.0, ,91-88,Instant Replay (Challenge: Ruling Stands),,4,88,91,-3,2530.0
5:50.0,J. Embiid makes free throw 1 of 2,92-88, ,,4,88,92,-4,2530.0
5:50.0,J. Embiid makes free throw 2 of 2,93-88, ,,4,88,93,-5,2530.0
5:42.0, ,93-88,Personal foul by T. Maxey (drawn by T. Herro),,4,88,93,-5,2538.0
5:34.0, ,93-88,P. Tucker misses 3-pt jump shot from 23 ft,,4,88,93,-5,2546.0
5:31.0,Defensive rebound by T. Harris,93-88, ,,4,88,93,-5,2549.0
5:18.0,J. Embiid makes 2-pt layup from 1 ft (assist by T. Harris),95-88, ,,4,88,95,-7,2562.0
5:18.0,Shooting foul by O. Yurtseven (drawn by J. Embiid),95-88, ,,4,88,95,-7,2562.0
5:18.0, ,95-88,K. Lowry enters the game for O. Yurtseven,,4,88,95,-7,2562.0
5:18.0,J. Embiid makes free throw 1 of 1,96-88, ,,4,88,96,-8,2562.0
5:13.0, ,96-88,Shooting foul by J. Embiid (drawn by J. Butler),,4,88,96,-8,2567.0
5:13.0, ,96-89,J. Butler makes free throw 1 of 2,,4,89,96,-7,2567.0
5:13.0, ,96-89,J. Butler misses free throw 2 of 2,,4,89,96,-7,2567.0
5:11.0,Defensive rebound by G. Niang,96-89, ,,4,89,96,-7,2569.0
4:58.0,S. Curry misses 2-pt jump shot from 13 ft,96-89, ,,4,89,96,-7,2582.0
4:57.0,Offensive rebound by G. Niang,96-89, ,,4,89,96,-7,2583.0
4:54.0,Turnover by G. Niang (out of bounds lost ball),96-89, ,,4,89,96,-7,2586.0
4:34.0, ,96-89,P. Tucker misses 2-pt jump shot from 13 ft,,4,89,96,-7,2606.0
4:31.0,Defensive rebound by S. Curry,96-89, ,,4,89,96,-7,2609.0
4:23.0,Turnover by T. Harris (bad pass),96-89, ,,4,89,96,-7,2617.0
4:06.0, ,96-89,K. Lowry misses 3-pt jump shot from 26 ft,,4,89,96,-7,2634.0
4:02.0,Defensive rebound by T. Harris,96-89, ,,4,89,96,-7,2638.0
3:56.0,G. Niang misses 3-pt jump shot from 27 ft,96-89, ,,4,89,96,-7,2644.0
3:53.0, ,96-89,Defensive rebound by K. Lowry,,4,89,96,-7,2647.0
3:46.0, ,96-89,J. Butler misses 3-pt jump shot from 26 ft,,4,89,96,-7,2654.0
3:44.0,Defensive rebound by T. Harris,96-89, ,,4,89,96,-7,2656.0
3:42.0,Philadelphia full timeout,96-89, ,,4,89,96,-7,2658.0
3:29.0,J. Embiid makes 2-pt jump shot from 13 ft (assist by G. Niang),98-89, ,,4,89,98,-9,2671.0
3:14.0, ,98-89,T. Herro misses 2-pt jump shot from 15 ft,,4,89,98,-9,2686.0
3:12.0,Defensive rebound by J. Embiid,98-89, ,,4,89,98,-9,2688.0
2:49.0,G. Niang makes 3-pt jump shot from 23 ft (assist by S. Curry),101-89, ,,4,89,101,-12,2711.0
2:28.0, ,101-89,Personal foul by J. Embiid (drawn by J. Butler),,4,89,101,-12,2732.0
2:28.0, ,101-90,J. Butler makes free throw 1 of 2,,4,90,101,-11,2732.0
2:28.0, ,101-90,C. Martin enters the game for M. Strus,,4,90,101,-11,2732.0
2:28.0, ,101-91,J. Butler makes free throw 2 of 2,,4,91,101,-10,2732.0
2:05.0,J. Embiid misses 2-pt jump shot from 11 ft,101-91, ,,4,91,101,-10,2755.0
2:02.0, ,101-91,Defensive rebound by J. Butler,,4,91,101,-10,2758.0
1:53.0, ,101-91,K. Lowry misses 2-pt jump shot from 18 ft,,4,91,101,-10,2767.0
1:51.0, ,101-91,Offensive rebound by Team,,4,91,101,-10,2769.0
1:51.0,Loose ball foul by G. Niang (drawn by P. Tucker),101-91, ,,4,91,101,-10,2769.0
1:51.0, ,101-91,P. Tucker misses free throw 1 of 2,,4,91,101,-10,2769.0
1:51.0, ,101-91,P. Tucker misses free throw 2 of 2,,4,91,101,-10,2769.0
1:48.0,Defensive rebound by J. Embiid,101-91, ,,4,91,101,-10,2772.0
1:33.0,S. Curry makes 2-pt jump shot from 18 ft,103-91, ,,4,91,103,-12,2787.0
1:26.0, ,103-91,C. Martin misses 2-pt layup from 3 ft,,4,91,103,-12,2794.0
1:26.0, ,103-91,Offensive rebound by C. Martin,,4,91,103,-12,2794.0
1:25.0, ,103-93,C. Martin makes 2-pt layup at rim,,4,93,103,-10,2795.0
1:03.0,S. Curry misses 2-pt jump shot from 16 ft,103-93, ,,4,93,103,-10,2817.0
1:02.0,Offensive rebound by J. Embiid,103-93, ,,4,93,103,-10,2818.0
1:02.0,J. Embiid makes 2-pt layup at rim,105-93, ,,4,93,105,-12,2818.0
0:49.0, ,105-93,Shooting foul by G. Niang (drawn by C. Martin),,4,93,105,-12,2831.0
0:49.0,F. Korkmaz enters the game for G. Niang,105-93, ,,4,93,105,-12,2831.0
0:49.0, ,105-94,C. Martin makes free throw 1 of 2,,4,94,105,-11,2831.0
0:49.0, ,105-95,C. Martin makes free throw 2 of 2,,4,95,105,-10,2831.0
0:31.0,T. Maxey makes 3-pt jump shot from 25 ft,108-95, ,,4,95,108,-13,2849.0
0:31.0,Shooting foul by K. Lowry (drawn by T. Maxey),108-95, ,,4,95,108,-13,2849.0
0:31.0,C. Brown enters the game for J. Embiid,108-95, ,,4,95,108,-13,2849.0
0:31.0,T. Maxey makes free throw 1 of 1,109-95, ,,4,95,109,-14,2849.0
0:23.0, ,109-98,K. Lowry makes 3-pt jump shot from 28 ft (assist by C. Martin),,4,98,109,-11,2857.0
0:00.0,End of 4th quarter,109-98,,,4,98,109,-11,2880.0
