Time,Miami,Score,Philadelphia,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
1:23.0, ,81-70,J. Embiid makes 3-pt jump shot from 26 ft (assist by T. Maxey),,3,81,70,11,2077.0
0:59.0,Turnover by P. Tucker (bad pass; steal by D. Green),81-70, ,,3,81,70,11,2101.0
0:52.0, ,81-70,J. Embiid misses 2-pt jump shot from 18 ft,,3,81,70,11,2108.0
0:49.0,Defensive rebound by M. Strus,81-70, ,,3,81,70,11,2111.0
0:28.0,Turnover by O. Yurtseven (lost ball; steal by D. Green),81-70, ,,3,81,70,11,2132.0
0:07.0, ,81-70,Offensive foul by T. Maxey (drawn by M. Strus),,3,81,70,11,2153.0
0:07.0, ,81-70,Turnover by T. Maxey (offensive foul),,3,81,70,11,2153.0
0:07.0,G. Vincent enters the game for O. Yurtseven,81-70, ,,3,81,70,11,2153.0
0:07.0, ,81-70,A. Drummond enters the game for J. Embiid,,3,81,70,11,2153.0
0:02.0,Personal take foul by S. Milton (drawn by K. Lowry),81-70, ,,3,81,70,11,2158.0
0:02.0, ,81-70,M. Thybulle enters the game for A. Drummond,,3,81,70,11,2158.0
0:00.0,K. Lowry misses 3-pt jump shot from 33 ft,81-70, ,,3,81,70,11,2160.0
0:00.0,Offensive rebound by Team,81-70, ,,3,81,70,11,2160.0
0:00.0,End of 3rd quarter,81-70,,,3,81,70,11,2160.0
12:00.0,Start of 4th quarter,81-70,,,4,81,70,11,2160.0
11:36.0,Turnover by Team (shot clock),81-70, ,,4,81,70,11,2184.0
11:24.0, ,81-70,D. Green misses 3-pt jump shot from 24 ft,,4,81,70,11,2196.0
11:21.0, ,81-70,Offensive rebound by D. Green,,4,81,70,11,2199.0
11:19.0, ,81-73,I. Joe makes 3-pt jump shot from 30 ft (assist by D. Green),,4,81,73,8,2201.0
10:58.0,M. Strus misses 2-pt layup from 1 ft,81-73, ,,4,81,73,8,2222.0
10:56.0, ,81-73,Defensive rebound by I. Joe,,4,81,73,8,2224.0
10:42.0, ,81-73,Turnover by D. Green (out of bounds lost ball),,4,81,73,8,2238.0
10:28.0,M. Garrett misses 2-pt jump shot from 13 ft,81-73, ,,4,81,73,8,2252.0
10:26.0, ,81-73,Defensive rebound by A. Drummond,,4,81,73,8,2254.0
10:19.0, ,81-73,S. Milton misses 2-pt jump shot from 3 ft,,4,81,73,8,2261.0
10:17.0,Defensive rebound by O. Yurtseven,81-73, ,,4,81,73,8,2263.0
10:15.0,M. Strus makes 2-pt layup from 1 ft (assist by O. Yurtseven),83-73, ,,4,83,73,10,2265.0
10:15.0,Shooting foul by T. Maxey (drawn by M. Strus),83-73, ,,4,83,73,10,2265.0
10:15.0,M. Strus makes free throw 1 of 1,84-73, ,,4,84,73,11,2265.0
10:00.0, ,84-75,T. Maxey makes 2-pt jump shot from 7 ft,,4,84,75,9,2280.0
9:52.0,M. Strus misses 3-pt jump shot from 26 ft,84-75, ,,4,84,75,9,2288.0
9:50.0, ,84-75,Defensive rebound by T. Maxey,,4,84,75,9,2290.0
9:43.0, ,84-77,T. Maxey makes 2-pt layup at rim,,4,84,77,7,2297.0
9:43.0,Miami full timeout,84-77, ,,4,84,77,7,2297.0
9:43.0,D. Dedmon enters the game for O. Yurtseven,84-77, ,,4,84,77,7,2297.0
9:43.0, ,84-77,T. Harris enters the game for S. Milton,,4,84,77,7,2297.0
9:24.0,Turnover by M. Strus (lost ball; steal by A. Drummond),84-77, ,,4,84,77,7,2316.0
9:22.0, ,84-77,Shooting foul by G. Vincent (drawn by T. Maxey),,4,84,77,7,2318.0
9:22.0, ,84-78,T. Maxey makes free throw 1 of 2,,4,84,78,6,2318.0
9:22.0, ,84-79,T. Maxey makes free throw 2 of 2,,4,84,79,5,2318.0
9:03.0,Turnover by G. Vincent (bad pass),84-79, ,,4,84,79,5,2337.0
9:03.0,K. Lowry enters the game for M. Garrett,84-79, ,,4,84,79,5,2337.0
8:50.0, ,84-79,T. Harris misses 2-pt layup from 5 ft,,4,84,79,5,2350.0
8:47.0,Defensive rebound by M. Strus,84-79, ,,4,84,79,5,2353.0
8:44.0,Turnover by K. Lowry (lost ball; steal by D. Green),84-79, ,,4,84,79,5,2356.0
8:40.0, ,84-79,D. Green misses 3-pt jump shot from 28 ft,,4,84,79,5,2360.0
8:37.0, ,84-79,Offensive rebound by Team,,4,84,79,5,2363.0
8:37.0,D. Robinson enters the game for M. Strus,84-79, ,,4,84,79,5,2363.0
8:29.0, ,84-79,T. Maxey misses 2-pt layup from 3 ft,,4,84,79,5,2371.0
8:28.0,Defensive rebound by D. Robinson,84-79, ,,4,84,79,5,2372.0
8:22.0,P. Tucker makes 3-pt jump shot from 23 ft (assist by G. Vincent),87-79, ,,4,87,79,8,2378.0
7:59.0, ,87-81,T. Harris makes 2-pt layup from 2 ft,,4,87,81,6,2401.0
7:36.0,D. Robinson misses 3-pt jump shot from 26 ft,87-81, ,,4,87,81,6,2424.0
7:35.0, ,87-81,Defensive rebound by A. Drummond,,4,87,81,6,2425.0
7:27.0, ,87-81,T. Harris misses 2-pt layup from 2 ft (block by P. Tucker),,4,87,81,6,2433.0
7:23.0,Defensive rebound by D. Robinson,87-81, ,,4,87,81,6,2437.0
7:06.0,P. Tucker misses 2-pt jump shot from 9 ft,87-81, ,,4,87,81,6,2454.0
7:04.0,Offensive rebound by D. Dedmon,87-81, ,,4,87,81,6,2456.0
7:01.0,P. Tucker makes 3-pt jump shot from 23 ft (assist by D. Dedmon),90-81, ,,4,90,81,9,2459.0
6:59.0, ,90-81,Philadelphia full timeout,,4,90,81,9,2461.0
6:59.0, ,90-81,S. Curry enters the game for A. Drummond,,4,90,81,9,2461.0
6:59.0, ,90-81,J. Embiid enters the game for I. Joe,,4,90,81,9,2461.0
6:37.0, ,90-81,S. Curry misses 2-pt jump shot from 8 ft,,4,90,81,9,2483.0
6:35.0,Defensive rebound by D. Dedmon,90-81, ,,4,90,81,9,2485.0
6:15.0,G. Vincent misses 3-pt jump shot from 26 ft,90-81, ,,4,90,81,9,2505.0
6:13.0, ,90-81,Defensive rebound by D. Green,,4,90,81,9,2507.0
6:01.0, ,90-83,T. Maxey makes 2-pt jump shot from 10 ft,,4,90,83,7,2519.0
5:41.0,K. Lowry makes 3-pt jump shot from 27 ft,93-83, ,,4,93,83,10,2539.0
5:20.0, ,93-86,D. Green makes 3-pt jump shot from 23 ft (assist by J. Embiid),,4,93,86,7,2560.0
4:59.0,K. Lowry misses 3-pt jump shot from 25 ft,93-86, ,,4,93,86,7,2581.0
4:55.0, ,93-86,Defensive rebound by S. Curry,,4,93,86,7,2585.0
4:46.0, ,93-86,T. Harris misses 2-pt jump shot from 13 ft,,4,93,86,7,2594.0
4:44.0,Defensive rebound by D. Dedmon,93-86, ,,4,93,86,7,2596.0
4:42.0,Shooting foul by S. Curry (drawn by D. Robinson),93-86, ,,4,93,86,7,2598.0
4:42.0,D. Robinson makes free throw 1 of 2,94-86, ,,4,94,86,8,2598.0
4:42.0,D. Robinson makes free throw 2 of 2,95-86, ,,4,95,86,9,2598.0
4:28.0, ,95-88,S. Curry makes 2-pt jump shot from 22 ft (assist by T. Maxey),,4,95,88,7,2612.0
4:08.0,K. Lowry misses 2-pt jump shot from 13 ft,95-88, ,,4,95,88,7,2632.0
4:03.0, ,95-88,Defensive rebound by T. Harris,,4,95,88,7,2637.0
4:00.0, ,95-91,D. Green makes 3-pt jump shot from 23 ft (assist by T. Harris),,4,95,91,4,2640.0
3:59.0,Miami full timeout,95-91, ,,4,95,91,4,2641.0
3:37.0,G. Vincent misses 3-pt jump shot from 26 ft,95-91, ,,4,95,91,4,2663.0
3:34.0, ,95-91,Defensive rebound by S. Curry,,4,95,91,4,2666.0
3:18.0, ,95-91,J. Embiid misses 2-pt jump shot from 14 ft,,4,95,91,4,2682.0
3:14.0, ,95-91,Offensive rebound by D. Green,,4,95,91,4,2686.0
3:12.0, ,95-91,S. Curry misses 3-pt jump shot from 24 ft,,4,95,91,4,2688.0
3:09.0,Defensive rebound by D. Dedmon,95-91, ,,4,95,91,4,2691.0
2:51.0,D. Robinson misses 3-pt jump shot from 26 ft,95-91, ,,4,95,91,4,2709.0
2:48.0, ,95-91,Defensive rebound by J. Embiid,,4,95,91,4,2712.0
2:40.0, ,95-93,T. Harris makes 2-pt layup from 2 ft,,4,95,93,2,2720.0
2:40.0, ,95-93,Shooting foul by D. Robinson (drawn by T. Harris),,4,95,93,2,2720.0
2:40.0, ,95-93,T. Harris misses free throw 1 of 1,,4,95,93,2,2720.0
2:36.0,Defensive rebound by D. Dedmon,95-93, ,,4,95,93,2,2724.0
2:25.0,Personal foul by S. Curry (drawn by K. Lowry),95-93, ,,4,95,93,2,2735.0
2:14.0,D. Robinson misses 3-pt jump shot from 24 ft,95-93, ,,4,95,93,2,2746.0
2:11.0, ,95-93,Defensive rebound by D. Green,,4,95,93,2,2749.0
1:50.0, ,95-93,J. Embiid misses 3-pt jump shot from 25 ft,,4,95,93,2,2770.0
1:46.0,Defensive rebound by K. Lowry,95-93, ,,4,95,93,2,2774.0
1:32.0,Shooting foul by T. Maxey (drawn by K. Lowry),95-93, ,,4,95,93,2,2788.0
1:32.0,K. Lowry misses free throw 1 of 2,95-93, ,,4,95,93,2,2788.0
1:32.0,Offensive rebound by Team,95-93, ,,4,95,93,2,2788.0
1:32.0,K. Lowry makes free throw 2 of 2,96-93, ,,4,96,93,3,2788.0
1:32.0, ,96-93,Philadelphia full timeout,,4,96,93,3,2788.0
1:24.0, ,96-96,T. Harris makes 3-pt jump shot from 23 ft (assist by D. Green),Tie,4,96,96,0,2796.0
1:18.0,Turnover by G. Vincent (bad pass; steal by D. Green),96-96, ,,4,96,96,0,2802.0
1:02.0, ,96-96,Offensive foul by T. Harris (drawn by D. Dedmon),,4,96,96,0,2818.0
1:02.0, ,96-96,Turnover by T. Harris (offensive foul),,4,96,96,0,2818.0
0:43.0,K. Lowry misses 3-pt jump shot from 27 ft,96-96, ,,4,96,96,0,2837.0
0:40.0,Offensive rebound by G. Vincent,96-96, ,,4,96,96,0,2840.0
0:39.0,G. Vincent makes 3-pt jump shot from 27 ft,99-96, ,,4,99,96,3,2841.0
0:39.0, ,99-96,Philadelphia full timeout,,4,99,96,3,2841.0
0:29.0, ,99-96,J. Embiid misses 2-pt jump shot from 7 ft,,4,99,96,3,2851.0
0:27.0,Defensive rebound by K. Lowry,99-96, ,,4,99,96,3,2853.0
0:06.0,Turnover by K. Lowry (back court),99-96, ,,4,99,96,3,2874.0
0:04.0, ,99-96,J. Embiid misses 3-pt jump shot from 27 ft,,4,99,96,3,2876.0
0:01.0,Defensive rebound by Team,99-96, ,,4,99,96,3,2879.0
0:01.0, ,99-96,Loose ball foul by D. Green (drawn by K. Lowry),,4,99,96,3,2879.0
0:01.0,K. Lowry makes free throw 1 of 2,100-96, ,,4,100,96,4,2879.0
0:01.0,K. Lowry makes free throw 2 of 2,101-96, ,,4,101,96,5,2879.0
0:00.0,End of 4th quarter,101-96,,,4,101,96,5,2880.0
