Time,Chicago,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
1:30.0, ,65-84,D. Robinson misses 3-pt jump shot from 25 ft,,3,84,65,19,2070.0
1:26.0,Defensive rebound by T. Bradley,65-84, ,,3,84,65,19,2074.0
1:23.0,Shooting foul by D. Robinson (drawn by L. Ball),65-84, ,,3,84,65,19,2077.0
1:23.0,L. Ball misses free throw 1 of 2,65-84, ,,3,84,65,19,2077.0
1:23.0,Offensive rebound by Team,65-84, ,,3,84,65,19,2077.0
1:23.0, ,65-84,M. Strus enters the game for K. Lowry,,3,84,65,19,2077.0
1:23.0, ,65-84,G. Vincent enters the game for D. Robinson,,3,84,65,19,2077.0
1:23.0,L. Ball misses free throw 2 of 2,65-84, ,,3,84,65,19,2077.0
1:20.0, ,65-84,Defensive rebound by P. Tucker,,3,84,65,19,2080.0
0:59.0, ,65-84,Turnover by Team (shot clock),,3,84,65,19,2101.0
0:47.0,Personal foul by M. Strus (drawn by Z. LaVine),65-84, ,,3,84,65,19,2113.0
0:47.0,Z. LaVine makes free throw 1 of 2,66-84, ,,3,84,66,18,2113.0
0:47.0,Z. LaVine makes free throw 2 of 2,67-84, ,,3,84,67,17,2113.0
0:36.0, ,67-86,T. Herro makes 2-pt layup from 2 ft,,3,86,67,19,2124.0
0:31.0,A. Caruso makes 3-pt jump shot from 23 ft (assist by Z. LaVine),70-86, ,,3,86,70,16,2129.0
0:13.0, ,70-86,K. Okpala misses 2-pt layup from 3 ft,,3,86,70,16,2147.0
0:10.0,Defensive rebound by Z. LaVine,70-86, ,,3,86,70,16,2150.0
0:05.0,Z. LaVine misses 2-pt jump shot from 14 ft,70-86, ,,3,86,70,16,2155.0
0:00.0, ,70-86,Defensive rebound by T. Herro,,3,86,70,16,2160.0
0:00.0, ,70-86,M. Strus misses 3-pt jump shot from 27 ft,,3,86,70,16,2160.0
0:00.0, ,70-86,Offensive rebound by Team,,3,86,70,16,2160.0
0:00.0,End of 3rd quarter,70-86,,,3,86,70,16,2160.0
12:00.0,Start of 4th quarter,70-86,,,4,86,70,16,2160.0
11:36.0,A. McKinnie misses 2-pt jump shot from 11 ft,70-86, ,,4,86,70,16,2184.0
11:33.0,Offensive rebound by Team,70-86, ,,4,86,70,16,2187.0
11:27.0,Z. LaVine misses 2-pt jump shot from 19 ft,70-86, ,,4,86,70,16,2193.0
11:25.0,Offensive rebound by Team,70-86, ,,4,86,70,16,2195.0
11:21.0,Z. LaVine misses 3-pt jump shot from 26 ft,70-86, ,,4,86,70,16,2199.0
11:17.0,Offensive rebound by T. Bradley,70-86, ,,4,86,70,16,2203.0
11:07.0,A. McKinnie misses 3-pt jump shot from 26 ft,70-86, ,,4,86,70,16,2213.0
11:05.0,Offensive rebound by Team,70-86, ,,4,86,70,16,2215.0
11:05.0, ,70-86,Loose ball foul by G. Vincent (drawn by T. Bradley),,4,86,70,16,2215.0
10:54.0,Turnover by A. McKinnie (step out of bounds),70-86, ,,4,86,70,16,2226.0
10:40.0, ,70-88,M. Strus makes 2-pt layup from 1 ft (assist by P. Tucker),,4,88,70,18,2240.0
10:32.0,A. McKinnie misses 2-pt layup from 3 ft,70-88, ,,4,88,70,18,2248.0
10:32.0, ,70-88,Defensive rebound by P. Tucker,,4,88,70,18,2248.0
10:15.0, ,70-90,K. Okpala makes 2-pt hook shot from 6 ft (assist by T. Herro),,4,90,70,20,2265.0
10:05.0,Turnover by L. Ball (bad pass; steal by P. Tucker),70-90, ,,4,90,70,20,2275.0
10:02.0, ,70-90,T. Herro misses 3-pt jump shot from 28 ft,,4,90,70,20,2278.0
9:56.0,Defensive rebound by T. Bradley,70-90, ,,4,90,70,20,2284.0
9:56.0,Turnover by T. Bradley (lost ball; steal by G. Vincent),70-90, ,,4,90,70,20,2284.0
9:56.0, ,70-90,Personal foul by A. Caruso (drawn by K. Okpala),,4,90,70,20,2284.0
9:56.0,T. Brown enters the game for T. Bradley,70-90, ,,4,90,70,20,2284.0
9:56.0,N. Vučević enters the game for A. McKinnie,70-90, ,,4,90,70,20,2284.0
9:47.0, ,70-90,T. Herro misses 2-pt jump shot from 11 ft,,4,90,70,20,2293.0
9:43.0,Defensive rebound by Z. LaVine,70-90, ,,4,90,70,20,2297.0
9:42.0,T. Brown makes 2-pt jump shot from 6 ft (assist by Z. LaVine),72-90, ,,4,90,72,18,2298.0
9:42.0,Shooting foul by K. Okpala (drawn by T. Brown),72-90, ,,4,90,72,18,2298.0
9:42.0,T. Brown makes free throw 1 of 1,73-90, ,,4,90,73,17,2298.0
9:32.0, ,73-92,G. Vincent makes 2-pt jump shot from 6 ft (assist by M. Strus),,4,92,73,19,2308.0
9:16.0,N. Vučević misses 2-pt hook shot from 5 ft,73-92, ,,4,92,73,19,2324.0
9:15.0, ,73-92,Defensive rebound by P. Tucker,,4,92,73,19,2325.0
9:14.0, ,73-92,Personal foul by N. Vučević (drawn by P. Tucker),,4,92,73,19,2326.0
9:14.0, ,73-92,Instant Replay (Request: Stands),,4,92,73,19,2326.0
9:01.0, ,73-92,Personal foul by A. Caruso (drawn by M. Strus),,4,92,73,19,2339.0
8:49.0, ,73-95,P. Tucker makes 3-pt jump shot from 24 ft (assist by G. Vincent),,4,95,73,22,2351.0
8:40.0,Turnover by L. Ball (bad pass; steal by G. Vincent),73-95, ,,4,95,73,22,2360.0
8:37.0, ,73-98,T. Herro makes 3-pt jump shot from 27 ft (assist by G. Vincent),,4,98,73,25,2363.0
8:22.0,T. Brown makes 2-pt layup from 7 ft (assist by N. Vučević),75-98, ,,4,98,75,23,2378.0
8:22.0,Shooting foul by K. Okpala (drawn by T. Brown),75-98, ,,4,98,75,23,2378.0
8:22.0,A. McKinnie enters the game for A. Caruso,75-98, ,,4,98,75,23,2378.0
8:22.0, ,75-98,D. Dedmon enters the game for K. Okpala,,4,98,75,23,2378.0
8:22.0,T. Brown makes free throw 1 of 1,76-98, ,,4,98,76,22,2378.0
8:00.0, ,76-100,T. Herro makes 2-pt hook shot from 7 ft,,4,100,76,24,2400.0
7:47.0,T. Brown misses 2-pt dunk from 1 ft,76-100, ,,4,100,76,24,2413.0
7:47.0, ,76-100,Defensive rebound by T. Herro,,4,100,76,24,2413.0
7:40.0, ,76-100,P. Tucker misses 3-pt jump shot from 23 ft,,4,100,76,24,2420.0
7:36.0,Defensive rebound by Z. LaVine,76-100, ,,4,100,76,24,2424.0
7:25.0,N. Vučević misses 2-pt jump shot from 17 ft,76-100, ,,4,100,76,24,2435.0
7:25.0, ,76-100,Defensive rebound by G. Vincent,,4,100,76,24,2435.0
7:17.0, ,76-100,T. Herro misses 3-pt jump shot from 26 ft,,4,100,76,24,2443.0
7:15.0,Defensive rebound by N. Vučević,76-100, ,,4,100,76,24,2445.0
7:15.0,Chicago full timeout,76-100, ,,4,100,76,24,2445.0
7:15.0,D. Dotson enters the game for T. Brown,76-100, ,,4,100,76,24,2445.0
7:00.0,Shooting foul by D. Dedmon (drawn by Z. LaVine),76-100, ,,4,100,76,24,2460.0
7:00.0,Z. LaVine makes free throw 1 of 2,77-100, ,,4,100,77,23,2460.0
7:00.0,Z. LaVine makes free throw 2 of 2,78-100, ,,4,100,78,22,2460.0
6:40.0, ,78-102,M. Strus makes 2-pt dunk from 2 ft,,4,102,78,24,2480.0
6:27.0,Z. LaVine makes 3-pt jump shot from 27 ft,81-102, ,,4,102,81,21,2493.0
6:03.0, ,81-102,M. Strus misses 3-pt jump shot from 27 ft,,4,102,81,21,2517.0
5:59.0,Defensive rebound by N. Vučević,81-102, ,,4,102,81,21,2521.0
5:47.0,Z. LaVine misses 3-pt jump shot from 28 ft,81-102, ,,4,102,81,21,2533.0
5:45.0, ,81-102,Defensive rebound by D. Dedmon,,4,102,81,21,2535.0
5:38.0, ,81-102,T. Herro misses 3-pt jump shot from 26 ft,,4,102,81,21,2542.0
5:34.0, ,81-102,Offensive rebound by M. Strus,,4,102,81,21,2546.0
5:34.0, ,81-102,Miami full timeout,,4,102,81,21,2546.0
5:27.0, ,81-104,D. Dedmon makes 2-pt dunk from 2 ft (assist by P. Tucker),,4,104,81,23,2553.0
5:10.0,D. Dotson misses 3-pt jump shot from 24 ft,81-104, ,,4,104,81,23,2570.0
5:06.0, ,81-104,Defensive rebound by P. Tucker,,4,104,81,23,2574.0
4:50.0, ,81-104,M. Strus misses 3-pt jump shot from 26 ft,,4,104,81,23,2590.0
4:45.0,Defensive rebound by N. Vučević,81-104, ,,4,104,81,23,2595.0
4:44.0,Chicago full timeout,81-104, ,,4,104,81,23,2596.0
4:44.0,T. Cook enters the game for L. Ball,81-104, ,,4,104,81,23,2596.0
4:44.0,A. Johnson enters the game for Z. LaVine,81-104, ,,4,104,81,23,2596.0
4:44.0,M. Simonovic enters the game for N. Vučević,81-104, ,,4,104,81,23,2596.0
4:44.0, ,81-104,K. Okpala enters the game for P. Tucker,,4,104,81,23,2596.0
4:28.0,D. Dotson makes 2-pt layup from 2 ft (assist by A. McKinnie),83-104, ,,4,104,83,21,2612.0
4:11.0, ,83-107,K. Okpala makes 3-pt jump shot from 23 ft (assist by G. Vincent),,4,107,83,24,2629.0
3:58.0,A. McKinnie makes 3-pt jump shot from 26 ft (assist by D. Dotson),86-107, ,,4,107,86,21,2642.0
3:31.0, ,86-107,K. Okpala misses 3-pt jump shot from 26 ft,,4,107,86,21,2669.0
3:26.0, ,86-107,Offensive rebound by D. Dedmon,,4,107,86,21,2674.0
3:23.0, ,86-109,D. Dedmon makes 2-pt hook shot from 6 ft,,4,109,86,23,2677.0
3:13.0,M. Simonovic misses 2-pt jump shot from 18 ft,86-109, ,,4,109,86,23,2687.0
3:09.0, ,86-109,Defensive rebound by T. Herro,,4,109,86,23,2691.0
2:51.0, ,86-111,M. Strus makes 2-pt hook shot from 8 ft (assist by G. Vincent),,4,111,86,25,2709.0
2:44.0,Personal take foul by T. Herro (drawn by D. Dotson),86-111, ,,4,111,86,25,2716.0
2:44.0,D. Dotson misses free throw 1 of 2,86-111, ,,4,111,86,25,2716.0
2:44.0,Offensive rebound by Team,86-111, ,,4,111,86,25,2716.0
2:44.0, ,86-111,M. Garrett enters the game for D. Dedmon,,4,111,86,25,2716.0
2:44.0, ,86-111,O. Yurtseven enters the game for T. Herro,,4,111,86,25,2716.0
2:44.0,D. Dotson makes free throw 2 of 2,87-111, ,,4,111,87,24,2716.0
2:31.0, ,87-111,Personal foul by A. McKinnie (drawn by M. Strus),,4,111,87,24,2729.0
2:28.0, ,87-111,Offensive foul by G. Vincent (drawn by A. McKinnie),,4,111,87,24,2732.0
2:28.0, ,87-111,Turnover by G. Vincent (offensive foul),,4,111,87,24,2732.0
2:17.0,Personal foul by O. Yurtseven (drawn by M. Simonovic),87-111, ,,4,111,87,24,2743.0
2:17.0,M. Simonovic makes free throw 1 of 2,88-111, ,,4,111,88,23,2743.0
2:17.0,M. Simonovic makes free throw 2 of 2,89-111, ,,4,111,89,22,2743.0
2:02.0, ,89-113,G. Vincent makes 2-pt layup from 2 ft (assist by M. Garrett),,4,113,89,24,2758.0
1:52.0,D. Dotson makes 3-pt jump shot from 26 ft (assist by T. Cook),92-113, ,,4,113,92,21,2768.0
1:40.0, ,92-116,K. Okpala makes 3-pt jump shot from 24 ft (assist by M. Garrett),,4,116,92,24,2780.0
1:29.0,M. Simonovic misses 3-pt jump shot from 26 ft,92-116, ,,4,116,92,24,2791.0
1:25.0, ,92-116,Defensive rebound by M. Strus,,4,116,92,24,2795.0
1:11.0, ,92-116,M. Strus misses 2-pt layup from 5 ft,,4,116,92,24,2809.0
1:10.0, ,92-116,Offensive rebound by O. Yurtseven,,4,116,92,24,2810.0
1:10.0, ,92-116,Shooting foul by A. Johnson (drawn by O. Yurtseven),,4,116,92,24,2810.0
1:10.0, ,92-117,O. Yurtseven makes free throw 1 of 2,,4,117,92,25,2810.0
1:10.0, ,92-118,O. Yurtseven makes free throw 2 of 2,,4,118,92,26,2810.0
0:53.0,T. Cook misses 2-pt jump shot from 5 ft (block by K. Okpala),92-118, ,,4,118,92,26,2827.0
0:53.0,Offensive rebound by Team,92-118, ,,4,118,92,26,2827.0
0:47.0,A. McKinnie misses 2-pt jump shot from 20 ft,92-118, ,,4,118,92,26,2833.0
0:42.0, ,92-118,Defensive rebound by O. Yurtseven,,4,118,92,26,2838.0
0:29.0, ,92-118,Shooting foul by A. Johnson (drawn by M. Garrett),,4,118,92,26,2851.0
0:29.0, ,92-118,M. Garrett misses free throw 1 of 2,,4,118,92,26,2851.0
0:29.0, ,92-118,Offensive rebound by Team,,4,118,92,26,2851.0
0:29.0, ,92-118,M. Garrett misses free throw 2 of 2,,4,118,92,26,2851.0
0:27.0,Defensive rebound by A. Johnson,92-118, ,,4,118,92,26,2853.0
0:19.0,M. Simonovic misses 3-pt jump shot from 25 ft,92-118, ,,4,118,92,26,2861.0
0:16.0,Offensive rebound by Team,92-118, ,,4,118,92,26,2864.0
0:07.0,Shooting foul by O. Yurtseven (drawn by D. Dotson),92-118, ,,4,118,92,26,2873.0
0:07.0,D. Dotson misses free throw 1 of 2,92-118, ,,4,118,92,26,2873.0
0:07.0,Offensive rebound by Team,92-118, ,,4,118,92,26,2873.0
0:07.0,D. Dotson misses free throw 2 of 2,92-118, ,,4,118,92,26,2873.0
0:05.0,Offensive rebound by M. Simonovic,92-118, ,,4,118,92,26,2875.0
0:04.0,M. Simonovic misses 2-pt layup from 3 ft (block by M. Garrett),92-118, ,,4,118,92,26,2876.0
0:04.0, ,92-118,Defensive rebound by O. Yurtseven,,4,118,92,26,2876.0
0:00.0,End of 4th quarter,92-118,,,4,118,92,26,2880.0
