Time,New York,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
2:24.0, ,61-88,T. Herro misses 2-pt layup from 5 ft,,3,88,61,27,2016.0
2:21.0,Defensive rebound by T. Gibson,61-88, ,,3,88,61,27,2019.0
2:14.0,I. Quickley makes 3-pt jump shot from 26 ft,64-88, ,,3,88,64,24,2026.0
1:56.0, ,64-88,Shooting foul by T. Gibson (drawn by T. Herro),,3,88,64,24,2044.0
1:56.0, ,64-89,T. Herro makes free throw 1 of 2,,3,89,64,25,2044.0
1:56.0, ,64-89,T. Herro misses free throw 2 of 2,,3,89,64,25,2044.0
1:53.0,Defensive rebound by O. Toppin,64-89, ,,3,89,64,25,2047.0
1:41.0,O. Toppin misses 3-pt jump shot from 24 ft,64-89, ,,3,89,64,25,2059.0
1:38.0,Offensive rebound by A. Burks,64-89, ,,3,89,64,25,2062.0
1:33.0,A. Burks misses 3-pt jump shot from 24 ft,64-89, ,,3,89,64,25,2067.0
1:28.0,Offensive rebound by Q. Grimes,64-89, ,,3,89,64,25,2072.0
1:26.0,I. Quickley misses 3-pt jump shot from 25 ft,64-89, ,,3,89,64,25,2074.0
1:22.0, ,64-89,Defensive rebound by D. Dedmon,,3,89,64,25,2078.0
1:02.0, ,64-89,T. Herro misses 3-pt jump shot from 26 ft,,3,89,64,25,2098.0
0:58.0,Defensive rebound by O. Toppin,64-89, ,,3,89,64,25,2102.0
0:56.0,Personal foul by J. Butler (drawn by A. Burks),64-89, ,,3,89,64,25,2104.0
0:56.0, ,64-89,G. Vincent enters the game for J. Butler,,3,89,64,25,2104.0
0:41.0,A. Burks misses 2-pt layup from 5 ft,64-89, ,,3,89,64,25,2119.0
0:38.0, ,64-89,Defensive rebound by D. Dedmon,,3,89,64,25,2122.0
0:30.0, ,64-89,M. Strus misses 3-pt jump shot from 26 ft,,3,89,64,25,2130.0
0:27.0,Defensive rebound by I. Quickley,64-89, ,,3,89,64,25,2133.0
0:13.0,I. Quickley makes 2-pt layup from 1 ft,66-89, ,,3,89,66,23,2147.0
0:13.0,Shooting foul by D. Dedmon (drawn by I. Quickley),66-89, ,,3,89,66,23,2147.0
0:13.0,I. Quickley makes free throw 1 of 1,67-89, ,,3,89,67,22,2147.0
0:02.0, ,67-92,T. Herro makes 3-pt jump shot from 28 ft,,3,92,67,25,2158.0
0:00.0,End of 3rd quarter,67-92,,,3,92,67,25,2160.0
12:00.0,Start of 4th quarter,67-92,,,4,92,67,25,2160.0
11:42.0, ,67-92,C. Martin misses 3-pt jump shot from 27 ft (block by O. Toppin),,4,92,67,25,2178.0
11:39.0, ,67-92,Offensive rebound by Team,,4,92,67,25,2181.0
11:35.0, ,67-92,D. Dedmon misses 2-pt jump shot from 16 ft,,4,92,67,25,2185.0
11:32.0,Defensive rebound by A. Burks,67-92, ,,4,92,67,25,2188.0
11:17.0,A. Burks misses 3-pt jump shot from 25 ft,67-92, ,,4,92,67,25,2203.0
11:14.0, ,67-92,Defensive rebound by D. Dedmon,,4,92,67,25,2206.0
11:03.0, ,67-92,C. Martin misses 3-pt jump shot from 26 ft,,4,92,67,25,2217.0
10:57.0,Defensive rebound by A. Burks,67-92, ,,4,92,67,25,2223.0
10:55.0,O. Toppin makes 2-pt dunk from 2 ft (assist by A. Burks),69-92, ,,4,92,69,23,2225.0
10:36.0, ,69-92,G. Vincent misses 3-pt jump shot from 27 ft,,4,92,69,23,2244.0
10:32.0,Defensive rebound by Q. Grimes,69-92, ,,4,92,69,23,2248.0
10:28.0,Turnover by I. Quickley (lost ball; steal by G. Vincent),69-92, ,,4,92,69,23,2252.0
10:23.0, ,69-92,T. Herro misses 3-pt jump shot from 26 ft,,4,92,69,23,2257.0
10:18.0,Defensive rebound by O. Toppin,69-92, ,,4,92,69,23,2262.0
10:10.0,A. Burks misses 2-pt layup from 2 ft,69-92, ,,4,92,69,23,2270.0
10:08.0, ,69-92,Defensive rebound by D. Dedmon,,4,92,69,23,2272.0
10:06.0, ,69-92,Personal take foul by O. Toppin (drawn by T. Herro),,4,92,69,23,2274.0
10:06.0,C. Reddish enters the game for A. Burks,69-92, ,,4,92,69,23,2274.0
9:51.0, ,69-92,M. Strus misses 2-pt layup from 2 ft,,4,92,69,23,2289.0
9:47.0,Defensive rebound by I. Quickley,69-92, ,,4,92,69,23,2293.0
9:43.0,O. Toppin makes 2-pt dunk from 1 ft (assist by Q. Grimes),71-92, ,,4,92,71,21,2297.0
9:27.0, ,71-92,Turnover by T. Herro (bad pass; steal by I. Quickley),,4,92,71,21,2313.0
9:24.0,Turnover by C. Reddish (bad pass),71-92, ,,4,92,71,21,2316.0
9:00.0, ,71-92,M. Strus misses 3-pt jump shot from 24 ft (block by T. Gibson),,4,92,71,21,2340.0
9:00.0, ,71-92,Offensive rebound by D. Dedmon,,4,92,71,21,2340.0
9:00.0, ,71-92,Turnover by Team (shot clock),,4,92,71,21,2340.0
8:39.0,C. Reddish misses 3-pt jump shot from 26 ft,71-92, ,,4,92,71,21,2361.0
8:37.0,Offensive rebound by T. Gibson,71-92, ,,4,92,71,21,2363.0
8:32.0,O. Toppin makes 2-pt jump shot from 5 ft (assist by I. Quickley),73-92, ,,4,92,73,19,2368.0
8:32.0, ,73-92,Miami full timeout,,4,92,73,19,2368.0
8:32.0, ,73-92,B. Adebayo enters the game for D. Dedmon,,4,92,73,19,2368.0
8:32.0, ,73-92,D. Robinson enters the game for M. Strus,,4,92,73,19,2368.0
8:08.0, ,73-92,Shooting foul by I. Quickley (drawn by T. Herro),,4,92,73,19,2392.0
8:08.0, ,73-93,T. Herro makes free throw 1 of 2,,4,93,73,20,2392.0
8:08.0, ,73-94,T. Herro makes free throw 2 of 2,,4,94,73,21,2392.0
7:55.0,Personal foul by G. Vincent (drawn by C. Reddish),73-94, ,,4,94,73,21,2405.0
7:55.0,M. Robinson enters the game for T. Gibson,73-94, ,,4,94,73,21,2405.0
7:42.0,C. Reddish misses 2-pt jump shot from 12 ft,73-94, ,,4,94,73,21,2418.0
7:42.0,Offensive rebound by M. Robinson,73-94, ,,4,94,73,21,2418.0
7:42.0,Personal foul by D. Robinson (drawn by M. Robinson),73-94, ,,4,94,73,21,2418.0
7:29.0,I. Quickley makes 2-pt jump shot from 19 ft,75-94, ,,4,94,75,19,2431.0
7:07.0, ,75-94,C. Martin misses 2-pt layup from 2 ft,,4,94,75,19,2453.0
7:04.0,Defensive rebound by M. Robinson,75-94, ,,4,94,75,19,2456.0
6:58.0,O. Toppin makes 3-pt jump shot from 27 ft (assist by I. Quickley),78-94, ,,4,94,78,16,2462.0
6:48.0, ,78-94,Personal foul by M. Robinson (drawn by B. Adebayo),,4,94,78,16,2472.0
6:43.0, ,78-96,D. Robinson makes 2-pt layup from 1 ft (assist by B. Adebayo),,4,96,78,18,2477.0
6:28.0,C. Reddish misses 2-pt jump shot from 11 ft,78-96, ,,4,96,78,18,2492.0
6:24.0, ,78-96,Defensive rebound by T. Herro,,4,96,78,18,2496.0
6:14.0, ,78-98,B. Adebayo makes 2-pt dunk from 2 ft (assist by T. Herro),,4,98,78,20,2506.0
6:14.0,New York full timeout,78-98, ,,4,98,78,20,2506.0
5:55.0,M. Robinson makes 2-pt dunk from 1 ft (assist by I. Quickley),80-98, ,,4,98,80,18,2525.0
5:35.0, ,80-98,T. Herro misses 2-pt layup from 2 ft (block by C. Reddish),,4,98,80,18,2545.0
5:32.0, ,80-98,Offensive rebound by B. Adebayo,,4,98,80,18,2548.0
5:30.0, ,80-101,D. Robinson makes 3-pt jump shot from 26 ft (assist by B. Adebayo),,4,101,80,21,2550.0
5:20.0,Turnover by O. Toppin (off goaltending),80-101, ,,4,101,80,21,2560.0
5:00.0, ,80-103,B. Adebayo makes 2-pt dunk from 2 ft (assist by T. Herro),,4,103,80,23,2580.0
4:43.0,C. Reddish makes 3-pt jump shot from 25 ft (assist by O. Toppin),83-103, ,,4,103,83,20,2597.0
4:19.0, ,83-103,D. Robinson misses 3-pt jump shot from 27 ft,,4,103,83,20,2621.0
4:16.0,Defensive rebound by I. Quickley,83-103, ,,4,103,83,20,2624.0
4:16.0,Turnover by I. Quickley (bad pass),83-103, ,,4,103,83,20,2624.0
4:02.0, ,83-106,D. Robinson makes 3-pt jump shot from 27 ft (assist by B. Adebayo),,4,106,83,23,2638.0
3:49.0,Q. Grimes makes 3-pt jump shot from 28 ft (assist by I. Quickley),86-106, ,,4,106,86,20,2651.0
3:22.0, ,86-106,G. Vincent misses 2-pt jump shot from 7 ft,,4,106,86,20,2678.0
3:22.0, ,86-106,Offensive rebound by Team,,4,106,86,20,2678.0
3:10.0, ,86-106,G. Vincent misses 3-pt jump shot from 23 ft,,4,106,86,20,2690.0
3:07.0,Defensive rebound by C. Reddish,86-106, ,,4,106,86,20,2693.0
2:57.0,C. Reddish misses 3-pt jump shot from 26 ft,86-106, ,,4,106,86,20,2703.0
2:54.0,Offensive rebound by M. Robinson,86-106, ,,4,106,86,20,2706.0
2:53.0,M. Robinson misses 2-pt layup from 2 ft,86-106, ,,4,106,86,20,2707.0
2:47.0,Offensive rebound by M. Robinson,86-106, ,,4,106,86,20,2713.0
2:47.0,M. Robinson makes 2-pt layup at rim,88-106, ,,4,106,88,18,2713.0
2:33.0, ,88-106,T. Herro misses 3-pt jump shot from 25 ft,,4,106,88,18,2727.0
2:30.0,Defensive rebound by M. Robinson,88-106, ,,4,106,88,18,2730.0
2:27.0,I. Quickley misses 2-pt layup from 2 ft (block by C. Martin),88-106, ,,4,106,88,18,2733.0
2:24.0, ,88-106,Defensive rebound by G. Vincent,,4,106,88,18,2736.0
2:18.0, ,88-106,C. Martin misses 2-pt layup from 2 ft,,4,106,88,18,2742.0
2:16.0,Defensive rebound by C. Reddish,88-106, ,,4,106,88,18,2744.0
2:10.0,I. Quickley misses 3-pt jump shot from 25 ft,88-106, ,,4,106,88,18,2750.0
2:08.0,Offensive rebound by M. Robinson,88-106, ,,4,106,88,18,2752.0
2:08.0,Shooting foul by B. Adebayo (drawn by M. Robinson),88-106, ,,4,106,88,18,2752.0
2:08.0,M. Robinson misses free throw 1 of 2,88-106, ,,4,106,88,18,2752.0
2:08.0,Offensive rebound by Team,88-106, ,,4,106,88,18,2752.0
2:08.0,M. McBride enters the game for I. Quickley,88-106, ,,4,106,88,18,2752.0
2:08.0, ,88-106,K. Guy enters the game for B. Adebayo,,4,106,88,18,2752.0
2:08.0, ,88-106,O. Yurtseven enters the game for T. Herro,,4,106,88,18,2752.0
2:08.0,M. Robinson makes free throw 2 of 2,89-106, ,,4,106,89,17,2752.0
1:53.0, ,89-108,O. Yurtseven makes 2-pt layup from 2 ft (assist by G. Vincent),,4,108,89,19,2767.0
1:43.0,C. Reddish makes 2-pt layup from 2 ft (assist by M. McBride),91-108, ,,4,108,91,17,2777.0
1:43.0,Shooting foul by O. Yurtseven (drawn by C. Reddish),91-108, ,,4,108,91,17,2777.0
1:43.0,J. Sims enters the game for M. Robinson,91-108, ,,4,108,91,17,2777.0
1:43.0, ,91-108,M. Strus enters the game for D. Robinson,,4,108,91,17,2777.0
1:43.0,C. Reddish makes free throw 1 of 1,92-108, ,,4,108,92,16,2777.0
1:32.0, ,92-108,Shooting foul by O. Toppin (drawn by C. Martin),,4,108,92,16,2788.0
1:32.0, ,92-109,C. Martin makes free throw 1 of 2,,4,109,92,17,2788.0
1:32.0, ,92-110,C. Martin makes free throw 2 of 2,,4,110,92,18,2788.0
1:20.0,J. Sims makes 2-pt dunk from 1 ft (assist by M. McBride),94-110, ,,4,110,94,16,2800.0
1:10.0, ,94-110,Turnover by K. Guy (bad pass; steal by J. Sims),,4,110,94,16,2810.0
1:07.0,Shooting foul by G. Vincent (drawn by O. Toppin),94-110, ,,4,110,94,16,2813.0
1:07.0,O. Toppin makes free throw 1 of 2,95-110, ,,4,110,95,15,2813.0
1:07.0,O. Toppin makes free throw 2 of 2,96-110, ,,4,110,96,14,2813.0
0:52.0, ,96-110,Turnover by M. Strus (step out of bounds),,4,110,96,14,2828.0
0:42.0,M. McBride misses 3-pt jump shot from 25 ft,96-110, ,,4,110,96,14,2838.0
0:39.0,Offensive rebound by Q. Grimes,96-110, ,,4,110,96,14,2841.0
0:34.0,O. Toppin misses 2-pt layup from 4 ft,96-110, ,,4,110,96,14,2846.0
0:31.0, ,96-110,Defensive rebound by C. Martin,,4,110,96,14,2849.0
0:09.0, ,96-110,Turnover by Team (shot clock),,4,110,96,14,2871.0
0:00.0,M. McBride misses 3-pt jump shot from 25 ft,96-110, ,,4,110,96,14,2880.0
0:00.0,Offensive rebound by Team,96-110, ,,4,110,96,14,2880.0
0:00.0,End of 4th quarter,96-110,,,4,110,96,14,2880.0
