Time,Miami,Score,Charlotte,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
5:53.0, ,63-57,Defensive rebound by L. Ball,,3,63,57,6,1807.0
5:48.0, ,63-57,L. Ball misses 3-pt jump shot from 27 ft,,3,63,57,6,1812.0
5:46.0,Defensive rebound by P. Tucker,63-57, ,,3,63,57,6,1814.0
5:43.0,J. Butler makes 2-pt dunk from 1 ft (assist by P. Tucker),65-57, ,,3,65,57,8,1817.0
5:43.0, ,65-57,Charlotte full timeout,,3,65,57,8,1817.0
5:43.0,T. Herro enters the game for K. Lowry,65-57, ,,3,65,57,8,1817.0
5:43.0, ,65-57,C. Martin enters the game for L. Ball,,3,65,57,8,1817.0
5:43.0, ,65-57,K. Oubre enters the game for G. Hayward,,3,65,57,8,1817.0
5:20.0, ,65-57,M. Bridges misses 3-pt jump shot from 26 ft,,3,65,57,8,1840.0
5:17.0,Defensive rebound by P. Tucker,65-57, ,,3,65,57,8,1843.0
5:05.0,D. Robinson misses 2-pt layup from 3 ft,65-57, ,,3,65,57,8,1855.0
5:04.0, ,65-57,Defensive rebound by K. Oubre,,3,65,57,8,1856.0
4:49.0, ,65-57,Turnover by M. Plumlee (lost ball; steal by B. Adebayo),,3,65,57,8,1871.0
4:49.0, ,65-57,Violation by Team (kicked ball),,3,65,57,8,1871.0
4:29.0,T. Herro makes 2-pt jump shot from 11 ft (assist by P. Tucker),67-57, ,,3,67,57,10,1891.0
4:18.0, ,67-57,K. Oubre misses 3-pt jump shot from 23 ft,,3,67,57,10,1902.0
4:16.0,Defensive rebound by B. Adebayo,67-57, ,,3,67,57,10,1904.0
4:07.0,B. Adebayo misses 2-pt hook shot from 9 ft,67-57, ,,3,67,57,10,1913.0
4:04.0,Offensive rebound by B. Adebayo,67-57, ,,3,67,57,10,1916.0
4:03.0,B. Adebayo makes 2-pt layup from 2 ft,69-57, ,,3,69,57,12,1917.0
3:39.0, ,69-57,C. Martin misses 2-pt hook shot from 6 ft,,3,69,57,12,1941.0
3:38.0, ,69-57,Offensive rebound by M. Plumlee,,3,69,57,12,1942.0
3:36.0, ,69-57,T. Rozier misses 3-pt jump shot from 23 ft,,3,69,57,12,1944.0
3:36.0,Defensive rebound by P. Tucker,69-57, ,,3,69,57,12,1944.0
3:19.0,P. Tucker makes 3-pt jump shot from 26 ft (assist by D. Robinson),72-57, ,,3,72,57,15,1961.0
3:05.0, ,72-57,Personal foul by T. Herro (drawn by M. Bridges),,3,72,57,15,1975.0
3:05.0,D. Dedmon enters the game for B. Adebayo,72-57, ,,3,72,57,15,1975.0
3:05.0, ,72-57,P. Washington enters the game for M. Plumlee,,3,72,57,15,1975.0
2:59.0, ,72-57,Personal foul by D. Dedmon (drawn by M. Bridges),,3,72,57,15,1981.0
2:50.0, ,72-57,P. Washington misses 3-pt jump shot from 27 ft,,3,72,57,15,1990.0
2:47.0,Defensive rebound by J. Butler,72-57, ,,3,72,57,15,1993.0
2:27.0,D. Dedmon misses 2-pt layup from 2 ft,72-57, ,,3,72,57,15,2013.0
2:25.0,Offensive rebound by J. Butler,72-57, ,,3,72,57,15,2015.0
2:21.0,J. Butler makes 2-pt jump shot from 3 ft,74-57, ,,3,74,57,17,2019.0
2:10.0, ,74-57,K. Oubre misses 3-pt jump shot from 24 ft,,3,74,57,17,2030.0
2:05.0,Defensive rebound by T. Herro,74-57, ,,3,74,57,17,2035.0
2:01.0,D. Robinson misses 3-pt jump shot from 27 ft,74-57, ,,3,74,57,17,2039.0
1:59.0, ,74-57,Defensive rebound by M. Bridges,,3,74,57,17,2041.0
1:53.0, ,74-59,M. Bridges makes 2-pt layup from 3 ft,,3,74,59,15,2047.0
1:31.0,J. Butler makes 2-pt jump shot from 13 ft,76-59, ,,3,76,59,17,2069.0
1:20.0, ,76-59,M. Bridges misses 3-pt jump shot from 25 ft,,3,76,59,17,2080.0
1:17.0,Defensive rebound by D. Dedmon,76-59, ,,3,76,59,17,2083.0
1:09.0,Personal foul by K. Oubre (drawn by J. Butler),76-59, ,,3,76,59,17,2091.0
1:09.0,K. Lowry enters the game for J. Butler,76-59, ,,3,76,59,17,2091.0
1:09.0,C. Martin enters the game for D. Robinson,76-59, ,,3,76,59,17,2091.0
1:09.0,G. Vincent enters the game for P. Tucker,76-59, ,,3,76,59,17,2091.0
1:00.0,D. Dedmon misses 2-pt dunk from 1 ft,76-59, ,,3,76,59,17,2100.0
0:59.0, ,76-59,Defensive rebound by T. Rozier,,3,76,59,17,2101.0
0:52.0, ,76-59,Turnover by M. Bridges (bad pass; steal by T. Herro),,3,76,59,17,2108.0
0:35.0,Shooting foul by K. Oubre (drawn by G. Vincent),76-59, ,,3,76,59,17,2125.0
0:35.0,G. Vincent makes free throw 1 of 2,77-59, ,,3,77,59,18,2125.0
0:35.0,G. Vincent makes free throw 2 of 2,78-59, ,,3,78,59,19,2125.0
0:18.0, ,78-59,Turnover by C. Martin (bad pass; steal by K. Lowry),,3,78,59,19,2142.0
0:15.0,T. Herro makes 3-pt jump shot from 27 ft (assist by K. Lowry),81-59, ,,3,81,59,22,2145.0
0:15.0, ,81-59,J. Bouknight enters the game for M. Bridges,,3,81,59,22,2145.0
0:02.0, ,81-59,T. Rozier misses 3-pt jump shot from 26 ft,,3,81,59,22,2158.0
0:02.0,Defensive rebound by D. Dedmon,81-59, ,,3,81,59,22,2158.0
0:00.0,End of 3rd quarter,81-59,,,3,81,59,22,2160.0
12:00.0,Start of 4th quarter,81-59,,,4,81,59,22,2160.0
11:45.0,C. Martin makes 2-pt layup from 1 ft (assist by K. Lowry),83-59, ,,4,83,59,24,2175.0
11:25.0, ,83-59,K. Oubre misses 2-pt jump shot from 10 ft,,4,83,59,24,2195.0
11:25.0, ,83-59,Offensive rebound by N. Richards,,4,83,59,24,2195.0
11:25.0, ,83-59,Shooting foul by D. Dedmon (drawn by N. Richards),,4,83,59,24,2195.0
11:25.0, ,83-60,N. Richards makes free throw 1 of 2,,4,83,60,23,2195.0
11:25.0, ,83-60,N. Richards misses free throw 2 of 2,,4,83,60,23,2195.0
11:23.0,Defensive rebound by C. Martin,83-60, ,,4,83,60,23,2197.0
11:04.0,G. Vincent misses 3-pt jump shot from 27 ft,83-60, ,,4,83,60,23,2216.0
11:00.0, ,83-60,Defensive rebound by P. Washington,,4,83,60,23,2220.0
10:51.0, ,83-62,I. Smith makes 2-pt jump shot from 14 ft,,4,83,62,21,2229.0
10:29.0,T. Herro makes 3-pt jump shot from 23 ft (assist by K. Lowry),86-62, ,,4,86,62,24,2251.0
10:12.0, ,86-62,C. Martin misses 3-pt jump shot from 26 ft,,4,86,62,24,2268.0
10:10.0,Defensive rebound by Team,86-62, ,,4,86,62,24,2270.0
9:54.0,D. Dedmon makes 2-pt layup from 2 ft (assist by C. Martin),88-62, ,,4,88,62,26,2286.0
9:36.0, ,88-62,C. Martin misses 2-pt layup from 1 ft,,4,88,62,26,2304.0
9:34.0,Defensive rebound by D. Dedmon,88-62, ,,4,88,62,26,2306.0
9:30.0,Personal foul by P. Washington (drawn by K. Lowry),88-62, ,,4,88,62,26,2310.0
9:18.0,Turnover by T. Herro (bad pass),88-62, ,,4,88,62,26,2322.0
9:02.0, ,88-64,I. Smith makes 2-pt layup from 3 ft,,4,88,64,24,2338.0
8:46.0,K. Lowry makes 3-pt jump shot from 26 ft (assist by T. Herro),91-64, ,,4,91,64,27,2354.0
8:25.0, ,91-64,P. Washington misses 3-pt jump shot from 25 ft,,4,91,64,27,2375.0
8:23.0,Defensive rebound by T. Herro,91-64, ,,4,91,64,27,2377.0
8:22.0,Personal foul by N. Richards (drawn by T. Herro),91-64, ,,4,91,64,27,2378.0
8:10.0,Turnover by T. Herro (traveling),91-64, ,,4,91,64,27,2390.0
8:04.0, ,91-67,K. Oubre makes 3-pt jump shot from 26 ft (assist by I. Smith),,4,91,67,24,2396.0
7:42.0,D. Dedmon misses 2-pt layup from 1 ft,91-67, ,,4,91,67,24,2418.0
7:38.0,Offensive rebound by C. Martin,91-67, ,,4,91,67,24,2422.0
7:38.0,C. Martin makes 2-pt layup at rim,93-67, ,,4,93,67,26,2422.0
7:38.0, ,93-67,Personal take foul by K. Lowry (drawn by I. Smith),,4,93,67,26,2422.0
7:28.0, ,93-67,P. Washington misses 2-pt jump shot from 4 ft,,4,93,67,26,2432.0
7:26.0, ,93-67,Offensive rebound by P. Washington,,4,93,67,26,2434.0
7:25.0, ,93-67,K. Oubre misses 3-pt jump shot from 26 ft,,4,93,67,26,2435.0
7:25.0,Defensive rebound by Team,93-67, ,,4,93,67,26,2435.0
7:25.0, ,93-67,Loose ball foul by N. Richards (drawn by K. Lowry),,4,93,67,26,2435.0
7:10.0,Offensive foul by D. Dedmon (drawn by K. Oubre),93-67, ,,4,93,67,26,2450.0
7:10.0,Turnover by D. Dedmon (offensive foul),93-67, ,,4,93,67,26,2450.0
6:56.0, ,93-67,I. Smith misses 3-pt jump shot from 27 ft,,4,93,67,26,2464.0
6:53.0,Defensive rebound by D. Dedmon,93-67, ,,4,93,67,26,2467.0
6:43.0,T. Herro misses 2-pt jump shot from 12 ft,93-67, ,,4,93,67,26,2477.0
6:41.0, ,93-67,Defensive rebound by P. Washington,,4,93,67,26,2479.0
6:34.0, ,93-67,Turnover by C. Martin (lost ball; steal by D. Dedmon),,4,93,67,26,2486.0
6:29.0,T. Herro makes 3-pt jump shot from 27 ft (assist by C. Martin),96-67, ,,4,96,67,29,2491.0
6:28.0, ,96-67,Charlotte full timeout,,4,96,67,29,2492.0
6:08.0, ,96-69,P. Washington makes 2-pt dunk from 3 ft (assist by I. Smith),,4,96,69,27,2512.0
5:44.0,T. Herro makes 3-pt jump shot from 24 ft (assist by D. Dedmon),99-69, ,,4,99,69,30,2536.0
5:34.0, ,99-69,K. Oubre misses 3-pt jump shot from 25 ft,,4,99,69,30,2546.0
5:31.0,Defensive rebound by C. Martin,99-69, ,,4,99,69,30,2549.0
5:16.0,C. Martin misses 2-pt jump shot from 7 ft,99-69, ,,4,99,69,30,2564.0
5:14.0, ,99-69,Defensive rebound by I. Smith,,4,99,69,30,2566.0
5:09.0, ,99-69,N. Richards misses 2-pt dunk at rim,,4,99,69,30,2571.0
5:08.0, ,99-69,Offensive rebound by C. Martin,,4,99,69,30,2572.0
5:00.0, ,99-71,I. Smith makes 2-pt jump shot from 16 ft,,4,99,71,28,2580.0
4:34.0,T. Herro makes 2-pt jump shot from 17 ft (assist by K. Lowry),101-71, ,,4,101,71,30,2606.0
4:24.0, ,101-74,P. Washington makes 3-pt jump shot from 25 ft (assist by K. Oubre),,4,101,74,27,2616.0
4:00.0,G. Vincent misses 2-pt jump shot from 15 ft,101-74, ,,4,101,74,27,2640.0
3:59.0,Offensive rebound by D. Dedmon,101-74, ,,4,101,74,27,2641.0
3:56.0,Turnover by D. Dedmon (bad pass; steal by C. Martin),101-74, ,,4,101,74,27,2644.0
3:47.0, ,101-76,K. Oubre makes 2-pt hook shot from 6 ft (assist by N. Richards),,4,101,76,25,2653.0
3:27.0,T. Herro misses 2-pt jump shot from 22 ft,101-76, ,,4,101,76,25,2673.0
3:24.0, ,101-76,Defensive rebound by C. Martin,,4,101,76,25,2676.0
3:16.0, ,101-76,K. Oubre misses 3-pt jump shot from 23 ft,,4,101,76,25,2684.0
3:13.0,Defensive rebound by C. Martin,101-76, ,,4,101,76,25,2687.0
3:06.0,K. Lowry misses 2-pt jump shot from 13 ft,101-76, ,,4,101,76,25,2694.0
3:06.0,Offensive rebound by Team,101-76, ,,4,101,76,25,2694.0
3:06.0,K. Guy enters the game for D. Dedmon,101-76, ,,4,101,76,25,2694.0
3:06.0,D. Robinson enters the game for T. Herro,101-76, ,,4,101,76,25,2694.0
3:06.0,O. Yurtseven enters the game for K. Lowry,101-76, ,,4,101,76,25,2694.0
3:02.0,K. Guy misses 3-pt jump shot from 23 ft,101-76, ,,4,101,76,25,2698.0
2:59.0, ,101-76,Defensive rebound by I. Smith,,4,101,76,25,2701.0
2:53.0, ,101-78,I. Smith makes 2-pt jump shot from 13 ft,,4,101,78,23,2707.0
2:38.0,G. Vincent makes 3-pt jump shot from 23 ft (assist by K. Guy),104-78, ,,4,104,78,26,2722.0
2:30.0, ,104-78,Turnover by I. Smith (bad pass; steal by K. Guy),,4,104,78,26,2730.0
2:20.0,Miami full timeout,104-78, ,,4,104,78,26,2740.0
2:10.0,Turnover by K. Guy (bad pass; steal by I. Smith),104-78, ,,4,104,78,26,2750.0
2:05.0, ,104-81,P. Washington makes 3-pt jump shot from 26 ft (assist by I. Smith),,4,104,81,23,2755.0
1:40.0,G. Vincent misses 2-pt jump shot from 10 ft,104-81, ,,4,104,81,23,2780.0
1:37.0, ,104-81,Defensive rebound by K. Oubre,,4,104,81,23,2783.0
1:33.0, ,104-81,K. Oubre misses 3-pt jump shot from 27 ft,,4,104,81,23,2787.0
1:30.0, ,104-81,Offensive rebound by I. Smith,,4,104,81,23,2790.0
1:29.0, ,104-81,I. Smith misses 2-pt jump shot from 15 ft,,4,104,81,23,2791.0
1:29.0, ,104-81,Offensive rebound by K. Oubre,,4,104,81,23,2791.0
1:25.0, ,104-83,K. Oubre makes 2-pt layup from 1 ft,,4,104,83,21,2795.0
1:12.0,D. Robinson misses 3-pt jump shot from 27 ft,104-83, ,,4,104,83,21,2808.0
1:08.0, ,104-83,Defensive rebound by C. Martin,,4,104,83,21,2812.0
1:05.0, ,104-83,Turnover by C. Martin (lost ball; steal by K. Guy),,4,104,83,21,2815.0
0:48.0,C. Martin misses 3-pt jump shot from 26 ft,104-83, ,,4,104,83,21,2832.0
0:46.0, ,104-83,Defensive rebound by N. Richards,,4,104,83,21,2834.0
0:39.0, ,104-86,P. Washington makes 3-pt jump shot from 27 ft (assist by I. Smith),,4,104,86,18,2841.0
0:22.0,Offensive foul by D. Robinson (drawn by N. Richards),104-86, ,,4,104,86,18,2858.0
0:22.0,Turnover by D. Robinson (offensive foul),104-86, ,,4,104,86,18,2858.0
0:18.0, ,104-86,P. Washington misses 3-pt jump shot from 26 ft,,4,104,86,18,2862.0
0:14.0,Defensive rebound by D. Robinson,104-86, ,,4,104,86,18,2866.0
0:00.0,End of 4th quarter,104-86,,,4,104,86,18,2880.0
