Time,Charlotte,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
7:35.0, ,7-8,B. Adebayo makes 2-pt dunk from 1 ft (assist by J. Butler),Lead change,1,8,7,1,265.0
7:21.0,M. Bridges misses 3-pt jump shot from 27 ft,7-8, ,,1,8,7,1,279.0
7:17.0, ,7-8,Defensive rebound by K. Lowry,,1,8,7,1,283.0
7:15.0, ,7-8,K. Lowry misses 3-pt jump shot from 28 ft,,1,8,7,1,285.0
7:15.0, ,7-8,Offensive rebound by Team,,1,8,7,1,285.0
7:15.0,Loose ball foul by M. Bridges (drawn by B. Adebayo),7-8, ,,1,8,7,1,285.0
7:09.0, ,7-8,Turnover by B. Adebayo (bad pass; steal by K. Oubre),,1,8,7,1,291.0
7:04.0,G. Hayward misses 3-pt jump shot from 24 ft,7-8, ,,1,8,7,1,296.0
6:58.0, ,7-8,Defensive rebound by J. Butler,,1,8,7,1,302.0
6:56.0, ,7-11,J. Butler makes 3-pt jump shot from 26 ft,,1,11,7,4,304.0
6:40.0,L. Ball misses 3-pt jump shot from 26 ft,7-11, ,,1,11,7,4,320.0
6:35.0, ,7-11,Defensive rebound by P. Tucker,,1,11,7,4,325.0
6:26.0, ,7-11,B. Adebayo misses 2-pt jump shot from 7 ft (block by M. Plumlee),,1,11,7,4,334.0
6:23.0, ,7-11,Offensive rebound by B. Adebayo,,1,11,7,4,337.0
6:23.0, ,7-13,B. Adebayo makes 2-pt layup from 2 ft,,1,13,7,6,337.0
6:23.0,Charlotte full timeout,7-13, ,,1,13,7,6,337.0
6:23.0,C. Martin enters the game for G. Hayward,7-13, ,,1,13,7,6,337.0
6:23.0,P. Washington enters the game for M. Plumlee,7-13, ,,1,13,7,6,337.0
6:05.0,C. Martin misses 2-pt jump shot from 19 ft,7-13, ,,1,13,7,6,355.0
6:01.0, ,7-13,Defensive rebound by K. Lowry,,1,13,7,6,359.0
5:57.0, ,7-13,J. Butler misses 2-pt layup from 3 ft,,1,13,7,6,363.0
5:55.0, ,7-13,Offensive rebound by J. Butler,,1,13,7,6,365.0
5:51.0, ,7-13,P. Tucker misses 3-pt jump shot from 23 ft,,1,13,7,6,369.0
5:48.0,Defensive rebound by P. Washington,7-13, ,,1,13,7,6,372.0
5:35.0,K. Oubre makes 3-pt jump shot from 26 ft (assist by L. Ball),10-13, ,,1,13,10,3,385.0
5:13.0, ,10-15,K. Lowry makes 2-pt layup from 2 ft (assist by J. Butler),,1,15,10,5,407.0
5:04.0,L. Ball makes 2-pt layup from 2 ft,12-15, ,,1,15,12,3,416.0
4:55.0, ,12-17,B. Adebayo makes 2-pt jump shot from 11 ft,,1,17,12,5,425.0
4:41.0,K. Oubre makes 3-pt jump shot from 26 ft (assist by C. Martin),15-17, ,,1,17,15,2,439.0
4:21.0, ,15-17,K. Lowry misses 3-pt jump shot from 27 ft,,1,17,15,2,459.0
4:16.0, ,15-17,Offensive rebound by D. Robinson,,1,17,15,2,464.0
4:16.0, ,15-17,D. Robinson misses 3-pt jump shot from 26 ft,,1,17,15,2,464.0
4:14.0, ,15-17,Offensive rebound by B. Adebayo,,1,17,15,2,466.0
4:14.0, ,15-17,Shooting foul by K. Oubre (drawn by B. Adebayo),,1,17,15,2,466.0
4:14.0, ,15-18,B. Adebayo makes free throw 1 of 2,,1,18,15,3,466.0
4:14.0,J. McDaniels enters the game for L. Ball,15-18, ,,1,18,15,3,466.0
4:14.0,I. Smith enters the game for M. Bridges,15-18, ,,1,18,15,3,466.0
4:14.0, ,15-18,T. Herro enters the game for K. Lowry,,1,18,15,3,466.0
4:14.0, ,15-19,B. Adebayo makes free throw 2 of 2,,1,19,15,4,466.0
3:52.0,I. Smith misses 2-pt jump shot from 20 ft,15-19, ,,1,19,15,4,488.0
3:49.0, ,15-19,Defensive rebound by P. Tucker,,1,19,15,4,491.0
3:47.0, ,15-22,D. Robinson makes 3-pt jump shot from 27 ft (assist by J. Butler),,1,22,15,7,493.0
3:36.0,Personal foul by J. Butler (drawn by C. Martin),15-22, ,,1,22,15,7,504.0
3:36.0, ,15-22,D. Dedmon enters the game for B. Adebayo,,1,22,15,7,504.0
3:36.0, ,15-22,M. Morris enters the game for P. Tucker,,1,22,15,7,504.0
3:28.0,P. Washington makes 3-pt jump shot from 26 ft (assist by J. McDaniels),18-22, ,,1,22,18,4,512.0
3:06.0, ,18-24,J. Butler makes 2-pt layup from 2 ft,,1,24,18,6,534.0
2:54.0,P. Washington makes 2-pt jump shot from 3 ft (assist by C. Martin),20-24, ,,1,24,20,4,546.0
2:54.0, ,20-24,Miami full timeout,,1,24,20,4,546.0
2:54.0,G. Hayward enters the game for K. Oubre,20-24, ,,1,24,20,4,546.0
2:32.0, ,20-26,T. Herro makes 2-pt jump shot from 11 ft,,1,26,20,6,568.0
2:13.0,P. Washington makes 2-pt dunk from 2 ft (assist by G. Hayward),22-26, ,,1,26,22,4,587.0
2:02.0, ,22-28,M. Morris makes 2-pt jump shot from 11 ft (assist by T. Herro),,1,28,22,6,598.0
1:42.0,I. Smith misses 2-pt jump shot from 14 ft,22-28, ,,1,28,22,6,618.0
1:38.0, ,22-28,Defensive rebound by M. Morris,,1,28,22,6,622.0
1:26.0, ,22-28,M. Morris misses 2-pt hook shot from 7 ft,,1,28,22,6,634.0
1:24.0, ,22-28,Offensive rebound by M. Morris,,1,28,22,6,636.0
1:24.0, ,22-28,Shooting foul by J. McDaniels (drawn by M. Morris),,1,28,22,6,636.0
1:24.0, ,22-29,M. Morris makes free throw 1 of 2,,1,29,22,7,636.0
1:24.0, ,22-29,K. Lowry enters the game for J. Butler,,1,29,22,7,636.0
1:24.0, ,22-29,M. Strus enters the game for D. Robinson,,1,29,22,7,636.0
1:24.0, ,22-30,M. Morris makes free throw 2 of 2,,1,30,22,8,636.0
1:04.0,J. McDaniels misses 3-pt jump shot from 23 ft,22-30, ,,1,30,22,8,656.0
1:01.0, ,22-30,Defensive rebound by D. Dedmon,,1,30,22,8,659.0
0:54.0, ,22-30,Turnover by M. Strus (step out of bounds),,1,30,22,8,666.0
0:33.0,J. McDaniels misses 2-pt jump shot from 12 ft,22-30, ,,1,30,22,8,687.0
0:30.0, ,22-30,Defensive rebound by D. Dedmon,,1,30,22,8,690.0
0:25.0, ,22-30,M. Morris misses 3-pt jump shot from 24 ft,,1,30,22,8,695.0
0:22.0,Defensive rebound by G. Hayward,22-30, ,,1,30,22,8,698.0
0:03.0,Turnover by P. Washington (bad pass),22-30, ,,1,30,22,8,717.0
0:00.0, ,22-33,T. Herro makes 3-pt jump shot from 28 ft (assist by K. Lowry),,1,33,22,11,720.0
0:00.0, ,22-33,Instant Replay (Request: Ruling Stands),,1,33,22,11,720.0
0:00.0,End of 1st quarter,22-33,,,1,33,22,11,720.0
12:00.0,Start of 2nd quarter,22-33,,,2,33,22,11,720.0
11:35.0, ,22-33,T. Herro misses 3-pt jump shot from 25 ft,,2,33,22,11,745.0
11:32.0,Defensive rebound by L. Ball,22-33, ,,2,33,22,11,748.0
11:20.0,M. Bridges misses 2-pt layup from 6 ft,22-33, ,,2,33,22,11,760.0
11:16.0, ,22-33,Defensive rebound by D. Dedmon,,2,33,22,11,764.0
11:05.0, ,22-35,T. Herro makes 2-pt jump shot from 7 ft,,2,35,22,13,775.0
10:44.0,M. Plumlee misses 2-pt jump shot from 7 ft,22-35, ,,2,35,22,13,796.0
10:39.0, ,22-35,Defensive rebound by M. Strus,,2,35,22,13,801.0
10:32.0, ,22-38,M. Strus makes 3-pt jump shot from 24 ft (assist by K. Lowry),,2,38,22,16,808.0
10:21.0,M. Bridges makes 2-pt layup from 2 ft (assist by J. McDaniels),24-38, ,,2,38,24,14,819.0
9:56.0, ,24-38,M. Morris misses 3-pt jump shot from 23 ft,,2,38,24,14,844.0
9:54.0, ,24-38,Offensive rebound by D. Dedmon,,2,38,24,14,846.0
9:52.0, ,24-40,T. Herro makes 2-pt jump shot from 11 ft (assist by M. Morris),,2,40,24,16,848.0
9:52.0,Charlotte full timeout,24-40, ,,2,40,24,16,848.0
9:43.0,Shooting foul by D. Dedmon (drawn by M. Plumlee),24-40, ,,2,40,24,16,857.0
9:43.0,M. Plumlee misses free throw 1 of 2,24-40, ,,2,40,24,16,857.0
9:43.0,Offensive rebound by Team,24-40, ,,2,40,24,16,857.0
9:43.0, ,24-40,B. Adebayo enters the game for D. Dedmon,,2,40,24,16,857.0
9:43.0,M. Plumlee misses free throw 2 of 2,24-40, ,,2,40,24,16,857.0
9:41.0, ,24-40,Defensive rebound by K. Lowry,,2,40,24,16,859.0
9:31.0, ,24-40,K. Lowry misses 3-pt jump shot from 26 ft,,2,40,24,16,869.0
9:29.0, ,24-40,Offensive rebound by Team,,2,40,24,16,871.0
9:29.0,C. Martin enters the game for J. McDaniels,24-40, ,,2,40,24,16,871.0
9:28.0, ,24-40,Turnover by K. Lowry (back court),,2,40,24,16,872.0
9:23.0,L. Ball misses 3-pt jump shot from 27 ft,24-40, ,,2,40,24,16,877.0
9:17.0, ,24-40,Defensive rebound by M. Strus,,2,40,24,16,883.0
9:12.0, ,24-40,Shooting foul by L. Ball (drawn by T. Herro),,2,40,24,16,888.0
9:12.0, ,24-41,T. Herro makes free throw 1 of 2,,2,41,24,17,888.0
9:12.0, ,24-42,T. Herro makes free throw 2 of 2,,2,42,24,18,888.0
8:56.0,G. Hayward makes 3-pt jump shot from 27 ft,27-42, ,,2,42,27,15,904.0
8:38.0, ,27-42,M. Morris misses 2-pt layup from 2 ft,,2,42,27,15,922.0
8:35.0,Defensive rebound by G. Hayward,27-42, ,,2,42,27,15,925.0
8:34.0,G. Hayward misses 3-pt jump shot from 27 ft,27-42, ,,2,42,27,15,926.0
8:28.0, ,27-42,Defensive rebound by B. Adebayo,,2,42,27,15,932.0
8:22.0, ,27-42,B. Adebayo misses 2-pt layup from 2 ft,,2,42,27,15,938.0
8:20.0,Defensive rebound by C. Martin,27-42, ,,2,42,27,15,940.0
8:17.0,Turnover by L. Ball (bad pass; steal by T. Herro),27-42, ,,2,42,27,15,943.0
8:15.0, ,27-44,B. Adebayo makes 2-pt layup from 1 ft (assist by T. Herro),,2,44,27,17,945.0
8:02.0,M. Bridges misses 3-pt jump shot from 25 ft,27-44, ,,2,44,27,17,958.0
8:00.0, ,27-44,Defensive rebound by T. Herro,,2,44,27,17,960.0
7:48.0, ,27-47,T. Herro makes 3-pt jump shot from 26 ft (assist by B. Adebayo),,2,47,27,20,972.0
7:25.0,M. Bridges makes 2-pt layup from 2 ft (assist by L. Ball),29-47, ,,2,47,29,18,995.0
7:17.0, ,29-49,B. Adebayo makes 2-pt layup from 2 ft (assist by K. Lowry),,2,49,29,20,1003.0
7:16.0,Charlotte full timeout,29-49, ,,2,49,29,20,1004.0
7:16.0,K. Oubre enters the game for L. Ball,29-49, ,,2,49,29,20,1004.0
7:16.0,I. Smith enters the game for G. Hayward,29-49, ,,2,49,29,20,1004.0
7:16.0,P. Washington enters the game for M. Plumlee,29-49, ,,2,49,29,20,1004.0
7:16.0, ,29-49,J. Butler enters the game for K. Lowry,,2,49,29,20,1004.0
7:01.0,P. Washington misses 2-pt jump shot from 8 ft (block by B. Adebayo),29-49, ,,2,49,29,20,1019.0
6:58.0, ,29-49,Defensive rebound by T. Herro,,2,49,29,20,1022.0
6:50.0, ,29-51,T. Herro makes 2-pt jump shot from 19 ft,,2,51,29,22,1030.0
6:32.0,P. Washington misses 3-pt jump shot from 25 ft,29-51, ,,2,51,29,22,1048.0
6:28.0, ,29-51,Defensive rebound by B. Adebayo,,2,51,29,22,1052.0
6:19.0, ,29-53,B. Adebayo makes 2-pt jump shot from 15 ft (assist by T. Herro),,2,53,29,24,1061.0
6:04.0,I. Smith misses 2-pt jump shot from 12 ft,29-53, ,,2,53,29,24,1076.0
6:00.0,Offensive rebound by P. Washington,29-53, ,,2,53,29,24,1080.0
6:00.0,C. Martin misses 3-pt jump shot from 26 ft,29-53, ,,2,53,29,24,1080.0
5:56.0, ,29-53,Defensive rebound by J. Butler,,2,53,29,24,1084.0
5:48.0, ,29-53,B. Adebayo misses 2-pt jump shot from 12 ft,,2,53,29,24,1092.0
5:43.0,Defensive rebound by M. Bridges,29-53, ,,2,53,29,24,1097.0
5:42.0,Personal foul by M. Morris (drawn by M. Bridges),29-53, ,,2,53,29,24,1098.0
5:42.0, ,29-53,D. Robinson enters the game for M. Morris,,2,53,29,24,1098.0
5:42.0, ,29-53,P. Tucker enters the game for M. Strus,,2,53,29,24,1098.0
5:30.0,P. Washington misses 2-pt jump shot from 9 ft,29-53, ,,2,53,29,24,1110.0
5:26.0, ,29-53,Defensive rebound by B. Adebayo,,2,53,29,24,1114.0
5:06.0, ,29-55,T. Herro makes 2-pt jump shot from 15 ft,,2,55,29,26,1134.0
4:55.0,I. Smith makes 2-pt layup from 2 ft,31-55, ,,2,55,31,24,1145.0
4:32.0, ,31-55,D. Robinson misses 3-pt jump shot from 23 ft (block by P. Washington),,2,55,31,24,1168.0
4:32.0, ,31-55,Offensive rebound by Team,,2,55,31,24,1168.0
4:32.0,G. Hayward enters the game for M. Bridges,31-55, ,,2,55,31,24,1168.0
4:30.0, ,31-55,J. Butler misses 3-pt jump shot from 27 ft,,2,55,31,24,1170.0
4:26.0, ,31-55,Offensive rebound by P. Tucker,,2,55,31,24,1174.0
4:22.0, ,31-55,Turnover by J. Butler (lost ball; steal by P. Washington),,2,55,31,24,1178.0
4:18.0,Shooting foul by J. Butler (drawn by C. Martin),31-55, ,,2,55,31,24,1182.0
4:18.0,C. Martin makes free throw 1 of 2,32-55, ,,2,55,32,23,1182.0
4:18.0, ,32-55,K. Lowry enters the game for T. Herro,,2,55,32,23,1182.0
4:18.0,C. Martin makes free throw 2 of 2,33-55, ,,2,55,33,22,1182.0
4:05.0, ,33-57,B. Adebayo makes 2-pt jump shot from 9 ft,,2,57,33,24,1195.0
3:55.0,K. Oubre makes 2-pt layup from 2 ft (assist by I. Smith),35-57, ,,2,57,35,22,1205.0
3:38.0, ,35-57,Turnover by B. Adebayo (lost ball; steal by P. Washington),,2,57,35,22,1222.0
3:35.0,Shooting foul by K. Lowry (drawn by G. Hayward),35-57, ,,2,57,35,22,1225.0
3:35.0,G. Hayward makes free throw 1 of 2,36-57, ,,2,57,36,21,1225.0
3:35.0, ,36-57,D. Dedmon enters the game for B. Adebayo,,2,57,36,21,1225.0
3:35.0,G. Hayward makes free throw 2 of 2,37-57, ,,2,57,37,20,1225.0
3:14.0, ,37-57,J. Butler misses 2-pt jump shot from 16 ft,,2,57,37,20,1246.0
3:11.0,Defensive rebound by P. Washington,37-57, ,,2,57,37,20,1249.0
3:06.0,I. Smith misses 2-pt jump shot from 15 ft,37-57, ,,2,57,37,20,1254.0
3:04.0, ,37-57,Defensive rebound by D. Dedmon,,2,57,37,20,1256.0
3:01.0, ,37-57,D. Robinson misses 3-pt jump shot from 25 ft,,2,57,37,20,1259.0
2:57.0, ,37-57,Offensive rebound by J. Butler,,2,57,37,20,1263.0
2:57.0, ,37-57,Shooting foul by I. Smith (drawn by J. Butler),,2,57,37,20,1263.0
2:57.0, ,37-58,J. Butler makes free throw 1 of 2,,2,58,37,21,1263.0
2:57.0, ,37-59,J. Butler makes free throw 2 of 2,,2,59,37,22,1263.0
2:46.0,Turnover by P. Washington (lost ball; steal by J. Butler),37-59, ,,2,59,37,22,1274.0
2:46.0,M. Bridges enters the game for P. Washington,37-59, ,,2,59,37,22,1274.0
2:28.0,Jump ball: K. Oubre vs. J. Butler (G. Hayward gains possession),37-59,,,2,59,37,22,1292.0
2:28.0, ,37-59,Turnover by J. Butler (lost ball; steal by K. Oubre),,2,59,37,22,1292.0
2:23.0,M. Bridges misses 3-pt jump shot from 27 ft,37-59, ,,2,59,37,22,1297.0
2:21.0,Offensive rebound by Team,37-59, ,,2,59,37,22,1299.0
2:21.0, ,37-59,Loose ball foul by P. Tucker (drawn by C. Martin),,2,59,37,22,1299.0
2:21.0,L. Ball enters the game for I. Smith,37-59, ,,2,59,37,22,1299.0
2:21.0,C. Martin makes free throw 1 of 2,38-59, ,,2,59,38,21,1299.0
2:21.0,C. Martin makes free throw 2 of 2,39-59, ,,2,59,39,20,1299.0
2:04.0, ,39-59,Turnover by D. Dedmon (off goaltending),,2,59,39,20,1316.0
2:04.0, ,39-59,B. Adebayo enters the game for D. Dedmon,,2,59,39,20,1316.0
2:04.0, ,39-59,T. Herro enters the game for D. Robinson,,2,59,39,20,1316.0
1:50.0,G. Hayward makes 2-pt layup from 2 ft,41-59, ,,2,59,41,18,1330.0
1:37.0, ,41-61,J. Butler makes 2-pt layup from 2 ft,,2,61,41,20,1343.0
1:37.0, ,41-61,Shooting foul by K. Oubre (drawn by J. Butler),,2,61,41,20,1343.0
1:37.0, ,41-62,J. Butler makes free throw 1 of 1,,2,62,41,21,1343.0
1:26.0,L. Ball makes 2-pt jump shot from 19 ft,43-62, ,,2,62,43,19,1354.0
1:14.0, ,43-62,J. Butler misses 2-pt layup from 5 ft (block by L. Ball),,2,62,43,19,1366.0
1:12.0,Defensive rebound by C. Martin,43-62, ,,2,62,43,19,1368.0
1:12.0,Shooting foul by T. Herro (drawn by C. Martin),43-62, ,,2,62,43,19,1368.0
1:12.0,C. Martin misses free throw 1 of 2,43-62, ,,2,62,43,19,1368.0
1:12.0,Offensive rebound by Team,43-62, ,,2,62,43,19,1368.0
1:12.0,C. Martin makes free throw 2 of 2,44-62, ,,2,62,44,18,1368.0
0:49.0, ,44-64,P. Tucker makes 2-pt layup from 1 ft (assist by T. Herro),,2,64,44,20,1391.0
0:33.0,Shooting foul by T. Herro (drawn by M. Bridges),44-64, ,,2,64,44,20,1407.0
0:33.0,M. Bridges makes free throw 1 of 2,45-64, ,,2,64,45,19,1407.0
0:33.0,M. Bridges makes free throw 2 of 2,46-64, ,,2,64,46,18,1407.0
0:13.0, ,46-64,K. Lowry misses 2-pt jump shot from 17 ft,,2,64,46,18,1427.0
0:08.0,Defensive rebound by M. Bridges,46-64, ,,2,64,46,18,1432.0
0:06.0,Offensive foul by M. Bridges (drawn by K. Lowry),46-64, ,,2,64,46,18,1434.0
0:06.0,Turnover by M. Bridges (offensive foul),46-64, ,,2,64,46,18,1434.0
0:06.0,P. Washington enters the game for L. Ball,46-64, ,,2,64,46,18,1434.0
0:06.0, ,46-64,D. Robinson enters the game for P. Tucker,,2,64,46,18,1434.0
0:00.0, ,46-64,J. Butler misses 2-pt layup from 5 ft (block by P. Washington),,2,64,46,18,1440.0
0:00.0, ,46-64,Offensive rebound by Team,,2,64,46,18,1440.0
0:00.0, ,46-64,Turnover by K. Lowry (bad pass; steal by K. Oubre),,2,64,46,18,1440.0
0:00.0,End of 2nd quarter,46-64,,,2,64,46,18,1440.0
12:00.0,Start of 3rd quarter,46-64,,,3,64,46,18,1440.0
11:50.0, ,46-64,Personal foul by L. Ball (drawn by K. Lowry),,3,64,46,18,1450.0
11:39.0, ,46-64,B. Adebayo misses 2-pt layup from 3 ft,,3,64,46,18,1461.0
11:37.0,Defensive rebound by K. Oubre,46-64, ,,3,64,46,18,1463.0
11:25.0,M. Bridges misses 2-pt hook shot from 9 ft,46-64, ,,3,64,46,18,1475.0
11:23.0,Offensive rebound by Team,46-64, ,,3,64,46,18,1477.0
11:15.0,K. Oubre misses 3-pt jump shot from 24 ft,46-64, ,,3,64,46,18,1485.0
11:12.0, ,46-64,Defensive rebound by B. Adebayo,,3,64,46,18,1488.0
11:00.0, ,46-64,Turnover by P. Tucker (step out of bounds),,3,64,46,18,1500.0
10:44.0,Turnover by G. Hayward (bad pass; steal by B. Adebayo),46-64, ,,3,64,46,18,1516.0
10:36.0, ,46-64,K. Lowry misses 3-pt jump shot from 26 ft,,3,64,46,18,1524.0
10:32.0,Defensive rebound by M. Plumlee,46-64, ,,3,64,46,18,1528.0
10:25.0,L. Ball misses 2-pt jump shot from 18 ft,46-64, ,,3,64,46,18,1535.0
10:20.0,Offensive rebound by M. Plumlee,46-64, ,,3,64,46,18,1540.0
10:20.0,Shooting foul by K. Lowry (drawn by L. Ball),46-64, ,,3,64,46,18,1540.0
10:20.0,L. Ball makes free throw 1 of 2,47-64, ,,3,64,47,17,1540.0
10:20.0,L. Ball makes free throw 2 of 2,48-64, ,,3,64,48,16,1540.0
10:03.0, ,48-67,D. Robinson makes 3-pt jump shot from 26 ft (assist by J. Butler),,3,67,48,19,1557.0
9:54.0,G. Hayward makes 3-pt jump shot from 27 ft (assist by L. Ball),51-67, ,,3,67,51,16,1566.0
9:41.0, ,51-67,P. Tucker misses 3-pt jump shot from 23 ft,,3,67,51,16,1579.0
9:37.0,Defensive rebound by M. Bridges,51-67, ,,3,67,51,16,1583.0
9:23.0,Turnover by M. Bridges (off goaltending),51-67, ,,3,67,51,16,1597.0
9:13.0, ,51-67,B. Adebayo misses 2-pt jump shot from 17 ft,,3,67,51,16,1607.0
9:09.0,Defensive rebound by K. Oubre,51-67, ,,3,67,51,16,1611.0
9:05.0,L. Ball misses 3-pt jump shot from 30 ft,51-67, ,,3,67,51,16,1615.0
9:02.0, ,51-67,Defensive rebound by B. Adebayo,,3,67,51,16,1618.0
8:47.0, ,51-67,D. Robinson misses 3-pt jump shot from 25 ft,,3,67,51,16,1633.0
8:38.0, ,51-67,Offensive rebound by J. Butler,,3,67,51,16,1642.0
8:38.0, ,51-67,Turnover by J. Butler (bad pass; steal by M. Bridges),,3,67,51,16,1642.0
8:34.0,K. Oubre misses 3-pt jump shot from 24 ft,51-67, ,,3,67,51,16,1646.0
8:33.0,Offensive rebound by M. Plumlee,51-67, ,,3,67,51,16,1647.0
8:33.0,Shooting foul by P. Tucker (drawn by M. Plumlee),51-67, ,,3,67,51,16,1647.0
8:33.0,M. Plumlee makes free throw 1 of 2,52-67, ,,3,67,52,15,1647.0
8:33.0,M. Plumlee misses free throw 2 of 2,52-67, ,,3,67,52,15,1647.0
8:30.0, ,52-67,Defensive rebound by B. Adebayo,,3,67,52,15,1650.0
8:18.0, ,52-67,J. Butler misses 3-pt jump shot from 25 ft,,3,67,52,15,1662.0
8:14.0,Defensive rebound by L. Ball,52-67, ,,3,67,52,15,1666.0
8:10.0,L. Ball misses 2-pt layup from 7 ft (block by J. Butler),52-67, ,,3,67,52,15,1670.0
8:10.0, ,52-67,Defensive rebound by Team,,3,67,52,15,1670.0
8:10.0,Loose ball foul by M. Bridges (drawn by K. Lowry),52-67, ,,3,67,52,15,1670.0
7:53.0, ,52-67,D. Robinson misses 3-pt jump shot from 27 ft,,3,67,52,15,1687.0
7:48.0, ,52-67,Offensive rebound by P. Tucker,,3,67,52,15,1692.0
7:45.0, ,52-67,D. Robinson misses 3-pt jump shot from 27 ft,,3,67,52,15,1695.0
7:42.0, ,52-67,Offensive rebound by Team,,3,67,52,15,1698.0
7:31.0, ,52-67,Shooting foul by M. Plumlee (drawn by B. Adebayo),,3,67,52,15,1709.0
7:31.0, ,52-68,B. Adebayo makes free throw 1 of 2,,3,68,52,16,1709.0
7:31.0, ,52-69,B. Adebayo makes free throw 2 of 2,,3,69,52,17,1709.0
7:11.0,M. Bridges makes 3-pt jump shot from 23 ft (assist by M. Plumlee),55-69, ,,3,69,55,14,1729.0
6:55.0, ,55-69,P. Tucker misses 3-pt jump shot from 24 ft (block by M. Bridges),,3,69,55,14,1745.0
6:50.0,Defensive rebound by M. Plumlee,55-69, ,,3,69,55,14,1750.0
6:34.0,M. Bridges makes 3-pt jump shot from 26 ft,58-69, ,,3,69,58,11,1766.0
6:06.0, ,58-71,J. Butler makes 2-pt jump shot from 11 ft (assist by D. Robinson),,3,71,58,13,1794.0
5:53.0,K. Oubre makes 2-pt layup from 2 ft (assist by M. Plumlee),60-71, ,,3,71,60,11,1807.0
5:53.0,Shooting foul by D. Robinson (drawn by K. Oubre),60-71, ,,3,71,60,11,1807.0
5:53.0, ,60-71,Miami full timeout,,3,71,60,11,1807.0
5:53.0, ,60-71,T. Herro enters the game for K. Lowry,,3,71,60,11,1807.0
5:53.0,K. Oubre misses free throw 1 of 1,60-71, ,,3,71,60,11,1807.0
5:51.0, ,60-71,Defensive rebound by B. Adebayo,,3,71,60,11,1809.0
