Time,Miami,Score,Portland,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
3:49.0,Shooting foul by D. Smith (drawn by P. Tucker),74-71, ,,3,74,71,3,1931.0
3:49.0,P. Tucker misses free throw 1 of 2,74-71, ,,3,74,71,3,1931.0
3:49.0,Offensive rebound by Team,74-71, ,,3,74,71,3,1931.0
3:49.0,P. Tucker makes free throw 2 of 2,75-71, ,,3,75,71,4,1931.0
3:33.0, ,75-71,R. Covington misses 2-pt jump shot from 5 ft,,3,75,71,4,1947.0
3:31.0,Defensive rebound by C. Silva,75-71, ,,3,75,71,4,1949.0
3:12.0,C. Martin makes 2-pt layup from 1 ft,77-71, ,,3,77,71,6,1968.0
2:45.0, ,77-71,A. Simons misses 3-pt jump shot from 33 ft,,3,77,71,6,1995.0
2:41.0,Defensive rebound by P. Tucker,77-71, ,,3,77,71,6,1999.0
2:32.0,Personal foul by D. Smith (drawn by P. Tucker),77-71, ,,3,77,71,6,2008.0
2:32.0,P. Tucker makes free throw 1 of 2,78-71, ,,3,78,71,7,2008.0
2:32.0,P. Tucker makes free throw 2 of 2,79-71, ,,3,79,71,8,2008.0
2:15.0, ,79-71,D. Smith misses 2-pt layup from 4 ft (block by P. Tucker),,3,79,71,8,2025.0
2:15.0, ,79-71,Offensive rebound by R. Covington,,3,79,71,8,2025.0
2:15.0, ,79-71,Shooting foul by C. Silva (drawn by R. Covington),,3,79,71,8,2025.0
2:15.0, ,79-72,R. Covington makes free throw 1 of 2,,3,79,72,7,2025.0
2:15.0,H. Highsmith enters the game for C. Silva,79-72, ,,3,79,72,7,2025.0
2:15.0, ,79-73,R. Covington makes free throw 2 of 2,,3,79,73,6,2025.0
2:03.0,K. Guy makes 2-pt layup from 1 ft,81-73, ,,3,81,73,8,2037.0
1:38.0, ,81-73,L. Nance misses 2-pt layup from 2 ft,,3,81,73,8,2062.0
1:36.0,Defensive rebound by D. Robinson,81-73, ,,3,81,73,8,2064.0
1:31.0,H. Highsmith misses 3-pt jump shot from 26 ft,81-73, ,,3,81,73,8,2069.0
1:29.0, ,81-73,Defensive rebound by R. Covington,,3,81,73,8,2071.0
1:08.0, ,81-75,R. Covington makes 2-pt layup from 1 ft (assist by A. Simons),,3,81,75,6,2092.0
1:06.0,Personal take foul by L. Nance (drawn by K. Guy),81-75, ,,3,81,75,6,2094.0
1:06.0,K. Guy makes free throw 1 of 2,82-75, ,,3,82,75,7,2094.0
1:06.0,C. Silva enters the game for P. Tucker,82-75, ,,3,82,75,7,2094.0
1:06.0, ,82-75,T. Watford enters the game for L. Nance,,3,82,75,7,2094.0
1:06.0,K. Guy makes free throw 2 of 2,83-75, ,,3,83,75,8,2094.0
0:48.0, ,83-75,T. Watford misses 2-pt layup from 1 ft (block by H. Highsmith),,3,83,75,8,2112.0
0:45.0,Defensive rebound by D. Robinson,83-75, ,,3,83,75,8,2115.0
0:41.0,D. Robinson misses 3-pt jump shot from 28 ft,83-75, ,,3,83,75,8,2119.0
0:38.0, ,83-75,Defensive rebound by R. Covington,,3,83,75,8,2122.0
0:33.0, ,83-78,A. Simons makes 3-pt jump shot from 28 ft (assist by D. Smith),,3,83,78,5,2127.0
0:18.0,Turnover by K. Guy (bad pass),83-78, ,,3,83,78,5,2142.0
0:02.0, ,83-78,Shooting foul by K. Guy (drawn by A. Simons),,3,83,78,5,2158.0
0:02.0, ,83-79,A. Simons makes free throw 1 of 2,,3,83,79,4,2158.0
0:02.0,T. Herro enters the game for H. Highsmith,83-79, ,,3,83,79,4,2158.0
0:02.0, ,83-80,A. Simons makes free throw 2 of 2,,3,83,80,3,2158.0
0:00.0,T. Herro misses 3-pt jump shot from 40 ft,83-80, ,,3,83,80,3,2160.0
0:00.0,Offensive rebound by Team,83-80, ,,3,83,80,3,2160.0
0:00.0,End of 3rd quarter,83-80,,,3,83,80,3,2160.0
12:00.0,Start of 4th quarter,83-80,,,4,83,80,3,2160.0
11:46.0,D. Robinson makes 3-pt jump shot from 29 ft (assist by O. Yurtseven),86-80, ,,4,86,80,6,2174.0
11:30.0, ,86-82,N. Powell makes 2-pt layup from 3 ft,,4,86,82,4,2190.0
11:10.0,T. Herro makes 2-pt jump shot from 9 ft,88-82, ,,4,88,82,6,2210.0
10:58.0, ,88-85,N. Powell makes 3-pt jump shot from 26 ft,,4,88,85,3,2222.0
10:41.0,Shooting foul by B. McLemore (drawn by T. Herro),88-85, ,,4,88,85,3,2239.0
10:41.0,T. Herro makes free throw 1 of 2,89-85, ,,4,89,85,4,2239.0
10:41.0, ,89-85,N. Little enters the game for B. McLemore,,4,89,85,4,2239.0
10:41.0,T. Herro makes free throw 2 of 2,90-85, ,,4,90,85,5,2239.0
10:29.0, ,90-88,N. Little makes 3-pt jump shot from 23 ft (assist by D. Smith),,4,90,88,2,2251.0
10:17.0,T. Herro misses 2-pt jump shot from 6 ft (block by T. Watford),90-88, ,,4,90,88,2,2263.0
10:14.0, ,90-88,Defensive rebound by R. Covington,,4,90,88,2,2266.0
10:12.0, ,90-88,Shooting foul by K. Guy (drawn by T. Watford),,4,90,88,2,2268.0
10:12.0, ,90-88,T. Watford misses free throw 1 of 2,,4,90,88,2,2268.0
10:12.0, ,90-88,Offensive rebound by Team,,4,90,88,2,2268.0
10:12.0, ,90-88,T. Watford misses free throw 2 of 2,,4,90,88,2,2268.0
10:08.0,Defensive rebound by Team,90-88, ,,4,90,88,2,2272.0
10:08.0,Jump ball: K. Guy vs. R. Covington (O. Yurtseven gains possession),90-88,,,4,90,88,2,2272.0
9:51.0,D. Robinson misses 2-pt jump shot from 18 ft,90-88, ,,4,90,88,2,2289.0
9:48.0, ,90-88,Defensive rebound by D. Smith,,4,90,88,2,2292.0
9:41.0, ,90-90,D. Smith makes 2-pt layup at rim,Tie,4,90,90,0,2299.0
9:41.0,Miami full timeout,90-90, ,,4,90,90,0,2299.0
9:41.0,P. Tucker enters the game for H. Highsmith,90-90, ,,4,90,90,0,2299.0
9:27.0,Shooting foul by T. Watford (drawn by O. Yurtseven),90-90, ,,4,90,90,0,2313.0
9:27.0,O. Yurtseven makes free throw 1 of 2,91-90, ,,4,91,90,1,2313.0
9:27.0, ,91-90,J. Nurkić enters the game for T. Watford,,4,91,90,1,2313.0
9:27.0,O. Yurtseven misses free throw 2 of 2,91-90, ,,4,91,90,1,2313.0
9:25.0, ,91-90,Defensive rebound by R. Covington,,4,91,90,1,2315.0
9:11.0, ,91-90,R. Covington misses 3-pt jump shot from 22 ft,,4,91,90,1,2329.0
9:07.0,Defensive rebound by T. Herro,91-90, ,,4,91,90,1,2333.0
8:50.0,T. Herro misses 2-pt jump shot from 10 ft,91-90, ,,4,91,90,1,2350.0
8:49.0, ,91-90,Defensive rebound by J. Nurkić,,4,91,90,1,2351.0
8:48.0, ,91-90,Personal take foul by P. Tucker (drawn by D. Smith),,4,91,90,1,2352.0
8:48.0,C. Martin enters the game for K. Guy,91-90, ,,4,91,90,1,2352.0
8:48.0, ,91-90,A. Simons enters the game for D. Smith,,4,91,90,1,2352.0
8:27.0, ,91-90,N. Powell misses 2-pt jump shot from 4 ft,,4,91,90,1,2373.0
8:27.0, ,91-90,Offensive rebound by Team,,4,91,90,1,2373.0
8:24.0, ,91-90,N. Little misses 3-pt jump shot from 26 ft,,4,91,90,1,2376.0
8:24.0, ,91-90,Offensive rebound by Team,,4,91,90,1,2376.0
8:24.0, ,91-90,Turnover by Team (shot clock),,4,91,90,1,2376.0
8:05.0,Shooting foul by J. Nurkić (drawn by P. Tucker),91-90, ,,4,91,90,1,2395.0
8:05.0,P. Tucker misses free throw 1 of 2,91-90, ,,4,91,90,1,2395.0
8:05.0,Offensive rebound by Team,91-90, ,,4,91,90,1,2395.0
8:05.0,M. Strus enters the game for D. Robinson,91-90, ,,4,91,90,1,2395.0
8:05.0,P. Tucker makes free throw 2 of 2,92-90, ,,4,92,90,2,2395.0
7:48.0, ,92-90,R. Covington misses 3-pt jump shot from 25 ft,,4,92,90,2,2412.0
7:46.0,Defensive rebound by M. Strus,92-90, ,,4,92,90,2,2414.0
7:38.0,P. Tucker makes 2-pt jump shot from 9 ft (assist by T. Herro),94-90, ,,4,94,90,4,2422.0
7:23.0, ,94-90,R. Covington misses 2-pt layup from 4 ft,,4,94,90,4,2437.0
7:20.0,Defensive rebound by O. Yurtseven,94-90, ,,4,94,90,4,2440.0
7:04.0,C. Martin misses 3-pt jump shot from 25 ft,94-90, ,,4,94,90,4,2456.0
6:58.0, ,94-90,Defensive rebound by R. Covington,,4,94,90,4,2462.0
6:53.0, ,94-92,J. Nurkić makes 2-pt layup from 1 ft (assist by A. Simons),,4,94,92,2,2467.0
6:32.0,T. Herro makes 2-pt jump shot from 22 ft (assist by P. Tucker),96-92, ,,4,96,92,4,2488.0
6:04.0, ,96-92,A. Simons misses 3-pt jump shot from 31 ft,,4,96,92,4,2516.0
6:01.0,Defensive rebound by O. Yurtseven,96-92, ,,4,96,92,4,2519.0
5:57.0,T. Herro misses 3-pt jump shot from 27 ft,96-92, ,,4,96,92,4,2523.0
5:53.0,Offensive rebound by C. Martin,96-92, ,,4,96,92,4,2527.0
5:51.0,Miami full timeout,96-92, ,,4,96,92,4,2529.0
5:43.0,P. Tucker misses 2-pt jump shot from 7 ft,96-92, ,,4,96,92,4,2537.0
5:42.0,Offensive rebound by O. Yurtseven,96-92, ,,4,96,92,4,2538.0
5:38.0,M. Strus makes 3-pt jump shot from 27 ft (assist by C. Martin),99-92, ,,4,99,92,7,2542.0
5:16.0, ,99-92,N. Little misses 3-pt jump shot from 23 ft,,4,99,92,7,2564.0
5:14.0,Defensive rebound by C. Martin,99-92, ,,4,99,92,7,2566.0
4:50.0,T. Herro misses 3-pt jump shot from 28 ft,99-92, ,,4,99,92,7,2590.0
4:47.0,Offensive rebound by Team,99-92, ,,4,99,92,7,2593.0
4:41.0,M. Strus makes 3-pt jump shot from 25 ft (assist by P. Tucker),102-92, ,,4,102,92,10,2599.0
4:40.0, ,102-92,Portland full timeout,,4,102,92,10,2600.0
4:23.0, ,102-92,N. Powell misses 2-pt jump shot from 9 ft,,4,102,92,10,2617.0
4:20.0,Defensive rebound by P. Tucker,102-92, ,,4,102,92,10,2620.0
4:20.0,Personal foul by R. Covington (drawn by P. Tucker),102-92, ,,4,102,92,10,2620.0
3:59.0,M. Strus makes 3-pt jump shot from 25 ft (assist by O. Yurtseven),105-92, ,,4,105,92,13,2641.0
3:39.0, ,105-94,A. Simons makes 2-pt layup from 1 ft,,4,105,94,11,2661.0
3:19.0,O. Yurtseven makes 3-pt jump shot from 26 ft (assist by M. Strus),108-94, ,,4,108,94,14,2681.0
3:18.0, ,108-94,Portland full timeout,,4,108,94,14,2682.0
2:53.0, ,108-94,N. Powell misses 3-pt jump shot from 26 ft,,4,108,94,14,2707.0
2:51.0, ,108-94,Offensive rebound by N. Little,,4,108,94,14,2709.0
2:47.0, ,108-97,R. Covington makes 3-pt jump shot from 24 ft,,4,108,97,11,2713.0
2:23.0,M. Strus misses 3-pt jump shot from 28 ft,108-97, ,,4,108,97,11,2737.0
2:22.0, ,108-97,Defensive rebound by R. Covington,,4,108,97,11,2738.0
2:12.0, ,108-97,N. Little misses 2-pt layup from 5 ft (block by O. Yurtseven),,4,108,97,11,2748.0
2:12.0,Defensive rebound by O. Yurtseven,108-97, ,,4,108,97,11,2748.0
2:12.0,Personal foul by J. Nurkić (drawn by O. Yurtseven),108-97, ,,4,108,97,11,2748.0
2:12.0,O. Yurtseven makes free throw 1 of 2,109-97, ,,4,109,97,12,2748.0
2:12.0,O. Yurtseven makes free throw 2 of 2,110-97, ,,4,110,97,13,2748.0
1:59.0, ,110-97,A. Simons misses 2-pt layup from 4 ft,,4,110,97,13,2761.0
1:57.0, ,110-97,Offensive rebound by J. Nurkić,,4,110,97,13,2763.0
1:52.0, ,110-100,N. Little makes 3-pt jump shot from 25 ft (assist by N. Powell),,4,110,100,10,2768.0
1:34.0,Turnover by T. Herro (bad pass; steal by A. Simons),110-100, ,,4,110,100,10,2786.0
1:31.0, ,110-102,N. Little makes 2-pt layup from 1 ft (assist by A. Simons),,4,110,102,8,2789.0
1:08.0,T. Herro misses 2-pt jump shot from 8 ft,110-102, ,,4,110,102,8,2812.0
1:08.0,Offensive rebound by Team,110-102, ,,4,110,102,8,2812.0
1:03.0,Shooting foul by N. Powell (drawn by T. Herro),110-102, ,,4,110,102,8,2817.0
1:03.0,T. Herro makes free throw 1 of 2,111-102, ,,4,111,102,9,2817.0
1:03.0,T. Herro makes free throw 2 of 2,112-102, ,,4,112,102,10,2817.0
0:59.0, ,112-102,Shooting foul by O. Yurtseven (drawn by N. Powell),,4,112,102,10,2821.0
0:59.0, ,112-102,Instant Replay,,4,112,102,10,2821.0
0:59.0, ,112-102,Technical foul by J. Nurkić,,4,112,102,10,2821.0
0:59.0,Technical foul by T. Herro,112-102, ,,4,112,102,10,2821.0
0:59.0,T. Herro ejected from game,112-102, ,,4,112,102,10,2821.0
0:59.0, ,112-102,J. Nurkić ejected from game,,4,112,102,10,2821.0
0:59.0,K. Guy enters the game for T. Herro,112-102, ,,4,112,102,10,2821.0
0:59.0, ,112-102,T. Watford enters the game for J. Nurkić,,4,112,102,10,2821.0
0:59.0, ,112-103,N. Powell makes free throw 1 of 2,,4,112,103,9,2821.0
0:59.0, ,112-104,N. Powell makes free throw 2 of 2,,4,112,104,8,2821.0
0:36.0,P. Tucker misses 2-pt jump shot from 12 ft,112-104, ,,4,112,104,8,2844.0
0:30.0, ,112-104,Defensive rebound by N. Little,,4,112,104,8,2850.0
0:27.0, ,112-107,N. Powell makes 3-pt jump shot from 28 ft (assist by N. Little),,4,112,107,5,2853.0
0:22.0,Miami full timeout,112-107, ,,4,112,107,5,2858.0
0:22.0,D. Robinson enters the game for O. Yurtseven,112-107, ,,4,112,107,5,2858.0
0:19.0,Personal take foul by A. Simons (drawn by P. Tucker),112-107, ,,4,112,107,5,2861.0
0:19.0,P. Tucker misses free throw 1 of 2,112-107, ,,4,112,107,5,2861.0
0:19.0,Offensive rebound by Team,112-107, ,,4,112,107,5,2861.0
0:19.0,O. Yurtseven enters the game for D. Robinson,112-107, ,,4,112,107,5,2861.0
0:19.0,P. Tucker makes free throw 2 of 2,113-107, ,,4,113,107,6,2861.0
0:19.0, ,113-107,Portland full timeout,,4,113,107,6,2861.0
0:13.0, ,113-107,Shooting foul by C. Martin (drawn by N. Powell),,4,113,107,6,2867.0
0:13.0, ,113-108,N. Powell makes free throw 1 of 2,,4,113,108,5,2867.0
0:13.0, ,113-109,N. Powell makes free throw 2 of 2,,4,113,109,4,2867.0
0:12.0,Personal take foul by A. Simons (drawn by C. Martin),113-109, ,,4,113,109,4,2868.0
0:12.0,C. Martin makes free throw 1 of 2,114-109, ,,4,114,109,5,2868.0
0:12.0,C. Martin makes free throw 2 of 2,115-109, ,,4,115,109,6,2868.0
0:06.0, ,115-109,N. Little misses 3-pt jump shot from 26 ft,,4,115,109,6,2874.0
0:04.0,Defensive rebound by C. Martin,115-109, ,,4,115,109,6,2876.0
0:00.0,End of 4th quarter,115-109,,,4,115,109,6,2880.0
