Time,Detroit,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
1:12.0,Detroit full timeout,110-112, ,,4,112,110,2,2808.0
0:59.0,S. Bey makes 2-pt jump shot from 16 ft,112-112, ,Tie,4,112,112,0,2821.0
0:40.0, ,112-115,M. Strus makes 3-pt jump shot from 23 ft (assist by G. Vincent),,4,115,112,3,2840.0
0:28.0,T. Lyles misses 3-pt jump shot from 26 ft,112-115, ,,4,115,112,3,2852.0
0:25.0, ,112-115,Defensive rebound by Team,,4,115,112,3,2855.0
0:25.0,Loose ball foul by F. Jackson (drawn by T. Herro),112-115, ,,4,115,112,3,2855.0
0:25.0, ,112-115,Miami full timeout,,4,115,112,3,2855.0
0:25.0,J. Jackson enters the game for F. Jackson,112-115, ,,4,115,112,3,2855.0
0:22.0, ,112-115,T. Herro misses 2-pt layup from 2 ft,,4,115,112,3,2858.0
0:18.0,Defensive rebound by J. Jackson,112-115, ,,4,115,112,3,2862.0
0:12.0,Detroit full timeout,112-115, ,,4,115,112,3,2868.0
0:02.0,C. Joseph misses 3-pt jump shot from 23 ft,112-115, ,,4,115,112,3,2878.0
0:02.0, ,112-115,Defensive rebound by U. Haslem,,4,115,112,3,2878.0
0:00.0,End of 4th quarter,112-115,,,4,115,112,3,2880.0
