Time,Miami,Score,Philadelphia,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
1:57.0, ,76-74,D. Green enters the game for T. Harris,,3,76,74,2,2043.0
1:57.0, ,76-74,G. Niang enters the game for T. Maxey,,3,76,74,2,2043.0
1:57.0, ,76-74,S. Milton misses free throw 1 of 2,,3,76,74,2,2043.0
1:57.0, ,76-74,Offensive rebound by Team,,3,76,74,2,2043.0
1:57.0, ,76-75,S. Milton makes free throw 2 of 2,,3,76,75,1,2043.0
1:35.0,M. Strus misses 3-pt jump shot from 29 ft,76-75, ,,3,76,75,1,2065.0
1:32.0, ,76-75,Defensive rebound by D. Jordan,,3,76,75,1,2068.0
1:13.0, ,76-75,D. Green misses 3-pt jump shot from 25 ft,,3,76,75,1,2087.0
1:10.0,Defensive rebound by T. Herro,76-75, ,,3,76,75,1,2090.0
1:05.0,J. Butler makes 2-pt dunk from 1 ft (assist by M. Morris),78-75, ,,3,78,75,3,2095.0
0:47.0, ,78-78,F. Korkmaz makes 3-pt jump shot from 27 ft (assist by S. Milton),Tie,3,78,78,0,2113.0
0:40.0,M. Strus misses 3-pt jump shot from 25 ft,78-78, ,,3,78,78,0,2120.0
0:38.0, ,78-78,Defensive rebound by S. Milton,,3,78,78,0,2122.0
0:35.0, ,78-78,Personal foul by M. Morris (drawn by F. Korkmaz),,3,78,78,0,2125.0
0:35.0, ,78-78,F. Korkmaz misses free throw 1 of 2,,3,78,78,0,2125.0
0:35.0, ,78-78,Offensive rebound by Team,,3,78,78,0,2125.0
0:35.0,B. Adebayo enters the game for J. Butler,78-78, ,,3,78,78,0,2125.0
0:35.0,K. Lowry enters the game for M. Morris,78-78, ,,3,78,78,0,2125.0
0:35.0,C. Martin enters the game for P. Tucker,78-78, ,,3,78,78,0,2125.0
0:35.0, ,78-78,F. Korkmaz misses free throw 2 of 2,,3,78,78,0,2125.0
0:33.0,Defensive rebound by K. Lowry,78-78, ,,3,78,78,0,2127.0
0:31.0,M. Strus misses 3-pt jump shot from 26 ft,78-78, ,,3,78,78,0,2129.0
0:28.0, ,78-78,Defensive rebound by G. Niang,,3,78,78,0,2132.0
0:07.0, ,78-78,S. Milton misses 2-pt jump shot from 5 ft,,3,78,78,0,2153.0
0:07.0, ,78-78,Offensive rebound by S. Milton,,3,78,78,0,2153.0
0:07.0, ,78-80,S. Milton makes 2-pt layup at rim,Lead change,3,78,80,-2,2153.0
0:00.0,B. Adebayo misses 2-pt jump shot from 10 ft,78-80, ,,3,78,80,-2,2160.0
0:00.0, ,78-80,Defensive rebound by D. Green,,3,78,80,-2,2160.0
0:00.0,End of 3rd quarter,78-80,,,3,78,80,-2,2160.0
12:00.0,Start of 4th quarter,78-80,,,4,78,80,-2,2160.0
11:42.0,C. Martin makes 2-pt jump shot from 23 ft (assist by M. Strus),80-80, ,Tie,4,80,80,0,2178.0
11:20.0, ,80-82,S. Milton makes 2-pt layup from 3 ft (assist by G. Niang),,4,80,82,-2,2200.0
11:12.0,T. Herro makes 2-pt layup from 2 ft,82-82, ,Tie,4,82,82,0,2208.0
10:49.0, ,82-82,F. Korkmaz misses 2-pt layup from 6 ft,,4,82,82,0,2231.0
10:47.0,Defensive rebound by C. Martin,82-82, ,,4,82,82,0,2233.0
10:44.0,K. Lowry makes 3-pt jump shot from 26 ft (assist by M. Strus),85-82, ,Lead change,4,85,82,3,2236.0
10:22.0, ,85-82,F. Korkmaz misses 3-pt jump shot from 27 ft,,4,85,82,3,2258.0
10:20.0,Defensive rebound by B. Adebayo,85-82, ,,4,85,82,3,2260.0
10:12.0,Turnover by B. Adebayo (bad pass; steal by F. Korkmaz),85-82, ,,4,85,82,3,2268.0
9:55.0, ,85-84,S. Milton makes 2-pt layup from 4 ft (assist by G. Niang),,4,85,84,1,2285.0
9:36.0,T. Herro misses 2-pt jump shot from 15 ft,85-84, ,,4,85,84,1,2304.0
9:32.0, ,85-84,Defensive rebound by D. Jordan,,4,85,84,1,2308.0
9:25.0, ,85-86,S. Milton makes 2-pt jump shot from 7 ft,Lead change,4,85,86,-1,2315.0
9:07.0,K. Lowry makes 3-pt jump shot from 28 ft,88-86, ,Lead change,4,88,86,2,2333.0
8:48.0, ,88-88,G. Niang makes 2-pt hook shot from 4 ft,Tie,4,88,88,0,2352.0
8:31.0,K. Lowry misses 2-pt jump shot from 6 ft,88-88, ,,4,88,88,0,2369.0
8:29.0, ,88-88,Defensive rebound by D. Jordan,,4,88,88,0,2371.0
8:16.0, ,88-90,S. Milton makes 2-pt jump shot from 18 ft,Lead change,4,88,90,-2,2384.0
8:06.0,T. Herro makes 2-pt layup from 2 ft,90-90, ,Tie,4,90,90,0,2394.0
7:47.0, ,90-92,F. Korkmaz makes 2-pt layup from 2 ft (assist by S. Milton),,4,90,92,-2,2413.0
7:37.0,Personal foul by S. Milton (drawn by B. Adebayo),90-92, ,,4,90,92,-2,2423.0
7:37.0, ,90-92,T. Harris enters the game for G. Niang,,4,90,92,-2,2423.0
7:29.0,K. Lowry misses 3-pt jump shot from 26 ft,90-92, ,,4,90,92,-2,2431.0
7:27.0, ,90-92,Defensive rebound by F. Korkmaz,,4,90,92,-2,2433.0
7:14.0, ,90-92,S. Milton misses 2-pt jump shot from 11 ft,,4,90,92,-2,2446.0
7:12.0,Defensive rebound by B. Adebayo,90-92, ,,4,90,92,-2,2448.0
7:07.0,C. Martin makes 3-pt jump shot from 25 ft (assist by K. Lowry),93-92, ,Lead change,4,93,92,1,2453.0
7:06.0, ,93-92,Philadelphia full timeout,,4,93,92,1,2454.0
7:06.0, ,93-92,T. Maxey enters the game for D. Green,,4,93,92,1,2454.0
6:48.0, ,93-92,F. Korkmaz misses 3-pt jump shot from 25 ft,,4,93,92,1,2472.0
6:44.0, ,93-92,Offensive rebound by T. Maxey,,4,93,92,1,2476.0
6:43.0, ,93-92,Turnover by T. Harris (out of bounds lost ball),,4,93,92,1,2477.0
6:18.0,B. Adebayo misses 2-pt layup from 2 ft,93-92, ,,4,93,92,1,2502.0
6:16.0,Offensive rebound by B. Adebayo,93-92, ,,4,93,92,1,2504.0
6:15.0,B. Adebayo makes 2-pt hook shot from 4 ft,95-92, ,,4,95,92,3,2505.0
5:55.0, ,95-94,T. Maxey makes 2-pt jump shot from 19 ft,,4,95,94,1,2525.0
5:40.0,B. Adebayo makes 2-pt dunk at rim (assist by T. Herro),97-94, ,,4,97,94,3,2540.0
5:25.0, ,97-96,T. Maxey makes 2-pt layup from 1 ft (assist by T. Harris),,4,97,96,1,2555.0
5:10.0,B. Adebayo makes 2-pt dunk at rim (assist by T. Herro),99-96, ,,4,99,96,3,2570.0
4:47.0, ,99-98,T. Harris makes 2-pt hook shot from 3 ft,,4,99,98,1,2593.0
4:47.0,Miami full timeout,99-98, ,,4,99,98,1,2593.0
4:47.0,J. Butler enters the game for M. Strus,99-98, ,,4,99,98,1,2593.0
4:47.0, ,99-98,P. Millsap enters the game for D. Jordan,,4,99,98,1,2593.0
4:31.0,T. Herro misses 2-pt jump shot from 12 ft,99-98, ,,4,99,98,1,2609.0
4:27.0, ,99-98,Defensive rebound by T. Harris,,4,99,98,1,2613.0
4:13.0, ,99-101,F. Korkmaz makes 3-pt jump shot from 27 ft (assist by T. Harris),Lead change,4,99,101,-2,2627.0
3:54.0,Personal foul by P. Millsap (drawn by B. Adebayo),99-101, ,,4,99,101,-2,2646.0
3:45.0,T. Herro misses 3-pt jump shot from 25 ft,99-101, ,,4,99,101,-2,2655.0
3:42.0, ,99-101,Defensive rebound by T. Maxey,,4,99,101,-2,2658.0
3:30.0, ,99-103,T. Harris makes 2-pt jump shot from 6 ft,,4,99,103,-4,2670.0
3:30.0,Miami full timeout,99-103, ,,4,99,103,-4,2670.0
3:18.0,J. Butler makes 2-pt layup from 2 ft (assist by B. Adebayo),101-103, ,,4,101,103,-2,2682.0
2:55.0, ,101-103,F. Korkmaz misses 2-pt jump shot from 7 ft,,4,101,103,-2,2705.0
2:52.0,Defensive rebound by C. Martin,101-103, ,,4,101,103,-2,2708.0
2:38.0,Turnover by C. Martin (bad pass),101-103, ,,4,101,103,-2,2722.0
2:28.0, ,101-103,Personal foul by K. Lowry (drawn by S. Milton),,4,101,103,-2,2732.0
2:28.0, ,101-103,G. Niang enters the game for S. Milton,,4,101,103,-2,2732.0
2:23.0, ,101-103,Personal foul by K. Lowry (drawn by P. Millsap),,4,101,103,-2,2737.0
2:18.0, ,101-105,T. Maxey makes 2-pt jump shot from 4 ft,,4,101,105,-4,2742.0
2:18.0, ,101-105,Shooting foul by C. Martin (drawn by T. Maxey),,4,101,105,-4,2742.0
2:18.0, ,101-106,T. Maxey makes free throw 1 of 1,,4,101,106,-5,2742.0
2:06.0,Personal foul by F. Korkmaz (drawn by J. Butler),101-106, ,,4,101,106,-5,2754.0
1:55.0,J. Butler misses 3-pt jump shot from 26 ft,101-106, ,,4,101,106,-5,2765.0
1:51.0, ,101-106,Defensive rebound by T. Maxey,,4,101,106,-5,2769.0
1:34.0, ,101-109,T. Maxey makes 3-pt jump shot from 27 ft,,4,101,109,-8,2786.0
1:34.0,Miami full timeout,101-109, ,,4,101,109,-8,2786.0
1:32.0,K. Lowry misses 3-pt jump shot from 27 ft,101-109, ,,4,101,109,-8,2788.0
1:30.0,Offensive rebound by Team,101-109, ,,4,101,109,-8,2790.0
1:30.0, ,101-109,Loose ball foul by G. Niang (drawn by C. Martin),,4,101,109,-8,2790.0
1:25.0,T. Herro misses 2-pt jump shot from 7 ft,101-109, ,,4,101,109,-8,2795.0
1:21.0, ,101-109,Defensive rebound by T. Harris,,4,101,109,-8,2799.0
1:03.0, ,101-112,T. Maxey makes 3-pt jump shot from 28 ft (assist by G. Niang),,4,101,112,-11,2817.0
0:57.0,C. Martin makes 2-pt layup from 1 ft (assist by K. Lowry),103-112, ,,4,103,112,-9,2823.0
0:36.0, ,103-112,G. Niang misses 2-pt jump shot from 10 ft (block by B. Adebayo),,4,103,112,-9,2844.0
0:35.0,Defensive rebound by Team,103-112, ,,4,103,112,-9,2845.0
0:33.0,K. Lowry makes 3-pt jump shot from 28 ft,106-112, ,,4,106,112,-6,2847.0
0:26.0, ,106-112,Philadelphia full timeout,,4,106,112,-6,2854.0
0:23.0, ,106-112,Turnover by G. Niang (bad pass; steal by B. Adebayo),,4,106,112,-6,2857.0
0:21.0,C. Martin misses 2-pt layup from 3 ft (block by T. Maxey),106-112, ,,4,106,112,-6,2859.0
0:21.0, ,106-112,Defensive rebound by Team,,4,106,112,-6,2859.0
0:21.0,Loose ball foul by B. Adebayo (drawn by T. Harris),106-112, ,,4,106,112,-6,2859.0
0:21.0, ,106-112,S. Milton enters the game for P. Millsap,,4,106,112,-6,2859.0
0:19.0, ,106-112,Personal take foul by B. Adebayo (drawn by T. Harris),,4,106,112,-6,2861.0
0:19.0, ,106-112,T. Harris misses free throw 1 of 2,,4,106,112,-6,2861.0
0:19.0, ,106-112,Offensive rebound by Team,,4,106,112,-6,2861.0
0:19.0, ,106-112,P. Millsap enters the game for S. Milton,,4,106,112,-6,2861.0
0:19.0, ,106-113,T. Harris makes free throw 2 of 2,,4,106,113,-7,2861.0
0:14.0,K. Lowry misses 3-pt jump shot from 26 ft,106-113, ,,4,106,113,-7,2866.0
0:11.0, ,106-113,Defensive rebound by T. Harris,,4,106,113,-7,2869.0
0:00.0,End of 4th quarter,106-113,,,4,106,113,-7,2880.0
