Time,Toronto,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
0:02.0, ,114-114,Defensive rebound by G. Vincent,,6,114,114,0,3898.0
0:01.0, ,114-114,Miami full timeout,,6,114,114,0,3899.0
0:00.0, ,114-114,T. Herro misses 2-pt jump shot from 12 ft,,6,114,114,0,3900.0
0:00.0, ,114-114,Offensive rebound by Team,,6,114,114,0,3900.0
0:00.0,End of 2nd overtime,114-114,,,6,114,114,0,3900.0
5:00.0,Start of 3rd overtime,114-114,,,7,114,114,0,3900.0
4:35.0, ,114-114,T. Herro misses 3-pt jump shot from 33 ft,,7,114,114,0,3925.0
4:29.0,Defensive rebound by G. Trent,114-114, ,,7,114,114,0,3931.0
4:12.0,P. Siakam misses 2-pt layup from 7 ft (block by B. Adebayo),114-114, ,,7,114,114,0,3948.0
4:06.0, ,114-114,Defensive rebound by J. Butler,,7,114,114,0,3954.0
3:53.0, ,114-117,T. Herro makes 3-pt jump shot from 25 ft (assist by G. Vincent),Lead change,7,117,114,3,3967.0
3:35.0,F. VanVleet makes 3-pt jump shot from 27 ft,117-117, ,Tie,7,117,117,0,3985.0
3:13.0, ,117-117,P. Tucker misses 2-pt layup from 3 ft (block by P. Siakam),,7,117,117,0,4007.0
3:13.0,Defensive rebound by P. Siakam,117-117, ,,7,117,117,0,4007.0
3:07.0,G. Trent misses 2-pt layup from 2 ft (block by B. Adebayo),117-117, ,,7,117,117,0,4013.0
3:07.0,Offensive rebound by Team,117-117, ,,7,117,117,0,4013.0
3:05.0,O. Anunoby makes 2-pt dunk from 1 ft (assist by S. Barnes),119-117, ,Lead change,7,117,119,-2,4015.0
2:38.0, ,119-117,T. Herro misses 2-pt layup from 9 ft,,7,117,119,-2,4042.0
2:36.0, ,119-117,Offensive rebound by B. Adebayo,,7,117,119,-2,4044.0
2:36.0, ,119-117,Turnover by B. Adebayo (lost ball; steal by F. VanVleet),,7,117,119,-2,4044.0
2:21.0,Personal foul by T. Herro (drawn by F. VanVleet),119-117, ,,7,117,119,-2,4059.0
2:17.0,F. VanVleet makes 3-pt jump shot from 29 ft (assist by O. Anunoby),122-117, ,,7,117,122,-5,4063.0
1:53.0, ,122-120,G. Vincent makes 3-pt jump shot from 28 ft (assist by B. Adebayo),,7,120,122,-2,4087.0
1:32.0,G. Trent misses 3-pt jump shot from 28 ft,122-120, ,,7,120,122,-2,4108.0
1:28.0, ,122-120,Defensive rebound by J. Butler,,7,120,122,-2,4112.0
1:26.0, ,122-120,T. Herro misses 3-pt jump shot from 27 ft,,7,120,122,-2,4114.0
1:22.0, ,122-120,Offensive rebound by G. Vincent,,7,120,122,-2,4118.0
1:07.0, ,122-120,Turnover by B. Adebayo (lost ball; steal by O. Anunoby),,7,120,122,-2,4133.0
0:50.0,Turnover by F. VanVleet (lost ball; steal by J. Butler),122-120, ,,7,120,122,-2,4150.0
0:35.0, ,122-120,T. Herro misses 3-pt jump shot from 24 ft,,7,120,122,-2,4165.0
0:30.0,Defensive rebound by G. Trent,122-120, ,,7,120,122,-2,4170.0
0:16.0,Offensive foul by P. Siakam (drawn by T. Herro),122-120, ,,7,120,122,-2,4184.0
0:16.0,Turnover by P. Siakam (offensive foul),122-120, ,,7,120,122,-2,4184.0
0:16.0,Toronto full timeout,122-120, ,,7,120,122,-2,4184.0
0:16.0,Instant Replay (Challenge: Stands),122-120, ,,7,120,122,-2,4184.0
0:16.0, ,122-120,Miami full timeout,,7,120,122,-2,4184.0
0:13.0, ,122-120,T. Herro misses 3-pt jump shot from 27 ft,,7,120,122,-2,4187.0
0:10.0,Defensive rebound by O. Anunoby,122-120, ,,7,120,122,-2,4190.0
0:10.0,Personal foul by P. Tucker (drawn by O. Anunoby),122-120, ,,7,120,122,-2,4190.0
0:09.0,Personal take foul by B. Adebayo (drawn by P. Siakam),122-120, ,,7,120,122,-2,4191.0
0:09.0,P. Siakam makes free throw 1 of 2,123-120, ,,7,120,123,-3,4191.0
0:09.0, ,123-120,D. Dedmon enters the game for T. Herro,,7,120,123,-3,4191.0
0:09.0,P. Siakam makes free throw 2 of 2,124-120, ,,7,120,124,-4,4191.0
0:09.0, ,124-120,Miami full timeout,,7,120,124,-4,4191.0
0:09.0, ,124-120,T. Herro enters the game for D. Dedmon,,7,120,124,-4,4191.0
0:08.0, ,124-120,Turnover by G. Vincent (step out of bounds),,7,120,124,-4,4192.0
0:00.0,End of 3rd overtime,124-120,,,7,120,124,-4,4200.0
