Time,Washington,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
3:26.0,S. Dinwiddie makes 3-pt jump shot from 26 ft (assist by D. Bertāns),63-85, ,,3,85,63,22,1954.0
3:02.0, ,63-85,Turnover by Team (shot clock),,3,85,63,22,1978.0
3:02.0, ,63-85,K. Okpala enters the game for O. Yurtseven,,3,85,63,22,1978.0
2:46.0,D. Bertāns makes 3-pt jump shot from 25 ft (assist by D. Gafford),66-85, ,,3,85,66,19,1994.0
2:45.0, ,66-85,Miami full timeout,,3,85,66,19,1995.0
2:27.0, ,66-87,T. Herro makes 2-pt jump shot from 16 ft,,3,87,66,21,2013.0
2:10.0,I. Todd misses 3-pt jump shot from 23 ft,66-87, ,,3,87,66,21,2030.0
2:06.0, ,66-87,Defensive rebound by D. Robinson,,3,87,66,21,2034.0
1:48.0, ,66-87,T. Herro misses 3-pt jump shot from 27 ft,,3,87,66,21,2052.0
1:44.0,Defensive rebound by D. Gafford,66-87, ,,3,87,66,21,2056.0
1:39.0,C. Sword makes 2-pt layup from 2 ft (assist by S. Dinwiddie),68-87, ,,3,87,68,19,2061.0
1:15.0, ,68-89,K. Okpala makes 2-pt layup from 2 ft (assist by J. Butler),,3,89,68,21,2085.0
0:54.0,S. Dinwiddie makes 3-pt jump shot from 25 ft,71-89, ,,3,89,71,18,2106.0
0:31.0, ,71-91,K. Okpala makes 2-pt layup from 2 ft (assist by J. Butler),,3,91,71,20,2129.0
0:11.0,D. Bertāns makes 2-pt layup from 1 ft (assist by D. Gafford),73-91, ,,3,91,73,18,2149.0
0:01.0, ,73-91,T. Herro misses 3-pt jump shot from 29 ft,,3,91,73,18,2159.0
0:00.0,Defensive rebound by I. Todd,73-91, ,,3,91,73,18,2160.0
0:00.0,End of 3rd quarter,73-91,,,3,91,73,18,2160.0
12:00.0,Start of 4th quarter,73-91,,,4,91,73,18,2160.0
11:48.0, ,73-94,T. Herro makes 3-pt jump shot from 24 ft (assist by M. Garrett),,4,94,73,21,2172.0
11:34.0,D. Bertāns misses 3-pt jump shot from 25 ft,73-94, ,,4,94,73,21,2186.0
11:31.0,Offensive rebound by A. Johnson,73-94, ,,4,94,73,21,2189.0
11:31.0,A. Johnson misses 2-pt layup from 2 ft (block by K. Okpala),73-94, ,,4,94,73,21,2189.0
11:31.0, ,73-94,Defensive rebound by T. Herro,,4,94,73,21,2189.0
11:19.0, ,73-94,M. Garrett misses 2-pt layup from 2 ft (block by D. Avdija),,4,94,73,21,2201.0
11:16.0,Defensive rebound by A. Johnson,73-94, ,,4,94,73,21,2204.0
11:08.0,D. Avdija makes 3-pt jump shot from 27 ft (assist by C. Sword),76-94, ,,4,94,76,18,2212.0
10:49.0, ,76-94,T. Herro misses 2-pt layup from 6 ft,,4,94,76,18,2231.0
10:47.0,Defensive rebound by D. Avdija,76-94, ,,4,94,76,18,2233.0
10:35.0,D. Bertāns makes 3-pt jump shot from 27 ft (assist by D. Avdija),79-94, ,,4,94,79,15,2245.0
10:13.0, ,79-94,M. Garrett misses 3-pt jump shot from 28 ft,,4,94,79,15,2267.0
10:10.0, ,79-94,Offensive rebound by C. Martin,,4,94,79,15,2270.0
10:01.0, ,79-97,G. Vincent makes 3-pt jump shot from 29 ft (assist by C. Martin),,4,97,79,18,2279.0
9:43.0,Turnover by C. Sword (lost ball; steal by M. Garrett),79-97, ,,4,97,79,18,2297.0
9:23.0, ,79-100,T. Herro makes 3-pt jump shot from 26 ft,,4,100,79,21,2317.0
9:00.0,D. Bertāns makes 2-pt jump shot from 20 ft (assist by D. Avdija),81-100, ,,4,100,81,19,2340.0
8:44.0, ,81-100,Turnover by C. Martin (lost ball; steal by D. Avdija),,4,100,81,19,2356.0
8:40.0,Turnover by A. Johnson (bad pass; steal by G. Vincent),81-100, ,,4,100,81,19,2360.0
8:37.0, ,81-100,Shooting foul by C. Sword (drawn by T. Herro),,4,100,81,19,2363.0
8:37.0, ,81-101,T. Herro makes free throw 1 of 2,,4,101,81,20,2363.0
8:37.0,S. Dinwiddie enters the game for C. Sword,81-101, ,,4,101,81,20,2363.0
8:37.0, ,81-102,T. Herro makes free throw 2 of 2,,4,102,81,21,2363.0
8:17.0,S. Dinwiddie misses 2-pt jump shot from 15 ft,81-102, ,,4,102,81,21,2383.0
8:15.0,Offensive rebound by A. Johnson,81-102, ,,4,102,81,21,2385.0
8:12.0,Turnover by A. Johnson (lost ball; steal by M. Garrett),81-102, ,,4,102,81,21,2388.0
8:02.0, ,81-102,C. Martin misses 3-pt jump shot from 26 ft,,4,102,81,21,2398.0
7:58.0,Defensive rebound by C. Kispert,81-102, ,,4,102,81,21,2402.0
7:54.0,A. Johnson misses 2-pt layup from 3 ft (block by C. Martin),81-102, ,,4,102,81,21,2406.0
7:51.0,Offensive rebound by A. Johnson,81-102, ,,4,102,81,21,2409.0
7:50.0,A. Johnson makes 2-pt layup from 1 ft,83-102, ,,4,102,83,19,2410.0
7:32.0, ,83-102,K. Okpala misses 2-pt hook shot from 6 ft,,4,102,83,19,2428.0
7:30.0,Defensive rebound by A. Johnson,83-102, ,,4,102,83,19,2430.0
7:17.0,C. Kispert misses 3-pt jump shot from 26 ft,83-102, ,,4,102,83,19,2443.0
7:14.0,Offensive rebound by A. Johnson,83-102, ,,4,102,83,19,2446.0
7:14.0,A. Johnson makes 2-pt layup from 3 ft,85-102, ,,4,102,85,17,2446.0
7:14.0,Shooting foul by K. Okpala (drawn by A. Johnson),85-102, ,,4,102,85,17,2446.0
7:14.0, ,85-102,O. Yurtseven enters the game for K. Okpala,,4,102,85,17,2446.0
7:14.0,A. Johnson misses free throw 1 of 1,85-102, ,,4,102,85,17,2446.0
7:12.0, ,85-102,Defensive rebound by C. Martin,,4,102,85,17,2448.0
6:54.0, ,85-102,Personal foul by S. Dinwiddie (drawn by G. Vincent),,4,102,85,17,2466.0
6:54.0, ,85-102,Miami full timeout,,4,102,85,17,2466.0
6:54.0,D. Gafford enters the game for D. Bertāns,85-102, ,,4,102,85,17,2466.0
6:54.0,K. Kuzma enters the game for A. Johnson,85-102, ,,4,102,85,17,2466.0
6:47.0, ,85-102,O. Yurtseven misses 2-pt jump shot from 8 ft,,4,102,85,17,2473.0
6:43.0, ,85-102,Offensive rebound by M. Garrett,,4,102,85,17,2477.0
6:43.0, ,85-102,M. Garrett misses 2-pt layup at rim,,4,102,85,17,2477.0
6:41.0, ,85-102,Offensive rebound by O. Yurtseven,,4,102,85,17,2479.0
6:41.0, ,85-104,O. Yurtseven makes 2-pt layup at rim,,4,104,85,19,2479.0
6:27.0,Personal foul by G. Vincent (drawn by S. Dinwiddie),85-104, ,,4,104,85,19,2493.0
6:16.0,C. Kispert misses 3-pt jump shot from 26 ft,85-104, ,,4,104,85,19,2504.0
6:14.0,Offensive rebound by D. Gafford,85-104, ,,4,104,85,19,2506.0
6:14.0,D. Gafford makes 2-pt layup at rim,87-104, ,,4,104,87,17,2506.0
6:14.0,Shooting foul by O. Yurtseven (drawn by D. Gafford),87-104, ,,4,104,87,17,2506.0
6:14.0,D. Gafford makes free throw 1 of 1,88-104, ,,4,104,88,16,2506.0
6:03.0, ,88-104,O. Yurtseven misses 2-pt layup from 5 ft,,4,104,88,16,2517.0
6:00.0,Defensive rebound by K. Kuzma,88-104, ,,4,104,88,16,2520.0
5:57.0,S. Dinwiddie makes 3-pt jump shot from 29 ft,91-104, ,,4,104,91,13,2523.0
5:55.0, ,91-104,Miami full timeout,,4,104,91,13,2525.0
5:55.0, ,91-104,J. Butler enters the game for M. Garrett,,4,104,91,13,2525.0
5:55.0, ,91-104,D. Robinson enters the game for C. Martin,,4,104,91,13,2525.0
5:37.0, ,91-107,D. Robinson makes 3-pt jump shot from 28 ft (assist by J. Butler),,4,107,91,16,2543.0
5:14.0,D. Avdija makes 3-pt jump shot from 27 ft (assist by K. Kuzma),94-107, ,,4,107,94,13,2566.0
4:48.0, ,94-107,T. Herro misses 2-pt jump shot from 20 ft,,4,107,94,13,2592.0
4:47.0, ,94-107,Offensive rebound by O. Yurtseven,,4,107,94,13,2593.0
4:46.0, ,94-107,O. Yurtseven misses 2-pt layup from 3 ft,,4,107,94,13,2594.0
4:45.0, ,94-107,Offensive rebound by O. Yurtseven,,4,107,94,13,2595.0
4:43.0, ,94-107,O. Yurtseven misses 2-pt hook shot from 7 ft,,4,107,94,13,2597.0
4:41.0,Defensive rebound by D. Avdija,94-107, ,,4,107,94,13,2599.0
4:37.0,S. Dinwiddie misses 3-pt jump shot from 28 ft,94-107, ,,4,107,94,13,2603.0
4:37.0, ,94-107,Defensive rebound by J. Butler,,4,107,94,13,2603.0
4:26.0, ,94-107,J. Butler misses 2-pt layup from 6 ft,,4,107,94,13,2614.0
4:25.0, ,94-107,Offensive rebound by O. Yurtseven,,4,107,94,13,2615.0
4:23.0, ,94-107,O. Yurtseven misses 2-pt hook shot from 5 ft,,4,107,94,13,2617.0
4:21.0,Defensive rebound by S. Dinwiddie,94-107, ,,4,107,94,13,2619.0
4:18.0,Turnover by D. Avdija (lost ball; steal by G. Vincent),94-107, ,,4,107,94,13,2622.0
4:11.0, ,94-107,T. Herro misses 2-pt jump shot from 19 ft,,4,107,94,13,2629.0
4:09.0,Defensive rebound by D. Gafford,94-107, ,,4,107,94,13,2631.0
4:09.0,Washington full timeout,94-107, ,,4,107,94,13,2631.0
3:51.0,Shooting foul by O. Yurtseven (drawn by S. Dinwiddie),94-107, ,,4,107,94,13,2649.0
3:51.0,S. Dinwiddie makes free throw 1 of 2,95-107, ,,4,107,95,12,2649.0
3:51.0,S. Dinwiddie misses free throw 2 of 2,95-107, ,,4,107,95,12,2649.0
3:48.0, ,95-107,Defensive rebound by G. Vincent,,4,107,95,12,2652.0
3:28.0, ,95-109,J. Butler makes 2-pt jump shot from 12 ft,,4,109,95,14,2672.0
3:27.0,Washington full timeout,95-109, ,,4,109,95,14,2673.0
3:12.0,S. Dinwiddie misses 3-pt jump shot from 26 ft,95-109, ,,4,109,95,14,2688.0
3:08.0, ,95-109,Defensive rebound by J. Butler,,4,109,95,14,2692.0
2:50.0, ,95-109,D. Robinson misses 3-pt jump shot from 26 ft,,4,109,95,14,2710.0
2:46.0,Defensive rebound by D. Gafford,95-109, ,,4,109,95,14,2714.0
2:44.0,K. Kuzma makes 2-pt layup from 3 ft (assist by C. Kispert),97-109, ,,4,109,97,12,2716.0
2:44.0,Shooting foul by J. Butler (drawn by K. Kuzma),97-109, ,,4,109,97,12,2716.0
2:44.0,K. Kuzma makes free throw 1 of 1,98-109, ,,4,109,98,11,2716.0
2:25.0, ,98-109,D. Robinson misses 3-pt jump shot from 23 ft,,4,109,98,11,2735.0
2:23.0,Defensive rebound by Team,98-109, ,,4,109,98,11,2737.0
2:12.0,C. Kispert makes 3-pt jump shot from 24 ft (assist by S. Dinwiddie),101-109, ,,4,109,101,8,2748.0
1:54.0, ,101-111,J. Butler makes 2-pt jump shot from 16 ft,,4,111,101,10,2766.0
1:40.0,K. Kuzma makes 2-pt layup from 3 ft (assist by D. Avdija),103-111, ,,4,111,103,8,2780.0
1:20.0, ,103-113,J. Butler makes 2-pt jump shot from 17 ft,,4,113,103,10,2800.0
1:16.0,D. Gafford makes 2-pt dunk from 2 ft (assist by S. Dinwiddie),105-113, ,,4,113,105,8,2804.0
1:16.0,Shooting foul by D. Robinson (drawn by D. Gafford),105-113, ,,4,113,105,8,2804.0
1:16.0,D. Gafford makes free throw 1 of 1,106-113, ,,4,113,106,7,2804.0
1:03.0, ,106-113,Shooting foul by D. Gafford (drawn by J. Butler),,4,113,106,7,2817.0
1:03.0,Washington full timeout,106-113, ,,4,113,106,7,2817.0
1:03.0,Instant Replay (Challenge: Stands),106-113, ,,4,113,106,7,2817.0
1:03.0, ,106-114,J. Butler makes free throw 1 of 2,,4,114,106,8,2817.0
1:03.0, ,106-115,J. Butler makes free throw 2 of 2,,4,115,106,9,2817.0
0:52.0,C. Kispert makes 3-pt jump shot from 27 ft (assist by S. Dinwiddie),109-115, ,,4,115,109,6,2828.0
0:37.0, ,109-115,Shooting foul by K. Kuzma (drawn by O. Yurtseven),,4,115,109,6,2843.0
0:37.0, ,109-116,O. Yurtseven makes free throw 1 of 2,,4,116,109,7,2843.0
0:37.0, ,109-116,C. Martin enters the game for D. Robinson,,4,116,109,7,2843.0
0:37.0, ,109-117,O. Yurtseven makes free throw 2 of 2,,4,117,109,8,2843.0
0:28.0,K. Kuzma makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),112-117, ,,4,117,112,5,2852.0
0:23.0, ,112-117,Personal take foul by C. Kispert (drawn by T. Herro),,4,117,112,5,2857.0
0:23.0, ,112-118,T. Herro makes free throw 1 of 2,,4,118,112,6,2857.0
0:23.0,D. Bertāns enters the game for D. Gafford,112-118, ,,4,118,112,6,2857.0
0:23.0, ,112-118,M. Garrett enters the game for J. Butler,,4,118,112,6,2857.0
0:23.0, ,112-118,K. Okpala enters the game for O. Yurtseven,,4,118,112,6,2857.0
0:23.0, ,112-119,T. Herro makes free throw 2 of 2,,4,119,112,7,2857.0
0:16.0,K. Kuzma misses 3-pt jump shot from 26 ft,112-119, ,,4,119,112,7,2864.0
0:12.0, ,112-119,Defensive rebound by G. Vincent,,4,119,112,7,2868.0
0:00.0,End of 4th quarter,112-119,,,4,119,112,7,2880.0
