Time,Miami,Score,Charlotte,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
3:24.0, ,60-65,J. Thor enters the game for P. Washington,,3,60,65,-5,1956.0
3:13.0,J. Butler misses 3-pt jump shot from 26 ft,60-65, ,,3,60,65,-5,1967.0
3:10.0, ,60-65,Defensive rebound by M. Bridges,,3,60,65,-5,1970.0
3:10.0, ,60-65,Shooting foul by G. Vincent (drawn by M. Harrell),,3,60,65,-5,1970.0
3:10.0, ,60-66,M. Harrell makes free throw 1 of 2,,3,60,66,-6,1970.0
3:10.0,M. Strus enters the game for D. Robinson,60-66, ,,3,60,66,-6,1970.0
3:10.0, ,60-67,M. Harrell makes free throw 2 of 2,,3,60,67,-7,1970.0
2:54.0,G. Vincent makes 2-pt layup from 2 ft (assist by P. Tucker),62-67, ,,3,62,67,-5,1986.0
2:37.0, ,62-67,Shooting foul by J. Butler (drawn by K. Oubre),,3,62,67,-5,2003.0
2:37.0,Miami full timeout,62-67, ,,3,62,67,-5,2003.0
2:37.0, ,62-67,K. Oubre misses free throw 1 of 2,,3,62,67,-5,2003.0
2:37.0, ,62-67,Offensive rebound by Team,,3,62,67,-5,2003.0
2:37.0, ,62-67,K. Oubre misses free throw 2 of 2,,3,62,67,-5,2003.0
2:34.0,Defensive rebound by P. Tucker,62-67, ,,3,62,67,-5,2006.0
2:27.0,J. Butler misses 2-pt layup from 3 ft,62-67, ,,3,62,67,-5,2013.0
2:27.0,Offensive rebound by Team,62-67, ,,3,62,67,-5,2013.0
2:18.0,P. Tucker misses 3-pt jump shot from 24 ft,62-67, ,,3,62,67,-5,2022.0
2:15.0, ,62-67,Defensive rebound by T. Rozier,,3,62,67,-5,2025.0
2:07.0, ,62-67,Charlotte full timeout,,3,62,67,-5,2033.0
2:07.0,H. Highsmith enters the game for P. Tucker,62-67, ,,3,62,67,-5,2033.0
2:07.0, ,62-67,P. Washington enters the game for M. Harrell,,3,62,67,-5,2033.0
1:54.0, ,62-67,T. Rozier misses 3-pt jump shot from 26 ft,,3,62,67,-5,2046.0
1:51.0,Defensive rebound by O. Yurtseven,62-67, ,,3,62,67,-5,2049.0
1:45.0,M. Strus misses 3-pt jump shot from 26 ft,62-67, ,,3,62,67,-5,2055.0
1:41.0, ,62-67,Defensive rebound by T. Rozier,,3,62,67,-5,2059.0
1:37.0, ,62-67,Shooting foul by H. Highsmith (drawn by M. Bridges),,3,62,67,-5,2063.0
1:37.0, ,62-68,M. Bridges makes free throw 1 of 2,,3,62,68,-6,2063.0
1:37.0, ,62-68,M. Harrell enters the game for P. Washington,,3,62,68,-6,2063.0
1:37.0, ,62-69,M. Bridges makes free throw 2 of 2,,3,62,69,-7,2063.0
1:34.0, ,62-69,Violation by Team (kicked ball),,3,62,69,-7,2066.0
1:27.0,G. Vincent misses 3-pt jump shot from 27 ft,62-69, ,,3,62,69,-7,2073.0
1:20.0,Offensive rebound by H. Highsmith,62-69, ,,3,62,69,-7,2080.0
1:20.0,H. Highsmith misses 2-pt layup at rim,62-69, ,,3,62,69,-7,2080.0
1:19.0, ,62-69,Defensive rebound by M. Harrell,,3,62,69,-7,2081.0
1:10.0, ,62-69,M. Bridges misses 2-pt layup from 3 ft,,3,62,69,-7,2090.0
1:06.0, ,62-69,Offensive rebound by K. Oubre,,3,62,69,-7,2094.0
0:55.0, ,62-69,J. Thor misses 3-pt jump shot from 26 ft,,3,62,69,-7,2105.0
0:52.0,Defensive rebound by O. Yurtseven,62-69, ,,3,62,69,-7,2108.0
0:51.0,Turnover by O. Yurtseven (bad pass; steal by T. Rozier),62-69, ,,3,62,69,-7,2109.0
0:46.0, ,62-69,K. Oubre misses 3-pt jump shot from 26 ft,,3,62,69,-7,2114.0
0:43.0,Defensive rebound by O. Yurtseven,62-69, ,,3,62,69,-7,2117.0
0:33.0,O. Yurtseven makes 2-pt layup from 3 ft (assist by G. Vincent),64-69, ,,3,64,69,-5,2127.0
0:11.0, ,64-71,T. Rozier makes 2-pt layup from 1 ft (assist by J. Thor),,3,64,71,-7,2149.0
0:03.0,G. Vincent misses 3-pt jump shot from 30 ft,64-71, ,,3,64,71,-7,2157.0
0:03.0,Offensive rebound by Team,64-71, ,,3,64,71,-7,2157.0
0:00.0,End of 3rd quarter,64-71,,,3,64,71,-7,2160.0
12:00.0,Start of 4th quarter,64-71,,,4,64,71,-7,2160.0
11:40.0,H. Highsmith misses 2-pt jump shot from 20 ft,64-71, ,,4,64,71,-7,2180.0
11:37.0, ,64-71,Defensive rebound by M. Harrell,,4,64,71,-7,2183.0
11:17.0, ,64-73,M. Harrell makes 2-pt jump shot from 6 ft,,4,64,73,-9,2203.0
11:06.0,M. Strus misses 3-pt jump shot from 23 ft,64-73, ,,4,64,73,-9,2214.0
11:03.0,Offensive rebound by O. Yurtseven,64-73, ,,4,64,73,-9,2217.0
10:55.0,G. Vincent misses 3-pt jump shot from 24 ft,64-73, ,,4,64,73,-9,2225.0
10:51.0, ,64-73,Defensive rebound by P. Washington,,4,64,73,-9,2229.0
10:42.0, ,64-75,M. Harrell makes 2-pt layup from 2 ft (assist by L. Ball),,4,64,75,-11,2238.0
10:42.0, ,64-75,Shooting foul by M. Strus (drawn by M. Harrell),,4,64,75,-11,2238.0
10:42.0, ,64-76,M. Harrell makes free throw 1 of 1,,4,64,76,-12,2238.0
10:26.0,G. Vincent misses 2-pt jump shot from 20 ft,64-76, ,,4,64,76,-12,2254.0
10:22.0, ,64-76,Defensive rebound by K. Oubre,,4,64,76,-12,2258.0
10:18.0, ,64-76,Offensive foul by M. Harrell (drawn by G. Vincent),,4,64,76,-12,2262.0
10:18.0, ,64-76,Turnover by M. Harrell (offensive foul),,4,64,76,-12,2262.0
10:00.0,H. Highsmith misses 3-pt jump shot from 23 ft,64-76, ,,4,64,76,-12,2280.0
9:56.0, ,64-76,Defensive rebound by L. Ball,,4,64,76,-12,2284.0
9:47.0, ,64-76,L. Ball misses 2-pt jump shot from 11 ft,,4,64,76,-12,2293.0
9:45.0, ,64-76,Offensive rebound by J. Thor,,4,64,76,-12,2295.0
9:44.0, ,64-76,P. Washington misses 3-pt jump shot from 26 ft,,4,64,76,-12,2296.0
9:39.0,Defensive rebound by K. Lowry,64-76, ,,4,64,76,-12,2301.0
9:38.0,Shooting foul by J. Thor (drawn by H. Highsmith),64-76, ,,4,64,76,-12,2302.0
9:38.0,H. Highsmith misses free throw 1 of 2,64-76, ,,4,64,76,-12,2302.0
9:38.0,Offensive rebound by Team,64-76, ,,4,64,76,-12,2302.0
9:38.0,J. Butler enters the game for M. Strus,64-76, ,,4,64,76,-12,2302.0
9:38.0,D. Robinson enters the game for G. Vincent,64-76, ,,4,64,76,-12,2302.0
9:38.0, ,64-76,M. Bridges enters the game for K. Oubre,,4,64,76,-12,2302.0
9:38.0,H. Highsmith misses free throw 2 of 2,64-76, ,,4,64,76,-12,2302.0
9:35.0, ,64-76,Defensive rebound by P. Washington,,4,64,76,-12,2305.0
9:16.0, ,64-78,M. Harrell makes 2-pt jump shot from 17 ft (assist by L. Ball),,4,64,78,-14,2324.0
9:16.0,Miami full timeout,64-78, ,,4,64,78,-14,2324.0
9:16.0,B. Adebayo enters the game for H. Highsmith,64-78, ,,4,64,78,-14,2324.0
9:16.0,P. Tucker enters the game for O. Yurtseven,64-78, ,,4,64,78,-14,2324.0
9:02.0,P. Tucker misses 3-pt jump shot from 23 ft,64-78, ,,4,64,78,-14,2338.0
8:59.0, ,64-78,Defensive rebound by L. Ball,,4,64,78,-14,2341.0
8:44.0, ,64-78,Personal foul by B. Adebayo (drawn by M. Harrell),,4,64,78,-14,2356.0
8:34.0, ,64-78,P. Washington misses 2-pt jump shot from 8 ft,,4,64,78,-14,2366.0
8:34.0,Defensive rebound by Team,64-78, ,,4,64,78,-14,2366.0
8:34.0, ,64-78,Loose ball foul by M. Harrell (drawn by D. Robinson),,4,64,78,-14,2366.0
8:11.0,D. Robinson makes 3-pt jump shot from 23 ft (assist by J. Butler),67-78, ,,4,67,78,-11,2389.0
7:58.0, ,67-78,M. Harrell misses 2-pt layup from 3 ft,,4,67,78,-11,2402.0
7:57.0,Defensive rebound by B. Adebayo,67-78, ,,4,67,78,-11,2403.0
7:46.0,J. Butler makes 2-pt jump shot from 8 ft,69-78, ,,4,69,78,-9,2414.0
7:29.0, ,69-78,L. Ball misses 3-pt jump shot from 25 ft,,4,69,78,-9,2431.0
7:27.0,Defensive rebound by K. Lowry,69-78, ,,4,69,78,-9,2433.0
7:18.0,J. Butler misses 2-pt layup from 4 ft,69-78, ,,4,69,78,-9,2442.0
7:16.0,Offensive rebound by B. Adebayo,69-78, ,,4,69,78,-9,2444.0
7:13.0,D. Robinson misses 3-pt jump shot from 27 ft,69-78, ,,4,69,78,-9,2447.0
7:10.0, ,69-78,Defensive rebound by L. Ball,,4,69,78,-9,2450.0
6:58.0, ,69-80,P. Washington makes 2-pt dunk from 1 ft (assist by L. Ball),,4,69,80,-11,2462.0
6:37.0,K. Lowry misses 3-pt jump shot from 31 ft,69-80, ,,4,69,80,-11,2483.0
6:35.0,Offensive rebound by Team,69-80, ,,4,69,80,-11,2485.0
6:35.0, ,69-80,K. Oubre enters the game for J. Thor,,4,69,80,-11,2485.0
6:23.0,J. Butler misses 3-pt jump shot from 25 ft,69-80, ,,4,69,80,-11,2497.0
6:21.0,Offensive rebound by B. Adebayo,69-80, ,,4,69,80,-11,2499.0
6:20.0,B. Adebayo misses 2-pt layup from 3 ft,69-80, ,,4,69,80,-11,2500.0
6:18.0,Offensive rebound by P. Tucker,69-80, ,,4,69,80,-11,2502.0
6:17.0,P. Tucker misses 2-pt layup from 1 ft,69-80, ,,4,69,80,-11,2503.0
6:16.0, ,69-80,Defensive rebound by L. Ball,,4,69,80,-11,2504.0
6:12.0, ,69-80,Turnover by L. Ball (out of bounds lost ball),,4,69,80,-11,2508.0
6:03.0,P. Tucker misses 3-pt jump shot from 23 ft,69-80, ,,4,69,80,-11,2517.0
6:00.0, ,69-80,Defensive rebound by L. Ball,,4,69,80,-11,2520.0
5:43.0, ,69-80,K. Oubre misses 3-pt jump shot from 26 ft,,4,69,80,-11,2537.0
5:40.0,Defensive rebound by J. Butler,69-80, ,,4,69,80,-11,2540.0
5:29.0,B. Adebayo makes 2-pt dunk from 1 ft (assist by D. Robinson),71-80, ,,4,71,80,-9,2551.0
5:08.0, ,71-82,M. Bridges makes 2-pt layup from 1 ft (assist by L. Ball),,4,71,82,-11,2572.0
4:51.0,Personal foul by P. Washington (drawn by D. Robinson),71-82, ,,4,71,82,-11,2589.0
4:47.0,D. Robinson makes 3-pt jump shot from 27 ft (assist by B. Adebayo),74-82, ,,4,74,82,-8,2593.0
4:47.0,Shooting foul by L. Ball (drawn by D. Robinson),74-82, ,,4,74,82,-8,2593.0
4:47.0,D. Robinson makes free throw 1 of 1,75-82, ,,4,75,82,-7,2593.0
4:36.0, ,75-82,L. Ball misses 3-pt jump shot from 26 ft,,4,75,82,-7,2604.0
4:34.0, ,75-82,Offensive rebound by M. Harrell,,4,75,82,-7,2606.0
4:32.0, ,75-82,K. Oubre misses 3-pt jump shot from 24 ft,,4,75,82,-7,2608.0
4:32.0,Defensive rebound by D. Robinson,75-82, ,,4,75,82,-7,2608.0
4:07.0,P. Tucker makes 2-pt jump shot from 5 ft (assist by D. Robinson),77-82, ,,4,77,82,-5,2633.0
4:07.0, ,77-82,Charlotte full timeout,,4,77,82,-5,2633.0
3:50.0, ,77-84,M. Harrell makes 2-pt layup from 1 ft (assist by L. Ball),,4,77,84,-7,2650.0
3:29.0,J. Butler makes 2-pt layup from 2 ft,79-84, ,,4,79,84,-5,2671.0
3:11.0, ,79-84,P. Washington misses 2-pt layup from 5 ft,,4,79,84,-5,2689.0
3:10.0,Defensive rebound by P. Tucker,79-84, ,,4,79,84,-5,2690.0
3:03.0,B. Adebayo makes 2-pt layup from 2 ft (assist by K. Lowry),81-84, ,,4,81,84,-3,2697.0
2:48.0, ,81-84,Shooting foul by K. Lowry (drawn by M. Bridges),,4,81,84,-3,2712.0
2:48.0, ,81-84,Instant Replay (Challenge: Ruling Stands),,4,81,84,-3,2712.0
2:48.0,Miami full timeout,81-84, ,,4,81,84,-3,2712.0
2:48.0, ,81-84,M. Bridges misses free throw 1 of 2,,4,81,84,-3,2712.0
2:48.0, ,81-84,Offensive rebound by Team,,4,81,84,-3,2712.0
2:48.0, ,81-85,M. Bridges makes free throw 2 of 2,,4,81,85,-4,2712.0
2:32.0,D. Robinson makes 3-pt jump shot from 28 ft,84-85, ,,4,84,85,-1,2728.0
2:05.0, ,84-85,K. Oubre misses 2-pt layup from 6 ft,,4,84,85,-1,2755.0
2:04.0,Defensive rebound by P. Tucker,84-85, ,,4,84,85,-1,2756.0
1:57.0,Personal foul by P. Washington (drawn by J. Butler),84-85, ,,4,84,85,-1,2763.0
1:57.0,J. Butler makes free throw 1 of 2,85-85, ,Tie,4,85,85,0,2763.0
1:57.0,J. Butler makes free throw 2 of 2,86-85, ,Lead change,4,86,85,1,2763.0
1:40.0, ,86-85,L. Ball misses 2-pt layup from 8 ft (block by B. Adebayo),,4,86,85,1,2780.0
1:37.0,Defensive rebound by D. Robinson,86-85, ,,4,86,85,1,2783.0
1:33.0,J. Butler misses 2-pt layup from 5 ft,86-85, ,,4,86,85,1,2787.0
1:33.0, ,86-85,Defensive rebound by P. Washington,,4,86,85,1,2787.0
1:25.0, ,86-85,M. Bridges misses 2-pt layup from 3 ft,,4,86,85,1,2795.0
1:23.0, ,86-85,Offensive rebound by M. Harrell,,4,86,85,1,2797.0
1:22.0, ,86-85,M. Harrell misses 2-pt layup from 2 ft,,4,86,85,1,2798.0
1:21.0,Defensive rebound by Team,86-85, ,,4,86,85,1,2799.0
1:02.0,J. Butler misses 2-pt layup from 8 ft (block by L. Ball),86-85, ,,4,86,85,1,2818.0
0:58.0, ,86-85,Defensive rebound by M. Bridges,,4,86,85,1,2822.0
0:48.0, ,86-85,Offensive foul by M. Bridges (drawn by P. Tucker),,4,86,85,1,2832.0
0:48.0, ,86-85,Turnover by M. Bridges (offensive foul),,4,86,85,1,2832.0
0:32.0,Personal foul by M. Bridges (drawn by K. Lowry),86-85, ,,4,86,85,1,2848.0
0:32.0,K. Lowry misses free throw 1 of 2,86-85, ,,4,86,85,1,2848.0
0:32.0,Offensive rebound by Team,86-85, ,,4,86,85,1,2848.0
0:32.0,K. Lowry makes free throw 2 of 2,87-85, ,,4,87,85,2,2848.0
0:24.0, ,87-87,M. Harrell makes 2-pt dunk from 1 ft (assist by L. Ball),Tie,4,87,87,0,2856.0
0:00.0,J. Butler misses 2-pt jump shot from 21 ft,87-87, ,,4,87,87,0,2880.0
0:00.0,Offensive rebound by Team,87-87, ,,4,87,87,0,2880.0
0:00.0,Instant Replay (Request: Ruling Stands),87-87, ,,4,87,87,0,2880.0
0:00.0,End of 4th quarter,87-87,,,4,87,87,0,2880.0
5:00.0,Start of 1st overtime,87-87,,,5,87,87,0,3300.0
5:00.0,Jump ball: B. Adebayo vs. M. Bridges (K. Lowry gains possession),87-87,,,5,87,87,0,3300.0
4:33.0,K. Lowry misses 2-pt layup from 2 ft,87-87, ,,5,87,87,0,3327.0
4:33.0, ,87-87,Defensive rebound by Team,,5,87,87,0,3327.0
4:33.0,Loose ball foul by K. Lowry (drawn by M. Bridges),87-87, ,,5,87,87,0,3327.0
4:14.0, ,87-87,M. Bridges misses 3-pt jump shot from 25 ft,,5,87,87,0,3346.0
4:11.0, ,87-87,Offensive rebound by M. Harrell,,5,87,87,0,3349.0
4:09.0, ,87-87,Turnover by M. Harrell (bad pass),,5,87,87,0,3351.0
3:45.0,J. Butler misses 2-pt layup from 3 ft,87-87, ,,5,87,87,0,3375.0
3:45.0,Offensive rebound by B. Adebayo,87-87, ,,5,87,87,0,3375.0
3:45.0,Shooting foul by M. Harrell (drawn by B. Adebayo),87-87, ,,5,87,87,0,3375.0
3:45.0,B. Adebayo makes free throw 1 of 2,88-87, ,,5,88,87,1,3375.0
3:45.0,B. Adebayo makes free throw 2 of 2,89-87, ,,5,89,87,2,3375.0
3:29.0, ,89-87,Shooting foul by D. Robinson (drawn by L. Ball),,5,89,87,2,3391.0
3:29.0, ,89-88,L. Ball makes free throw 1 of 2,,5,89,88,1,3391.0
3:29.0, ,89-88,L. Ball misses free throw 2 of 2,,5,89,88,1,3391.0
3:27.0,Defensive rebound by P. Tucker,89-88, ,,5,89,88,1,3393.0
3:14.0,D. Robinson misses 3-pt jump shot from 26 ft,89-88, ,,5,89,88,1,3406.0
3:11.0, ,89-88,Defensive rebound by M. Harrell,,5,89,88,1,3409.0
2:50.0, ,89-88,Turnover by M. Bridges (traveling),,5,89,88,1,3430.0
2:35.0,K. Lowry misses 3-pt jump shot from 26 ft,89-88, ,,5,89,88,1,3445.0
2:32.0, ,89-88,Defensive rebound by M. Bridges,,5,89,88,1,3448.0
2:25.0, ,89-90,L. Ball makes 2-pt jump shot from 8 ft,Lead change,5,89,90,-1,3455.0
2:25.0, ,89-90,Shooting foul by D. Robinson (drawn by L. Ball),,5,89,90,-1,3455.0
2:25.0, ,89-91,L. Ball makes free throw 1 of 1,,5,89,91,-2,3455.0
2:02.0,K. Lowry makes 3-pt jump shot from 25 ft,92-91, ,Lead change,5,92,91,1,3478.0
1:45.0, ,92-94,M. Bridges makes 3-pt jump shot from 23 ft (assist by L. Ball),Lead change,5,92,94,-2,3495.0
1:25.0,K. Lowry makes 2-pt layup from 1 ft,94-94, ,Tie,5,94,94,0,3515.0
1:05.0, ,94-94,L. Ball misses 3-pt jump shot from 23 ft,,5,94,94,0,3535.0
1:03.0,Defensive rebound by D. Robinson,94-94, ,,5,94,94,0,3537.0
0:45.0,K. Lowry makes 3-pt jump shot from 25 ft,97-94, ,Lead change,5,97,94,3,3555.0
0:45.0, ,97-94,Charlotte full timeout,,5,97,94,3,3555.0
0:34.0, ,97-96,P. Washington makes 2-pt layup from 1 ft,,5,97,96,1,3566.0
0:12.0,Turnover by K. Lowry (step out of bounds),97-96, ,,5,97,96,1,3588.0
0:01.0, ,97-96,Shooting foul by P. Tucker (drawn by M. Harrell),,5,97,96,1,3599.0
0:01.0, ,97-97,M. Harrell makes free throw 1 of 2,Tie,5,97,97,0,3599.0
0:01.0, ,97-97,M. Plumlee enters the game for T. Rozier,,5,97,97,0,3599.0
0:01.0, ,97-97,M. Harrell misses free throw 2 of 2,,5,97,97,0,3599.0
0:01.0,Defensive rebound by J. Butler,97-97, ,,5,97,97,0,3599.0
0:01.0,Miami full timeout,97-97, ,,5,97,97,0,3599.0
0:00.0,J. Butler misses 3-pt jump shot from 23 ft (block by P. Washington),97-97, ,,5,97,97,0,3600.0
0:00.0,Offensive rebound by Team,97-97, ,,5,97,97,0,3600.0
0:00.0,End of 1st overtime,97-97,,,5,97,97,0,3600.0
5:00.0,Start of 2nd overtime,97-97,,,6,97,97,0,3600.0
5:00.0,Jump ball: B. Adebayo vs. M. Bridges (L. Ball gains possession),97-97,,,6,97,97,0,3600.0
4:47.0, ,97-97,Turnover by M. Bridges (bad pass),,6,97,97,0,3613.0
4:33.0,Personal foul by T. Rozier (drawn by J. Butler),97-97, ,,6,97,97,0,3627.0
4:17.0,J. Butler misses 2-pt jump shot from 16 ft,97-97, ,,6,97,97,0,3643.0
4:15.0,Offensive rebound by P. Tucker,97-97, ,,6,97,97,0,3645.0
4:11.0,Jump ball: P. Washington vs. P. Tucker (M. Bridges gains possession),97-97,,,6,97,97,0,3649.0
4:11.0,Turnover by P. Tucker (lost ball; steal by P. Washington),97-97, ,,6,97,97,0,3649.0
3:54.0, ,97-97,L. Ball misses 3-pt jump shot from 23 ft,,6,97,97,0,3666.0
3:50.0, ,97-97,Offensive rebound by M. Harrell,,6,97,97,0,3670.0
3:50.0, ,97-99,M. Harrell makes 2-pt layup at rim,Lead change,6,97,99,-2,3670.0
3:33.0,J. Butler misses 3-pt jump shot from 26 ft,97-99, ,,6,97,99,-2,3687.0
3:29.0,Offensive rebound by B. Adebayo,97-99, ,,6,97,99,-2,3691.0
3:25.0,D. Robinson makes 3-pt jump shot from 23 ft (assist by B. Adebayo),100-99, ,Lead change,6,100,99,1,3695.0
3:13.0, ,100-99,Offensive foul by P. Washington (drawn by J. Butler),,6,100,99,1,3707.0
3:13.0, ,100-99,Turnover by P. Washington (offensive foul),,6,100,99,1,3707.0
3:00.0,J. Butler misses 2-pt jump shot from 14 ft,100-99, ,,6,100,99,1,3720.0
2:56.0,Offensive rebound by P. Tucker,100-99, ,,6,100,99,1,3724.0
2:43.0,K. Lowry makes 2-pt jump shot from 9 ft (assist by J. Butler),102-99, ,,6,102,99,3,3737.0
2:23.0, ,102-99,P. Washington misses 3-pt jump shot from 27 ft,,6,102,99,3,3757.0
2:18.0, ,102-99,Offensive rebound by M. Harrell,,6,102,99,3,3762.0
2:17.0, ,102-99,M. Harrell misses 2-pt layup from 3 ft (block by B. Adebayo),,6,102,99,3,3763.0
2:17.0, ,102-99,Offensive rebound by L. Ball,,6,102,99,3,3763.0
2:10.0, ,102-99,Turnover by L. Ball (lost ball),,6,102,99,3,3770.0
2:10.0, ,102-99,Loose ball foul by L. Ball (drawn by J. Butler),,6,102,99,3,3770.0
2:10.0, ,102-99,K. Oubre enters the game for L. Ball,,6,102,99,3,3770.0
1:45.0,B. Adebayo misses 2-pt jump shot from 6 ft,102-99, ,,6,102,99,3,3795.0
1:42.0, ,102-99,Defensive rebound by M. Bridges,,6,102,99,3,3798.0
1:29.0, ,102-99,M. Bridges misses 3-pt jump shot from 23 ft (block by J. Butler),,6,102,99,3,3811.0
1:29.0, ,102-99,Offensive rebound by Team,,6,102,99,3,3811.0
1:29.0, ,102-99,Charlotte full timeout,,6,102,99,3,3811.0
1:24.0, ,102-99,Turnover by T. Rozier (bad pass; steal by P. Tucker),,6,102,99,3,3816.0
1:06.0,J. Butler makes 2-pt jump shot from 15 ft (assist by K. Lowry),104-99, ,,6,104,99,5,3834.0
0:52.0, ,104-101,M. Bridges makes 2-pt layup from 2 ft (assist by T. Rozier),,6,104,101,3,3848.0
0:52.0, ,104-101,Shooting foul by B. Adebayo (drawn by M. Bridges),,6,104,101,3,3848.0
0:52.0, ,104-102,M. Bridges makes free throw 1 of 1,,6,104,102,2,3848.0
0:31.0,J. Butler makes 3-pt jump shot from 26 ft (assist by K. Lowry),107-102, ,,6,107,102,5,3869.0
0:31.0, ,107-102,Charlotte full timeout,,6,107,102,5,3869.0
0:26.0, ,107-105,M. Bridges makes 3-pt jump shot from 28 ft (assist by P. Washington),,6,107,105,2,3874.0
0:25.0,Miami full timeout,107-105, ,,6,107,105,2,3875.0
0:21.0,K. Lowry makes 2-pt layup from 1 ft (assist by D. Robinson),109-105, ,,6,109,105,4,3879.0
0:16.0, ,109-105,K. Oubre misses 3-pt jump shot from 23 ft (block by B. Adebayo),,6,109,105,4,3884.0
0:14.0,Defensive rebound by B. Adebayo,109-105, ,,6,109,105,4,3886.0
0:11.0,Personal take foul by K. Oubre (drawn by J. Butler),109-105, ,,6,109,105,4,3889.0
0:09.0,Personal take foul by T. Rozier (drawn by D. Robinson),109-105, ,,6,109,105,4,3891.0
0:09.0,D. Robinson makes free throw 1 of 2,110-105, ,,6,110,105,5,3891.0
0:09.0,D. Robinson makes free throw 2 of 2,111-105, ,,6,111,105,6,3891.0
0:02.0, ,111-105,M. Bridges misses 3-pt jump shot from 28 ft,,6,111,105,6,3898.0
0:02.0, ,111-105,Offensive rebound by P. Washington,,6,111,105,6,3898.0
0:00.0, ,111-107,P. Washington makes 2-pt layup at rim,,6,111,107,4,3900.0
0:00.0,End of 2nd overtime,111-107,,,6,111,107,4,3900.0
