Time,Orlando,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
3:13.0,W. Carter makes free throw 2 of 2,64-72, ,,3,72,64,8,1967.0
2:59.0,Orlando full timeout,64-72, ,,3,72,64,8,1981.0
2:59.0,R. Lopez enters the game for W. Carter,64-72, ,,3,72,64,8,1981.0
2:54.0, ,64-74,M. Morris makes 2-pt jump shot from 12 ft,,3,74,64,10,1986.0
2:54.0, ,64-74,Shooting foul by I. Brazdeikis (drawn by M. Morris),,3,74,64,10,1986.0
2:54.0, ,64-75,M. Morris makes free throw 1 of 1,,3,75,64,11,1986.0
2:44.0,T. Ross misses 3-pt jump shot from 26 ft,64-75, ,,3,75,64,11,1996.0
2:41.0, ,64-75,Defensive rebound by T. Herro,,3,75,64,11,1999.0
2:29.0, ,64-75,M. Morris misses 3-pt jump shot from 26 ft,,3,75,64,11,2011.0
2:25.0, ,64-75,Offensive rebound by D. Dedmon,,3,75,64,11,2015.0
2:23.0, ,64-75,Offensive foul by D. Dedmon (drawn by J. Suggs),,3,75,64,11,2017.0
2:23.0, ,64-75,Turnover by D. Dedmon (offensive foul),,3,75,64,11,2017.0
2:10.0,R. Lopez misses 2-pt hook shot from 7 ft,64-75, ,,3,75,64,11,2030.0
2:07.0, ,64-75,Defensive rebound by D. Dedmon,,3,75,64,11,2033.0
1:49.0, ,64-75,T. Herro misses 2-pt jump shot from 11 ft,,3,75,64,11,2051.0
1:45.0,Defensive rebound by R. Hampton,64-75, ,,3,75,64,11,2055.0
1:38.0,Turnover by J. Suggs (lost ball; steal by D. Dedmon),64-75, ,,3,75,64,11,2062.0
1:35.0, ,64-75,Personal foul by R. Hampton (drawn by J. Butler),,3,75,64,11,2065.0
1:35.0, ,64-76,J. Butler makes free throw 1 of 2,,3,76,64,12,2065.0
1:35.0, ,64-77,J. Butler makes free throw 2 of 2,,3,77,64,13,2065.0
1:19.0,R. Lopez makes 2-pt dunk from 1 ft (assist by T. Ross),66-77, ,,3,77,66,11,2081.0
0:49.0, ,66-77,J. Butler misses 2-pt jump shot from 15 ft (block by R. Hampton),,3,77,66,11,2111.0
0:43.0,Defensive rebound by R. Hampton,66-77, ,,3,77,66,11,2117.0
0:41.0,Turnover by R. Hampton (lost ball; steal by J. Butler),66-77, ,,3,77,66,11,2119.0
0:37.0, ,66-79,T. Herro makes 2-pt layup from 2 ft (assist by J. Butler),,3,79,66,13,2123.0
0:31.0,J. Suggs makes 3-pt jump shot from 27 ft,69-79, ,,3,79,69,10,2129.0
0:21.0, ,69-79,Turnover by J. Butler (bad pass; steal by R. Hampton),,3,79,69,10,2139.0
0:06.0,Personal foul by D. Dedmon (drawn by J. Suggs),69-79, ,,3,79,69,10,2154.0
0:06.0,J. Suggs misses free throw 1 of 2,69-79, ,,3,79,69,10,2154.0
0:06.0,Offensive rebound by Team,69-79, ,,3,79,69,10,2154.0
0:06.0,M. Wagner enters the game for R. Lopez,69-79, ,,3,79,69,10,2154.0
0:06.0,J. Suggs makes free throw 2 of 2,70-79, ,,3,79,70,9,2154.0
0:02.0, ,70-81,J. Butler makes 2-pt dunk from 2 ft (assist by T. Herro),,3,81,70,11,2158.0
0:00.0,T. Ross misses 3-pt jump shot from 55 ft,70-81, ,,3,81,70,11,2160.0
0:00.0,Offensive rebound by Team,70-81, ,,3,81,70,11,2160.0
0:00.0,End of 3rd quarter,70-81,,,3,81,70,11,2160.0
12:00.0,Start of 4th quarter,70-81,,,4,81,70,11,2160.0
11:47.0, ,70-84,M. Morris makes 3-pt jump shot from 24 ft (assist by T. Herro),,4,84,70,14,2173.0
11:33.0,J. Suggs makes 2-pt layup from 3 ft,72-84, ,,4,84,72,12,2187.0
11:20.0, ,72-84,Shooting foul by J. Suggs (drawn by B. Adebayo),,4,84,72,12,2200.0
11:20.0, ,72-85,B. Adebayo makes free throw 1 of 2,,4,85,72,13,2200.0
11:20.0,C. Anthony enters the game for J. Suggs,72-85, ,,4,85,72,13,2200.0
11:20.0, ,72-86,B. Adebayo makes free throw 2 of 2,,4,86,72,14,2200.0
11:05.0,M. Wagner makes 3-pt jump shot from 27 ft (assist by R. Hampton),75-86, ,,4,86,75,11,2215.0
10:52.0, ,75-86,B. Adebayo misses 2-pt jump shot from 18 ft,,4,86,75,11,2228.0
10:48.0,Defensive rebound by C. Anthony,75-86, ,,4,86,75,11,2232.0
10:42.0,C. Anthony makes 2-pt jump shot from 5 ft,77-86, ,,4,86,77,9,2238.0
10:27.0, ,77-88,T. Herro makes 2-pt layup from 2 ft (assist by K. Lowry),,4,88,77,11,2253.0
10:14.0,Turnover by T. Ross (bad pass; steal by M. Morris),77-88, ,,4,88,77,11,2266.0
10:13.0, ,77-88,Personal take foul by T. Ross (drawn by B. Adebayo),,4,88,77,11,2267.0
9:59.0, ,77-88,M. Morris misses 3-pt jump shot from 26 ft,,4,88,77,11,2281.0
9:55.0,Defensive rebound by M. Wagner,77-88, ,,4,88,77,11,2285.0
9:51.0,T. Ross misses 3-pt jump shot from 26 ft,77-88, ,,4,88,77,11,2289.0
9:48.0, ,77-88,Defensive rebound by M. Morris,,4,88,77,11,2292.0
9:45.0, ,77-90,B. Adebayo makes 2-pt dunk from 2 ft (assist by K. Lowry),,4,90,77,13,2295.0
9:24.0,C. Anthony misses 3-pt jump shot from 26 ft,77-90, ,,4,90,77,13,2316.0
9:21.0,Offensive rebound by M. Bamba,77-90, ,,4,90,77,13,2319.0
9:21.0,Personal foul by K. Lowry (drawn by M. Bamba),77-90, ,,4,90,77,13,2319.0
9:21.0,W. Carter enters the game for M. Wagner,77-90, ,,4,90,77,13,2319.0
9:13.0,W. Carter misses 3-pt jump shot from 26 ft,77-90, ,,4,90,77,13,2327.0
9:08.0, ,77-90,Defensive rebound by B. Adebayo,,4,90,77,13,2332.0
8:53.0, ,77-90,M. Morris misses 3-pt jump shot from 26 ft,,4,90,77,13,2347.0
8:50.0, ,77-90,Offensive rebound by K. Lowry,,4,90,77,13,2350.0
8:47.0, ,77-93,M. Strus makes 3-pt jump shot from 23 ft (assist by T. Herro),,4,93,77,16,2353.0
8:38.0,Turnover by W. Carter (bad pass),77-93, ,,4,93,77,16,2362.0
8:31.0, ,77-95,M. Morris makes 2-pt dunk from 2 ft (assist by T. Herro),,4,95,77,18,2369.0
8:31.0,Orlando full timeout,77-95, ,,4,95,77,18,2369.0
8:31.0,G. Harris enters the game for T. Ross,77-95, ,,4,95,77,18,2369.0
8:21.0,M. Bamba misses 3-pt jump shot from 25 ft,77-95, ,,4,95,77,18,2379.0
8:18.0, ,77-95,Defensive rebound by K. Lowry,,4,95,77,18,2382.0
8:14.0, ,77-95,M. Strus misses 3-pt jump shot from 26 ft,,4,95,77,18,2386.0
8:08.0,Defensive rebound by C. Anthony,77-95, ,,4,95,77,18,2392.0
8:02.0,Offensive foul by G. Harris (drawn by M. Strus),77-95, ,,4,95,77,18,2398.0
8:02.0,Turnover by G. Harris (offensive foul),77-95, ,,4,95,77,18,2398.0
7:39.0, ,77-95,B. Adebayo misses 2-pt jump shot from 13 ft,,4,95,77,18,2421.0
7:33.0,Defensive rebound by C. Anthony,77-95, ,,4,95,77,18,2427.0
7:28.0,M. Bamba makes 2-pt dunk at rim (assist by R. Hampton),79-95, ,,4,95,79,16,2432.0
7:19.0, ,79-95,M. Strus misses 2-pt layup from 2 ft,,4,95,79,16,2441.0
7:16.0,Defensive rebound by W. Carter,79-95, ,,4,95,79,16,2444.0
7:14.0,R. Hampton misses 2-pt layup from 1 ft,79-95, ,,4,95,79,16,2446.0
7:14.0, ,79-95,Defensive rebound by Team,,4,95,79,16,2446.0
7:14.0,F. Wagner enters the game for R. Hampton,79-95, ,,4,95,79,16,2446.0
6:51.0, ,79-95,K. Lowry misses 3-pt jump shot from 26 ft,,4,95,79,16,2469.0
6:48.0, ,79-95,Offensive rebound by M. Morris,,4,95,79,16,2472.0
6:47.0, ,79-98,T. Herro makes 3-pt jump shot from 26 ft (assist by M. Morris),,4,98,79,19,2473.0
6:35.0,M. Bamba misses 3-pt jump shot from 27 ft,79-98, ,,4,98,79,19,2485.0
6:31.0,Offensive rebound by W. Carter,79-98, ,,4,98,79,19,2489.0
6:27.0,F. Wagner misses 2-pt jump shot from 10 ft,79-98, ,,4,98,79,19,2493.0
6:27.0,Offensive rebound by Team,79-98, ,,4,98,79,19,2493.0
6:27.0, ,79-98,J. Butler enters the game for M. Strus,,4,98,79,19,2493.0
6:13.0,Turnover by Team (shot clock),79-98, ,,4,98,79,19,2507.0
5:56.0, ,79-98,K. Lowry misses 3-pt jump shot from 25 ft,,4,98,79,19,2524.0
5:52.0,Defensive rebound by C. Anthony,79-98, ,,4,98,79,19,2528.0
5:48.0,C. Anthony misses 3-pt jump shot from 26 ft,79-98, ,,4,98,79,19,2532.0
5:46.0, ,79-98,Defensive rebound by Team,,4,98,79,19,2534.0
5:46.0, ,79-98,D. Dedmon enters the game for B. Adebayo,,4,98,79,19,2534.0
5:31.0, ,79-98,Turnover by T. Herro (bad pass; steal by M. Bamba),,4,98,79,19,2549.0
5:25.0,Turnover by C. Anthony (bad pass; steal by K. Lowry),79-98, ,,4,98,79,19,2555.0
5:17.0, ,79-98,K. Lowry misses 3-pt jump shot from 27 ft,,4,98,79,19,2563.0
5:13.0,Defensive rebound by M. Bamba,79-98, ,,4,98,79,19,2567.0
5:05.0,M. Bamba makes 3-pt jump shot from 25 ft (assist by C. Anthony),82-98, ,,4,98,82,16,2575.0
5:03.0, ,82-98,Miami full timeout,,4,98,82,16,2577.0
5:03.0,R. Hampton enters the game for C. Anthony,82-98, ,,4,98,82,16,2577.0
5:03.0,J. Suggs enters the game for G. Harris,82-98, ,,4,98,82,16,2577.0
5:03.0, ,82-98,D. Robinson enters the game for K. Lowry,,4,98,82,16,2577.0
4:52.0, ,82-98,T. Herro misses 2-pt layup from 4 ft,,4,98,82,16,2588.0
4:50.0, ,82-98,Offensive rebound by D. Dedmon,,4,98,82,16,2590.0
4:36.0, ,82-100,J. Butler makes 2-pt layup from 8 ft,,4,100,82,18,2604.0
4:15.0,Shooting foul by J. Butler (drawn by R. Hampton),82-100, ,,4,100,82,18,2625.0
4:15.0,R. Hampton makes free throw 1 of 2,83-100, ,,4,100,83,17,2625.0
4:15.0,R. Hampton misses free throw 2 of 2,83-100, ,,4,100,83,17,2625.0
4:12.0, ,83-100,Defensive rebound by D. Dedmon,,4,100,83,17,2628.0
3:52.0, ,83-100,Shooting foul by M. Bamba (drawn by T. Herro),,4,100,83,17,2648.0
3:52.0, ,83-101,T. Herro makes free throw 1 of 2,,4,101,83,18,2648.0
3:52.0, ,83-102,T. Herro makes free throw 2 of 2,,4,102,83,19,2648.0
3:39.0,R. Hampton misses 2-pt layup from 2 ft,83-102, ,,4,102,83,19,2661.0
3:36.0, ,83-102,Defensive rebound by D. Robinson,,4,102,83,19,2664.0
3:27.0, ,83-102,J. Butler misses 2-pt layup from 7 ft,,4,102,83,19,2673.0
3:26.0, ,83-102,Offensive rebound by D. Dedmon,,4,102,83,19,2674.0
3:22.0, ,83-102,Personal foul by J. Suggs (drawn by J. Butler),,4,102,83,19,2678.0
3:12.0, ,83-105,D. Robinson makes 3-pt jump shot from 26 ft (assist by T. Herro),,4,105,83,22,2688.0
3:07.0,Orlando full timeout,83-105, ,,4,105,83,22,2693.0
3:07.0,I. Brazdeikis enters the game for M. Bamba,83-105, ,,4,105,83,22,2693.0
3:07.0,R. Lopez enters the game for W. Carter,83-105, ,,4,105,83,22,2693.0
3:07.0,M. Wagner enters the game for F. Wagner,83-105, ,,4,105,83,22,2693.0
3:07.0, ,83-105,M. Strus enters the game for J. Butler,,4,105,83,22,2693.0
2:49.0,R. Lopez makes 2-pt jump shot from 6 ft (assist by J. Suggs),85-105, ,,4,105,85,20,2711.0
2:49.0,Shooting foul by M. Morris (drawn by R. Lopez),85-105, ,,4,105,85,20,2711.0
2:49.0,R. Lopez misses free throw 1 of 1,85-105, ,,4,105,85,20,2711.0
2:45.0, ,85-105,Defensive rebound by D. Dedmon,,4,105,85,20,2715.0
2:26.0, ,85-105,M. Morris misses 2-pt jump shot from 9 ft,,4,105,85,20,2734.0
2:24.0,Defensive rebound by J. Suggs,85-105, ,,4,105,85,20,2736.0
2:21.0,Shooting foul by M. Strus (drawn by R. Hampton),85-105, ,,4,105,85,20,2739.0
2:21.0,R. Hampton misses free throw 1 of 2,85-105, ,,4,105,85,20,2739.0
2:21.0,Offensive rebound by Team,85-105, ,,4,105,85,20,2739.0
2:21.0,R. Hampton makes free throw 2 of 2,86-105, ,,4,105,86,19,2739.0
1:58.0, ,86-105,D. Robinson misses 2-pt layup from 7 ft (block by R. Lopez),,4,105,86,19,2762.0
1:55.0,Defensive rebound by R. Hampton,86-105, ,,4,105,86,19,2765.0
1:42.0,J. Suggs misses 2-pt jump shot from 10 ft,86-105, ,,4,105,86,19,2778.0
1:40.0,Offensive rebound by R. Lopez,86-105, ,,4,105,86,19,2780.0
1:38.0,Shooting foul by M. Strus (drawn by R. Lopez),86-105, ,,4,105,86,19,2782.0
1:38.0,R. Lopez makes free throw 1 of 2,87-105, ,,4,105,87,18,2782.0
1:38.0, ,87-105,M. Garrett enters the game for D. Dedmon,,4,105,87,18,2782.0
1:38.0, ,87-105,K. Okpala enters the game for T. Herro,,4,105,87,18,2782.0
1:38.0, ,87-105,G. Vincent enters the game for M. Morris,,4,105,87,18,2782.0
1:38.0, ,87-105,O. Yurtseven enters the game for D. Robinson,,4,105,87,18,2782.0
1:38.0,R. Lopez misses free throw 2 of 2,87-105, ,,4,105,87,18,2782.0
1:36.0, ,87-105,Defensive rebound by M. Strus,,4,105,87,18,2784.0
1:18.0, ,87-105,M. Strus misses 3-pt jump shot from 27 ft,,4,105,87,18,2802.0
1:16.0,Defensive rebound by R. Hampton,87-105, ,,4,105,87,18,2804.0
1:04.0,J. Suggs makes 3-pt jump shot from 28 ft (assist by I. Brazdeikis),90-105, ,,4,105,90,15,2816.0
0:50.0, ,90-107,M. Strus makes 2-pt layup from 1 ft (assist by G. Vincent),,4,107,90,17,2830.0
0:27.0,I. Brazdeikis misses 3-pt jump shot from 26 ft,90-107, ,,4,107,90,17,2853.0
0:21.0, ,90-107,Defensive rebound by K. Okpala,,4,107,90,17,2859.0
0:00.0, ,90-107,Turnover by Team (shot clock),,4,107,90,17,2880.0
0:00.0,End of 4th quarter,90-107,,,4,107,90,17,2880.0
