Time,Miami,Score,Atlanta,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
3:48.0, ,79-59,Shooting foul by M. Strus (drawn by T. Young),,3,79,59,20,1932.0
3:48.0, ,79-60,T. Young makes free throw 1 of 2,,3,79,60,19,1932.0
3:48.0,D. Robinson enters the game for M. Strus,79-60, ,,3,79,60,19,1932.0
3:48.0, ,79-60,O. Okongwu enters the game for J. Collins,,3,79,60,19,1932.0
3:48.0, ,79-61,T. Young makes free throw 2 of 2,,3,79,61,18,1932.0
3:26.0,P. Tucker misses 3-pt jump shot from 23 ft,79-61, ,,3,79,61,18,1954.0
3:21.0, ,79-61,Defensive rebound by O. Okongwu,,3,79,61,18,1959.0
3:17.0, ,79-63,T. Young makes 2-pt jump shot from 10 ft,,3,79,63,16,1963.0
3:17.0, ,79-63,Shooting foul by P. Tucker (drawn by T. Young),,3,79,63,16,1963.0
3:17.0,D. Dedmon enters the game for O. Yurtseven,79-63, ,,3,79,63,16,1963.0
3:17.0, ,79-64,T. Young makes free throw 1 of 1,,3,79,64,15,1963.0
3:02.0,Miami full timeout,79-64, ,,3,79,64,15,1978.0
3:02.0,G. Vincent enters the game for K. Lowry,79-64, ,,3,79,64,15,1978.0
2:57.0,D. Robinson makes 2-pt layup from 1 ft (assist by P. Tucker),81-64, ,,3,81,64,17,1983.0
2:41.0, ,81-64,Shooting foul by D. Dedmon (drawn by T. Young),,3,81,64,17,1999.0
2:41.0, ,81-64,T. Young misses free throw 1 of 2,,3,81,64,17,1999.0
2:41.0, ,81-64,Offensive rebound by Team,,3,81,64,17,1999.0
2:41.0, ,81-65,T. Young makes free throw 2 of 2,,3,81,65,16,1999.0
2:33.0,T. Herro misses 3-pt jump shot from 26 ft,81-65, ,,3,81,65,16,2007.0
2:31.0, ,81-65,Defensive rebound by Team,,3,81,65,16,2009.0
2:31.0, ,81-65,D. Wright enters the game for T. Young,,3,81,65,16,2009.0
2:21.0, ,81-65,D. Hunter misses 2-pt jump shot from 11 ft,,3,81,65,16,2019.0
2:18.0,Defensive rebound by D. Robinson,81-65, ,,3,81,65,16,2022.0
2:05.0,P. Tucker misses 2-pt layup from 1 ft (block by O. Okongwu),81-65, ,,3,81,65,16,2035.0
2:02.0, ,81-65,Defensive rebound by D. Gallinari,,3,81,65,16,2038.0
1:56.0, ,81-65,D. Hunter misses 2-pt layup from 3 ft,,3,81,65,16,2044.0
1:53.0,Defensive rebound by P. Tucker,81-65, ,,3,81,65,16,2047.0
1:49.0,G. Vincent makes 3-pt jump shot from 26 ft,84-65, ,,3,84,65,19,2051.0
1:31.0, ,84-65,D. Hunter misses 2-pt jump shot from 20 ft,,3,84,65,19,2069.0
1:28.0,Defensive rebound by D. Dedmon,84-65, ,,3,84,65,19,2072.0
1:14.0,G. Vincent misses 3-pt jump shot from 23 ft,84-65, ,,3,84,65,19,2086.0
1:11.0, ,84-65,Defensive rebound by D. Gallinari,,3,84,65,19,2089.0
0:55.0, ,84-65,K. Huerter misses 3-pt jump shot from 23 ft,,3,84,65,19,2105.0
0:52.0,Defensive rebound by P. Tucker,84-65, ,,3,84,65,19,2108.0
0:48.0,T. Herro makes 2-pt layup from 1 ft,86-65, ,,3,86,65,21,2112.0
0:35.0, ,86-67,K. Huerter makes 2-pt jump shot from 11 ft,,3,86,67,19,2125.0
0:28.0,T. Herro misses 3-pt jump shot from 32 ft,86-67, ,,3,86,67,19,2132.0
0:24.0, ,86-67,Defensive rebound by D. Gallinari,,3,86,67,19,2136.0
0:13.0, ,86-67,K. Huerter misses 2-pt jump shot from 10 ft,,3,86,67,19,2147.0
0:12.0,Defensive rebound by Team,86-67, ,,3,86,67,19,2148.0
0:12.0, ,86-67,Loose ball foul by O. Okongwu (drawn by T. Herro),,3,86,67,19,2148.0
0:12.0,C. Martin enters the game for P. Tucker,86-67, ,,3,86,67,19,2148.0
0:01.0,T. Herro misses 2-pt jump shot from 18 ft,86-67, ,,3,86,67,19,2159.0
0:01.0,Offensive rebound by Team,86-67, ,,3,86,67,19,2159.0
0:00.0,End of 3rd quarter,86-67,,,3,86,67,19,2160.0
12:00.0,Start of 4th quarter,86-67,,,4,86,67,19,2160.0
11:46.0,Turnover by G. Vincent (bad pass),86-67, ,,4,86,67,19,2174.0
11:24.0, ,86-67,K. Huerter misses 3-pt jump shot from 24 ft,,4,86,67,19,2196.0
11:20.0,Defensive rebound by T. Herro,86-67, ,,4,86,67,19,2200.0
11:00.0,D. Robinson misses 3-pt jump shot from 24 ft,86-67, ,,4,86,67,19,2220.0
10:57.0, ,86-67,Defensive rebound by B. Bogdanović,,4,86,67,19,2223.0
10:48.0, ,86-67,Personal foul by C. Martin (drawn by D. Gallinari),,4,86,67,19,2232.0
10:37.0, ,86-67,Shooting foul by D. Robinson (drawn by K. Huerter),,4,86,67,19,2243.0
10:37.0, ,86-67,K. Huerter misses free throw 1 of 2,,4,86,67,19,2243.0
10:37.0, ,86-67,Offensive rebound by Team,,4,86,67,19,2243.0
10:37.0, ,86-68,K. Huerter makes free throw 2 of 2,,4,86,68,18,2243.0
10:25.0,D. Dedmon makes 2-pt layup from 2 ft (assist by G. Vincent),88-68, ,,4,88,68,20,2255.0
10:09.0, ,88-70,O. Okongwu makes 2-pt layup from 1 ft (assist by B. Bogdanović),,4,88,70,18,2271.0
9:56.0,T. Herro misses 3-pt jump shot from 26 ft,88-70, ,,4,88,70,18,2284.0
9:53.0, ,88-70,Defensive rebound by D. Wright,,4,88,70,18,2287.0
9:46.0, ,88-70,D. Wright misses 2-pt jump shot from 2 ft,,4,88,70,18,2294.0
9:41.0, ,88-70,Offensive rebound by O. Okongwu,,4,88,70,18,2299.0
9:41.0, ,88-72,O. Okongwu makes 2-pt dunk at rim,,4,88,72,16,2299.0
9:22.0,G. Vincent misses 3-pt jump shot from 26 ft,88-72, ,,4,88,72,16,2318.0
9:19.0, ,88-72,Defensive rebound by K. Huerter,,4,88,72,16,2321.0
9:15.0, ,88-75,D. Wright makes 3-pt jump shot from 25 ft (assist by K. Huerter),,4,88,75,13,2325.0
9:13.0,Miami full timeout,88-75, ,,4,88,75,13,2327.0
9:13.0,O. Yurtseven enters the game for D. Dedmon,88-75, ,,4,88,75,13,2327.0
9:13.0, ,88-75,J. Collins enters the game for O. Okongwu,,4,88,75,13,2327.0
8:59.0,G. Vincent makes 2-pt layup at rim (assist by O. Yurtseven),90-75, ,,4,90,75,15,2341.0
8:44.0, ,90-75,D. Gallinari misses 3-pt jump shot from 26 ft,,4,90,75,15,2356.0
8:41.0,Defensive rebound by T. Herro,90-75, ,,4,90,75,15,2359.0
8:25.0,C. Martin misses 2-pt layup from 2 ft,90-75, ,,4,90,75,15,2375.0
8:21.0,Offensive rebound by C. Martin,90-75, ,,4,90,75,15,2379.0
8:21.0,C. Martin makes 2-pt layup at rim,92-75, ,,4,92,75,17,2379.0
8:10.0, ,92-78,J. Collins makes 3-pt jump shot from 25 ft (assist by D. Wright),,4,92,78,14,2390.0
7:53.0,D. Robinson misses 3-pt jump shot from 25 ft,92-78, ,,4,92,78,14,2407.0
7:51.0, ,92-78,Defensive rebound by D. Wright,,4,92,78,14,2409.0
7:40.0, ,92-78,J. Collins misses 2-pt jump shot from 13 ft,,4,92,78,14,2420.0
7:36.0,Defensive rebound by C. Martin,92-78, ,,4,92,78,14,2424.0
7:32.0,Personal foul by B. Bogdanović (drawn by D. Robinson),92-78, ,,4,92,78,14,2428.0
7:32.0, ,92-78,T. Young enters the game for D. Wright,,4,92,78,14,2428.0
7:22.0,Offensive foul by C. Martin (drawn by K. Huerter),92-78, ,,4,92,78,14,2438.0
7:22.0,Turnover by C. Martin (offensive foul),92-78, ,,4,92,78,14,2438.0
7:06.0, ,92-78,Offensive foul by D. Gallinari (drawn by G. Vincent),,4,92,78,14,2454.0
7:06.0, ,92-78,Turnover by D. Gallinari (offensive foul),,4,92,78,14,2454.0
7:06.0, ,92-78,D. Hunter enters the game for D. Gallinari,,4,92,78,14,2454.0
6:54.0,Turnover by O. Yurtseven (3 sec),92-78, ,,4,92,78,14,2466.0
6:45.0, ,92-78,T. Young misses 3-pt jump shot from 32 ft,,4,92,78,14,2475.0
6:42.0,Defensive rebound by D. Robinson,92-78, ,,4,92,78,14,2478.0
6:32.0,O. Yurtseven misses 2-pt dunk from 1 ft,92-78, ,,4,92,78,14,2488.0
6:30.0,Offensive rebound by T. Herro,92-78, ,,4,92,78,14,2490.0
6:29.0,O. Yurtseven makes 2-pt dunk from 1 ft (assist by T. Herro),94-78, ,,4,94,78,16,2491.0
6:16.0, ,94-78,Turnover by T. Young (bad pass; steal by G. Vincent),,4,94,78,16,2504.0
6:11.0,T. Herro misses 3-pt jump shot from 23 ft,94-78, ,,4,94,78,16,2509.0
6:10.0,Offensive rebound by O. Yurtseven,94-78, ,,4,94,78,16,2510.0
6:10.0,O. Yurtseven makes 2-pt layup at rim,96-78, ,,4,96,78,18,2510.0
6:10.0, ,96-78,Atlanta full timeout,,4,96,78,18,2510.0
5:55.0, ,96-78,B. Bogdanović misses 3-pt jump shot from 25 ft,,4,96,78,18,2525.0
5:52.0,Defensive rebound by T. Herro,96-78, ,,4,96,78,18,2528.0
5:46.0,D. Robinson misses 3-pt jump shot from 26 ft,96-78, ,,4,96,78,18,2534.0
5:43.0, ,96-78,Defensive rebound by T. Young,,4,96,78,18,2537.0
5:39.0, ,96-81,J. Collins makes 3-pt jump shot from 24 ft (assist by T. Young),,4,96,81,15,2541.0
5:10.0,Turnover by D. Robinson (lost ball; steal by K. Huerter),96-81, ,,4,96,81,15,2570.0
5:06.0, ,96-83,B. Bogdanović makes 2-pt layup from 1 ft (assist by T. Young),,4,96,83,13,2574.0
5:06.0,Miami full timeout,96-83, ,,4,96,83,13,2574.0
4:53.0,D. Robinson misses 3-pt jump shot from 24 ft,96-83, ,,4,96,83,13,2587.0
4:48.0,Offensive rebound by O. Yurtseven,96-83, ,,4,96,83,13,2592.0
4:46.0,T. Herro makes 3-pt jump shot from 26 ft (assist by O. Yurtseven),99-83, ,,4,99,83,16,2594.0
4:27.0, ,99-83,K. Huerter misses 3-pt jump shot from 25 ft,,4,99,83,16,2613.0
4:25.0,Defensive rebound by T. Herro,99-83, ,,4,99,83,16,2615.0
4:17.0,O. Yurtseven makes 2-pt layup from 2 ft,101-83, ,,4,101,83,18,2623.0
4:17.0,Shooting foul by J. Collins (drawn by O. Yurtseven),101-83, ,,4,101,83,18,2623.0
4:17.0,O. Yurtseven makes free throw 1 of 1,102-83, ,,4,102,83,19,2623.0
4:02.0, ,102-83,T. Young misses 2-pt jump shot from 21 ft,,4,102,83,19,2638.0
3:58.0,Defensive rebound by O. Yurtseven,102-83, ,,4,102,83,19,2642.0
3:56.0,Turnover by O. Yurtseven (bad pass; steal by D. Hunter),102-83, ,,4,102,83,19,2644.0
3:50.0, ,102-83,Shooting foul by O. Yurtseven (drawn by D. Hunter),,4,102,83,19,2650.0
3:50.0, ,102-84,D. Hunter makes free throw 1 of 2,,4,102,84,18,2650.0
3:50.0, ,102-85,D. Hunter makes free throw 2 of 2,,4,102,85,17,2650.0
3:30.0,O. Yurtseven makes 2-pt jump shot from 15 ft (assist by G. Vincent),104-85, ,,4,104,85,19,2670.0
3:14.0, ,104-88,B. Bogdanović makes 3-pt jump shot from 22 ft,,4,104,88,16,2686.0
2:51.0,C. Martin makes 3-pt jump shot from 26 ft,107-88, ,,4,107,88,19,2709.0
2:38.0, ,107-88,T. Young misses 3-pt jump shot from 25 ft,,4,107,88,19,2722.0
2:34.0,Defensive rebound by O. Yurtseven,107-88, ,,4,107,88,19,2726.0
2:20.0,C. Martin makes 2-pt dunk from 2 ft (assist by O. Yurtseven),109-88, ,,4,109,88,21,2740.0
2:20.0, ,109-88,Atlanta full timeout,,4,109,88,21,2740.0
2:20.0, ,109-88,S. Cooper enters the game for B. Bogdanović,,4,109,88,21,2740.0
2:20.0, ,109-88,G. Dieng enters the game for J. Collins,,4,109,88,21,2740.0
2:20.0, ,109-88,S. Mays enters the game for K. Huerter,,4,109,88,21,2740.0
2:20.0, ,109-88,O. Okongwu enters the game for D. Hunter,,4,109,88,21,2740.0
2:20.0, ,109-88,D. Wright enters the game for T. Young,,4,109,88,21,2740.0
2:08.0, ,109-88,G. Dieng misses 3-pt jump shot from 26 ft,,4,109,88,21,2752.0
2:05.0,Defensive rebound by C. Martin,109-88, ,,4,109,88,21,2755.0
1:56.0,C. Martin misses 3-pt jump shot from 26 ft,109-88, ,,4,109,88,21,2764.0
1:52.0, ,109-88,Defensive rebound by O. Okongwu,,4,109,88,21,2768.0
1:34.0, ,109-88,S. Mays misses 3-pt jump shot from 23 ft,,4,109,88,21,2786.0
1:30.0,Defensive rebound by T. Herro,109-88, ,,4,109,88,21,2790.0
1:24.0,G. Vincent makes 3-pt jump shot from 26 ft (assist by T. Herro),112-88, ,,4,112,88,24,2796.0
1:23.0, ,112-88,Personal take foul by C. Martin (drawn by S. Cooper),,4,112,88,24,2797.0
1:23.0,K. Guy enters the game for D. Robinson,112-88, ,,4,112,88,24,2797.0
1:23.0,C. Silva enters the game for O. Yurtseven,112-88, ,,4,112,88,24,2797.0
1:08.0, ,112-91,G. Dieng makes 3-pt jump shot from 26 ft (assist by S. Mays),,4,112,91,21,2812.0
0:54.0,G. Vincent makes 3-pt jump shot from 23 ft (assist by K. Guy),115-91, ,,4,115,91,24,2826.0
0:37.0, ,115-91,D. Wright misses 3-pt jump shot from 23 ft,,4,115,91,24,2843.0
0:34.0,Defensive rebound by C. Martin,115-91, ,,4,115,91,24,2846.0
0:11.0,Turnover by Team (shot clock),115-91, ,,4,115,91,24,2869.0
0:05.0, ,115-91,S. Cooper misses 3-pt jump shot from 26 ft,,4,115,91,24,2875.0
0:01.0, ,115-91,Offensive rebound by G. Dieng,,4,115,91,24,2879.0
0:01.0, ,115-91,S. Mays misses 3-pt jump shot from 27 ft,,4,115,91,24,2879.0
0:01.0, ,115-91,Offensive rebound by Team,,4,115,91,24,2879.0
0:00.0,End of 4th quarter,115-91,,,4,115,91,24,2880.0
