Time,Boston,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
2:23.0,A. Horford enters the game for J. Brown,14-18, ,,1,18,14,4,577.0
2:23.0,A. Nesmith enters the game for R. Williams,14-18, ,,1,18,14,4,577.0
2:23.0, ,14-18,M. Morris enters the game for P. Tucker,,1,18,14,4,577.0
2:12.0,G. Williams misses 3-pt jump shot from 26 ft,14-18, ,,1,18,14,4,588.0
2:09.0, ,14-18,Defensive rebound by D. Robinson,,1,18,14,4,591.0
1:57.0, ,14-20,J. Butler makes 2-pt jump shot from 10 ft,,1,20,14,6,603.0
1:44.0,D. Schröder misses 2-pt jump shot from 16 ft,14-20, ,,1,20,14,6,616.0
1:39.0, ,14-20,Defensive rebound by D. Dedmon,,1,20,14,6,621.0
1:32.0, ,14-20,D. Robinson misses 3-pt jump shot from 29 ft,,1,20,14,6,628.0
1:26.0,Defensive rebound by A. Horford,14-20, ,,1,20,14,6,634.0
1:18.0,A. Nesmith makes 2-pt layup from 3 ft (assist by D. Schröder),16-20, ,,1,20,16,4,642.0
0:59.0, ,16-20,Shooting foul by A. Horford (drawn by M. Morris),,1,20,16,4,661.0
0:59.0, ,16-21,M. Morris makes free throw 1 of 2,,1,21,16,5,661.0
0:59.0,J. Parker enters the game for A. Horford,16-21, ,,1,21,16,5,661.0
0:59.0, ,16-21,K. Lowry enters the game for J. Butler,,1,21,16,5,661.0
0:59.0, ,16-21,C. Martin enters the game for D. Robinson,,1,21,16,5,661.0
0:59.0, ,16-22,M. Morris makes free throw 2 of 2,,1,22,16,6,661.0
0:49.0,D. Schröder makes 2-pt layup from 2 ft,18-22, ,,1,22,18,4,671.0
0:33.0, ,18-22,T. Herro misses 2-pt jump shot from 16 ft,,1,22,18,4,687.0
0:28.0, ,18-22,Offensive rebound by M. Morris,,1,22,18,4,692.0
0:25.0, ,18-24,D. Dedmon makes 2-pt hook shot from 6 ft,,1,24,18,6,695.0
0:03.0,A. Nesmith misses 3-pt jump shot from 26 ft,18-24, ,,1,24,18,6,717.0
0:03.0, ,18-24,Defensive rebound by T. Herro,,1,24,18,6,717.0
0:00.0, ,18-24,M. Morris misses 3-pt jump shot from 36 ft,,1,24,18,6,720.0
0:00.0, ,18-24,Offensive rebound by Team,,1,24,18,6,720.0
0:00.0,End of 1st quarter,18-24,,,1,24,18,6,720.0
12:00.0,Start of 2nd quarter,18-24,,,2,24,18,6,720.0
11:46.0,A. Nesmith makes 3-pt jump shot from 25 ft (assist by D. Schröder),21-24, ,,2,24,21,3,734.0
11:27.0, ,21-26,M. Morris makes 2-pt jump shot from 11 ft,,2,26,21,5,753.0
11:09.0,D. Schröder misses 2-pt layup from 3 ft,21-26, ,,2,26,21,5,771.0
11:05.0, ,21-26,Defensive rebound by M. Morris,,2,26,21,5,775.0
10:50.0, ,21-28,T. Herro makes 2-pt layup from 2 ft,,2,28,21,7,790.0
10:38.0,Turnover by J. Parker (lost ball; steal by T. Herro),21-28, ,,2,28,21,7,802.0
10:38.0,R. Williams enters the game for J. Parker,21-28, ,,2,28,21,7,802.0
10:38.0, ,21-28,B. Adebayo enters the game for D. Dedmon,,2,28,21,7,802.0
10:31.0, ,21-28,Turnover by K. Lowry (bad pass),,2,28,21,7,809.0
10:31.0,J. Tatum enters the game for G. Williams,21-28, ,,2,28,21,7,809.0
10:06.0,Turnover by D. Schröder (bad pass; steal by K. Lowry),21-28, ,,2,28,21,7,834.0
10:01.0, ,21-28,T. Herro misses 3-pt jump shot from 26 ft,,2,28,21,7,839.0
9:57.0,Defensive rebound by J. Tatum,21-28, ,,2,28,21,7,843.0
9:56.0,Personal foul by K. Lowry (drawn by D. Schröder),21-28, ,,2,28,21,7,844.0
9:48.0,R. Williams makes 2-pt dunk from 1 ft (assist by J. Tatum),23-28, ,,2,28,23,5,852.0
9:41.0, ,23-28,Personal foul by R. Langford (drawn by K. Lowry),,2,28,23,5,859.0
9:29.0, ,23-28,Turnover by M. Morris (bad pass; steal by R. Williams),,2,28,23,5,871.0
9:21.0,D. Schröder misses 2-pt layup from 1 ft,23-28, ,,2,28,23,5,879.0
9:17.0, ,23-28,Defensive rebound by B. Adebayo,,2,28,23,5,883.0
9:16.0, ,23-28,Turnover by B. Adebayo (bad pass),,2,28,23,5,884.0
9:06.0,R. Langford makes 3-pt jump shot from 24 ft (assist by D. Schröder),26-28, ,,2,28,26,2,894.0
8:44.0, ,26-28,Turnover by M. Morris (bad pass),,2,28,26,2,916.0
8:32.0,J. Tatum misses 2-pt jump shot from 6 ft,26-28, ,,2,28,26,2,928.0
8:29.0, ,26-28,Defensive rebound by M. Morris,,2,28,26,2,931.0
8:29.0, ,26-28,Shooting foul by R. Langford (drawn by C. Martin),,2,28,26,2,931.0
8:29.0, ,26-28,C. Martin misses free throw 1 of 2,,2,28,26,2,931.0
8:29.0, ,26-28,Offensive rebound by Team,,2,28,26,2,931.0
8:29.0, ,26-29,C. Martin makes free throw 2 of 2,,2,29,26,3,931.0
8:19.0,Personal foul by C. Martin (drawn by J. Tatum),26-29, ,,2,29,26,3,941.0
8:06.0,J. Tatum misses 2-pt jump shot from 5 ft,26-29, ,,2,29,26,3,954.0
8:04.0,Offensive rebound by R. Langford,26-29, ,,2,29,26,3,956.0
8:02.0,R. Langford makes 2-pt dunk from 1 ft,28-29, ,,2,29,28,1,958.0
7:58.0, ,28-29,Personal foul by J. Tatum (drawn by K. Lowry),,2,29,28,1,962.0
7:55.0, ,28-29,Turnover by B. Adebayo (bad pass),,2,29,28,1,965.0
7:41.0,A. Nesmith makes 3-pt jump shot from 26 ft (assist by D. Schröder),31-29, ,Lead change,2,29,31,-2,979.0
7:40.0, ,31-29,Miami full timeout,,2,29,31,-2,980.0
7:40.0,J. Brown enters the game for R. Langford,31-29, ,,2,29,31,-2,980.0
7:40.0,A. Horford enters the game for D. Schröder,31-29, ,,2,29,31,-2,980.0
7:40.0,M. Smart enters the game for R. Williams,31-29, ,,2,29,31,-2,980.0
7:40.0, ,31-29,J. Butler enters the game for K. Lowry,,2,29,31,-2,980.0
7:40.0, ,31-29,D. Robinson enters the game for C. Martin,,2,29,31,-2,980.0
7:20.0, ,31-31,T. Herro makes 2-pt jump shot from 9 ft,Tie,2,31,31,0,1000.0
7:01.0,A. Nesmith misses 3-pt jump shot from 26 ft,31-31, ,,2,31,31,0,1019.0
6:58.0, ,31-31,Defensive rebound by T. Herro,,2,31,31,0,1022.0
6:57.0, ,31-31,Turnover by T. Herro (bad pass),,2,31,31,0,1023.0
6:43.0,Turnover by M. Smart (bad pass; steal by B. Adebayo),31-31, ,,2,31,31,0,1037.0
6:21.0, ,31-31,M. Morris misses 3-pt jump shot from 24 ft,,2,31,31,0,1059.0
6:18.0,Defensive rebound by J. Tatum,31-31, ,,2,31,31,0,1062.0
6:01.0,Shooting foul by M. Morris (drawn by A. Horford),31-31, ,,2,31,31,0,1079.0
6:01.0,A. Horford makes free throw 1 of 2,32-31, ,,2,31,32,-1,1079.0
6:01.0,R. Langford enters the game for A. Nesmith,32-31, ,,2,31,32,-1,1079.0
6:01.0,D. Schröder enters the game for J. Tatum,32-31, ,,2,31,32,-1,1079.0
6:01.0, ,32-31,P. Tucker enters the game for M. Morris,,2,31,32,-1,1079.0
6:01.0,A. Horford makes free throw 2 of 2,33-31, ,,2,31,33,-2,1079.0
5:48.0, ,33-31,T. Herro misses 2-pt jump shot from 10 ft (block by A. Horford),,2,31,33,-2,1092.0
5:48.0, ,33-31,Offensive rebound by Team,,2,31,33,-2,1092.0
5:43.0, ,33-31,D. Robinson misses 3-pt jump shot from 24 ft,,2,31,33,-2,1097.0
5:39.0,Defensive rebound by J. Brown,33-31, ,,2,31,33,-2,1101.0
5:33.0,J. Brown misses 2-pt dunk from 1 ft,33-31, ,,2,31,33,-2,1107.0
5:31.0,Offensive rebound by A. Horford,33-31, ,,2,31,33,-2,1109.0
5:24.0,Shooting foul by D. Robinson (drawn by J. Brown),33-31, ,,2,31,33,-2,1116.0
5:24.0,J. Brown makes free throw 1 of 2,34-31, ,,2,31,34,-3,1116.0
5:24.0,J. Brown makes free throw 2 of 2,35-31, ,,2,31,35,-4,1116.0
5:03.0, ,35-31,Turnover by J. Butler (out of bounds lost ball),,2,31,35,-4,1137.0
4:47.0,D. Schröder makes 3-pt jump shot from 26 ft,38-31, ,,2,31,38,-7,1153.0
4:38.0, ,38-31,D. Robinson misses 3-pt jump shot from 23 ft,,2,31,38,-7,1162.0
4:34.0,Defensive rebound by A. Horford,38-31, ,,2,31,38,-7,1166.0
4:33.0,Offensive foul by J. Brown (drawn by D. Robinson),38-31, ,,2,31,38,-7,1167.0
4:33.0,Turnover by J. Brown (offensive foul),38-31, ,,2,31,38,-7,1167.0
4:33.0, ,38-31,D. Dedmon enters the game for B. Adebayo,,2,31,38,-7,1167.0
4:33.0, ,38-31,K. Lowry enters the game for D. Robinson,,2,31,38,-7,1167.0
4:10.0, ,38-31,J. Butler misses 2-pt jump shot from 12 ft,,2,31,38,-7,1190.0
4:10.0,Defensive rebound by Team,38-31, ,,2,31,38,-7,1190.0
4:10.0, ,38-31,Loose ball foul by D. Dedmon (drawn by M. Smart),,2,31,38,-7,1190.0
4:10.0,M. Smart makes free throw 1 of 2,39-31, ,,2,31,39,-8,1190.0
4:10.0,M. Smart makes free throw 2 of 2,40-31, ,,2,31,40,-9,1190.0
3:53.0, ,40-31,K. Lowry misses 2-pt jump shot from 19 ft,,2,31,40,-9,1207.0
3:46.0,Defensive rebound by M. Smart,40-31, ,,2,31,40,-9,1214.0
3:37.0,Personal foul by D. Dedmon (drawn by M. Smart),40-31, ,,2,31,40,-9,1223.0
3:37.0,M. Smart makes free throw 1 of 2,41-31, ,,2,31,41,-10,1223.0
3:37.0,M. Smart makes free throw 2 of 2,42-31, ,,2,31,42,-11,1223.0
3:23.0, ,42-31,Shooting foul by A. Horford (drawn by J. Butler),,2,31,42,-11,1237.0
3:23.0, ,42-31,J. Butler misses free throw 1 of 2,,2,31,42,-11,1237.0
3:23.0, ,42-31,Offensive rebound by Team,,2,31,42,-11,1237.0
3:23.0,R. Williams enters the game for A. Horford,42-31, ,,2,31,42,-11,1237.0
3:23.0, ,42-31,J. Butler misses free throw 2 of 2,,2,31,42,-11,1237.0
3:18.0,Defensive rebound by R. Williams,42-31, ,,2,31,42,-11,1242.0
3:08.0,D. Schröder makes 2-pt jump shot from 17 ft,44-31, ,,2,31,44,-13,1252.0
3:08.0, ,44-31,Miami full timeout,,2,31,44,-13,1252.0
3:08.0, ,44-31,B. Adebayo enters the game for D. Dedmon,,2,31,44,-13,1252.0
2:49.0, ,44-31,K. Lowry misses 2-pt jump shot from 10 ft,,2,31,44,-13,1271.0
2:46.0, ,44-31,Offensive rebound by P. Tucker,,2,31,44,-13,1274.0
2:43.0, ,44-31,Turnover by K. Lowry (bad pass; steal by M. Smart),,2,31,44,-13,1277.0
2:35.0,Shooting foul by T. Herro (drawn by D. Schröder),44-31, ,,2,31,44,-13,1285.0
2:35.0,D. Schröder makes free throw 1 of 2,45-31, ,,2,31,45,-14,1285.0
2:35.0,D. Schröder makes free throw 2 of 2,46-31, ,,2,31,46,-15,1285.0
2:20.0, ,46-31,P. Tucker misses 3-pt jump shot from 23 ft,,2,31,46,-15,1300.0
2:13.0,Defensive rebound by M. Smart,46-31, ,,2,31,46,-15,1307.0
1:56.0,D. Schröder misses 3-pt jump shot from 26 ft,46-31, ,,2,31,46,-15,1324.0
1:52.0, ,46-31,Defensive rebound by B. Adebayo,,2,31,46,-15,1328.0
1:42.0, ,46-31,Shooting foul by R. Langford (drawn by J. Butler),,2,31,46,-15,1338.0
1:42.0, ,46-32,J. Butler makes free throw 1 of 2,,2,32,46,-14,1338.0
1:42.0,J. Tatum enters the game for R. Langford,46-32, ,,2,32,46,-14,1338.0
1:42.0, ,46-33,J. Butler makes free throw 2 of 2,,2,33,46,-13,1338.0
1:23.0,M. Smart makes 2-pt jump shot from 8 ft (assist by J. Brown),48-33, ,,2,33,48,-15,1357.0
1:10.0, ,48-33,Turnover by J. Butler (lost ball; steal by J. Brown),,2,33,48,-15,1370.0
1:05.0,J. Brown misses 2-pt layup from 1 ft,48-33, ,,2,33,48,-15,1375.0
1:02.0, ,48-33,Defensive rebound by T. Herro,,2,33,48,-15,1378.0
0:57.0, ,48-33,Offensive foul by B. Adebayo (drawn by M. Smart),,2,33,48,-15,1383.0
0:57.0, ,48-33,Turnover by B. Adebayo (offensive foul),,2,33,48,-15,1383.0
0:57.0, ,48-33,D. Dedmon enters the game for B. Adebayo,,2,33,48,-15,1383.0
0:38.0,Turnover by D. Schröder (back court),48-33, ,,2,33,48,-15,1402.0
0:33.0, ,48-33,P. Tucker misses 3-pt jump shot from 23 ft,,2,33,48,-15,1407.0
0:31.0,Defensive rebound by Team,48-33, ,,2,33,48,-15,1409.0
0:12.0,D. Schröder misses 3-pt jump shot from 26 ft,48-33, ,,2,33,48,-15,1428.0
0:07.0,Offensive rebound by R. Williams,48-33, ,,2,33,48,-15,1433.0
0:04.0,J. Brown makes 3-pt jump shot from 25 ft (assist by M. Smart),51-33, ,,2,33,51,-18,1436.0
0:00.0,End of 2nd quarter,51-33,,,2,33,51,-18,1440.0
12:00.0,Start of 3rd quarter,51-33,,,3,33,51,-18,1440.0
11:48.0,M. Smart misses 3-pt jump shot from 26 ft,51-33, ,,3,33,51,-18,1452.0
11:45.0,Offensive rebound by R. Williams,51-33, ,,3,33,51,-18,1455.0
11:45.0,Turnover by R. Williams (back court),51-33, ,,3,33,51,-18,1455.0
11:35.0, ,51-33,K. Lowry misses 3-pt jump shot from 26 ft,,3,33,51,-18,1465.0
11:32.0,Defensive rebound by R. Williams,51-33, ,,3,33,51,-18,1468.0
11:28.0,Turnover by J. Brown (bad pass; steal by P. Tucker),51-33, ,,3,33,51,-18,1472.0
11:13.0, ,51-35,B. Adebayo makes 2-pt jump shot from 6 ft (assist by P. Tucker),,3,35,51,-16,1487.0
10:51.0,A. Horford makes 3-pt jump shot from 24 ft,54-35, ,,3,35,54,-19,1509.0
10:34.0, ,54-37,B. Adebayo makes 2-pt jump shot from 13 ft (assist by K. Lowry),,3,37,54,-17,1526.0
10:12.0,J. Tatum misses 2-pt layup from 3 ft,54-37, ,,3,37,54,-17,1548.0
10:10.0, ,54-37,Defensive rebound by B. Adebayo,,3,37,54,-17,1550.0
9:52.0, ,54-37,Turnover by K. Lowry (bad pass; steal by J. Tatum),,3,37,54,-17,1568.0
9:44.0,M. Smart makes 3-pt jump shot from 25 ft (assist by J. Brown),57-37, ,,3,37,57,-20,1576.0
9:26.0, ,57-39,J. Butler makes 2-pt layup from 3 ft (assist by K. Lowry),,3,39,57,-18,1594.0
9:26.0, ,57-39,Shooting foul by J. Tatum (drawn by J. Butler),,3,39,57,-18,1594.0
9:26.0, ,57-39,J. Butler misses free throw 1 of 1,,3,39,57,-18,1594.0
9:19.0,Defensive rebound by J. Tatum,57-39, ,,3,39,57,-18,1601.0
9:08.0,Personal foul by J. Butler (drawn by J. Brown),57-39, ,,3,39,57,-18,1612.0
9:00.0,J. Tatum misses 3-pt jump shot from 26 ft,57-39, ,,3,39,57,-18,1620.0
8:55.0, ,57-39,Defensive rebound by K. Lowry,,3,39,57,-18,1625.0
8:49.0, ,57-42,K. Lowry makes 3-pt jump shot from 25 ft (assist by P. Tucker),,3,42,57,-15,1631.0
8:49.0,Boston full timeout,57-42, ,,3,42,57,-15,1631.0
8:28.0,J. Brown makes 2-pt layup from 1 ft (assist by A. Horford),59-42, ,,3,42,59,-17,1652.0
8:10.0, ,59-42,P. Tucker misses 3-pt jump shot from 24 ft,,3,42,59,-17,1670.0
8:08.0,Defensive rebound by M. Smart,59-42, ,,3,42,59,-17,1672.0
8:07.0,Personal foul by P. Tucker (drawn by J. Brown),59-42, ,,3,42,59,-17,1673.0
7:48.0,J. Brown makes 3-pt jump shot from 25 ft,62-42, ,,3,42,62,-20,1692.0
7:44.0, ,62-42,Turnover by K. Lowry (bad pass),,3,42,62,-20,1696.0
7:31.0,J. Brown misses 3-pt jump shot from 26 ft,62-42, ,,3,42,62,-20,1709.0
7:28.0, ,62-42,Defensive rebound by J. Butler,,3,42,62,-20,1712.0
7:15.0, ,62-44,B. Adebayo makes 2-pt jump shot from 11 ft,,3,44,62,-18,1725.0
7:00.0,Turnover by M. Smart (bad pass; steal by J. Butler),62-44, ,,3,44,62,-18,1740.0
6:56.0, ,62-44,Shooting foul by J. Tatum (drawn by B. Adebayo),,3,44,62,-18,1744.0
6:56.0, ,62-45,B. Adebayo makes free throw 1 of 2,,3,45,62,-17,1744.0
6:56.0,G. Williams enters the game for A. Horford,62-45, ,,3,45,62,-17,1744.0
6:56.0, ,62-46,B. Adebayo makes free throw 2 of 2,,3,46,62,-16,1744.0
6:33.0,Turnover by G. Williams (bad pass; steal by B. Adebayo),62-46, ,,3,46,62,-16,1767.0
6:28.0, ,62-46,Turnover by K. Lowry (bad pass; steal by R. Williams),,3,46,62,-16,1772.0
6:17.0,Offensive foul by J. Tatum (drawn by B. Adebayo),62-46, ,,3,46,62,-16,1783.0
6:17.0,Turnover by J. Tatum (offensive foul),62-46, ,,3,46,62,-16,1783.0
6:17.0,D. Schröder enters the game for J. Tatum,62-46, ,,3,46,62,-16,1783.0
6:17.0,Technical foul by J. Tatum,62-46, ,,3,46,62,-16,1783.0
6:17.0, ,62-47,D. Robinson makes technical free throw,,3,47,62,-15,1783.0
5:58.0, ,62-47,D. Robinson misses 3-pt jump shot from 25 ft,,3,47,62,-15,1802.0
5:55.0, ,62-47,Offensive rebound by J. Butler,,3,47,62,-15,1805.0
5:52.0, ,62-47,J. Butler misses 3-pt jump shot from 25 ft,,3,47,62,-15,1808.0
5:48.0,Defensive rebound by G. Williams,62-47, ,,3,47,62,-15,1812.0
5:44.0,Jump ball: G. Williams vs. P. Tucker (G. Williams gains possession),62-47,,,3,47,62,-15,1816.0
5:40.0,Turnover by G. Williams (bad pass; steal by K. Lowry),62-47, ,,3,47,62,-15,1820.0
5:34.0, ,62-50,K. Lowry makes 3-pt jump shot from 25 ft,,3,50,62,-12,1826.0
5:34.0,Boston full timeout,62-50, ,,3,50,62,-12,1826.0
5:34.0,R. Langford enters the game for G. Williams,62-50, ,,3,50,62,-12,1826.0
5:18.0,J. Brown misses 2-pt jump shot from 21 ft,62-50, ,,3,50,62,-12,1842.0
5:15.0,Offensive rebound by R. Williams,62-50, ,,3,50,62,-12,1845.0
5:11.0,J. Brown misses 3-pt jump shot from 27 ft,62-50, ,,3,50,62,-12,1849.0
5:05.0, ,62-50,Defensive rebound by K. Lowry,,3,50,62,-12,1855.0
5:03.0, ,62-50,K. Lowry misses 3-pt jump shot from 26 ft,,3,50,62,-12,1857.0
5:02.0, ,62-50,Offensive rebound by Team,,3,50,62,-12,1858.0
5:02.0,Loose ball foul by J. Brown (drawn by P. Tucker),62-50, ,,3,50,62,-12,1858.0
5:02.0, ,62-50,T. Herro enters the game for D. Robinson,,3,50,62,-12,1858.0
4:50.0, ,62-50,B. Adebayo misses 2-pt hook shot from 8 ft,,3,50,62,-12,1870.0
4:46.0,Defensive rebound by J. Brown,62-50, ,,3,50,62,-12,1874.0
4:36.0,D. Schröder misses 2-pt layup from 5 ft,62-50, ,,3,50,62,-12,1884.0
4:35.0, ,62-50,Turnover by B. Adebayo (step out of bounds),,3,50,62,-12,1885.0
4:35.0, ,62-50,Defensive rebound by B. Adebayo,,3,50,62,-12,1885.0
4:35.0, ,62-50,D. Dedmon enters the game for B. Adebayo,,3,50,62,-12,1885.0
4:19.0,R. Williams misses 2-pt jump shot from 1 ft,62-50, ,,3,50,62,-12,1901.0
4:15.0,Offensive rebound by D. Schröder,62-50, ,,3,50,62,-12,1905.0
4:12.0,J. Brown misses 2-pt jump shot from 21 ft,62-50, ,,3,50,62,-12,1908.0
4:08.0, ,62-50,Defensive rebound by K. Lowry,,3,50,62,-12,1912.0
4:01.0, ,62-52,J. Butler makes 2-pt layup from 2 ft (assist by K. Lowry),,3,52,62,-10,1919.0
4:01.0,A. Horford enters the game for M. Smart,62-52, ,,3,52,62,-10,1919.0
4:01.0,A. Nesmith enters the game for R. Williams,62-52, ,,3,52,62,-10,1919.0
