Time,Miami,Score,Orlando,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
1:21.0,Offensive rebound by O. Yurtseven,90-80, ,,3,90,80,10,2079.0
1:19.0,O. Yurtseven misses 2-pt layup at rim,90-80, ,,3,90,80,10,2081.0
1:19.0,Offensive rebound by O. Yurtseven,90-80, ,,3,90,80,10,2081.0
1:19.0,O. Yurtseven misses 2-pt layup from 1 ft,90-80, ,,3,90,80,10,2081.0
1:19.0,Personal foul by B. Johnson (drawn by O. Yurtseven),90-80, ,,3,90,80,10,2081.0
1:19.0,M. Garrett enters the game for K. Lowry,90-80, ,,3,90,80,10,2081.0
1:19.0,P. Tucker enters the game for K. Okpala,90-80, ,,3,90,80,10,2081.0
1:19.0,G. Vincent enters the game for D. Robinson,90-80, ,,3,90,80,10,2081.0
1:10.0,M. Strus misses 3-pt jump shot from 26 ft,90-80, ,,3,90,80,10,2090.0
1:08.0, ,90-80,Defensive rebound by H. Gravett,,3,90,80,10,2092.0
0:56.0, ,90-80,A. Schofield misses 2-pt layup from 4 ft,,3,90,80,10,2104.0
0:52.0,Defensive rebound by O. Yurtseven,90-80, ,,3,90,80,10,2108.0
0:41.0,G. Vincent makes 3-pt jump shot from 26 ft,93-80, ,,3,93,80,13,2119.0
0:34.0, ,93-83,G. Harris makes 3-pt jump shot from 28 ft,,3,93,83,10,2126.0
0:12.0,G. Vincent misses 3-pt jump shot from 25 ft,93-83, ,,3,93,83,10,2148.0
0:12.0,Offensive rebound by M. Garrett,93-83, ,,3,93,83,10,2148.0
0:07.0,Turnover by M. Garrett (bad pass; steal by C. Okeke),93-83, ,,3,93,83,10,2153.0
0:04.0, ,93-83,H. Gravett misses 3-pt jump shot from 27 ft,,3,93,83,10,2156.0
0:04.0, ,93-83,Offensive rebound by Team,,3,93,83,10,2156.0
0:04.0,K. Okpala enters the game for M. Garrett,93-83, ,,3,93,83,10,2156.0
0:04.0, ,93-83,R. Lopez enters the game for C. Okeke,,3,93,83,10,2156.0
0:03.0, ,93-83,Turnover by G. Harris (step out of bounds),,3,93,83,10,2157.0
0:03.0,D. Robinson enters the game for K. Okpala,93-83, ,,3,93,83,10,2157.0
0:03.0, ,93-83,M. Mulder enters the game for R. Lopez,,3,93,83,10,2157.0
0:00.0,Turnover by O. Yurtseven (back court),93-83, ,,3,93,83,10,2160.0
0:00.0, ,93-83,Turnover by G. Harris (bad pass; steal by D. Robinson),,3,93,83,10,2160.0
0:00.0,End of 3rd quarter,93-83,,,3,93,83,10,2160.0
12:00.0,Start of 4th quarter,93-83,,,4,93,83,10,2160.0
11:44.0, ,93-83,B. Johnson misses 2-pt jump shot from 14 ft,,4,93,83,10,2176.0
11:39.0,Defensive rebound by O. Yurtseven,93-83, ,,4,93,83,10,2181.0
11:18.0,M. Garrett misses 2-pt layup from 2 ft,93-83, ,,4,93,83,10,2202.0
11:18.0,Offensive rebound by Team,93-83, ,,4,93,83,10,2202.0
11:18.0,Turnover by Team (shot clock),93-83, ,,4,93,83,10,2202.0
11:13.0, ,93-83,Personal foul by M. Garrett (drawn by F. Wagner),,4,93,83,10,2207.0
10:58.0, ,93-85,F. Wagner makes 2-pt jump shot from 8 ft,,4,93,85,8,2222.0
10:40.0,M. Strus makes 3-pt jump shot from 26 ft (assist by P. Tucker),96-85, ,,4,96,85,11,2240.0
10:40.0,Shooting foul by B. Johnson (drawn by M. Strus),96-85, ,,4,96,85,11,2240.0
10:40.0,M. Strus makes free throw 1 of 1,97-85, ,,4,97,85,12,2240.0
10:16.0, ,97-85,F. Wagner misses 3-pt jump shot from 27 ft,,4,97,85,12,2264.0
10:13.0,Defensive rebound by O. Yurtseven,97-85, ,,4,97,85,12,2267.0
10:03.0,P. Tucker makes 2-pt jump shot from 10 ft,99-85, ,,4,99,85,14,2277.0
9:45.0, ,99-85,F. Wagner misses 2-pt jump shot from 13 ft,,4,99,85,14,2295.0
9:41.0,Defensive rebound by P. Tucker,99-85, ,,4,99,85,14,2299.0
9:34.0,M. Strus makes 3-pt jump shot from 29 ft (assist by P. Tucker),102-85, ,,4,102,85,17,2306.0
9:20.0, ,102-87,A. Schofield makes 2-pt jump shot from 15 ft (assist by H. Gravett),,4,102,87,15,2320.0
8:56.0,Shooting foul by A. Schofield (drawn by O. Yurtseven),102-87, ,,4,102,87,15,2344.0
8:56.0,O. Yurtseven misses free throw 1 of 2,102-87, ,,4,102,87,15,2344.0
8:56.0,Offensive rebound by Team,102-87, ,,4,102,87,15,2344.0
8:56.0, ,102-87,R. Lopez enters the game for A. Schofield,,4,102,87,15,2344.0
8:56.0,O. Yurtseven makes free throw 2 of 2,103-87, ,,4,103,87,16,2344.0
8:42.0, ,103-87,F. Wagner misses 2-pt jump shot from 19 ft,,4,103,87,16,2358.0
8:40.0, ,103-87,Offensive rebound by R. Lopez,,4,103,87,16,2360.0
8:40.0, ,103-87,Personal foul by O. Yurtseven (drawn by R. Lopez),,4,103,87,16,2360.0
8:40.0, ,103-87,G. Harris enters the game for B. Johnson,,4,103,87,16,2360.0
8:28.0, ,103-87,Turnover by H. Gravett (bad pass),,4,103,87,16,2372.0
8:11.0,P. Tucker misses 2-pt hook shot from 6 ft,103-87, ,,4,103,87,16,2389.0
8:07.0, ,103-87,Defensive rebound by M. Mulder,,4,103,87,16,2393.0
7:56.0, ,103-87,Turnover by R. Lopez (lost ball; steal by G. Vincent),,4,103,87,16,2404.0
7:49.0,P. Tucker misses 3-pt jump shot from 24 ft,103-87, ,,4,103,87,16,2411.0
7:46.0,Offensive rebound by P. Tucker,103-87, ,,4,103,87,16,2414.0
7:43.0,P. Tucker makes 2-pt jump shot from 9 ft,105-87, ,,4,105,87,18,2417.0
7:36.0, ,105-90,G. Harris makes 3-pt jump shot from 27 ft (assist by F. Wagner),,4,105,90,15,2424.0
7:36.0,Miami full timeout,105-90, ,,4,105,90,15,2424.0
7:36.0,K. Lowry enters the game for M. Garrett,105-90, ,,4,105,90,15,2424.0
7:36.0, ,105-90,C. Okeke enters the game for M. Mulder,,4,105,90,15,2424.0
7:18.0,G. Vincent misses 3-pt jump shot from 23 ft,105-90, ,,4,105,90,15,2442.0
7:13.0, ,105-90,Defensive rebound by F. Wagner,,4,105,90,15,2447.0
6:59.0, ,105-90,F. Wagner misses 2-pt jump shot from 4 ft,,4,105,90,15,2461.0
6:56.0,Defensive rebound by P. Tucker,105-90, ,,4,105,90,15,2464.0
6:41.0,Turnover by G. Vincent (bad pass; steal by F. Wagner),105-90, ,,4,105,90,15,2479.0
6:39.0, ,105-90,Shooting foul by M. Strus (drawn by F. Wagner),,4,105,90,15,2481.0
6:39.0, ,105-91,F. Wagner makes free throw 1 of 2,,4,105,91,14,2481.0
6:39.0, ,105-92,F. Wagner makes free throw 2 of 2,,4,105,92,13,2481.0
6:19.0,O. Yurtseven makes 2-pt dunk from 2 ft (assist by P. Tucker),107-92, ,,4,107,92,15,2501.0
5:58.0, ,107-92,F. Wagner misses 2-pt jump shot from 15 ft,,4,107,92,15,2522.0
5:52.0, ,107-92,Offensive rebound by R. Lopez,,4,107,92,15,2528.0
5:51.0, ,107-94,R. Lopez makes 2-pt layup from 3 ft,,4,107,94,13,2529.0
5:44.0,G. Vincent misses 2-pt jump shot from 18 ft,107-94, ,,4,107,94,13,2536.0
5:42.0, ,107-94,Defensive rebound by C. Okeke,,4,107,94,13,2538.0
5:29.0, ,107-94,Def 3 sec tech foul by Team,,4,107,94,13,2551.0
5:29.0, ,107-94,G. Harris misses technical free throw,,4,107,94,13,2551.0
5:29.0, ,107-94,Offensive rebound by Team,,4,107,94,13,2551.0
5:29.0,D. Dedmon enters the game for O. Yurtseven,107-94, ,,4,107,94,13,2551.0
5:19.0, ,107-96,R. Lopez makes 2-pt hook shot from 8 ft,,4,107,96,11,2561.0
4:57.0,P. Tucker misses 3-pt jump shot from 23 ft,107-96, ,,4,107,96,11,2583.0
4:54.0, ,107-96,Defensive rebound by C. Okeke,,4,107,96,11,2586.0
4:42.0, ,107-98,F. Wagner makes 2-pt layup from 3 ft (assist by H. Gravett),,4,107,98,9,2598.0
4:42.0,Miami full timeout,107-98, ,,4,107,98,9,2598.0
4:22.0,G. Vincent misses 2-pt jump shot from 8 ft,107-98, ,,4,107,98,9,2618.0
4:18.0, ,107-98,Defensive rebound by F. Wagner,,4,107,98,9,2622.0
4:03.0, ,107-98,F. Wagner misses 2-pt jump shot from 13 ft,,4,107,98,9,2637.0
4:01.0,Defensive rebound by M. Strus,107-98, ,,4,107,98,9,2639.0
3:50.0,Shooting foul by R. Lopez (drawn by K. Lowry),107-98, ,,4,107,98,9,2650.0
3:50.0,K. Lowry makes free throw 1 of 3,108-98, ,,4,108,98,10,2650.0
3:50.0,K. Lowry makes free throw 2 of 3,109-98, ,,4,109,98,11,2650.0
3:50.0,K. Lowry makes free throw 3 of 3,110-98, ,,4,110,98,12,2650.0
3:36.0, ,110-101,C. Okeke makes 3-pt jump shot from 26 ft (assist by G. Harris),,4,110,101,9,2664.0
3:14.0,D. Dedmon misses 2-pt hook shot from 6 ft,110-101, ,,4,110,101,9,2686.0
3:11.0, ,110-101,Defensive rebound by C. Okeke,,4,110,101,9,2689.0
3:00.0, ,110-101,G. Harris misses 3-pt jump shot from 26 ft,,4,110,101,9,2700.0
2:55.0,Defensive rebound by M. Strus,110-101, ,,4,110,101,9,2705.0
2:44.0,K. Lowry misses 2-pt jump shot from 15 ft,110-101, ,,4,110,101,9,2716.0
2:41.0, ,110-101,Defensive rebound by R. Lopez,,4,110,101,9,2719.0
2:36.0, ,110-101,Turnover by C. Okeke (lost ball; steal by P. Tucker),,4,110,101,9,2724.0
2:30.0,P. Tucker makes 3-pt jump shot from 23 ft (assist by K. Lowry),113-101, ,,4,113,101,12,2730.0
2:08.0, ,113-101,C. Okeke misses 3-pt jump shot from 24 ft,,4,113,101,12,2752.0
2:06.0,Defensive rebound by G. Vincent,113-101, ,,4,113,101,12,2754.0
1:47.0,G. Vincent misses 2-pt layup from 3 ft (block by C. Okeke),113-101, ,,4,113,101,12,2773.0
1:47.0, ,113-101,Defensive rebound by Team,,4,113,101,12,2773.0
1:47.0, ,113-101,Orlando full timeout,,4,113,101,12,2773.0
1:47.0, ,113-101,Instant Replay (Challenge: Ruling Stands),,4,113,101,12,2773.0
1:36.0, ,113-103,G. Harris makes 2-pt layup from 3 ft (assist by F. Wagner),,4,113,103,10,2784.0
1:21.0,P. Tucker makes 2-pt layup from 3 ft (assist by K. Lowry),115-103, ,,4,115,103,12,2799.0
1:11.0, ,115-103,G. Harris misses 3-pt jump shot from 26 ft,,4,115,103,12,2809.0
1:06.0,Defensive rebound by D. Dedmon,115-103, ,,4,115,103,12,2814.0
1:03.0,Personal foul by H. Gravett (drawn by K. Lowry),115-103, ,,4,115,103,12,2817.0
0:43.0,Shooting foul by R. Lopez (drawn by D. Dedmon),115-103, ,,4,115,103,12,2837.0
0:43.0,D. Dedmon misses free throw 1 of 2,115-103, ,,4,115,103,12,2837.0
0:43.0,Offensive rebound by Team,115-103, ,,4,115,103,12,2837.0
0:43.0,K. Okpala enters the game for P. Tucker,115-103, ,,4,115,103,12,2837.0
0:43.0,D. Dedmon misses free throw 2 of 2,115-103, ,,4,115,103,12,2837.0
0:43.0, ,115-103,Defensive rebound by C. Okeke,,4,115,103,12,2837.0
0:43.0, ,115-103,Orlando full timeout,,4,115,103,12,2837.0
0:38.0, ,115-103,F. Wagner misses 2-pt hook shot from 9 ft,,4,115,103,12,2842.0
0:35.0, ,115-103,Offensive rebound by R. Lopez,,4,115,103,12,2845.0
0:35.0, ,115-105,R. Lopez makes 2-pt layup at rim,,4,115,105,10,2845.0
0:13.0,Turnover by Team (shot clock),115-105, ,,4,115,105,10,2867.0
0:00.0,End of 4th quarter,115-105,,,4,115,105,10,2880.0
