Time,Miami,Score,Milwaukee,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
6:34.0,T. Herro misses 2-pt jump shot from 19 ft,79-77, ,,3,79,77,2,1766.0
6:33.0,Offensive rebound by Team,79-77, ,,3,79,77,2,1767.0
6:33.0,Turnover by Team (shot clock),79-77, ,,3,79,77,2,1767.0
6:19.0, ,79-77,B. Portis misses 3-pt jump shot from 29 ft,,3,79,77,2,1781.0
6:15.0,Defensive rebound by P. Tucker,79-77, ,,3,79,77,2,1785.0
6:01.0,J. Butler misses 2-pt jump shot from 13 ft,79-77, ,,3,79,77,2,1799.0
5:58.0, ,79-77,Defensive rebound by K. Middleton,,3,79,77,2,1802.0
5:54.0, ,79-77,Turnover by G. Antetokounmpo (bad pass; steal by T. Herro),,3,79,77,2,1806.0
5:36.0,D. Dedmon misses 3-pt jump shot from 28 ft,79-77, ,,3,79,77,2,1824.0
5:34.0, ,79-77,Defensive rebound by G. Antetokounmpo,,3,79,77,2,1826.0
5:27.0, ,79-80,W. Matthews makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),Lead change,3,79,80,-1,1833.0
5:12.0,T. Herro misses 2-pt jump shot from 16 ft,79-80, ,,3,79,80,-1,1848.0
5:09.0, ,79-80,Defensive rebound by J. Holiday,,3,79,80,-1,1851.0
5:08.0, ,79-80,Personal foul by D. Robinson (drawn by B. Portis),,3,79,80,-1,1852.0
5:08.0,M. Strus enters the game for D. Robinson,79-80, ,,3,79,80,-1,1852.0
5:08.0, ,79-80,S. Ibaka enters the game for B. Portis,,3,79,80,-1,1852.0
5:00.0, ,79-80,G. Antetokounmpo misses 2-pt jump shot from 16 ft,,3,79,80,-1,1860.0
4:57.0,Defensive rebound by T. Herro,79-80, ,,3,79,80,-1,1863.0
4:50.0,Shooting foul by G. Antetokounmpo (drawn by D. Dedmon),79-80, ,,3,79,80,-1,1870.0
4:50.0,D. Dedmon makes free throw 1 of 2,80-80, ,Tie,3,80,80,0,1870.0
4:50.0, ,80-80,J. Carter enters the game for G. Antetokounmpo,,3,80,80,0,1870.0
4:50.0,D. Dedmon makes free throw 2 of 2,81-80, ,Lead change,3,81,80,1,1870.0
4:41.0, ,81-80,Personal foul by T. Herro (drawn by J. Holiday),,3,81,80,1,1879.0
4:41.0, ,81-81,J. Holiday makes free throw 1 of 2,Tie,3,81,81,0,1879.0
4:41.0, ,81-82,J. Holiday makes free throw 2 of 2,Lead change,3,81,82,-1,1879.0
4:18.0,T. Herro makes 3-pt jump shot from 23 ft (assist by M. Strus),84-82, ,Lead change,3,84,82,2,1902.0
4:00.0, ,84-82,W. Matthews misses 3-pt jump shot from 28 ft,,3,84,82,2,1920.0
3:57.0,Defensive rebound by D. Dedmon,84-82, ,,3,84,82,2,1923.0
3:50.0,M. Strus misses 3-pt jump shot from 25 ft,84-82, ,,3,84,82,2,1930.0
3:47.0, ,84-82,Defensive rebound by S. Ibaka,,3,84,82,2,1933.0
3:40.0, ,84-82,K. Middleton misses 2-pt jump shot from 19 ft,,3,84,82,2,1940.0
3:37.0,Defensive rebound by D. Dedmon,84-82, ,,3,84,82,2,1943.0
3:29.0,P. Tucker makes 3-pt jump shot from 24 ft (assist by M. Strus),87-82, ,,3,87,82,5,1951.0
3:13.0, ,87-85,J. Holiday makes 3-pt jump shot from 26 ft,,3,87,85,2,1967.0
2:56.0,D. Dedmon misses 2-pt jump shot from 16 ft,87-85, ,,3,87,85,2,1984.0
2:52.0, ,87-85,Defensive rebound by S. Ibaka,,3,87,85,2,1988.0
2:49.0, ,87-85,Personal foul by P. Tucker (drawn by K. Middleton),,3,87,85,2,1991.0
2:49.0, ,87-86,K. Middleton makes free throw 1 of 2,,3,87,86,1,1991.0
2:49.0,B. Adebayo enters the game for D. Dedmon,87-86, ,,3,87,86,1,1991.0
2:49.0,C. Martin enters the game for P. Tucker,87-86, ,,3,87,86,1,1991.0
2:49.0, ,87-86,G. Antetokounmpo enters the game for J. Holiday,,3,87,86,1,1991.0
2:49.0, ,87-87,K. Middleton makes free throw 2 of 2,Tie,3,87,87,0,1991.0
2:31.0,T. Herro makes 3-pt jump shot from 24 ft (assist by M. Strus),90-87, ,,3,90,87,3,2009.0
2:31.0, ,90-87,G. Allen enters the game for K. Middleton,,3,90,87,3,2009.0
2:18.0, ,90-87,W. Matthews misses 3-pt jump shot from 24 ft,,3,90,87,3,2022.0
2:15.0,Defensive rebound by T. Herro,90-87, ,,3,90,87,3,2025.0
2:13.0,M. Strus makes 2-pt dunk from 2 ft (assist by T. Herro),92-87, ,,3,92,87,5,2027.0
1:57.0, ,92-87,Offensive foul by G. Allen (drawn by J. Butler),,3,92,87,5,2043.0
1:57.0, ,92-87,Turnover by G. Allen (offensive foul),,3,92,87,5,2043.0
1:38.0,J. Butler misses 2-pt jump shot from 10 ft,92-87, ,,3,92,87,5,2062.0
1:35.0, ,92-87,Defensive rebound by G. Antetokounmpo,,3,92,87,5,2065.0
1:33.0, ,92-87,Personal foul by C. Martin (drawn by G. Antetokounmpo),,3,92,87,5,2067.0
1:33.0, ,92-88,G. Antetokounmpo makes free throw 1 of 2,,3,92,88,4,2067.0
1:33.0,G. Vincent enters the game for J. Butler,92-88, ,,3,92,88,4,2067.0
1:33.0, ,92-89,G. Antetokounmpo makes free throw 2 of 2,,3,92,89,3,2067.0
1:13.0,B. Adebayo makes 2-pt dunk from 1 ft (assist by T. Herro),94-89, ,,3,94,89,5,2087.0
1:03.0, ,94-89,Personal foul by T. Herro (drawn by W. Matthews),,3,94,89,5,2097.0
1:03.0, ,94-90,W. Matthews makes free throw 1 of 2,,3,94,90,4,2097.0
1:03.0, ,94-90,J. Holiday enters the game for J. Carter,,3,94,90,4,2097.0
1:03.0, ,94-91,W. Matthews makes free throw 2 of 2,,3,94,91,3,2097.0
0:48.0,B. Adebayo misses 2-pt jump shot from 16 ft,94-91, ,,3,94,91,3,2112.0
0:45.0, ,94-91,Defensive rebound by G. Antetokounmpo,,3,94,91,3,2115.0
0:38.0, ,94-91,G. Antetokounmpo misses 2-pt hook shot from 3 ft,,3,94,91,3,2122.0
0:37.0, ,94-91,Offensive rebound by J. Holiday,,3,94,91,3,2123.0
0:37.0, ,94-93,G. Antetokounmpo makes 2-pt dunk from 2 ft (assist by J. Holiday),,3,94,93,1,2123.0
0:29.0,M. Strus makes 3-pt jump shot from 27 ft (assist by T. Herro),97-93, ,,3,97,93,4,2131.0
0:18.0, ,97-93,G. Antetokounmpo misses 3-pt jump shot from 26 ft,,3,97,93,4,2142.0
0:15.0,Defensive rebound by T. Herro,97-93, ,,3,97,93,4,2145.0
0:03.0,T. Herro misses 3-pt jump shot from 29 ft,97-93, ,,3,97,93,4,2157.0
0:00.0, ,97-93,Defensive rebound by G. Allen,,3,97,93,4,2160.0
0:00.0,End of 3rd quarter,97-93,,,3,97,93,4,2160.0
12:00.0,Start of 4th quarter,97-93,,,4,97,93,4,2160.0
11:38.0,C. Martin makes 2-pt layup from 1 ft (assist by B. Adebayo),99-93, ,,4,99,93,6,2182.0
11:38.0, ,99-93,Violation by Team (def goaltending),,4,99,93,6,2182.0
11:16.0, ,99-93,Turnover by J. Holiday (bad pass; steal by B. Adebayo),,4,99,93,6,2204.0
11:05.0,C. Martin makes 3-pt jump shot from 23 ft (assist by G. Vincent),102-93, ,,4,102,93,9,2215.0
10:54.0, ,102-95,G. Antetokounmpo makes 2-pt jump shot from 7 ft (assist by J. Holiday),,4,102,95,7,2226.0
10:36.0,M. Strus misses 3-pt jump shot from 28 ft,102-95, ,,4,102,95,7,2244.0
10:32.0,Offensive rebound by C. Martin,102-95, ,,4,102,95,7,2248.0
10:30.0,G. Vincent misses 3-pt jump shot from 28 ft,102-95, ,,4,102,95,7,2250.0
10:27.0, ,102-95,Defensive rebound by D. Bembry,,4,102,95,7,2253.0
10:18.0, ,102-95,J. Holiday misses 3-pt jump shot from 23 ft,,4,102,95,7,2262.0
10:16.0,Defensive rebound by C. Martin,102-95, ,,4,102,95,7,2264.0
10:02.0,M. Strus misses 3-pt jump shot from 24 ft,102-95, ,,4,102,95,7,2278.0
9:59.0, ,102-95,Defensive rebound by G. Antetokounmpo,,4,102,95,7,2281.0
9:44.0, ,102-95,D. Bembry misses 2-pt layup from 3 ft,,4,102,95,7,2296.0
9:42.0,Defensive rebound by B. Adebayo,102-95, ,,4,102,95,7,2298.0
9:26.0,T. Herro makes 2-pt layup from 1 ft,104-95, ,,4,104,95,9,2314.0
9:18.0, ,104-97,G. Antetokounmpo makes 2-pt layup from 3 ft (assist by J. Holiday),,4,104,97,7,2322.0
9:05.0,C. Martin misses 3-pt jump shot from 26 ft,104-97, ,,4,104,97,7,2335.0
9:01.0, ,104-97,Defensive rebound by G. Allen,,4,104,97,7,2339.0
8:54.0, ,104-97,Turnover by J. Holiday (bad pass; steal by G. Vincent),,4,104,97,7,2346.0
8:54.0, ,104-97,K. Middleton enters the game for G. Allen,,4,104,97,7,2346.0
8:54.0, ,104-97,B. Portis enters the game for S. Ibaka,,4,104,97,7,2346.0
8:43.0,B. Adebayo misses 2-pt jump shot from 17 ft,104-97, ,,4,104,97,7,2357.0
8:41.0, ,104-97,Defensive rebound by D. Bembry,,4,104,97,7,2359.0
8:37.0, ,104-97,Shooting foul by B. Adebayo (drawn by G. Antetokounmpo),,4,104,97,7,2363.0
8:37.0, ,104-98,G. Antetokounmpo makes free throw 1 of 2,,4,104,98,6,2363.0
8:37.0, ,104-98,J. Carter enters the game for J. Holiday,,4,104,98,6,2363.0
8:37.0, ,104-99,G. Antetokounmpo makes free throw 2 of 2,,4,104,99,5,2363.0
8:32.0,Miami full timeout,104-99, ,,4,104,99,5,2368.0
8:26.0,T. Herro makes 3-pt jump shot from 27 ft (assist by C. Martin),107-99, ,,4,107,99,8,2374.0
8:10.0, ,107-99,K. Middleton misses 2-pt jump shot from 13 ft,,4,107,99,8,2390.0
8:08.0,Defensive rebound by C. Martin,107-99, ,,4,107,99,8,2392.0
7:51.0,G. Vincent makes 3-pt jump shot from 23 ft (assist by C. Martin),110-99, ,,4,110,99,11,2409.0
7:42.0, ,110-99,Milwaukee full timeout,,4,110,99,11,2418.0
7:42.0, ,110-99,J. Holiday enters the game for D. Bembry,,4,110,99,11,2418.0
7:42.0, ,110-99,W. Matthews enters the game for J. Carter,,4,110,99,11,2418.0
7:28.0, ,110-99,G. Antetokounmpo misses 2-pt layup from 6 ft,,4,110,99,11,2432.0
7:26.0, ,110-99,Offensive rebound by G. Antetokounmpo,,4,110,99,11,2434.0
7:26.0, ,110-99,G. Antetokounmpo misses 2-pt layup at rim,,4,110,99,11,2434.0
7:26.0,Defensive rebound by M. Strus,110-99, ,,4,110,99,11,2434.0
7:12.0,G. Vincent makes 3-pt jump shot from 26 ft (assist by T. Herro),113-99, ,,4,113,99,14,2448.0
7:02.0, ,113-99,Turnover by K. Middleton (bad pass; steal by C. Martin),,4,113,99,14,2458.0
6:56.0,M. Strus misses 3-pt jump shot from 26 ft,113-99, ,,4,113,99,14,2464.0
6:53.0, ,113-99,Defensive rebound by G. Antetokounmpo,,4,113,99,14,2467.0
6:48.0, ,113-99,G. Antetokounmpo misses 3-pt jump shot from 27 ft,,4,113,99,14,2472.0
6:48.0,Defensive rebound by B. Adebayo,113-99, ,,4,113,99,14,2472.0
6:29.0,Personal foul by W. Matthews (drawn by T. Herro),113-99, ,,4,113,99,14,2491.0
6:29.0,J. Butler enters the game for C. Martin,113-99, ,,4,113,99,14,2491.0
6:24.0,Personal foul by W. Matthews (drawn by T. Herro),113-99, ,,4,113,99,14,2496.0
6:08.0,T. Herro misses 3-pt jump shot from 27 ft,113-99, ,,4,113,99,14,2512.0
6:06.0, ,113-99,Defensive rebound by B. Portis,,4,113,99,14,2514.0
5:49.0, ,113-101,G. Antetokounmpo makes 2-pt dunk from 3 ft (assist by J. Holiday),,4,113,101,12,2531.0
5:23.0,B. Adebayo misses 2-pt jump shot from 12 ft,113-101, ,,4,113,101,12,2557.0
5:21.0, ,113-101,Defensive rebound by Team,,4,113,101,12,2559.0
5:10.0, ,113-101,J. Holiday misses 2-pt layup from 2 ft,,4,113,101,12,2570.0
5:04.0, ,113-101,Offensive rebound by G. Antetokounmpo,,4,113,101,12,2576.0
5:04.0, ,113-103,G. Antetokounmpo makes 2-pt layup at rim,,4,113,103,10,2576.0
4:55.0,Turnover by T. Herro (bad pass; steal by B. Portis),113-103, ,,4,113,103,10,2585.0
4:53.0, ,113-103,Shooting foul by M. Strus (drawn by B. Portis),,4,113,103,10,2587.0
4:53.0, ,113-104,B. Portis makes free throw 1 of 2,,4,113,104,9,2587.0
4:53.0,P. Tucker enters the game for G. Vincent,113-104, ,,4,113,104,9,2587.0
4:53.0, ,113-104,B. Portis misses free throw 2 of 2,,4,113,104,9,2587.0
4:50.0,Defensive rebound by B. Adebayo,113-104, ,,4,113,104,9,2590.0
4:29.0,Turnover by Team (shot clock),113-104, ,,4,113,104,9,2611.0
4:20.0, ,113-107,J. Holiday makes 3-pt jump shot from 25 ft,,4,113,107,6,2620.0
4:20.0, ,113-107,Instant Replay (Request: Ruling Stands),,4,113,107,6,2620.0
4:20.0,Miami full timeout,113-107, ,,4,113,107,6,2620.0
4:20.0,G. Vincent enters the game for M. Strus,113-107, ,,4,113,107,6,2620.0
4:04.0,J. Butler misses 2-pt jump shot from 15 ft,113-107, ,,4,113,107,6,2636.0
4:01.0, ,113-107,Defensive rebound by J. Holiday,,4,113,107,6,2639.0
3:55.0, ,113-107,B. Portis misses 3-pt jump shot from 23 ft,,4,113,107,6,2645.0
3:55.0,Defensive rebound by B. Adebayo,113-107, ,,4,113,107,6,2645.0
3:36.0,B. Adebayo makes 2-pt hook shot from 8 ft (assist by J. Butler),115-107, ,,4,115,107,8,2664.0
3:31.0, ,115-107,Milwaukee full timeout,,4,115,107,8,2669.0
3:16.0, ,115-107,K. Middleton misses 3-pt jump shot from 27 ft,,4,115,107,8,2684.0
3:13.0,Defensive rebound by B. Adebayo,115-107, ,,4,115,107,8,2687.0
3:06.0,Personal foul by B. Portis (drawn by B. Adebayo),115-107, ,,4,115,107,8,2694.0
3:06.0, ,115-107,Personal foul by B. Adebayo (drawn by B. Portis),,4,115,107,8,2694.0
2:55.0,G. Vincent misses 3-pt jump shot from 25 ft,115-107, ,,4,115,107,8,2705.0
2:55.0, ,115-107,Defensive rebound by W. Matthews,,4,115,107,8,2705.0
2:55.0, ,115-107,Personal foul by B. Adebayo (drawn by W. Matthews),,4,115,107,8,2705.0
2:44.0, ,115-109,J. Holiday makes 2-pt jump shot from 15 ft,,4,115,109,6,2716.0
2:28.0,Turnover by T. Herro (back court),115-109, ,,4,115,109,6,2732.0
2:16.0, ,115-109,G. Antetokounmpo misses 2-pt jump shot from 7 ft,,4,115,109,6,2744.0
2:15.0, ,115-109,Offensive rebound by K. Middleton,,4,115,109,6,2745.0
2:14.0, ,115-109,K. Middleton misses 2-pt layup from 2 ft,,4,115,109,6,2746.0
2:13.0, ,115-109,Offensive rebound by B. Portis,,4,115,109,6,2747.0
2:12.0, ,115-111,B. Portis makes 2-pt layup at rim,,4,115,111,4,2748.0
1:43.0,P. Tucker misses 3-pt jump shot from 24 ft,115-111, ,,4,115,111,4,2777.0
1:40.0, ,115-111,Defensive rebound by G. Antetokounmpo,,4,115,111,4,2780.0
1:39.0, ,115-111,Shooting foul by B. Adebayo (drawn by G. Antetokounmpo),,4,115,111,4,2781.0
1:39.0, ,115-112,G. Antetokounmpo makes free throw 1 of 2,,4,115,112,3,2781.0
1:39.0, ,115-113,G. Antetokounmpo makes free throw 2 of 2,,4,115,113,2,2781.0
1:22.0,T. Herro makes 2-pt jump shot from 16 ft,117-113, ,,4,117,113,4,2798.0
1:05.0, ,117-113,Personal foul by J. Butler (drawn by G. Antetokounmpo),,4,117,113,4,2815.0
1:05.0, ,117-114,G. Antetokounmpo makes free throw 1 of 2,,4,117,114,3,2815.0
1:05.0, ,117-115,G. Antetokounmpo makes free throw 2 of 2,,4,117,115,2,2815.0
0:44.0,B. Adebayo makes 2-pt jump shot from 13 ft,119-115, ,,4,119,115,4,2836.0
0:34.0, ,119-115,G. Antetokounmpo misses 2-pt layup from 3 ft,,4,119,115,4,2846.0
0:31.0,Defensive rebound by T. Herro,119-115, ,,4,119,115,4,2849.0
0:16.0,Turnover by T. Herro (bad pass; steal by B. Portis),119-115, ,,4,119,115,4,2864.0
0:13.0, ,119-118,K. Middleton makes 3-pt jump shot from 26 ft,,4,119,118,1,2867.0
0:13.0,Miami full timeout,119-118, ,,4,119,118,1,2867.0
0:13.0, ,119-118,D. Bembry enters the game for B. Portis,,4,119,118,1,2867.0
0:13.0, ,119-118,B. Portis enters the game for D. Bembry,,4,119,118,1,2867.0
0:02.0,Jump ball: G. Antetokounmpo vs. J. Butler (B. Portis gains possession),119-118,,,4,119,118,1,2878.0
0:02.0,Turnover by J. Butler (lost ball; steal by G. Antetokounmpo),119-118, ,,4,119,118,1,2878.0
0:01.0, ,119-120,J. Holiday makes 2-pt layup from 7 ft,Lead change,4,119,120,-1,2879.0
0:00.0,T. Herro misses 3-pt jump shot from 36 ft,119-120, ,,4,119,120,-1,2880.0
0:00.0,Offensive rebound by Team,119-120, ,,4,119,120,-1,2880.0
0:00.0,End of 4th quarter,119-120,,,4,119,120,-1,2880.0
