Time,Milwaukee,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
5:23.0,J. Holiday makes 3-pt jump shot from 26 ft (assist by D. Cousins),66-63, ,,3,63,66,-3,1837.0
5:07.0, ,66-63,Personal foul by D. Cousins (drawn by K. Okpala),,3,63,66,-3,1853.0
5:07.0,R. Hood enters the game for G. Allen,66-63, ,,3,63,66,-3,1853.0
4:58.0, ,66-66,K. Lowry makes 3-pt jump shot from 24 ft (assist by T. Herro),Tie,3,66,66,0,1862.0
4:45.0,J. Holiday makes 2-pt layup from 1 ft,68-66, ,,3,66,68,-2,1875.0
4:25.0, ,68-69,D. Robinson makes 3-pt jump shot from 23 ft (assist by K. Lowry),Lead change,3,69,68,1,1895.0
4:03.0,P. Connaughton makes 2-pt hook shot from 5 ft,70-69, ,Lead change,3,69,70,-1,1917.0
3:52.0, ,70-69,Turnover by T. Herro (step out of bounds),,3,69,70,-1,1928.0
3:52.0,J. Smart enters the game for K. Middleton,70-69, ,,3,69,70,-1,1928.0
3:36.0,J. Holiday makes 2-pt jump shot from 8 ft,72-69, ,,3,69,72,-3,1944.0
3:36.0, ,72-69,Miami full timeout,,3,69,72,-3,1944.0
3:36.0,G. Antetokounmpo enters the game for P. Connaughton,72-69, ,,3,69,72,-3,1944.0
3:36.0, ,72-69,P. Tucker enters the game for C. Martin,,3,69,72,-3,1944.0
3:36.0, ,72-69,G. Vincent enters the game for D. Robinson,,3,69,72,-3,1944.0
3:14.0, ,72-72,G. Vincent makes 3-pt jump shot from 27 ft (assist by K. Lowry),Tie,3,72,72,0,1966.0
3:00.0,Offensive foul by G. Antetokounmpo (drawn by P. Tucker),72-72, ,,3,72,72,0,1980.0
3:00.0,Turnover by G. Antetokounmpo (offensive foul),72-72, ,,3,72,72,0,1980.0
2:47.0, ,72-74,K. Lowry makes 2-pt layup from 3 ft (assist by K. Okpala),Lead change,3,74,72,2,1993.0
2:34.0,J. Holiday makes 2-pt jump shot from 10 ft,74-74, ,Tie,3,74,74,0,2006.0
2:11.0, ,74-74,G. Vincent misses 3-pt jump shot from 23 ft,,3,74,74,0,2029.0
2:08.0,Defensive rebound by D. Cousins,74-74, ,,3,74,74,0,2032.0
2:04.0,Jump ball: D. Cousins vs. K. Lowry (J. Holiday gains possession),74-74,,,3,74,74,0,2036.0
1:54.0,R. Hood misses 2-pt jump shot from 10 ft,74-74, ,,3,74,74,0,2046.0
1:52.0,Offensive rebound by R. Hood,74-74, ,,3,74,74,0,2048.0
1:44.0,J. Holiday makes 2-pt jump shot from 6 ft,76-74, ,Lead change,3,74,76,-2,2056.0
1:23.0, ,76-74,K. Lowry misses 2-pt jump shot from 13 ft,,3,74,76,-2,2077.0
1:18.0,Defensive rebound by D. Cousins,76-74, ,,3,74,76,-2,2082.0
1:18.0,Shooting foul by K. Okpala (drawn by G. Antetokounmpo),76-74, ,,3,74,76,-2,2082.0
1:18.0,G. Antetokounmpo makes free throw 1 of 2,77-74, ,,3,74,77,-3,2082.0
1:18.0,G. Allen enters the game for D. Cousins,77-74, ,,3,74,77,-3,2082.0
1:18.0,B. Portis enters the game for J. Smart,77-74, ,,3,74,77,-3,2082.0
1:18.0, ,77-74,M. Strus enters the game for T. Herro,,3,74,77,-3,2082.0
1:18.0,G. Antetokounmpo misses free throw 2 of 2,77-74, ,,3,74,77,-3,2082.0
1:15.0, ,77-74,Defensive rebound by M. Strus,,3,74,77,-3,2085.0
1:01.0, ,77-74,Personal foul by G. Antetokounmpo (drawn by K. Okpala),,3,74,77,-3,2099.0
0:55.0, ,77-77,K. Lowry makes 3-pt jump shot from 25 ft (assist by P. Tucker),Tie,3,77,77,0,2105.0
0:46.0,G. Antetokounmpo misses 3-pt jump shot from 28 ft,77-77, ,,3,77,77,0,2114.0
0:43.0, ,77-77,Defensive rebound by P. Tucker,,3,77,77,0,2117.0
0:33.0, ,77-80,K. Lowry makes 3-pt jump shot from 27 ft,Lead change,3,80,77,3,2127.0
0:14.0,J. Holiday misses 3-pt jump shot from 26 ft,77-80, ,,3,80,77,3,2146.0
0:11.0, ,77-80,Defensive rebound by K. Okpala,,3,80,77,3,2149.0
0:00.0, ,77-83,P. Tucker makes 3-pt jump shot from 22 ft (assist by K. Lowry),,3,83,77,6,2160.0
0:00.0,End of 3rd quarter,77-83,,,3,83,77,6,2160.0
12:00.0,Start of 4th quarter,77-83,,,4,83,77,6,2160.0
11:48.0,K. Middleton makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),80-83, ,,4,83,80,3,2172.0
11:31.0, ,80-85,P. Tucker makes 2-pt hook shot from 6 ft (assist by G. Vincent),,4,85,80,5,2189.0
11:20.0,Offensive foul by K. Middleton (drawn by P. Tucker),80-85, ,,4,85,80,5,2200.0
11:20.0,Turnover by K. Middleton (offensive foul),80-85, ,,4,85,80,5,2200.0
11:08.0, ,80-85,M. Strus misses 3-pt jump shot from 29 ft,,4,85,80,5,2212.0
11:02.0,Defensive rebound by G. Allen,80-85, ,,4,85,80,5,2218.0
11:00.0,Turnover by B. Portis (step out of bounds),80-85, ,,4,85,80,5,2220.0
10:39.0, ,80-85,P. Tucker misses 2-pt jump shot from 2 ft (block by B. Portis),,4,85,80,5,2241.0
10:36.0,Defensive rebound by G. Antetokounmpo,80-85, ,,4,85,80,5,2244.0
10:36.0,Personal foul by M. Strus (drawn by G. Antetokounmpo),80-85, ,,4,85,80,5,2244.0
10:34.0,Shooting foul by G. Vincent (drawn by K. Middleton),80-85, ,,4,85,80,5,2246.0
10:34.0,K. Middleton makes free throw 1 of 2,81-85, ,,4,85,81,4,2246.0
10:34.0,K. Middleton makes free throw 2 of 2,82-85, ,,4,85,82,3,2246.0
10:20.0, ,82-88,M. Strus makes 3-pt jump shot from 25 ft (assist by P. Tucker),,4,88,82,6,2260.0
10:03.0,G. Antetokounmpo misses 2-pt jump shot from 12 ft,82-88, ,,4,88,82,6,2277.0
9:59.0,Offensive rebound by B. Portis,82-88, ,,4,88,82,6,2281.0
9:58.0,B. Portis makes 2-pt layup from 1 ft,84-88, ,,4,88,84,4,2282.0
9:45.0, ,84-90,M. Strus makes 2-pt layup from 2 ft (assist by P. Tucker),,4,90,84,6,2295.0
9:34.0,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by K. Middleton),86-90, ,,4,90,86,4,2306.0
9:34.0,Shooting foul by K. Okpala (drawn by G. Antetokounmpo),86-90, ,,4,90,86,4,2306.0
9:34.0,G. Antetokounmpo misses free throw 1 of 1,86-90, ,,4,90,86,4,2306.0
9:33.0,Offensive rebound by Team,86-90, ,,4,90,86,4,2307.0
9:28.0,Jump ball: G. Antetokounmpo vs. K. Okpala (W. Matthews gains possession),86-90,,,4,90,86,4,2312.0
9:22.0,Shooting foul by M. Strus (drawn by G. Antetokounmpo),86-90, ,,4,90,86,4,2318.0
9:22.0,G. Antetokounmpo makes free throw 1 of 2,87-90, ,,4,90,87,3,2318.0
9:22.0,G. Antetokounmpo misses free throw 2 of 2,87-90, ,,4,90,87,3,2318.0
9:18.0, ,87-90,Defensive rebound by K. Okpala,,4,90,87,3,2322.0
9:06.0, ,87-93,M. Strus makes 3-pt jump shot from 26 ft (assist by P. Tucker),,4,93,87,6,2334.0
8:44.0,Turnover by B. Portis (off goaltending),87-93, ,,4,93,87,6,2356.0
8:34.0, ,87-93,G. Vincent misses 3-pt jump shot from 26 ft,,4,93,87,6,2366.0
8:30.0,Defensive rebound by K. Middleton,87-93, ,,4,93,87,6,2370.0
8:27.0,Shooting foul by M. Strus (drawn by K. Middleton),87-93, ,,4,93,87,6,2373.0
8:27.0,K. Middleton makes free throw 1 of 2,88-93, ,,4,93,88,5,2373.0
8:27.0,P. Connaughton enters the game for G. Allen,88-93, ,,4,93,88,5,2373.0
8:27.0,J. Holiday enters the game for G. Antetokounmpo,88-93, ,,4,93,88,5,2373.0
8:27.0,K. Middleton makes free throw 2 of 2,89-93, ,,4,93,89,4,2373.0
8:23.0, ,89-93,Miami full timeout,,4,93,89,4,2377.0
8:23.0, ,89-93,C. Martin enters the game for P. Tucker,,4,93,89,4,2377.0
8:16.0, ,89-96,M. Strus makes 3-pt jump shot from 28 ft (assist by K. Okpala),,4,96,89,7,2384.0
8:01.0,W. Matthews misses 3-pt jump shot from 23 ft,89-96, ,,4,96,89,7,2399.0
7:52.0,Offensive rebound by B. Portis,89-96, ,,4,96,89,7,2408.0
7:52.0,B. Portis makes 2-pt layup at rim,91-96, ,,4,96,91,5,2408.0
7:34.0, ,91-96,G. Vincent misses 3-pt jump shot from 22 ft,,4,96,91,5,2426.0
7:33.0, ,91-96,Offensive rebound by Team,,4,96,91,5,2427.0
7:33.0, ,91-96,Turnover by Team (shot clock),,4,96,91,5,2427.0
7:33.0, ,91-96,K. Lowry enters the game for G. Vincent,,4,96,91,5,2427.0
7:14.0,K. Middleton makes 3-pt jump shot from 28 ft (assist by W. Matthews),94-96, ,,4,96,94,2,2446.0
6:54.0, ,94-96,Personal foul by J. Holiday (drawn by M. Strus),,4,96,94,2,2466.0
6:49.0, ,94-99,M. Strus makes 3-pt jump shot from 26 ft (assist by C. Martin),,4,99,94,5,2471.0
6:32.0,B. Portis misses 2-pt layup from 3 ft (block by K. Okpala),94-99, ,,4,99,94,5,2488.0
6:31.0,Offensive rebound by Team,94-99, ,,4,99,94,5,2489.0
6:31.0,Milwaukee full timeout,94-99, ,,4,99,94,5,2489.0
6:31.0, ,94-99,P. Tucker enters the game for T. Herro,,4,99,94,5,2489.0
6:24.0,B. Portis makes 2-pt layup from 2 ft (assist by J. Holiday),96-99, ,,4,99,96,3,2496.0
6:00.0, ,96-99,K. Okpala misses 2-pt layup from 2 ft,,4,99,96,3,2520.0
5:58.0,Defensive rebound by P. Connaughton,96-99, ,,4,99,96,3,2522.0
5:42.0,P. Connaughton misses 3-pt jump shot from 24 ft,96-99, ,,4,99,96,3,2538.0
5:37.0, ,96-99,Defensive rebound by K. Okpala,,4,99,96,3,2543.0
5:23.0, ,96-99,M. Strus misses 3-pt jump shot from 26 ft,,4,99,96,3,2557.0
5:19.0,Defensive rebound by J. Holiday,96-99, ,,4,99,96,3,2561.0
5:09.0,P. Connaughton misses 2-pt layup from 2 ft,96-99, ,,4,99,96,3,2571.0
5:09.0, ,96-99,Defensive rebound by C. Martin,,4,99,96,3,2571.0
5:02.0, ,96-99,Shooting foul by J. Holiday (drawn by C. Martin),,4,99,96,3,2578.0
5:02.0, ,96-100,C. Martin makes free throw 1 of 2,,4,100,96,4,2578.0
5:02.0,G. Antetokounmpo enters the game for W. Matthews,96-100, ,,4,100,96,4,2578.0
5:02.0, ,96-101,C. Martin makes free throw 2 of 2,,4,101,96,5,2578.0
4:48.0,Turnover by J. Holiday (bad pass; steal by P. Tucker),96-101, ,,4,101,96,5,2592.0
4:27.0, ,96-101,Shooting foul by P. Connaughton (drawn by P. Tucker),,4,101,96,5,2613.0
4:27.0, ,96-101,P. Tucker misses free throw 1 of 2,,4,101,96,5,2613.0
4:27.0, ,96-101,Offensive rebound by Team,,4,101,96,5,2613.0
4:27.0, ,96-102,P. Tucker makes free throw 2 of 2,,4,102,96,6,2613.0
4:12.0,Offensive foul by K. Middleton (drawn by P. Tucker),96-102, ,,4,102,96,6,2628.0
4:12.0,Turnover by K. Middleton (offensive foul),96-102, ,,4,102,96,6,2628.0
3:50.0, ,96-102,K. Lowry misses 3-pt jump shot from 28 ft,,4,102,96,6,2650.0
3:45.0, ,96-102,Offensive rebound by P. Tucker,,4,102,96,6,2655.0
3:42.0, ,96-102,M. Strus misses 3-pt jump shot from 26 ft,,4,102,96,6,2658.0
3:42.0,Defensive rebound by Team,96-102, ,,4,102,96,6,2658.0
3:42.0, ,96-102,Loose ball foul by P. Tucker (drawn by B. Portis),,4,102,96,6,2658.0
3:42.0,B. Portis makes free throw 1 of 2,97-102, ,,4,102,97,5,2658.0
3:42.0,B. Portis makes free throw 2 of 2,98-102, ,,4,102,98,4,2658.0
3:36.0, ,98-102,Miami full timeout,,4,102,98,4,2664.0
3:18.0, ,98-105,K. Okpala makes 3-pt jump shot from 24 ft (assist by K. Lowry),,4,105,98,7,2682.0
3:10.0,Milwaukee full timeout,98-105, ,,4,105,98,7,2690.0
3:02.0,K. Middleton misses 3-pt jump shot from 25 ft,98-105, ,,4,105,98,7,2698.0
2:57.0, ,98-105,Defensive rebound by C. Martin,,4,105,98,7,2703.0
2:36.0, ,98-105,K. Lowry misses 2-pt jump shot from 3 ft,,4,105,98,7,2724.0
2:32.0,Defensive rebound by G. Antetokounmpo,98-105, ,,4,105,98,7,2728.0
2:28.0,J. Holiday makes 3-pt jump shot from 28 ft,101-105, ,,4,105,101,4,2732.0
2:07.0,Violation by Team (kicked ball),101-105, ,,4,105,101,4,2753.0
1:53.0, ,101-105,Turnover by Team (shot clock),,4,105,101,4,2767.0
1:35.0,B. Portis misses 3-pt jump shot from 24 ft,101-105, ,,4,105,101,4,2785.0
1:31.0, ,101-105,Defensive rebound by P. Tucker,,4,105,101,4,2789.0
1:14.0, ,101-107,K. Lowry makes 2-pt jump shot from 21 ft,,4,107,101,6,2806.0
1:04.0,J. Holiday misses 3-pt jump shot from 23 ft,101-107, ,,4,107,101,6,2816.0
1:02.0,Offensive rebound by G. Antetokounmpo,101-107, ,,4,107,101,6,2818.0
1:00.0,G. Antetokounmpo misses 2-pt jump shot from 2 ft,101-107, ,,4,107,101,6,2820.0
0:57.0, ,101-107,Defensive rebound by K. Lowry,,4,107,101,6,2823.0
0:47.0, ,101-107,Turnover by K. Lowry (lost ball; steal by J. Holiday),,4,107,101,6,2833.0
0:45.0,Turnover by K. Middleton (bad pass; steal by K. Lowry),101-107, ,,4,107,101,6,2835.0
0:44.0, ,101-109,C. Martin makes 2-pt dunk from 2 ft,,4,109,101,8,2836.0
0:44.0,Milwaukee full timeout,101-109, ,,4,109,101,8,2836.0
0:40.0,K. Middleton makes 3-pt jump shot from 28 ft (assist by G. Antetokounmpo),104-109, ,,4,109,104,5,2840.0
0:37.0, ,104-109,Personal take foul by J. Holiday (drawn by P. Tucker),,4,109,104,5,2843.0
0:36.0, ,104-109,Personal take foul by J. Holiday (drawn by M. Strus),,4,109,104,5,2844.0
0:36.0, ,104-110,M. Strus makes free throw 1 of 2,,4,110,104,6,2844.0
0:36.0, ,104-111,M. Strus makes free throw 2 of 2,,4,111,104,7,2844.0
0:30.0,G. Antetokounmpo misses 2-pt layup from 2 ft,104-111, ,,4,111,104,7,2850.0
0:27.0, ,104-111,Defensive rebound by K. Okpala,,4,111,104,7,2853.0
0:17.0, ,104-111,Personal take foul by P. Connaughton (drawn by P. Tucker),,4,111,104,7,2863.0
0:17.0, ,104-112,P. Tucker makes free throw 1 of 2,,4,112,104,8,2863.0
0:17.0, ,104-113,P. Tucker makes free throw 2 of 2,,4,113,104,9,2863.0
0:11.0,J. Holiday misses 3-pt jump shot from 26 ft,104-113, ,,4,113,104,9,2869.0
0:08.0, ,104-113,Defensive rebound by M. Strus,,4,113,104,9,2872.0
0:00.0,End of 4th quarter,104-113,,,4,113,104,9,2880.0
