Time,Miami,Score,New York,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
5:30.0, ,76-71,Defensive rebound by M. Robinson,,3,76,71,5,1830.0
5:25.0, ,76-71,Shooting foul by K. Lowry (drawn by A. Burks),,3,76,71,5,1835.0
5:25.0,T. Herro enters the game for K. Lowry,76-71, ,,3,76,71,5,1835.0
5:25.0, ,76-72,A. Burks makes free throw 1 of 2,,3,76,72,4,1835.0
5:25.0, ,76-73,A. Burks makes free throw 2 of 2,,3,76,73,3,1835.0
5:12.0,J. Butler misses 2-pt jump shot from 7 ft,76-73, ,,3,76,73,3,1848.0
5:07.0, ,76-73,Defensive rebound by R. Barrett,,3,76,73,3,1853.0
5:02.0, ,76-73,Turnover by J. Randle (back court),,3,76,73,3,1858.0
4:52.0,J. Butler misses 2-pt jump shot from 3 ft,76-73, ,,3,76,73,3,1868.0
4:48.0,Offensive rebound by J. Butler,76-73, ,,3,76,73,3,1872.0
4:48.0,J. Butler makes 2-pt layup at rim,78-73, ,,3,78,73,5,1872.0
4:42.0, ,78-73,Turnover by E. Fournier (traveling),,3,78,73,5,1878.0
4:33.0,J. Butler makes 2-pt layup from 1 ft (assist by B. Adebayo),80-73, ,,3,80,73,7,1887.0
4:33.0, ,80-73,New York full timeout,,3,80,73,7,1887.0
4:33.0,G. Vincent enters the game for D. Robinson,80-73, ,,3,80,73,7,1887.0
4:33.0, ,80-73,J. Sims enters the game for M. Robinson,,3,80,73,7,1887.0
4:12.0, ,80-73,J. Randle misses 3-pt jump shot from 24 ft,,3,80,73,7,1908.0
4:10.0, ,80-73,Offensive rebound by J. Sims,,3,80,73,7,1910.0
4:01.0, ,80-73,R. Barrett misses 3-pt jump shot from 25 ft,,3,80,73,7,1919.0
3:58.0,Defensive rebound by Team,80-73, ,,3,80,73,7,1922.0
3:45.0,Turnover by T. Herro (bad pass; steal by J. Sims),80-73, ,,3,80,73,7,1935.0
3:41.0, ,80-76,A. Burks makes 3-pt jump shot from 25 ft (assist by E. Fournier),,3,80,76,4,1939.0
3:21.0,G. Vincent misses 2-pt jump shot from 16 ft,80-76, ,,3,80,76,4,1959.0
3:19.0, ,80-76,Defensive rebound by J. Randle,,3,80,76,4,1961.0
3:11.0, ,80-78,R. Barrett makes 2-pt jump shot from 12 ft,,3,80,78,2,1969.0
2:52.0,J. Butler makes 2-pt layup from 1 ft,82-78, ,,3,82,78,4,1988.0
2:38.0, ,82-78,R. Barrett misses 3-pt jump shot from 26 ft,,3,82,78,4,2002.0
2:35.0,Defensive rebound by B. Adebayo,82-78, ,,3,82,78,4,2005.0
2:31.0,Personal foul by R. Barrett (drawn by J. Butler),82-78, ,,3,82,78,4,2009.0
2:31.0,O. Yurtseven enters the game for B. Adebayo,82-78, ,,3,82,78,4,2009.0
2:31.0, ,82-78,I. Quickley enters the game for R. Barrett,,3,82,78,4,2009.0
2:31.0, ,82-78,C. Reddish enters the game for A. Burks,,3,82,78,4,2009.0
2:23.0,T. Herro misses 3-pt jump shot from 25 ft,82-78, ,,3,82,78,4,2017.0
2:20.0, ,82-78,Defensive rebound by J. Randle,,3,82,78,4,2020.0
2:13.0, ,82-80,J. Randle makes 2-pt layup from 1 ft (assist by I. Quickley),,3,82,80,2,2027.0
1:53.0,Shooting foul by E. Fournier (drawn by J. Butler),82-80, ,,3,82,80,2,2047.0
1:53.0,J. Butler misses free throw 1 of 2,82-80, ,,3,82,80,2,2047.0
1:53.0,Offensive rebound by Team,82-80, ,,3,82,80,2,2047.0
1:53.0,J. Butler misses free throw 2 of 2,82-80, ,,3,82,80,2,2047.0
1:51.0, ,82-80,Defensive rebound by J. Randle,,3,82,80,2,2049.0
1:44.0, ,82-80,Turnover by J. Randle (bad pass; steal by T. Herro),,3,82,80,2,2056.0
1:42.0,T. Herro makes 2-pt dunk from 1 ft,84-80, ,,3,84,80,4,2058.0
1:18.0, ,84-82,E. Fournier makes 2-pt jump shot from 20 ft (assist by J. Randle),,3,84,82,2,2082.0
1:06.0,J. Butler makes 2-pt jump shot from 8 ft,86-82, ,,3,86,82,4,2094.0
0:56.0, ,86-82,Personal foul by T. Herro (drawn by J. Randle),,3,86,82,4,2104.0
0:56.0,K. Lowry enters the game for J. Butler,86-82, ,,3,86,82,4,2104.0
0:56.0,C. Martin enters the game for P. Tucker,86-82, ,,3,86,82,4,2104.0
0:56.0, ,86-82,O. Toppin enters the game for J. Sims,,3,86,82,4,2104.0
0:52.0, ,86-82,Shooting foul by C. Martin (drawn by J. Randle),,3,86,82,4,2108.0
0:52.0, ,86-83,J. Randle makes free throw 1 of 2,,3,86,83,3,2108.0
0:52.0, ,86-84,J. Randle makes free throw 2 of 2,,3,86,84,2,2108.0
0:41.0,Turnover by G. Vincent (bad pass; steal by J. Randle),86-84, ,,3,86,84,2,2119.0
0:41.0, ,86-84,Personal take foul by O. Yurtseven (drawn by J. Randle),,3,86,84,2,2119.0
0:41.0, ,86-84,Instant Replay (Request: Ruling Stands),,3,86,84,2,2119.0
0:41.0,B. Adebayo enters the game for O. Yurtseven,86-84, ,,3,86,84,2,2119.0
0:41.0, ,86-84,J. Randle misses free throw 1 of 2,,3,86,84,2,2119.0
0:41.0, ,86-84,Offensive rebound by Team,,3,86,84,2,2119.0
0:41.0, ,86-85,J. Randle makes free throw 2 of 2,,3,86,85,1,2119.0
0:36.0,Personal foul by I. Quickley (drawn by K. Lowry),86-85, ,,3,86,85,1,2124.0
0:36.0,K. Lowry makes free throw 1 of 2,87-85, ,,3,87,85,2,2124.0
0:36.0,K. Lowry makes free throw 2 of 2,88-85, ,,3,88,85,3,2124.0
0:21.0, ,88-85,J. Randle misses 2-pt jump shot from 10 ft (block by B. Adebayo),,3,88,85,3,2139.0
0:20.0,Defensive rebound by K. Lowry,88-85, ,,3,88,85,3,2140.0
0:20.0,Personal foul by J. Randle (drawn by K. Lowry),88-85, ,,3,88,85,3,2140.0
0:20.0,K. Lowry makes free throw 1 of 2,89-85, ,,3,89,85,4,2140.0
0:20.0,K. Lowry makes free throw 2 of 2,90-85, ,,3,90,85,5,2140.0
0:05.0, ,90-85,E. Fournier misses 2-pt jump shot from 23 ft,,3,90,85,5,2155.0
0:03.0,Defensive rebound by K. Lowry,90-85, ,,3,90,85,5,2157.0
0:01.0,K. Lowry misses 3-pt jump shot from 37 ft,90-85, ,,3,90,85,5,2159.0
0:01.0,Offensive rebound by Team,90-85, ,,3,90,85,5,2159.0
0:00.0,End of 3rd quarter,90-85,,,3,90,85,5,2160.0
12:00.0,Start of 4th quarter,90-85,,,4,90,85,5,2160.0
11:45.0,O. Yurtseven makes 2-pt dunk from 1 ft (assist by G. Vincent),92-85, ,,4,92,85,7,2175.0
11:23.0, ,92-85,O. Toppin misses 3-pt jump shot from 24 ft,,4,92,85,7,2197.0
11:20.0,Defensive rebound by T. Herro,92-85, ,,4,92,85,7,2200.0
11:12.0,T. Herro makes 2-pt layup from 2 ft,94-85, ,,4,94,85,9,2208.0
10:52.0, ,94-88,C. Reddish makes 3-pt jump shot from 24 ft (assist by J. Sims),,4,94,88,6,2228.0
10:33.0,G. Vincent misses 3-pt jump shot from 24 ft,94-88, ,,4,94,88,6,2247.0
10:31.0, ,94-88,Defensive rebound by E. Fournier,,4,94,88,6,2249.0
10:18.0, ,94-88,Turnover by I. Quickley (bad pass; steal by T. Herro),,4,94,88,6,2262.0
10:06.0,O. Yurtseven misses 2-pt hook shot from 6 ft,94-88, ,,4,94,88,6,2274.0
10:04.0, ,94-88,Defensive rebound by E. Fournier,,4,94,88,6,2276.0
10:00.0, ,94-88,Personal foul by G. Vincent (drawn by O. Toppin),,4,94,88,6,2280.0
10:00.0, ,94-88,R. Barrett enters the game for E. Fournier,,4,94,88,6,2280.0
10:00.0, ,94-88,M. Robinson enters the game for J. Sims,,4,94,88,6,2280.0
9:53.0, ,94-88,I. Quickley misses 3-pt jump shot from 25 ft,,4,94,88,6,2287.0
9:50.0, ,94-88,Offensive rebound by M. Robinson,,4,94,88,6,2290.0
9:45.0, ,94-88,Personal foul by K. Lowry (drawn by R. Barrett),,4,94,88,6,2295.0
9:32.0, ,94-88,O. Toppin misses 3-pt jump shot from 23 ft,,4,94,88,6,2308.0
9:29.0,Defensive rebound by O. Yurtseven,94-88, ,,4,94,88,6,2311.0
9:16.0,T. Herro makes 3-pt jump shot from 26 ft (assist by K. Lowry),97-88, ,,4,97,88,9,2324.0
9:04.0, ,97-88,R. Barrett misses 2-pt jump shot from 7 ft,,4,97,88,9,2336.0
9:03.0, ,97-88,Offensive rebound by O. Toppin,,4,97,88,9,2337.0
8:59.0, ,97-88,Turnover by O. Toppin (bad pass),,4,97,88,9,2341.0
8:52.0,T. Herro misses 3-pt jump shot from 23 ft,97-88, ,,4,97,88,9,2348.0
8:49.0, ,97-88,Defensive rebound by I. Quickley,,4,97,88,9,2351.0
8:46.0, ,97-88,Shooting foul by G. Vincent (drawn by R. Barrett),,4,97,88,9,2354.0
8:46.0, ,97-89,R. Barrett makes free throw 1 of 2,,4,97,89,8,2354.0
8:46.0, ,97-90,R. Barrett makes free throw 2 of 2,,4,97,90,7,2354.0
8:35.0,Shooting foul by M. Robinson (drawn by T. Herro),97-90, ,,4,97,90,7,2365.0
8:35.0,B. Adebayo enters the game for O. Yurtseven,97-90, ,,4,97,90,7,2365.0
8:35.0, ,97-90,J. Sims enters the game for M. Robinson,,4,97,90,7,2365.0
8:35.0,T. Herro misses free throw 1 of 2,97-90, ,,4,97,90,7,2365.0
8:35.0,Offensive rebound by Team,97-90, ,,4,97,90,7,2365.0
8:35.0,T. Herro makes free throw 2 of 2,98-90, ,,4,98,90,8,2365.0
8:19.0, ,98-90,I. Quickley misses 3-pt jump shot from 26 ft,,4,98,90,8,2381.0
8:15.0,Defensive rebound by T. Herro,98-90, ,,4,98,90,8,2385.0
8:09.0,K. Lowry misses 3-pt jump shot from 26 ft,98-90, ,,4,98,90,8,2391.0
8:07.0, ,98-90,Defensive rebound by R. Barrett,,4,98,90,8,2393.0
8:00.0, ,98-90,R. Barrett misses 2-pt layup from 1 ft (block by B. Adebayo),,4,98,90,8,2400.0
7:57.0,Defensive rebound by T. Herro,98-90, ,,4,98,90,8,2403.0
7:46.0,T. Herro misses 2-pt jump shot from 20 ft,98-90, ,,4,98,90,8,2414.0
7:43.0, ,98-90,Defensive rebound by R. Barrett,,4,98,90,8,2417.0
7:38.0, ,98-90,Turnover by R. Barrett (bad pass; steal by T. Herro),,4,98,90,8,2422.0
7:34.0,C. Martin makes 2-pt layup from 2 ft,100-90, ,,4,100,90,10,2426.0
7:34.0,Shooting foul by I. Quickley (drawn by C. Martin),100-90, ,,4,100,90,10,2426.0
7:34.0, ,100-90,J. Randle enters the game for O. Toppin,,4,100,90,10,2426.0
7:34.0,C. Martin makes free throw 1 of 1,101-90, ,,4,101,90,11,2426.0
7:23.0, ,101-90,Turnover by C. Reddish (bad pass; steal by C. Martin),,4,101,90,11,2437.0
7:14.0,Turnover by C. Martin (bad pass; steal by C. Reddish),101-90, ,,4,101,90,11,2446.0
7:11.0, ,101-90,Shooting foul by C. Martin (drawn by C. Reddish),,4,101,90,11,2449.0
7:11.0, ,101-91,C. Reddish makes free throw 1 of 2,,4,101,91,10,2449.0
7:11.0, ,101-92,C. Reddish makes free throw 2 of 2,,4,101,92,9,2449.0
6:55.0,K. Lowry misses 3-pt jump shot from 30 ft,101-92, ,,4,101,92,9,2465.0
6:50.0,Offensive rebound by B. Adebayo,101-92, ,,4,101,92,9,2470.0
6:40.0,T. Herro misses 3-pt jump shot from 25 ft,101-92, ,,4,101,92,9,2480.0
6:38.0, ,101-92,Defensive rebound by R. Barrett,,4,101,92,9,2482.0
6:34.0, ,101-92,Turnover by R. Barrett (bad pass; steal by C. Martin),,4,101,92,9,2486.0
6:31.0,C. Martin makes 2-pt dunk from 1 ft,103-92, ,,4,103,92,11,2489.0
6:14.0, ,103-92,Turnover by J. Randle (bad pass),,4,103,92,11,2506.0
6:14.0, ,103-92,New York full timeout,,4,103,92,11,2506.0
6:14.0, ,103-92,A. Burks enters the game for C. Reddish,,4,103,92,11,2506.0
6:14.0, ,103-92,M. Robinson enters the game for J. Sims,,4,103,92,11,2506.0
5:50.0,B. Adebayo misses 2-pt jump shot from 16 ft,103-92, ,,4,103,92,11,2530.0
5:47.0, ,103-92,Defensive rebound by I. Quickley,,4,103,92,11,2533.0
5:33.0, ,103-95,I. Quickley makes 3-pt jump shot from 25 ft (assist by A. Burks),,4,103,95,8,2547.0
5:11.0,K. Lowry makes 3-pt jump shot from 23 ft (assist by T. Herro),106-95, ,,4,106,95,11,2569.0
4:58.0, ,106-95,Shooting foul by C. Martin (drawn by R. Barrett),,4,106,95,11,2582.0
4:58.0,J. Butler enters the game for C. Martin,106-95, ,,4,106,95,11,2582.0
4:58.0,P. Tucker enters the game for G. Vincent,106-95, ,,4,106,95,11,2582.0
4:58.0, ,106-96,R. Barrett makes free throw 1 of 2,,4,106,96,10,2582.0
4:58.0, ,106-96,R. Barrett misses free throw 2 of 2,,4,106,96,10,2582.0
4:56.0,Defensive rebound by B. Adebayo,106-96, ,,4,106,96,10,2584.0
4:45.0,Personal foul by M. Robinson (drawn by B. Adebayo),106-96, ,,4,106,96,10,2595.0
4:34.0,T. Herro makes 2-pt jump shot from 11 ft,108-96, ,,4,108,96,12,2606.0
4:16.0, ,108-96,Personal foul by T. Herro (drawn by R. Barrett),,4,108,96,12,2624.0
4:16.0, ,108-96,R. Barrett misses free throw 1 of 2,,4,108,96,12,2624.0
4:16.0, ,108-96,Offensive rebound by Team,,4,108,96,12,2624.0
4:16.0, ,108-96,R. Barrett misses free throw 2 of 2,,4,108,96,12,2624.0
4:14.0,Defensive rebound by T. Herro,108-96, ,,4,108,96,12,2626.0
3:57.0,K. Lowry misses 3-pt jump shot from 24 ft,108-96, ,,4,108,96,12,2643.0
3:54.0, ,108-96,Defensive rebound by M. Robinson,,4,108,96,12,2646.0
3:47.0, ,108-96,Shooting foul by K. Lowry (drawn by R. Barrett),,4,108,96,12,2653.0
3:47.0, ,108-96,E. Fournier enters the game for I. Quickley,,4,108,96,12,2653.0
3:47.0, ,108-97,R. Barrett makes free throw 1 of 2,,4,108,97,11,2653.0
3:47.0, ,108-98,R. Barrett makes free throw 2 of 2,,4,108,98,10,2653.0
3:30.0,J. Butler misses 2-pt layup from 1 ft,108-98, ,,4,108,98,10,2670.0
3:27.0, ,108-98,Defensive rebound by M. Robinson,,4,108,98,10,2673.0
3:12.0, ,108-100,R. Barrett makes 2-pt jump shot from 5 ft,,4,108,100,8,2688.0
3:12.0,Miami full timeout,108-100, ,,4,108,100,8,2688.0
2:50.0,Personal foul by E. Fournier (drawn by K. Lowry),108-100, ,,4,108,100,8,2710.0
2:40.0,J. Butler makes 2-pt jump shot from 5 ft,110-100, ,,4,110,100,10,2720.0
2:40.0,Shooting foul by R. Barrett (drawn by J. Butler),110-100, ,,4,110,100,10,2720.0
2:40.0,J. Butler makes free throw 1 of 1,111-100, ,,4,111,100,11,2720.0
2:22.0, ,111-100,Turnover by M. Robinson (lost ball; steal by J. Butler),,4,111,100,11,2738.0
2:13.0,J. Butler misses 2-pt jump shot from 4 ft,111-100, ,,4,111,100,11,2747.0
2:09.0,Offensive rebound by B. Adebayo,111-100, ,,4,111,100,11,2751.0
1:57.0,K. Lowry misses 3-pt jump shot from 29 ft,111-100, ,,4,111,100,11,2763.0
1:55.0, ,111-100,Defensive rebound by A. Burks,,4,111,100,11,2765.0
1:50.0, ,111-100,R. Barrett misses 2-pt layup from 2 ft,,4,111,100,11,2770.0
1:47.0,Defensive rebound by K. Lowry,111-100, ,,4,111,100,11,2773.0
1:36.0,T. Herro misses 3-pt jump shot from 25 ft,111-100, ,,4,111,100,11,2784.0
1:34.0, ,111-100,Defensive rebound by J. Randle,,4,111,100,11,2786.0
1:23.0, ,111-100,E. Fournier misses 3-pt jump shot from 23 ft,,4,111,100,11,2797.0
1:17.0,Defensive rebound by T. Herro,111-100, ,,4,111,100,11,2803.0
1:15.0,Shooting foul by A. Burks (drawn by B. Adebayo),111-100, ,,4,111,100,11,2805.0
1:15.0,B. Adebayo makes free throw 1 of 2,112-100, ,,4,112,100,12,2805.0
1:15.0,B. Adebayo makes free throw 2 of 2,113-100, ,,4,113,100,13,2805.0
1:08.0, ,113-100,Turnover by R. Barrett (bad pass; steal by J. Butler),,4,113,100,13,2812.0
0:48.0,J. Butler misses 2-pt jump shot from 6 ft,113-100, ,,4,113,100,13,2832.0
0:45.0, ,113-100,Defensive rebound by M. Robinson,,4,113,100,13,2835.0
0:45.0, ,113-100,Turnover by M. Robinson (bad pass; steal by B. Adebayo),,4,113,100,13,2835.0
0:44.0,B. Adebayo makes 2-pt jump shot from 1 ft,115-100, ,,4,115,100,15,2836.0
0:39.0, ,115-100,J. Randle misses 3-pt jump shot from 25 ft,,4,115,100,15,2841.0
0:35.0,Defensive rebound by B. Adebayo,115-100, ,,4,115,100,15,2845.0
0:12.0,Turnover by Team (shot clock),115-100, ,,4,115,100,15,2868.0
0:00.0,End of 4th quarter,115-100,,,4,115,100,15,2880.0
