Time,Miami,Score,Detroit,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
5:37.0, ,11-16,Defensive rebound by H. Diallo,,1,11,16,-5,383.0
5:32.0, ,11-16,H. Diallo misses 2-pt jump shot from 21 ft,,1,11,16,-5,388.0
5:27.0,Defensive rebound by O. Yurtseven,11-16, ,,1,11,16,-5,393.0
5:21.0,Shooting foul by I. Stewart (drawn by G. Vincent),11-16, ,,1,11,16,-5,399.0
5:21.0,G. Vincent makes free throw 1 of 2,12-16, ,,1,12,16,-4,399.0
5:21.0,G. Vincent misses free throw 2 of 2,12-16, ,,1,12,16,-4,399.0
5:19.0, ,12-16,Defensive rebound by I. Stewart,,1,12,16,-4,401.0
4:54.0, ,12-16,I. Stewart misses 2-pt jump shot from 14 ft,,1,12,16,-4,426.0
4:51.0,Defensive rebound by K. Lowry,12-16, ,,1,12,16,-4,429.0
4:45.0,G. Vincent misses 3-pt jump shot from 27 ft,12-16, ,,1,12,16,-4,435.0
4:42.0, ,12-16,Defensive rebound by S. Lee,,1,12,16,-4,438.0
4:38.0, ,12-16,S. Bey misses 3-pt jump shot from 24 ft,,1,12,16,-4,442.0
4:34.0,Defensive rebound by O. Yurtseven,12-16, ,,1,12,16,-4,446.0
4:25.0,O. Yurtseven makes 2-pt hook shot from 5 ft (assist by G. Vincent),14-16, ,,1,14,16,-2,455.0
4:16.0, ,14-16,Offensive foul by S. Lee (drawn by K. Lowry),,1,14,16,-2,464.0
4:16.0, ,14-16,Turnover by S. Lee (offensive foul),,1,14,16,-2,464.0
4:16.0,M. Garrett enters the game for D. Robinson,14-16, ,,1,14,16,-2,464.0
4:16.0,M. Strus enters the game for G. Vincent,14-16, ,,1,14,16,-2,464.0
4:16.0, ,14-16,F. Jackson enters the game for H. Diallo,,1,14,16,-2,464.0
4:16.0, ,14-16,T. Lyles enters the game for I. Stewart,,1,14,16,-2,464.0
3:51.0,K. Okpala misses 2-pt jump shot from 9 ft,14-16, ,,1,14,16,-2,489.0
3:49.0, ,14-16,Defensive rebound by T. Lyles,,1,14,16,-2,491.0
3:46.0, ,14-16,Offensive foul by C. Cunningham (drawn by K. Lowry),,1,14,16,-2,494.0
3:46.0, ,14-16,Turnover by C. Cunningham (offensive foul),,1,14,16,-2,494.0
3:30.0,M. Strus makes 3-pt jump shot from 24 ft (assist by K. Lowry),17-16, ,Lead change,1,17,16,1,510.0
3:08.0, ,17-18,T. Lyles makes 2-pt jump shot from 6 ft (assist by C. Cunningham),Lead change,1,17,18,-1,532.0
2:49.0,K. Okpala misses 2-pt layup from 4 ft,17-18, ,,1,17,18,-1,551.0
2:45.0, ,17-18,Defensive rebound by T. Lyles,,1,17,18,-1,555.0
2:43.0, ,17-18,Turnover by S. Lee (bad pass),,1,17,18,-1,557.0
2:43.0,Miami full timeout,17-18, ,,1,17,18,-1,557.0
2:43.0, ,17-18,C. Joseph enters the game for C. Cunningham,,1,17,18,-1,557.0
2:21.0,M. Garrett makes 2-pt layup from 6 ft,19-18, ,Lead change,1,19,18,1,579.0
1:56.0, ,19-18,T. Lyles misses 3-pt jump shot from 26 ft,,1,19,18,1,604.0
1:53.0,Defensive rebound by O. Yurtseven,19-18, ,,1,19,18,1,607.0
1:40.0,K. Okpala makes 2-pt jump shot from 9 ft (assist by K. Lowry),21-18, ,,1,21,18,3,620.0
1:17.0, ,21-18,Shooting foul by M. Strus (drawn by T. Lyles),,1,21,18,3,643.0
1:17.0, ,21-19,T. Lyles makes free throw 1 of 2,,1,21,19,2,643.0
1:17.0,P. Tucker enters the game for K. Lowry,21-19, ,,1,21,19,2,643.0
1:17.0,G. Vincent enters the game for K. Okpala,21-19, ,,1,21,19,2,643.0
1:17.0, ,21-19,L. Garza enters the game for S. Bey,,1,21,19,2,643.0
1:17.0, ,21-20,T. Lyles makes free throw 2 of 2,,1,21,20,1,643.0
0:54.0,P. Tucker misses 2-pt jump shot from 6 ft,21-20, ,,1,21,20,1,666.0
0:52.0, ,21-20,Defensive rebound by C. Joseph,,1,21,20,1,668.0
0:42.0, ,21-20,T. Lyles misses 3-pt jump shot from 26 ft,,1,21,20,1,678.0
0:39.0,Defensive rebound by O. Yurtseven,21-20, ,,1,21,20,1,681.0
0:33.0,G. Vincent misses 2-pt jump shot from 15 ft,21-20, ,,1,21,20,1,687.0
0:30.0, ,21-20,Defensive rebound by T. Lyles,,1,21,20,1,690.0
0:17.0, ,21-20,F. Jackson misses 3-pt jump shot from 24 ft,,1,21,20,1,703.0
0:14.0,Defensive rebound by O. Yurtseven,21-20, ,,1,21,20,1,706.0
0:04.0,Personal foul by F. Jackson (drawn by M. Strus),21-20, ,,1,21,20,1,716.0
0:04.0,D. Robinson enters the game for M. Garrett,21-20, ,,1,21,20,1,716.0
0:04.0, ,21-20,S. Bey enters the game for L. Garza,,1,21,20,1,716.0
0:03.0,G. Vincent makes 2-pt layup from 4 ft (assist by D. Robinson),23-20, ,,1,23,20,3,717.0
0:00.0, ,23-20,C. Joseph misses 3-pt jump shot from 33 ft,,1,23,20,3,720.0
0:00.0, ,23-20,Offensive rebound by Team,,1,23,20,3,720.0
0:00.0,End of 1st quarter,23-20,,,1,23,20,3,720.0
12:00.0,Start of 2nd quarter,23-20,,,2,23,20,3,720.0
11:45.0,Personal foul by C. Joseph (drawn by O. Yurtseven),23-20, ,,2,23,20,3,735.0
11:38.0,M. Strus makes 3-pt jump shot from 26 ft (assist by G. Vincent),26-20, ,,2,26,20,6,742.0
11:14.0, ,26-20,C. Joseph misses 2-pt jump shot from 19 ft,,2,26,20,6,766.0
11:12.0, ,26-20,Offensive rebound by L. Garza,,2,26,20,6,768.0
11:08.0, ,26-20,L. Garza misses 3-pt jump shot from 26 ft,,2,26,20,6,772.0
11:04.0,Defensive rebound by O. Yurtseven,26-20, ,,2,26,20,6,776.0
10:50.0,Personal foul by K. Hayes (drawn by O. Yurtseven),26-20, ,,2,26,20,6,790.0
10:50.0, ,26-20,S. Lee enters the game for K. Hayes,,2,26,20,6,790.0
10:35.0,O. Yurtseven misses 2-pt jump shot from 12 ft,26-20, ,,2,26,20,6,805.0
10:32.0, ,26-20,Defensive rebound by S. Lee,,2,26,20,6,808.0
10:23.0, ,26-20,Shooting foul by G. Vincent (drawn by F. Jackson),,2,26,20,6,817.0
10:23.0, ,26-21,F. Jackson makes free throw 1 of 2,,2,26,21,5,817.0
10:23.0, ,26-22,F. Jackson makes free throw 2 of 2,,2,26,22,4,817.0
10:10.0,O. Yurtseven misses 2-pt jump shot from 4 ft,26-22, ,,2,26,22,4,830.0
10:07.0, ,26-22,Defensive rebound by T. Lyles,,2,26,22,4,833.0
10:04.0, ,26-22,F. Jackson misses 3-pt jump shot from 23 ft,,2,26,22,4,836.0
10:00.0, ,26-22,Offensive rebound by F. Jackson,,2,26,22,4,840.0
9:56.0, ,26-22,T. Lyles misses 3-pt jump shot from 23 ft,,2,26,22,4,844.0
9:54.0, ,26-22,Offensive rebound by L. Garza,,2,26,22,4,846.0
9:51.0, ,26-24,L. Garza makes 2-pt hook shot from 6 ft,,2,26,24,2,849.0
9:43.0,Personal foul by C. Joseph (drawn by M. Garrett),26-24, ,,2,26,24,2,857.0
9:38.0,M. Strus misses 3-pt jump shot from 27 ft,26-24, ,,2,26,24,2,862.0
9:34.0, ,26-24,Defensive rebound by S. Lee,,2,26,24,2,866.0
9:28.0, ,26-24,S. Lee misses 2-pt jump shot from 16 ft,,2,26,24,2,872.0
9:26.0,Defensive rebound by M. Strus,26-24, ,,2,26,24,2,874.0
9:14.0,P. Tucker makes 3-pt jump shot from 22 ft (assist by G. Vincent),29-24, ,,2,29,24,5,886.0
8:46.0, ,29-24,Shooting foul by P. Tucker (drawn by L. Garza),,2,29,24,5,914.0
8:46.0, ,29-24,L. Garza misses free throw 1 of 2,,2,29,24,5,914.0
8:46.0, ,29-24,Offensive rebound by Team,,2,29,24,5,914.0
8:46.0, ,29-24,C. Cunningham enters the game for S. Lee,,2,29,24,5,914.0
8:46.0, ,29-25,L. Garza makes free throw 2 of 2,,2,29,25,4,914.0
8:39.0,Shooting foul by L. Garza (drawn by M. Strus),29-25, ,,2,29,25,4,921.0
8:39.0,M. Strus makes free throw 1 of 2,30-25, ,,2,30,25,5,921.0
8:39.0,M. Strus makes free throw 2 of 2,31-25, ,,2,31,25,6,921.0
8:22.0, ,31-25,C. Joseph misses 3-pt jump shot from 27 ft,,2,31,25,6,938.0
8:20.0,Defensive rebound by O. Yurtseven,31-25, ,,2,31,25,6,940.0
8:05.0,M. Strus misses 3-pt jump shot from 27 ft,31-25, ,,2,31,25,6,955.0
8:01.0, ,31-25,Defensive rebound by T. Lyles,,2,31,25,6,959.0
7:47.0, ,31-27,T. Lyles makes 2-pt jump shot from 7 ft (assist by C. Cunningham),,2,31,27,4,973.0
7:32.0,M. Strus misses 2-pt hook shot from 7 ft,31-27, ,,2,31,27,4,988.0
7:30.0, ,31-27,Defensive rebound by C. Joseph,,2,31,27,4,990.0
7:27.0, ,31-27,C. Joseph misses 2-pt layup from 5 ft (block by M. Garrett),,2,31,27,4,993.0
7:27.0, ,31-27,Offensive rebound by Team,,2,31,27,4,993.0
7:27.0,D. Dedmon enters the game for O. Yurtseven,31-27, ,,2,31,27,4,993.0
7:27.0, ,31-27,Detroit full timeout,,2,31,27,4,993.0
7:27.0,K. Lowry enters the game for M. Garrett,31-27, ,,2,31,27,4,993.0
7:27.0,K. Okpala enters the game for P. Tucker,31-27, ,,2,31,27,4,993.0
7:27.0,D. Robinson enters the game for G. Vincent,31-27, ,,2,31,27,4,993.0
7:27.0, ,31-27,H. Diallo enters the game for C. Joseph,,2,31,27,4,993.0
7:20.0, ,31-30,F. Jackson makes 3-pt jump shot from 26 ft (assist by T. Lyles),,2,31,30,1,1000.0
7:07.0,Offensive foul by K. Lowry (drawn by F. Jackson),31-30, ,,2,31,30,1,1013.0
7:07.0,Turnover by K. Lowry (offensive foul),31-30, ,,2,31,30,1,1013.0
6:55.0, ,31-32,L. Garza makes 2-pt jump shot from 4 ft (assist by H. Diallo),Lead change,2,31,32,-1,1025.0
6:33.0,Turnover by D. Robinson (bad pass),31-32, ,,2,31,32,-1,1047.0
6:21.0, ,31-32,L. Garza misses 3-pt jump shot from 25 ft,,2,31,32,-1,1059.0
6:17.0,Defensive rebound by D. Dedmon,31-32, ,,2,31,32,-1,1063.0
6:13.0,D. Dedmon makes 3-pt jump shot from 26 ft (assist by K. Lowry),34-32, ,Lead change,2,34,32,2,1067.0
5:59.0, ,34-32,Turnover by T. Lyles (bad pass; steal by K. Lowry),,2,34,32,2,1081.0
5:56.0,Shooting foul by C. Cunningham (drawn by M. Strus),34-32, ,,2,34,32,2,1084.0
5:56.0,M. Strus makes free throw 1 of 2,35-32, ,,2,35,32,3,1084.0
5:56.0, ,35-32,S. Bey enters the game for L. Garza,,2,35,32,3,1084.0
5:56.0, ,35-32,I. Stewart enters the game for T. Lyles,,2,35,32,3,1084.0
5:56.0,M. Strus makes free throw 2 of 2,36-32, ,,2,36,32,4,1084.0
5:44.0, ,36-34,I. Stewart makes 2-pt layup from 3 ft (assist by C. Cunningham),,2,36,34,2,1096.0
5:44.0, ,36-34,Shooting foul by K. Okpala (drawn by I. Stewart),,2,36,34,2,1096.0
5:44.0, ,36-35,I. Stewart makes free throw 1 of 1,,2,36,35,1,1096.0
5:28.0,Shooting foul by C. Cunningham (drawn by K. Lowry),36-35, ,,2,36,35,1,1112.0
5:28.0,K. Lowry misses free throw 1 of 2,36-35, ,,2,36,35,1,1112.0
5:28.0,Offensive rebound by Team,36-35, ,,2,36,35,1,1112.0
5:28.0,P. Tucker enters the game for K. Okpala,36-35, ,,2,36,35,1,1112.0
5:28.0, ,36-35,C. Joseph enters the game for C. Cunningham,,2,36,35,1,1112.0
5:28.0,K. Lowry makes free throw 2 of 2,37-35, ,,2,37,35,2,1112.0
5:16.0, ,37-37,F. Jackson makes 2-pt layup from 7 ft (assist by C. Joseph),Tie,2,37,37,0,1124.0
5:08.0,Personal foul by H. Diallo (drawn by K. Lowry),37-37, ,,2,37,37,0,1132.0
5:08.0,K. Lowry misses free throw 1 of 2,37-37, ,,2,37,37,0,1132.0
5:08.0,Offensive rebound by Team,37-37, ,,2,37,37,0,1132.0
5:08.0,K. Lowry makes free throw 2 of 2,38-37, ,,2,38,37,1,1132.0
4:45.0, ,38-37,F. Jackson misses 3-pt jump shot from 23 ft,,2,38,37,1,1155.0
4:41.0,Defensive rebound by D. Dedmon,38-37, ,,2,38,37,1,1159.0
4:31.0,D. Dedmon makes 2-pt dunk from 3 ft (assist by M. Strus),40-37, ,,2,40,37,3,1169.0
4:16.0, ,40-37,F. Jackson misses 3-pt jump shot from 28 ft,,2,40,37,3,1184.0
4:13.0,Defensive rebound by D. Dedmon,40-37, ,,2,40,37,3,1187.0
4:02.0,M. Strus makes 3-pt jump shot from 24 ft (assist by D. Robinson),43-37, ,,2,43,37,6,1198.0
3:55.0, ,43-37,Detroit full timeout,,2,43,37,6,1205.0
3:41.0, ,43-37,Shooting foul by D. Robinson (drawn by H. Diallo),,2,43,37,6,1219.0
3:41.0, ,43-37,H. Diallo misses free throw 1 of 2,,2,43,37,6,1219.0
3:41.0, ,43-37,Offensive rebound by Team,,2,43,37,6,1219.0
3:41.0, ,43-38,H. Diallo makes free throw 2 of 2,,2,43,38,5,1219.0
3:18.0,P. Tucker misses 3-pt jump shot from 26 ft,43-38, ,,2,43,38,5,1242.0
3:15.0, ,43-38,Defensive rebound by I. Stewart,,2,43,38,5,1245.0
3:01.0, ,43-38,S. Bey misses 2-pt layup from 4 ft,,2,43,38,5,1259.0
2:59.0,Defensive rebound by P. Tucker,43-38, ,,2,43,38,5,1261.0
2:55.0,M. Strus makes 2-pt layup from 3 ft (assist by P. Tucker),45-38, ,,2,45,38,7,1265.0
2:38.0, ,45-38,H. Diallo misses 3-pt jump shot from 26 ft,,2,45,38,7,1282.0
2:35.0,Defensive rebound by D. Dedmon,45-38, ,,2,45,38,7,1285.0
2:30.0,M. Strus misses 3-pt jump shot from 23 ft,45-38, ,,2,45,38,7,1290.0
2:28.0,Offensive rebound by P. Tucker,45-38, ,,2,45,38,7,1292.0
2:25.0,P. Tucker makes 2-pt layup from 4 ft,47-38, ,,2,47,38,9,1295.0
2:11.0, ,47-38,Shooting foul by P. Tucker (drawn by S. Bey),,2,47,38,9,1309.0
2:11.0, ,47-39,S. Bey makes free throw 1 of 2,,2,47,39,8,1309.0
2:11.0,G. Vincent enters the game for D. Robinson,47-39, ,,2,47,39,8,1309.0
2:11.0, ,47-39,R. McGruder enters the game for F. Jackson,,2,47,39,8,1309.0
2:11.0, ,47-40,S. Bey makes free throw 2 of 2,,2,47,40,7,1309.0
1:59.0,Personal foul by H. Diallo (drawn by P. Tucker),47-40, ,,2,47,40,7,1321.0
1:59.0,P. Tucker makes free throw 1 of 2,48-40, ,,2,48,40,8,1321.0
1:59.0,P. Tucker misses free throw 2 of 2,48-40, ,,2,48,40,8,1321.0
1:56.0, ,48-40,Defensive rebound by I. Stewart,,2,48,40,8,1324.0
1:39.0, ,48-42,H. Diallo makes 2-pt jump shot from 7 ft (assist by I. Stewart),,2,48,42,6,1341.0
1:25.0,M. Strus misses 3-pt jump shot from 24 ft,48-42, ,,2,48,42,6,1355.0
1:22.0, ,48-42,Defensive rebound by I. Stewart,,2,48,42,6,1358.0
1:13.0, ,48-44,C. Joseph makes 2-pt hook shot from 8 ft,,2,48,44,4,1367.0
1:05.0,Offensive foul by D. Dedmon (drawn by C. Joseph),48-44, ,,2,48,44,4,1375.0
1:05.0,Turnover by D. Dedmon (offensive foul),48-44, ,,2,48,44,4,1375.0
1:05.0,M. Garrett enters the game for D. Dedmon,48-44, ,,2,48,44,4,1375.0
1:05.0,O. Yurtseven enters the game for G. Vincent,48-44, ,,2,48,44,4,1375.0
0:43.0, ,48-46,C. Joseph makes 2-pt layup from 4 ft,,2,48,46,2,1397.0
0:32.0,K. Lowry misses 3-pt jump shot from 27 ft,48-46, ,,2,48,46,2,1408.0
0:29.0, ,48-46,Defensive rebound by H. Diallo,,2,48,46,2,1411.0
0:29.0, ,48-46,Turnover by H. Diallo (traveling),,2,48,46,2,1411.0
0:29.0,D. Robinson enters the game for M. Garrett,48-46, ,,2,48,46,2,1411.0
0:29.0,G. Vincent enters the game for P. Tucker,48-46, ,,2,48,46,2,1411.0
0:24.0,D. Robinson misses 3-pt jump shot from 26 ft,48-46, ,,2,48,46,2,1416.0
0:21.0, ,48-46,Defensive rebound by R. McGruder,,2,48,46,2,1419.0
0:01.0, ,48-46,S. Bey misses 2-pt layup from 2 ft (block by O. Yurtseven),,2,48,46,2,1439.0
0:01.0, ,48-46,Offensive rebound by Team,,2,48,46,2,1439.0
0:00.0,End of 2nd quarter,48-46,,,2,48,46,2,1440.0
12:00.0,Start of 3rd quarter,48-46,,,3,48,46,2,1440.0
11:39.0,K. Lowry makes 3-pt jump shot from 23 ft,51-46, ,,3,51,46,5,1461.0
11:17.0, ,51-48,H. Diallo makes 2-pt layup from 4 ft (assist by S. Bey),,3,51,48,3,1483.0
11:00.0,P. Tucker makes 3-pt jump shot from 24 ft (assist by D. Robinson),54-48, ,,3,54,48,6,1500.0
10:40.0, ,54-50,H. Diallo makes 2-pt layup from 4 ft (assist by C. Cunningham),,3,54,50,4,1520.0
10:14.0,G. Vincent misses 3-pt jump shot from 26 ft,54-50, ,,3,54,50,4,1546.0
10:10.0,Offensive rebound by P. Tucker,54-50, ,,3,54,50,4,1550.0
10:05.0,P. Tucker misses 3-pt jump shot from 22 ft,54-50, ,,3,54,50,4,1555.0
10:01.0, ,54-50,Defensive rebound by I. Stewart,,3,54,50,4,1559.0
9:54.0, ,54-52,K. Hayes makes 2-pt jump shot from 8 ft,,3,54,52,2,1566.0
9:36.0,D. Robinson misses 3-pt jump shot from 25 ft,54-52, ,,3,54,52,2,1584.0
9:33.0,Offensive rebound by P. Tucker,54-52, ,,3,54,52,2,1587.0
9:31.0,D. Dedmon makes 2-pt dunk from 5 ft (assist by K. Lowry),56-52, ,,3,56,52,4,1589.0
9:10.0, ,56-52,Turnover by H. Diallo (out of bounds lost ball),,3,56,52,4,1610.0
8:59.0,Shooting foul by I. Stewart (drawn by K. Lowry),56-52, ,,3,56,52,4,1621.0
8:59.0,K. Lowry makes free throw 1 of 2,57-52, ,,3,57,52,5,1621.0
8:59.0,K. Lowry makes free throw 2 of 2,58-52, ,,3,58,52,6,1621.0
8:38.0, ,58-52,S. Bey misses 3-pt jump shot from 24 ft,,3,58,52,6,1642.0
8:36.0,Defensive rebound by K. Lowry,58-52, ,,3,58,52,6,1644.0
8:25.0,Offensive foul by D. Dedmon (drawn by H. Diallo),58-52, ,,3,58,52,6,1655.0
8:25.0,Turnover by D. Dedmon (offensive foul),58-52, ,,3,58,52,6,1655.0
8:25.0, ,58-52,Technical foul by H. Diallo,,3,58,52,6,1655.0
8:25.0,Technical foul by D. Robinson,58-52, ,,3,58,52,6,1655.0
8:25.0,O. Yurtseven enters the game for D. Dedmon,58-52, ,,3,58,52,6,1655.0
8:10.0, ,58-54,H. Diallo makes 2-pt jump shot from 4 ft (assist by C. Cunningham),,3,58,54,4,1670.0
8:10.0, ,58-54,Shooting foul by G. Vincent (drawn by H. Diallo),,3,58,54,4,1670.0
8:10.0, ,58-54,H. Diallo misses free throw 1 of 1,,3,58,54,4,1670.0
8:05.0,Defensive rebound by O. Yurtseven,58-54, ,,3,58,54,4,1675.0
7:55.0,K. Lowry misses 3-pt jump shot from 23 ft,58-54, ,,3,58,54,4,1685.0
7:50.0, ,58-54,Defensive rebound by C. Cunningham,,3,58,54,4,1690.0
7:45.0, ,58-54,I. Stewart misses 2-pt layup from 4 ft (block by O. Yurtseven),,3,58,54,4,1695.0
7:44.0, ,58-54,Offensive rebound by I. Stewart,,3,58,54,4,1696.0
7:44.0, ,58-54,Shooting foul by O. Yurtseven (drawn by I. Stewart),,3,58,54,4,1696.0
7:44.0, ,58-55,I. Stewart makes free throw 1 of 2,,3,58,55,3,1696.0
7:44.0, ,58-55,I. Stewart misses free throw 2 of 2,,3,58,55,3,1696.0
7:36.0,Defensive rebound by G. Vincent,58-55, ,,3,58,55,3,1704.0
7:32.0,G. Vincent misses 2-pt layup from 2 ft,58-55, ,,3,58,55,3,1708.0
7:32.0, ,58-55,Defensive rebound by Team,,3,58,55,3,1708.0
7:32.0,K. Okpala enters the game for P. Tucker,58-55, ,,3,58,55,3,1708.0
7:16.0, ,58-58,S. Bey makes 3-pt jump shot from 23 ft (assist by K. Hayes),Tie,3,58,58,0,1724.0
7:08.0,Offensive foul by O. Yurtseven (drawn by H. Diallo),58-58, ,,3,58,58,0,1732.0
7:08.0,Turnover by O. Yurtseven (offensive foul),58-58, ,,3,58,58,0,1732.0
6:47.0, ,58-58,I. Stewart misses 2-pt layup from 4 ft,,3,58,58,0,1753.0
6:43.0,Defensive rebound by K. Okpala,58-58, ,,3,58,58,0,1757.0
6:36.0,K. Lowry misses 2-pt jump shot from 9 ft,58-58, ,,3,58,58,0,1764.0
6:36.0, ,58-58,Defensive rebound by H. Diallo,,3,58,58,0,1764.0
6:26.0, ,58-58,S. Bey misses 2-pt jump shot from 10 ft,,3,58,58,0,1774.0
6:23.0,Defensive rebound by O. Yurtseven,58-58, ,,3,58,58,0,1777.0
6:03.0,O. Yurtseven makes 2-pt layup from 4 ft (assist by G. Vincent),60-58, ,,3,60,58,2,1797.0
6:01.0, ,60-58,Detroit full timeout,,3,60,58,2,1799.0
5:45.0, ,60-60,K. Hayes makes 2-pt jump shot from 10 ft,Tie,3,60,60,0,1815.0
5:25.0,Turnover by G. Vincent (bad pass; steal by K. Hayes),60-60, ,,3,60,60,0,1835.0
5:18.0, ,60-60,Personal foul by O. Yurtseven (drawn by C. Cunningham),,3,60,60,0,1842.0
5:18.0,M. Strus enters the game for G. Vincent,60-60, ,,3,60,60,0,1842.0
5:02.0, ,60-60,Turnover by H. Diallo (bad pass; steal by K. Okpala),,3,60,60,0,1858.0
4:47.0,Turnover by O. Yurtseven (bad pass),60-60, ,,3,60,60,0,1873.0
