Time,Miami,Score,Cleveland,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
2:56.0, ,66-74,K. Love makes free throw 2 of 3,,3,66,74,-8,1984.0
2:56.0, ,66-75,K. Love makes free throw 3 of 3,,3,66,75,-9,1984.0
2:48.0,M. Strus misses 3-pt jump shot from 30 ft,66-75, ,,3,66,75,-9,1992.0
2:44.0, ,66-75,Defensive rebound by L. Markkanen,,3,66,75,-9,1996.0
2:44.0, ,66-75,D. Garland enters the game for L. Markkanen,,3,66,75,-9,1996.0
2:36.0, ,66-75,D. Garland misses 2-pt jump shot from 10 ft,,3,66,75,-9,2004.0
2:31.0,Defensive rebound by M. Strus,66-75, ,,3,66,75,-9,2009.0
2:30.0,Shooting foul by L. Stevens (drawn by O. Yurtseven),66-75, ,,3,66,75,-9,2010.0
2:30.0,O. Yurtseven makes free throw 1 of 2,67-75, ,,3,67,75,-8,2010.0
2:30.0,O. Yurtseven makes free throw 2 of 2,68-75, ,,3,68,75,-7,2010.0
2:14.0, ,68-75,K. Love misses 3-pt jump shot from 23 ft,,3,68,75,-7,2026.0
2:14.0,Defensive rebound by Team,68-75, ,,3,68,75,-7,2026.0
1:58.0,P. Tucker makes 3-pt jump shot from 24 ft (assist by T. Herro),71-75, ,,3,71,75,-4,2042.0
1:37.0, ,71-75,R. Rubio misses 3-pt jump shot from 24 ft,,3,71,75,-4,2063.0
1:35.0, ,71-75,Offensive rebound by K. Love,,3,71,75,-4,2065.0
1:29.0, ,71-75,Turnover by D. Garland (bad pass),,3,71,75,-4,2071.0
1:08.0,P. Tucker makes 2-pt jump shot from 14 ft (assist by K. Lowry),73-75, ,,3,73,75,-2,2092.0
0:56.0, ,73-75,E. Mobley misses 2-pt hook shot from 5 ft,,3,73,75,-2,2104.0
0:54.0,Defensive rebound by O. Yurtseven,73-75, ,,3,73,75,-2,2106.0
0:44.0,T. Herro misses 3-pt jump shot from 26 ft,73-75, ,,3,73,75,-2,2116.0
0:41.0, ,73-75,Defensive rebound by L. Stevens,,3,73,75,-2,2119.0
0:26.0, ,73-77,K. Love makes 2-pt jump shot from 1 ft,,3,73,77,-4,2134.0
0:26.0, ,73-77,Shooting foul by M. Strus (drawn by K. Love),,3,73,77,-4,2134.0
0:26.0,G. Vincent enters the game for P. Tucker,73-77, ,,3,73,77,-4,2134.0
0:26.0, ,73-77,I. Okoro enters the game for D. Garland,,3,73,77,-4,2134.0
0:26.0, ,73-78,K. Love makes free throw 1 of 1,,3,73,78,-5,2134.0
0:06.0,G. Vincent misses 2-pt layup from 2 ft,73-78, ,,3,73,78,-5,2154.0
0:05.0,Offensive rebound by O. Yurtseven,73-78, ,,3,73,78,-5,2155.0
0:05.0,Shooting foul by L. Stevens (drawn by O. Yurtseven),73-78, ,,3,73,78,-5,2155.0
0:05.0,O. Yurtseven misses free throw 1 of 2,73-78, ,,3,73,78,-5,2155.0
0:05.0,Offensive rebound by Team,73-78, ,,3,73,78,-5,2155.0
0:05.0,K. Okpala enters the game for K. Lowry,73-78, ,,3,73,78,-5,2155.0
0:05.0, ,73-78,D. Garland enters the game for I. Okoro,,3,73,78,-5,2155.0
0:05.0, ,73-78,L. Markkanen enters the game for L. Stevens,,3,73,78,-5,2155.0
0:05.0,O. Yurtseven misses free throw 2 of 2,73-78, ,,3,73,78,-5,2155.0
0:05.0, ,73-78,Defensive rebound by K. Love,,3,73,78,-5,2155.0
0:00.0,End of 3rd quarter,73-78,,,3,73,78,-5,2160.0
12:00.0,Start of 4th quarter,73-78,,,4,73,78,-5,2160.0
11:46.0, ,73-78,Shooting foul by D. Dedmon (drawn by K. Love),,4,73,78,-5,2174.0
11:46.0, ,73-79,K. Love makes free throw 1 of 2,,4,73,79,-6,2174.0
11:46.0, ,73-80,K. Love makes free throw 2 of 2,,4,73,80,-7,2174.0
11:33.0,T. Herro makes 2-pt layup from 1 ft (assist by G. Vincent),75-80, ,,4,75,80,-5,2187.0
11:33.0,Violation by Team (delay of game),75-80, ,,4,75,80,-5,2187.0
11:16.0, ,75-82,R. Rubio makes 2-pt jump shot from 10 ft,,4,75,82,-7,2204.0
11:03.0,T. Herro misses 2-pt jump shot from 17 ft,75-82, ,,4,75,82,-7,2217.0
10:58.0, ,75-82,Defensive rebound by L. Stevens,,4,75,82,-7,2222.0
10:43.0, ,75-82,D. Garland misses 2-pt jump shot from 1 ft,,4,75,82,-7,2237.0
10:30.0, ,75-82,Offensive rebound by E. Mobley,,4,75,82,-7,2250.0
10:30.0, ,75-84,E. Mobley makes 2-pt dunk at rim,,4,75,84,-9,2250.0
10:24.0,K. Okpala misses 3-pt jump shot from 23 ft,75-84, ,,4,75,84,-9,2256.0
10:20.0, ,75-84,Defensive rebound by D. Garland,,4,75,84,-9,2260.0
10:10.0, ,75-84,Turnover by K. Love (lost ball; steal by D. Dedmon),,4,75,84,-9,2270.0
9:50.0,G. Vincent makes 2-pt jump shot from 16 ft,77-84, ,,4,77,84,-7,2290.0
9:25.0, ,77-84,R. Rubio misses 3-pt jump shot from 23 ft,,4,77,84,-7,2315.0
9:21.0,Defensive rebound by D. Dedmon,77-84, ,,4,77,84,-7,2319.0
9:01.0,G. Vincent misses 3-pt jump shot from 27 ft,77-84, ,,4,77,84,-7,2339.0
8:59.0,Offensive rebound by K. Okpala,77-84, ,,4,77,84,-7,2341.0
8:54.0,K. Okpala misses 2-pt jump shot from 17 ft,77-84, ,,4,77,84,-7,2346.0
8:52.0, ,77-84,Defensive rebound by K. Love,,4,77,84,-7,2348.0
8:48.0, ,77-84,E. Mobley misses 2-pt layup from 2 ft,,4,77,84,-7,2352.0
8:48.0,Defensive rebound by Team,77-84, ,,4,77,84,-7,2352.0
8:48.0,K. Lowry enters the game for T. Herro,77-84, ,,4,77,84,-7,2352.0
8:48.0, ,77-84,L. Markkanen enters the game for R. Rubio,,4,77,84,-7,2352.0
8:48.0, ,77-84,I. Okoro enters the game for L. Stevens,,4,77,84,-7,2352.0
8:28.0,D. Dedmon makes 2-pt layup from 2 ft (assist by K. Okpala),79-84, ,,4,79,84,-5,2372.0
8:12.0, ,79-87,I. Okoro makes 3-pt jump shot from 24 ft (assist by E. Mobley),,4,79,87,-8,2388.0
7:59.0,K. Okpala misses 3-pt jump shot from 26 ft,79-87, ,,4,79,87,-8,2401.0
7:55.0, ,79-87,Defensive rebound by I. Okoro,,4,79,87,-8,2405.0
7:45.0, ,79-90,K. Love makes 3-pt jump shot from 24 ft (assist by D. Garland),,4,79,90,-11,2415.0
7:44.0,Miami full timeout,79-90, ,,4,79,90,-11,2416.0
7:44.0,D. Robinson enters the game for D. Dedmon,79-90, ,,4,79,90,-11,2416.0
7:44.0,P. Tucker enters the game for K. Okpala,79-90, ,,4,79,90,-11,2416.0
7:44.0,O. Yurtseven enters the game for M. Strus,79-90, ,,4,79,90,-11,2416.0
7:25.0,K. Lowry misses 2-pt jump shot from 16 ft,79-90, ,,4,79,90,-11,2435.0
7:20.0, ,79-90,Defensive rebound by K. Love,,4,79,90,-11,2440.0
7:04.0, ,79-92,E. Mobley makes 2-pt layup from 1 ft (assist by K. Love),,4,79,92,-13,2456.0
6:51.0,K. Lowry misses 2-pt jump shot from 16 ft,79-92, ,,4,79,92,-13,2469.0
6:46.0, ,79-92,Defensive rebound by K. Love,,4,79,92,-13,2474.0
6:46.0, ,79-92,Offensive foul by E. Mobley (drawn by G. Vincent),,4,79,92,-13,2474.0
6:46.0, ,79-92,Turnover by E. Mobley (offensive foul),,4,79,92,-13,2474.0
6:46.0, ,79-92,J. Allen enters the game for D. Garland,,4,79,92,-13,2474.0
6:46.0, ,79-92,R. Rubio enters the game for E. Mobley,,4,79,92,-13,2474.0
6:25.0,O. Yurtseven makes 2-pt hook shot from 8 ft,81-92, ,,4,81,92,-11,2495.0
6:09.0, ,81-95,K. Love makes 3-pt jump shot from 25 ft,,4,81,95,-14,2511.0
5:56.0,G. Vincent makes 3-pt jump shot from 28 ft (assist by P. Tucker),84-95, ,,4,84,95,-11,2524.0
5:33.0, ,84-97,R. Rubio makes 2-pt layup at rim (assist by J. Allen),,4,84,97,-13,2547.0
5:25.0,K. Lowry misses 3-pt jump shot from 26 ft,84-97, ,,4,84,97,-13,2555.0
5:21.0, ,84-97,Defensive rebound by I. Okoro,,4,84,97,-13,2559.0
5:10.0, ,84-100,K. Love makes 3-pt jump shot from 25 ft (assist by R. Rubio),,4,84,100,-16,2570.0
5:09.0,Miami full timeout,84-100, ,,4,84,100,-16,2571.0
4:48.0,K. Lowry makes 2-pt jump shot from 14 ft,86-100, ,,4,86,100,-14,2592.0
4:19.0, ,86-100,K. Love misses 3-pt jump shot from 26 ft,,4,86,100,-14,2621.0
4:16.0,Defensive rebound by O. Yurtseven,86-100, ,,4,86,100,-14,2624.0
4:12.0,K. Lowry makes 2-pt layup at rim,88-100, ,,4,88,100,-12,2628.0
3:57.0, ,88-100,Turnover by J. Allen (bad pass; steal by D. Robinson),,4,88,100,-12,2643.0
3:43.0,G. Vincent makes 2-pt jump shot from 13 ft (assist by K. Lowry),90-100, ,,4,90,100,-10,2657.0
3:42.0, ,90-100,Cleveland full timeout,,4,90,100,-10,2658.0
3:42.0, ,90-100,D. Garland enters the game for K. Love,,4,90,100,-10,2658.0
3:42.0, ,90-100,E. Mobley enters the game for L. Markkanen,,4,90,100,-10,2658.0
3:31.0, ,90-102,J. Allen makes 2-pt dunk from 1 ft (assist by D. Garland),,4,90,102,-12,2669.0
3:31.0, ,90-102,Shooting foul by K. Lowry (drawn by J. Allen),,4,90,102,-12,2669.0
3:31.0, ,90-103,J. Allen makes free throw 1 of 1,,4,90,103,-13,2669.0
3:16.0,Turnover by G. Vincent (lost ball; steal by R. Rubio),90-103, ,,4,90,103,-13,2684.0
3:01.0, ,90-103,Offensive foul by D. Garland (drawn by G. Vincent),,4,90,103,-13,2699.0
3:01.0, ,90-103,Turnover by D. Garland (offensive foul),,4,90,103,-13,2699.0
2:50.0,Personal foul by R. Rubio (drawn by G. Vincent),90-103, ,,4,90,103,-13,2710.0
2:44.0,K. Lowry misses 2-pt layup from 2 ft,90-103, ,,4,90,103,-13,2716.0
2:40.0, ,90-103,Defensive rebound by R. Rubio,,4,90,103,-13,2720.0
2:24.0, ,90-103,D. Garland misses 2-pt jump shot from 14 ft,,4,90,103,-13,2736.0
2:21.0,Defensive rebound by D. Robinson,90-103, ,,4,90,103,-13,2739.0
2:14.0,P. Tucker misses 3-pt jump shot from 23 ft,90-103, ,,4,90,103,-13,2746.0
2:09.0, ,90-103,Defensive rebound by J. Allen,,4,90,103,-13,2751.0
1:53.0, ,90-103,Turnover by D. Garland (bad pass),,4,90,103,-13,2767.0
1:40.0,O. Yurtseven makes 2-pt jump shot from 8 ft (assist by K. Lowry),92-103, ,,4,92,103,-11,2780.0
1:18.0, ,92-103,Turnover by J. Allen (lost ball; steal by K. Lowry),,4,92,103,-11,2802.0
1:12.0,D. Robinson misses 3-pt jump shot from 26 ft,92-103, ,,4,92,103,-11,2808.0
1:09.0, ,92-103,Defensive rebound by E. Mobley,,4,92,103,-11,2811.0
0:49.0, ,92-103,D. Garland misses 3-pt jump shot from 26 ft,,4,92,103,-11,2831.0
0:49.0,Defensive rebound by Team,92-103, ,,4,92,103,-11,2831.0
0:49.0, ,92-103,Loose ball foul by J. Allen (drawn by P. Tucker),,4,92,103,-11,2831.0
0:43.0,Personal foul by D. Garland (drawn by K. Lowry),92-103, ,,4,92,103,-11,2837.0
0:43.0,K. Lowry makes free throw 1 of 2,93-103, ,,4,93,103,-10,2837.0
0:43.0,K. Okpala enters the game for P. Tucker,93-103, ,,4,93,103,-10,2837.0
0:43.0, ,93-103,L. Markkanen enters the game for I. Okoro,,4,93,103,-10,2837.0
0:43.0,K. Lowry makes free throw 2 of 2,94-103, ,,4,94,103,-9,2837.0
0:23.0, ,94-105,J. Allen makes 2-pt hook shot from 1 ft (assist by R. Rubio),,4,94,105,-11,2857.0
0:11.0,O. Yurtseven misses 3-pt jump shot from 29 ft,94-105, ,,4,94,105,-11,2869.0
0:07.0, ,94-105,Defensive rebound by J. Allen,,4,94,105,-11,2873.0
0:00.0,End of 4th quarter,94-105,,,4,94,105,-11,2880.0
