Time,Miami,Score,San Antonio,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
4:19.0, ,78-59,J. Hernangómez enters the game for K. Johnson,,3,78,59,19,1901.0
4:19.0, ,78-60,D. Eubanks makes free throw 2 of 2,,3,78,60,18,1901.0
4:07.0,P. Tucker misses 2-pt layup from 6 ft,78-60, ,,3,78,60,18,1913.0
4:05.0,Offensive rebound by J. Butler,78-60, ,,3,78,60,18,1915.0
4:02.0,P. Tucker makes 2-pt jump shot from 3 ft (assist by J. Butler),80-60, ,,3,80,60,20,1918.0
3:48.0, ,80-60,J. Primo misses 3-pt jump shot from 26 ft,,3,80,60,20,1932.0
3:46.0, ,80-60,Offensive rebound by D. Eubanks,,3,80,60,20,1934.0
3:42.0, ,80-60,J. Primo misses 3-pt jump shot from 22 ft,,3,80,60,20,1938.0
3:36.0, ,80-60,Offensive rebound by J. Hernangómez,,3,80,60,20,1944.0
3:36.0, ,80-62,J. Hernangómez makes 2-pt layup at rim,,3,80,62,18,1944.0
3:25.0,D. Robinson makes 2-pt layup from 1 ft (assist by T. Herro),82-62, ,,3,82,62,20,1955.0
3:12.0, ,82-62,J. Primo misses 2-pt jump shot from 8 ft,,3,82,62,20,1968.0
3:09.0,Defensive rebound by P. Tucker,82-62, ,,3,82,62,20,1971.0
3:03.0,Shooting foul by L. Walker (drawn by T. Herro),82-62, ,,3,82,62,20,1977.0
3:03.0,T. Herro makes free throw 1 of 2,83-62, ,,3,83,62,21,1977.0
3:03.0,M. Strus enters the game for P. Tucker,83-62, ,,3,83,62,21,1977.0
3:03.0, ,83-62,D. White enters the game for T. Jones,,3,83,62,21,1977.0
3:03.0,T. Herro makes free throw 2 of 2,84-62, ,,3,84,62,22,1977.0
2:45.0, ,84-62,Turnover by L. Walker (lost ball; steal by D. Robinson),,3,84,62,22,1995.0
2:38.0,T. Herro makes 2-pt dunk from 1 ft,86-62, ,,3,86,62,24,2002.0
2:25.0, ,86-62,Turnover by D. White (bad pass; steal by T. Herro),,3,86,62,24,2015.0
2:17.0,M. Strus misses 3-pt jump shot from 23 ft,86-62, ,,3,86,62,24,2023.0
2:14.0, ,86-62,Defensive rebound by D. Eubanks,,3,86,62,24,2026.0
2:05.0, ,86-64,D. Eubanks makes 2-pt dunk from 1 ft (assist by L. Walker),,3,86,64,22,2035.0
1:47.0,Miami full timeout,86-64, ,,3,86,64,22,2053.0
1:47.0,G. Vincent enters the game for J. Butler,86-64, ,,3,86,64,22,2053.0
1:47.0, ,86-64,T. Jones enters the game for D. White,,3,86,64,22,2053.0
1:43.0,D. Robinson misses 3-pt jump shot from 25 ft,86-64, ,,3,86,64,22,2057.0
1:41.0, ,86-64,Defensive rebound by J. Hernangómez,,3,86,64,22,2059.0
1:36.0, ,86-64,Personal foul by D. Dedmon (drawn by D. Eubanks),,3,86,64,22,2064.0
1:36.0,Technical foul by D. Dedmon,86-64, ,,3,86,64,22,2064.0
1:36.0, ,86-64,T. Jones misses technical free throw,,3,86,64,22,2064.0
1:36.0, ,86-64,Offensive rebound by Team,,3,86,64,22,2064.0
1:36.0, ,86-65,D. Eubanks makes free throw 1 of 2,,3,86,65,21,2064.0
1:36.0,B. Adebayo enters the game for D. Dedmon,86-65, ,,3,86,65,21,2064.0
1:36.0, ,86-66,D. Eubanks makes free throw 2 of 2,,3,86,66,20,2064.0
1:16.0,B. Adebayo misses 2-pt jump shot from 17 ft,86-66, ,,3,86,66,20,2084.0
1:14.0, ,86-66,Defensive rebound by J. Hernangómez,,3,86,66,20,2086.0
0:55.0, ,86-66,T. Jones misses 2-pt layup from 1 ft,,3,86,66,20,2105.0
0:53.0, ,86-66,Offensive rebound by J. Primo,,3,86,66,20,2107.0
0:47.0, ,86-66,Shooting foul by M. Strus (drawn by D. Eubanks),,3,86,66,20,2113.0
0:47.0, ,86-66,D. Eubanks misses free throw 1 of 2,,3,86,66,20,2113.0
0:47.0, ,86-66,Offensive rebound by Team,,3,86,66,20,2113.0
0:47.0, ,86-66,D. Eubanks misses free throw 2 of 2,,3,86,66,20,2113.0
0:45.0,Defensive rebound by D. Robinson,86-66, ,,3,86,66,20,2115.0
0:37.0,T. Herro misses 3-pt jump shot from 25 ft,86-66, ,,3,86,66,20,2123.0
0:33.0,Offensive rebound by B. Adebayo,86-66, ,,3,86,66,20,2127.0
0:27.0,B. Adebayo makes 2-pt dunk from 1 ft (assist by G. Vincent),88-66, ,,3,88,66,22,2133.0
0:13.0, ,88-66,J. Primo misses 3-pt jump shot from 24 ft,,3,88,66,22,2147.0
0:11.0,Defensive rebound by B. Adebayo,88-66, ,,3,88,66,22,2149.0
0:00.0,T. Herro misses 2-pt dunk from 2 ft (block by J. Hernangómez),88-66, ,,3,88,66,22,2160.0
0:00.0,Offensive rebound by Team,88-66, ,,3,88,66,22,2160.0
0:00.0,End of 3rd quarter,88-66,,,3,88,66,22,2160.0
12:00.0,Start of 4th quarter,88-66,,,4,88,66,22,2160.0
11:42.0,Shooting foul by T. Young (drawn by B. Adebayo),88-66, ,,4,88,66,22,2178.0
11:42.0,B. Adebayo makes free throw 1 of 2,89-66, ,,4,89,66,23,2178.0
11:42.0,B. Adebayo misses free throw 2 of 2,89-66, ,,4,89,66,23,2178.0
11:39.0, ,89-66,Defensive rebound by J. Hernangómez,,4,89,66,23,2181.0
11:22.0, ,89-68,T. Young makes 2-pt layup from 2 ft,,4,89,68,21,2198.0
11:09.0,G. Vincent makes 2-pt jump shot from 7 ft,91-68, ,,4,91,68,23,2211.0
10:52.0, ,91-68,L. Walker misses 2-pt jump shot from 18 ft,,4,91,68,23,2228.0
10:50.0,Defensive rebound by Team,91-68, ,,4,91,68,23,2230.0
10:43.0,Turnover by M. Strus (bad pass; steal by L. Walker),91-68, ,,4,91,68,23,2237.0
10:38.0, ,91-68,Shooting foul by G. Vincent (drawn by L. Walker),,4,91,68,23,2242.0
10:38.0, ,91-69,L. Walker makes free throw 1 of 2,,4,91,69,22,2242.0
10:38.0, ,91-70,L. Walker makes free throw 2 of 2,,4,91,70,21,2242.0
10:20.0,T. Herro makes 2-pt jump shot from 12 ft,93-70, ,,4,93,70,23,2260.0
10:08.0, ,93-72,T. Jones makes 2-pt layup from 1 ft (assist by T. Young),,4,93,72,21,2272.0
9:42.0,T. Herro makes 2-pt jump shot from 13 ft,95-72, ,,4,95,72,23,2298.0
9:24.0, ,95-72,T. Jones misses 2-pt jump shot from 11 ft,,4,95,72,23,2316.0
9:24.0, ,95-72,Offensive rebound by T. Young,,4,95,72,23,2316.0
9:24.0, ,95-74,T. Young makes 2-pt layup at rim,,4,95,74,21,2316.0
9:21.0,Shooting foul by L. Walker (drawn by B. Adebayo),95-74, ,,4,95,74,21,2319.0
9:21.0,B. Adebayo makes free throw 1 of 2,96-74, ,,4,96,74,22,2319.0
9:21.0,B. Adebayo makes free throw 2 of 2,97-74, ,,4,97,74,23,2319.0
8:58.0, ,97-74,Shooting foul by D. Robinson (drawn by T. Jones),,4,97,74,23,2342.0
8:58.0, ,97-75,T. Jones makes free throw 1 of 2,,4,97,75,22,2342.0
8:58.0, ,97-75,D. Cacok enters the game for J. Hernangómez,,4,97,75,22,2342.0
8:58.0, ,97-75,J. Primo enters the game for J. Wieskamp,,4,97,75,22,2342.0
8:58.0, ,97-76,T. Jones makes free throw 2 of 2,,4,97,76,21,2342.0
8:43.0,B. Adebayo makes 2-pt dunk from 1 ft (assist by D. Robinson),99-76, ,,4,99,76,23,2357.0
8:41.0,Violation by Team (delay of game),99-76, ,,4,99,76,23,2359.0
8:19.0, ,99-76,J. Primo misses 2-pt jump shot from 10 ft,,4,99,76,23,2381.0
8:16.0,Defensive rebound by B. Adebayo,99-76, ,,4,99,76,23,2384.0
8:11.0,T. Herro misses 2-pt layup from 3 ft (block by J. Primo),99-76, ,,4,99,76,23,2389.0
8:08.0, ,99-76,Defensive rebound by D. Cacok,,4,99,76,23,2392.0
8:03.0, ,99-76,L. Walker misses 3-pt jump shot from 25 ft,,4,99,76,23,2397.0
8:00.0,Defensive rebound by T. Herro,99-76, ,,4,99,76,23,2400.0
7:53.0,Shooting foul by J. Primo (drawn by B. Adebayo),99-76, ,,4,99,76,23,2407.0
7:53.0,Miami full timeout,99-76, ,,4,99,76,23,2407.0
7:53.0,K. Lowry enters the game for M. Strus,99-76, ,,4,99,76,23,2407.0
7:53.0, ,99-76,J. Wieskamp enters the game for T. Jones,,4,99,76,23,2407.0
7:53.0,B. Adebayo misses free throw 1 of 2,99-76, ,,4,99,76,23,2407.0
7:53.0,Offensive rebound by Team,99-76, ,,4,99,76,23,2407.0
7:53.0,B. Adebayo makes free throw 2 of 2,100-76, ,,4,100,76,24,2407.0
7:34.0, ,100-76,Personal foul by B. Adebayo (drawn by J. Primo),,4,100,76,24,2426.0
7:27.0, ,100-78,J. Wieskamp makes 2-pt jump shot from 21 ft (assist by T. Young),,4,100,78,22,2433.0
7:15.0,T. Herro makes 2-pt layup from 1 ft (assist by B. Adebayo),102-78, ,,4,102,78,24,2445.0
7:01.0, ,102-78,Turnover by T. Young (bad pass; steal by B. Adebayo),,4,102,78,24,2459.0
6:58.0,T. Herro makes 2-pt dunk from 1 ft (assist by B. Adebayo),104-78, ,,4,104,78,26,2462.0
6:58.0,K. Guy enters the game for K. Lowry,104-78, ,,4,104,78,26,2462.0
6:57.0, ,104-78,San Antonio full timeout,,4,104,78,26,2463.0
6:41.0, ,104-78,J. Wieskamp misses 2-pt jump shot from 20 ft,,4,104,78,26,2479.0
6:39.0,Defensive rebound by G. Vincent,104-78, ,,4,104,78,26,2481.0
6:32.0,B. Adebayo misses 2-pt jump shot from 9 ft (block by D. Cacok),104-78, ,,4,104,78,26,2488.0
6:28.0, ,104-78,Defensive rebound by J. Primo,,4,104,78,26,2492.0
6:20.0, ,104-78,Shooting foul by B. Adebayo (drawn by D. Cacok),,4,104,78,26,2500.0
6:20.0, ,104-78,D. Cacok misses free throw 1 of 2,,4,104,78,26,2500.0
6:20.0, ,104-78,Offensive rebound by Team,,4,104,78,26,2500.0
6:20.0,C. Silva enters the game for B. Adebayo,104-78, ,,4,104,78,26,2500.0
6:20.0, ,104-78,J. Hernangómez enters the game for L. Walker,,4,104,78,26,2500.0
6:20.0, ,104-78,T. Jones enters the game for T. Young,,4,104,78,26,2500.0
6:20.0, ,104-79,D. Cacok makes free throw 2 of 2,,4,104,79,25,2500.0
6:07.0,G. Vincent misses 3-pt jump shot from 27 ft,104-79, ,,4,104,79,25,2513.0
6:03.0, ,104-79,Defensive rebound by D. Cacok,,4,104,79,25,2517.0
5:56.0, ,104-79,Shooting foul by C. Silva (drawn by D. Cacok),,4,104,79,25,2524.0
5:56.0, ,104-80,D. Cacok makes free throw 1 of 2,,4,104,80,24,2524.0
5:56.0, ,104-81,D. Cacok makes free throw 2 of 2,,4,104,81,23,2524.0
5:44.0,Turnover by D. Robinson (bad pass; steal by T. Jones),104-81, ,,4,104,81,23,2536.0
5:35.0, ,104-83,T. Jones makes 2-pt jump shot from 8 ft,,4,104,83,21,2545.0
5:22.0,T. Herro misses 2-pt layup from 5 ft,104-83, ,,4,104,83,21,2558.0
5:22.0,Offensive rebound by Team,104-83, ,,4,104,83,21,2558.0
5:22.0, ,104-83,Loose ball foul by J. Primo (drawn by C. Silva),,4,104,83,21,2558.0
5:18.0,Turnover by G. Vincent (bad pass; steal by T. Jones),104-83, ,,4,104,83,21,2562.0
5:15.0, ,104-83,J. Wieskamp misses 2-pt layup at rim (block by G. Vincent),,4,104,83,21,2565.0
5:15.0, ,104-83,Offensive rebound by Team,,4,104,83,21,2565.0
5:12.0, ,104-83,J. Primo misses 2-pt jump shot from 14 ft,,4,104,83,21,2568.0
5:08.0,Defensive rebound by G. Vincent,104-83, ,,4,104,83,21,2572.0
5:05.0,T. Herro misses 3-pt jump shot from 26 ft,104-83, ,,4,104,83,21,2575.0
5:02.0, ,104-83,Defensive rebound by J. Primo,,4,104,83,21,2578.0
4:40.0, ,104-83,Turnover by J. Primo (bad pass; steal by G. Vincent),,4,104,83,21,2600.0
4:35.0,K. Guy misses 3-pt jump shot from 26 ft,104-83, ,,4,104,83,21,2605.0
4:32.0, ,104-83,Defensive rebound by D. Cacok,,4,104,83,21,2608.0
4:27.0, ,104-83,Personal foul by C. Silva (drawn by D. Cacok),,4,104,83,21,2613.0
4:27.0, ,104-83,D. Cacok misses free throw 1 of 2,,4,104,83,21,2613.0
4:27.0, ,104-83,Offensive rebound by Team,,4,104,83,21,2613.0
4:27.0, ,104-83,D. Cacok misses free throw 2 of 2,,4,104,83,21,2613.0
4:25.0,Defensive rebound by Team,104-83, ,,4,104,83,21,2615.0
4:05.0,T. Herro makes 2-pt jump shot from 20 ft (assist by C. Silva),106-83, ,,4,106,83,23,2635.0
3:48.0, ,106-85,D. Cacok makes 2-pt jump shot from 9 ft (assist by J. Primo),,4,106,85,21,2652.0
3:29.0,T. Herro misses 3-pt jump shot from 25 ft,106-85, ,,4,106,85,21,2671.0
3:27.0, ,106-85,Defensive rebound by D. Cacok,,4,106,85,21,2673.0
3:21.0, ,106-85,Shooting foul by K. Guy (drawn by J. Primo),,4,106,85,21,2679.0
3:21.0, ,106-86,J. Primo makes free throw 1 of 2,,4,106,86,20,2679.0
3:21.0, ,106-87,J. Primo makes free throw 2 of 2,,4,106,87,19,2679.0
3:03.0,D. Robinson makes 3-pt jump shot from 26 ft (assist by G. Vincent),109-87, ,,4,109,87,22,2697.0
2:43.0, ,109-87,T. Jones misses 3-pt jump shot from 26 ft,,4,109,87,22,2717.0
2:40.0,Defensive rebound by K. Guy,109-87, ,,4,109,87,22,2720.0
2:32.0,K. Guy misses 2-pt layup from 9 ft (block by D. Cacok),109-87, ,,4,109,87,22,2728.0
2:29.0,Offensive rebound by K. Guy,109-87, ,,4,109,87,22,2731.0
2:26.0,C. Silva misses 2-pt jump shot from 16 ft,109-87, ,,4,109,87,22,2734.0
2:23.0, ,109-87,Defensive rebound by D. Cacok,,4,109,87,22,2737.0
2:15.0, ,109-89,D. Cacok makes 2-pt jump shot from 9 ft (assist by J. Hernangómez),,4,109,89,20,2745.0
2:15.0, ,109-89,Shooting foul by G. Vincent (drawn by D. Cacok),,4,109,89,20,2745.0
2:15.0, ,109-90,D. Cacok makes free throw 1 of 1,,4,109,90,19,2745.0
1:54.0,G. Vincent misses 3-pt jump shot from 26 ft,109-90, ,,4,109,90,19,2766.0
1:51.0, ,109-90,Defensive rebound by D. Cacok,,4,109,90,19,2769.0
1:45.0, ,109-93,J. Wieskamp makes 3-pt jump shot from 26 ft (assist by J. Hernangómez),,4,109,93,16,2775.0
1:33.0,G. Vincent misses 3-pt jump shot from 26 ft,109-93, ,,4,109,93,16,2787.0
1:29.0, ,109-93,Defensive rebound by J. Hernangómez,,4,109,93,16,2791.0
1:09.0, ,109-93,Turnover by J. Wieskamp (bad pass; steal by G. Vincent),,4,109,93,16,2811.0
0:53.0,K. Guy makes 3-pt jump shot from 24 ft (assist by T. Herro),112-93, ,,4,112,93,19,2827.0
0:42.0, ,112-93,J. Primo misses 3-pt jump shot from 25 ft,,4,112,93,19,2838.0
0:39.0,Defensive rebound by T. Herro,112-93, ,,4,112,93,19,2841.0
0:18.0,Turnover by Team (shot clock),112-93, ,,4,112,93,19,2862.0
0:06.0, ,112-93,Shooting foul by C. Silva (drawn by J. Hernangómez),,4,112,93,19,2874.0
0:06.0, ,112-94,J. Hernangómez makes free throw 1 of 2,,4,112,94,18,2874.0
0:06.0, ,112-95,J. Hernangómez makes free throw 2 of 2,,4,112,95,17,2874.0
0:00.0,End of 4th quarter,112-95,,,4,112,95,17,2880.0
