Time,Miami,Score,Toronto,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
3:03.0,M. Strus makes free throw 1 of 2,65-68, ,,3,65,68,-3,1977.0
3:03.0,M. Strus makes free throw 2 of 2,66-68, ,,3,66,68,-2,1977.0
2:47.0, ,66-68,C. Boucher misses 3-pt jump shot from 24 ft,,3,66,68,-2,1993.0
2:45.0,Defensive rebound by T. Herro,66-68, ,,3,66,68,-2,1995.0
2:40.0,M. Strus makes 3-pt jump shot from 23 ft (assist by K. Lowry),69-68, ,Lead change,3,69,68,1,2000.0
2:19.0, ,69-68,P. Siakam misses 2-pt layup from 4 ft,,3,69,68,1,2021.0
2:14.0, ,69-68,Offensive rebound by C. Boucher,,3,69,68,1,2026.0
2:14.0, ,69-68,C. Boucher misses 2-pt layup at rim,,3,69,68,1,2026.0
2:13.0,Defensive rebound by K. Lowry,69-68, ,,3,69,68,1,2027.0
2:04.0,Personal foul by P. Siakam (drawn by K. Lowry),69-68, ,,3,69,68,1,2036.0
2:04.0,Miami full timeout,69-68, ,,3,69,68,1,2036.0
2:04.0,C. Martin enters the game for B. Adebayo,69-68, ,,3,69,68,1,2036.0
2:04.0,O. Yurtseven enters the game for M. Morris,69-68, ,,3,69,68,1,2036.0
2:04.0, ,69-68,S. Barnes enters the game for P. Siakam,,3,69,68,1,2036.0
2:04.0, ,69-68,A. Brooks enters the game for G. Trent,,3,69,68,1,2036.0
2:04.0,K. Lowry makes free throw 1 of 2,70-68, ,,3,70,68,2,2036.0
2:04.0,K. Lowry makes free throw 2 of 2,71-68, ,,3,71,68,3,2036.0
1:42.0, ,71-68,Shooting foul by O. Yurtseven (drawn by P. Achiuwa),,3,71,68,3,2058.0
1:42.0, ,71-68,P. Achiuwa misses free throw 1 of 2,,3,71,68,3,2058.0
1:42.0, ,71-68,Offensive rebound by Team,,3,71,68,3,2058.0
1:42.0,V. Oladipo enters the game for K. Lowry,71-68, ,,3,71,68,3,2058.0
1:42.0, ,71-68,P. Achiuwa misses free throw 2 of 2,,3,71,68,3,2058.0
1:40.0,Defensive rebound by Team,71-68, ,,3,71,68,3,2060.0
1:28.0,Turnover by T. Herro (bad pass; steal by A. Brooks),71-68, ,,3,71,68,3,2072.0
1:22.0, ,71-71,F. VanVleet makes 3-pt jump shot from 27 ft,Tie,3,71,71,0,2078.0
1:11.0,M. Strus makes 3-pt jump shot from 26 ft (assist by V. Oladipo),74-71, ,,3,74,71,3,2089.0
0:55.0, ,74-71,Shooting foul by C. Martin (drawn by F. VanVleet),,3,74,71,3,2105.0
0:55.0, ,74-72,F. VanVleet makes free throw 1 of 3,,3,74,72,2,2105.0
0:55.0, ,74-73,F. VanVleet makes free throw 2 of 3,,3,74,73,1,2105.0
0:55.0, ,74-74,F. VanVleet makes free throw 3 of 3,Tie,3,74,74,0,2105.0
0:45.0,T. Herro makes 2-pt jump shot from 12 ft,76-74, ,,3,76,74,2,2115.0
0:32.0, ,76-76,C. Boucher makes 2-pt layup from 3 ft (assist by F. VanVleet),Tie,3,76,76,0,2128.0
0:19.0,V. Oladipo makes 3-pt jump shot from 25 ft,79-76, ,,3,79,76,3,2141.0
0:01.0, ,79-76,F. VanVleet misses 2-pt layup from 4 ft (block by C. Martin),,3,79,76,3,2159.0
0:01.0, ,79-76,Offensive rebound by Team,,3,79,76,3,2159.0
0:00.0, ,79-76,Shooting foul by O. Yurtseven (drawn by S. Barnes),,3,79,76,3,2160.0
0:00.0, ,79-77,S. Barnes makes free throw 1 of 2,,3,79,77,2,2160.0
0:00.0,M. Morris enters the game for M. Strus,79-77, ,,3,79,77,2,2160.0
0:00.0, ,79-78,S. Barnes makes free throw 2 of 2,,3,79,78,1,2160.0
0:00.0,End of 3rd quarter,79-78,,,3,79,78,1,2160.0
12:00.0,Start of 4th quarter,79-78,,,4,79,78,1,2160.0
11:36.0, ,79-78,Turnover by Team (shot clock),,4,79,78,1,2184.0
11:22.0,O. Yurtseven makes 2-pt hook shot from 6 ft (assist by T. Herro),81-78, ,,4,81,78,3,2198.0
11:06.0, ,81-78,Turnover by P. Siakam (bad pass; steal by D. Robinson),,4,81,78,3,2214.0
11:02.0,Turnover by T. Herro (bad pass; steal by P. Siakam),81-78, ,,4,81,78,3,2218.0
10:58.0, ,81-81,S. Barnes makes 3-pt jump shot from 24 ft (assist by P. Siakam),Tie,4,81,81,0,2222.0
10:42.0,O. Yurtseven makes 2-pt layup from 2 ft (assist by T. Herro),83-81, ,,4,83,81,2,2238.0
10:28.0, ,83-83,P. Siakam makes 2-pt hook shot from 3 ft (assist by T. Young),Tie,4,83,83,0,2252.0
10:13.0,O. Yurtseven makes 2-pt hook shot from 2 ft (assist by T. Herro),85-83, ,,4,85,83,2,2267.0
9:54.0, ,85-83,T. Young misses 3-pt jump shot from 24 ft,,4,85,83,2,2286.0
9:51.0,Defensive rebound by V. Oladipo,85-83, ,,4,85,83,2,2289.0
9:34.0,Turnover by T. Herro (lost ball; steal by T. Young),85-83, ,,4,85,83,2,2306.0
9:30.0, ,85-83,T. Young misses 2-pt layup from 3 ft (block by C. Martin),,4,85,83,2,2310.0
9:30.0, ,85-83,Offensive rebound by Team,,4,85,83,2,2310.0
9:22.0, ,85-85,P. Siakam makes 2-pt jump shot from 16 ft (assist by S. Barnes),Tie,4,85,85,0,2318.0
9:11.0,Personal foul by G. Trent (drawn by T. Herro),85-85, ,,4,85,85,0,2329.0
9:01.0,D. Robinson misses 3-pt jump shot from 23 ft,85-85, ,,4,85,85,0,2339.0
8:58.0, ,85-85,Defensive rebound by T. Young,,4,85,85,0,2342.0
8:49.0, ,85-85,Shooting foul by V. Oladipo (drawn by P. Siakam),,4,85,85,0,2351.0
8:49.0, ,85-85,P. Siakam misses free throw 1 of 2,,4,85,85,0,2351.0
8:49.0, ,85-85,Offensive rebound by Team,,4,85,85,0,2351.0
8:49.0,B. Adebayo enters the game for O. Yurtseven,85-85, ,,4,85,85,0,2351.0
8:49.0, ,85-86,P. Siakam makes free throw 2 of 2,Lead change,4,85,86,-1,2351.0
8:26.0,B. Adebayo misses 2-pt layup from 5 ft,85-86, ,,4,85,86,-1,2374.0
8:23.0, ,85-86,Defensive rebound by S. Barnes,,4,85,86,-1,2377.0
8:15.0, ,85-86,G. Trent misses 3-pt jump shot from 26 ft,,4,85,86,-1,2385.0
8:09.0,Defensive rebound by T. Herro,85-86, ,,4,85,86,-1,2391.0
8:05.0,C. Martin makes 2-pt layup from 2 ft (assist by V. Oladipo),87-86, ,Lead change,4,87,86,1,2395.0
7:47.0, ,87-86,Shooting foul by V. Oladipo (drawn by P. Siakam),,4,87,86,1,2413.0
7:47.0, ,87-87,P. Siakam makes free throw 1 of 2,Tie,4,87,87,0,2413.0
7:47.0, ,87-87,F. VanVleet enters the game for P. Achiuwa,,4,87,87,0,2413.0
7:47.0, ,87-88,P. Siakam makes free throw 2 of 2,Lead change,4,87,88,-1,2413.0
7:35.0,Personal foul by P. Siakam (drawn by B. Adebayo),87-88, ,,4,87,88,-1,2425.0
7:35.0,K. Lowry enters the game for D. Robinson,87-88, ,,4,87,88,-1,2425.0
7:24.0,T. Herro misses 3-pt jump shot from 33 ft,87-88, ,,4,87,88,-1,2436.0
7:21.0, ,87-88,Defensive rebound by T. Young,,4,87,88,-1,2439.0
7:04.0, ,87-91,G. Trent makes 3-pt jump shot from 23 ft (assist by T. Young),,4,87,91,-4,2456.0
7:00.0,Miami full timeout,87-91, ,,4,87,91,-4,2460.0
7:00.0,M. Strus enters the game for C. Martin,87-91, ,,4,87,91,-4,2460.0
6:44.0,M. Strus makes 3-pt jump shot from 25 ft (assist by K. Lowry),90-91, ,,4,90,91,-1,2476.0
6:20.0, ,90-91,G. Trent misses 3-pt jump shot from 26 ft,,4,90,91,-1,2500.0
6:18.0,Defensive rebound by B. Adebayo,90-91, ,,4,90,91,-1,2502.0
6:08.0,K. Lowry makes 3-pt jump shot from 23 ft (assist by T. Herro),93-91, ,Lead change,4,93,91,2,2512.0
5:51.0, ,93-93,G. Trent makes 2-pt layup from 3 ft (assist by F. VanVleet),Tie,4,93,93,0,2529.0
5:38.0,V. Oladipo makes 2-pt dunk from 1 ft,95-93, ,,4,95,93,2,2542.0
5:14.0, ,95-93,S. Barnes misses 3-pt jump shot from 23 ft,,4,95,93,2,2566.0
5:09.0, ,95-93,Offensive rebound by T. Young,,4,95,93,2,2571.0
5:08.0, ,95-93,F. VanVleet misses 3-pt jump shot from 26 ft,,4,95,93,2,2572.0
5:08.0, ,95-93,Offensive rebound by T. Young,,4,95,93,2,2572.0
5:08.0, ,95-93,Shooting foul by K. Lowry (drawn by T. Young),,4,95,93,2,2572.0
5:08.0, ,95-93,T. Young misses free throw 1 of 2,,4,95,93,2,2572.0
5:08.0, ,95-93,Offensive rebound by Team,,4,95,93,2,2572.0
5:08.0, ,95-93,T. Young misses free throw 2 of 2,,4,95,93,2,2572.0
5:06.0,Defensive rebound by T. Herro,95-93, ,,4,95,93,2,2574.0
4:48.0,M. Strus makes 3-pt jump shot from 22 ft (assist by T. Herro),98-93, ,,4,98,93,5,2592.0
4:28.0, ,98-93,S. Barnes misses 3-pt jump shot from 26 ft,,4,98,93,5,2612.0
4:28.0,Defensive rebound by M. Strus,98-93, ,,4,98,93,5,2612.0
4:13.0,Turnover by T. Herro (bad pass; steal by S. Barnes),98-93, ,,4,98,93,5,2627.0
4:12.0, ,98-93,Personal take foul by B. Adebayo (drawn by S. Barnes),,4,98,93,5,2628.0
4:12.0, ,98-93,Instant Replay (Request: Ruling Stands),,4,98,93,5,2628.0
3:57.0, ,98-93,Personal foul by M. Strus (drawn by T. Young),,4,98,93,5,2643.0
3:57.0, ,98-94,T. Young makes free throw 1 of 2,,4,98,94,4,2643.0
3:57.0, ,98-95,T. Young makes free throw 2 of 2,,4,98,95,3,2643.0
3:35.0,V. Oladipo makes 3-pt jump shot from 28 ft,101-95, ,,4,101,95,6,2665.0
3:20.0, ,101-97,P. Siakam makes 2-pt jump shot from 5 ft,,4,101,97,4,2680.0
2:57.0,M. Strus makes 3-pt jump shot from 24 ft (assist by K. Lowry),104-97, ,,4,104,97,7,2703.0
2:43.0, ,104-97,G. Trent misses 2-pt jump shot from 22 ft,,4,104,97,7,2717.0
2:42.0,Defensive rebound by K. Lowry,104-97, ,,4,104,97,7,2718.0
2:42.0,Personal foul by S. Barnes (drawn by K. Lowry),104-97, ,,4,104,97,7,2718.0
2:42.0, ,104-97,Toronto full timeout,,4,104,97,7,2718.0
2:42.0, ,104-97,C. Boucher enters the game for T. Young,,4,104,97,7,2718.0
2:22.0,V. Oladipo makes 3-pt jump shot from 22 ft (assist by T. Herro),107-97, ,,4,107,97,10,2738.0
2:00.0, ,107-100,P. Siakam makes 3-pt jump shot from 26 ft (assist by G. Trent),,4,107,100,7,2760.0
1:57.0,B. Adebayo makes 2-pt layup from 2 ft (assist by V. Oladipo),109-100, ,,4,109,100,9,2763.0
1:57.0,Shooting foul by S. Barnes (drawn by B. Adebayo),109-100, ,,4,109,100,9,2763.0
1:57.0,B. Adebayo misses free throw 1 of 1,109-100, ,,4,109,100,9,2763.0
1:55.0, ,109-100,Defensive rebound by P. Siakam,,4,109,100,9,2765.0
1:42.0, ,109-102,P. Siakam makes 2-pt jump shot from 12 ft,,4,109,102,7,2778.0
1:42.0, ,109-102,Shooting foul by K. Lowry (drawn by P. Siakam),,4,109,102,7,2778.0
1:42.0,Miami full timeout,109-102, ,,4,109,102,7,2778.0
1:42.0,Instant Replay (Challenge: Ruling Stands),109-102, ,,4,109,102,7,2778.0
1:42.0, ,109-103,P. Siakam makes free throw 1 of 1,,4,109,103,6,2778.0
1:19.0,B. Adebayo misses 2-pt layup from 1 ft,109-103, ,,4,109,103,6,2801.0
1:16.0, ,109-103,Defensive rebound by S. Barnes,,4,109,103,6,2804.0
1:02.0, ,109-103,P. Siakam misses 2-pt jump shot from 5 ft,,4,109,103,6,2818.0
0:56.0,Defensive rebound by T. Herro,109-103, ,,4,109,103,6,2824.0
0:41.0,T. Herro makes 2-pt jump shot from 2 ft,111-103, ,,4,111,103,8,2839.0
0:40.0, ,111-103,Toronto full timeout,,4,111,103,8,2840.0
0:40.0, ,111-103,Away from play foul by B. Adebayo (drawn by P. Siakam),,4,111,103,8,2840.0
0:40.0, ,111-103,Instant Replay (Request: Ruling Stands),,4,111,103,8,2840.0
0:40.0, ,111-104,G. Trent makes free throw 1 of 1,,4,111,104,7,2840.0
0:33.0, ,111-104,P. Siakam misses 3-pt jump shot from 27 ft,,4,111,104,7,2847.0
0:33.0,Defensive rebound by B. Adebayo,111-104, ,,4,111,104,7,2847.0
0:31.0,Personal take foul by F. VanVleet (drawn by B. Adebayo),111-104, ,,4,111,104,7,2849.0
0:31.0,B. Adebayo misses free throw 1 of 2,111-104, ,,4,111,104,7,2849.0
0:31.0,Offensive rebound by Team,111-104, ,,4,111,104,7,2849.0
0:31.0,B. Adebayo makes free throw 2 of 2,112-104, ,,4,112,104,8,2849.0
0:27.0, ,112-104,Shooting foul by T. Herro (drawn by G. Trent),,4,112,104,8,2853.0
0:27.0, ,112-105,G. Trent makes free throw 1 of 3,,4,112,105,7,2853.0
0:27.0, ,112-106,G. Trent makes free throw 2 of 3,,4,112,106,6,2853.0
0:27.0, ,112-107,G. Trent makes free throw 3 of 3,,4,112,107,5,2853.0
0:21.0,Personal take foul by C. Boucher (drawn by V. Oladipo),112-107, ,,4,112,107,5,2859.0
0:21.0,V. Oladipo misses free throw 1 of 2,112-107, ,,4,112,107,5,2859.0
0:21.0,Offensive rebound by Team,112-107, ,,4,112,107,5,2859.0
0:21.0,V. Oladipo makes free throw 2 of 2,113-107, ,,4,113,107,6,2859.0
0:15.0, ,113-109,C. Boucher makes 2-pt dunk from 2 ft (assist by S. Barnes),,4,113,109,4,2865.0
0:13.0,Turnover by T. Herro (bad pass; steal by S. Barnes),113-109, ,,4,113,109,4,2867.0
0:10.0, ,113-109,F. VanVleet misses 3-pt jump shot from 27 ft,,4,113,109,4,2870.0
0:07.0,Defensive rebound by T. Herro,113-109, ,,4,113,109,4,2873.0
0:03.0,Personal take foul by P. Siakam (drawn by T. Herro),113-109, ,,4,113,109,4,2877.0
0:03.0,T. Herro makes free throw 1 of 2,114-109, ,,4,114,109,5,2877.0
0:03.0,T. Herro misses free throw 2 of 2,114-109, ,,4,114,109,5,2877.0
0:03.0, ,114-109,Defensive rebound by P. Siakam,,4,114,109,5,2877.0
0:02.0, ,114-109,Toronto full timeout,,4,114,109,5,2878.0
0:00.0, ,114-109,F. VanVleet misses 3-pt jump shot from 26 ft,,4,114,109,5,2880.0
0:00.0, ,114-109,Offensive rebound by Team,,4,114,109,5,2880.0
0:00.0,End of 4th quarter,114-109,,,4,114,109,5,2880.0
