Time,Cleveland,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
4:22.0,Defensive rebound by C. Osman,65-71, ,,3,71,65,6,1898.0
4:06.0,Turnover by D. Garland (bad pass; steal by P. Tucker),65-71, ,,3,71,65,6,1914.0
4:02.0, ,65-73,J. Butler makes 2-pt dunk from 2 ft (assist by B. Adebayo),,3,73,65,8,1918.0
4:02.0,L. Stevens enters the game for I. Okoro,65-73, ,,3,73,65,8,1918.0
3:45.0,D. Garland misses 3-pt jump shot from 25 ft,65-73, ,,3,73,65,8,1935.0
3:43.0, ,65-73,Defensive rebound by B. Adebayo,,3,73,65,8,1937.0
3:36.0, ,65-73,B. Adebayo misses 2-pt jump shot from 6 ft,,3,73,65,8,1944.0
3:31.0, ,65-73,Offensive rebound by J. Butler,,3,73,65,8,1949.0
3:25.0, ,65-73,T. Herro misses 2-pt jump shot from 6 ft,,3,73,65,8,1955.0
3:23.0, ,65-73,Offensive rebound by P. Tucker,,3,73,65,8,1957.0
3:20.0, ,65-73,J. Butler misses 2-pt jump shot from 6 ft,,3,73,65,8,1960.0
3:17.0,Defensive rebound by K. Love,65-73, ,,3,73,65,8,1963.0
3:14.0,C. Osman makes 2-pt layup from 2 ft (assist by K. Love),67-73, ,,3,73,67,6,1966.0
2:54.0, ,67-76,T. Herro makes 3-pt jump shot from 26 ft (assist by P. Tucker),,3,76,67,9,1986.0
2:54.0, ,67-76,Shooting foul by L. Stevens (drawn by T. Herro),,3,76,67,9,1986.0
2:54.0, ,67-76,Miami full timeout,,3,76,67,9,1986.0
2:54.0,R. Rondo enters the game for D. Garland,67-76, ,,3,76,67,9,1986.0
2:54.0, ,67-76,V. Oladipo enters the game for D. Robinson,,3,76,67,9,1986.0
2:54.0, ,67-76,Violation by Team (delay of game),,3,76,67,9,1986.0
2:54.0, ,67-76,T. Herro misses free throw 1 of 1,,3,76,67,9,1986.0
2:53.0,Defensive rebound by K. Love,67-76, ,,3,76,67,9,1987.0
2:43.0,Turnover by R. Rondo (back court),67-76, ,,3,76,67,9,1997.0
2:29.0, ,67-76,V. Oladipo misses 3-pt jump shot from 27 ft,,3,76,67,9,2011.0
2:26.0,Defensive rebound by K. Love,67-76, ,,3,76,67,9,2014.0
2:22.0,R. Rondo misses 2-pt layup from 1 ft (block by B. Adebayo),67-76, ,,3,76,67,9,2018.0
2:22.0,Offensive rebound by Team,67-76, ,,3,76,67,9,2018.0
2:19.0,Turnover by L. Stevens (bad pass; steal by J. Butler),67-76, ,,3,76,67,9,2021.0
2:17.0, ,67-78,J. Butler makes 2-pt dunk from 1 ft,,3,78,67,11,2023.0
1:58.0,Turnover by L. Markkanen (lost ball; steal by J. Butler),67-78, ,,3,78,67,11,2042.0
1:55.0, ,67-80,J. Butler makes 2-pt dunk from 1 ft,,3,80,67,13,2045.0
1:35.0,C. Osman misses 3-pt jump shot from 26 ft,67-80, ,,3,80,67,13,2065.0
1:32.0, ,67-80,Defensive rebound by V. Oladipo,,3,80,67,13,2068.0
1:23.0, ,67-80,Shooting foul by C. Osman (drawn by B. Adebayo),,3,80,67,13,2077.0
1:23.0, ,67-81,B. Adebayo makes free throw 1 of 2,,3,81,67,14,2077.0
1:23.0,E. Mobley enters the game for L. Markkanen,67-81, ,,3,81,67,14,2077.0
1:23.0,D. Wade enters the game for C. Osman,67-81, ,,3,81,67,14,2077.0
1:23.0, ,67-81,M. Strus enters the game for P. Tucker,,3,81,67,14,2077.0
1:23.0, ,67-82,B. Adebayo makes free throw 2 of 2,,3,82,67,15,2077.0
1:03.0,L. Stevens misses 2-pt layup from 5 ft (block by V. Oladipo),67-82, ,,3,82,67,15,2097.0
0:59.0, ,67-82,Defensive rebound by B. Adebayo,,3,82,67,15,2101.0
0:47.0, ,67-84,B. Adebayo makes 2-pt jump shot from 7 ft (assist by M. Strus),,3,84,67,17,2113.0
0:40.0,D. Wade makes 2-pt layup from 1 ft (assist by R. Rondo),69-84, ,,3,84,69,15,2120.0
0:40.0,Shooting foul by B. Adebayo (drawn by D. Wade),69-84, ,,3,84,69,15,2120.0
0:40.0, ,69-84,D. Dedmon enters the game for B. Adebayo,,3,84,69,15,2120.0
0:40.0,Technical foul by ,69-84, ,,3,84,69,15,2120.0
0:40.0, ,69-85,V. Oladipo makes technical free throw,,3,85,69,16,2120.0
0:40.0,D. Wade makes free throw 1 of 1,70-85, ,,3,85,70,15,2120.0
0:33.0, ,70-85,M. Strus misses 3-pt jump shot from 29 ft,,3,85,70,15,2127.0
0:28.0,Defensive rebound by K. Love,70-85, ,,3,85,70,15,2132.0
0:13.0,Personal foul by D. Dedmon (drawn by E. Mobley),70-85, ,,3,85,70,15,2147.0
0:13.0,E. Mobley makes free throw 1 of 2,71-85, ,,3,85,71,14,2147.0
0:13.0,E. Mobley makes free throw 2 of 2,72-85, ,,3,85,72,13,2147.0
0:13.0,I. Okoro enters the game for K. Love,72-85, ,,3,85,72,13,2147.0
0:01.0, ,72-85,J. Butler misses 2-pt jump shot from 3 ft,,3,85,72,13,2159.0
0:00.0, ,72-85,Offensive rebound by Team,,3,85,72,13,2160.0
0:00.0,End of 3rd quarter,72-85,,,3,85,72,13,2160.0
12:00.0,Start of 4th quarter,72-85,,,4,85,72,13,2160.0
11:44.0, ,72-85,T. Herro misses 2-pt jump shot from 5 ft,,4,85,72,13,2176.0
11:44.0,Defensive rebound by Team,72-85, ,,4,85,72,13,2176.0
11:30.0,L. Stevens misses 2-pt jump shot from 9 ft,72-85, ,,4,85,72,13,2190.0
11:30.0, ,72-85,Defensive rebound by M. Strus,,4,85,72,13,2190.0
11:16.0, ,72-85,M. Strus misses 2-pt jump shot from 21 ft,,4,85,72,13,2204.0
11:11.0,Defensive rebound by R. Rondo,72-85, ,,4,85,72,13,2209.0
11:09.0,Personal foul by V. Oladipo (drawn by E. Mobley),72-85, ,,4,85,72,13,2211.0
10:59.0,E. Mobley misses 2-pt hook shot from 6 ft,72-85, ,,4,85,72,13,2221.0
10:59.0,Offensive rebound by Team,72-85, ,,4,85,72,13,2221.0
10:54.0,Shooting foul by D. Dedmon (drawn by E. Mobley),72-85, ,,4,85,72,13,2226.0
10:54.0,E. Mobley makes free throw 1 of 2,73-85, ,,4,85,73,12,2226.0
10:54.0,E. Mobley makes free throw 2 of 2,74-85, ,,4,85,74,11,2226.0
10:40.0, ,74-88,T. Herro makes 3-pt jump shot from 25 ft (assist by M. Strus),,4,88,74,14,2240.0
10:22.0,R. Rondo makes 3-pt jump shot from 26 ft (assist by D. Garland),77-88, ,,4,88,77,11,2258.0
10:13.0, ,77-91,K. Lowry makes 3-pt jump shot from 27 ft (assist by M. Strus),,4,91,77,14,2267.0
9:56.0,Turnover by D. Garland (bad pass),77-91, ,,4,91,77,14,2284.0
9:43.0, ,77-93,V. Oladipo makes 2-pt jump shot from 18 ft,,4,93,77,16,2297.0
9:21.0,E. Mobley misses 2-pt jump shot from 15 ft,77-93, ,,4,93,77,16,2319.0
9:18.0, ,77-93,Defensive rebound by K. Lowry,,4,93,77,16,2322.0
9:12.0, ,77-93,V. Oladipo misses 3-pt jump shot from 26 ft,,4,93,77,16,2328.0
9:09.0,Defensive rebound by Team,77-93, ,,4,93,77,16,2331.0
9:09.0, ,77-93,Loose ball foul by M. Strus (drawn by K. Love),,4,93,77,16,2331.0
8:56.0,D. Garland misses 2-pt layup from 3 ft (block by D. Dedmon),77-93, ,,4,93,77,16,2344.0
8:52.0,Offensive rebound by D. Garland,77-93, ,,4,93,77,16,2348.0
8:51.0,E. Mobley makes 2-pt dunk from 1 ft (assist by D. Garland),79-93, ,,4,93,79,14,2349.0
8:28.0, ,79-93,M. Strus misses 3-pt jump shot from 24 ft,,4,93,79,14,2372.0
8:26.0,Defensive rebound by Team,79-93, ,,4,93,79,14,2374.0
8:26.0, ,79-93,Loose ball foul by D. Dedmon (drawn by K. Love),,4,93,79,14,2374.0
8:18.0,E. Mobley makes 2-pt dunk from 3 ft (assist by R. Rondo),81-93, ,,4,93,81,12,2382.0
8:18.0,Shooting foul by D. Dedmon (drawn by E. Mobley),81-93, ,,4,93,81,12,2382.0
8:18.0,E. Mobley misses free throw 1 of 1,81-93, ,,4,93,81,12,2382.0
8:08.0, ,81-93,Defensive rebound by M. Strus,,4,93,81,12,2392.0
8:06.0, ,81-96,M. Strus makes 3-pt jump shot from 27 ft (assist by K. Lowry),,4,96,81,15,2394.0
7:51.0,Personal foul by D. Dedmon (drawn by D. Garland),81-96, ,,4,96,81,15,2409.0
7:51.0,I. Okoro enters the game for L. Stevens,81-96, ,,4,96,81,15,2409.0
7:51.0, ,81-96,B. Adebayo enters the game for D. Dedmon,,4,96,81,15,2409.0
7:51.0,D. Garland makes free throw 1 of 2,82-96, ,,4,96,82,14,2409.0
7:51.0,D. Garland makes free throw 2 of 2,83-96, ,,4,96,83,13,2409.0
7:36.0, ,83-99,M. Strus makes 3-pt jump shot from 28 ft (assist by K. Lowry),,4,99,83,16,2424.0
7:22.0,D. Garland makes 2-pt jump shot from 19 ft,85-99, ,,4,99,85,14,2438.0
7:10.0, ,85-101,B. Adebayo makes 2-pt jump shot from 6 ft (assist by V. Oladipo),,4,101,85,16,2450.0
7:00.0,Turnover by K. Love (bad pass),85-101, ,,4,101,85,16,2460.0
6:53.0, ,85-101,Personal foul by D. Garland (drawn by K. Lowry),,4,101,85,16,2467.0
6:53.0, ,85-101,Miami full timeout,,4,101,85,16,2467.0
6:53.0,L. Markkanen enters the game for K. Love,85-101, ,,4,101,85,16,2467.0
6:53.0,C. Osman enters the game for R. Rondo,85-101, ,,4,101,85,16,2467.0
6:46.0, ,85-101,Turnover by M. Strus (bad pass; steal by L. Markkanen),,4,101,85,16,2474.0
6:38.0,L. Markkanen makes 3-pt jump shot from 27 ft (assist by C. Osman),88-101, ,,4,101,88,13,2482.0
6:24.0, ,88-103,B. Adebayo makes 2-pt dunk from 2 ft (assist by V. Oladipo),,4,103,88,15,2496.0
6:05.0,I. Okoro makes 2-pt layup from 2 ft (assist by E. Mobley),90-103, ,,4,103,90,13,2515.0
5:52.0, ,90-103,V. Oladipo misses 2-pt jump shot from 19 ft,,4,103,90,13,2528.0
5:48.0,Defensive rebound by C. Osman,90-103, ,,4,103,90,13,2532.0
5:41.0,Personal foul by V. Oladipo (drawn by D. Garland),90-103, ,,4,103,90,13,2539.0
5:41.0,D. Garland makes free throw 1 of 2,91-103, ,,4,103,91,12,2539.0
5:41.0, ,91-103,J. Butler enters the game for V. Oladipo,,4,103,91,12,2539.0
5:41.0, ,91-103,D. Robinson enters the game for M. Strus,,4,103,91,12,2539.0
5:41.0,D. Garland makes free throw 2 of 2,92-103, ,,4,103,92,11,2539.0
5:28.0, ,92-103,T. Herro misses 2-pt jump shot from 3 ft,,4,103,92,11,2552.0
5:25.0, ,92-103,Offensive rebound by B. Adebayo,,4,103,92,11,2555.0
5:25.0, ,92-105,B. Adebayo makes 2-pt dunk from 1 ft,,4,105,92,13,2555.0
5:08.0,E. Mobley makes 2-pt dunk from 1 ft (assist by I. Okoro),94-105, ,,4,105,94,11,2572.0
4:52.0, ,94-107,B. Adebayo makes 2-pt jump shot from 12 ft (assist by K. Lowry),,4,107,94,13,2588.0
4:38.0,C. Osman makes 3-pt jump shot from 27 ft (assist by D. Garland),97-107, ,,4,107,97,10,2602.0
4:37.0, ,97-107,Miami full timeout,,4,107,97,10,2603.0
4:37.0, ,97-107,P. Tucker enters the game for D. Robinson,,4,107,97,10,2603.0
4:23.0, ,97-107,P. Tucker misses 3-pt jump shot from 23 ft,,4,107,97,10,2617.0
4:17.0,Defensive rebound by E. Mobley,97-107, ,,4,107,97,10,2623.0
3:57.0,E. Mobley makes 2-pt hook shot from 6 ft (assist by C. Osman),99-107, ,,4,107,99,8,2643.0
3:32.0, ,99-109,J. Butler makes 2-pt layup from 3 ft,,4,109,99,10,2668.0
3:18.0,I. Okoro misses 3-pt jump shot from 23 ft,99-109, ,,4,109,99,10,2682.0
3:17.0, ,99-109,Defensive rebound by B. Adebayo,,4,109,99,10,2683.0
3:03.0, ,99-109,Shooting foul by C. Osman (drawn by J. Butler),,4,109,99,10,2697.0
3:03.0, ,99-110,J. Butler makes free throw 1 of 2,,4,110,99,11,2697.0
3:03.0, ,99-111,J. Butler makes free throw 2 of 2,,4,111,99,12,2697.0
2:49.0,D. Garland misses 2-pt layup from 2 ft,99-111, ,,4,111,99,12,2711.0
2:43.0, ,99-111,Defensive rebound by J. Butler,,4,111,99,12,2717.0
2:29.0, ,99-111,Shooting foul by L. Markkanen (drawn by J. Butler),,4,111,99,12,2731.0
2:29.0, ,99-112,J. Butler makes free throw 1 of 2,,4,112,99,13,2731.0
2:29.0,M. Brown enters the game for D. Garland,99-112, ,,4,112,99,13,2731.0
2:29.0,E. Davis enters the game for L. Markkanen,99-112, ,,4,112,99,13,2731.0
2:29.0,B. Goodwin enters the game for E. Mobley,99-112, ,,4,112,99,13,2731.0
2:29.0,R. Nembhard enters the game for I. Okoro,99-112, ,,4,112,99,13,2731.0
2:29.0,L. Stevens enters the game for C. Osman,99-112, ,,4,112,99,13,2731.0
2:29.0, ,99-113,J. Butler makes free throw 2 of 2,,4,113,99,14,2731.0
2:16.0,L. Stevens misses 2-pt jump shot from 13 ft,99-113, ,,4,113,99,14,2744.0
2:16.0, ,99-113,Defensive rebound by B. Adebayo,,4,113,99,14,2744.0
2:01.0, ,99-113,B. Adebayo misses 2-pt jump shot from 11 ft,,4,113,99,14,2759.0
1:58.0,Defensive rebound by L. Stevens,99-113, ,,4,113,99,14,2762.0
1:42.0,L. Stevens misses 3-pt jump shot from 28 ft,99-113, ,,4,113,99,14,2778.0
1:36.0,Offensive rebound by R. Nembhard,99-113, ,,4,113,99,14,2784.0
1:33.0,M. Brown makes 2-pt hook shot from 8 ft (assist by B. Goodwin),101-113, ,,4,113,101,12,2787.0
1:24.0, ,101-113,Shooting foul by M. Brown (drawn by B. Adebayo),,4,113,101,12,2796.0
1:24.0, ,101-114,B. Adebayo makes free throw 1 of 2,,4,114,101,13,2796.0
1:24.0, ,101-114,H. Highsmith enters the game for J. Butler,,4,114,101,13,2796.0
1:24.0, ,101-114,D. Robinson enters the game for T. Herro,,4,114,101,13,2796.0
1:24.0, ,101-114,M. Strus enters the game for K. Lowry,,4,114,101,13,2796.0
1:24.0, ,101-114,G. Vincent enters the game for P. Tucker,,4,114,101,13,2796.0
1:24.0, ,101-115,B. Adebayo makes free throw 2 of 2,,4,115,101,14,2796.0
1:20.0,Personal take foul by H. Highsmith (drawn by R. Nembhard),101-115, ,,4,115,101,14,2800.0
1:20.0, ,101-115,O. Yurtseven enters the game for B. Adebayo,,4,115,101,14,2800.0
1:20.0,R. Nembhard makes free throw 1 of 2,102-115, ,,4,115,102,13,2800.0
1:20.0,R. Nembhard makes free throw 2 of 2,103-115, ,,4,115,103,12,2800.0
1:10.0, ,103-115,H. Highsmith misses 3-pt jump shot from 26 ft,,4,115,103,12,2810.0
1:02.0,Defensive rebound by E. Davis,103-115, ,,4,115,103,12,2818.0
1:00.0,B. Goodwin makes 2-pt layup from 2 ft,105-115, ,,4,115,105,10,2820.0
0:48.0, ,105-115,M. Strus misses 3-pt jump shot from 26 ft,,4,115,105,10,2832.0
0:44.0, ,105-115,Offensive rebound by H. Highsmith,,4,115,105,10,2836.0
0:40.0, ,105-115,D. Robinson misses 3-pt jump shot from 28 ft,,4,115,105,10,2840.0
0:36.0, ,105-115,Offensive rebound by O. Yurtseven,,4,115,105,10,2844.0
0:25.0, ,105-117,O. Yurtseven makes 2-pt layup from 2 ft (assist by D. Robinson),,4,117,105,12,2855.0
0:12.0,L. Stevens misses 3-pt jump shot from 26 ft,105-117, ,,4,117,105,12,2868.0
0:08.0, ,105-117,Defensive rebound by O. Yurtseven,,4,117,105,12,2872.0
0:00.0,End of 4th quarter,105-117,,,4,117,105,12,2880.0
