Time,LA Lakers,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
4:56.0, ,61-81,Turnover by D. Dedmon (bad pass),,3,81,61,20,1864.0
4:41.0,A. Bradley makes 3-pt jump shot from 24 ft (assist by M. Monk),64-81, ,,3,81,64,17,1879.0
4:20.0, ,64-81,Turnover by M. Strus (bad pass; steal by M. Monk),,3,81,64,17,1900.0
4:17.0,M. Monk misses 3-pt jump shot from 27 ft,64-81, ,,3,81,64,17,1903.0
4:15.0, ,64-81,Defensive rebound by Team,,3,81,64,17,1905.0
4:15.0,T. Horton-Tucker enters the game for R. Westbrook,64-81, ,,3,81,64,17,1905.0
4:02.0, ,64-81,D. Robinson misses 3-pt jump shot from 26 ft,,3,81,64,17,1918.0
4:01.0, ,64-81,Offensive rebound by Team,,3,81,64,17,1919.0
4:01.0,Loose ball foul by C. Anthony (drawn by D. Dedmon),64-81, ,,3,81,64,17,1919.0
3:58.0, ,64-81,J. Butler misses 3-pt jump shot from 23 ft,,3,81,64,17,1922.0
3:56.0,Defensive rebound by Team,64-81, ,,3,81,64,17,1924.0
3:50.0,T. Horton-Tucker misses 3-pt jump shot from 28 ft,64-81, ,,3,81,64,17,1930.0
3:44.0, ,64-81,Defensive rebound by D. Dedmon,,3,81,64,17,1936.0
3:37.0, ,64-81,Shooting foul by T. Horton-Tucker (drawn by J. Butler),,3,81,64,17,1943.0
3:37.0, ,64-82,J. Butler makes free throw 1 of 2,,3,82,64,18,1943.0
3:37.0,L. James enters the game for A. Bradley,64-82, ,,3,82,64,18,1943.0
3:37.0,A. Reaves enters the game for S. Johnson,64-82, ,,3,82,64,18,1943.0
3:37.0, ,64-82,B. Adebayo enters the game for D. Dedmon,,3,82,64,18,1943.0
3:37.0, ,64-82,C. Martin enters the game for P. Tucker,,3,82,64,18,1943.0
3:37.0, ,64-83,J. Butler makes free throw 2 of 2,,3,83,64,19,1943.0
3:25.0, ,64-83,Violation by Team (kicked ball),,3,83,64,19,1955.0
3:13.0,L. James makes 2-pt jump shot from 13 ft (assist by M. Monk),66-83, ,,3,83,66,17,1967.0
2:58.0, ,66-83,M. Strus misses 3-pt jump shot from 26 ft,,3,83,66,17,1982.0
2:58.0,Defensive rebound by L. James,66-83, ,,3,83,66,17,1982.0
2:38.0,Turnover by A. Reaves (bad pass; steal by J. Butler),66-83, ,,3,83,66,17,2002.0
2:34.0, ,66-85,C. Martin makes 2-pt dunk from 1 ft (assist by J. Butler),,3,85,66,19,2006.0
2:21.0,C. Anthony misses 3-pt jump shot from 26 ft,66-85, ,,3,85,66,19,2019.0
2:17.0, ,66-85,Defensive rebound by D. Robinson,,3,85,66,19,2023.0
2:10.0, ,66-87,J. Butler makes 2-pt layup from 3 ft,,3,87,66,21,2030.0
2:10.0,LA Lakers full timeout,66-87, ,,3,87,66,21,2030.0
2:10.0,W. Ellington enters the game for A. Reaves,66-87, ,,3,87,66,21,2030.0
1:54.0,Def 3 sec tech foul by Team,66-87, ,,3,87,66,21,2046.0
1:54.0,C. Anthony makes technical free throw,67-87, ,,3,87,67,20,2046.0
1:47.0,T. Horton-Tucker misses 2-pt layup from 2 ft,67-87, ,,3,87,67,20,2053.0
1:45.0, ,67-87,Defensive rebound by J. Butler,,3,87,67,20,2055.0
1:42.0, ,67-87,Offensive foul by B. Adebayo (drawn by W. Ellington),,3,87,67,20,2058.0
1:42.0, ,67-87,Turnover by B. Adebayo (offensive foul),,3,87,67,20,2058.0
1:29.0,T. Horton-Tucker misses 2-pt jump shot from 7 ft,67-87, ,,3,87,67,20,2071.0
1:26.0, ,67-87,Defensive rebound by M. Strus,,3,87,67,20,2074.0
1:06.0, ,67-87,B. Adebayo misses 2-pt jump shot from 18 ft,,3,87,67,20,2094.0
1:05.0,Defensive rebound by Team,67-87, ,,3,87,67,20,2095.0
0:49.0,W. Ellington makes 3-pt jump shot from 26 ft (assist by L. James),70-87, ,,3,87,70,17,2111.0
0:34.0, ,70-89,B. Adebayo makes 2-pt dunk from 1 ft (assist by D. Robinson),,3,89,70,19,2126.0
0:34.0, ,70-89,P. Tucker enters the game for B. Adebayo,,3,89,70,19,2126.0
0:34.0, ,70-89,G. Vincent enters the game for J. Butler,,3,89,70,19,2126.0
0:10.0,Turnover by Team (shot clock),70-89, ,,3,89,70,19,2150.0
0:03.0, ,70-89,G. Vincent misses 2-pt layup from 3 ft,,3,89,70,19,2157.0
0:01.0,Defensive rebound by W. Ellington,70-89, ,,3,89,70,19,2159.0
0:00.0,End of 3rd quarter,70-89,,,3,89,70,19,2160.0
12:00.0,Start of 4th quarter,70-89,,,4,89,70,19,2160.0
11:43.0,A. Bradley misses 3-pt jump shot from 23 ft,70-89, ,,4,89,70,19,2177.0
11:40.0, ,70-89,Defensive rebound by P. Tucker,,4,89,70,19,2180.0
11:27.0, ,70-91,D. Robinson makes 2-pt layup from 2 ft (assist by P. Tucker),,4,91,70,21,2193.0
11:09.0,A. Bradley misses 2-pt jump shot from 12 ft,70-91, ,,4,91,70,21,2211.0
11:06.0, ,70-91,Defensive rebound by P. Tucker,,4,91,70,21,2214.0
10:45.0, ,70-91,M. Strus misses 3-pt jump shot from 24 ft,,4,91,70,21,2235.0
10:42.0,Defensive rebound by C. Anthony,70-91, ,,4,91,70,21,2238.0
10:36.0,A. Bradley misses 3-pt jump shot from 26 ft,70-91, ,,4,91,70,21,2244.0
10:32.0, ,70-91,Defensive rebound by P. Tucker,,4,91,70,21,2248.0
10:11.0, ,70-93,C. Martin makes 2-pt layup from 1 ft (assist by G. Vincent),,4,93,70,23,2269.0
10:01.0,L. James misses 3-pt jump shot from 29 ft,70-93, ,,4,93,70,23,2279.0
10:00.0,Offensive rebound by Team,70-93, ,,4,93,70,23,2280.0
10:00.0, ,70-93,Loose ball foul by C. Martin (drawn by C. Anthony),,4,93,70,23,2280.0
9:56.0,W. Ellington misses 3-pt jump shot from 27 ft,70-93, ,,4,93,70,23,2284.0
9:53.0,Offensive rebound by Team,70-93, ,,4,93,70,23,2287.0
9:41.0,L. James makes 2-pt layup from 2 ft,72-93, ,,4,93,72,21,2299.0
9:21.0, ,72-95,P. Tucker makes 2-pt layup from 3 ft (assist by D. Robinson),,4,95,72,23,2319.0
9:10.0,Personal foul by M. Strus (drawn by M. Monk),72-95, ,,4,95,72,23,2330.0
9:10.0,T. Horton-Tucker enters the game for C. Anthony,72-95, ,,4,95,72,23,2330.0
9:10.0,S. Johnson enters the game for W. Ellington,72-95, ,,4,95,72,23,2330.0
9:10.0,A. Reaves enters the game for M. Monk,72-95, ,,4,95,72,23,2330.0
9:04.0,A. Reaves misses 2-pt layup from 2 ft (block by C. Martin),72-95, ,,4,95,72,23,2336.0
8:59.0,Offensive rebound by T. Horton-Tucker,72-95, ,,4,95,72,23,2341.0
8:55.0,A. Bradley makes 3-pt jump shot from 25 ft (assist by T. Horton-Tucker),75-95, ,,4,95,75,20,2345.0
8:38.0, ,75-98,D. Robinson makes 3-pt jump shot from 28 ft (assist by P. Tucker),,4,98,75,23,2362.0
8:26.0,Personal foul by G. Vincent (drawn by A. Bradley),75-98, ,,4,98,75,23,2374.0
8:26.0, ,75-98,B. Adebayo enters the game for M. Strus,,4,98,75,23,2374.0
8:26.0, ,75-98,J. Butler enters the game for P. Tucker,,4,98,75,23,2374.0
8:09.0,L. James makes 2-pt layup from 1 ft,77-98, ,,4,98,77,21,2391.0
7:53.0, ,77-98,C. Martin misses 2-pt jump shot from 13 ft,,4,98,77,21,2407.0
7:51.0,Defensive rebound by L. James,77-98, ,,4,98,77,21,2409.0
7:44.0,L. James misses 2-pt layup from 4 ft (block by B. Adebayo),77-98, ,,4,98,77,21,2416.0
7:44.0,Offensive rebound by Team,77-98, ,,4,98,77,21,2416.0
7:44.0,Personal foul by G. Vincent (drawn by L. James),77-98, ,,4,98,77,21,2416.0
7:40.0,Personal foul by D. Robinson (drawn by A. Reaves),77-98, ,,4,98,77,21,2420.0
7:40.0,A. Reaves makes free throw 1 of 2,78-98, ,,4,98,78,20,2420.0
7:40.0,R. Westbrook enters the game for L. James,78-98, ,,4,98,78,20,2420.0
7:40.0,A. Reaves makes free throw 2 of 2,79-98, ,,4,98,79,19,2420.0
7:27.0, ,79-98,Turnover by G. Vincent (bad pass),,4,98,79,19,2433.0
7:10.0,T. Horton-Tucker makes 3-pt jump shot from 26 ft (assist by R. Westbrook),82-98, ,,4,98,82,16,2450.0
7:08.0, ,82-98,Miami full timeout,,4,98,82,16,2452.0
7:08.0,L. James enters the game for A. Reaves,82-98, ,,4,98,82,16,2452.0
7:08.0, ,82-98,M. Strus enters the game for D. Robinson,,4,98,82,16,2452.0
6:52.0, ,82-98,Shooting foul by R. Westbrook (drawn by C. Martin),,4,98,82,16,2468.0
6:52.0, ,82-99,C. Martin makes free throw 1 of 2,,4,99,82,17,2468.0
6:52.0, ,82-100,C. Martin makes free throw 2 of 2,,4,100,82,18,2468.0
6:41.0,T. Horton-Tucker misses 2-pt layup from 2 ft,82-100, ,,4,100,82,18,2479.0
6:37.0, ,82-100,Defensive rebound by J. Butler,,4,100,82,18,2483.0
6:17.0, ,82-100,G. Vincent misses 2-pt layup from 5 ft,,4,100,82,18,2503.0
6:15.0,Defensive rebound by S. Johnson,82-100, ,,4,100,82,18,2505.0
6:13.0,Shooting foul by C. Martin (drawn by S. Johnson),82-100, ,,4,100,82,18,2507.0
6:13.0,S. Johnson makes free throw 1 of 2,83-100, ,,4,100,83,17,2507.0
6:13.0,S. Johnson makes free throw 2 of 2,84-100, ,,4,100,84,16,2507.0
5:59.0, ,84-100,J. Butler misses 3-pt jump shot from 23 ft,,4,100,84,16,2521.0
5:55.0,Defensive rebound by L. James,84-100, ,,4,100,84,16,2525.0
5:49.0,R. Westbrook misses 3-pt jump shot from 24 ft,84-100, ,,4,100,84,16,2531.0
5:44.0, ,84-100,Defensive rebound by B. Adebayo,,4,100,84,16,2536.0
5:24.0, ,84-100,C. Martin misses 2-pt layup from 3 ft,,4,100,84,16,2556.0
5:22.0,Defensive rebound by L. James,84-100, ,,4,100,84,16,2558.0
5:19.0,S. Johnson misses 3-pt jump shot from 23 ft,84-100, ,,4,100,84,16,2561.0
5:17.0,Offensive rebound by R. Westbrook,84-100, ,,4,100,84,16,2563.0
5:14.0,R. Westbrook makes 2-pt layup from 2 ft,86-100, ,,4,100,86,14,2566.0
5:05.0, ,86-100,Shooting foul by S. Johnson (drawn by J. Butler),,4,100,86,14,2575.0
5:05.0, ,86-101,J. Butler makes free throw 1 of 2,,4,101,86,15,2575.0
5:05.0,C. Anthony enters the game for S. Johnson,86-101, ,,4,101,86,15,2575.0
5:05.0, ,86-101,D. Robinson enters the game for C. Martin,,4,101,86,15,2575.0
5:05.0, ,86-101,P. Tucker enters the game for G. Vincent,,4,101,86,15,2575.0
5:05.0, ,86-102,J. Butler makes free throw 2 of 2,,4,102,86,16,2575.0
4:56.0,R. Westbrook makes 2-pt jump shot from 3 ft,88-102, ,,4,102,88,14,2584.0
4:56.0,Shooting foul by B. Adebayo (drawn by R. Westbrook),88-102, ,,4,102,88,14,2584.0
4:56.0, ,88-102,G. Vincent enters the game for B. Adebayo,,4,102,88,14,2584.0
4:56.0,R. Westbrook makes free throw 1 of 1,89-102, ,,4,102,89,13,2584.0
4:38.0, ,89-102,M. Strus misses 3-pt jump shot from 24 ft,,4,102,89,13,2602.0
4:34.0,Defensive rebound by L. James,89-102, ,,4,102,89,13,2606.0
4:30.0,Personal foul by D. Robinson (drawn by A. Bradley),89-102, ,,4,102,89,13,2610.0
4:30.0,A. Bradley misses free throw 1 of 2,89-102, ,,4,102,89,13,2610.0
4:30.0,Offensive rebound by Team,89-102, ,,4,102,89,13,2610.0
4:30.0,A. Bradley makes free throw 2 of 2,90-102, ,,4,102,90,12,2610.0
4:18.0, ,90-102,J. Butler misses 3-pt jump shot from 26 ft,,4,102,90,12,2622.0
4:13.0, ,90-102,Offensive rebound by D. Robinson,,4,102,90,12,2627.0
4:10.0,Jump ball: L. James vs. D. Robinson (R. Westbrook gains possession),90-102,,,4,102,90,12,2630.0
4:10.0, ,90-102,Turnover by D. Robinson (lost ball; steal by L. James),,4,102,90,12,2630.0
4:06.0,Turnover by R. Westbrook (lost ball; steal by P. Tucker),90-102, ,,4,102,90,12,2634.0
4:02.0, ,90-102,Shooting foul by L. James (drawn by G. Vincent),,4,102,90,12,2638.0
4:02.0, ,90-103,G. Vincent makes free throw 1 of 2,,4,103,90,13,2638.0
4:02.0, ,90-104,G. Vincent makes free throw 2 of 2,,4,104,90,14,2638.0
3:53.0,A. Bradley makes 3-pt jump shot from 27 ft,93-104, ,,4,104,93,11,2647.0
3:52.0, ,93-104,Miami full timeout,,4,104,93,11,2648.0
3:32.0, ,93-104,G. Vincent misses 3-pt jump shot from 29 ft,,4,104,93,11,2668.0
3:27.0,Defensive rebound by R. Westbrook,93-104, ,,4,104,93,11,2673.0
3:23.0,C. Anthony makes 3-pt jump shot from 25 ft (assist by R. Westbrook),96-104, ,,4,104,96,8,2677.0
3:11.0, ,96-104,Personal foul by L. James (drawn by P. Tucker),,4,104,96,8,2689.0
3:11.0, ,96-104,B. Adebayo enters the game for M. Strus,,4,104,96,8,2689.0
2:59.0, ,96-104,J. Butler misses 2-pt jump shot from 15 ft,,4,104,96,8,2701.0
2:58.0,Defensive rebound by Team,96-104, ,,4,104,96,8,2702.0
2:57.0, ,96-104,Loose ball foul by P. Tucker (drawn by R. Westbrook),,4,104,96,8,2703.0
2:57.0,R. Westbrook makes free throw 1 of 2,97-104, ,,4,104,97,7,2703.0
2:57.0,R. Westbrook makes free throw 2 of 2,98-104, ,,4,104,98,6,2703.0
2:51.0, ,98-104,Personal foul by C. Anthony (drawn by D. Robinson),,4,104,98,6,2709.0
2:51.0, ,98-105,D. Robinson makes free throw 1 of 2,,4,105,98,7,2709.0
2:51.0, ,98-105,D. Robinson misses free throw 2 of 2,,4,105,98,7,2709.0
2:49.0,Defensive rebound by R. Westbrook,98-105, ,,4,105,98,7,2711.0
2:34.0,R. Westbrook makes 2-pt layup from 1 ft (assist by L. James),100-105, ,,4,105,100,5,2726.0
2:20.0, ,100-108,D. Robinson makes 3-pt jump shot from 27 ft (assist by B. Adebayo),,4,108,100,8,2740.0
2:09.0,L. James makes 2-pt layup from 3 ft (assist by A. Bradley),102-108, ,,4,108,102,6,2751.0
2:09.0,Shooting foul by G. Vincent (drawn by L. James),102-108, ,,4,108,102,6,2751.0
2:09.0,L. James makes free throw 1 of 1,103-108, ,,4,108,103,5,2751.0
1:48.0, ,103-111,P. Tucker makes 3-pt jump shot from 23 ft (assist by B. Adebayo),,4,111,103,8,2772.0
1:40.0,Shooting foul by G. Vincent (drawn by L. James),103-111, ,,4,111,103,8,2780.0
1:40.0,LA Lakers full timeout,103-111, ,,4,111,103,8,2780.0
1:40.0,Instant Replay (Challenge: Ruling Stands),103-111, ,,4,111,103,8,2780.0
1:40.0, ,103-111,M. Strus enters the game for G. Vincent,,4,111,103,8,2780.0
1:40.0,L. James makes free throw 1 of 2,104-111, ,,4,111,104,7,2780.0
1:40.0,L. James makes free throw 2 of 2,105-111, ,,4,111,105,6,2780.0
1:25.0, ,105-111,Offensive foul by B. Adebayo (drawn by A. Bradley),,4,111,105,6,2795.0
1:25.0, ,105-111,Turnover by B. Adebayo (offensive foul),,4,111,105,6,2795.0
1:25.0, ,105-111,C. Martin enters the game for B. Adebayo,,4,111,105,6,2795.0
1:08.0,C. Anthony misses 2-pt layup from 3 ft,105-111, ,,4,111,105,6,2812.0
1:07.0,Offensive rebound by L. James,105-111, ,,4,111,105,6,2813.0
1:07.0,L. James makes 2-pt layup from 3 ft,107-111, ,,4,111,107,4,2813.0
0:51.0, ,107-111,J. Butler misses 2-pt jump shot from 10 ft,,4,111,107,4,2829.0
0:46.0,Defensive rebound by R. Westbrook,107-111, ,,4,111,107,4,2834.0
0:37.0,Offensive foul by A. Bradley (drawn by P. Tucker),107-111, ,,4,111,107,4,2843.0
0:37.0,Turnover by A. Bradley (offensive foul),107-111, ,,4,111,107,4,2843.0
0:37.0,S. Johnson enters the game for C. Anthony,107-111, ,,4,111,107,4,2843.0
0:13.0, ,107-111,J. Butler misses 2-pt jump shot from 19 ft,,4,111,107,4,2867.0
0:09.0, ,107-111,Offensive rebound by P. Tucker,,4,111,107,4,2871.0
0:07.0, ,107-111,Turnover by P. Tucker (traveling),,4,111,107,4,2873.0
0:07.0,LA Lakers full timeout,107-111, ,,4,111,107,4,2873.0
0:07.0,C. Anthony enters the game for S. Johnson,107-111, ,,4,111,107,4,2873.0
0:05.0,Turnover by T. Horton-Tucker (bad pass; steal by C. Martin),107-111, ,,4,111,107,4,2875.0
0:04.0, ,107-113,C. Martin makes 2-pt layup from 2 ft,,4,113,107,6,2876.0
0:04.0,LA Lakers full timeout,107-113, ,,4,113,107,6,2876.0
0:04.0,S. Johnson enters the game for T. Horton-Tucker,107-113, ,,4,113,107,6,2876.0
0:03.0,A. Bradley misses 3-pt jump shot from 27 ft,107-113, ,,4,113,107,6,2877.0
0:00.0, ,107-113,Defensive rebound by C. Martin,,4,113,107,6,2880.0
0:00.0,End of 4th quarter,107-113,,,4,113,107,6,2880.0
