Time,Atlanta,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
8:18.0,B. Bogdanović misses 3-pt jump shot from 23 ft,6-13, ,,1,13,6,7,222.0
8:16.0, ,6-13,Defensive rebound by P. Tucker,,1,13,6,7,224.0
8:11.0, ,6-16,M. Strus makes 3-pt jump shot from 24 ft (assist by K. Lowry),,1,16,6,10,229.0
8:03.0,Offensive foul by G. Dieng (drawn by O. Yurtseven),6-16, ,,1,16,6,10,237.0
8:03.0,Turnover by G. Dieng (offensive foul),6-16, ,,1,16,6,10,237.0
7:44.0, ,6-16,Personal foul by T. Young (drawn by K. Lowry),,1,16,6,10,256.0
7:44.0,O. Okongwu enters the game for G. Dieng,6-16, ,,1,16,6,10,256.0
7:37.0, ,6-16,Shooting foul by O. Okongwu (drawn by O. Yurtseven),,1,16,6,10,263.0
7:37.0, ,6-17,O. Yurtseven makes free throw 1 of 2,,1,17,6,11,263.0
7:37.0, ,6-18,O. Yurtseven makes free throw 2 of 2,,1,18,6,12,263.0
7:26.0,T. Young misses 2-pt jump shot from 21 ft,6-18, ,,1,18,6,12,274.0
7:23.0, ,6-18,Defensive rebound by O. Yurtseven,,1,18,6,12,277.0
7:08.0, ,6-18,P. Tucker misses 3-pt jump shot from 24 ft,,1,18,6,12,292.0
7:05.0, ,6-18,Offensive rebound by O. Yurtseven,,1,18,6,12,295.0
7:02.0, ,6-18,K. Lowry misses 3-pt jump shot from 27 ft,,1,18,6,12,298.0
6:57.0,Defensive rebound by O. Okongwu,6-18, ,,1,18,6,12,303.0
6:48.0,D. Hunter makes 2-pt jump shot from 15 ft (assist by B. Bogdanović),8-18, ,,1,18,8,10,312.0
6:30.0, ,8-20,M. Strus makes 2-pt layup from 4 ft (assist by J. Butler),,1,20,8,12,330.0
6:30.0,Atlanta full timeout,8-20, ,,1,20,8,12,330.0
6:18.0,Turnover by D. Hunter (lost ball; steal by J. Butler),8-20, ,,1,20,8,12,342.0
6:10.0, ,8-20,M. Strus misses 3-pt jump shot from 24 ft (block by D. Hunter),,1,20,8,12,350.0
6:06.0,Defensive rebound by B. Bogdanović,8-20, ,,1,20,8,12,354.0
6:03.0,D. Hunter makes 3-pt jump shot from 24 ft (assist by B. Bogdanović),11-20, ,,1,20,11,9,357.0
5:37.0, ,11-22,M. Strus makes 2-pt layup from 5 ft (assist by O. Yurtseven),,1,22,11,11,383.0
5:27.0,T. Young misses 3-pt jump shot from 26 ft,11-22, ,,1,22,11,11,393.0
5:24.0, ,11-22,Defensive rebound by O. Yurtseven,,1,22,11,11,396.0
5:14.0, ,11-22,Shooting foul by O. Okongwu (drawn by O. Yurtseven),,1,22,11,11,406.0
5:14.0, ,11-23,O. Yurtseven makes free throw 1 of 2,,1,23,11,12,406.0
5:14.0,D. Gallinari enters the game for B. Bogdanović,11-23, ,,1,23,11,12,406.0
5:14.0,K. Huerter enters the game for D. Hunter,11-23, ,,1,23,11,12,406.0
5:14.0,T. Luwawu-Cabarrot enters the game for O. Okongwu,11-23, ,,1,23,11,12,406.0
5:14.0, ,11-23,O. Yurtseven misses free throw 2 of 2,,1,23,11,12,406.0
5:12.0,Defensive rebound by D. Gallinari,11-23, ,,1,23,11,12,408.0
5:04.0,Turnover by T. Young (out of bounds lost ball),11-23, ,,1,23,11,12,416.0
5:04.0,Technical foul by T. Young,11-23, ,,1,23,11,12,416.0
5:04.0, ,11-24,J. Butler makes technical free throw,,1,24,11,13,416.0
4:53.0, ,11-27,M. Strus makes 3-pt jump shot from 27 ft (assist by K. Lowry),,1,27,11,16,427.0
4:43.0,Personal foul by P. Tucker (drawn by J. Collins),11-27, ,,1,27,11,16,437.0
4:26.0,T. Young makes 2-pt jump shot from 3 ft,13-27, ,,1,27,13,14,454.0
4:11.0, ,13-30,P. Tucker makes 3-pt jump shot from 23 ft (assist by J. Butler),,1,30,13,17,469.0
4:11.0, ,13-30,T. Herro enters the game for K. Lowry,,1,30,13,17,469.0
3:59.0,K. Huerter makes 2-pt jump shot from 15 ft (assist by T. Young),15-30, ,,1,30,15,15,481.0
3:59.0,Shooting foul by T. Herro (drawn by K. Huerter),15-30, ,,1,30,15,15,481.0
3:59.0,K. Huerter makes free throw 1 of 1,16-30, ,,1,30,16,14,481.0
3:41.0, ,16-32,J. Butler makes 2-pt jump shot from 6 ft,,1,32,16,16,499.0
3:31.0,T. Young makes 3-pt jump shot from 26 ft,19-32, ,,1,32,19,13,509.0
3:17.0, ,19-32,M. Strus misses 3-pt jump shot from 27 ft,,1,32,19,13,523.0
3:12.0,Defensive rebound by T. Young,19-32, ,,1,32,19,13,528.0
3:06.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 27 ft,19-32, ,,1,32,19,13,534.0
3:03.0, ,19-32,Defensive rebound by P. Tucker,,1,32,19,13,537.0
2:55.0, ,19-32,Shooting foul by T. Luwawu-Cabarrot (drawn by J. Butler),,1,32,19,13,545.0
2:55.0, ,19-32,Miami full timeout,,1,32,19,13,545.0
2:55.0,D. Wright enters the game for T. Young,19-32, ,,1,32,19,13,545.0
2:55.0, ,19-32,D. Dedmon enters the game for M. Strus,,1,32,19,13,545.0
2:55.0, ,19-32,D. Robinson enters the game for O. Yurtseven,,1,32,19,13,545.0
2:55.0, ,19-33,J. Butler makes free throw 1 of 2,,1,33,19,14,545.0
2:55.0, ,19-34,J. Butler makes free throw 2 of 2,,1,34,19,15,545.0
2:55.0, ,19-34,C. Martin enters the game for J. Butler,,1,34,19,15,545.0
2:55.0, ,19-34,G. Vincent enters the game for P. Tucker,,1,34,19,15,545.0
2:35.0,D. Gallinari makes 3-pt jump shot from 26 ft (assist by D. Wright),22-34, ,,1,34,22,12,565.0
2:19.0, ,22-34,Offensive foul by D. Dedmon (drawn by T. Luwawu-Cabarrot),,1,34,22,12,581.0
2:19.0, ,22-34,Turnover by D. Dedmon (offensive foul),,1,34,22,12,581.0
2:05.0,Shooting foul by C. Martin (drawn by D. Gallinari),22-34, ,,1,34,22,12,595.0
2:05.0,D. Gallinari makes free throw 1 of 3,23-34, ,,1,34,23,11,595.0
2:05.0,D. Gallinari makes free throw 2 of 3,24-34, ,,1,34,24,10,595.0
2:05.0,D. Gallinari makes free throw 3 of 3,25-34, ,,1,34,25,9,595.0
1:56.0, ,25-34,D. Robinson misses 3-pt jump shot from 27 ft,,1,34,25,9,604.0
1:52.0,Defensive rebound by T. Luwawu-Cabarrot,25-34, ,,1,34,25,9,608.0
1:37.0,K. Huerter makes 2-pt layup from 2 ft,27-34, ,,1,34,27,7,623.0
1:24.0, ,27-36,T. Herro makes 2-pt jump shot from 5 ft,,1,36,27,9,636.0
1:06.0,T. Luwawu-Cabarrot makes 3-pt jump shot from 26 ft (assist by D. Gallinari),30-36, ,,1,36,30,6,654.0
0:49.0, ,30-38,D. Dedmon makes 2-pt jump shot from 8 ft (assist by T. Herro),,1,38,30,8,671.0
0:33.0,K. Huerter misses 3-pt jump shot from 26 ft,30-38, ,,1,38,30,8,687.0
0:33.0,Offensive rebound by J. Collins,30-38, ,,1,38,30,8,687.0
0:28.0,J. Collins misses 2-pt layup at rim,30-38, ,,1,38,30,8,692.0
0:27.0, ,30-38,Defensive rebound by C. Martin,,1,38,30,8,693.0
0:25.0, ,30-38,Personal take foul by J. Collins (drawn by D. Dedmon),,1,38,30,8,695.0
0:25.0, ,30-39,D. Dedmon makes free throw 1 of 2,,1,39,30,9,695.0
0:25.0,T. Young enters the game for D. Wright,30-39, ,,1,39,30,9,695.0
0:25.0, ,30-40,D. Dedmon makes free throw 2 of 2,,1,40,30,10,695.0
0:05.0,J. Collins misses 2-pt layup from 5 ft,30-40, ,,1,40,30,10,715.0
0:03.0, ,30-40,Defensive rebound by D. Dedmon,,1,40,30,10,717.0
0:00.0, ,30-40,T. Herro misses 3-pt jump shot from 23 ft,,1,40,30,10,720.0
0:00.0, ,30-40,Offensive rebound by Team,,1,40,30,10,720.0
0:00.0,End of 1st quarter,30-40,,,1,40,30,10,720.0
12:00.0,Start of 2nd quarter,30-40,,,2,40,30,10,720.0
11:38.0, ,30-40,C. Martin misses 2-pt layup from 10 ft (block by O. Okongwu),,2,40,30,10,742.0
11:36.0, ,30-40,Offensive rebound by D. Dedmon,,2,40,30,10,744.0
11:36.0, ,30-40,Turnover by Team (shot clock),,2,40,30,10,744.0
11:16.0,O. Okongwu makes 2-pt jump shot from 10 ft (assist by K. Huerter),32-40, ,,2,40,32,8,764.0
11:11.0, ,32-40,Turnover by D. Dedmon (bad pass; steal by D. Wright),,2,40,32,8,769.0
11:04.0,K. Huerter makes 3-pt jump shot from 27 ft (assist by D. Wright),35-40, ,,2,40,35,5,776.0
10:40.0, ,35-42,T. Herro makes 2-pt jump shot from 22 ft,,2,42,35,7,800.0
10:30.0,Offensive foul by O. Okongwu (drawn by G. Vincent),35-42, ,,2,42,35,7,810.0
10:30.0,Turnover by O. Okongwu (offensive foul),35-42, ,,2,42,35,7,810.0
10:30.0,G. Dieng enters the game for O. Okongwu,35-42, ,,2,42,35,7,810.0
10:17.0, ,35-42,C. Martin misses 2-pt jump shot from 13 ft,,2,42,35,7,823.0
10:15.0,Defensive rebound by T. Luwawu-Cabarrot,35-42, ,,2,42,35,7,825.0
10:04.0,Shooting foul by T. Herro (drawn by D. Wright),35-42, ,,2,42,35,7,836.0
10:04.0,D. Wright makes free throw 1 of 2,36-42, ,,2,42,36,6,836.0
10:04.0,D. Wright makes free throw 2 of 2,37-42, ,,2,42,37,5,836.0
9:50.0, ,37-42,Turnover by T. Herro (bad pass),,2,42,37,5,850.0
9:36.0,Shooting foul by D. Robinson (drawn by D. Gallinari),37-42, ,,2,42,37,5,864.0
9:36.0,D. Gallinari makes free throw 1 of 2,38-42, ,,2,42,38,4,864.0
9:36.0,D. Gallinari makes free throw 2 of 2,39-42, ,,2,42,39,3,864.0
9:27.0, ,39-42,Def 3 sec tech foul by Team,,2,42,39,3,873.0
9:27.0, ,39-43,T. Herro makes technical free throw,,2,43,39,4,873.0
9:21.0, ,39-43,T. Herro misses 3-pt jump shot from 25 ft,,2,43,39,4,879.0
9:18.0,Defensive rebound by K. Huerter,39-43, ,,2,43,39,4,882.0
9:09.0,K. Huerter misses 2-pt jump shot from 14 ft,39-43, ,,2,43,39,4,891.0
9:04.0, ,39-43,Defensive rebound by D. Dedmon,,2,43,39,4,896.0
8:49.0, ,39-43,G. Vincent misses 3-pt jump shot from 27 ft,,2,43,39,4,911.0
8:46.0,Defensive rebound by D. Gallinari,39-43, ,,2,43,39,4,914.0
8:41.0,Personal foul by C. Martin (drawn by D. Gallinari),39-43, ,,2,43,39,4,919.0
8:41.0, ,39-43,K. Lowry enters the game for G. Vincent,,2,43,39,4,919.0
8:33.0,K. Huerter misses 2-pt layup from 4 ft,39-43, ,,2,43,39,4,927.0
8:30.0, ,39-43,Defensive rebound by T. Herro,,2,43,39,4,930.0
8:23.0, ,39-43,D. Dedmon misses 2-pt layup from 6 ft (block by G. Dieng),,2,43,39,4,937.0
8:19.0, ,39-43,Offensive rebound by D. Dedmon,,2,43,39,4,941.0
8:19.0, ,39-43,Turnover by D. Dedmon (back court),,2,43,39,4,941.0
8:02.0,K. Huerter makes 3-pt jump shot from 26 ft (assist by D. Wright),42-43, ,,2,43,42,1,958.0
7:42.0, ,42-43,C. Martin misses 3-pt jump shot from 24 ft,,2,43,42,1,978.0
7:39.0,Defensive rebound by G. Dieng,42-43, ,,2,43,42,1,981.0
7:36.0,D. Gallinari misses 2-pt layup from 7 ft (block by K. Lowry),42-43, ,,2,43,42,1,984.0
7:29.0,Offensive rebound by Team,42-43, ,,2,43,42,1,991.0
7:29.0, ,42-43,J. Butler enters the game for D. Dedmon,,2,43,42,1,991.0
7:29.0, ,42-43,P. Tucker enters the game for C. Martin,,2,43,42,1,991.0
7:22.0,D. Wright makes 2-pt jump shot from 21 ft (assist by T. Luwawu-Cabarrot),44-43, ,Lead change,2,43,44,-1,998.0
7:06.0, ,44-43,Turnover by J. Butler (bad pass; steal by D. Gallinari),,2,43,44,-1,1014.0
7:04.0,Turnover by T. Luwawu-Cabarrot (step out of bounds),44-43, ,,2,43,44,-1,1016.0
7:04.0, ,44-43,M. Strus enters the game for D. Robinson,,2,43,44,-1,1016.0
6:51.0, ,44-46,P. Tucker makes 3-pt jump shot from 23 ft (assist by T. Herro),Lead change,2,46,44,2,1029.0
6:44.0,Atlanta full timeout,44-46, ,,2,46,44,2,1036.0
6:44.0,B. Bogdanović enters the game for K. Huerter,44-46, ,,2,46,44,2,1036.0
6:44.0,D. Hunter enters the game for T. Luwawu-Cabarrot,44-46, ,,2,46,44,2,1036.0
6:44.0,T. Young enters the game for D. Wright,44-46, ,,2,46,44,2,1036.0
6:44.0, ,44-46,O. Yurtseven enters the game for T. Herro,,2,46,44,2,1036.0
6:34.0,Shooting foul by O. Yurtseven (drawn by D. Hunter),44-46, ,,2,46,44,2,1046.0
6:34.0,D. Hunter makes free throw 1 of 2,45-46, ,,2,46,45,1,1046.0
6:34.0,D. Hunter makes free throw 2 of 2,46-46, ,Tie,2,46,46,0,1046.0
6:32.0, ,46-46,Personal foul by B. Bogdanović (drawn by J. Butler),,2,46,46,0,1048.0
6:15.0, ,46-46,K. Lowry misses 2-pt jump shot from 12 ft,,2,46,46,0,1065.0
6:12.0,Defensive rebound by G. Dieng,46-46, ,,2,46,46,0,1068.0
6:01.0,D. Gallinari makes 2-pt jump shot from 14 ft (assist by T. Young),48-46, ,Lead change,2,46,48,-2,1079.0
6:00.0, ,48-46,Miami full timeout,,2,46,48,-2,1080.0
5:38.0, ,48-48,J. Butler makes 2-pt jump shot from 14 ft,Tie,2,48,48,0,1102.0
5:10.0,D. Gallinari makes 2-pt jump shot from 18 ft (assist by D. Hunter),50-48, ,,2,48,50,-2,1130.0
5:06.0, ,50-48,Personal foul by B. Bogdanović (drawn by M. Strus),,2,48,50,-2,1134.0
4:57.0, ,50-51,K. Lowry makes 3-pt jump shot from 27 ft (assist by O. Yurtseven),Lead change,2,51,50,1,1143.0
4:42.0,T. Young misses 3-pt jump shot from 27 ft,50-51, ,,2,51,50,1,1158.0
4:40.0,Offensive rebound by G. Dieng,50-51, ,,2,51,50,1,1160.0
4:40.0,Personal foul by K. Lowry (drawn by B. Bogdanović),50-51, ,,2,51,50,1,1160.0
4:40.0,B. Bogdanović makes free throw 1 of 2,51-51, ,Tie,2,51,51,0,1160.0
4:40.0,J. Collins enters the game for G. Dieng,51-51, ,,2,51,51,0,1160.0
4:40.0,B. Bogdanović makes free throw 2 of 2,52-51, ,Lead change,2,51,52,-1,1160.0
4:25.0, ,52-53,J. Butler makes 2-pt layup from 4 ft (assist by K. Lowry),Lead change,2,53,52,1,1175.0
4:16.0,Personal foul by M. Strus (drawn by B. Bogdanović),52-53, ,,2,53,52,1,1184.0
4:16.0,B. Bogdanović makes free throw 1 of 2,53-53, ,Tie,2,53,53,0,1184.0
4:16.0, ,53-53,T. Herro enters the game for M. Strus,,2,53,53,0,1184.0
4:16.0,B. Bogdanović makes free throw 2 of 2,54-53, ,Lead change,2,53,54,-1,1184.0
4:04.0, ,54-53,Offensive foul by P. Tucker (drawn by T. Young),,2,53,54,-1,1196.0
4:04.0, ,54-53,Turnover by P. Tucker (offensive foul),,2,53,54,-1,1196.0
3:46.0,D. Hunter makes 3-pt jump shot from 27 ft (assist by B. Bogdanović),57-53, ,,2,53,57,-4,1214.0
3:25.0, ,57-55,P. Tucker makes 2-pt jump shot from 6 ft (assist by J. Butler),,2,55,57,-2,1235.0
3:13.0,Shooting foul by K. Lowry (drawn by T. Young),57-55, ,,2,55,57,-2,1247.0
3:13.0,T. Young makes free throw 1 of 3,58-55, ,,2,55,58,-3,1247.0
3:13.0,T. Young makes free throw 2 of 3,59-55, ,,2,55,59,-4,1247.0
3:13.0,K. Huerter enters the game for D. Gallinari,59-55, ,,2,55,59,-4,1247.0
3:13.0,T. Young makes free throw 3 of 3,60-55, ,,2,55,60,-5,1247.0
3:00.0, ,60-55,Shooting foul by J. Collins (drawn by T. Herro),,2,55,60,-5,1260.0
3:00.0, ,60-56,T. Herro makes free throw 1 of 2,,2,56,60,-4,1260.0
3:00.0, ,60-57,T. Herro makes free throw 2 of 2,,2,57,60,-3,1260.0
2:43.0,K. Huerter misses 3-pt jump shot from 24 ft,60-57, ,,2,57,60,-3,1277.0
2:40.0, ,60-57,Defensive rebound by J. Butler,,2,57,60,-3,1280.0
2:36.0, ,60-57,Shooting foul by B. Bogdanović (drawn by J. Butler),,2,57,60,-3,1284.0
2:36.0, ,60-58,J. Butler makes free throw 1 of 2,,2,58,60,-2,1284.0
2:36.0,D. Gallinari enters the game for B. Bogdanović,60-58, ,,2,58,60,-2,1284.0
2:36.0, ,60-59,J. Butler makes free throw 2 of 2,,2,59,60,-1,1284.0
2:17.0,J. Collins misses 3-pt jump shot from 23 ft,60-59, ,,2,59,60,-1,1303.0
2:14.0,Offensive rebound by K. Huerter,60-59, ,,2,59,60,-1,1306.0
2:12.0,K. Huerter makes 2-pt layup from 4 ft,62-59, ,,2,59,62,-3,1308.0
1:58.0, ,62-59,J. Butler misses 2-pt jump shot from 11 ft (block by D. Hunter),,2,59,62,-3,1322.0
1:58.0, ,62-59,Offensive rebound by Team,,2,59,62,-3,1322.0
1:53.0, ,62-62,K. Lowry makes 3-pt jump shot from 22 ft (assist by O. Yurtseven),Tie,2,62,62,0,1327.0
1:28.0,D. Gallinari makes 3-pt jump shot from 25 ft (assist by T. Young),65-62, ,,2,62,65,-3,1352.0
1:16.0, ,65-62,Turnover by T. Herro (bad pass),,2,62,65,-3,1364.0
1:03.0,J. Collins makes 2-pt dunk from 2 ft (assist by T. Young),67-62, ,,2,62,67,-5,1377.0
0:53.0, ,67-62,Shooting foul by J. Collins (drawn by J. Butler),,2,62,67,-5,1387.0
0:53.0, ,67-63,J. Butler makes free throw 1 of 2,,2,63,67,-4,1387.0
0:53.0,G. Dieng enters the game for J. Collins,67-63, ,,2,63,67,-4,1387.0
0:53.0, ,67-64,J. Butler makes free throw 2 of 2,,2,64,67,-3,1387.0
0:37.0,T. Young makes 3-pt jump shot from 27 ft,70-64, ,,2,64,70,-6,1403.0
0:27.0, ,70-64,T. Herro misses 3-pt jump shot from 26 ft,,2,64,70,-6,1413.0
0:25.0,Defensive rebound by T. Young,70-64, ,,2,64,70,-6,1415.0
0:03.0,Turnover by Team (shot clock),70-64, ,,2,64,70,-6,1437.0
0:00.0,End of 2nd quarter,70-64,,,2,64,70,-6,1440.0
12:00.0,Start of 3rd quarter,70-64,,,3,64,70,-6,1440.0
11:48.0, ,70-64,M. Strus misses 3-pt jump shot from 26 ft,,3,64,70,-6,1452.0
11:44.0,Defensive rebound by T. Young,70-64, ,,3,64,70,-6,1456.0
11:30.0,J. Collins misses 2-pt layup from 2 ft,70-64, ,,3,64,70,-6,1470.0
11:27.0, ,70-64,Defensive rebound by O. Yurtseven,,3,64,70,-6,1473.0
11:19.0, ,70-64,Personal foul by G. Dieng (drawn by P. Tucker),,3,64,70,-6,1481.0
11:14.0, ,70-64,Offensive foul by O. Yurtseven (drawn by G. Dieng),,3,64,70,-6,1486.0
11:14.0, ,70-64,Turnover by O. Yurtseven (offensive foul),,3,64,70,-6,1486.0
10:59.0,G. Dieng makes 2-pt hook shot from 7 ft (assist by B. Bogdanović),72-64, ,,3,64,72,-8,1501.0
10:46.0, ,72-66,O. Yurtseven makes 2-pt jump shot from 3 ft (assist by K. Lowry),,3,66,72,-6,1514.0
10:32.0,D. Hunter makes 2-pt layup from 6 ft (assist by T. Young),74-66, ,,3,66,74,-8,1528.0
10:25.0, ,74-66,J. Butler misses 2-pt layup from 4 ft,,3,66,74,-8,1535.0
10:19.0,Defensive rebound by G. Dieng,74-66, ,,3,66,74,-8,1541.0
10:03.0,T. Young makes 2-pt jump shot from 8 ft,76-66, ,,3,66,76,-10,1557.0
9:45.0, ,76-68,O. Yurtseven makes 2-pt jump shot from 10 ft (assist by J. Butler),,3,68,76,-8,1575.0
9:34.0,Personal foul by J. Butler (drawn by T. Young),76-68, ,,3,68,76,-8,1586.0
9:28.0,Personal foul by O. Yurtseven (drawn by T. Young),76-68, ,,3,68,76,-8,1592.0
9:22.0,B. Bogdanović misses 3-pt jump shot from 22 ft,76-68, ,,3,68,76,-8,1598.0
9:19.0, ,76-68,Defensive rebound by O. Yurtseven,,3,68,76,-8,1601.0
9:04.0, ,76-70,P. Tucker makes 2-pt hook shot from 7 ft (assist by J. Butler),,3,70,76,-6,1616.0
8:46.0,J. Collins makes 3-pt jump shot from 23 ft (assist by D. Hunter),79-70, ,,3,70,79,-9,1634.0
8:34.0, ,79-72,O. Yurtseven makes 2-pt dunk from 3 ft (assist by K. Lowry),,3,72,79,-7,1646.0
8:17.0,Shooting foul by K. Lowry (drawn by J. Collins),79-72, ,,3,72,79,-7,1663.0
8:17.0,J. Collins makes free throw 1 of 2,80-72, ,,3,72,80,-8,1663.0
8:17.0,J. Collins makes free throw 2 of 2,81-72, ,,3,72,81,-9,1663.0
7:55.0, ,81-74,O. Yurtseven makes 2-pt hook shot from 6 ft (assist by J. Butler),,3,74,81,-7,1685.0
7:44.0,Turnover by T. Young (bad pass; steal by J. Butler),81-74, ,,3,74,81,-7,1696.0
7:35.0, ,81-76,O. Yurtseven makes 2-pt hook shot from 9 ft (assist by P. Tucker),,3,76,81,-5,1705.0
7:35.0, ,81-76,Shooting foul by G. Dieng (drawn by O. Yurtseven),,3,76,81,-5,1705.0
7:35.0, ,81-76,O. Yurtseven misses free throw 1 of 1,,3,76,81,-5,1705.0
7:34.0, ,81-76,Offensive rebound by Team,,3,76,81,-5,1706.0
7:34.0,O. Okongwu enters the game for G. Dieng,81-76, ,,3,76,81,-5,1706.0
7:19.0, ,81-78,K. Lowry makes 2-pt jump shot from 16 ft (assist by J. Butler),,3,78,81,-3,1721.0
7:03.0,D. Hunter makes 2-pt jump shot from 15 ft (assist by T. Young),83-78, ,,3,78,83,-5,1737.0
6:38.0, ,83-78,O. Yurtseven misses 2-pt hook shot from 6 ft,,3,78,83,-5,1762.0
6:34.0,Defensive rebound by B. Bogdanović,83-78, ,,3,78,83,-5,1766.0
6:30.0,J. Collins makes 3-pt jump shot from 28 ft (assist by B. Bogdanović),86-78, ,,3,78,86,-8,1770.0
6:16.0, ,86-78,Shooting foul by T. Young (drawn by J. Butler),,3,78,86,-8,1784.0
6:16.0, ,86-78,Miami full timeout,,3,78,86,-8,1784.0
6:16.0, ,86-78,T. Herro enters the game for K. Lowry,,3,78,86,-8,1784.0
6:16.0, ,86-79,J. Butler makes free throw 1 of 2,,3,79,86,-7,1784.0
6:16.0, ,86-80,J. Butler makes free throw 2 of 2,,3,80,86,-6,1784.0
6:01.0,D. Hunter misses 2-pt layup from 4 ft,86-80, ,,3,80,86,-6,1799.0
6:01.0,Offensive rebound by Team,86-80, ,,3,80,86,-6,1799.0
6:01.0, ,86-80,Loose ball foul by P. Tucker (drawn by D. Hunter),,3,80,86,-6,1799.0
5:52.0,T. Young misses 3-pt jump shot from 27 ft,86-80, ,,3,80,86,-6,1808.0
5:49.0, ,86-80,Defensive rebound by M. Strus,,3,80,86,-6,1811.0
5:42.0, ,86-80,J. Butler misses 2-pt layup from 2 ft,,3,80,86,-6,1818.0
5:36.0, ,86-80,Offensive rebound by O. Yurtseven,,3,80,86,-6,1824.0
5:36.0, ,86-80,O. Yurtseven misses 2-pt layup at rim,,3,80,86,-6,1824.0
5:35.0,Defensive rebound by J. Collins,86-80, ,,3,80,86,-6,1825.0
5:23.0,Offensive foul by J. Collins (drawn by M. Strus),86-80, ,,3,80,86,-6,1837.0
5:23.0,Turnover by J. Collins (offensive foul),86-80, ,,3,80,86,-6,1837.0
5:23.0,Instant Replay (Request: Ruling Stands),86-80, ,,3,80,86,-6,1837.0
5:23.0,D. Gallinari enters the game for J. Collins,86-80, ,,3,80,86,-6,1837.0
5:23.0, ,86-80,D. Robinson enters the game for M. Strus,,3,80,86,-6,1837.0
5:02.0, ,86-83,T. Herro makes 3-pt jump shot from 23 ft (assist by O. Yurtseven),,3,83,86,-3,1858.0
4:43.0,B. Bogdanović makes 3-pt jump shot from 27 ft,89-83, ,,3,83,89,-6,1877.0
4:18.0, ,89-83,Offensive foul by J. Butler (drawn by D. Hunter),,3,83,89,-6,1902.0
4:18.0, ,89-83,Turnover by J. Butler (offensive foul),,3,83,89,-6,1902.0
4:18.0,K. Huerter enters the game for B. Bogdanović,89-83, ,,3,83,89,-6,1902.0
4:08.0,Personal foul by D. Robinson (drawn by D. Hunter),89-83, ,,3,83,89,-6,1912.0
4:08.0,D. Hunter makes free throw 1 of 2,90-83, ,,3,83,90,-7,1912.0
4:08.0,D. Hunter misses free throw 2 of 2,90-83, ,,3,83,90,-7,1912.0
4:05.0, ,90-83,Defensive rebound by O. Yurtseven,,3,83,90,-7,1915.0
3:52.0, ,90-83,T. Herro misses 3-pt jump shot from 28 ft,,3,83,90,-7,1928.0
3:49.0,Defensive rebound by O. Okongwu,90-83, ,,3,83,90,-7,1931.0
3:34.0,D. Gallinari misses 3-pt jump shot from 27 ft,90-83, ,,3,83,90,-7,1946.0
3:28.0, ,90-83,Defensive rebound by O. Yurtseven,,3,83,90,-7,1952.0
