Time,Toronto,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
3:25.0,Defensive rebound by P. Achiuwa,68-69, ,,3,69,68,1,1955.0
3:21.0,C. Boucher misses 3-pt jump shot from 26 ft,68-69, ,,3,69,68,1,1959.0
3:17.0,Offensive rebound by P. Siakam,68-69, ,,3,69,68,1,1963.0
3:16.0,F. VanVleet makes 3-pt jump shot from 26 ft (assist by P. Siakam),71-69, ,Lead change,3,69,71,-2,1964.0
2:55.0, ,71-69,Shooting foul by S. Barnes (drawn by J. Butler),,3,69,71,-2,1985.0
2:55.0,Toronto full timeout,71-69, ,,3,69,71,-2,1985.0
2:55.0,O. Anunoby enters the game for P. Achiuwa,71-69, ,,3,69,71,-2,1985.0
2:55.0,J. Champagnie enters the game for P. Siakam,71-69, ,,3,69,71,-2,1985.0
2:55.0, ,71-70,J. Butler makes free throw 1 of 2,,3,70,71,-1,1985.0
2:55.0, ,71-71,J. Butler makes free throw 2 of 2,Tie,3,71,71,0,1985.0
2:38.0,O. Anunoby misses 2-pt layup from 2 ft (block by D. Dedmon),71-71, ,,3,71,71,0,2002.0
2:35.0, ,71-71,Defensive rebound by D. Dedmon,,3,71,71,0,2005.0
2:23.0, ,71-71,T. Herro misses 2-pt jump shot from 19 ft,,3,71,71,0,2017.0
2:19.0, ,71-71,Offensive rebound by D. Dedmon,,3,71,71,0,2021.0
2:18.0, ,71-73,D. Dedmon makes 2-pt layup from 1 ft,Lead change,3,73,71,2,2022.0
2:11.0,Shooting foul by D. Dedmon (drawn by C. Boucher),71-73, ,,3,73,71,2,2029.0
2:11.0,C. Boucher makes free throw 1 of 2,72-73, ,,3,73,72,1,2029.0
2:11.0,C. Boucher makes free throw 2 of 2,73-73, ,Tie,3,73,73,0,2029.0
1:58.0, ,73-73,M. Strus misses 2-pt jump shot from 8 ft,,3,73,73,0,2042.0
1:54.0,Defensive rebound by F. VanVleet,73-73, ,,3,73,73,0,2046.0
1:39.0,Turnover by S. Barnes (lost ball; steal by M. Strus),73-73, ,,3,73,73,0,2061.0
1:21.0, ,73-75,T. Herro makes 2-pt layup from 7 ft (assist by J. Butler),,3,75,73,2,2079.0
1:08.0,Personal foul by M. Strus (drawn by C. Boucher),73-75, ,,3,75,73,2,2092.0
1:08.0,C. Boucher makes free throw 1 of 2,74-75, ,,3,75,74,1,2092.0
1:08.0,P. Achiuwa enters the game for O. Anunoby,74-75, ,,3,75,74,1,2092.0
1:08.0, ,74-75,C. Martin enters the game for P. Tucker,,3,75,74,1,2092.0
1:08.0,C. Boucher makes free throw 2 of 2,75-75, ,Tie,3,75,75,0,2092.0
0:55.0, ,75-77,T. Herro makes 2-pt jump shot from 11 ft,,3,77,75,2,2105.0
0:40.0,F. VanVleet misses 3-pt jump shot from 27 ft,75-77, ,,3,77,75,2,2120.0
0:35.0, ,75-77,Defensive rebound by C. Martin,,3,77,75,2,2125.0
0:32.0, ,75-77,C. Martin misses 2-pt jump shot from 8 ft,,3,77,75,2,2128.0
0:29.0, ,75-77,Offensive rebound by J. Butler,,3,77,75,2,2131.0
0:28.0, ,75-80,T. Herro makes 3-pt jump shot from 22 ft (assist by J. Butler),,3,80,75,5,2132.0
0:08.0,Turnover by F. VanVleet (lost ball; steal by C. Martin),75-80, ,,3,80,75,5,2152.0
0:04.0, ,75-80,T. Herro misses 3-pt jump shot from 28 ft,,3,80,75,5,2156.0
0:02.0, ,75-80,Offensive rebound by M. Strus,,3,80,75,5,2158.0
0:01.0, ,75-80,M. Strus misses 3-pt jump shot from 23 ft,,3,80,75,5,2159.0
0:00.0, ,75-80,Offensive rebound by Team,,3,80,75,5,2160.0
0:00.0,End of 3rd quarter,75-80,,,3,80,75,5,2160.0
12:00.0,Start of 4th quarter,75-80,,,4,80,75,5,2160.0
11:36.0, ,75-82,T. Herro makes 2-pt jump shot from 21 ft,,4,82,75,7,2184.0
11:07.0,P. Siakam misses 2-pt jump shot from 18 ft,75-82, ,,4,82,75,7,2213.0
11:06.0,Offensive rebound by Team,75-82, ,,4,82,75,7,2214.0
11:06.0, ,75-82,Loose ball foul by D. Dedmon (drawn by C. Boucher),,4,82,75,7,2214.0
10:54.0,O. Anunoby misses 3-pt jump shot from 23 ft,75-82, ,,4,82,75,7,2226.0
10:49.0, ,75-82,Defensive rebound by D. Dedmon,,4,82,75,7,2231.0
10:46.0, ,75-82,C. Martin misses 2-pt layup from 3 ft (block by P. Siakam),,4,82,75,7,2234.0
10:43.0,Defensive rebound by P. Siakam,75-82, ,,4,82,75,7,2237.0
10:41.0,P. Siakam misses 2-pt layup from 2 ft (block by G. Vincent),75-82, ,,4,82,75,7,2239.0
10:41.0,Offensive rebound by Team,75-82, ,,4,82,75,7,2239.0
10:27.0,S. Barnes misses 3-pt jump shot from 24 ft,75-82, ,,4,82,75,7,2253.0
10:23.0, ,75-82,Defensive rebound by M. Strus,,4,82,75,7,2257.0
10:07.0, ,75-84,G. Vincent makes 2-pt jump shot from 13 ft,,4,84,75,9,2273.0
9:56.0,C. Boucher makes 3-pt jump shot from 26 ft,78-84, ,,4,84,78,6,2284.0
9:40.0, ,78-86,D. Dedmon makes 2-pt hook shot from 3 ft (assist by M. Strus),,4,86,78,8,2300.0
9:27.0,C. Boucher misses 3-pt jump shot from 27 ft,78-86, ,,4,86,78,8,2313.0
9:24.0, ,78-86,Defensive rebound by C. Martin,,4,86,78,8,2316.0
9:13.0, ,78-86,T. Herro misses 2-pt jump shot from 17 ft,,4,86,78,8,2327.0
9:10.0,Defensive rebound by S. Barnes,78-86, ,,4,86,78,8,2330.0
9:09.0,S. Barnes makes 2-pt dunk from 3 ft,80-86, ,,4,86,80,6,2331.0
9:09.0,Shooting foul by C. Martin (drawn by S. Barnes),80-86, ,,4,86,80,6,2331.0
9:09.0,Instant Replay (Request: Stands),80-86, ,,4,86,80,6,2331.0
9:09.0,F. VanVleet enters the game for P. Achiuwa,80-86, ,,4,86,80,6,2331.0
9:09.0,S. Barnes misses free throw 1 of 1,80-86, ,,4,86,80,6,2331.0
9:06.0, ,80-86,Defensive rebound by C. Martin,,4,86,80,6,2334.0
8:53.0, ,80-86,M. Strus misses 3-pt jump shot from 27 ft,,4,86,80,6,2347.0
8:48.0,Defensive rebound by P. Siakam,80-86, ,,4,86,80,6,2352.0
8:44.0,O. Anunoby makes 3-pt jump shot from 24 ft (assist by P. Siakam),83-86, ,,4,86,83,3,2356.0
8:21.0, ,83-89,G. Vincent makes 3-pt jump shot from 27 ft,,4,89,83,6,2379.0
7:53.0,S. Barnes makes 3-pt jump shot from 24 ft (assist by P. Siakam),86-89, ,,4,89,86,3,2407.0
7:32.0, ,86-89,G. Vincent misses 2-pt jump shot from 14 ft,,4,89,86,3,2428.0
7:29.0,Defensive rebound by S. Barnes,86-89, ,,4,89,86,3,2431.0
7:23.0,S. Barnes misses 2-pt jump shot from 6 ft (block by D. Dedmon),86-89, ,,4,89,86,3,2437.0
7:21.0,C. Boucher misses 2-pt layup from 4 ft (block by M. Strus),86-89, ,,4,89,86,3,2439.0
7:20.0,Offensive rebound by C. Boucher,86-89, ,,4,89,86,3,2440.0
7:18.0,C. Boucher misses 2-pt layup from 2 ft (block by G. Vincent),86-89, ,,4,89,86,3,2442.0
7:18.0,Offensive rebound by C. Boucher,86-89, ,,4,89,86,3,2442.0
7:18.0, ,86-89,Defensive rebound by C. Martin,,4,89,86,3,2442.0
7:18.0, ,86-91,C. Martin makes 2-pt dunk from 2 ft,,4,91,86,5,2442.0
7:14.0,Toronto full timeout,86-91, ,,4,91,86,5,2446.0
7:14.0, ,86-91,B. Adebayo enters the game for D. Dedmon,,4,91,86,5,2446.0
6:57.0,O. Anunoby makes 3-pt jump shot from 25 ft (assist by S. Barnes),89-91, ,,4,91,89,2,2463.0
6:39.0, ,89-91,Personal foul by S. Barnes (drawn by B. Adebayo),,4,91,89,2,2481.0
6:39.0, ,89-91,J. Butler enters the game for G. Vincent,,4,91,89,2,2481.0
6:32.0, ,89-93,B. Adebayo makes 2-pt jump shot from 12 ft (assist by J. Butler),,4,93,89,4,2488.0
6:12.0,F. VanVleet misses 3-pt jump shot from 23 ft,89-93, ,,4,93,89,4,2508.0
6:08.0, ,89-93,Defensive rebound by T. Herro,,4,93,89,4,2512.0
6:00.0, ,89-96,M. Strus makes 3-pt jump shot from 23 ft (assist by C. Martin),,4,96,89,7,2520.0
5:41.0,O. Anunoby misses 3-pt jump shot from 23 ft,89-96, ,,4,96,89,7,2539.0
5:37.0, ,89-96,Defensive rebound by T. Herro,,4,96,89,7,2543.0
5:33.0, ,89-98,C. Martin makes 2-pt layup from 2 ft (assist by T. Herro),,4,98,89,9,2547.0
5:33.0, ,89-98,Shooting foul by P. Siakam (drawn by C. Martin),,4,98,89,9,2547.0
5:33.0, ,89-98,C. Martin misses free throw 1 of 1,,4,98,89,9,2547.0
5:30.0,Defensive rebound by P. Siakam,89-98, ,,4,98,89,9,2550.0
5:28.0,Toronto full timeout,89-98, ,,4,98,89,9,2552.0
5:28.0,P. Achiuwa enters the game for S. Barnes,89-98, ,,4,98,89,9,2552.0
5:16.0,Shooting foul by C. Martin (drawn by O. Anunoby),89-98, ,,4,98,89,9,2564.0
5:16.0, ,89-98,Miami full timeout,,4,98,89,9,2564.0
5:16.0, ,89-98,Instant Replay (Challenge: Stands),,4,98,89,9,2564.0
5:16.0,O. Anunoby misses free throw 1 of 2,89-98, ,,4,98,89,9,2564.0
5:16.0,Offensive rebound by Team,89-98, ,,4,98,89,9,2564.0
5:16.0,O. Anunoby makes free throw 2 of 2,90-98, ,,4,98,90,8,2564.0
4:56.0, ,90-98,M. Strus misses 2-pt jump shot from 16 ft,,4,98,90,8,2584.0
4:52.0,Defensive rebound by C. Boucher,90-98, ,,4,98,90,8,2588.0
4:43.0,P. Achiuwa misses 2-pt layup from 7 ft,90-98, ,,4,98,90,8,2597.0
4:39.0,Offensive rebound by P. Achiuwa,90-98, ,,4,98,90,8,2601.0
4:39.0,P. Achiuwa makes 2-pt layup at rim,92-98, ,,4,98,92,6,2601.0
4:25.0, ,92-98,T. Herro misses 3-pt jump shot from 28 ft,,4,98,92,6,2615.0
4:23.0, ,92-98,Offensive rebound by C. Martin,,4,98,92,6,2617.0
4:17.0, ,92-98,J. Butler misses 2-pt jump shot from 7 ft (block by C. Boucher),,4,98,92,6,2623.0
4:16.0, ,92-98,Offensive rebound by B. Adebayo,,4,98,92,6,2624.0
4:13.0, ,92-98,Shooting foul by C. Boucher (drawn by B. Adebayo),,4,98,92,6,2627.0
4:13.0, ,92-98,B. Adebayo misses free throw 1 of 2,,4,98,92,6,2627.0
4:13.0, ,92-98,Offensive rebound by Team,,4,98,92,6,2627.0
4:13.0, ,92-99,B. Adebayo makes free throw 2 of 2,,4,99,92,7,2627.0
4:13.0,S. Barnes enters the game for P. Achiuwa,92-99, ,,4,99,92,7,2627.0
4:13.0, ,92-99,P. Tucker enters the game for C. Martin,,4,99,92,7,2627.0
4:05.0,P. Siakam misses 2-pt jump shot from 19 ft,92-99, ,,4,99,92,7,2635.0
4:03.0, ,92-99,Defensive rebound by M. Strus,,4,99,92,7,2637.0
3:47.0, ,92-99,B. Adebayo misses 2-pt jump shot from 15 ft,,4,99,92,7,2653.0
3:43.0,Defensive rebound by S. Barnes,92-99, ,,4,99,92,7,2657.0
3:25.0,S. Barnes misses 3-pt jump shot from 25 ft,92-99, ,,4,99,92,7,2675.0
3:21.0, ,92-99,Defensive rebound by B. Adebayo,,4,99,92,7,2679.0
3:15.0, ,92-99,Miami full timeout,,4,99,92,7,2685.0
3:06.0, ,92-99,M. Strus misses 3-pt jump shot from 26 ft,,4,99,92,7,2694.0
3:02.0,Defensive rebound by O. Anunoby,92-99, ,,4,99,92,7,2698.0
2:43.0,P. Siakam misses 2-pt jump shot from 11 ft,92-99, ,,4,99,92,7,2717.0
2:42.0,Offensive rebound by C. Boucher,92-99, ,,4,99,92,7,2718.0
2:40.0,C. Boucher makes 2-pt layup from 9 ft,94-99, ,,4,99,94,5,2720.0
2:18.0, ,94-99,M. Strus misses 3-pt jump shot from 27 ft,,4,99,94,5,2742.0
2:16.0,Defensive rebound by Team,94-99, ,,4,99,94,5,2744.0
2:03.0,O. Anunoby misses 2-pt jump shot from 5 ft,94-99, ,,4,99,94,5,2757.0
1:57.0, ,94-99,Defensive rebound by B. Adebayo,,4,99,94,5,2763.0
1:51.0, ,94-99,Turnover by J. Butler (lost ball; steal by F. VanVleet),,4,99,94,5,2769.0
1:48.0,P. Siakam makes 2-pt dunk from 2 ft (assist by F. VanVleet),96-99, ,,4,99,96,3,2772.0
1:26.0, ,96-99,Personal foul by P. Siakam (drawn by B. Adebayo),,4,99,96,3,2794.0
1:26.0,Toronto full timeout,96-99, ,,4,99,96,3,2794.0
1:26.0,Instant Replay (Challenge: Stands),96-99, ,,4,99,96,3,2794.0
1:26.0, ,96-99,G. Vincent enters the game for M. Strus,,4,99,96,3,2794.0
1:12.0, ,96-99,J. Butler misses 2-pt jump shot from 16 ft,,4,99,96,3,2808.0
1:08.0, ,96-99,Offensive rebound by B. Adebayo,,4,99,96,3,2812.0
0:58.0, ,96-99,T. Herro misses 2-pt jump shot from 10 ft (block by O. Anunoby),,4,99,96,3,2822.0
0:54.0,Defensive rebound by P. Siakam,96-99, ,,4,99,96,3,2826.0
0:54.0,Personal foul by G. Vincent (drawn by S. Barnes),96-99, ,,4,99,96,3,2826.0
0:38.0,Jump ball: G. Vincent vs. O. Anunoby (F. VanVleet gains possession),96-99,,,4,99,96,3,2842.0
0:38.0,Turnover by O. Anunoby (lost ball; steal by G. Vincent),96-99, ,,4,99,96,3,2842.0
0:20.0, ,96-102,P. Tucker makes 3-pt jump shot from 23 ft (assist by J. Butler),,4,102,96,6,2860.0
0:19.0,Toronto full timeout,96-102, ,,4,102,96,6,2861.0
0:14.0,F. VanVleet makes 3-pt jump shot from 29 ft (assist by O. Anunoby),99-102, ,,4,102,99,3,2866.0
0:08.0, ,99-102,Personal take foul by O. Anunoby (drawn by B. Adebayo),,4,102,99,3,2872.0
0:08.0, ,99-103,B. Adebayo makes free throw 1 of 2,,4,103,99,4,2872.0
0:08.0, ,99-104,B. Adebayo makes free throw 2 of 2,,4,104,99,5,2872.0
0:02.0,F. VanVleet misses 3-pt jump shot from 27 ft,99-104, ,,4,104,99,5,2878.0
0:00.0, ,99-104,Defensive rebound by J. Butler,,4,104,99,5,2880.0
0:00.0,End of 4th quarter,99-104,,,4,104,99,5,2880.0
