Time,Orlando,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
2:33.0, ,21-16,Defensive rebound by T. Herro,,1,16,21,-5,567.0
2:33.0, ,21-18,J. Butler makes 2-pt dunk from 1 ft (assist by T. Herro),,1,18,21,-3,567.0
2:33.0,Orlando full timeout,21-18, ,,1,18,21,-3,567.0
2:33.0,W. Carter enters the game for G. Harris,21-18, ,,1,18,21,-3,567.0
2:33.0,T. Frazier enters the game for R. Lopez,21-18, ,,1,18,21,-3,567.0
2:33.0, ,21-18,G. Vincent enters the game for J. Butler,,1,18,21,-3,567.0
2:14.0,F. Wagner misses 2-pt layup from 3 ft,21-18, ,,1,18,21,-3,586.0
2:13.0,Offensive rebound by W. Carter,21-18, ,,1,18,21,-3,587.0
2:13.0,Shooting foul by U. Haslem (drawn by W. Carter),21-18, ,,1,18,21,-3,587.0
2:13.0,W. Carter misses free throw 1 of 2,21-18, ,,1,18,21,-3,587.0
2:13.0,Offensive rebound by Team,21-18, ,,1,18,21,-3,587.0
2:13.0,W. Carter makes free throw 2 of 2,22-18, ,,1,18,22,-4,587.0
2:02.0, ,22-18,Turnover by G. Vincent (bad pass; steal by R. Hampton),,1,18,22,-4,598.0
1:57.0,R. Hampton makes 2-pt dunk from 2 ft,24-18, ,,1,18,24,-6,603.0
1:45.0, ,24-20,U. Haslem makes 2-pt layup from 1 ft (assist by G. Vincent),,1,20,24,-4,615.0
1:34.0,Turnover by W. Carter (traveling),24-20, ,,1,20,24,-4,626.0
1:34.0,H. Gravett enters the game for F. Wagner,24-20, ,,1,20,24,-4,626.0
1:34.0, ,24-20,M. Garrett enters the game for M. Strus,,1,20,24,-4,626.0
1:21.0, ,24-22,U. Haslem makes 2-pt layup from 1 ft (assist by T. Herro),,1,22,24,-2,639.0
1:01.0,W. Carter misses 3-pt jump shot from 26 ft,24-22, ,,1,22,24,-2,659.0
0:59.0, ,24-22,Defensive rebound by M. Garrett,,1,22,24,-2,661.0
0:43.0, ,24-22,T. Herro misses 2-pt jump shot from 6 ft,,1,22,24,-2,677.0
0:41.0,Defensive rebound by W. Carter,24-22, ,,1,22,24,-2,679.0
0:35.0,R. Hampton misses 3-pt jump shot from 27 ft,24-22, ,,1,22,24,-2,685.0
0:32.0,Offensive rebound by W. Carter,24-22, ,,1,22,24,-2,688.0
0:23.0,Turnover by T. Frazier (bad pass),24-22, ,,1,22,24,-2,697.0
0:01.0, ,24-22,U. Haslem misses 2-pt layup from 3 ft (block by H. Gravett),,1,22,24,-2,719.0
0:01.0, ,24-22,Offensive rebound by Team,,1,22,24,-2,719.0
0:00.0,Jump ball: U. Haslem vs. H. Gravett (R. Hampton gains possession),24-22,,,1,22,24,-2,720.0
0:00.0,End of 1st quarter,24-22,,,1,22,24,-2,720.0
12:00.0,Start of 2nd quarter,24-22,,,2,22,24,-2,720.0
11:51.0, ,24-22,Personal foul by T. Frazier (drawn by G. Vincent),,2,22,24,-2,729.0
11:39.0, ,24-22,M. Garrett misses 3-pt jump shot from 23 ft,,2,22,24,-2,741.0
11:37.0, ,24-22,Offensive rebound by U. Haslem,,2,22,24,-2,743.0
11:36.0, ,24-22,Turnover by Team (shot clock),,2,22,24,-2,744.0
11:26.0, ,24-22,Loose ball foul by U. Haslem (drawn by W. Carter),,2,22,24,-2,754.0
11:14.0,Turnover by W. Carter (out of bounds lost ball),24-22, ,,2,22,24,-2,766.0
11:02.0, ,24-24,U. Haslem makes 2-pt layup from 1 ft (assist by T. Herro),Tie,2,24,24,0,778.0
10:46.0,H. Gravett makes 3-pt jump shot from 25 ft (assist by R. Hampton),27-24, ,,2,24,27,-3,794.0
10:32.0, ,27-24,Offensive foul by C. Martin (drawn by A. Ford),,2,24,27,-3,808.0
10:32.0, ,27-24,Turnover by C. Martin (offensive foul),,2,24,27,-3,808.0
10:08.0,H. Gravett misses 3-pt jump shot from 26 ft,27-24, ,,2,24,27,-3,832.0
10:08.0,Offensive rebound by Team,27-24, ,,2,24,27,-3,832.0
10:08.0,Turnover by Team (shot clock),27-24, ,,2,24,27,-3,832.0
10:08.0, ,27-24,O. Yurtseven enters the game for U. Haslem,,2,24,27,-3,832.0
9:52.0, ,27-24,T. Herro misses 2-pt jump shot from 18 ft,,2,24,27,-3,848.0
9:49.0,Defensive rebound by H. Gravett,27-24, ,,2,24,27,-3,851.0
9:40.0,T. Frazier misses 3-pt jump shot from 24 ft,27-24, ,,2,24,27,-3,860.0
9:36.0, ,27-24,Defensive rebound by O. Yurtseven,,2,24,27,-3,864.0
9:15.0, ,27-24,G. Vincent misses 3-pt jump shot from 25 ft,,2,24,27,-3,885.0
9:12.0, ,27-24,Offensive rebound by O. Yurtseven,,2,24,27,-3,888.0
9:05.0, ,27-24,G. Vincent misses 2-pt layup from 3 ft,,2,24,27,-3,895.0
9:03.0,Defensive rebound by W. Carter,27-24, ,,2,24,27,-3,897.0
8:55.0,Turnover by H. Gravett (bad pass; steal by T. Herro),27-24, ,,2,24,27,-3,905.0
8:47.0, ,27-26,O. Yurtseven makes 2-pt layup from 1 ft (assist by T. Herro),,2,26,27,-1,913.0
8:20.0,A. Ford misses 3-pt jump shot from 25 ft,27-26, ,,2,26,27,-1,940.0
8:18.0, ,27-26,Defensive rebound by G. Vincent,,2,26,27,-1,942.0
8:08.0, ,27-26,T. Herro misses 3-pt jump shot from 26 ft,,2,26,27,-1,952.0
8:06.0,Defensive rebound by W. Carter,27-26, ,,2,26,27,-1,954.0
7:49.0,Personal foul by T. Herro (drawn by R. Hampton),27-26, ,,2,26,27,-1,971.0
7:49.0, ,27-26,Technical foul by T. Herro,,2,26,27,-1,971.0
7:49.0,Technical foul by R. Hampton,27-26, ,,2,26,27,-1,971.0
7:49.0, ,27-26,J. Butler enters the game for M. Garrett,,2,26,27,-1,971.0
7:49.0, ,27-26,D. Robinson enters the game for G. Vincent,,2,26,27,-1,971.0
7:37.0,Turnover by T. Frazier (bad pass),27-26, ,,2,26,27,-1,983.0
7:29.0, ,27-26,Shooting foul by A. Ford (drawn by J. Butler),,2,26,27,-1,991.0
7:29.0, ,27-27,J. Butler makes free throw 1 of 2,Tie,2,27,27,0,991.0
7:29.0,G. Harris enters the game for A. Ford,27-27, ,,2,27,27,0,991.0
7:29.0,A. Schofield enters the game for T. Frazier,27-27, ,,2,27,27,0,991.0
7:29.0, ,27-28,J. Butler makes free throw 2 of 2,Lead change,2,28,27,1,991.0
7:04.0,R. Hampton misses 2-pt jump shot from 19 ft,27-28, ,,2,28,27,1,1016.0
7:01.0, ,27-28,Defensive rebound by O. Yurtseven,,2,28,27,1,1019.0
6:55.0, ,27-28,C. Martin misses 3-pt jump shot from 26 ft,,2,28,27,1,1025.0
6:51.0,Defensive rebound by W. Carter,27-28, ,,2,28,27,1,1029.0
6:42.0,W. Carter makes 2-pt jump shot from 21 ft (assist by R. Hampton),29-28, ,Lead change,2,28,29,-1,1038.0
6:28.0, ,29-31,C. Martin makes 3-pt jump shot from 25 ft (assist by T. Herro),Lead change,2,31,29,2,1052.0
6:09.0,A. Schofield misses 3-pt jump shot from 27 ft,29-31, ,,2,31,29,2,1071.0
6:06.0, ,29-31,Defensive rebound by O. Yurtseven,,2,31,29,2,1074.0
5:58.0, ,29-33,O. Yurtseven makes 2-pt jump shot from 1 ft (assist by T. Herro),,2,33,29,4,1082.0
5:43.0,H. Gravett misses 3-pt jump shot from 26 ft,29-33, ,,2,33,29,4,1097.0
5:40.0, ,29-33,Defensive rebound by T. Herro,,2,33,29,4,1100.0
5:38.0, ,29-33,Personal foul by W. Carter (drawn by C. Martin),,2,33,29,4,1102.0
5:38.0, ,29-33,Miami full timeout,,2,33,29,4,1102.0
5:38.0,R. Lopez enters the game for W. Carter,29-33, ,,2,33,29,4,1102.0
5:38.0,F. Wagner enters the game for H. Gravett,29-33, ,,2,33,29,4,1102.0
5:33.0, ,29-33,D. Robinson misses 3-pt jump shot from 25 ft,,2,33,29,4,1107.0
5:27.0, ,29-33,Offensive rebound by O. Yurtseven,,2,33,29,4,1113.0
5:27.0, ,29-35,O. Yurtseven makes 2-pt dunk at rim,,2,35,29,6,1113.0
5:14.0,R. Lopez makes 2-pt hook shot from 6 ft,31-35, ,,2,35,31,4,1126.0
5:01.0, ,31-35,Turnover by O. Yurtseven (out of bounds lost ball),,2,35,31,4,1139.0
4:37.0,Turnover by G. Harris (bad pass; steal by J. Butler),31-35, ,,2,35,31,4,1163.0
4:33.0, ,31-37,C. Martin makes 2-pt dunk from 1 ft (assist by J. Butler),,2,37,31,6,1167.0
4:12.0,G. Harris makes 2-pt layup from 2 ft,33-37, ,,2,37,33,4,1188.0
3:48.0, ,33-37,D. Robinson misses 3-pt jump shot from 26 ft,,2,37,33,4,1212.0
3:44.0,Defensive rebound by R. Lopez,33-37, ,,2,37,33,4,1216.0
3:26.0,Turnover by F. Wagner (step out of bounds),33-37, ,,2,37,33,4,1234.0
3:26.0, ,33-37,G. Vincent enters the game for C. Martin,,2,37,33,4,1234.0
3:04.0, ,33-37,J. Butler misses 2-pt jump shot from 6 ft,,2,37,33,4,1256.0
3:03.0, ,33-37,Offensive rebound by O. Yurtseven,,2,37,33,4,1257.0
2:58.0, ,33-37,O. Yurtseven misses 2-pt layup from 2 ft (block by A. Schofield),,2,37,33,4,1262.0
2:55.0, ,33-37,Offensive rebound by D. Robinson,,2,37,33,4,1265.0
2:52.0, ,33-40,D. Robinson makes 3-pt jump shot from 24 ft (assist by G. Vincent),,2,40,33,7,1268.0
2:52.0,Orlando full timeout,33-40, ,,2,40,33,7,1268.0
2:52.0,H. Gravett enters the game for R. Hampton,33-40, ,,2,40,33,7,1268.0
2:52.0, ,33-40,M. Strus enters the game for T. Herro,,2,40,33,7,1268.0
2:38.0,R. Lopez misses 2-pt hook shot from 2 ft,33-40, ,,2,40,33,7,1282.0
2:36.0, ,33-40,Defensive rebound by O. Yurtseven,,2,40,33,7,1284.0
2:25.0, ,33-40,O. Yurtseven misses 2-pt jump shot from 16 ft,,2,40,33,7,1295.0
2:22.0, ,33-40,Offensive rebound by D. Robinson,,2,40,33,7,1298.0
2:21.0, ,33-40,Offensive foul by O. Yurtseven (drawn by G. Harris),,2,40,33,7,1299.0
2:21.0, ,33-40,Turnover by O. Yurtseven (offensive foul),,2,40,33,7,1299.0
2:06.0,A. Schofield makes 2-pt hook shot from 5 ft,35-40, ,,2,40,35,5,1314.0
1:46.0, ,35-40,G. Vincent misses 3-pt jump shot from 24 ft,,2,40,35,5,1334.0
1:41.0,Defensive rebound by A. Schofield,35-40, ,,2,40,35,5,1339.0
1:35.0,Shooting foul by J. Butler (drawn by F. Wagner),35-40, ,,2,40,35,5,1345.0
1:35.0,F. Wagner makes free throw 1 of 2,36-40, ,,2,40,36,4,1345.0
1:35.0,F. Wagner makes free throw 2 of 2,37-40, ,,2,40,37,3,1345.0
1:31.0, ,37-40,Personal foul by G. Harris (drawn by J. Butler),,2,40,37,3,1349.0
1:27.0, ,37-40,D. Robinson misses 3-pt jump shot from 29 ft,,2,40,37,3,1353.0
1:20.0,Defensive rebound by H. Gravett,37-40, ,,2,40,37,3,1360.0
1:08.0,G. Harris makes 2-pt jump shot from 20 ft (assist by R. Lopez),39-40, ,,2,40,39,1,1372.0
0:51.0, ,39-40,M. Strus misses 3-pt jump shot from 25 ft,,2,40,39,1,1389.0
0:49.0, ,39-40,Offensive rebound by J. Butler,,2,40,39,1,1391.0
0:42.0, ,39-40,J. Butler misses 2-pt jump shot from 10 ft,,2,40,39,1,1398.0
0:40.0, ,39-40,Offensive rebound by O. Yurtseven,,2,40,39,1,1400.0
0:39.0, ,39-40,O. Yurtseven misses 2-pt hook shot from 1 ft,,2,40,39,1,1401.0
0:39.0, ,39-40,Offensive rebound by J. Butler,,2,40,39,1,1401.0
0:34.0, ,39-40,J. Butler misses 2-pt layup at rim,,2,40,39,1,1406.0
0:33.0,Defensive rebound by H. Gravett,39-40, ,,2,40,39,1,1407.0
0:31.0,H. Gravett misses 3-pt jump shot from 26 ft,39-40, ,,2,40,39,1,1409.0
0:29.0, ,39-40,Defensive rebound by O. Yurtseven,,2,40,39,1,1411.0
0:21.0, ,39-42,O. Yurtseven makes 2-pt hook shot from 4 ft (assist by G. Vincent),,2,42,39,3,1419.0
0:02.0,R. Lopez misses 3-pt jump shot from 26 ft,39-42, ,,2,42,39,3,1438.0
0:00.0,Offensive rebound by Team,39-42, ,,2,42,39,3,1440.0
0:00.0,End of 2nd quarter,39-42,,,2,42,39,3,1440.0
12:00.0,Start of 3rd quarter,39-42,,,3,42,39,3,1440.0
11:37.0, ,39-42,D. Robinson misses 2-pt layup from 2 ft,,3,42,39,3,1463.0
11:33.0,Defensive rebound by W. Carter,39-42, ,,3,42,39,3,1467.0
11:28.0,F. Wagner misses 2-pt layup from 3 ft,39-42, ,,3,42,39,3,1472.0
11:25.0, ,39-42,Defensive rebound by J. Butler,,3,42,39,3,1475.0
11:21.0, ,39-45,M. Strus makes 3-pt jump shot from 24 ft (assist by G. Vincent),,3,45,39,6,1479.0
11:04.0,W. Carter misses 2-pt jump shot from 21 ft,39-45, ,,3,45,39,6,1496.0
11:00.0, ,39-45,Defensive rebound by J. Butler,,3,45,39,6,1500.0
10:55.0, ,39-47,O. Yurtseven makes 2-pt dunk from 1 ft (assist by G. Vincent),,3,47,39,8,1505.0
10:55.0, ,39-47,Shooting foul by G. Harris (drawn by O. Yurtseven),,3,47,39,8,1505.0
10:55.0,Orlando full timeout,39-47, ,,3,47,39,8,1505.0
10:55.0, ,39-47,O. Yurtseven misses free throw 1 of 1,,3,47,39,8,1505.0
10:53.0,Defensive rebound by A. Schofield,39-47, ,,3,47,39,8,1507.0
10:36.0,G. Harris misses 3-pt jump shot from 25 ft,39-47, ,,3,47,39,8,1524.0
10:32.0, ,39-47,Defensive rebound by M. Strus,,3,47,39,8,1528.0
10:17.0, ,39-50,D. Robinson makes 3-pt jump shot from 24 ft (assist by G. Vincent),,3,50,39,11,1543.0
9:49.0,A. Schofield misses 3-pt jump shot from 24 ft,39-50, ,,3,50,39,11,1571.0
9:46.0, ,39-50,Defensive rebound by O. Yurtseven,,3,50,39,11,1574.0
9:29.0, ,39-52,G. Vincent makes 2-pt jump shot from 11 ft (assist by D. Robinson),,3,52,39,13,1591.0
9:14.0,W. Carter makes 2-pt layup from 1 ft,41-52, ,,3,52,41,11,1606.0
9:11.0, ,41-52,Turnover by J. Butler (bad pass; steal by F. Wagner),,3,52,41,11,1609.0
9:05.0,W. Carter makes 3-pt jump shot from 24 ft (assist by A. Schofield),44-52, ,,3,52,44,8,1615.0
8:47.0, ,44-52,M. Strus misses 3-pt jump shot from 27 ft,,3,52,44,8,1633.0
8:44.0, ,44-52,Offensive rebound by J. Butler,,3,52,44,8,1636.0
8:42.0, ,44-54,J. Butler makes 2-pt layup from 1 ft,,3,54,44,10,1638.0
8:30.0,Offensive foul by W. Carter (drawn by J. Butler),44-54, ,,3,54,44,10,1650.0
8:30.0,Turnover by W. Carter (offensive foul),44-54, ,,3,54,44,10,1650.0
8:22.0, ,44-54,Turnover by G. Vincent (lost ball; steal by H. Gravett),,3,54,44,10,1658.0
8:18.0,Shooting foul by M. Strus (drawn by F. Wagner),44-54, ,,3,54,44,10,1662.0
8:18.0,F. Wagner makes free throw 1 of 2,45-54, ,,3,54,45,9,1662.0
8:18.0,F. Wagner makes free throw 2 of 2,46-54, ,,3,54,46,8,1662.0
7:58.0, ,46-57,G. Vincent makes 3-pt jump shot from 24 ft (assist by J. Butler),,3,57,46,11,1682.0
7:44.0,H. Gravett misses 2-pt jump shot from 17 ft,46-57, ,,3,57,46,11,1696.0
7:41.0, ,46-57,Defensive rebound by J. Butler,,3,57,46,11,1699.0
7:37.0, ,46-60,G. Vincent makes 3-pt jump shot from 23 ft (assist by J. Butler),,3,60,46,14,1703.0
7:18.0,F. Wagner makes 2-pt layup from 2 ft,48-60, ,,3,60,48,12,1722.0
7:00.0, ,48-60,O. Yurtseven misses 2-pt jump shot from 6 ft,,3,60,48,12,1740.0
6:58.0, ,48-60,Offensive rebound by J. Butler,,3,60,48,12,1742.0
6:51.0, ,48-63,M. Strus makes 3-pt jump shot from 25 ft (assist by D. Robinson),,3,63,48,15,1749.0
6:50.0,Orlando full timeout,48-63, ,,3,63,48,15,1750.0
6:34.0,A. Schofield misses 3-pt jump shot from 24 ft,48-63, ,,3,63,48,15,1766.0
6:31.0, ,48-63,Defensive rebound by G. Vincent,,3,63,48,15,1769.0
6:22.0, ,48-63,M. Strus misses 3-pt jump shot from 26 ft,,3,63,48,15,1778.0
6:22.0,Defensive rebound by W. Carter,48-63, ,,3,63,48,15,1778.0
6:09.0,A. Schofield makes 2-pt layup from 2 ft (assist by G. Harris),50-63, ,,3,63,50,13,1791.0
5:51.0, ,50-63,O. Yurtseven misses 2-pt jump shot from 14 ft,,3,63,50,13,1809.0
5:49.0, ,50-63,Offensive rebound by J. Butler,,3,63,50,13,1811.0
5:42.0, ,50-63,D. Robinson misses 3-pt jump shot from 26 ft,,3,63,50,13,1818.0
5:38.0,Defensive rebound by H. Gravett,50-63, ,,3,63,50,13,1822.0
5:31.0,W. Carter misses 3-pt jump shot from 26 ft,50-63, ,,3,63,50,13,1829.0
5:29.0, ,50-63,Defensive rebound by D. Robinson,,3,63,50,13,1831.0
5:07.0, ,50-63,Turnover by J. Butler (bad pass; steal by F. Wagner),,3,63,50,13,1853.0
5:07.0,Personal foul by O. Yurtseven (drawn by H. Gravett),50-63, ,,3,63,50,13,1853.0
5:07.0,R. Hampton enters the game for A. Schofield,50-63, ,,3,63,50,13,1853.0
5:07.0, ,50-63,T. Herro enters the game for G. Vincent,,3,63,50,13,1853.0
4:50.0,Turnover by G. Harris (out of bounds lost ball),50-63, ,,3,63,50,13,1870.0
4:27.0, ,50-63,M. Strus misses 3-pt jump shot from 27 ft,,3,63,50,13,1893.0
4:24.0,Defensive rebound by F. Wagner,50-63, ,,3,63,50,13,1896.0
4:21.0,H. Gravett misses 2-pt jump shot from 2 ft,50-63, ,,3,63,50,13,1899.0
4:19.0, ,50-63,Defensive rebound by O. Yurtseven,,3,63,50,13,1901.0
4:13.0, ,50-63,J. Butler misses 2-pt layup from 2 ft,,3,63,50,13,1907.0
4:10.0,Defensive rebound by G. Harris,50-63, ,,3,63,50,13,1910.0
4:05.0,R. Hampton makes 2-pt layup from 1 ft (assist by H. Gravett),52-63, ,,3,63,52,11,1915.0
4:05.0, ,52-63,Miami full timeout,,3,63,52,11,1915.0
4:05.0,F. Gillespie enters the game for W. Carter,52-63, ,,3,63,52,11,1915.0
4:05.0, ,52-63,U. Haslem enters the game for M. Strus,,3,63,52,11,1915.0
4:05.0, ,52-63,C. Martin enters the game for O. Yurtseven,,3,63,52,11,1915.0
3:43.0, ,52-65,U. Haslem makes 2-pt layup from 2 ft (assist by J. Butler),,3,65,52,13,1937.0
3:30.0,F. Wagner misses 2-pt layup from 1 ft,52-65, ,,3,65,52,13,1950.0
3:28.0,Offensive rebound by F. Gillespie,52-65, ,,3,65,52,13,1952.0
3:26.0,F. Gillespie makes 2-pt jump shot from 6 ft,54-65, ,,3,65,54,11,1954.0
3:14.0, ,54-65,Turnover by T. Herro (bad pass),,3,65,54,11,1966.0
2:55.0,Turnover by F. Gillespie (lost ball; steal by U. Haslem),54-65, ,,3,65,54,11,1985.0
2:42.0, ,54-67,C. Martin makes 2-pt layup from 1 ft (assist by T. Herro),,3,67,54,13,1998.0
2:19.0,R. Hampton misses 2-pt layup from 4 ft,54-67, ,,3,67,54,13,2021.0
2:14.0,Offensive rebound by G. Harris,54-67, ,,3,67,54,13,2026.0
2:14.0,G. Harris makes 2-pt dunk at rim,56-67, ,,3,67,56,11,2026.0
2:05.0, ,56-67,T. Herro misses 2-pt jump shot from 10 ft,,3,67,56,11,2035.0
2:03.0,Defensive rebound by H. Gravett,56-67, ,,3,67,56,11,2037.0
2:03.0,Personal take foul by C. Martin (drawn by H. Gravett),56-67, ,,3,67,56,11,2037.0
2:03.0,A. Ford enters the game for H. Gravett,56-67, ,,3,67,56,11,2037.0
2:03.0,T. Frazier enters the game for G. Harris,56-67, ,,3,67,56,11,2037.0
2:03.0, ,56-67,M. Strus enters the game for D. Robinson,,3,67,56,11,2037.0
