Time,Miami,Score,Washington,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
2:05.0,J. Butler misses 2-pt jump shot from 14 ft,69-61, ,,3,69,61,8,2035.0
2:04.0, ,69-61,Defensive rebound by Team,,3,69,61,8,2036.0
2:04.0,C. Martin enters the game for P. Tucker,69-61, ,,3,69,61,8,2036.0
2:04.0, ,69-61,S. Dinwiddie enters the game for R. Neto,,3,69,61,8,2036.0
1:46.0, ,69-63,M. Harrell makes 2-pt jump shot from 2 ft (assist by D. Avdija),,3,69,63,6,2054.0
1:46.0, ,69-63,Shooting foul by M. Strus (drawn by M. Harrell),,3,69,63,6,2054.0
1:46.0, ,69-64,M. Harrell makes free throw 1 of 1,,3,69,64,5,2054.0
1:34.0,T. Herro makes 3-pt jump shot from 26 ft,72-64, ,,3,72,64,8,2066.0
1:08.0, ,72-64,M. Harrell misses 2-pt layup from 2 ft,,3,72,64,8,2092.0
1:06.0, ,72-64,Offensive rebound by M. Harrell,,3,72,64,8,2094.0
1:05.0, ,72-66,M. Harrell makes 2-pt layup from 3 ft,,3,72,66,6,2095.0
1:00.0,J. Butler misses 2-pt jump shot from 5 ft,72-66, ,,3,72,66,6,2100.0
1:00.0, ,72-66,Defensive rebound by D. Avdija,,3,72,66,6,2100.0
0:45.0, ,72-68,B. Beal makes 2-pt layup from 2 ft (assist by M. Harrell),,3,72,68,4,2115.0
0:37.0,T. Herro makes 3-pt jump shot from 28 ft,75-68, ,,3,75,68,7,2123.0
0:31.0, ,75-68,B. Beal misses 3-pt jump shot from 29 ft,,3,75,68,7,2129.0
0:28.0,Defensive rebound by T. Herro,75-68, ,,3,75,68,7,2132.0
0:05.0,J. Butler misses 2-pt jump shot from 11 ft,75-68, ,,3,75,68,7,2155.0
0:02.0, ,75-68,Defensive rebound by M. Harrell,,3,75,68,7,2158.0
0:00.0, ,75-68,Shooting foul by D. Dedmon (drawn by B. Beal),,3,75,68,7,2160.0
0:00.0, ,75-68,Instant Replay (Request: Stands),,3,75,68,7,2160.0
0:00.0, ,75-69,B. Beal makes free throw 1 of 3,,3,75,69,6,2160.0
0:00.0, ,75-70,B. Beal makes free throw 2 of 3,,3,75,70,5,2160.0
0:00.0, ,75-71,B. Beal makes free throw 3 of 3,,3,75,71,4,2160.0
0:00.0,End of 3rd quarter,75-71,,,3,75,71,4,2160.0
12:00.0,Start of 4th quarter,75-71,,,4,75,71,4,2160.0
11:39.0,T. Herro misses 3-pt jump shot from 26 ft,75-71, ,,4,75,71,4,2181.0
11:36.0, ,75-71,Defensive rebound by A. Holiday,,4,75,71,4,2184.0
11:32.0, ,75-71,Turnover by A. Holiday (dbl dribble),,4,75,71,4,2188.0
11:21.0,B. Adebayo makes 2-pt jump shot from 5 ft (assist by K. Lowry),77-71, ,,4,77,71,6,2199.0
11:09.0, ,77-71,Personal foul by K. Lowry (drawn by M. Harrell),,4,77,71,6,2211.0
10:59.0, ,77-73,A. Holiday makes 2-pt hook shot from 7 ft,,4,77,73,4,2221.0
10:47.0,Turnover by K. Lowry (lost ball; steal by A. Holiday),77-73, ,,4,77,73,4,2233.0
10:43.0, ,77-75,A. Holiday makes 2-pt layup from 4 ft (assist by D. Avdija),,4,77,75,2,2237.0
10:22.0,T. Herro makes 2-pt jump shot from 16 ft (assist by B. Adebayo),79-75, ,,4,79,75,4,2258.0
10:03.0, ,79-77,S. Dinwiddie makes 2-pt jump shot from 7 ft,,4,79,77,2,2277.0
9:45.0,K. Lowry makes 2-pt jump shot from 21 ft,81-77, ,,4,81,77,4,2295.0
9:29.0, ,81-77,Personal foul by K. Lowry (drawn by S. Dinwiddie),,4,81,77,4,2311.0
9:29.0, ,81-77,D. Gafford enters the game for M. Harrell,,4,81,77,4,2311.0
9:24.0, ,81-77,Personal foul by B. Adebayo (drawn by S. Dinwiddie),,4,81,77,4,2316.0
9:24.0,P. Tucker enters the game for B. Adebayo,81-77, ,,4,81,77,4,2316.0
9:10.0, ,81-77,Offensive foul by D. Gafford (drawn by K. Lowry),,4,81,77,4,2330.0
9:10.0, ,81-77,Turnover by D. Gafford (offensive foul),,4,81,77,4,2330.0
9:10.0, ,81-77,Instant Replay (Request: Ruling Stands),,4,81,77,4,2330.0
8:56.0,P. Tucker makes 2-pt jump shot from 7 ft (assist by K. Lowry),83-77, ,,4,83,77,6,2344.0
8:30.0, ,83-79,D. Avdija makes 2-pt jump shot from 7 ft (assist by S. Dinwiddie),,4,83,79,4,2370.0
8:21.0,T. Herro makes 2-pt jump shot from 18 ft,85-79, ,,4,85,79,6,2379.0
8:04.0, ,85-79,A. Holiday misses 3-pt jump shot from 23 ft,,4,85,79,6,2396.0
8:01.0,Defensive rebound by M. Strus,85-79, ,,4,85,79,6,2399.0
7:53.0,C. Martin misses 2-pt layup from 3 ft,85-79, ,,4,85,79,6,2407.0
7:53.0, ,85-79,Defensive rebound by Team,,4,85,79,6,2407.0
7:53.0,J. Butler enters the game for C. Martin,85-79, ,,4,85,79,6,2407.0
7:53.0, ,85-79,B. Beal enters the game for S. Dinwiddie,,4,85,79,6,2407.0
7:53.0, ,85-79,R. Neto enters the game for C. Kispert,,4,85,79,6,2407.0
7:43.0, ,85-79,Personal foul by P. Tucker (drawn by B. Beal),,4,85,79,6,2417.0
7:34.0, ,85-81,D. Gafford makes 2-pt layup from 4 ft (assist by D. Avdija),,4,85,81,4,2426.0
7:12.0,J. Butler makes 2-pt jump shot from 14 ft,87-81, ,,4,87,81,6,2448.0
6:44.0, ,87-81,B. Beal misses 3-pt jump shot from 24 ft,,4,87,81,6,2476.0
6:42.0,Defensive rebound by P. Tucker,87-81, ,,4,87,81,6,2478.0
6:36.0,Personal foul by B. Beal (drawn by J. Butler),87-81, ,,4,87,81,6,2484.0
6:36.0, ,87-81,Washington full timeout,,4,87,81,6,2484.0
6:36.0, ,87-81,K. Caldwell-Pope enters the game for D. Avdija,,4,87,81,6,2484.0
6:36.0, ,87-81,K. Kuzma enters the game for A. Holiday,,4,87,81,6,2484.0
6:25.0,J. Butler makes 2-pt jump shot from 17 ft (assist by P. Tucker),89-81, ,,4,89,81,8,2495.0
6:04.0, ,89-84,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by B. Beal),,4,89,84,5,2516.0
5:47.0,T. Herro makes 2-pt jump shot from 19 ft (assist by P. Tucker),91-84, ,,4,91,84,7,2533.0
5:21.0, ,91-84,Turnover by B. Beal (bad pass; steal by T. Herro),,4,91,84,7,2559.0
5:05.0,Shooting foul by K. Kuzma (drawn by J. Butler),91-84, ,,4,91,84,7,2575.0
5:05.0,J. Butler misses free throw 1 of 2,91-84, ,,4,91,84,7,2575.0
5:05.0,Offensive rebound by Team,91-84, ,,4,91,84,7,2575.0
5:05.0, ,91-84,S. Dinwiddie enters the game for D. Gafford,,4,91,84,7,2575.0
5:05.0, ,91-84,M. Harrell enters the game for R. Neto,,4,91,84,7,2575.0
5:05.0,J. Butler makes free throw 2 of 2,92-84, ,,4,92,84,8,2575.0
4:56.0, ,92-84,Turnover by B. Beal (step out of bounds),,4,92,84,8,2584.0
4:42.0,J. Butler makes 2-pt jump shot from 10 ft,94-84, ,,4,94,84,10,2598.0
4:17.0, ,94-87,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by M. Harrell),,4,94,87,7,2623.0
4:17.0, ,94-87,Shooting foul by M. Strus (drawn by K. Caldwell-Pope),,4,94,87,7,2623.0
4:17.0, ,94-88,K. Caldwell-Pope makes free throw 1 of 1,,4,94,88,6,2623.0
3:58.0,P. Tucker makes 2-pt hook shot from 6 ft (assist by J. Butler),96-88, ,,4,96,88,8,2642.0
3:43.0, ,96-90,S. Dinwiddie makes 2-pt jump shot from 8 ft,,4,96,90,6,2657.0
3:43.0,Miami full timeout,96-90, ,,4,96,90,6,2657.0
3:43.0,B. Adebayo enters the game for M. Strus,96-90, ,,4,96,90,6,2657.0
3:33.0,K. Lowry misses 2-pt jump shot from 13 ft,96-90, ,,4,96,90,6,2667.0
3:30.0, ,96-90,Defensive rebound by M. Harrell,,4,96,90,6,2670.0
3:11.0, ,96-93,S. Dinwiddie makes 3-pt jump shot from 26 ft (assist by K. Kuzma),,4,96,93,3,2689.0
2:57.0,Offensive foul by J. Butler (drawn by B. Beal),96-93, ,,4,96,93,3,2703.0
2:57.0,Turnover by J. Butler (offensive foul),96-93, ,,4,96,93,3,2703.0
2:43.0, ,96-93,Turnover by B. Beal (lost ball; steal by T. Herro),,4,96,93,3,2717.0
2:29.0,K. Lowry misses 3-pt jump shot from 27 ft,96-93, ,,4,96,93,3,2731.0
2:25.0, ,96-93,Defensive rebound by B. Beal,,4,96,93,3,2735.0
2:15.0, ,96-96,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by B. Beal),Tie,4,96,96,0,2745.0
1:59.0,B. Adebayo misses 2-pt jump shot from 5 ft,96-96, ,,4,96,96,0,2761.0
1:56.0, ,96-96,Defensive rebound by K. Kuzma,,4,96,96,0,2764.0
1:43.0, ,96-99,S. Dinwiddie makes 3-pt jump shot from 28 ft (assist by B. Beal),Lead change,4,96,99,-3,2777.0
1:19.0,Turnover by Team (shot clock),96-99, ,,4,96,99,-3,2801.0
0:55.0, ,96-99,K. Kuzma misses 3-pt jump shot from 23 ft,,4,96,99,-3,2825.0
0:52.0, ,96-99,Offensive rebound by B. Beal,,4,96,99,-3,2828.0
0:42.0, ,96-99,B. Beal misses 3-pt jump shot from 26 ft,,4,96,99,-3,2838.0
0:39.0,Defensive rebound by K. Lowry,96-99, ,,4,96,99,-3,2841.0
0:34.0,Shooting foul by K. Kuzma (drawn by B. Adebayo),96-99, ,,4,96,99,-3,2846.0
0:34.0,B. Adebayo makes free throw 1 of 2,97-99, ,,4,97,99,-2,2846.0
0:34.0,B. Adebayo makes free throw 2 of 2,98-99, ,,4,98,99,-1,2846.0
0:34.0, ,98-99,Washington full timeout,,4,98,99,-1,2846.0
0:34.0, ,98-99,Personal foul by K. Lowry (drawn by K. Kuzma),,4,98,99,-1,2846.0
0:34.0, ,98-100,K. Kuzma makes free throw 1 of 2,,4,98,100,-2,2846.0
0:34.0, ,98-101,K. Kuzma makes free throw 2 of 2,,4,98,101,-3,2846.0
0:34.0,Miami full timeout,98-101, ,,4,98,101,-3,2846.0
0:26.0,Shooting foul by B. Beal (drawn by J. Butler),98-101, ,,4,98,101,-3,2854.0
0:26.0,J. Butler makes free throw 1 of 2,99-101, ,,4,99,101,-2,2854.0
0:26.0,J. Butler makes free throw 2 of 2,100-101, ,,4,100,101,-1,2854.0
0:23.0, ,100-101,Washington full timeout,,4,100,101,-1,2857.0
0:23.0,C. Martin enters the game for T. Herro,100-101, ,,4,100,101,-1,2857.0
0:23.0, ,100-101,R. Neto enters the game for M. Harrell,,4,100,101,-1,2857.0
0:12.0, ,100-101,Personal foul by P. Tucker (drawn by K. Kuzma),,4,100,101,-1,2868.0
0:12.0, ,100-102,K. Kuzma makes free throw 1 of 2,,4,100,102,-2,2868.0
0:12.0,T. Herro enters the game for C. Martin,100-102, ,,4,100,102,-2,2868.0
0:12.0, ,100-102,M. Harrell enters the game for R. Neto,,4,100,102,-2,2868.0
0:12.0, ,100-103,K. Kuzma makes free throw 2 of 2,,4,100,103,-3,2868.0
0:12.0,Miami full timeout,100-103, ,,4,100,103,-3,2868.0
0:01.0,J. Butler misses 3-pt jump shot from 28 ft,100-103, ,,4,100,103,-3,2879.0
0:01.0, ,100-103,Defensive rebound by K. Kuzma,,4,100,103,-3,2879.0
0:00.0, ,100-103,Instant Replay (Request: Ruling Stands),,4,100,103,-3,2880.0
0:00.0, ,100-103,Personal foul by P. Tucker (drawn by K. Kuzma),,4,100,103,-3,2880.0
0:00.0, ,100-103,K. Kuzma misses free throw 1 of 2,,4,100,103,-3,2880.0
0:00.0, ,100-103,Offensive rebound by Team,,4,100,103,-3,2880.0
0:00.0, ,100-103,K. Kuzma misses free throw 2 of 2,,4,100,103,-3,2880.0
0:00.0,Defensive rebound by B. Adebayo,100-103, ,,4,100,103,-3,2880.0
0:00.0,B. Adebayo misses 3-pt jump shot from 80 ft,100-103, ,,4,100,103,-3,2880.0
0:00.0,Offensive rebound by Team,100-103, ,,4,100,103,-3,2880.0
0:00.0,End of 4th quarter,100-103,,,4,100,103,-3,2880.0
