Time,Oklahoma City,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
2:03.0,Personal take foul by M. Strus (drawn by A. Pokusevski),103-118, ,,4,118,103,15,2757.0
2:03.0, ,103-118,U. Haslem enters the game for M. Strus,,4,118,103,15,2757.0
1:56.0,A. Pokusevski misses 3-pt jump shot from 27 ft,103-118, ,,4,118,103,15,2764.0
1:50.0, ,103-118,Defensive rebound by K. Guy,,4,118,103,15,2770.0
1:41.0, ,103-118,J. Smart misses 2-pt jump shot from 6 ft,,4,118,103,15,2779.0
1:41.0, ,103-118,Offensive rebound by K. Guy,,4,118,103,15,2779.0
1:36.0, ,103-118,K. Guy misses 3-pt jump shot from 28 ft,,4,118,103,15,2784.0
1:36.0,Defensive rebound by A. Pokusevski,103-118, ,,4,118,103,15,2784.0
1:19.0,L. Waters misses 2-pt jump shot from 12 ft,103-118, ,,4,118,103,15,2801.0
1:15.0, ,103-118,Defensive rebound by H. Highsmith,,4,118,103,15,2805.0
1:13.0, ,103-118,J. Smart misses 3-pt jump shot from 26 ft,,4,118,103,15,2807.0
1:09.0, ,103-118,Offensive rebound by O. Yurtseven,,4,118,103,15,2811.0
1:00.0, ,103-118,K. Guy misses 3-pt jump shot from 27 ft,,4,118,103,15,2820.0
0:57.0,Defensive rebound by T. Maledon,103-118, ,,4,118,103,15,2823.0
0:50.0,L. Waters makes 3-pt jump shot from 27 ft (assist by I. Roby),106-118, ,,4,118,106,12,2830.0
0:31.0, ,106-120,U. Haslem makes 2-pt jump shot from 18 ft (assist by H. Highsmith),,4,120,106,14,2849.0
0:22.0,T. Maledon makes 2-pt jump shot from 13 ft,108-120, ,,4,120,108,12,2858.0
0:22.0,Shooting foul by H. Highsmith (drawn by T. Maledon),108-120, ,,4,120,108,12,2858.0
0:22.0,T. Maledon misses free throw 1 of 1,108-120, ,,4,120,108,12,2858.0
0:20.0, ,108-120,Defensive rebound by O. Yurtseven,,4,120,108,12,2860.0
0:00.0,End of 4th quarter,108-120,,,4,120,108,12,2880.0
