Time,Miami,Score,Boston,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
4:12.0,K. Lowry makes 3-pt jump shot from 28 ft (assist by T. Herro),72-74, ,,3,72,74,-2,1908.0
3:49.0, ,72-74,D. White misses 3-pt jump shot from 22 ft,,3,72,74,-2,1931.0
3:46.0, ,72-74,Offensive rebound by A. Horford,,3,72,74,-2,1934.0
3:41.0, ,72-74,G. Williams misses 2-pt layup from 2 ft,,3,72,74,-2,1939.0
3:37.0,Defensive rebound by M. Strus,72-74, ,,3,72,74,-2,1943.0
3:23.0,T. Herro makes 2-pt jump shot from 20 ft,74-74, ,Tie,3,74,74,0,1957.0
3:06.0, ,74-74,M. Smart misses 3-pt jump shot from 25 ft,,3,74,74,0,1974.0
3:03.0,Defensive rebound by D. Dedmon,74-74, ,,3,74,74,0,1977.0
2:58.0,Personal foul by M. Smart (drawn by K. Lowry),74-74, ,,3,74,74,0,1982.0
2:58.0,D. Robinson enters the game for M. Strus,74-74, ,,3,74,74,0,1982.0
2:58.0, ,74-74,D. Theis enters the game for A. Horford,,3,74,74,0,1982.0
2:52.0,D. Dedmon makes 2-pt jump shot from 8 ft (assist by K. Lowry),76-74, ,Lead change,3,76,74,2,1988.0
2:34.0, ,76-74,Shooting foul by D. Dedmon (drawn by J. Tatum),,3,76,74,2,2006.0
2:34.0, ,76-75,J. Tatum makes free throw 1 of 2,,3,76,75,1,2006.0
2:34.0, ,76-75,J. Tatum misses free throw 2 of 2,,3,76,75,1,2006.0
2:31.0, ,76-75,Offensive rebound by G. Williams,,3,76,75,1,2009.0
2:23.0, ,76-75,D. White misses 2-pt layup from 5 ft,,3,76,75,1,2017.0
2:20.0,Defensive rebound by D. Dedmon,76-75, ,,3,76,75,1,2020.0
2:12.0,Turnover by K. Lowry (bad pass; steal by M. Smart),76-75, ,,3,76,75,1,2028.0
2:09.0, ,76-77,J. Tatum makes 2-pt dunk from 2 ft (assist by M. Smart),Lead change,3,76,77,-1,2031.0
1:52.0,T. Herro misses 3-pt jump shot from 27 ft,76-77, ,,3,76,77,-1,2048.0
1:49.0, ,76-77,Defensive rebound by M. Smart,,3,76,77,-1,2051.0
1:44.0, ,76-79,D. Theis makes 2-pt dunk from 1 ft (assist by M. Smart),,3,76,79,-3,2056.0
1:23.0,D. Dedmon makes 2-pt layup from 5 ft (assist by K. Lowry),78-79, ,,3,78,79,-1,2077.0
1:07.0, ,78-79,J. Tatum misses 3-pt jump shot from 25 ft,,3,78,79,-1,2093.0
1:04.0,Defensive rebound by D. Dedmon,78-79, ,,3,78,79,-1,2096.0
0:53.0,Personal foul by J. Tatum (drawn by K. Lowry),78-79, ,,3,78,79,-1,2107.0
0:53.0,K. Lowry makes free throw 1 of 2,79-79, ,Tie,3,79,79,0,2107.0
0:53.0,J. Butler enters the game for P. Tucker,79-79, ,,3,79,79,0,2107.0
0:53.0, ,79-79,J. Brown enters the game for M. Smart,,3,79,79,0,2107.0
0:53.0, ,79-79,P. Pritchard enters the game for J. Tatum,,3,79,79,0,2107.0
0:53.0,K. Lowry misses free throw 2 of 2,79-79, ,,3,79,79,0,2107.0
0:53.0, ,79-79,Defensive rebound by J. Brown,,3,79,79,0,2107.0
0:33.0, ,79-81,J. Brown makes 2-pt jump shot from 7 ft,,3,79,81,-2,2127.0
0:26.0,Turnover by J. Butler (traveling),79-81, ,,3,79,81,-2,2134.0
0:12.0, ,79-83,D. Theis makes 2-pt dunk from 1 ft (assist by J. Brown),,3,79,83,-4,2148.0
0:00.0,K. Lowry misses 3-pt jump shot from 30 ft,79-83, ,,3,79,83,-4,2160.0
0:00.0,Offensive rebound by Team,79-83, ,,3,79,83,-4,2160.0
0:00.0,End of 3rd quarter,79-83,,,3,79,83,-4,2160.0
12:00.0,Start of 4th quarter,79-83,,,4,79,83,-4,2160.0
11:44.0, ,79-83,G. Williams misses 3-pt jump shot from 23 ft,,4,79,83,-4,2176.0
11:41.0,Defensive rebound by T. Herro,79-83, ,,4,79,83,-4,2179.0
11:28.0,J. Butler misses 2-pt jump shot from 16 ft,79-83, ,,4,79,83,-4,2192.0
11:26.0, ,79-83,Defensive rebound by J. Brown,,4,79,83,-4,2194.0
11:19.0, ,79-83,Personal foul by J. Butler (drawn by J. Brown),,4,79,83,-4,2201.0
11:10.0, ,79-83,D. White misses 2-pt jump shot from 9 ft,,4,79,83,-4,2210.0
11:08.0,Defensive rebound by T. Herro,79-83, ,,4,79,83,-4,2212.0
10:58.0,Shooting foul by G. Williams (drawn by D. Dedmon),79-83, ,,4,79,83,-4,2222.0
10:58.0,D. Dedmon makes free throw 1 of 2,80-83, ,,4,80,83,-3,2222.0
10:58.0,D. Dedmon makes free throw 2 of 2,81-83, ,,4,81,83,-2,2222.0
10:37.0, ,81-83,J. Brown misses 2-pt layup from 3 ft (block by D. Dedmon),,4,81,83,-2,2243.0
10:35.0, ,81-83,Offensive rebound by J. Brown,,4,81,83,-2,2245.0
10:34.0, ,81-83,Turnover by Team (shot clock),,4,81,83,-2,2246.0
10:22.0,D. Dedmon makes 2-pt layup from 6 ft (assist by J. Butler),83-83, ,Tie,4,83,83,0,2258.0
10:01.0, ,83-83,Turnover by G. Williams (bad pass; steal by D. Dedmon),,4,83,83,0,2279.0
9:49.0,Shooting foul by J. Brown (drawn by J. Butler),83-83, ,,4,83,83,0,2291.0
9:49.0,J. Butler misses free throw 1 of 2,83-83, ,,4,83,83,0,2291.0
9:49.0,Offensive rebound by Team,83-83, ,,4,83,83,0,2291.0
9:49.0, ,83-83,J. Tatum enters the game for G. Williams,,4,83,83,0,2291.0
9:49.0,J. Butler misses free throw 2 of 2,83-83, ,,4,83,83,0,2291.0
9:49.0, ,83-83,Defensive rebound by J. Brown,,4,83,83,0,2291.0
9:26.0, ,83-83,J. Brown misses 3-pt jump shot from 26 ft,,4,83,83,0,2314.0
9:23.0,Defensive rebound by T. Herro,83-83, ,,4,83,83,0,2317.0
9:15.0,Offensive foul by D. Dedmon (drawn by J. Brown),83-83, ,,4,83,83,0,2325.0
9:15.0,Turnover by D. Dedmon (offensive foul),83-83, ,,4,83,83,0,2325.0
9:00.0, ,83-83,P. Pritchard misses 3-pt jump shot from 27 ft,,4,83,83,0,2340.0
8:57.0,Defensive rebound by D. Dedmon,83-83, ,,4,83,83,0,2343.0
8:47.0,J. Butler makes 2-pt jump shot from 16 ft,85-83, ,Lead change,4,85,83,2,2353.0
8:28.0, ,85-85,D. Theis makes 2-pt layup from 2 ft (assist by J. Tatum),Tie,4,85,85,0,2372.0
8:14.0,D. Robinson misses 3-pt jump shot from 26 ft,85-85, ,,4,85,85,0,2386.0
8:12.0, ,85-85,Defensive rebound by J. Brown,,4,85,85,0,2388.0
8:08.0, ,85-87,J. Brown makes 2-pt layup from 2 ft,Lead change,4,85,87,-2,2392.0
7:50.0,J. Butler misses 3-pt jump shot from 25 ft,85-87, ,,4,85,87,-2,2410.0
7:48.0, ,85-87,Defensive rebound by D. White,,4,85,87,-2,2412.0
7:43.0, ,85-89,D. Theis makes 2-pt layup from 2 ft (assist by D. White),,4,85,89,-4,2417.0
7:43.0, ,85-89,Shooting foul by D. Dedmon (drawn by D. Theis),,4,85,89,-4,2417.0
7:43.0,B. Adebayo enters the game for D. Dedmon,85-89, ,,4,85,89,-4,2417.0
7:43.0, ,85-89,M. Smart enters the game for P. Pritchard,,4,85,89,-4,2417.0
7:43.0, ,85-90,D. Theis makes free throw 1 of 1,,4,85,90,-5,2417.0
7:40.0,Miami full timeout,85-90, ,,4,85,90,-5,2420.0
7:40.0,K. Lowry enters the game for D. Robinson,85-90, ,,4,85,90,-5,2420.0
7:40.0,M. Strus enters the game for G. Vincent,85-90, ,,4,85,90,-5,2420.0
7:40.0, ,85-90,A. Horford enters the game for D. Theis,,4,85,90,-5,2420.0
7:40.0, ,85-90,P. Pritchard enters the game for D. White,,4,85,90,-5,2420.0
7:30.0,K. Lowry makes 3-pt jump shot from 26 ft (assist by B. Adebayo),88-90, ,,4,88,90,-2,2430.0
7:08.0, ,88-90,Turnover by M. Smart (bad pass; steal by B. Adebayo),,4,88,90,-2,2452.0
7:00.0,Turnover by M. Strus (bad pass),88-90, ,,4,88,90,-2,2460.0
7:00.0,Loose ball foul by K. Lowry (drawn by M. Smart),88-90, ,,4,88,90,-2,2460.0
6:44.0, ,88-90,A. Horford misses 3-pt jump shot from 23 ft,,4,88,90,-2,2476.0
6:41.0,Defensive rebound by T. Herro,88-90, ,,4,88,90,-2,2479.0
6:36.0,K. Lowry misses 3-pt jump shot from 27 ft,88-90, ,,4,88,90,-2,2484.0
6:32.0, ,88-90,Defensive rebound by M. Smart,,4,88,90,-2,2488.0
6:28.0, ,88-92,J. Brown makes 2-pt layup from 2 ft,,4,88,92,-4,2492.0
6:07.0,M. Strus makes 3-pt jump shot from 27 ft (assist by B. Adebayo),91-92, ,,4,91,92,-1,2513.0
5:47.0, ,91-92,J. Tatum misses 2-pt jump shot from 10 ft,,4,91,92,-1,2533.0
5:45.0,Defensive rebound by J. Butler,91-92, ,,4,91,92,-1,2535.0
5:32.0,J. Butler makes 2-pt jump shot from 13 ft (assist by K. Lowry),93-92, ,Lead change,4,93,92,1,2548.0
5:10.0, ,93-92,Shooting foul by J. Butler (drawn by J. Brown),,4,93,92,1,2570.0
5:10.0, ,93-92,J. Brown misses free throw 1 of 2,,4,93,92,1,2570.0
5:10.0, ,93-92,Offensive rebound by Team,,4,93,92,1,2570.0
5:10.0, ,93-92,D. White enters the game for P. Pritchard,,4,93,92,1,2570.0
5:10.0, ,93-93,J. Brown makes free throw 2 of 2,Tie,4,93,93,0,2570.0
4:58.0,Shooting foul by A. Horford (drawn by B. Adebayo),93-93, ,,4,93,93,0,2582.0
4:58.0,B. Adebayo makes free throw 1 of 2,94-93, ,,4,94,93,1,2582.0
4:58.0,B. Adebayo makes free throw 2 of 2,95-93, ,,4,95,93,2,2582.0
4:45.0, ,95-93,J. Brown misses 2-pt dunk from 1 ft,,4,95,93,2,2595.0
4:41.0,Defensive rebound by T. Herro,95-93, ,,4,95,93,2,2599.0
4:38.0,J. Butler makes 2-pt jump shot from 14 ft (assist by M. Strus),97-93, ,,4,97,93,4,2602.0
4:21.0, ,97-96,D. White makes 3-pt jump shot from 24 ft (assist by J. Tatum),,4,97,96,1,2619.0
4:01.0,T. Herro misses 2-pt jump shot from 21 ft,97-96, ,,4,97,96,1,2639.0
3:59.0, ,97-96,Defensive rebound by A. Horford,,4,97,96,1,2641.0
3:50.0, ,97-96,J. Brown misses 3-pt jump shot from 23 ft,,4,97,96,1,2650.0
3:47.0,Defensive rebound by M. Strus,97-96, ,,4,97,96,1,2653.0
3:41.0,Miami full timeout,97-96, ,,4,97,96,1,2659.0
3:34.0,Shooting foul by A. Horford (drawn by B. Adebayo),97-96, ,,4,97,96,1,2666.0
3:34.0,B. Adebayo makes free throw 1 of 2,98-96, ,,4,98,96,2,2666.0
3:34.0,B. Adebayo misses free throw 2 of 2,98-96, ,,4,98,96,2,2666.0
3:34.0, ,98-96,Defensive rebound by A. Horford,,4,98,96,2,2666.0
3:22.0, ,98-96,Offensive foul by M. Smart (drawn by B. Adebayo),,4,98,96,2,2678.0
3:22.0, ,98-96,Turnover by M. Smart (offensive foul),,4,98,96,2,2678.0
3:09.0,K. Lowry misses 3-pt jump shot from 26 ft,98-96, ,,4,98,96,2,2691.0
3:06.0, ,98-96,Defensive rebound by A. Horford,,4,98,96,2,2694.0
2:55.0, ,98-96,J. Tatum misses 2-pt layup from 7 ft (block by M. Strus),,4,98,96,2,2705.0
2:53.0, ,98-96,Offensive rebound by Team,,4,98,96,2,2707.0
2:47.0, ,98-96,J. Brown misses 2-pt jump shot from 14 ft,,4,98,96,2,2713.0
2:45.0,Defensive rebound by B. Adebayo,98-96, ,,4,98,96,2,2715.0
2:31.0,J. Butler misses 2-pt jump shot from 16 ft,98-96, ,,4,98,96,2,2729.0
2:28.0, ,98-96,Defensive rebound by A. Horford,,4,98,96,2,2732.0
2:19.0, ,98-96,J. Brown misses 2-pt layup from 4 ft,,4,98,96,2,2741.0
2:17.0,Defensive rebound by M. Strus,98-96, ,,4,98,96,2,2743.0
2:00.0,K. Lowry makes 2-pt jump shot from 13 ft,100-96, ,,4,100,96,4,2760.0
1:48.0, ,100-96,J. Brown misses 2-pt layup from 4 ft (block by M. Strus),,4,100,96,4,2772.0
1:45.0,Defensive rebound by T. Herro,100-96, ,,4,100,96,4,2775.0
1:43.0,J. Butler makes 2-pt dunk from 2 ft (assist by T. Herro),102-96, ,,4,102,96,6,2777.0
1:43.0, ,102-96,Boston full timeout,,4,102,96,6,2777.0
1:40.0, ,102-98,J. Tatum makes 2-pt layup from 4 ft (assist by J. Brown),,4,102,98,4,2780.0
1:18.0,K. Lowry misses 3-pt jump shot from 29 ft,102-98, ,,4,102,98,4,2802.0
1:16.0,Offensive rebound by Team,102-98, ,,4,102,98,4,2804.0
1:16.0,Turnover by Team (shot clock),102-98, ,,4,102,98,4,2804.0
1:11.0, ,102-98,M. Smart misses 2-pt layup from 3 ft,,4,102,98,4,2809.0
1:09.0,Defensive rebound by M. Strus,102-98, ,,4,102,98,4,2811.0
0:53.0,K. Lowry misses 2-pt jump shot from 21 ft,102-98, ,,4,102,98,4,2827.0
0:50.0,Offensive rebound by B. Adebayo,102-98, ,,4,102,98,4,2830.0
0:40.0,T. Herro misses 3-pt jump shot from 28 ft,102-98, ,,4,102,98,4,2840.0
0:37.0, ,102-98,Defensive rebound by J. Tatum,,4,102,98,4,2843.0
0:33.0, ,102-98,Offensive foul by J. Tatum (drawn by M. Strus),,4,102,98,4,2847.0
0:33.0, ,102-98,Turnover by J. Tatum (offensive foul),,4,102,98,4,2847.0
0:33.0, ,102-98,Boston full timeout,,4,102,98,4,2847.0
0:33.0, ,102-98,Instant Replay (Challenge: Ruling Stands),,4,102,98,4,2847.0
0:33.0,Miami full timeout,102-98, ,,4,102,98,4,2847.0
0:27.0,Personal take foul by M. Smart (drawn by B. Adebayo),102-98, ,,4,102,98,4,2853.0
0:27.0,B. Adebayo makes free throw 1 of 2,103-98, ,,4,103,98,5,2853.0
0:27.0,B. Adebayo misses free throw 2 of 2,103-98, ,,4,103,98,5,2853.0
0:26.0, ,103-98,Defensive rebound by J. Tatum,,4,103,98,5,2854.0
0:21.0, ,103-98,D. White misses 3-pt jump shot from 23 ft,,4,103,98,5,2859.0
0:19.0,Defensive rebound by Team,103-98, ,,4,103,98,5,2861.0
0:10.0,Personal take foul by D. White (drawn by B. Adebayo),103-98, ,,4,103,98,5,2870.0
0:10.0,B. Adebayo makes free throw 1 of 2,104-98, ,,4,104,98,6,2870.0
0:10.0, ,104-98,M. Smart ejected from game,,4,104,98,6,2870.0
0:10.0, ,104-98,Technical foul by M. Smart,,4,104,98,6,2870.0
0:10.0,J. Butler makes technical free throw,105-98, ,,4,105,98,7,2870.0
0:10.0, ,105-98,G. Williams enters the game for M. Smart,,4,105,98,7,2870.0
0:10.0,B. Adebayo makes free throw 2 of 2,106-98, ,,4,106,98,8,2870.0
0:06.0, ,106-98,J. Brown misses 3-pt jump shot from 26 ft,,4,106,98,8,2874.0
0:02.0,Defensive rebound by B. Adebayo,106-98, ,,4,106,98,8,2878.0
0:00.0,End of 4th quarter,106-98,,,4,106,98,8,2880.0
