Time,Brooklyn,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
5:37.0, ,84-57,Turnover by B. Adebayo (bad pass; steal by S. Curry),,3,57,84,-27,1823.0
5:35.0,Shooting foul by J. Butler (drawn by K. Durant),84-57, ,,3,57,84,-27,1825.0
5:35.0,K. Durant makes free throw 1 of 2,85-57, ,,3,57,85,-28,1825.0
5:35.0,K. Durant makes free throw 2 of 2,86-57, ,,3,57,86,-29,1825.0
5:19.0, ,86-57,Turnover by T. Herro (traveling),,3,57,86,-29,1841.0
5:19.0, ,86-57,D. Dedmon enters the game for B. Adebayo,,3,57,86,-29,1841.0
5:06.0,N. Claxton makes 2-pt dunk from 2 ft (assist by B. Brown),88-57, ,,3,57,88,-31,1854.0
4:50.0, ,88-57,Turnover by K. Lowry (bad pass; steal by B. Brown),,3,57,88,-31,1870.0
4:46.0,S. Curry makes 3-pt jump shot from 28 ft (assist by B. Brown),91-57, ,,3,57,91,-34,1874.0
4:46.0, ,91-57,Miami full timeout,,3,57,91,-34,1874.0
4:46.0, ,91-57,C. Martin enters the game for J. Butler,,3,57,91,-34,1874.0
4:46.0, ,91-57,V. Oladipo enters the game for K. Lowry,,3,57,91,-34,1874.0
4:46.0, ,91-57,M. Strus enters the game for P. Tucker,,3,57,91,-34,1874.0
4:23.0, ,91-57,C. Martin misses 2-pt jump shot from 12 ft,,3,57,91,-34,1897.0
4:22.0, ,91-57,Offensive rebound by Team,,3,57,91,-34,1898.0
4:22.0, ,91-57,Turnover by Team (shot clock),,3,57,91,-34,1898.0
4:02.0,S. Curry makes 3-pt jump shot from 23 ft (assist by K. Durant),94-57, ,,3,57,94,-37,1918.0
3:48.0, ,94-57,Shooting foul by N. Claxton (drawn by C. Martin),,3,57,94,-37,1932.0
3:48.0, ,94-58,C. Martin makes free throw 1 of 2,,3,58,94,-36,1932.0
3:48.0,G. Dragić enters the game for S. Curry,94-58, ,,3,58,94,-36,1932.0
3:48.0, ,94-59,C. Martin makes free throw 2 of 2,,3,59,94,-35,1932.0
3:29.0,K. Irving misses 2-pt jump shot from 14 ft,94-59, ,,3,59,94,-35,1951.0
3:26.0, ,94-59,Defensive rebound by D. Dedmon,,3,59,94,-35,1954.0
3:19.0, ,94-61,M. Strus makes 2-pt layup from 2 ft (assist by V. Oladipo),,3,61,94,-33,1961.0
3:09.0,Turnover by K. Durant (bad pass),94-61, ,,3,61,94,-33,1971.0
2:54.0, ,94-61,V. Oladipo misses 3-pt jump shot from 25 ft,,3,61,94,-33,1986.0
2:49.0,Defensive rebound by G. Dragić,94-61, ,,3,61,94,-33,1991.0
2:43.0,Turnover by G. Dragić (bad pass; steal by T. Herro),94-61, ,,3,61,94,-33,1997.0
2:39.0, ,94-64,C. Martin makes 3-pt jump shot from 25 ft (assist by M. Strus),,3,64,94,-30,2001.0
2:36.0,Brooklyn full timeout,94-64, ,,3,64,94,-30,2004.0
2:36.0,J. Johnson enters the game for B. Brown,94-64, ,,3,64,94,-30,2004.0
2:18.0,K. Durant misses 2-pt jump shot from 17 ft,94-64, ,,3,64,94,-30,2022.0
2:15.0, ,94-64,Defensive rebound by V. Oladipo,,3,64,94,-30,2025.0
1:58.0, ,94-64,Turnover by T. Herro (lost ball; steal by K. Durant),,3,64,94,-30,2042.0
1:53.0,K. Irving misses 3-pt jump shot from 25 ft,94-64, ,,3,64,94,-30,2047.0
1:51.0, ,94-64,Defensive rebound by M. Strus,,3,64,94,-30,2049.0
1:41.0, ,94-64,M. Strus misses 3-pt jump shot from 23 ft,,3,64,94,-30,2059.0
1:39.0, ,94-64,Offensive rebound by D. Dedmon,,3,64,94,-30,2061.0
1:39.0, ,94-64,Shooting foul by K. Irving (drawn by D. Dedmon),,3,64,94,-30,2061.0
1:39.0, ,94-65,D. Dedmon makes free throw 1 of 2,,3,65,94,-29,2061.0
1:39.0, ,94-65,D. Dedmon misses free throw 2 of 2,,3,65,94,-29,2061.0
1:36.0,Defensive rebound by N. Claxton,94-65, ,,3,65,94,-29,2064.0
1:14.0,G. Dragić misses 3-pt jump shot from 26 ft,94-65, ,,3,65,94,-29,2086.0
1:11.0, ,94-65,Defensive rebound by T. Herro,,3,65,94,-29,2089.0
1:04.0, ,94-65,T. Herro misses 3-pt jump shot from 26 ft,,3,65,94,-29,2096.0
1:00.0,Defensive rebound by G. Dragić,94-65, ,,3,65,94,-29,2100.0
0:44.0,K. Durant misses 2-pt jump shot from 15 ft,94-65, ,,3,65,94,-29,2116.0
0:41.0, ,94-65,Defensive rebound by D. Dedmon,,3,65,94,-29,2119.0
0:38.0, ,94-65,Flagrant foul type 1 by K. Durant (drawn by D. Dedmon),,3,65,94,-29,2122.0
0:38.0,Technical foul by J. Johnson,94-65, ,,3,65,94,-29,2122.0
0:38.0, ,94-65,Technical foul by D. Dedmon,,3,65,94,-29,2122.0
0:38.0, ,94-65,Instant Replay (Request: Ruling Stands),,3,65,94,-29,2122.0
0:38.0, ,94-65,D. Dedmon misses flagrant free throw 1 of 2,,3,65,94,-29,2122.0
0:38.0, ,94-65,Offensive rebound by Team,,3,65,94,-29,2122.0
0:38.0, ,94-65,D. Dedmon misses flagrant free throw 2 of 2,,3,65,94,-29,2122.0
0:32.0, ,94-65,M. Strus misses 3-pt jump shot from 27 ft,,3,65,94,-29,2128.0
0:28.0,Defensive rebound by Team,94-65, ,,3,65,94,-29,2132.0
0:28.0,Flagrant foul type 1 by C. Martin (drawn by G. Dragić),94-65, ,,3,65,94,-29,2132.0
0:28.0,Instant Replay (Request: Ruling Stands),94-65, ,,3,65,94,-29,2132.0
0:28.0,G. Dragić makes flagrant free throw 1 of 2,95-65, ,,3,65,95,-30,2132.0
0:28.0,G. Dragić makes flagrant free throw 2 of 2,96-65, ,,3,65,96,-31,2132.0
0:22.0,K. Irving misses 3-pt jump shot from 28 ft,96-65, ,,3,65,96,-31,2138.0
0:19.0, ,96-65,Defensive rebound by D. Dedmon,,3,65,96,-31,2141.0
0:00.0, ,96-68,V. Oladipo makes 3-pt jump shot from 23 ft (assist by M. Strus),,3,68,96,-28,2160.0
0:00.0,End of 3rd quarter,96-68,,,3,68,96,-28,2160.0
12:00.0,Start of 4th quarter,96-68,,,4,68,96,-28,2160.0
11:41.0, ,96-70,T. Herro makes 2-pt jump shot from 9 ft,,4,70,96,-26,2179.0
11:26.0,P. Mills misses 3-pt jump shot from 26 ft,96-70, ,,4,70,96,-26,2194.0
11:23.0, ,96-70,Defensive rebound by T. Herro,,4,70,96,-26,2197.0
11:16.0, ,96-70,Personal foul by G. Dragić (drawn by T. Herro),,4,70,96,-26,2204.0
11:06.0, ,96-70,Shooting foul by K. Edwards (drawn by D. Dedmon),,4,70,96,-26,2214.0
11:06.0, ,96-71,D. Dedmon makes free throw 1 of 2,,4,71,96,-25,2214.0
11:06.0, ,96-72,D. Dedmon makes free throw 2 of 2,,4,72,96,-24,2214.0
10:52.0,G. Dragić misses 3-pt jump shot from 25 ft,96-72, ,,4,72,96,-24,2228.0
10:49.0, ,96-72,Defensive rebound by D. Dedmon,,4,72,96,-24,2231.0
10:41.0, ,96-72,T. Herro misses 2-pt layup from 7 ft (block by G. Dragić),,4,72,96,-24,2239.0
10:37.0,Defensive rebound by G. Dragić,96-72, ,,4,72,96,-24,2243.0
10:34.0,P. Mills misses 3-pt jump shot from 25 ft,96-72, ,,4,72,96,-24,2246.0
10:29.0, ,96-72,Defensive rebound by D. Dedmon,,4,72,96,-24,2251.0
10:15.0, ,96-72,C. Martin misses 2-pt layup from 4 ft,,4,72,96,-24,2265.0
10:14.0,Defensive rebound by G. Dragić,96-72, ,,4,72,96,-24,2266.0
10:11.0,K. Edwards misses 3-pt jump shot from 25 ft (block by C. Martin),96-72, ,,4,72,96,-24,2269.0
10:09.0, ,96-72,Defensive rebound by Team,,4,72,96,-24,2271.0
10:02.0, ,96-72,Offensive foul by D. Dedmon (drawn by G. Dragić),,4,72,96,-24,2278.0
10:02.0, ,96-72,Turnover by D. Dedmon (offensive foul),,4,72,96,-24,2278.0
9:49.0,B. Griffin makes 3-pt jump shot from 26 ft (assist by G. Dragić),99-72, ,,4,72,99,-27,2291.0
9:28.0, ,99-72,V. Oladipo misses 2-pt layup from 5 ft,,4,72,99,-27,2312.0
9:25.0,Defensive rebound by B. Griffin,99-72, ,,4,72,99,-27,2315.0
9:03.0,Turnover by Team (shot clock),99-72, ,,4,72,99,-27,2337.0
8:51.0, ,99-72,D. Dedmon misses 3-pt jump shot from 26 ft,,4,72,99,-27,2349.0
8:49.0,Defensive rebound by J. Johnson,99-72, ,,4,72,99,-27,2351.0
8:45.0,B. Griffin makes 3-pt jump shot from 23 ft (assist by J. Johnson),102-72, ,,4,72,102,-30,2355.0
8:33.0, ,102-74,D. Dedmon makes 2-pt dunk from 1 ft (assist by V. Oladipo),,4,74,102,-28,2367.0
8:15.0,B. Griffin makes 3-pt jump shot from 25 ft (assist by J. Johnson),105-74, ,,4,74,105,-31,2385.0
8:02.0, ,105-74,Turnover by V. Oladipo (lost ball; steal by J. Johnson),,4,74,105,-31,2398.0
7:59.0,Turnover by P. Mills (bad pass),105-74, ,,4,74,105,-31,2401.0
7:59.0, ,105-74,O. Yurtseven enters the game for D. Dedmon,,4,74,105,-31,2401.0
7:54.0, ,105-76,V. Oladipo makes 2-pt layup from 2 ft (assist by M. Strus),,4,76,105,-29,2406.0
7:54.0, ,105-76,Shooting foul by K. Edwards (drawn by V. Oladipo),,4,76,105,-29,2406.0
7:54.0,C. Thomas enters the game for G. Dragić,105-76, ,,4,76,105,-29,2406.0
7:54.0, ,105-77,V. Oladipo makes free throw 1 of 1,,4,77,105,-28,2406.0
7:39.0,Offensive foul by B. Griffin (drawn by M. Strus),105-77, ,,4,77,105,-28,2421.0
7:39.0,Turnover by B. Griffin (offensive foul),105-77, ,,4,77,105,-28,2421.0
7:26.0, ,105-77,Personal foul by J. Johnson (drawn by M. Strus),,4,77,105,-28,2434.0
7:19.0, ,105-79,V. Oladipo makes 2-pt jump shot from 15 ft (assist by T. Herro),,4,79,105,-26,2441.0
7:06.0,P. Mills misses 3-pt jump shot from 25 ft,105-79, ,,4,79,105,-26,2454.0
7:03.0, ,105-79,Defensive rebound by C. Martin,,4,79,105,-26,2457.0
6:44.0, ,105-79,Miami full timeout,,4,79,105,-26,2476.0
6:44.0, ,105-79,H. Highsmith enters the game for T. Herro,,4,79,105,-26,2476.0
6:41.0, ,105-82,M. Strus makes 3-pt jump shot from 23 ft (assist by V. Oladipo),,4,82,105,-23,2479.0
6:24.0,C. Thomas misses 2-pt jump shot from 15 ft,105-82, ,,4,82,105,-23,2496.0
6:21.0, ,105-82,Defensive rebound by H. Highsmith,,4,82,105,-23,2499.0
6:14.0, ,105-82,V. Oladipo misses 2-pt jump shot from 18 ft,,4,82,105,-23,2506.0
6:11.0,Defensive rebound by P. Mills,105-82, ,,4,82,105,-23,2509.0
6:04.0,P. Mills misses 3-pt jump shot from 25 ft,105-82, ,,4,82,105,-23,2516.0
6:01.0, ,105-82,Defensive rebound by O. Yurtseven,,4,82,105,-23,2519.0
5:51.0, ,105-84,M. Strus makes 2-pt layup from 2 ft (assist by O. Yurtseven),,4,84,105,-21,2529.0
5:25.0,Turnover by Team (shot clock),105-84, ,,4,84,105,-21,2555.0
5:08.0, ,105-86,C. Martin makes 2-pt jump shot from 21 ft (assist by V. Oladipo),,4,86,105,-19,2572.0
4:50.0,P. Mills misses 3-pt jump shot from 26 ft,105-86, ,,4,86,105,-19,2590.0
4:50.0, ,105-86,Defensive rebound by V. Oladipo,,4,86,105,-19,2590.0
4:40.0, ,105-86,V. Oladipo misses 2-pt layup from 2 ft,,4,86,105,-19,2600.0
4:39.0,Defensive rebound by B. Griffin,105-86, ,,4,86,105,-19,2601.0
4:16.0,C. Thomas misses 2-pt layup from 6 ft,105-86, ,,4,86,105,-19,2624.0
4:14.0,Offensive rebound by C. Thomas,105-86, ,,4,86,105,-19,2626.0
4:02.0,B. Griffin misses 3-pt jump shot from 31 ft,105-86, ,,4,86,105,-19,2638.0
4:01.0,Offensive rebound by Team,105-86, ,,4,86,105,-19,2639.0
4:01.0,Turnover by Team (shot clock),105-86, ,,4,86,105,-19,2639.0
3:56.0, ,105-86,Turnover by V. Oladipo (bad pass; steal by J. Johnson),,4,86,105,-19,2644.0
3:36.0,C. Thomas misses 2-pt jump shot from 16 ft,105-86, ,,4,86,105,-19,2664.0
3:33.0, ,105-86,Defensive rebound by O. Yurtseven,,4,86,105,-19,2667.0
3:17.0, ,105-86,Offensive foul by C. Martin (drawn by B. Griffin),,4,86,105,-19,2683.0
3:17.0, ,105-86,Turnover by C. Martin (offensive foul),,4,86,105,-19,2683.0
3:17.0,Brooklyn full timeout,105-86, ,,4,86,105,-19,2683.0
3:01.0,P. Mills misses 3-pt jump shot from 25 ft,105-86, ,,4,86,105,-19,2699.0
2:57.0, ,105-86,Defensive rebound by H. Highsmith,,4,86,105,-19,2703.0
2:46.0, ,105-89,M. Strus makes 3-pt jump shot from 27 ft (assist by V. Oladipo),,4,89,105,-16,2714.0
2:19.0,K. Edwards misses 2-pt jump shot from 15 ft,105-89, ,,4,89,105,-16,2741.0
2:17.0, ,105-89,Defensive rebound by C. Martin,,4,89,105,-16,2743.0
2:09.0, ,105-89,M. Strus misses 3-pt jump shot from 27 ft,,4,89,105,-16,2751.0
2:05.0,Defensive rebound by B. Griffin,105-89, ,,4,89,105,-16,2755.0
1:45.0,Offensive foul by J. Johnson (drawn by V. Oladipo),105-89, ,,4,89,105,-16,2775.0
1:45.0,Turnover by J. Johnson (offensive foul),105-89, ,,4,89,105,-16,2775.0
1:37.0, ,105-89,Turnover by V. Oladipo (bad pass; steal by J. Johnson),,4,89,105,-16,2783.0
1:22.0,P. Mills makes 3-pt jump shot from 23 ft (assist by J. Johnson),108-89, ,,4,89,108,-19,2798.0
1:10.0, ,108-89,O. Yurtseven misses 2-pt hook shot from 5 ft (block by J. Johnson),,4,89,108,-19,2810.0
1:07.0,Defensive rebound by J. Johnson,108-89, ,,4,89,108,-19,2813.0
0:56.0,C. Thomas makes 2-pt jump shot from 10 ft (assist by P. Mills),110-89, ,,4,89,110,-21,2824.0
0:46.0, ,110-92,M. Strus makes 3-pt jump shot from 23 ft (assist by V. Oladipo),,4,92,110,-18,2834.0
0:28.0,B. Griffin misses 3-pt jump shot from 26 ft,110-92, ,,4,92,110,-18,2852.0
0:22.0,Offensive rebound by C. Thomas,110-92, ,,4,92,110,-18,2858.0
0:22.0,Personal foul by M. Strus (drawn by C. Thomas),110-92, ,,4,92,110,-18,2858.0
0:08.0,Turnover by Team (shot clock),110-92, ,,4,92,110,-18,2872.0
0:01.0, ,110-95,C. Martin makes 3-pt jump shot from 26 ft,,4,95,110,-15,2879.0
0:00.0,End of 4th quarter,110-95,,,4,95,110,-15,2880.0
