Time,Utah,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
11:39.0, ,78-87,M. Morris misses 2-pt jump shot from 12 ft,,4,87,78,9,2181.0
11:37.0,Defensive rebound by M. Conley,78-87, ,,4,87,78,9,2183.0
11:33.0,E. Paschall makes 3-pt jump shot from 23 ft (assist by J. Ingles),81-87, ,,4,87,81,6,2187.0
11:19.0, ,81-89,B. Adebayo makes 2-pt jump shot from 13 ft (assist by K. Lowry),,4,89,81,8,2201.0
11:01.0,J. Clarkson misses 3-pt jump shot from 25 ft,81-89, ,,4,89,81,8,2219.0
10:57.0, ,81-89,Defensive rebound by C. Martin,,4,89,81,8,2223.0
10:54.0, ,81-89,Turnover by B. Adebayo (out of bounds lost ball),,4,89,81,8,2226.0
10:35.0,J. Clarkson makes 2-pt jump shot from 8 ft (assist by M. Conley),83-89, ,,4,89,83,6,2245.0
10:27.0, ,83-91,C. Martin makes 2-pt layup from 2 ft (assist by K. Lowry),,4,91,83,8,2253.0
10:07.0,E. Paschall misses 3-pt jump shot from 25 ft,83-91, ,,4,91,83,8,2273.0
10:02.0, ,83-91,Defensive rebound by C. Martin,,4,91,83,8,2278.0
9:58.0, ,83-94,T. Herro makes 3-pt jump shot from 25 ft,,4,94,83,11,2282.0
9:48.0,Personal foul by K. Lowry (drawn by R. Gobert),83-94, ,,4,94,83,11,2292.0
9:32.0,Turnover by R. Gobert (lost ball; steal by K. Lowry),83-94, ,,4,94,83,11,2308.0
9:26.0, ,83-96,M. Morris makes 2-pt layup from 1 ft (assist by K. Lowry),,4,96,83,13,2314.0
9:25.0,Utah full timeout,83-96, ,,4,96,83,13,2315.0
9:19.0,J. Ingles makes 3-pt jump shot from 25 ft (assist by M. Conley),86-96, ,,4,96,86,10,2321.0
9:03.0, ,86-98,K. Lowry makes 2-pt jump shot from 18 ft (assist by M. Morris),,4,98,86,12,2337.0
8:46.0,J. Clarkson misses 3-pt jump shot from 27 ft,86-98, ,,4,98,86,12,2354.0
8:44.0, ,86-98,Defensive rebound by K. Lowry,,4,98,86,12,2356.0
8:44.0, ,86-98,Personal foul by R. Gobert (drawn by B. Adebayo),,4,98,86,12,2356.0
8:44.0,D. Mitchell enters the game for E. Paschall,86-98, ,,4,98,86,12,2356.0
8:20.0, ,86-101,C. Martin makes 3-pt jump shot from 27 ft (assist by M. Morris),,4,101,86,15,2380.0
8:00.0,J. Clarkson makes 3-pt jump shot from 27 ft (assist by D. Mitchell),89-101, ,,4,101,89,12,2400.0
7:39.0, ,89-104,T. Herro makes 3-pt jump shot from 23 ft (assist by B. Adebayo),,4,104,89,15,2421.0
7:26.0,Shooting foul by C. Martin (drawn by D. Mitchell),89-104, ,,4,104,89,15,2434.0
7:26.0,D. Mitchell makes free throw 1 of 2,90-104, ,,4,104,90,14,2434.0
7:26.0,B. Bogdanović enters the game for M. Conley,90-104, ,,4,104,90,14,2434.0
7:26.0,D. Mitchell makes free throw 2 of 2,91-104, ,,4,104,91,13,2434.0
7:12.0, ,91-104,B. Adebayo misses 2-pt jump shot from 11 ft,,4,104,91,13,2448.0
7:10.0, ,91-104,Offensive rebound by Team,,4,104,91,13,2450.0
7:10.0,R. O'Neale enters the game for J. Ingles,91-104, ,,4,104,91,13,2450.0
7:08.0, ,91-107,T. Herro makes 3-pt jump shot from 23 ft (assist by K. Lowry),,4,107,91,16,2452.0
6:48.0,B. Bogdanović misses 3-pt jump shot from 25 ft,91-107, ,,4,107,91,16,2472.0
6:47.0,Offensive rebound by R. O'Neale,91-107, ,,4,107,91,16,2473.0
6:47.0,Shooting foul by C. Martin (drawn by R. O'Neale),91-107, ,,4,107,91,16,2473.0
6:47.0,R. O'Neale misses free throw 1 of 2,91-107, ,,4,107,91,16,2473.0
6:47.0,Offensive rebound by Team,91-107, ,,4,107,91,16,2473.0
6:47.0,H. Whiteside enters the game for R. Gobert,91-107, ,,4,107,91,16,2473.0
6:47.0, ,91-107,J. Butler enters the game for C. Martin,,4,107,91,16,2473.0
6:47.0,R. O'Neale misses free throw 2 of 2,91-107, ,,4,107,91,16,2473.0
6:47.0, ,91-107,Defensive rebound by B. Adebayo,,4,107,91,16,2473.0
6:32.0, ,91-107,T. Herro misses 3-pt jump shot from 26 ft,,4,107,91,16,2488.0
6:29.0, ,91-107,Offensive rebound by M. Morris,,4,107,91,16,2491.0
6:29.0, ,91-107,Personal foul by H. Whiteside (drawn by B. Adebayo),,4,107,91,16,2491.0
6:24.0, ,91-109,T. Herro makes 2-pt jump shot from 11 ft (assist by J. Butler),,4,109,91,18,2496.0
6:12.0,D. Mitchell misses 3-pt jump shot from 28 ft,91-109, ,,4,109,91,18,2508.0
6:08.0, ,91-109,Defensive rebound by M. Morris,,4,109,91,18,2512.0
5:55.0, ,91-109,Shooting foul by J. Clarkson (drawn by K. Lowry),,4,109,91,18,2525.0
5:55.0, ,91-110,K. Lowry makes free throw 1 of 2,,4,110,91,19,2525.0
5:55.0,M. Conley enters the game for J. Clarkson,91-110, ,,4,110,91,19,2525.0
5:55.0, ,91-110,K. Lowry misses free throw 2 of 2,,4,110,91,19,2525.0
5:52.0,Defensive rebound by R. O'Neale,91-110, ,,4,110,91,19,2528.0
5:37.0,B. Bogdanović makes 2-pt jump shot from 9 ft,93-110, ,,4,110,93,17,2543.0
5:20.0, ,93-112,T. Herro makes 2-pt jump shot from 15 ft,,4,112,93,19,2560.0
4:59.0,M. Conley makes 3-pt jump shot from 26 ft (assist by R. O'Neale),96-112, ,,4,112,96,16,2581.0
4:53.0, ,96-112,Turnover by K. Lowry (bad pass; steal by R. O'Neale),,4,112,96,16,2587.0
4:45.0,B. Bogdanović misses 3-pt jump shot from 23 ft,96-112, ,,4,112,96,16,2595.0
4:41.0,Offensive rebound by R. O'Neale,96-112, ,,4,112,96,16,2599.0
4:34.0,D. Mitchell makes 3-pt jump shot from 24 ft (assist by B. Bogdanović),99-112, ,,4,112,99,13,2606.0
4:33.0, ,99-112,Miami full timeout,,4,112,99,13,2607.0
4:18.0, ,99-112,Turnover by T. Herro (traveling),,4,112,99,13,2622.0
4:00.0,Shooting foul by B. Adebayo (drawn by B. Bogdanović),99-112, ,,4,112,99,13,2640.0
4:00.0,B. Bogdanović makes free throw 1 of 2,100-112, ,,4,112,100,12,2640.0
4:00.0, ,100-112,C. Martin enters the game for M. Morris,,4,112,100,12,2640.0
4:00.0,B. Bogdanović makes free throw 2 of 2,101-112, ,,4,112,101,11,2640.0
3:38.0, ,101-112,C. Martin misses 3-pt jump shot from 25 ft,,4,112,101,11,2662.0
3:36.0,Defensive rebound by H. Whiteside,101-112, ,,4,112,101,11,2664.0
3:29.0,M. Conley makes 2-pt jump shot from 5 ft,103-112, ,,4,112,103,9,2671.0
3:13.0, ,103-112,B. Adebayo misses 2-pt jump shot from 15 ft,,4,112,103,9,2687.0
3:08.0,Defensive rebound by B. Bogdanović,103-112, ,,4,112,103,9,2692.0
2:59.0,Offensive foul by D. Mitchell (drawn by C. Martin),103-112, ,,4,112,103,9,2701.0
2:59.0,Turnover by D. Mitchell (offensive foul),103-112, ,,4,112,103,9,2701.0
2:44.0, ,103-112,Turnover by J. Butler (lost ball; steal by R. O'Neale),,4,112,103,9,2716.0
2:31.0,M. Conley misses 3-pt jump shot from 27 ft,103-112, ,,4,112,103,9,2729.0
2:31.0, ,103-112,Defensive rebound by Team,,4,112,103,9,2729.0
2:31.0,Loose ball foul by R. O'Neale (drawn by C. Martin),103-112, ,,4,112,103,9,2729.0
2:13.0, ,103-112,C. Martin misses 2-pt layup from 2 ft,,4,112,103,9,2747.0
2:10.0,Defensive rebound by H. Whiteside,103-112, ,,4,112,103,9,2750.0
1:58.0,D. Mitchell makes 3-pt jump shot from 30 ft (assist by M. Conley),106-112, ,,4,112,106,6,2762.0
1:47.0, ,106-112,Miami full timeout,,4,112,106,6,2773.0
1:47.0, ,106-112,Instant Replay (Challenge: Ruling Stands),,4,112,106,6,2773.0
1:47.0, ,106-112,Shooting foul by H. Whiteside (drawn by J. Butler),,4,112,106,6,2773.0
1:47.0, ,106-113,J. Butler makes free throw 1 of 2,,4,113,106,7,2773.0
1:47.0, ,106-113,J. Butler misses free throw 2 of 2,,4,113,106,7,2773.0
1:44.0,Defensive rebound by B. Bogdanović,106-113, ,,4,113,106,7,2776.0
1:32.0,H. Whiteside makes 2-pt dunk from 2 ft (assist by M. Conley),108-113, ,,4,113,108,5,2788.0
1:11.0, ,108-115,J. Butler makes 2-pt jump shot from 17 ft,,4,115,108,7,2809.0
1:01.0,D. Mitchell makes 2-pt layup from 4 ft,110-115, ,,4,115,110,5,2819.0
0:42.0, ,110-115,Turnover by J. Butler (lost ball; steal by M. Conley),,4,115,110,5,2838.0
0:35.0,D. Mitchell misses 3-pt jump shot from 27 ft,110-115, ,,4,115,110,5,2845.0
0:31.0,Offensive rebound by H. Whiteside,110-115, ,,4,115,110,5,2849.0
0:30.0,H. Whiteside misses 2-pt layup from 4 ft (block by C. Martin),110-115, ,,4,115,110,5,2850.0
0:26.0,Offensive rebound by M. Conley,110-115, ,,4,115,110,5,2854.0
0:19.0,M. Conley makes 3-pt jump shot from 23 ft (assist by R. O'Neale),113-115, ,,4,115,113,2,2861.0
0:18.0, ,113-115,Miami full timeout,,4,115,113,2,2862.0
0:18.0, ,113-115,D. Robinson enters the game for C. Martin,,4,115,113,2,2862.0
0:17.0, ,113-115,Personal foul by D. Mitchell (drawn by T. Herro),,4,115,113,2,2863.0
0:17.0, ,113-115,T. Herro misses free throw 1 of 2,,4,115,113,2,2863.0
0:17.0, ,113-115,Offensive rebound by Team,,4,115,113,2,2863.0
0:17.0,R. Gobert enters the game for M. Conley,113-115, ,,4,115,113,2,2863.0
0:17.0, ,113-115,C. Martin enters the game for D. Robinson,,4,115,113,2,2863.0
0:17.0, ,113-116,T. Herro makes free throw 2 of 2,,4,116,113,3,2863.0
0:17.0,Utah full timeout,113-116, ,,4,116,113,3,2863.0
0:17.0,M. Conley enters the game for R. O'Neale,113-116, ,,4,116,113,3,2863.0
0:17.0,J. Ingles enters the game for H. Whiteside,113-116, ,,4,116,113,3,2863.0
0:11.0,R. Gobert makes 2-pt dunk from 2 ft (assist by D. Mitchell),115-116, ,,4,116,115,1,2869.0
0:10.0, ,115-116,Personal take foul by M. Conley (drawn by J. Butler),,4,116,115,1,2870.0
0:10.0, ,115-117,J. Butler makes free throw 1 of 2,,4,117,115,2,2870.0
0:10.0,R. O'Neale enters the game for M. Conley,115-117, ,,4,117,115,2,2870.0
0:10.0,H. Whiteside enters the game for J. Ingles,115-117, ,,4,117,115,2,2870.0
0:10.0, ,115-117,P. Tucker enters the game for T. Herro,,4,117,115,2,2870.0
0:10.0, ,115-118,J. Butler makes free throw 2 of 2,,4,118,115,3,2870.0
0:10.0,Utah full timeout,115-118, ,,4,118,115,3,2870.0
0:10.0,J. Clarkson enters the game for R. Gobert,115-118, ,,4,118,115,3,2870.0
0:10.0,M. Conley enters the game for R. O'Neale,115-118, ,,4,118,115,3,2870.0
0:10.0,J. Ingles enters the game for H. Whiteside,115-118, ,,4,118,115,3,2870.0
0:08.0,D. Mitchell misses 3-pt jump shot from 29 ft,115-118, ,,4,118,115,3,2872.0
0:04.0, ,115-118,Defensive rebound by K. Lowry,,4,118,115,3,2876.0
0:00.0,End of 4th quarter,115-118,,,4,118,115,3,2880.0
