Time,Miami,Score,Indiana,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
9:34.0, ,69-66,M. Brogdon misses 2-pt layup from 3 ft,,4,69,66,3,2306.0
9:32.0,Defensive rebound by B. Adebayo,69-66, ,,4,69,66,3,2308.0
9:19.0,B. Adebayo makes 2-pt jump shot from 11 ft (assist by G. Vincent),71-66, ,,4,71,66,5,2321.0
9:17.0, ,71-66,Indiana full timeout,,4,71,66,5,2323.0
9:17.0, ,71-66,C. Duarte enters the game for T. Craig,,4,71,66,5,2323.0
9:17.0, ,71-66,J. Holiday enters the game for J. Lamb,,4,71,66,5,2323.0
9:07.0, ,71-66,J. Holiday misses 3-pt jump shot from 26 ft,,4,71,66,5,2333.0
9:04.0,Defensive rebound by B. Adebayo,71-66, ,,4,71,66,5,2336.0
8:49.0,T. Herro misses 2-pt jump shot from 15 ft,71-66, ,,4,71,66,5,2351.0
8:45.0, ,71-66,Defensive rebound by M. Brogdon,,4,71,66,5,2355.0
8:31.0, ,71-66,J. Holiday misses 2-pt jump shot from 19 ft,,4,71,66,5,2369.0
8:26.0,Defensive rebound by T. Herro,71-66, ,,4,71,66,5,2374.0
8:10.0,M. Morris misses 2-pt jump shot from 13 ft,71-66, ,,4,71,66,5,2390.0
8:07.0, ,71-66,Defensive rebound by D. Sabonis,,4,71,66,5,2393.0
7:56.0, ,71-68,T. McConnell makes 2-pt jump shot from 8 ft,,4,71,68,3,2404.0
7:42.0,M. Strus makes 3-pt jump shot from 27 ft (assist by G. Vincent),74-68, ,,4,74,68,6,2418.0
7:29.0, ,74-70,M. Brogdon makes 2-pt jump shot from 12 ft,,4,74,70,4,2431.0
7:24.0,Turnover by B. Adebayo (bad pass; steal by T. McConnell),74-70, ,,4,74,70,4,2436.0
7:16.0, ,74-72,M. Brogdon makes 2-pt layup from 2 ft (assist by D. Sabonis),,4,74,72,2,2444.0
7:16.0, ,74-72,Shooting foul by M. Strus (drawn by M. Brogdon),,4,74,72,2,2444.0
7:16.0,J. Butler enters the game for B. Adebayo,74-72, ,,4,74,72,2,2444.0
7:16.0,D. Dedmon enters the game for G. Vincent,74-72, ,,4,74,72,2,2444.0
7:16.0, ,74-73,M. Brogdon makes free throw 1 of 1,,4,74,73,1,2444.0
6:58.0,M. Morris makes 2-pt jump shot from 11 ft,76-73, ,,4,76,73,3,2462.0
6:49.0, ,76-73,C. Duarte misses 2-pt jump shot from 18 ft,,4,76,73,3,2471.0
6:45.0,Defensive rebound by T. Herro,76-73, ,,4,76,73,3,2475.0
6:37.0,T. Herro misses 3-pt jump shot from 25 ft,76-73, ,,4,76,73,3,2483.0
6:33.0, ,76-73,Defensive rebound by M. Brogdon,,4,76,73,3,2487.0
6:29.0, ,76-73,C. Duarte misses 3-pt jump shot from 25 ft,,4,76,73,3,2491.0
6:24.0, ,76-73,Offensive rebound by M. Brogdon,,4,76,73,3,2496.0
6:22.0, ,76-73,Turnover by M. Brogdon (step out of bounds),,4,76,73,3,2498.0
6:22.0,Miami full timeout,76-73, ,,4,76,73,3,2498.0
6:22.0, ,76-73,O. Brissett enters the game for M. Brogdon,,4,76,73,3,2498.0
6:10.0,J. Butler makes 2-pt jump shot from 10 ft,78-73, ,,4,78,73,5,2510.0
5:46.0, ,78-73,T. McConnell misses 3-pt jump shot from 24 ft,,4,78,73,5,2534.0
5:43.0,Defensive rebound by T. Herro,78-73, ,,4,78,73,5,2537.0
5:39.0,T. Herro misses 2-pt layup from 3 ft,78-73, ,,4,78,73,5,2541.0
5:32.0, ,78-73,Defensive rebound by O. Brissett,,4,78,73,5,2548.0
5:27.0, ,78-76,J. Holiday makes 3-pt jump shot from 23 ft (assist by T. McConnell),,4,78,76,2,2553.0
5:12.0,Offensive foul by M. Morris (drawn by J. Holiday),78-76, ,,4,78,76,2,2568.0
5:12.0,Turnover by M. Morris (offensive foul),78-76, ,,4,78,76,2,2568.0
5:12.0,B. Adebayo enters the game for D. Dedmon,78-76, ,,4,78,76,2,2568.0
5:12.0,D. Robinson enters the game for M. Morris,78-76, ,,4,78,76,2,2568.0
5:12.0,P. Tucker enters the game for M. Strus,78-76, ,,4,78,76,2,2568.0
4:53.0, ,78-76,C. Duarte misses 2-pt jump shot from 20 ft,,4,78,76,2,2587.0
4:51.0,Defensive rebound by D. Robinson,78-76, ,,4,78,76,2,2589.0
4:41.0,J. Butler misses 2-pt jump shot from 11 ft,78-76, ,,4,78,76,2,2599.0
4:37.0, ,78-76,Defensive rebound by O. Brissett,,4,78,76,2,2603.0
4:17.0, ,78-79,C. Duarte makes 3-pt jump shot from 30 ft,Lead change,4,78,79,-1,2623.0
4:01.0,T. Herro makes 2-pt jump shot from 20 ft,80-79, ,Lead change,4,80,79,1,2639.0
4:00.0, ,80-79,Indiana full timeout,,4,80,79,1,2640.0
4:00.0, ,80-79,M. Brogdon enters the game for T. McConnell,,4,80,79,1,2640.0
3:42.0, ,80-79,O. Brissett misses 3-pt jump shot from 24 ft,,4,80,79,1,2658.0
3:40.0, ,80-79,Offensive rebound by Team,,4,80,79,1,2660.0
3:40.0,Loose ball foul by J. Butler (drawn by D. Sabonis),80-79, ,,4,80,79,1,2660.0
3:29.0, ,80-79,M. Brogdon misses 3-pt jump shot from 25 ft,,4,80,79,1,2671.0
3:26.0,Defensive rebound by T. Herro,80-79, ,,4,80,79,1,2674.0
3:15.0,B. Adebayo misses 2-pt jump shot from 15 ft,80-79, ,,4,80,79,1,2685.0
3:11.0, ,80-79,Defensive rebound by J. Holiday,,4,80,79,1,2689.0
3:02.0, ,80-79,C. Duarte misses 2-pt jump shot from 9 ft,,4,80,79,1,2698.0
3:00.0,Defensive rebound by T. Herro,80-79, ,,4,80,79,1,2700.0
2:54.0,D. Robinson misses 3-pt jump shot from 24 ft,80-79, ,,4,80,79,1,2706.0
2:50.0, ,80-79,Defensive rebound by C. Duarte,,4,80,79,1,2710.0
2:39.0, ,80-81,M. Brogdon makes 2-pt layup from 4 ft,Lead change,4,80,81,-1,2721.0
2:39.0, ,80-81,Shooting foul by J. Butler (drawn by M. Brogdon),,4,80,81,-1,2721.0
2:39.0, ,80-82,M. Brogdon makes free throw 1 of 1,,4,80,82,-2,2721.0
2:28.0,T. Herro makes 3-pt jump shot from 26 ft (assist by J. Butler),83-82, ,Lead change,4,83,82,1,2732.0
2:12.0, ,83-85,O. Brissett makes 3-pt jump shot from 24 ft (assist by M. Brogdon),Lead change,4,83,85,-2,2748.0
1:52.0,T. Herro misses 3-pt jump shot from 25 ft,83-85, ,,4,83,85,-2,2768.0
1:49.0,Offensive rebound by Team,83-85, ,,4,83,85,-2,2771.0
1:47.0,Turnover by J. Butler (bad pass; steal by D. Sabonis),83-85, ,,4,83,85,-2,2773.0
1:32.0, ,83-85,Shooting foul by B. Adebayo (drawn by O. Brissett),,4,83,85,-2,2788.0
1:32.0, ,83-85,O. Brissett misses free throw 1 of 3,,4,83,85,-2,2788.0
1:32.0, ,83-85,Offensive rebound by Team,,4,83,85,-2,2788.0
1:32.0, ,83-85,O. Brissett misses free throw 2 of 3,,4,83,85,-2,2788.0
1:32.0, ,83-86,O. Brissett makes free throw 3 of 3,,4,83,86,-3,2788.0
1:17.0,J. Butler misses 3-pt jump shot from 22 ft,83-86, ,,4,83,86,-3,2803.0
1:12.0, ,83-86,Defensive rebound by M. Brogdon,,4,83,86,-3,2808.0
1:01.0, ,83-86,Turnover by M. Brogdon (bad pass),,4,83,86,-3,2819.0
0:51.0,T. Herro makes 3-pt jump shot from 26 ft,86-86, ,Tie,4,86,86,0,2829.0
0:49.0, ,86-86,Indiana full timeout,,4,86,86,0,2831.0
0:39.0, ,86-86,M. Brogdon misses 2-pt layup from 3 ft,,4,86,86,0,2841.0
0:37.0,Defensive rebound by J. Butler,86-86, ,,4,86,86,0,2843.0
0:36.0,Personal take foul by O. Brissett (drawn by J. Butler),86-86, ,,4,86,86,0,2844.0
0:17.0,J. Butler misses 2-pt layup from 3 ft (block by M. Brogdon),86-86, ,,4,86,86,0,2863.0
0:16.0,Offensive rebound by Team,86-86, ,,4,86,86,0,2864.0
0:16.0, ,86-86,M. Turner enters the game for O. Brissett,,4,86,86,0,2864.0
0:12.0,J. Butler misses 2-pt jump shot from 18 ft,86-86, ,,4,86,86,0,2868.0
0:08.0, ,86-86,Defensive rebound by D. Sabonis,,4,86,86,0,2872.0
0:03.0, ,86-86,Indiana full timeout,,4,86,86,0,2877.0
0:03.0, ,86-86,O. Brissett enters the game for M. Turner,,4,86,86,0,2877.0
0:01.0, ,86-86,C. Duarte misses 3-pt jump shot from 24 ft,,4,86,86,0,2879.0
0:01.0,Defensive rebound by D. Robinson,86-86, ,,4,86,86,0,2879.0
0:00.0,End of 4th quarter,86-86,,,4,86,86,0,2880.0
5:00.0,Start of 1st overtime,86-86,,,5,86,86,0,3300.0
5:00.0,Jump ball: B. Adebayo vs. D. Sabonis (J. Holiday gains possession),86-86,,,5,86,86,0,3300.0
4:39.0, ,86-88,D. Sabonis makes 2-pt layup from 1 ft,,5,86,88,-2,3321.0
4:16.0,J. Butler makes 2-pt layup from 1 ft (assist by B. Adebayo),88-88, ,Tie,5,88,88,0,3344.0
3:50.0, ,88-88,D. Sabonis misses 2-pt jump shot from 8 ft,,5,88,88,0,3370.0
3:49.0, ,88-88,Offensive rebound by O. Brissett,,5,88,88,0,3371.0
3:48.0, ,88-90,O. Brissett makes 2-pt layup from 1 ft,,5,88,90,-2,3372.0
3:26.0,Turnover by T. Herro (bad pass),88-90, ,,5,88,90,-2,3394.0
3:18.0, ,88-90,Shooting foul by T. Herro (drawn by M. Brogdon),,5,88,90,-2,3402.0
3:18.0, ,88-91,M. Brogdon makes free throw 1 of 2,,5,88,91,-3,3402.0
3:18.0, ,88-92,M. Brogdon makes free throw 2 of 2,,5,88,92,-4,3402.0
2:51.0,J. Butler misses 3-pt jump shot from 25 ft,88-92, ,,5,88,92,-4,3429.0
2:49.0, ,88-92,Defensive rebound by D. Sabonis,,5,88,92,-4,3431.0
2:49.0, ,88-92,Personal foul by P. Tucker (drawn by D. Sabonis),,5,88,92,-4,3431.0
2:37.0, ,88-92,D. Sabonis misses 3-pt jump shot from 25 ft,,5,88,92,-4,3443.0
2:34.0,Defensive rebound by P. Tucker,88-92, ,,5,88,92,-4,3446.0
2:27.0,T. Herro misses 3-pt jump shot from 26 ft,88-92, ,,5,88,92,-4,3453.0
2:24.0, ,88-92,Defensive rebound by O. Brissett,,5,88,92,-4,3456.0
2:08.0, ,88-92,Shooting foul by D. Robinson (drawn by C. Duarte),,5,88,92,-4,3472.0
2:08.0, ,88-93,C. Duarte makes free throw 1 of 3,,5,88,93,-5,3472.0
2:08.0, ,88-94,C. Duarte makes free throw 2 of 3,,5,88,94,-6,3472.0
2:08.0, ,88-95,C. Duarte makes free throw 3 of 3,,5,88,95,-7,3472.0
2:03.0, ,88-95,Violation by Team (kicked ball),,5,88,95,-7,3477.0
2:00.0,Turnover by D. Robinson (bad pass; steal by C. Duarte),88-95, ,,5,88,95,-7,3480.0
1:38.0, ,88-97,D. Sabonis makes 2-pt layup from 2 ft (assist by M. Brogdon),,5,88,97,-9,3502.0
1:38.0,Miami full timeout,88-97, ,,5,88,97,-9,3502.0
1:37.0,D. Robinson makes 3-pt jump shot from 29 ft (assist by J. Butler),91-97, ,,5,91,97,-6,3503.0
1:13.0, ,91-97,Shooting foul by T. Herro (drawn by D. Sabonis),,5,91,97,-6,3527.0
1:13.0, ,91-97,D. Sabonis misses free throw 1 of 2,,5,91,97,-6,3527.0
1:13.0, ,91-97,Offensive rebound by Team,,5,91,97,-6,3527.0
1:13.0, ,91-98,D. Sabonis makes free throw 2 of 2,,5,91,98,-7,3527.0
1:07.0,B. Adebayo misses 2-pt layup from 5 ft,91-98, ,,5,91,98,-7,3533.0
1:05.0,Offensive rebound by B. Adebayo,91-98, ,,5,91,98,-7,3535.0
1:04.0,B. Adebayo misses 2-pt layup from 3 ft,91-98, ,,5,91,98,-7,3536.0
1:04.0, ,91-98,Defensive rebound by M. Brogdon,,5,91,98,-7,3536.0
0:52.0, ,91-98,Personal foul by D. Robinson (drawn by M. Brogdon),,5,91,98,-7,3548.0
0:52.0, ,91-99,M. Brogdon makes free throw 1 of 2,,5,91,99,-8,3548.0
0:52.0, ,91-100,M. Brogdon makes free throw 2 of 2,,5,91,100,-9,3548.0
0:52.0, ,91-100,T. Craig enters the game for C. Duarte,,5,91,100,-9,3548.0
0:41.0,Personal foul by M. Brogdon (drawn by P. Tucker),91-100, ,,5,91,100,-9,3559.0
0:41.0, ,91-100,Indiana full timeout,,5,91,100,-9,3559.0
0:41.0, ,91-100,Instant Replay (Challenge: Stands),,5,91,100,-9,3559.0
0:41.0, ,91-100,C. Duarte enters the game for T. Craig,,5,91,100,-9,3559.0
0:41.0,Violation by Team (delay of game),91-100, ,,5,91,100,-9,3559.0
0:35.0,T. Herro misses 2-pt jump shot from 8 ft,91-100, ,,5,91,100,-9,3565.0
0:33.0, ,91-100,Defensive rebound by J. Holiday,,5,91,100,-9,3567.0
0:18.0, ,91-100,Personal foul by D. Robinson (drawn by C. Duarte),,5,91,100,-9,3582.0
0:18.0, ,91-101,C. Duarte makes free throw 1 of 2,,5,91,101,-10,3582.0
0:18.0, ,91-101,I. Jackson enters the game for M. Brogdon,,5,91,101,-10,3582.0
0:18.0, ,91-101,T. McConnell enters the game for D. Sabonis,,5,91,101,-10,3582.0
0:18.0, ,91-102,C. Duarte makes free throw 2 of 2,,5,91,102,-11,3582.0
0:13.0,Turnover by B. Adebayo (lost ball; steal by O. Brissett),91-102, ,,5,91,102,-11,3587.0
0:00.0,End of 1st overtime,91-102,,,5,91,102,-11,3600.0
