Time,Miami,Score,LA Lakers,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
12:00.0,Jump ball: B. Adebayo vs. D. Jordan (P. Tucker gains possession),0-0,,,1,0,0,0,0.0
11:40.0,P. Tucker misses 3-pt jump shot from 26 ft,0-0, ,,1,0,0,0,20.0
11:38.0, ,0-0,Defensive rebound by D. Jordan,,1,0,0,0,22.0
11:20.0, ,0-0,K. Bazemore misses 3-pt jump shot from 25 ft,,1,0,0,0,40.0
11:16.0,Defensive rebound by K. Lowry,0-0, ,,1,0,0,0,44.0
11:12.0,Shooting foul by D. Jordan (drawn by J. Butler),0-0, ,,1,0,0,0,48.0
11:12.0,J. Butler makes free throw 1 of 2,1-0, ,,1,1,0,1,48.0
11:12.0,J. Butler makes free throw 2 of 2,2-0, ,,1,2,0,2,48.0
10:52.0, ,2-0,A. Davis misses 2-pt jump shot from 20 ft,,1,2,0,2,68.0
10:50.0,Defensive rebound by B. Adebayo,2-0, ,,1,2,0,2,70.0
10:42.0,B. Adebayo misses 2-pt jump shot from 11 ft,2-0, ,,1,2,0,2,78.0
10:38.0, ,2-0,Defensive rebound by D. Jordan,,1,2,0,2,82.0
10:33.0, ,2-0,Shooting foul by B. Adebayo (drawn by D. Jordan),,1,2,0,2,87.0
10:33.0, ,2-1,D. Jordan makes free throw 1 of 2,,1,2,1,1,87.0
10:33.0, ,2-1,D. Jordan misses free throw 2 of 2,,1,2,1,1,87.0
10:31.0,Defensive rebound by P. Tucker,2-1, ,,1,2,1,1,89.0
10:18.0,B. Adebayo misses 2-pt jump shot from 12 ft,2-1, ,,1,2,1,1,102.0
10:16.0, ,2-1,Defensive rebound by D. Jordan,,1,2,1,1,104.0
10:08.0, ,2-1,Personal foul by P. Tucker (drawn by R. Westbrook),,1,2,1,1,112.0
9:54.0, ,2-1,Turnover by R. Westbrook (bad pass; steal by B. Adebayo),,1,2,1,1,126.0
9:38.0,J. Butler misses 2-pt jump shot from 14 ft,2-1, ,,1,2,1,1,142.0
9:34.0, ,2-1,Defensive rebound by D. Jordan,,1,2,1,1,146.0
9:30.0, ,2-1,R. Westbrook misses 2-pt layup from 1 ft,,1,2,1,1,150.0
9:26.0, ,2-1,Offensive rebound by A. Davis,,1,2,1,1,154.0
9:26.0, ,2-1,A. Davis misses 2-pt layup at rim,,1,2,1,1,154.0
9:25.0, ,2-1,Offensive rebound by A. Davis,,1,2,1,1,155.0
9:15.0, ,2-1,R. Westbrook misses 3-pt jump shot from 26 ft,,1,2,1,1,165.0
9:13.0, ,2-1,Offensive rebound by D. Jordan,,1,2,1,1,167.0
9:12.0, ,2-1,Turnover by D. Jordan (lost ball; steal by D. Robinson),,1,2,1,1,168.0
9:06.0,Turnover by K. Lowry (bad pass; steal by K. Bazemore),2-1, ,,1,2,1,1,174.0
9:00.0, ,2-1,Turnover by A. Bradley (bad pass),,1,2,1,1,180.0
8:48.0,B. Adebayo misses 2-pt layup from 4 ft,2-1, ,,1,2,1,1,192.0
8:46.0, ,2-1,Defensive rebound by R. Westbrook,,1,2,1,1,194.0
8:30.0, ,2-1,A. Bradley misses 2-pt layup from 3 ft,,1,2,1,1,210.0
8:27.0,Defensive rebound by P. Tucker,2-1, ,,1,2,1,1,213.0
8:24.0,D. Robinson misses 3-pt jump shot from 26 ft,2-1, ,,1,2,1,1,216.0
8:22.0, ,2-1,Defensive rebound by R. Westbrook,,1,2,1,1,218.0
8:19.0, ,2-3,A. Bradley makes 2-pt layup from 4 ft (assist by R. Westbrook),Lead change,1,2,3,-1,221.0
8:03.0,D. Robinson misses 3-pt jump shot from 27 ft,2-3, ,,1,2,3,-1,237.0
7:59.0, ,2-3,Defensive rebound by A. Davis,,1,2,3,-1,241.0
7:53.0, ,2-3,Turnover by A. Davis (bad pass; steal by D. Robinson),,1,2,3,-1,247.0
7:49.0,B. Adebayo makes 2-pt dunk from 1 ft,4-3, ,Lead change,1,4,3,1,251.0
7:48.0, ,4-3,LA Lakers full timeout,,1,4,3,1,252.0
7:48.0, ,4-3,M. Monk enters the game for A. Bradley,,1,4,3,1,252.0
7:25.0, ,4-3,A. Davis misses 2-pt jump shot from 12 ft,,1,4,3,1,275.0
7:23.0,Defensive rebound by Team,4-3, ,,1,4,3,1,277.0
7:10.0,K. Lowry misses 3-pt jump shot from 28 ft,4-3, ,,1,4,3,1,290.0
7:07.0, ,4-3,Defensive rebound by K. Bazemore,,1,4,3,1,293.0
7:02.0, ,4-3,Turnover by K. Bazemore (bad pass; steal by J. Butler),,1,4,3,1,298.0
7:00.0,Shooting foul by R. Westbrook (drawn by B. Adebayo),4-3, ,,1,4,3,1,300.0
7:00.0,B. Adebayo makes free throw 1 of 2,5-3, ,,1,5,3,2,300.0
7:00.0,B. Adebayo makes free throw 2 of 2,6-3, ,,1,6,3,3,300.0
6:46.0, ,6-3,K. Bazemore misses 3-pt jump shot from 26 ft,,1,6,3,3,314.0
6:43.0,Defensive rebound by P. Tucker,6-3, ,,1,6,3,3,317.0
6:39.0,Offensive foul by B. Adebayo (drawn by K. Bazemore),6-3, ,,1,6,3,3,321.0
6:39.0,Turnover by B. Adebayo (offensive foul),6-3, ,,1,6,3,3,321.0
6:39.0,D. Dedmon enters the game for B. Adebayo,6-3, ,,1,6,3,3,321.0
6:30.0, ,6-5,R. Westbrook makes 2-pt jump shot from 20 ft,,1,6,5,1,330.0
6:17.0,Shooting foul by D. Jordan (drawn by D. Dedmon),6-5, ,,1,6,5,1,343.0
6:17.0,D. Dedmon misses free throw 1 of 2,6-5, ,,1,6,5,1,343.0
6:17.0,Offensive rebound by Team,6-5, ,,1,6,5,1,343.0
6:17.0, ,6-5,C. Anthony enters the game for D. Jordan,,1,6,5,1,343.0
6:17.0,D. Dedmon misses free throw 2 of 2,6-5, ,,1,6,5,1,343.0
6:06.0, ,6-5,Defensive rebound by R. Westbrook,,1,6,5,1,354.0
6:02.0, ,6-8,C. Anthony makes 3-pt jump shot from 28 ft (assist by R. Westbrook),Lead change,1,6,8,-2,358.0
5:46.0,D. Robinson makes 3-pt jump shot from 25 ft (assist by K. Lowry),9-8, ,Lead change,1,9,8,1,374.0
5:34.0, ,9-10,A. Davis makes 2-pt dunk from 2 ft (assist by R. Westbrook),Lead change,1,9,10,-1,386.0
5:34.0, ,9-10,Shooting foul by D. Robinson (drawn by A. Davis),,1,9,10,-1,386.0
5:34.0, ,9-10,A. Davis misses free throw 1 of 1,,1,9,10,-1,386.0
5:32.0,Defensive rebound by K. Lowry,9-10, ,,1,9,10,-1,388.0
5:23.0,D. Dedmon makes 2-pt layup from 3 ft (assist by K. Lowry),11-10, ,Lead change,1,11,10,1,397.0
5:13.0, ,11-10,K. Bazemore misses 3-pt jump shot from 23 ft,,1,11,10,1,407.0
5:10.0, ,11-10,Offensive rebound by A. Davis,,1,11,10,1,410.0
5:09.0, ,11-10,A. Davis misses 2-pt hook shot from 3 ft,,1,11,10,1,411.0
5:09.0, ,11-10,Offensive rebound by R. Westbrook,,1,11,10,1,411.0
5:09.0, ,11-10,R. Westbrook misses 2-pt layup at rim,,1,11,10,1,411.0
5:09.0, ,11-10,Offensive rebound by A. Davis,,1,11,10,1,411.0
5:09.0, ,11-12,A. Davis makes 2-pt layup from 2 ft,Lead change,1,11,12,-1,411.0
5:09.0, ,11-12,Shooting foul by D. Dedmon (drawn by A. Davis),,1,11,12,-1,411.0
5:09.0,T. Herro enters the game for K. Lowry,11-12, ,,1,11,12,-1,411.0
5:09.0, ,11-12,W. Ellington enters the game for K. Bazemore,,1,11,12,-1,411.0
5:09.0, ,11-13,A. Davis makes free throw 1 of 1,,1,11,13,-2,411.0
4:58.0,T. Herro misses 2-pt jump shot from 11 ft,11-13, ,,1,11,13,-2,422.0
4:56.0, ,11-13,Defensive rebound by R. Westbrook,,1,11,13,-2,424.0
4:52.0, ,11-13,A. Davis misses 2-pt layup from 2 ft,,1,11,13,-2,428.0
4:48.0,Defensive rebound by D. Dedmon,11-13, ,,1,11,13,-2,432.0
4:42.0,P. Tucker misses 2-pt jump shot from 12 ft,11-13, ,,1,11,13,-2,438.0
4:42.0,Offensive rebound by D. Dedmon,11-13, ,,1,11,13,-2,438.0
4:38.0,D. Dedmon makes 2-pt layup at rim,13-13, ,Tie,1,13,13,0,442.0
4:22.0, ,13-13,M. Monk misses 3-pt jump shot from 28 ft,,1,13,13,0,458.0
4:19.0,Defensive rebound by P. Tucker,13-13, ,,1,13,13,0,461.0
4:11.0,J. Butler makes 2-pt jump shot from 14 ft,15-13, ,Lead change,1,15,13,2,469.0
4:11.0,Shooting foul by M. Monk (drawn by J. Butler),15-13, ,,1,15,13,2,469.0
4:11.0, ,15-13,A. Bradley enters the game for R. Westbrook,,1,15,13,2,469.0
4:11.0,J. Butler makes free throw 1 of 1,16-13, ,,1,16,13,3,469.0
4:00.0, ,16-15,A. Davis makes 2-pt jump shot from 16 ft,,1,16,15,1,480.0
3:49.0,D. Robinson misses 3-pt jump shot from 27 ft,16-15, ,,1,16,15,1,491.0
3:45.0, ,16-15,Defensive rebound by C. Anthony,,1,16,15,1,495.0
3:29.0, ,16-17,A. Davis makes 2-pt dunk from 2 ft,Lead change,1,16,17,-1,511.0
3:29.0,Miami full timeout,16-17, ,,1,16,17,-1,511.0
3:29.0,C. Martin enters the game for P. Tucker,16-17, ,,1,16,17,-1,511.0
3:12.0,Shooting foul by W. Ellington (drawn by J. Butler),16-17, ,,1,16,17,-1,528.0
3:12.0,J. Butler makes free throw 1 of 2,17-17, ,Tie,1,17,17,0,528.0
3:12.0,J. Butler makes free throw 2 of 2,18-17, ,Lead change,1,18,17,1,528.0
2:58.0, ,18-17,Shooting foul by D. Dedmon (drawn by A. Davis),,1,18,17,1,542.0
2:58.0, ,18-18,A. Davis makes free throw 1 of 2,Tie,1,18,18,0,542.0
2:58.0, ,18-19,A. Davis makes free throw 2 of 2,Lead change,1,18,19,-1,542.0
2:34.0,J. Butler misses 3-pt jump shot from 28 ft,18-19, ,,1,18,19,-1,566.0
2:29.0, ,18-19,Defensive rebound by A. Bradley,,1,18,19,-1,571.0
2:23.0, ,18-19,A. Davis misses 2-pt jump shot from 4 ft,,1,18,19,-1,577.0
2:20.0,Defensive rebound by D. Dedmon,18-19, ,,1,18,19,-1,580.0
2:12.0,T. Herro misses 3-pt jump shot from 22 ft,18-19, ,,1,18,19,-1,588.0
2:08.0,Offensive rebound by C. Martin,18-19, ,,1,18,19,-1,592.0
2:08.0,C. Martin makes 2-pt layup at rim,20-19, ,Lead change,1,20,19,1,592.0
2:02.0, ,20-22,A. Bradley makes 3-pt jump shot from 23 ft (assist by M. Monk),Lead change,1,20,22,-2,598.0
1:45.0,C. Martin misses 3-pt jump shot from 24 ft,20-22, ,,1,20,22,-2,615.0
1:43.0, ,20-22,Defensive rebound by A. Davis,,1,20,22,-2,617.0
1:35.0, ,20-25,A. Bradley makes 3-pt jump shot from 23 ft (assist by A. Davis),,1,20,25,-5,625.0
1:14.0,T. Herro makes 3-pt jump shot from 25 ft (assist by J. Butler),23-25, ,,1,23,25,-2,646.0
0:56.0, ,23-28,A. Bradley makes 3-pt jump shot from 25 ft,,1,23,28,-5,664.0
0:34.0,T. Herro misses 2-pt jump shot from 20 ft (block by A. Bradley),23-28, ,,1,23,28,-5,686.0
0:33.0,Offensive rebound by T. Herro,23-28, ,,1,23,28,-5,687.0
0:31.0,T. Herro makes 2-pt jump shot from 18 ft,25-28, ,,1,25,28,-3,689.0
0:26.0, ,25-28,C. Anthony misses 3-pt jump shot from 27 ft,,1,25,28,-3,694.0
0:26.0,Defensive rebound by D. Dedmon,25-28, ,,1,25,28,-3,694.0
0:03.0,D. Robinson misses 2-pt jump shot from 2 ft,25-28, ,,1,25,28,-3,717.0
0:03.0, ,25-28,Defensive rebound by Team,,1,25,28,-3,717.0
0:02.0, ,25-28,Turnover by M. Monk (bad pass; steal by J. Butler),,1,25,28,-3,718.0
0:00.0,C. Martin misses 3-pt jump shot from 29 ft,25-28, ,,1,25,28,-3,720.0
0:00.0,Offensive rebound by Team,25-28, ,,1,25,28,-3,720.0
0:00.0,End of 1st quarter,25-28,,,1,25,28,-3,720.0
12:00.0,Start of 2nd quarter,25-28,,,2,25,28,-3,720.0
11:46.0, ,25-28,W. Ellington misses 3-pt jump shot from 25 ft,,2,25,28,-3,734.0
11:43.0,Defensive rebound by B. Adebayo,25-28, ,,2,25,28,-3,737.0
11:28.0,G. Vincent misses 3-pt jump shot from 23 ft,25-28, ,,2,25,28,-3,752.0
11:26.0, ,25-28,Defensive rebound by C. Anthony,,2,25,28,-3,754.0
11:06.0, ,25-31,W. Ellington makes 3-pt jump shot from 26 ft (assist by R. Westbrook),,2,25,31,-6,774.0
10:46.0,B. Adebayo makes 2-pt layup from 1 ft (assist by T. Herro),27-31, ,,2,27,31,-4,794.0
10:36.0, ,27-31,R. Westbrook misses 2-pt jump shot from 10 ft,,2,27,31,-4,804.0
10:34.0,Defensive rebound by B. Adebayo,27-31, ,,2,27,31,-4,806.0
10:24.0,C. Martin misses 3-pt jump shot from 23 ft,27-31, ,,2,27,31,-4,816.0
10:23.0, ,27-31,Defensive rebound by Team,,2,27,31,-4,817.0
10:23.0,Loose ball foul by B. Adebayo (drawn by D. Howard),27-31, ,,2,27,31,-4,817.0
10:23.0,D. Dedmon enters the game for B. Adebayo,27-31, ,,2,27,31,-4,817.0
10:06.0, ,27-31,C. Anthony misses 3-pt jump shot from 26 ft,,2,27,31,-4,834.0
10:04.0,Defensive rebound by C. Martin,27-31, ,,2,27,31,-4,836.0
9:56.0,T. Herro misses 2-pt layup from 2 ft,27-31, ,,2,27,31,-4,844.0
9:54.0, ,27-31,Defensive rebound by R. Westbrook,,2,27,31,-4,846.0
9:51.0, ,27-31,A. Bradley misses 3-pt jump shot from 23 ft,,2,27,31,-4,849.0
9:46.0,Defensive rebound by T. Herro,27-31, ,,2,27,31,-4,854.0
9:40.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by T. Herro),30-31, ,,2,30,31,-1,860.0
9:26.0, ,30-31,Personal foul by D. Dedmon (drawn by D. Howard),,2,30,31,-1,874.0
9:26.0,Technical foul by C. Martin,30-31, ,,2,30,31,-1,874.0
9:26.0, ,30-31,Technical foul by C. Anthony,,2,30,31,-1,874.0
9:26.0,U. Haslem enters the game for D. Dedmon,30-31, ,,2,30,31,-1,874.0
9:16.0, ,30-33,C. Anthony makes 2-pt jump shot from 14 ft,,2,30,33,-3,884.0
9:10.0,Shooting foul by D. Howard (drawn by K. Lowry),30-33, ,,2,30,33,-3,890.0
9:10.0,Instant Replay (Request: Ruling Stands),30-33, ,,2,30,33,-3,890.0
9:10.0, ,30-33,K. Bazemore enters the game for A. Bradley,,2,30,33,-3,890.0
9:10.0, ,30-33,M. Monk enters the game for W. Ellington,,2,30,33,-3,890.0
9:10.0,K. Lowry makes free throw 1 of 2,31-33, ,,2,31,33,-2,890.0
9:10.0,K. Lowry makes free throw 2 of 2,32-33, ,,2,32,33,-1,890.0
8:55.0, ,32-33,Personal foul by U. Haslem (drawn by R. Westbrook),,2,32,33,-1,905.0
8:49.0, ,32-33,R. Westbrook misses 2-pt dunk from 5 ft (block by C. Martin),,2,32,33,-1,911.0
8:46.0,Defensive rebound by K. Lowry,32-33, ,,2,32,33,-1,914.0
8:30.0,U. Haslem makes 2-pt jump shot from 14 ft (assist by C. Martin),34-33, ,Lead change,2,34,33,1,930.0
8:14.0, ,34-33,Offensive foul by D. Howard (drawn by K. Lowry),,2,34,33,1,946.0
8:14.0, ,34-33,Turnover by D. Howard (offensive foul),,2,34,33,1,946.0
7:53.0,K. Lowry misses 3-pt jump shot from 24 ft,34-33, ,,2,34,33,1,967.0
7:51.0, ,34-33,Defensive rebound by K. Bazemore,,2,34,33,1,969.0
7:40.0, ,34-35,C. Anthony makes 2-pt layup from 2 ft,Lead change,2,34,35,-1,980.0
7:30.0,Turnover by G. Vincent (bad pass),34-35, ,,2,34,35,-1,990.0
7:18.0, ,34-35,Personal foul by C. Martin (drawn by C. Anthony),,2,34,35,-1,1002.0
7:18.0,D. Robinson enters the game for C. Martin,34-35, ,,2,34,35,-1,1002.0
7:18.0,P. Tucker enters the game for G. Vincent,34-35, ,,2,34,35,-1,1002.0
7:12.0, ,34-35,Turnover by R. Westbrook (bad pass),,2,34,35,-1,1008.0
7:00.0,U. Haslem misses 2-pt layup from 4 ft (block by R. Westbrook),34-35, ,,2,34,35,-1,1020.0
6:57.0,Offensive rebound by P. Tucker,34-35, ,,2,34,35,-1,1023.0
6:51.0,D. Robinson misses 3-pt jump shot from 26 ft,34-35, ,,2,34,35,-1,1029.0
6:49.0, ,34-35,Defensive rebound by M. Monk,,2,34,35,-1,1031.0
6:45.0, ,34-37,M. Monk makes 2-pt jump shot from 7 ft,,2,34,37,-3,1035.0
6:34.0,Turnover by T. Herro (bad pass),34-37, ,,2,34,37,-3,1046.0
6:34.0, ,34-37,LA Lakers full timeout,,2,34,37,-3,1046.0
6:34.0, ,34-37,A. Davis enters the game for C. Anthony,,2,34,37,-3,1046.0
6:19.0, ,34-39,M. Monk makes 2-pt jump shot from 10 ft,,2,34,39,-5,1061.0
6:00.0,K. Lowry misses 3-pt jump shot from 26 ft,34-39, ,,2,34,39,-5,1080.0
5:58.0, ,34-39,Defensive rebound by D. Howard,,2,34,39,-5,1082.0
5:50.0, ,34-41,M. Monk makes 2-pt jump shot from 17 ft,,2,34,41,-7,1090.0
5:28.0,T. Herro makes 2-pt layup from 3 ft,36-41, ,,2,36,41,-5,1112.0
5:14.0, ,36-44,R. Westbrook makes 3-pt jump shot from 23 ft (assist by M. Monk),,2,36,44,-8,1126.0
4:52.0,P. Tucker makes 2-pt jump shot from 4 ft (assist by D. Robinson),38-44, ,,2,38,44,-6,1148.0
4:34.0, ,38-44,R. Westbrook misses 3-pt jump shot from 24 ft,,2,38,44,-6,1166.0
4:31.0, ,38-44,Offensive rebound by D. Howard,,2,38,44,-6,1169.0
4:24.0, ,38-44,M. Monk misses 3-pt jump shot from 29 ft,,2,38,44,-6,1176.0
4:21.0, ,38-44,Offensive rebound by D. Howard,,2,38,44,-6,1179.0
4:21.0, ,38-44,Shooting foul by U. Haslem (drawn by D. Howard),,2,38,44,-6,1179.0
4:21.0, ,38-44,D. Howard misses free throw 1 of 2,,2,38,44,-6,1179.0
4:21.0, ,38-44,Offensive rebound by Team,,2,38,44,-6,1179.0
4:21.0,O. Yurtseven enters the game for U. Haslem,38-44, ,,2,38,44,-6,1179.0
4:21.0, ,38-44,W. Ellington enters the game for R. Westbrook,,2,38,44,-6,1179.0
4:21.0, ,38-44,Violation by Team (delay of game),,2,38,44,-6,1179.0
4:21.0, ,38-44,D. Howard misses free throw 2 of 2,,2,38,44,-6,1179.0
4:16.0,Defensive rebound by P. Tucker,38-44, ,,2,38,44,-6,1184.0
4:12.0,K. Lowry makes 3-pt jump shot from 23 ft (assist by D. Robinson),41-44, ,,2,41,44,-3,1188.0
3:48.0, ,41-44,Turnover by A. Davis (lost ball; steal by K. Lowry),,2,41,44,-3,1212.0
3:48.0,Offensive foul by K. Lowry (drawn by M. Monk),41-44, ,,2,41,44,-3,1212.0
3:48.0,Turnover by K. Lowry (offensive foul),41-44, ,,2,41,44,-3,1212.0
3:48.0, ,41-44,C. Anthony enters the game for K. Bazemore,,2,41,44,-3,1212.0
3:48.0, ,41-44,A. Bradley enters the game for D. Howard,,2,41,44,-3,1212.0
3:36.0, ,41-44,Turnover by M. Monk (back court),,2,41,44,-3,1224.0
3:22.0,T. Herro makes 3-pt jump shot from 25 ft (assist by P. Tucker),44-44, ,Tie,2,44,44,0,1238.0
3:02.0, ,44-47,W. Ellington makes 3-pt jump shot from 23 ft (assist by M. Monk),,2,44,47,-3,1258.0
2:49.0,Turnover by K. Lowry (bad pass; steal by A. Bradley),44-47, ,,2,44,47,-3,1271.0
2:46.0, ,44-47,A. Bradley misses 2-pt layup from 2 ft,,2,44,47,-3,1274.0
2:43.0,Defensive rebound by O. Yurtseven,44-47, ,,2,44,47,-3,1277.0
2:35.0,T. Herro makes 3-pt jump shot from 27 ft,47-47, ,Tie,2,47,47,0,1285.0
2:35.0, ,47-47,LA Lakers full timeout,,2,47,47,0,1285.0
2:35.0, ,47-47,R. Westbrook enters the game for M. Monk,,2,47,47,0,1285.0
2:13.0, ,47-50,A. Bradley makes 3-pt jump shot from 26 ft (assist by W. Ellington),,2,47,50,-3,1307.0
1:44.0,P. Tucker makes 2-pt jump shot from 3 ft (assist by K. Lowry),49-50, ,,2,49,50,-1,1336.0
1:27.0, ,49-50,Turnover by R. Westbrook (bad pass; steal by P. Tucker),,2,49,50,-1,1353.0
1:24.0,Turnover by P. Tucker (bad pass; steal by R. Westbrook),49-50, ,,2,49,50,-1,1356.0
1:21.0, ,49-52,A. Davis makes 2-pt dunk at rim (assist by R. Westbrook),,2,49,52,-3,1359.0
1:15.0,T. Herro makes 2-pt layup from 1 ft,51-52, ,,2,51,52,-1,1365.0
0:57.0, ,51-52,Turnover by A. Davis (bad pass),,2,51,52,-1,1383.0
0:47.0,O. Yurtseven makes 2-pt dunk from 2 ft (assist by K. Lowry),53-52, ,Lead change,2,53,52,1,1393.0
0:47.0,Shooting foul by A. Davis (drawn by O. Yurtseven),53-52, ,,2,53,52,1,1393.0
0:47.0,O. Yurtseven makes free throw 1 of 1,54-52, ,,2,54,52,2,1393.0
0:29.0, ,54-55,W. Ellington makes 3-pt jump shot from 25 ft (assist by A. Bradley),Lead change,2,54,55,-1,1411.0
0:07.0,D. Robinson makes 3-pt jump shot from 23 ft (assist by K. Lowry),57-55, ,Lead change,2,57,55,2,1433.0
0:01.0, ,57-55,C. Anthony misses 3-pt jump shot from 26 ft,,2,57,55,2,1439.0
0:00.0, ,57-55,Offensive rebound by Team,,2,57,55,2,1440.0
0:00.0,End of 2nd quarter,57-55,,,2,57,55,2,1440.0
12:00.0,Start of 3rd quarter,57-55,,,3,57,55,2,1440.0
11:34.0, ,57-58,R. Westbrook makes 3-pt jump shot from 23 ft,Lead change,3,57,58,-1,1466.0
11:21.0,Personal foul by K. Bazemore (drawn by P. Tucker),57-58, ,,3,57,58,-1,1479.0
11:09.0,T. Herro makes 3-pt jump shot from 27 ft,60-58, ,Lead change,3,60,58,2,1491.0
