Time,Chicago,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
5:08.0, ,55-75,D. Robinson makes 3-pt jump shot from 23 ft (assist by P. Tucker),,3,75,55,20,1852.0
4:54.0,Personal foul by J. Butler (drawn by N. Vučević),55-75, ,,3,75,55,20,1866.0
4:54.0, ,55-75,T. Herro enters the game for G. Vincent,,3,75,55,20,1866.0
4:51.0,Shooting foul by B. Adebayo (drawn by Z. LaVine),55-75, ,,3,75,55,20,1869.0
4:51.0,Z. LaVine makes free throw 1 of 2,56-75, ,,3,75,56,19,1869.0
4:51.0,Z. LaVine makes free throw 2 of 2,57-75, ,,3,75,57,18,1869.0
4:29.0, ,57-75,Shooting foul by D. Jones (drawn by J. Butler),,3,75,57,18,1891.0
4:29.0, ,57-76,J. Butler makes free throw 1 of 3,,3,76,57,19,1891.0
4:29.0, ,57-77,J. Butler makes free throw 2 of 3,,3,77,57,20,1891.0
4:29.0, ,57-78,J. Butler makes free throw 3 of 3,,3,78,57,21,1891.0
4:12.0,C. White misses 3-pt jump shot from 26 ft,57-78, ,,3,78,57,21,1908.0
4:09.0,Offensive rebound by Z. LaVine,57-78, ,,3,78,57,21,1911.0
4:05.0,N. Vučević makes 2-pt dunk from 2 ft (assist by A. Dosunmu),59-78, ,,3,78,59,19,1915.0
3:53.0, ,59-80,T. Herro makes 2-pt jump shot from 14 ft,,3,80,59,21,1927.0
3:36.0,A. Dosunmu misses 3-pt jump shot from 26 ft,59-80, ,,3,80,59,21,1944.0
3:33.0, ,59-80,Defensive rebound by T. Herro,,3,80,59,21,1947.0
3:31.0, ,59-82,B. Adebayo makes 2-pt dunk from 2 ft (assist by T. Herro),,3,82,59,23,1949.0
3:05.0,N. Vučević makes 2-pt layup from 2 ft (assist by C. White),61-82, ,,3,82,61,21,1975.0
2:44.0, ,61-82,Shooting foul by N. Vučević (drawn by B. Adebayo),,3,82,61,21,1996.0
2:44.0, ,61-83,B. Adebayo makes free throw 1 of 2,,3,83,61,22,1996.0
2:44.0,T. Brown enters the game for A. Dosunmu,61-83, ,,3,83,61,22,1996.0
2:44.0,D. DeRozan enters the game for Z. LaVine,61-83, ,,3,83,61,22,1996.0
2:44.0,T. Thompson enters the game for N. Vučević,61-83, ,,3,83,61,22,1996.0
2:44.0, ,61-83,C. Martin enters the game for P. Tucker,,3,83,61,22,1996.0
2:44.0, ,61-83,B. Adebayo misses free throw 2 of 2,,3,83,61,22,1996.0
2:41.0,Defensive rebound by D. Jones,61-83, ,,3,83,61,22,1999.0
2:29.0,Shooting foul by B. Adebayo (drawn by D. DeRozan),61-83, ,,3,83,61,22,2011.0
2:29.0,D. DeRozan misses free throw 1 of 2,61-83, ,,3,83,61,22,2011.0
2:29.0,Offensive rebound by Team,61-83, ,,3,83,61,22,2011.0
2:29.0, ,61-83,D. Dedmon enters the game for B. Adebayo,,3,83,61,22,2011.0
2:29.0,D. DeRozan makes free throw 2 of 2,62-83, ,,3,83,62,21,2011.0
2:16.0, ,62-85,D. Dedmon makes 2-pt dunk from 1 ft (assist by T. Herro),,3,85,62,23,2024.0
2:00.0,T. Brown makes 2-pt jump shot from 8 ft (assist by C. White),64-85, ,,3,85,64,21,2040.0
1:46.0, ,64-85,Turnover by D. Dedmon (bad pass; steal by T. Brown),,3,85,64,21,2054.0
1:46.0, ,64-85,M. Strus enters the game for D. Robinson,,3,85,64,21,2054.0
1:27.0,C. White makes 3-pt jump shot from 27 ft (assist by D. DeRozan),67-85, ,,3,85,67,18,2073.0
1:06.0, ,67-87,T. Herro makes 2-pt layup from 2 ft,,3,87,67,20,2094.0
0:45.0,T. Brown misses 3-pt jump shot from 25 ft,67-87, ,,3,87,67,20,2115.0
0:43.0, ,67-87,Defensive rebound by D. Dedmon,,3,87,67,20,2117.0
0:36.0, ,67-89,C. Martin makes 2-pt layup from 2 ft (assist by J. Butler),,3,89,67,22,2124.0
0:31.0,Personal foul by C. Martin (drawn by D. DeRozan),67-89, ,,3,89,67,22,2129.0
0:31.0, ,67-89,G. Vincent enters the game for J. Butler,,3,89,67,22,2129.0
0:27.0,D. DeRozan misses 2-pt layup from 4 ft (block by D. Dedmon),67-89, ,,3,89,67,22,2133.0
0:26.0,Offensive rebound by Team,67-89, ,,3,89,67,22,2134.0
0:23.0,C. White misses 2-pt jump shot from 13 ft,67-89, ,,3,89,67,22,2137.0
0:20.0, ,67-89,Defensive rebound by D. Dedmon,,3,89,67,22,2140.0
0:04.0, ,67-89,Shooting foul by C. White (drawn by T. Herro),,3,89,67,22,2156.0
0:04.0, ,67-90,T. Herro makes free throw 1 of 2,,3,90,67,23,2156.0
0:04.0, ,67-91,T. Herro makes free throw 2 of 2,,3,91,67,24,2156.0
0:01.0,C. White misses 3-pt jump shot from 34 ft,67-91, ,,3,91,67,24,2159.0
0:00.0,Offensive rebound by Team,67-91, ,,3,91,67,24,2160.0
0:00.0,End of 3rd quarter,67-91,,,3,91,67,24,2160.0
12:00.0,Start of 4th quarter,67-91,,,4,91,67,24,2160.0
11:41.0,Z. LaVine makes 3-pt jump shot from 26 ft (assist by C. White),70-91, ,,4,91,70,21,2179.0
11:21.0, ,70-93,M. Strus makes 2-pt jump shot from 18 ft,,4,93,70,23,2199.0
11:06.0,Z. LaVine makes 3-pt jump shot from 26 ft (assist by D. DeRozan),73-93, ,,4,93,73,20,2214.0
10:48.0, ,73-96,M. Strus makes 3-pt jump shot from 23 ft (assist by G. Vincent),,4,96,73,23,2232.0
10:26.0,D. DeRozan makes 2-pt jump shot from 18 ft,75-96, ,,4,96,75,21,2254.0
10:23.0,Technical foul by T. Thompson,75-96, ,,4,96,75,21,2257.0
10:23.0, ,75-96,Technical foul by D. Dedmon,,4,96,75,21,2257.0
10:01.0, ,75-96,Turnover by C. Martin (off goaltending),,4,96,75,21,2279.0
9:47.0,C. White makes 3-pt jump shot from 22 ft (assist by Z. LaVine),78-96, ,,4,96,78,18,2293.0
9:45.0, ,78-96,Miami full timeout,,4,96,78,18,2295.0
9:45.0,J. Green enters the game for D. Jones,78-96, ,,4,96,78,18,2295.0
9:28.0, ,78-99,M. Strus makes 3-pt jump shot from 23 ft (assist by G. Vincent),,4,99,78,21,2312.0
9:07.0,Offensive foul by T. Thompson (drawn by D. Dedmon),78-99, ,,4,99,78,21,2333.0
9:07.0,Turnover by T. Thompson (offensive foul),78-99, ,,4,99,78,21,2333.0
8:53.0, ,78-99,T. Herro misses 2-pt jump shot from 12 ft,,4,99,78,21,2347.0
8:50.0,Defensive rebound by Z. LaVine,78-99, ,,4,99,78,21,2350.0
8:44.0,Z. LaVine makes 2-pt jump shot from 21 ft,80-99, ,,4,99,80,19,2356.0
8:29.0, ,80-101,T. Herro makes 2-pt layup from 2 ft,,4,101,80,21,2371.0
8:29.0, ,80-101,Shooting foul by J. Green (drawn by T. Herro),,4,101,80,21,2371.0
8:29.0,A. Dosunmu enters the game for J. Green,80-101, ,,4,101,80,21,2371.0
8:29.0, ,80-102,T. Herro makes free throw 1 of 1,,4,102,80,22,2371.0
8:16.0,C. White misses 3-pt jump shot from 27 ft,80-102, ,,4,102,80,22,2384.0
8:15.0, ,80-102,Defensive rebound by Team,,4,102,80,22,2385.0
8:15.0,Loose ball foul by T. Thompson (drawn by D. Dedmon),80-102, ,,4,102,80,22,2385.0
8:01.0, ,80-102,M. Strus misses 3-pt jump shot from 25 ft,,4,102,80,22,2399.0
7:59.0,Defensive rebound by Team,80-102, ,,4,102,80,22,2401.0
7:59.0, ,80-102,Loose ball foul by D. Dedmon (drawn by T. Thompson),,4,102,80,22,2401.0
7:40.0,D. DeRozan makes 2-pt layup from 2 ft,82-102, ,,4,102,82,20,2420.0
7:30.0, ,82-102,Offensive foul by C. Martin (drawn by D. DeRozan),,4,102,82,20,2430.0
7:30.0, ,82-102,Turnover by C. Martin (offensive foul),,4,102,82,20,2430.0
7:30.0,N. Vučević enters the game for T. Thompson,82-102, ,,4,102,82,20,2430.0
7:30.0, ,82-102,B. Adebayo enters the game for D. Dedmon,,4,102,82,20,2430.0
7:16.0,D. DeRozan misses 2-pt jump shot from 10 ft,82-102, ,,4,102,82,20,2444.0
7:13.0, ,82-102,Defensive rebound by B. Adebayo,,4,102,82,20,2447.0
6:55.0, ,82-102,Turnover by T. Herro (bad pass; steal by D. DeRozan),,4,102,82,20,2465.0
6:46.0,A. Dosunmu makes 2-pt jump shot from 7 ft,84-102, ,,4,102,84,18,2474.0
6:28.0, ,84-104,C. Martin makes 2-pt dunk from 1 ft (assist by M. Strus),,4,104,84,20,2492.0
6:03.0,N. Vučević misses 3-pt jump shot from 27 ft,84-104, ,,4,104,84,20,2517.0
5:59.0, ,84-104,Defensive rebound by T. Herro,,4,104,84,20,2521.0
5:54.0, ,84-107,M. Strus makes 3-pt jump shot from 28 ft (assist by T. Herro),,4,107,84,23,2526.0
5:52.0,Chicago full timeout,84-107, ,,4,107,84,23,2528.0
5:52.0,T. Bradley enters the game for D. DeRozan,84-107, ,,4,107,84,23,2528.0
5:52.0,T. Brown enters the game for Z. LaVine,84-107, ,,4,107,84,23,2528.0
5:52.0,D. Jones enters the game for N. Vučević,84-107, ,,4,107,84,23,2528.0
5:28.0,Turnover by Team (shot clock),84-107, ,,4,107,84,23,2552.0
5:08.0, ,84-107,M. Strus misses 2-pt jump shot from 16 ft,,4,107,84,23,2572.0
5:03.0,Defensive rebound by T. Bradley,84-107, ,,4,107,84,23,2577.0
4:56.0,C. White misses 2-pt layup from 3 ft,84-107, ,,4,107,84,23,2584.0
4:53.0, ,84-107,Defensive rebound by T. Herro,,4,107,84,23,2587.0
4:51.0, ,84-107,Turnover by T. Herro (bad pass; steal by T. Brown),,4,107,84,23,2589.0
4:48.0,Personal foul by G. Vincent (drawn by C. White),84-107, ,,4,107,84,23,2592.0
4:48.0, ,84-107,O. Yurtseven enters the game for B. Adebayo,,4,107,84,23,2592.0
4:41.0,T. Bradley makes 2-pt layup from 1 ft (assist by A. Dosunmu),86-107, ,,4,107,86,21,2599.0
4:22.0, ,86-107,Turnover by M. Strus (bad pass; steal by A. Dosunmu),,4,107,86,21,2618.0
4:19.0,A. Dosunmu misses 2-pt layup from 3 ft (block by M. Strus),86-107, ,,4,107,86,21,2621.0
4:18.0,Offensive rebound by Team,86-107, ,,4,107,86,21,2622.0
4:12.0,T. Brown misses 3-pt jump shot from 26 ft,86-107, ,,4,107,86,21,2628.0
4:07.0, ,86-107,Defensive rebound by O. Yurtseven,,4,107,86,21,2633.0
3:57.0, ,86-109,O. Yurtseven makes 2-pt dunk from 1 ft (assist by T. Herro),,4,109,86,23,2643.0
3:45.0,C. White makes 3-pt jump shot from 27 ft (assist by A. Dosunmu),89-109, ,,4,109,89,20,2655.0
3:26.0, ,89-109,C. Martin misses 3-pt jump shot from 23 ft,,4,109,89,20,2674.0
3:23.0,Defensive rebound by T. Bradley,89-109, ,,4,109,89,20,2677.0
3:18.0,Offensive foul by T. Bradley (drawn by T. Herro),89-109, ,,4,109,89,20,2682.0
3:18.0,Turnover by T. Bradley (offensive foul),89-109, ,,4,109,89,20,2682.0
3:18.0,M. Thomas enters the game for C. White,89-109, ,,4,109,89,20,2682.0
3:18.0, ,89-109,K. Guy enters the game for T. Herro,,4,109,89,20,2682.0
3:18.0, ,89-109,H. Highsmith enters the game for G. Vincent,,4,109,89,20,2682.0
3:06.0, ,89-111,M. Strus makes 2-pt layup from 3 ft (assist by O. Yurtseven),,4,111,89,22,2694.0
2:56.0,A. Dosunmu makes 2-pt jump shot from 12 ft,91-111, ,,4,111,91,20,2704.0
2:45.0, ,91-111,M. Strus misses 3-pt jump shot from 27 ft,,4,111,91,20,2715.0
2:41.0,Defensive rebound by T. Brown,91-111, ,,4,111,91,20,2719.0
2:36.0,Turnover by A. Dosunmu (bad pass; steal by M. Strus),91-111, ,,4,111,91,20,2724.0
2:22.0, ,91-111,Turnover by K. Guy (bad pass; steal by A. Dosunmu),,4,111,91,20,2738.0
2:12.0,M. Thomas makes 2-pt jump shot from 19 ft,93-111, ,,4,111,93,18,2748.0
1:55.0, ,93-111,O. Yurtseven misses 2-pt jump shot from 9 ft,,4,111,93,18,2765.0
1:51.0,Defensive rebound by M. Thomas,93-111, ,,4,111,93,18,2769.0
1:35.0,M. Thomas makes 2-pt jump shot from 17 ft (assist by T. Bradley),95-111, ,,4,111,95,16,2785.0
1:17.0, ,95-111,K. Guy misses 3-pt jump shot from 27 ft,,4,111,95,16,2803.0
1:14.0, ,95-111,Offensive rebound by O. Yurtseven,,4,111,95,16,2806.0
1:10.0, ,95-111,O. Yurtseven misses 2-pt jump shot from 12 ft (block by T. Bradley),,4,111,95,16,2810.0
1:06.0,Defensive rebound by T. Bradley,95-111, ,,4,111,95,16,2814.0
1:02.0,A. Dosunmu makes 2-pt layup from 2 ft (assist by D. Jones),97-111, ,,4,111,97,14,2818.0
0:57.0, ,97-111,Personal take foul by A. Dosunmu (drawn by K. Guy),,4,111,97,14,2823.0
0:57.0,M. Hill enters the game for A. Dosunmu,97-111, ,,4,111,97,14,2823.0
0:47.0, ,97-111,Offensive foul by O. Yurtseven (drawn by T. Bradley),,4,111,97,14,2833.0
0:47.0, ,97-111,Turnover by O. Yurtseven (offensive foul),,4,111,97,14,2833.0
0:34.0,T. Bradley makes 2-pt layup from 2 ft (assist by M. Hill),99-111, ,,4,111,99,12,2846.0
0:29.0, ,99-111,Personal foul by M. Hill (drawn by K. Guy),,4,111,99,12,2851.0
0:29.0, ,99-111,K. Guy misses free throw 1 of 2,,4,111,99,12,2851.0
0:29.0, ,99-111,Offensive rebound by Team,,4,111,99,12,2851.0
0:29.0, ,99-112,K. Guy makes free throw 2 of 2,,4,112,99,13,2851.0
0:22.0,M. Hill misses 3-pt jump shot from 27 ft,99-112, ,,4,112,99,13,2858.0
0:18.0, ,99-112,Defensive rebound by O. Yurtseven,,4,112,99,13,2862.0
0:00.0,End of 4th quarter,99-112,,,4,112,99,13,2880.0
