Time,Miami,Score,Orlando,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
3:50.0,M. Mulder enters the game for D. Robinson,80-88, ,,3,80,88,-8,1930.0
3:36.0,M. Mulder misses 2-pt jump shot from 20 ft,80-88, ,,3,80,88,-8,1944.0
3:33.0, ,80-88,Defensive rebound by M. Fultz,,3,80,88,-8,1947.0
3:29.0, ,80-91,C. Okeke makes 3-pt jump shot from 25 ft (assist by M. Fultz),,3,80,91,-11,1951.0
3:16.0,Shooting foul by M. Wagner (drawn by V. Oladipo),80-91, ,,3,80,91,-11,1964.0
3:16.0,V. Oladipo makes free throw 1 of 2,81-91, ,,3,81,91,-10,1964.0
3:16.0, ,81-91,R. Hampton enters the game for M. Bamba,,3,81,91,-10,1964.0
3:16.0, ,81-91,R. Lopez enters the game for M. Fultz,,3,81,91,-10,1964.0
3:16.0,V. Oladipo makes free throw 2 of 2,82-91, ,,3,82,91,-9,1964.0
3:00.0, ,82-94,C. Okeke makes 3-pt jump shot from 26 ft (assist by M. Wagner),,3,82,94,-12,1980.0
2:46.0,Turnover by V. Oladipo (bad pass),82-94, ,,3,82,94,-12,1994.0
2:46.0,Miami full timeout,82-94, ,,3,82,94,-12,1994.0
2:46.0,G. Vincent enters the game for V. Oladipo,82-94, ,,3,82,94,-12,1994.0
2:27.0, ,82-94,Shooting foul by G. Vincent (drawn by M. Wagner),,3,82,94,-12,2013.0
2:27.0, ,82-95,M. Wagner makes free throw 1 of 2,,3,82,95,-13,2013.0
2:27.0, ,82-95,A. Schofield enters the game for R. Lopez,,3,82,95,-13,2013.0
2:27.0, ,82-96,M. Wagner makes free throw 2 of 2,,3,82,96,-14,2013.0
2:12.0,O. Yurtseven misses 2-pt hook shot from 8 ft,82-96, ,,3,82,96,-14,2028.0
2:11.0,Offensive rebound by O. Yurtseven,82-96, ,,3,82,96,-14,2029.0
2:11.0,Turnover by O. Yurtseven (out of bounds lost ball),82-96, ,,3,82,96,-14,2029.0
1:51.0, ,82-96,A. Schofield misses 3-pt jump shot from 23 ft,,3,82,96,-14,2049.0
1:48.0,Defensive rebound by G. Vincent,82-96, ,,3,82,96,-14,2052.0
1:40.0,J. Smart makes 2-pt layup from 4 ft (assist by G. Vincent),84-96, ,,3,84,96,-12,2060.0
1:22.0, ,84-96,R. Hampton misses 2-pt jump shot from 2 ft,,3,84,96,-12,2078.0
1:19.0,Defensive rebound by U. Haslem,84-96, ,,3,84,96,-12,2081.0
1:14.0,Shooting foul by D. Cannady (drawn by O. Yurtseven),84-96, ,,3,84,96,-12,2086.0
1:14.0,O. Yurtseven makes free throw 1 of 2,85-96, ,,3,85,96,-11,2086.0
1:14.0,O. Yurtseven misses free throw 2 of 2,85-96, ,,3,85,96,-11,2086.0
1:09.0, ,85-96,Defensive rebound by C. Okeke,,3,85,96,-11,2091.0
0:56.0, ,85-96,D. Cannady misses 3-pt jump shot from 26 ft,,3,85,96,-11,2104.0
0:53.0,Defensive rebound by U. Haslem,85-96, ,,3,85,96,-11,2107.0
0:43.0,M. Mulder misses 3-pt jump shot from 23 ft,85-96, ,,3,85,96,-11,2117.0
0:40.0, ,85-96,Defensive rebound by M. Wagner,,3,85,96,-11,2120.0
0:31.0, ,85-99,A. Schofield makes 3-pt jump shot from 28 ft (assist by R. Hampton),,3,85,99,-14,2129.0
0:18.0,O. Yurtseven misses 3-pt jump shot from 25 ft,85-99, ,,3,85,99,-14,2142.0
0:14.0,Offensive rebound by J. Smart,85-99, ,,3,85,99,-14,2146.0
0:13.0,J. Smart makes 3-pt jump shot from 25 ft,88-99, ,,3,88,99,-11,2147.0
0:02.0, ,88-101,R. Hampton makes 2-pt layup from 4 ft,,3,88,101,-13,2158.0
0:00.0,J. Smart misses 3-pt jump shot from 51 ft,88-101, ,,3,88,101,-13,2160.0
0:00.0,Offensive rebound by Team,88-101, ,,3,88,101,-13,2160.0
0:00.0,End of 3rd quarter,88-101,,,3,88,101,-13,2160.0
12:00.0,Start of 4th quarter,88-101,,,4,88,101,-13,2160.0
11:46.0, ,88-104,D. Cannady makes 3-pt jump shot from 27 ft (assist by I. Brazdeikis),,4,88,104,-16,2174.0
11:29.0,J. Smart makes 3-pt jump shot from 26 ft (assist by U. Haslem),91-104, ,,4,91,104,-13,2191.0
11:06.0, ,91-104,D. Cannady misses 3-pt jump shot from 27 ft,,4,91,104,-13,2214.0
11:03.0,Defensive rebound by J. Smart,91-104, ,,4,91,104,-13,2217.0
10:55.0,H. Highsmith misses 3-pt jump shot from 26 ft,91-104, ,,4,91,104,-13,2225.0
10:51.0, ,91-104,Defensive rebound by M. Wagner,,4,91,104,-13,2229.0
10:34.0, ,91-104,Personal foul by U. Haslem (drawn by I. Brazdeikis),,4,91,104,-13,2246.0
10:29.0, ,91-104,I. Brazdeikis misses 3-pt jump shot from 27 ft,,4,91,104,-13,2251.0
10:25.0,Defensive rebound by G. Vincent,91-104, ,,4,91,104,-13,2255.0
10:12.0,H. Highsmith misses 2-pt layup from 1 ft,91-104, ,,4,91,104,-13,2268.0
10:09.0, ,91-104,Defensive rebound by M. Wagner,,4,91,104,-13,2271.0
10:05.0, ,91-106,R. Hampton makes 2-pt layup from 2 ft,,4,91,106,-15,2275.0
9:56.0,M. Mulder misses 3-pt jump shot from 27 ft,91-106, ,,4,91,106,-15,2284.0
9:56.0, ,91-106,Defensive rebound by M. Wagner,,4,91,106,-15,2284.0
9:38.0, ,91-109,A. Schofield makes 3-pt jump shot from 27 ft (assist by M. Wagner),,4,91,109,-18,2302.0
9:19.0,G. Vincent makes 3-pt jump shot from 24 ft (assist by M. Mulder),94-109, ,,4,94,109,-15,2321.0
9:10.0, ,94-109,Personal foul by H. Highsmith (drawn by M. Wagner),,4,94,109,-15,2330.0
9:10.0,V. Oladipo enters the game for G. Vincent,94-109, ,,4,94,109,-15,2330.0
9:05.0, ,94-109,I. Brazdeikis misses 3-pt jump shot from 24 ft,,4,94,109,-15,2335.0
9:00.0,Defensive rebound by V. Oladipo,94-109, ,,4,94,109,-15,2340.0
8:52.0,J. Smart makes 2-pt jump shot from 9 ft,96-109, ,,4,96,109,-13,2348.0
8:35.0, ,96-109,A. Schofield misses 3-pt jump shot from 27 ft,,4,96,109,-13,2365.0
8:32.0,Defensive rebound by U. Haslem,96-109, ,,4,96,109,-13,2368.0
8:26.0,Turnover by V. Oladipo (bad pass),96-109, ,,4,96,109,-13,2374.0
8:16.0, ,96-109,I. Brazdeikis misses 3-pt jump shot from 27 ft,,4,96,109,-13,2384.0
8:13.0,Defensive rebound by V. Oladipo,96-109, ,,4,96,109,-13,2387.0
8:09.0,J. Smart misses 3-pt jump shot from 29 ft,96-109, ,,4,96,109,-13,2391.0
8:06.0,Offensive rebound by H. Highsmith,96-109, ,,4,96,109,-13,2394.0
8:05.0,H. Highsmith misses 2-pt layup from 1 ft,96-109, ,,4,96,109,-13,2395.0
8:04.0, ,96-109,Defensive rebound by M. Wagner,,4,96,109,-13,2396.0
7:57.0, ,96-109,Orlando full timeout,,4,96,109,-13,2403.0
7:57.0, ,96-109,M. Bamba enters the game for R. Hampton,,4,96,109,-13,2403.0
7:57.0, ,96-109,M. Fultz enters the game for M. Wagner,,4,96,109,-13,2403.0
7:47.0, ,96-109,M. Fultz misses 2-pt jump shot from 15 ft,,4,96,109,-13,2413.0
7:44.0,Defensive rebound by U. Haslem,96-109, ,,4,96,109,-13,2416.0
7:27.0,M. Mulder makes 3-pt jump shot from 23 ft (assist by V. Oladipo),99-109, ,,4,99,109,-10,2433.0
7:09.0, ,99-111,M. Bamba makes 2-pt layup from 2 ft (assist by I. Brazdeikis),,4,99,111,-12,2451.0
7:09.0, ,99-111,Shooting foul by V. Oladipo (drawn by M. Bamba),,4,99,111,-12,2451.0
7:09.0, ,99-112,M. Bamba makes free throw 1 of 1,,4,99,112,-13,2451.0
6:53.0,J. Smart misses 2-pt jump shot from 16 ft,99-112, ,,4,99,112,-13,2467.0
6:50.0, ,99-112,Defensive rebound by A. Schofield,,4,99,112,-13,2470.0
6:30.0, ,99-112,M. Bamba misses 3-pt jump shot from 22 ft,,4,99,112,-13,2490.0
6:30.0,Defensive rebound by J. Smart,99-112, ,,4,99,112,-13,2490.0
6:07.0,U. Haslem misses 2-pt jump shot from 7 ft,99-112, ,,4,99,112,-13,2513.0
6:05.0, ,99-112,Defensive rebound by I. Brazdeikis,,4,99,112,-13,2515.0
5:57.0, ,99-112,I. Brazdeikis misses 3-pt jump shot from 33 ft,,4,99,112,-13,2523.0
5:53.0,Defensive rebound by V. Oladipo,99-112, ,,4,99,112,-13,2527.0
5:48.0,V. Oladipo misses 3-pt jump shot from 25 ft,99-112, ,,4,99,112,-13,2532.0
5:43.0, ,99-112,Defensive rebound by M. Bamba,,4,99,112,-13,2537.0
5:38.0, ,99-112,D. Cannady misses 3-pt jump shot from 25 ft (block by J. Smart),,4,99,112,-13,2542.0
5:35.0,Defensive rebound by V. Oladipo,99-112, ,,4,99,112,-13,2545.0
5:31.0,Turnover by H. Highsmith (lost ball; steal by M. Fultz),99-112, ,,4,99,112,-13,2549.0
5:27.0, ,99-114,M. Fultz makes 2-pt layup from 2 ft (assist by D. Cannady),,4,99,114,-15,2553.0
5:11.0,V. Oladipo misses 2-pt jump shot from 16 ft,99-114, ,,4,99,114,-15,2569.0
5:09.0, ,99-114,Defensive rebound by A. Schofield,,4,99,114,-15,2571.0
4:55.0, ,99-117,M. Bamba makes 3-pt jump shot from 27 ft (assist by M. Fultz),,4,99,117,-18,2585.0
4:35.0,J. Smart misses 3-pt jump shot from 27 ft,99-117, ,,4,99,117,-18,2605.0
4:31.0, ,99-117,Defensive rebound by M. Bamba,,4,99,117,-18,2609.0
4:24.0, ,99-120,D. Cannady makes 3-pt jump shot from 23 ft (assist by M. Fultz),,4,99,120,-21,2616.0
3:54.0,V. Oladipo misses 3-pt jump shot from 26 ft,99-120, ,,4,99,120,-21,2646.0
3:49.0, ,99-120,Defensive rebound by A. Schofield,,4,99,120,-21,2651.0
3:37.0, ,99-120,M. Fultz misses 3-pt jump shot from 30 ft,,4,99,120,-21,2663.0
3:33.0, ,99-120,Offensive rebound by I. Brazdeikis,,4,99,120,-21,2667.0
3:29.0, ,99-122,I. Brazdeikis makes 2-pt layup from 2 ft,,4,99,122,-23,2671.0
3:29.0,Miami full timeout,99-122, ,,4,99,122,-23,2671.0
3:29.0,O. Yurtseven enters the game for U. Haslem,99-122, ,,4,99,122,-23,2671.0
3:29.0, ,99-122,C. Okeke enters the game for M. Bamba,,4,99,122,-23,2671.0
3:10.0,O. Yurtseven misses 2-pt jump shot from 13 ft,99-122, ,,4,99,122,-23,2690.0
3:00.0, ,99-122,Defensive rebound by C. Okeke,,4,99,122,-23,2700.0
3:00.0, ,99-122,C. Okeke misses 3-pt jump shot from 27 ft,,4,99,122,-23,2700.0
2:58.0,Defensive rebound by V. Oladipo,99-122, ,,4,99,122,-23,2702.0
2:48.0,J. Smart makes 2-pt layup from 5 ft,101-122, ,,4,101,122,-21,2712.0
2:24.0, ,101-125,D. Cannady makes 3-pt jump shot from 27 ft (assist by M. Fultz),,4,101,125,-24,2736.0
2:09.0,V. Oladipo makes 2-pt jump shot from 9 ft,103-125, ,,4,103,125,-22,2751.0
1:51.0, ,103-125,C. Okeke misses 3-pt jump shot from 28 ft,,4,103,125,-22,2769.0
1:47.0,Defensive rebound by H. Highsmith,103-125, ,,4,103,125,-22,2773.0
1:45.0,O. Yurtseven makes 2-pt dunk from 1 ft (assist by H. Highsmith),105-125, ,,4,105,125,-20,2775.0
1:45.0, ,105-125,Orlando full timeout,,4,105,125,-20,2775.0
1:45.0, ,105-125,R. Hampton enters the game for M. Fultz,,4,105,125,-20,2775.0
1:21.0, ,105-125,R. Hampton misses 3-pt jump shot from 51 ft,,4,105,125,-20,2799.0
1:20.0, ,105-125,Offensive rebound by Team,,4,105,125,-20,2800.0
1:20.0, ,105-125,Turnover by Team (shot clock),,4,105,125,-20,2800.0
1:13.0,V. Oladipo makes 2-pt layup from 1 ft,107-125, ,,4,107,125,-18,2807.0
1:00.0, ,107-125,C. Okeke misses 3-pt jump shot from 28 ft,,4,107,125,-18,2820.0
0:56.0,Defensive rebound by V. Oladipo,107-125, ,,4,107,125,-18,2824.0
0:47.0,V. Oladipo makes 2-pt layup from 1 ft,109-125, ,,4,109,125,-16,2833.0
0:30.0, ,109-125,R. Hampton misses 3-pt jump shot from 29 ft,,4,109,125,-16,2850.0
0:26.0,Defensive rebound by H. Highsmith,109-125, ,,4,109,125,-16,2854.0
0:15.0,J. Smart makes 2-pt layup at rim,111-125, ,,4,111,125,-14,2865.0
0:00.0,End of 4th quarter,111-125,,,4,111,125,-14,2880.0
