Time,Golden State,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
5:00.0, ,84-74,Offensive rebound by B. Adebayo,,3,74,84,-10,1860.0
4:55.0, ,84-74,J. Butler misses 3-pt jump shot from 26 ft,,3,74,84,-10,1865.0
4:53.0, ,84-74,Offensive rebound by G. Vincent,,3,74,84,-10,1867.0
4:50.0, ,84-74,J. Butler misses 3-pt jump shot from 25 ft,,3,74,84,-10,1870.0
4:47.0,Defensive rebound by D. Green,84-74, ,,3,74,84,-10,1873.0
4:34.0,Turnover by K. Thompson (lost ball; steal by B. Adebayo),84-74, ,,3,74,84,-10,1886.0
4:33.0, ,84-74,Personal foul by D. Green (drawn by M. Strus),,3,74,84,-10,1887.0
4:33.0,J. Poole enters the game for A. Wiggins,84-74, ,,3,74,84,-10,1887.0
4:33.0, ,84-74,D. Dedmon enters the game for B. Adebayo,,3,74,84,-10,1887.0
4:17.0, ,84-76,J. Butler makes 2-pt jump shot from 9 ft (assist by K. Lowry),,3,76,84,-8,1903.0
4:06.0,K. Thompson misses 3-pt jump shot from 29 ft,84-76, ,,3,76,84,-8,1914.0
4:03.0, ,84-76,Defensive rebound by J. Butler,,3,76,84,-8,1917.0
3:58.0, ,84-76,J. Butler misses 3-pt jump shot from 25 ft,,3,76,84,-8,1922.0
3:54.0,Defensive rebound by K. Thompson,84-76, ,,3,76,84,-8,1926.0
3:37.0,J. Wiseman makes 2-pt layup from 3 ft (assist by S. Curry),86-76, ,,3,76,86,-10,1943.0
3:26.0, ,86-76,Shooting foul by S. Curry (drawn by J. Butler),,3,76,86,-10,1954.0
3:26.0, ,86-77,J. Butler makes free throw 1 of 2,,3,77,86,-9,1954.0
3:26.0,J. Green enters the game for D. Green,86-77, ,,3,77,86,-9,1954.0
3:26.0,M. Moody enters the game for K. Thompson,86-77, ,,3,77,86,-9,1954.0
3:26.0, ,86-77,D. Robinson enters the game for M. Strus,,3,77,86,-9,1954.0
3:26.0, ,86-78,J. Butler makes free throw 2 of 2,,3,78,86,-8,1954.0
3:22.0,Golden State full timeout,86-78, ,,3,78,86,-8,1958.0
3:22.0,K. Looney enters the game for J. Wiseman,86-78, ,,3,78,86,-8,1958.0
3:12.0,Offensive foul by S. Curry (drawn by G. Vincent),86-78, ,,3,78,86,-8,1968.0
3:12.0,Turnover by S. Curry (offensive foul),86-78, ,,3,78,86,-8,1968.0
2:47.0, ,86-80,G. Vincent makes 2-pt jump shot from 11 ft (assist by J. Butler),,3,80,86,-6,1993.0
2:29.0,M. Moody misses 3-pt jump shot from 27 ft,86-80, ,,3,80,86,-6,2011.0
2:28.0,Offensive rebound by Team,86-80, ,,3,80,86,-6,2012.0
2:28.0,T. Jerome enters the game for S. Curry,86-80, ,,3,80,86,-6,2012.0
2:28.0, ,86-80,M. Strus enters the game for K. Lowry,,3,80,86,-6,2012.0
2:21.0,T. Jerome misses 3-pt jump shot from 23 ft (block by J. Butler),86-80, ,,3,80,86,-6,2019.0
2:21.0,Offensive rebound by Team,86-80, ,,3,80,86,-6,2019.0
2:19.0,M. Moody misses 3-pt jump shot from 29 ft,86-80, ,,3,80,86,-6,2021.0
2:17.0, ,86-80,Defensive rebound by Team,,3,80,86,-6,2023.0
2:17.0,Loose ball foul by J. Green (drawn by D. Dedmon),86-80, ,,3,80,86,-6,2023.0
2:17.0, ,86-81,D. Dedmon makes free throw 1 of 2,,3,81,86,-5,2023.0
2:17.0, ,86-82,D. Dedmon makes free throw 2 of 2,,3,82,86,-4,2023.0
2:04.0,M. Moody makes 3-pt jump shot from 24 ft (assist by T. Jerome),89-82, ,,3,82,89,-7,2036.0
1:35.0, ,89-82,Turnover by G. Vincent (bad pass; steal by K. Looney),,3,82,89,-7,2065.0
1:24.0,Turnover by M. Moody (step out of bounds),89-82, ,,3,82,89,-7,2076.0
1:24.0,Violation by Team (delay of game),89-82, ,,3,82,89,-7,2076.0
1:24.0, ,89-83,J. Butler makes technical free throw,,3,83,89,-6,2076.0
1:13.0, ,89-86,D. Dedmon makes 3-pt jump shot from 24 ft (assist by J. Butler),,3,86,89,-3,2087.0
1:02.0,J. Green makes 2-pt dunk from 2 ft (assist by M. Moody),91-86, ,,3,86,91,-5,2098.0
0:56.0, ,91-86,M. Strus misses 3-pt jump shot from 24 ft,,3,86,91,-5,2104.0
0:52.0,Defensive rebound by J. Green,91-86, ,,3,86,91,-5,2108.0
0:41.0,M. Moody makes 3-pt jump shot from 26 ft (assist by K. Looney),94-86, ,,3,86,94,-8,2119.0
0:41.0,Away from play foul by D. Robinson (drawn by J. Poole),94-86, ,,3,86,94,-8,2119.0
0:41.0,J. Poole misses free throw 1 of 1,94-86, ,,3,86,94,-8,2119.0
0:41.0, ,94-86,Defensive rebound by M. Strus,,3,86,94,-8,2119.0
0:23.0, ,94-86,M. Strus misses 2-pt layup from 3 ft,,3,86,94,-8,2137.0
0:19.0,Defensive rebound by J. Poole,94-86, ,,3,86,94,-8,2141.0
0:03.0,J. Green misses 3-pt jump shot from 25 ft,94-86, ,,3,86,94,-8,2157.0
0:03.0, ,94-86,Defensive rebound by J. Butler,,3,86,94,-8,2157.0
0:01.0, ,94-86,J. Butler misses 3-pt jump shot from 49 ft,,3,86,94,-8,2159.0
0:01.0, ,94-86,Offensive rebound by Team,,3,86,94,-8,2159.0
0:00.0,End of 3rd quarter,94-86,,,3,86,94,-8,2160.0
12:00.0,Start of 4th quarter,94-86,,,4,86,94,-8,2160.0
11:38.0, ,94-89,K. Lowry makes 3-pt jump shot from 27 ft (assist by B. Adebayo),,4,89,94,-5,2182.0
11:18.0,J. Poole misses 3-pt jump shot from 26 ft,94-89, ,,4,89,94,-5,2202.0
11:16.0, ,94-89,Defensive rebound by G. Vincent,,4,89,94,-5,2204.0
11:10.0, ,94-92,M. Strus makes 3-pt jump shot from 22 ft (assist by K. Lowry),,4,92,94,-2,2210.0
10:41.0,T. Jerome makes 3-pt jump shot from 25 ft (assist by J. Poole),97-92, ,,4,92,97,-5,2239.0
10:26.0, ,97-92,G. Vincent misses 3-pt jump shot from 24 ft,,4,92,97,-5,2254.0
10:23.0,Defensive rebound by A. Wiggins,97-92, ,,4,92,97,-5,2257.0
10:15.0,T. Jerome misses 3-pt jump shot from 30 ft,97-92, ,,4,92,97,-5,2265.0
10:15.0, ,97-92,Defensive rebound by K. Lowry,,4,92,97,-5,2265.0
10:06.0, ,97-92,D. Robinson misses 3-pt jump shot from 28 ft,,4,92,97,-5,2274.0
10:06.0, ,97-92,Offensive rebound by K. Lowry,,4,92,97,-5,2274.0
9:57.0, ,97-92,M. Strus misses 3-pt jump shot from 24 ft,,4,92,97,-5,2283.0
9:56.0,Defensive rebound by Team,97-92, ,,4,92,97,-5,2284.0
9:40.0,J. Poole makes 3-pt jump shot from 26 ft (assist by K. Looney),100-92, ,,4,92,100,-8,2300.0
9:18.0, ,100-92,B. Adebayo misses 2-pt hook shot from 9 ft (block by A. Wiggins),,4,92,100,-8,2322.0
9:15.0,Defensive rebound by J. Poole,100-92, ,,4,92,100,-8,2325.0
9:15.0,Turnover by J. Poole (discontinued dribble),100-92, ,,4,92,100,-8,2325.0
9:00.0, ,100-95,D. Robinson makes 3-pt jump shot from 26 ft (assist by G. Vincent),,4,95,100,-5,2340.0
8:43.0,J. Poole misses 3-pt jump shot from 28 ft,100-95, ,,4,95,100,-5,2357.0
8:37.0, ,100-95,Defensive rebound by D. Robinson,,4,95,100,-5,2363.0
8:23.0, ,100-97,B. Adebayo makes 2-pt dunk from 1 ft (assist by K. Lowry),,4,97,100,-3,2377.0
8:22.0,Golden State full timeout,100-97, ,,4,97,100,-3,2378.0
8:22.0,S. Curry enters the game for K. Looney,100-97, ,,4,97,100,-3,2378.0
8:22.0,D. Green enters the game for J. Poole,100-97, ,,4,97,100,-3,2378.0
8:04.0,J. Green misses 2-pt jump shot from 10 ft,100-97, ,,4,97,100,-3,2396.0
8:01.0, ,100-97,Defensive rebound by B. Adebayo,,4,97,100,-3,2399.0
7:57.0, ,100-97,K. Lowry misses 3-pt jump shot from 26 ft,,4,97,100,-3,2403.0
7:52.0, ,100-97,Offensive rebound by G. Vincent,,4,97,100,-3,2408.0
7:50.0, ,100-97,M. Strus misses 3-pt jump shot from 27 ft,,4,97,100,-3,2410.0
7:47.0,Defensive rebound by A. Wiggins,100-97, ,,4,97,100,-3,2413.0
7:37.0,D. Green misses 3-pt jump shot from 28 ft,100-97, ,,4,97,100,-3,2423.0
7:33.0,Offensive rebound by S. Curry,100-97, ,,4,97,100,-3,2427.0
7:30.0,Turnover by S. Curry (lost ball; steal by G. Vincent),100-97, ,,4,97,100,-3,2430.0
7:29.0, ,100-97,Personal foul by T. Jerome (drawn by K. Lowry),,4,97,100,-3,2431.0
7:29.0,K. Thompson enters the game for T. Jerome,100-97, ,,4,97,100,-3,2431.0
7:29.0, ,100-97,J. Butler enters the game for M. Strus,,4,97,100,-3,2431.0
7:18.0, ,100-97,Turnover by D. Robinson (bad pass; steal by D. Green),,4,97,100,-3,2442.0
7:13.0,K. Thompson misses 2-pt layup from 3 ft,100-97, ,,4,97,100,-3,2447.0
7:10.0, ,100-97,Defensive rebound by G. Vincent,,4,97,100,-3,2450.0
7:07.0, ,100-100,D. Robinson makes 3-pt jump shot from 27 ft (assist by K. Lowry),Tie,4,100,100,0,2453.0
6:49.0,A. Wiggins misses 3-pt jump shot from 23 ft,100-100, ,,4,100,100,0,2471.0
6:48.0,Offensive rebound by J. Green,100-100, ,,4,100,100,0,2472.0
6:46.0,Turnover by J. Green (bad pass),100-100, ,,4,100,100,0,2474.0
6:43.0, ,100-100,Shooting foul by D. Green (drawn by B. Adebayo),,4,100,100,0,2477.0
6:43.0, ,100-101,B. Adebayo makes free throw 1 of 2,Lead change,4,101,100,1,2477.0
6:43.0,M. Moody enters the game for J. Green,100-101, ,,4,101,100,1,2477.0
6:43.0,J. Poole enters the game for A. Wiggins,100-101, ,,4,101,100,1,2477.0
6:43.0, ,100-102,B. Adebayo makes free throw 2 of 2,,4,102,100,2,2477.0
6:22.0,S. Curry misses 2-pt jump shot from 6 ft,100-102, ,,4,102,100,2,2498.0
6:21.0,Offensive rebound by S. Curry,100-102, ,,4,102,100,2,2499.0
6:20.0,S. Curry makes 2-pt layup from 2 ft,102-102, ,Tie,4,102,102,0,2500.0
5:59.0, ,102-102,K. Lowry misses 3-pt jump shot from 26 ft,,4,102,102,0,2521.0
5:58.0, ,102-102,Offensive rebound by G. Vincent,,4,102,102,0,2522.0
5:55.0, ,102-102,D. Robinson misses 3-pt jump shot from 28 ft,,4,102,102,0,2525.0
5:50.0,Defensive rebound by S. Curry,102-102, ,,4,102,102,0,2530.0
5:44.0,K. Thompson makes 2-pt jump shot from 15 ft (assist by S. Curry),104-102, ,Lead change,4,102,104,-2,2536.0
5:26.0, ,104-104,B. Adebayo makes 2-pt layup from 2 ft (assist by D. Robinson),Tie,4,104,104,0,2554.0
5:26.0,Golden State full timeout,104-104, ,,4,104,104,0,2554.0
5:09.0,K. Thompson misses 3-pt jump shot from 24 ft,104-104, ,,4,104,104,0,2571.0
5:04.0,Offensive rebound by S. Curry,104-104, ,,4,104,104,0,2576.0
5:03.0,S. Curry makes 3-pt jump shot from 28 ft,107-104, ,,4,104,107,-3,2577.0
4:42.0, ,107-107,D. Robinson makes 3-pt jump shot from 26 ft (assist by B. Adebayo),Tie,4,107,107,0,2598.0
4:18.0,M. Moody misses 3-pt jump shot from 24 ft,107-107, ,,4,107,107,0,2622.0
4:16.0, ,107-107,Defensive rebound by B. Adebayo,,4,107,107,0,2624.0
4:02.0, ,107-107,D. Robinson misses 3-pt jump shot from 26 ft,,4,107,107,0,2638.0
3:57.0,Defensive rebound by S. Curry,107-107, ,,4,107,107,0,2643.0
3:43.0,S. Curry misses 3-pt jump shot from 31 ft,107-107, ,,4,107,107,0,2657.0
3:38.0, ,107-107,Defensive rebound by K. Lowry,,4,107,107,0,2662.0
3:29.0, ,107-107,J. Butler misses 2-pt jump shot from 15 ft,,4,107,107,0,2671.0
3:29.0,Defensive rebound by S. Curry,107-107, ,,4,107,107,0,2671.0
3:29.0,Personal foul by G. Vincent (drawn by S. Curry),107-107, ,,4,107,107,0,2671.0
3:29.0,A. Wiggins enters the game for M. Moody,107-107, ,,4,107,107,0,2671.0
3:12.0,Turnover by A. Wiggins (bad pass; steal by G. Vincent),107-107, ,,4,107,107,0,2688.0
3:08.0, ,107-107,Miami full timeout,,4,107,107,0,2692.0
2:57.0, ,107-107,Offensive foul by D. Robinson (drawn by S. Curry),,4,107,107,0,2703.0
2:57.0, ,107-107,Turnover by D. Robinson (offensive foul),,4,107,107,0,2703.0
2:41.0,Turnover by D. Green (bad pass; steal by B. Adebayo),107-107, ,,4,107,107,0,2719.0
2:26.0, ,107-109,K. Lowry makes 2-pt layup from 2 ft,Lead change,4,109,107,2,2734.0
2:07.0,A. Wiggins makes 2-pt jump shot from 18 ft (assist by S. Curry),109-109, ,Tie,4,109,109,0,2753.0
1:57.0, ,109-109,Personal foul by J. Poole (drawn by K. Lowry),,4,109,109,0,2763.0
1:48.0, ,109-111,J. Butler makes 2-pt layup from 1 ft,,4,111,109,2,2772.0
1:48.0, ,109-111,Shooting foul by A. Wiggins (drawn by J. Butler),,4,111,109,2,2772.0
1:48.0, ,109-112,J. Butler makes free throw 1 of 1,,4,112,109,3,2772.0
1:39.0, ,109-112,Miami full timeout,,4,112,109,3,2781.0
1:39.0, ,109-112,Instant Replay (Challenge: Ruling Stands),,4,112,109,3,2781.0
1:39.0,K. Looney enters the game for J. Poole,109-112, ,,4,112,109,3,2781.0
1:39.0,S. Curry misses 3-pt jump shot from 26 ft,109-112, ,,4,112,109,3,2781.0
1:39.0, ,109-112,Defensive rebound by Team,,4,112,109,3,2781.0
1:17.0, ,109-112,G. Vincent misses 3-pt jump shot from 23 ft,,4,112,109,3,2803.0
1:15.0,Defensive rebound by S. Curry,109-112, ,,4,112,109,3,2805.0
1:06.0,K. Thompson misses 3-pt jump shot from 28 ft,109-112, ,,4,112,109,3,2814.0
1:03.0, ,109-112,Defensive rebound by B. Adebayo,,4,112,109,3,2817.0
0:38.0, ,109-112,G. Vincent misses 2-pt jump shot from 10 ft,,4,112,109,3,2842.0
0:38.0,Defensive rebound by Team,109-112, ,,4,112,109,3,2842.0
0:38.0, ,109-112,Loose ball foul by B. Adebayo (drawn by A. Wiggins),,4,112,109,3,2842.0
0:38.0,Golden State full timeout,109-112, ,,4,112,109,3,2842.0
0:38.0,J. Poole enters the game for K. Looney,109-112, ,,4,112,109,3,2842.0
0:38.0, ,109-112,M. Strus enters the game for D. Robinson,,4,112,109,3,2842.0
0:30.0,K. Thompson misses 3-pt jump shot from 24 ft,109-112, ,,4,112,109,3,2850.0
0:30.0, ,109-112,Defensive rebound by Team,,4,112,109,3,2850.0
0:09.0, ,109-114,J. Butler makes 2-pt jump shot from 16 ft,,4,114,109,5,2871.0
0:09.0,Golden State full timeout,109-114, ,,4,114,109,5,2871.0
0:09.0,Turnover by J. Poole (bad pass),109-114, ,,4,114,109,5,2871.0
0:09.0, ,109-114,Miami full timeout,,4,114,109,5,2871.0
0:08.0, ,109-116,G. Vincent makes 2-pt layup from 1 ft (assist by K. Lowry),,4,116,109,7,2872.0
0:03.0,A. Wiggins misses 3-pt jump shot from 29 ft,109-116, ,,4,116,109,7,2877.0
0:01.0, ,109-116,Defensive rebound by B. Adebayo,,4,116,109,7,2879.0
0:00.0,End of 4th quarter,109-116,,,4,116,109,7,2880.0
