Time,Atlanta,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
8:21.0,S. Bey misses 3-pt jump shot from 24 ft,69-60, ,,3,60,69,-9,1659.0
8:17.0, ,69-60,Defensive rebound by J. Butler,,3,60,69,-9,1663.0
8:09.0, ,69-63,M. Strus makes 3-pt jump shot from 23 ft (assist by J. Butler),,3,63,69,-6,1671.0
8:07.0,Atlanta full timeout,69-63, ,,3,63,69,-6,1673.0
7:46.0,D. Murray makes 2-pt jump shot from 8 ft,71-63, ,,3,63,71,-8,1694.0
7:21.0, ,71-65,J. Butler makes 2-pt jump shot from 15 ft,,3,65,71,-6,1719.0
7:21.0, ,71-65,Shooting foul by D. Murray (drawn by J. Butler),,3,65,71,-6,1719.0
7:21.0, ,71-66,J. Butler makes free throw 1 of 1,,3,66,71,-5,1719.0
7:02.0,Turnover by C. Capela (back court),71-66, ,,3,66,71,-5,1738.0
6:50.0, ,71-66,B. Adebayo misses 2-pt layup from 3 ft,,3,66,71,-5,1750.0
6:48.0,Defensive rebound by J. Collins,71-66, ,,3,66,71,-5,1752.0
6:44.0,Personal foul by B. Adebayo (drawn by S. Bey),71-66, ,,3,66,71,-5,1756.0
6:44.0,B. Bogdanović enters the game for S. Bey,71-66, ,,3,66,71,-5,1756.0
6:31.0,J. Collins makes 2-pt jump shot from 12 ft,73-66, ,,3,66,73,-7,1769.0
6:15.0, ,73-68,J. Butler makes 2-pt layup from 3 ft (assist by G. Vincent),,3,68,73,-5,1785.0
6:01.0,J. Collins misses 3-pt jump shot from 27 ft,73-68, ,,3,68,73,-5,1799.0
5:59.0,Offensive rebound by C. Capela,73-68, ,,3,68,73,-5,1801.0
5:59.0,Shooting foul by J. Butler (drawn by C. Capela),73-68, ,,3,68,73,-5,1801.0
5:59.0,C. Capela misses free throw 1 of 2,73-68, ,,3,68,73,-5,1801.0
5:59.0,Offensive rebound by Team,73-68, ,,3,68,73,-5,1801.0
5:59.0, ,73-68,K. Lowry enters the game for T. Herro,,3,68,73,-5,1801.0
5:59.0,C. Capela misses free throw 2 of 2,73-68, ,,3,68,73,-5,1801.0
5:56.0, ,73-68,Defensive rebound by G. Vincent,,3,68,73,-5,1804.0
5:42.0, ,73-68,J. Butler misses 2-pt layup from 3 ft,,3,68,73,-5,1818.0
5:39.0,Defensive rebound by C. Capela,73-68, ,,3,68,73,-5,1821.0
5:35.0,Shooting foul by K. Lowry (drawn by T. Young),73-68, ,,3,68,73,-5,1825.0
5:35.0,T. Young makes free throw 1 of 2,74-68, ,,3,68,74,-6,1825.0
5:35.0,T. Young misses free throw 2 of 2,74-68, ,,3,68,74,-6,1825.0
5:33.0, ,74-68,Defensive rebound by B. Adebayo,,3,68,74,-6,1827.0
5:12.0, ,74-68,K. Lowry misses 3-pt jump shot from 23 ft (block by D. Murray),,3,68,74,-6,1848.0
5:07.0,Defensive rebound by C. Capela,74-68, ,,3,68,74,-6,1853.0
5:02.0,T. Young makes 3-pt jump shot from 27 ft (assist by D. Murray),77-68, ,,3,68,77,-9,1858.0
4:42.0, ,77-70,B. Adebayo makes 2-pt jump shot from 8 ft (assist by J. Butler),,3,70,77,-7,1878.0
4:27.0,T. Young makes 2-pt jump shot from 13 ft (assist by J. Collins),79-70, ,,3,70,79,-9,1893.0
4:14.0, ,79-70,Personal foul by J. Collins (drawn by B. Adebayo),,3,70,79,-9,1906.0
4:14.0,S. Bey enters the game for C. Capela,79-70, ,,3,70,79,-9,1906.0
4:14.0,J. Johnson enters the game for J. Collins,79-70, ,,3,70,79,-9,1906.0
4:14.0,O. Okongwu enters the game for T. Young,79-70, ,,3,70,79,-9,1906.0
4:14.0, ,79-70,C. Martin enters the game for B. Adebayo,,3,70,79,-9,1906.0
4:14.0, ,79-70,C. Zeller enters the game for G. Vincent,,3,70,79,-9,1906.0
4:07.0, ,79-70,M. Strus misses 3-pt jump shot from 26 ft,,3,70,79,-9,1913.0
4:00.0,Defensive rebound by O. Okongwu,79-70, ,,3,70,79,-9,1920.0
3:54.0,D. Murray makes 2-pt layup from 5 ft,81-70, ,,3,70,81,-11,1926.0
3:43.0, ,81-70,M. Strus misses 3-pt jump shot from 24 ft (block by O. Okongwu),,3,70,81,-11,1937.0
3:43.0, ,81-70,Offensive rebound by Team,,3,70,81,-11,1937.0
3:35.0, ,81-70,C. Zeller misses 2-pt layup from 6 ft (block by O. Okongwu),,3,70,81,-11,1945.0
3:34.0, ,81-70,Offensive rebound by C. Zeller,,3,70,81,-11,1946.0
3:34.0, ,81-70,C. Zeller misses 2-pt layup from 1 ft,,3,70,81,-11,1946.0
3:32.0, ,81-70,Offensive rebound by C. Zeller,,3,70,81,-11,1948.0
3:27.0, ,81-70,C. Zeller misses 2-pt layup from 3 ft (block by O. Okongwu),,3,70,81,-11,1953.0
3:24.0, ,81-70,Offensive rebound by C. Zeller,,3,70,81,-11,1956.0
3:23.0, ,81-72,C. Zeller makes 2-pt layup from 5 ft,,3,72,81,-9,1957.0
3:14.0,Turnover by J. Johnson (bad pass),81-72, ,,3,72,81,-9,1966.0
3:14.0, ,81-72,T. Herro enters the game for M. Strus,,3,72,81,-9,1966.0
2:58.0, ,81-72,Shooting foul by J. Johnson (drawn by J. Butler),,3,72,81,-9,1982.0
2:58.0, ,81-72,J. Butler misses free throw 1 of 2,,3,72,81,-9,1982.0
2:58.0, ,81-72,Offensive rebound by Team,,3,72,81,-9,1982.0
2:58.0, ,81-73,J. Butler makes free throw 2 of 2,,3,73,81,-8,1982.0
2:36.0,J. Johnson misses 3-pt jump shot from 28 ft,81-73, ,,3,73,81,-8,2004.0
2:33.0,Offensive rebound by S. Bey,81-73, ,,3,73,81,-8,2007.0
2:31.0,S. Bey makes 2-pt layup from 5 ft,83-73, ,,3,73,83,-10,2009.0
2:21.0, ,83-76,T. Herro makes 3-pt jump shot from 25 ft (assist by K. Lowry),,3,76,83,-7,2019.0
1:56.0,J. Johnson misses 2-pt layup from 3 ft,83-76, ,,3,76,83,-7,2044.0
1:51.0,Offensive rebound by O. Okongwu,83-76, ,,3,76,83,-7,2049.0
1:51.0,J. Johnson makes 2-pt jump shot from 10 ft,85-76, ,,3,76,85,-9,2049.0
1:29.0, ,85-76,J. Butler misses 2-pt layup from 3 ft,,3,76,85,-9,2071.0
1:26.0,Defensive rebound by S. Bey,85-76, ,,3,76,85,-9,2074.0
1:26.0,Shooting foul by C. Zeller (drawn by J. Johnson),85-76, ,,3,76,85,-9,2074.0
1:26.0,J. Johnson misses free throw 1 of 2,85-76, ,,3,76,85,-9,2074.0
1:26.0,Offensive rebound by Team,85-76, ,,3,76,85,-9,2074.0
1:26.0,T. Young enters the game for D. Murray,85-76, ,,3,76,85,-9,2074.0
1:26.0, ,85-76,B. Adebayo enters the game for C. Zeller,,3,76,85,-9,2074.0
1:26.0,J. Johnson misses free throw 2 of 2,85-76, ,,3,76,85,-9,2074.0
1:23.0, ,85-76,Defensive rebound by C. Martin,,3,76,85,-9,2077.0
1:14.0, ,85-76,T. Herro misses 3-pt jump shot from 24 ft,,3,76,85,-9,2086.0
1:14.0, ,85-76,Offensive rebound by Team,,3,76,85,-9,2086.0
1:14.0,Loose ball foul by J. Johnson (drawn by J. Butler),85-76, ,,3,76,85,-9,2086.0
1:14.0, ,85-77,J. Butler makes free throw 1 of 2,,3,77,85,-8,2086.0
1:14.0, ,85-78,J. Butler makes free throw 2 of 2,,3,78,85,-7,2086.0
1:08.0,Personal foul by C. Martin (drawn by T. Young),85-78, ,,3,78,85,-7,2092.0
1:08.0,T. Young makes free throw 1 of 2,86-78, ,,3,78,86,-8,2092.0
1:08.0,T. Young makes free throw 2 of 2,87-78, ,,3,78,87,-9,2092.0
0:54.0, ,87-78,T. Herro misses 2-pt jump shot from 9 ft,,3,78,87,-9,2106.0
0:50.0,Defensive rebound by O. Okongwu,87-78, ,,3,78,87,-9,2110.0
0:32.0,B. Bogdanović misses 3-pt jump shot from 27 ft,87-78, ,,3,78,87,-9,2128.0
0:29.0,Offensive rebound by J. Johnson,87-78, ,,3,78,87,-9,2131.0
0:29.0,J. Johnson makes 2-pt layup from 4 ft,89-78, ,,3,78,89,-11,2131.0
0:07.0, ,89-78,Turnover by T. Herro (bad pass; steal by J. Johnson),,3,78,89,-11,2153.0
0:03.0,O. Okongwu makes 2-pt dunk from 5 ft (assist by J. Johnson),91-78, ,,3,78,91,-13,2157.0
0:00.0,End of 3rd quarter,91-78,,,3,78,91,-13,2160.0
12:00.0,Start of 4th quarter,91-78,,,4,78,91,-13,2160.0
11:44.0, ,91-78,Violation by Team (kicked ball),,4,78,91,-13,2176.0
11:38.0,T. Young misses 3-pt jump shot from 29 ft,91-78, ,,4,78,91,-13,2182.0
11:32.0,Offensive rebound by J. Johnson,91-78, ,,4,78,91,-13,2188.0
11:32.0,J. Johnson makes 2-pt dunk at rim,93-78, ,,4,78,93,-15,2188.0
11:18.0, ,93-80,T. Herro makes 2-pt jump shot from 12 ft (assist by K. Lowry),,4,80,93,-13,2202.0
11:03.0,Turnover by J. Johnson (traveling),93-80, ,,4,80,93,-13,2217.0
10:54.0, ,93-83,K. Lowry makes 3-pt jump shot from 26 ft,,4,83,93,-10,2226.0
10:42.0,T. Young makes 2-pt layup from 6 ft,95-83, ,,4,83,95,-12,2238.0
10:17.0, ,95-86,G. Vincent makes 3-pt jump shot from 24 ft (assist by K. Lowry),,4,86,95,-9,2263.0
9:59.0,T. Young misses 3-pt jump shot from 27 ft,95-86, ,,4,86,95,-9,2281.0
9:56.0, ,95-86,Defensive rebound by T. Herro,,4,86,95,-9,2284.0
9:50.0, ,95-86,B. Adebayo misses 2-pt layup from 6 ft (block by O. Okongwu),,4,86,95,-9,2290.0
9:50.0,Defensive rebound by Team,95-86, ,,4,86,95,-9,2290.0
9:50.0,Jump ball: O. Okongwu vs. B. Adebayo (D. Hunter gains possession),95-86,,,4,86,95,-9,2290.0
9:50.0,S. Bey enters the game for J. Johnson,95-86, ,,4,86,95,-9,2290.0
9:34.0,B. Bogdanović misses 3-pt jump shot from 24 ft,95-86, ,,4,86,95,-9,2306.0
9:29.0, ,95-86,Defensive rebound by T. Herro,,4,86,95,-9,2311.0
9:21.0, ,95-86,T. Herro misses 3-pt jump shot from 26 ft,,4,86,95,-9,2319.0
9:18.0,Defensive rebound by B. Bogdanović,95-86, ,,4,86,95,-9,2322.0
9:09.0,D. Hunter misses 2-pt jump shot from 10 ft,95-86, ,,4,86,95,-9,2331.0
9:07.0, ,95-86,Defensive rebound by B. Adebayo,,4,86,95,-9,2333.0
8:53.0, ,95-86,K. Lowry misses 2-pt layup from 6 ft,,4,86,95,-9,2347.0
8:51.0,Defensive rebound by T. Young,95-86, ,,4,86,95,-9,2349.0
8:47.0,B. Bogdanović makes 2-pt layup from 5 ft (assist by T. Young),97-86, ,,4,86,97,-11,2353.0
8:18.0, ,97-88,K. Lowry makes 2-pt layup from 3 ft,,4,88,97,-9,2382.0
7:50.0,S. Bey misses 2-pt jump shot from 12 ft,97-88, ,,4,88,97,-9,2410.0
7:47.0, ,97-88,Defensive rebound by B. Adebayo,,4,88,97,-9,2413.0
7:42.0, ,97-91,K. Lowry makes 3-pt jump shot from 26 ft (assist by C. Martin),,4,91,97,-6,2418.0
7:40.0,Atlanta full timeout,97-91, ,,4,91,97,-6,2420.0
7:40.0,C. Capela enters the game for S. Bey,97-91, ,,4,91,97,-6,2420.0
7:40.0,J. Collins enters the game for O. Okongwu,97-91, ,,4,91,97,-6,2420.0
7:40.0,D. Murray enters the game for T. Young,97-91, ,,4,91,97,-6,2420.0
7:40.0, ,97-91,J. Butler enters the game for G. Vincent,,4,91,97,-6,2420.0
7:23.0,J. Collins misses 3-pt jump shot from 23 ft,97-91, ,,4,91,97,-6,2437.0
7:18.0,Offensive rebound by C. Capela,97-91, ,,4,91,97,-6,2442.0
7:16.0,B. Bogdanović misses 3-pt jump shot from 28 ft,97-91, ,,4,91,97,-6,2444.0
7:14.0, ,97-91,Defensive rebound by T. Herro,,4,91,97,-6,2446.0
7:08.0, ,97-91,C. Martin misses 2-pt layup from 3 ft,,4,91,97,-6,2452.0
7:08.0,Defensive rebound by C. Capela,97-91, ,,4,91,97,-6,2452.0
6:52.0,B. Bogdanović misses 3-pt jump shot from 28 ft,97-91, ,,4,91,97,-6,2468.0
6:49.0,Offensive rebound by C. Capela,97-91, ,,4,91,97,-6,2471.0
6:47.0,B. Bogdanović makes 2-pt dunk from 4 ft (assist by C. Capela),99-91, ,,4,91,99,-8,2473.0
6:25.0, ,99-91,C. Martin misses 3-pt jump shot from 23 ft,,4,91,99,-8,2495.0
6:22.0,Defensive rebound by D. Hunter,99-91, ,,4,91,99,-8,2498.0
6:16.0,D. Hunter misses 3-pt jump shot from 26 ft,99-91, ,,4,91,99,-8,2504.0
6:11.0,Offensive rebound by J. Collins,99-91, ,,4,91,99,-8,2509.0
6:10.0,D. Murray makes 3-pt jump shot from 23 ft (assist by D. Hunter),102-91, ,,4,91,102,-11,2510.0
6:08.0, ,102-91,Miami full timeout,,4,91,102,-11,2512.0
6:08.0, ,102-91,G. Vincent enters the game for C. Martin,,4,91,102,-11,2512.0
5:52.0, ,102-94,K. Lowry makes 3-pt jump shot from 26 ft (assist by B. Adebayo),,4,94,102,-8,2528.0
5:24.0,D. Murray makes 2-pt jump shot from 7 ft,104-94, ,,4,94,104,-10,2556.0
5:17.0, ,104-94,Personal foul by D. Hunter (drawn by J. Butler),,4,94,104,-10,2563.0
5:17.0,S. Bey enters the game for B. Bogdanović,104-94, ,,4,94,104,-10,2563.0
5:17.0,T. Young enters the game for D. Hunter,104-94, ,,4,94,104,-10,2563.0
5:10.0, ,104-94,Personal foul by S. Bey (drawn by G. Vincent),,4,94,104,-10,2570.0
5:10.0, ,104-94,C. Martin enters the game for G. Vincent,,4,94,104,-10,2570.0
5:05.0, ,104-97,K. Lowry makes 3-pt jump shot from 26 ft (assist by B. Adebayo),,4,97,104,-7,2575.0
4:41.0,J. Collins makes 2-pt jump shot from 5 ft,106-97, ,,4,97,106,-9,2599.0
4:33.0, ,106-97,Personal foul by T. Young (drawn by K. Lowry),,4,97,106,-9,2607.0
4:24.0, ,106-97,J. Butler misses 2-pt layup from 3 ft,,4,97,106,-9,2616.0
4:24.0, ,106-97,Offensive rebound by Team,,4,97,106,-9,2616.0
4:21.0, ,106-97,T. Herro misses 3-pt jump shot from 24 ft,,4,97,106,-9,2619.0
4:19.0, ,106-97,Offensive rebound by J. Butler,,4,97,106,-9,2621.0
4:19.0, ,106-97,Turnover by J. Butler (traveling),,4,97,106,-9,2621.0
4:05.0,C. Capela makes 2-pt dunk from 5 ft,108-97, ,,4,97,108,-11,2635.0
3:47.0, ,108-99,B. Adebayo makes 2-pt jump shot from 8 ft (assist by K. Lowry),,4,99,108,-9,2653.0
3:29.0,S. Bey misses 3-pt jump shot from 26 ft,108-99, ,,4,99,108,-9,2671.0
3:27.0,Offensive rebound by J. Collins,108-99, ,,4,99,108,-9,2673.0
3:27.0,S. Bey makes 2-pt dunk from 5 ft (assist by J. Collins),110-99, ,,4,99,110,-11,2673.0
3:27.0, ,110-99,Miami full timeout,,4,99,110,-11,2673.0
3:27.0,Atlanta full timeout,110-99, ,,4,99,110,-11,2673.0
3:11.0, ,110-99,Personal foul by J. Collins (drawn by K. Lowry),,4,99,110,-11,2689.0
2:59.0, ,110-101,T. Herro makes 2-pt jump shot from 9 ft (assist by B. Adebayo),,4,101,110,-9,2701.0
2:30.0,T. Young misses 3-pt jump shot from 30 ft,110-101, ,,4,101,110,-9,2730.0
2:30.0,Offensive rebound by C. Capela,110-101, ,,4,101,110,-9,2730.0
2:30.0,Personal foul by K. Lowry (drawn by C. Capela),110-101, ,,4,101,110,-9,2730.0
2:12.0,D. Murray makes 2-pt jump shot from 8 ft,112-101, ,,4,101,112,-11,2748.0
2:00.0, ,112-101,J. Butler misses 2-pt jump shot from 9 ft,,4,101,112,-11,2760.0
1:57.0,Defensive rebound by T. Young,112-101, ,,4,101,112,-11,2763.0
1:41.0,D. Murray misses 2-pt jump shot from 17 ft,112-101, ,,4,101,112,-11,2779.0
1:40.0,Offensive rebound by J. Collins,112-101, ,,4,101,112,-11,2780.0
1:40.0,J. Collins makes 2-pt layup from 4 ft,114-101, ,,4,101,114,-13,2780.0
1:40.0,Shooting foul by B. Adebayo (drawn by J. Collins),114-101, ,,4,101,114,-13,2780.0
1:40.0,J. Collins misses free throw 1 of 1,114-101, ,,4,101,114,-13,2780.0
1:37.0, ,114-101,Defensive rebound by C. Martin,,4,101,114,-13,2783.0
1:31.0, ,114-101,K. Lowry misses 3-pt jump shot from 26 ft,,4,101,114,-13,2789.0
1:26.0,Defensive rebound by D. Murray,114-101, ,,4,101,114,-13,2794.0
1:10.0,Turnover by D. Murray (lost ball; steal by T. Herro),114-101, ,,4,101,114,-13,2810.0
1:06.0, ,114-103,T. Herro makes 2-pt jump shot from 6 ft,,4,103,114,-11,2814.0
0:51.0,Turnover by T. Young (bad pass; steal by T. Herro),114-103, ,,4,103,114,-11,2829.0
0:44.0, ,114-103,T. Herro misses 3-pt jump shot from 27 ft,,4,103,114,-11,2836.0
0:41.0,Defensive rebound by D. Murray,114-103, ,,4,103,114,-11,2839.0
0:31.0,Personal foul by T. Herro (drawn by T. Young),114-103, ,,4,103,114,-11,2849.0
0:31.0,T. Young makes free throw 1 of 2,115-103, ,,4,103,115,-12,2849.0
0:31.0,T. Young makes free throw 2 of 2,116-103, ,,4,103,116,-13,2849.0
0:19.0, ,116-105,B. Adebayo makes 2-pt jump shot from 21 ft,,4,105,116,-11,2861.0
0:00.0,End of 4th quarter,116-105,,,4,105,116,-11,2880.0
