Time,Miami,Score,Toronto,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
6:50.0, ,15-11,Turnover by S. Barnes (traveling),,1,15,11,4,310.0
6:50.0, ,15-11,Offensive rebound by Team,,1,15,11,4,310.0
6:50.0, ,15-11,Toronto full timeout,,1,15,11,4,310.0
6:25.0,C. Martin misses 3-pt jump shot from 23 ft (block by S. Barnes),15-11, ,,1,15,11,4,335.0
6:21.0,Offensive rebound by C. Martin,15-11, ,,1,15,11,4,339.0
6:20.0,C. Martin makes 3-pt jump shot from 24 ft,18-11, ,,1,18,11,7,340.0
6:08.0, ,18-11,D. Banton misses 2-pt jump shot from 9 ft,,1,18,11,7,352.0
6:06.0, ,18-11,Offensive rebound by D. Banton,,1,18,11,7,354.0
5:56.0, ,18-11,F. VanVleet misses 2-pt layup from 3 ft,,1,18,11,7,364.0
5:56.0,Defensive rebound by Team,18-11, ,,1,18,11,7,364.0
5:43.0,Turnover by K. Lowry (bad pass),18-11, ,,1,18,11,7,377.0
5:43.0,J. Cain enters the game for C. Martin,18-11, ,,1,18,11,7,377.0
5:43.0,G. Vincent enters the game for M. Strus,18-11, ,,1,18,11,7,377.0
5:34.0, ,18-11,Personal foul by J. Cain (drawn by O. Anunoby),,1,18,11,7,386.0
5:34.0, ,18-11,C. Boucher enters the game for D. Banton,,1,18,11,7,386.0
5:34.0, ,18-11,C. Koloko enters the game for T. Young,,1,18,11,7,386.0
5:29.0, ,18-13,C. Koloko makes 2-pt dunk from 2 ft (assist by F. VanVleet),,1,18,13,5,391.0
5:17.0,Shooting foul by C. Koloko (drawn by N. Jović),18-13, ,,1,18,13,5,403.0
5:17.0,N. Jović makes free throw 1 of 2,19-13, ,,1,19,13,6,403.0
5:17.0,N. Jović makes free throw 2 of 2,20-13, ,,1,20,13,7,403.0
5:05.0, ,20-13,F. VanVleet misses 2-pt jump shot from 16 ft,,1,20,13,7,415.0
5:01.0,Defensive rebound by G. Vincent,20-13, ,,1,20,13,7,419.0
4:43.0,J. Butler makes 2-pt jump shot from 7 ft (assist by G. Vincent),22-13, ,,1,22,13,9,437.0
4:28.0, ,22-15,S. Barnes makes 2-pt jump shot from 19 ft,,1,22,15,7,452.0
4:22.0,Turnover by K. Lowry (traveling),22-15, ,,1,22,15,7,458.0
4:09.0, ,22-15,F. VanVleet misses 2-pt jump shot from 11 ft,,1,22,15,7,471.0
4:09.0, ,22-15,Offensive rebound by C. Boucher,,1,22,15,7,471.0
4:09.0,D. Dedmon enters the game for N. Jović,22-15, ,,1,22,15,7,471.0
4:01.0, ,22-15,Offensive foul by F. VanVleet (drawn by G. Vincent),,1,22,15,7,479.0
4:01.0, ,22-15,Turnover by F. VanVleet (offensive foul),,1,22,15,7,479.0
4:01.0, ,22-15,J. Hernangómez enters the game for O. Anunoby,,1,22,15,7,479.0
3:36.0,K. Lowry makes 2-pt jump shot from 18 ft,24-15, ,,1,24,15,9,504.0
3:26.0, ,24-15,F. VanVleet misses 3-pt jump shot from 25 ft,,1,24,15,9,514.0
3:23.0, ,24-15,Offensive rebound by C. Koloko,,1,24,15,9,517.0
3:11.0, ,24-15,F. VanVleet misses 2-pt jump shot from 11 ft (block by K. Lowry),,1,24,15,9,529.0
3:08.0, ,24-15,Offensive rebound by S. Barnes,,1,24,15,9,532.0
3:07.0, ,24-18,S. Barnes makes 3-pt jump shot from 23 ft,,1,24,18,6,533.0
3:02.0,G. Vincent makes 3-pt jump shot from 27 ft,27-18, ,,1,27,18,9,538.0
2:50.0, ,27-18,Def 3 sec tech foul by Team,,1,27,18,9,550.0
2:50.0,Miami full timeout,27-18, ,,1,27,18,9,550.0
2:50.0,C. Martin enters the game for J. Cain,27-18, ,,1,27,18,9,550.0
2:50.0,D. Robinson enters the game for K. Lowry,27-18, ,,1,27,18,9,550.0
2:50.0, ,27-19,F. VanVleet makes technical free throw,,1,27,19,8,550.0
2:39.0, ,27-21,C. Koloko makes 2-pt dunk from 1 ft (assist by F. VanVleet),,1,27,21,6,561.0
2:23.0,Turnover by J. Butler (out of bounds lost ball),27-21, ,,1,27,21,6,577.0
1:59.0, ,27-23,F. VanVleet makes 2-pt layup from 3 ft,,1,27,23,4,601.0
1:46.0,G. Vincent makes 2-pt jump shot from 8 ft (assist by D. Robinson),29-23, ,,1,29,23,6,614.0
1:31.0, ,29-23,J. Hernangómez misses 2-pt layup from 1 ft,,1,29,23,6,629.0
1:30.0, ,29-23,Offensive rebound by C. Boucher,,1,29,23,6,630.0
1:30.0, ,29-25,C. Boucher makes 2-pt dunk at rim,,1,29,25,4,630.0
1:15.0,G. Vincent misses 3-pt jump shot from 27 ft,29-25, ,,1,29,25,4,645.0
1:14.0, ,29-25,Defensive rebound by S. Barnes,,1,29,25,4,646.0
1:09.0, ,29-25,S. Barnes misses 2-pt jump shot from 15 ft,,1,29,25,4,651.0
1:06.0,Defensive rebound by D. Robinson,29-25, ,,1,29,25,4,654.0
0:54.0,D. Robinson misses 3-pt jump shot from 28 ft,29-25, ,,1,29,25,4,666.0
0:51.0, ,29-25,Defensive rebound by C. Boucher,,1,29,25,4,669.0
0:44.0, ,29-25,C. Boucher misses 3-pt jump shot from 26 ft,,1,29,25,4,676.0
0:40.0,Defensive rebound by G. Vincent,29-25, ,,1,29,25,4,680.0
0:28.0,C. Martin makes 2-pt layup from 2 ft (assist by D. Robinson),31-25, ,,1,31,25,6,692.0
0:09.0, ,31-27,F. VanVleet makes 2-pt jump shot from 8 ft (assist by S. Barnes),,1,31,27,4,711.0
0:05.0,Personal foul by F. VanVleet (drawn by J. Butler),31-27, ,,1,31,27,4,715.0
0:05.0,N. Jović enters the game for D. Dedmon,31-27, ,,1,31,27,4,715.0
0:05.0, ,31-27,O. Anunoby enters the game for S. Barnes,,1,31,27,4,715.0
0:05.0, ,31-27,D. Banton enters the game for F. VanVleet,,1,31,27,4,715.0
0:02.0,D. Robinson misses 2-pt jump shot from 16 ft (block by C. Koloko),31-27, ,,1,31,27,4,718.0
0:02.0,Offensive rebound by D. Robinson,31-27, ,,1,31,27,4,718.0
0:00.0,Turnover by D. Robinson (bad pass; steal by C. Boucher),31-27, ,,1,31,27,4,720.0
0:00.0,End of 1st quarter,31-27,,,1,31,27,4,720.0
12:00.0,Start of 2nd quarter,31-27,,,2,31,27,4,720.0
11:49.0,Turnover by M. Strus (traveling),31-27, ,,2,31,27,4,731.0
11:34.0, ,31-27,C. Boucher misses 2-pt jump shot from 11 ft,,2,31,27,4,746.0
11:33.0, ,31-27,Offensive rebound by Team,,2,31,27,4,747.0
11:33.0,Loose ball foul by D. Robinson (drawn by C. Koloko),31-27, ,,2,31,27,4,747.0
11:26.0, ,31-29,O. Anunoby makes 2-pt dunk from 1 ft (assist by D. Banton),,2,31,29,2,754.0
11:06.0,C. Martin makes 2-pt layup from 3 ft,33-29, ,,2,33,29,4,774.0
10:47.0, ,33-29,Shooting foul by C. Martin (drawn by C. Boucher),,2,33,29,4,793.0
10:47.0, ,33-29,C. Boucher misses free throw 1 of 2,,2,33,29,4,793.0
10:47.0, ,33-29,Offensive rebound by Team,,2,33,29,4,793.0
10:47.0, ,33-30,C. Boucher makes free throw 2 of 2,,2,33,30,3,793.0
10:40.0,G. Vincent misses 3-pt jump shot from 27 ft,33-30, ,,2,33,30,3,800.0
10:38.0, ,33-30,Defensive rebound by O. Anunoby,,2,33,30,3,802.0
10:32.0, ,33-32,O. Anunoby makes 2-pt layup from 3 ft,,2,33,32,1,808.0
10:10.0,D. Dedmon makes 2-pt hook shot from 4 ft (assist by G. Vincent),35-32, ,,2,35,32,3,830.0
10:10.0,Shooting foul by C. Boucher (drawn by D. Dedmon),35-32, ,,2,35,32,3,830.0
10:10.0,D. Dedmon misses free throw 1 of 1,35-32, ,,2,35,32,3,830.0
10:08.0, ,35-32,Defensive rebound by C. Boucher,,2,35,32,3,832.0
9:53.0, ,35-32,D. Banton misses 3-pt jump shot from 27 ft,,2,35,32,3,847.0
9:50.0,Defensive rebound by M. Strus,35-32, ,,2,35,32,3,850.0
9:45.0,Personal foul by J. Hernangómez (drawn by D. Dedmon),35-32, ,,2,35,32,3,855.0
9:29.0,Turnover by D. Dedmon (3 sec),35-32, ,,2,35,32,3,871.0
9:14.0, ,35-32,Turnover by C. Boucher (bad pass; steal by M. Strus),,2,35,32,3,886.0
9:10.0,M. Strus makes 2-pt layup from 3 ft,37-32, ,,2,37,32,5,890.0
9:10.0,Shooting foul by C. Boucher (drawn by M. Strus),37-32, ,,2,37,32,5,890.0
9:10.0,M. Strus makes free throw 1 of 1,38-32, ,,2,38,32,6,890.0
8:49.0, ,38-32,Shooting foul by D. Dedmon (drawn by C. Boucher),,2,38,32,6,911.0
8:49.0, ,38-33,C. Boucher makes free throw 1 of 2,,2,38,33,5,911.0
8:49.0, ,38-33,C. Boucher misses free throw 2 of 2,,2,38,33,5,911.0
8:49.0,Defensive rebound by Team,38-33, ,,2,38,33,5,911.0
8:43.0,M. Strus makes 2-pt dunk from 1 ft (assist by D. Robinson),40-33, ,,2,40,33,7,917.0
8:27.0, ,40-33,Offensive foul by O. Anunoby (drawn by C. Martin),,2,40,33,7,933.0
8:27.0, ,40-33,Turnover by O. Anunoby (offensive foul),,2,40,33,7,933.0
8:27.0, ,40-33,S. Barnes enters the game for C. Boucher,,2,40,33,7,933.0
8:27.0, ,40-33,K. Birch enters the game for C. Koloko,,2,40,33,7,933.0
8:12.0,Turnover by D. Robinson (bad pass; steal by K. Birch),40-33, ,,2,40,33,7,948.0
8:08.0, ,40-35,D. Banton makes 2-pt layup from 2 ft (assist by K. Birch),,2,40,35,5,952.0
7:49.0,M. Strus misses 3-pt jump shot from 24 ft (block by O. Anunoby),40-35, ,,2,40,35,5,971.0
7:45.0, ,40-35,Defensive rebound by J. Hernangómez,,2,40,35,5,975.0
7:40.0, ,40-35,K. Birch misses 2-pt jump shot from 19 ft,,2,40,35,5,980.0
7:36.0,Defensive rebound by D. Robinson,40-35, ,,2,40,35,5,984.0
7:25.0,Turnover by G. Vincent (bad pass; steal by D. Banton),40-35, ,,2,40,35,5,995.0
7:19.0, ,40-35,D. Banton misses 2-pt jump shot from 7 ft (block by C. Martin),,2,40,35,5,1001.0
7:17.0,Defensive rebound by M. Strus,40-35, ,,2,40,35,5,1003.0
7:14.0,Turnover by M. Strus (bad pass; steal by J. Hernangómez),40-35, ,,2,40,35,5,1006.0
7:10.0, ,40-37,O. Anunoby makes 2-pt layup from 1 ft (assist by J. Hernangómez),,2,40,37,3,1010.0
7:10.0,Miami full timeout,40-37, ,,2,40,37,3,1010.0
7:10.0,N. Jović enters the game for D. Dedmon,40-37, ,,2,40,37,3,1010.0
7:10.0,K. Lowry enters the game for D. Robinson,40-37, ,,2,40,37,3,1010.0
6:59.0,Shooting foul by K. Birch (drawn by M. Strus),40-37, ,,2,40,37,3,1021.0
6:59.0,M. Strus makes free throw 1 of 2,41-37, ,,2,41,37,4,1021.0
6:59.0,M. Strus makes free throw 2 of 2,42-37, ,,2,42,37,5,1021.0
6:49.0, ,42-39,K. Birch makes 2-pt dunk at rim (assist by O. Anunoby),,2,42,39,3,1031.0
6:29.0,Shooting foul by K. Birch (drawn by M. Strus),42-39, ,,2,42,39,3,1051.0
6:29.0,M. Strus makes free throw 1 of 2,43-39, ,,2,43,39,4,1051.0
6:29.0,J. Butler enters the game for C. Martin,43-39, ,,2,43,39,4,1051.0
6:29.0, ,43-39,F. VanVleet enters the game for J. Hernangómez,,2,43,39,4,1051.0
6:29.0,M. Strus makes free throw 2 of 2,44-39, ,,2,44,39,5,1051.0
6:19.0, ,44-39,Personal foul by G. Vincent (drawn by K. Birch),,2,44,39,5,1061.0
6:13.0, ,44-39,Offensive foul by F. VanVleet (drawn by N. Jović),,2,44,39,5,1067.0
6:13.0, ,44-39,Turnover by F. VanVleet (offensive foul),,2,44,39,5,1067.0
5:57.0,N. Jović misses 2-pt layup from 6 ft,44-39, ,,2,44,39,5,1083.0
5:55.0, ,44-39,Defensive rebound by S. Barnes,,2,44,39,5,1085.0
5:51.0, ,44-39,D. Banton misses 3-pt jump shot from 23 ft,,2,44,39,5,1089.0
5:46.0, ,44-39,Offensive rebound by K. Birch,,2,44,39,5,1094.0
5:44.0, ,44-42,F. VanVleet makes 3-pt jump shot from 27 ft (assist by S. Barnes),,2,44,42,2,1096.0
5:31.0,Personal foul by D. Banton (drawn by K. Lowry),44-42, ,,2,44,42,2,1109.0
5:31.0,K. Lowry makes free throw 1 of 2,45-42, ,,2,45,42,3,1109.0
5:31.0,K. Lowry misses free throw 2 of 2,45-42, ,,2,45,42,3,1109.0
5:29.0, ,45-42,Defensive rebound by O. Anunoby,,2,45,42,3,1111.0
5:08.0, ,45-44,O. Anunoby makes 2-pt layup from 3 ft,,2,45,44,1,1132.0
4:47.0,M. Strus makes 3-pt jump shot from 26 ft,48-44, ,,2,48,44,4,1153.0
4:47.0, ,48-44,T. Young enters the game for K. Birch,,2,48,44,4,1153.0
4:24.0, ,48-44,Turnover by S. Barnes (bad pass; steal by N. Jović),,2,48,44,4,1176.0
4:06.0,K. Lowry makes 3-pt jump shot from 30 ft,51-44, ,,2,51,44,7,1194.0
3:48.0, ,51-46,T. Young makes 2-pt hook shot from 6 ft,,2,51,46,5,1212.0
3:24.0,N. Jović misses 3-pt jump shot from 28 ft,51-46, ,,2,51,46,5,1236.0
3:21.0, ,51-46,Defensive rebound by S. Barnes,,2,51,46,5,1239.0
3:16.0, ,51-48,O. Anunoby makes 2-pt jump shot from 11 ft,,2,51,48,3,1244.0
3:01.0,M. Strus makes 3-pt jump shot from 26 ft (assist by G. Vincent),54-48, ,,2,54,48,6,1259.0
2:53.0, ,54-48,Toronto full timeout,,2,54,48,6,1267.0
2:53.0,C. Martin enters the game for G. Vincent,54-48, ,,2,54,48,6,1267.0
2:44.0, ,54-48,Turnover by S. Barnes (bad pass; steal by K. Lowry),,2,54,48,6,1276.0
2:41.0,C. Martin makes 2-pt dunk from 3 ft (assist by K. Lowry),56-48, ,,2,56,48,8,1279.0
2:22.0, ,56-48,Turnover by T. Young (bad pass; steal by M. Strus),,2,56,48,8,1298.0
2:09.0,J. Butler misses 2-pt jump shot from 16 ft,56-48, ,,2,56,48,8,1311.0
2:06.0, ,56-48,Defensive rebound by T. Young,,2,56,48,8,1314.0
1:59.0, ,56-50,T. Young makes 2-pt jump shot from 9 ft (assist by F. VanVleet),,2,56,50,6,1321.0
1:36.0,Shooting foul by D. Banton (drawn by J. Butler),56-50, ,,2,56,50,6,1344.0
1:36.0,J. Butler makes free throw 1 of 2,57-50, ,,2,57,50,7,1344.0
1:36.0, ,57-50,J. Hernangómez enters the game for D. Banton,,2,57,50,7,1344.0
1:36.0,J. Butler makes free throw 2 of 2,58-50, ,,2,58,50,8,1344.0
1:21.0, ,58-50,O. Anunoby misses 2-pt jump shot from 8 ft,,2,58,50,8,1359.0
1:21.0,Defensive rebound by Team,58-50, ,,2,58,50,8,1359.0
1:21.0,Personal foul by T. Young (drawn by N. Jović),58-50, ,,2,58,50,8,1359.0
1:21.0,N. Jović makes free throw 1 of 2,59-50, ,,2,59,50,9,1359.0
1:21.0,N. Jović makes free throw 2 of 2,60-50, ,,2,60,50,10,1359.0
1:05.0, ,60-50,Shooting foul by C. Martin (drawn by F. VanVleet),,2,60,50,10,1375.0
1:05.0, ,60-51,F. VanVleet makes free throw 1 of 2,,2,60,51,9,1375.0
1:05.0, ,60-52,F. VanVleet makes free throw 2 of 2,,2,60,52,8,1375.0
0:52.0,Turnover by M. Strus (traveling),60-52, ,,2,60,52,8,1388.0
0:31.0, ,60-52,F. VanVleet misses 3-pt jump shot from 27 ft,,2,60,52,8,1409.0
0:29.0, ,60-52,Offensive rebound by O. Anunoby,,2,60,52,8,1411.0
0:29.0, ,60-54,O. Anunoby makes 2-pt dunk at rim,,2,60,54,6,1411.0
0:28.0,Turnover by K. Lowry (out of bounds lost ball),60-54, ,,2,60,54,6,1412.0
0:28.0,J. Cain enters the game for N. Jović,60-54, ,,2,60,54,6,1412.0
0:28.0,G. Vincent enters the game for C. Martin,60-54, ,,2,60,54,6,1412.0
0:05.0, ,60-54,J. Hernangómez misses 3-pt jump shot from 23 ft,,2,60,54,6,1435.0
0:03.0,Defensive rebound by K. Lowry,60-54, ,,2,60,54,6,1437.0
0:00.0,K. Lowry misses 3-pt jump shot from 29 ft,60-54, ,,2,60,54,6,1440.0
0:00.0,Offensive rebound by Team,60-54, ,,2,60,54,6,1440.0
0:00.0,End of 2nd quarter,60-54,,,2,60,54,6,1440.0
12:00.0,Start of 3rd quarter,60-54,,,3,60,54,6,1440.0
11:48.0,Personal foul by T. Young (drawn by N. Jović),60-54, ,,3,60,54,6,1452.0
11:35.0,J. Butler makes 2-pt jump shot from 15 ft,62-54, ,,3,62,54,8,1465.0
11:12.0, ,62-56,S. Barnes makes 2-pt jump shot from 22 ft,,3,62,56,6,1488.0
10:51.0,C. Martin makes 3-pt jump shot from 26 ft (assist by N. Jović),65-56, ,,3,65,56,9,1509.0
10:40.0, ,65-56,D. Banton misses 3-pt jump shot from 28 ft,,3,65,56,9,1520.0
10:36.0,Defensive rebound by C. Martin,65-56, ,,3,65,56,9,1524.0
10:31.0,Personal foul by D. Banton (drawn by C. Martin),65-56, ,,3,65,56,9,1529.0
10:26.0,Turnover by K. Lowry (traveling),65-56, ,,3,65,56,9,1534.0
10:09.0, ,65-56,D. Banton misses 3-pt jump shot from 23 ft,,3,65,56,9,1551.0
10:06.0, ,65-56,Offensive rebound by S. Barnes,,3,65,56,9,1554.0
10:04.0, ,65-59,F. VanVleet makes 3-pt jump shot from 27 ft (assist by S. Barnes),,3,65,59,6,1556.0
9:39.0,M. Strus misses 3-pt jump shot from 27 ft,65-59, ,,3,65,59,6,1581.0
9:36.0, ,65-59,Defensive rebound by O. Anunoby,,3,65,59,6,1584.0
9:28.0, ,65-59,Turnover by F. VanVleet (bad pass),,3,65,59,6,1592.0
9:12.0,K. Lowry makes 3-pt jump shot from 23 ft (assist by J. Butler),68-59, ,,3,68,59,9,1608.0
8:57.0, ,68-59,D. Banton misses 3-pt jump shot from 23 ft,,3,68,59,9,1623.0
8:55.0,Defensive rebound by C. Martin,68-59, ,,3,68,59,9,1625.0
8:52.0,J. Butler makes 2-pt dunk from 1 ft (assist by C. Martin),70-59, ,,3,70,59,11,1628.0
8:36.0, ,70-61,S. Barnes makes 2-pt hook shot from 8 ft,,3,70,61,9,1644.0
8:19.0,Turnover by N. Jović (bad pass),70-61, ,,3,70,61,9,1661.0
8:19.0, ,70-61,J. Hernangómez enters the game for D. Banton,,3,70,61,9,1661.0
8:02.0, ,70-61,T. Young misses 2-pt layup from 7 ft,,3,70,61,9,1678.0
7:59.0,Defensive rebound by J. Butler,70-61, ,,3,70,61,9,1681.0
7:45.0,N. Jović misses 2-pt jump shot from 12 ft,70-61, ,,3,70,61,9,1695.0
7:44.0,Offensive rebound by N. Jović,70-61, ,,3,70,61,9,1696.0
7:35.0,C. Martin misses 3-pt jump shot from 27 ft,70-61, ,,3,70,61,9,1705.0
7:32.0, ,70-61,Defensive rebound by J. Hernangómez,,3,70,61,9,1708.0
7:16.0, ,70-61,Shooting foul by K. Lowry (drawn by F. VanVleet),,3,70,61,9,1724.0
7:16.0, ,70-62,F. VanVleet makes free throw 1 of 2,,3,70,62,8,1724.0
7:16.0, ,70-63,F. VanVleet makes free throw 2 of 2,,3,70,63,7,1724.0
7:03.0,C. Martin misses 2-pt hook shot from 7 ft,70-63, ,,3,70,63,7,1737.0
7:00.0, ,70-63,Defensive rebound by T. Young,,3,70,63,7,1740.0
6:57.0, ,70-63,O. Anunoby misses 3-pt jump shot from 23 ft,,3,70,63,7,1743.0
6:54.0, ,70-63,Offensive rebound by T. Young,,3,70,63,7,1746.0
6:54.0, ,70-63,Personal foul by K. Lowry (drawn by T. Young),,3,70,63,7,1746.0
6:54.0, ,70-63,Toronto full timeout,,3,70,63,7,1746.0
6:49.0, ,70-63,S. Barnes misses 3-pt jump shot from 26 ft,,3,70,63,7,1751.0
6:44.0, ,70-63,Offensive rebound by T. Young,,3,70,63,7,1756.0
6:43.0, ,70-65,T. Young makes 2-pt hook shot from 4 ft,,3,70,65,5,1757.0
6:30.0,Turnover by N. Jović (traveling),70-65, ,,3,70,65,5,1770.0
6:23.0, ,70-65,F. VanVleet misses 3-pt jump shot from 27 ft,,3,70,65,5,1777.0
6:20.0, ,70-65,Offensive rebound by S. Barnes,,3,70,65,5,1780.0
6:18.0, ,70-68,O. Anunoby makes 3-pt jump shot from 23 ft (assist by S. Barnes),,3,70,68,2,1782.0
5:57.0,M. Strus misses 3-pt jump shot from 23 ft,70-68, ,,3,70,68,2,1803.0
5:55.0, ,70-68,Defensive rebound by O. Anunoby,,3,70,68,2,1805.0
5:44.0, ,70-68,T. Young misses 2-pt jump shot from 7 ft,,3,70,68,2,1816.0
5:43.0,Defensive rebound by N. Jović,70-68, ,,3,70,68,2,1817.0
5:43.0,Personal foul by T. Young (drawn by N. Jović),70-68, ,,3,70,68,2,1817.0
5:25.0,Turnover by J. Butler (out of bounds lost ball),70-68, ,,3,70,68,2,1835.0
5:09.0, ,70-70,F. VanVleet makes 2-pt jump shot from 20 ft,Tie,3,70,70,0,1851.0
4:51.0,K. Lowry misses 3-pt jump shot from 27 ft,70-70, ,,3,70,70,0,1869.0
4:49.0, ,70-70,Defensive rebound by F. VanVleet,,3,70,70,0,1871.0
4:46.0, ,70-70,Shooting foul by K. Lowry (drawn by F. VanVleet),,3,70,70,0,1874.0
4:46.0, ,70-71,F. VanVleet makes free throw 1 of 2,Lead change,3,70,71,-1,1874.0
4:46.0,J. Cain enters the game for K. Lowry,70-71, ,,3,70,71,-1,1874.0
4:46.0,G. Vincent enters the game for C. Martin,70-71, ,,3,70,71,-1,1874.0
4:46.0, ,70-71,F. VanVleet misses free throw 2 of 2,,3,70,71,-1,1874.0
4:43.0,Defensive rebound by J. Cain,70-71, ,,3,70,71,-1,1877.0
4:40.0,Miami full timeout,70-71, ,,3,70,71,-1,1880.0
4:34.0,Turnover by J. Butler (bad pass),70-71, ,,3,70,71,-1,1886.0
4:21.0, ,70-71,F. VanVleet misses 2-pt jump shot from 19 ft,,3,70,71,-1,1899.0
4:19.0, ,70-71,Offensive rebound by O. Anunoby,,3,70,71,-1,1901.0
4:15.0,Jump ball: O. Anunoby vs. J. Cain (S. Barnes gains possession),70-71,,,3,70,71,-1,1905.0
4:07.0, ,70-71,F. VanVleet misses 3-pt jump shot from 31 ft,,3,70,71,-1,1913.0
4:05.0,Defensive rebound by Team,70-71, ,,3,70,71,-1,1915.0
3:53.0,Offensive foul by J. Butler (drawn by J. Hernangómez),70-71, ,,3,70,71,-1,1927.0
3:53.0,Turnover by J. Butler (offensive foul),70-71, ,,3,70,71,-1,1927.0
3:53.0,D. Dedmon enters the game for N. Jović,70-71, ,,3,70,71,-1,1927.0
3:53.0, ,70-71,C. Boucher enters the game for S. Barnes,,3,70,71,-1,1927.0
3:53.0, ,70-71,C. Koloko enters the game for T. Young,,3,70,71,-1,1927.0
3:39.0, ,70-73,O. Anunoby makes 2-pt jump shot from 18 ft (assist by F. VanVleet),,3,70,73,-3,1941.0
3:21.0,J. Cain misses 3-pt jump shot from 23 ft,70-73, ,,3,70,73,-3,1959.0
3:17.0, ,70-73,Defensive rebound by C. Boucher,,3,70,73,-3,1963.0
3:06.0, ,70-75,O. Anunoby makes 2-pt hook shot from 5 ft (assist by F. VanVleet),,3,70,75,-5,1974.0
3:06.0,Violation by Team (def goaltending),70-75, ,,3,70,75,-5,1974.0
2:54.0,J. Cain misses 2-pt layup from 2 ft,70-75, ,,3,70,75,-5,1986.0
2:52.0, ,70-75,Defensive rebound by J. Hernangómez,,3,70,75,-5,1988.0
2:38.0, ,70-77,O. Anunoby makes 2-pt dunk from 3 ft (assist by F. VanVleet),,3,70,77,-7,2002.0
2:24.0,J. Cain misses 3-pt jump shot from 23 ft,70-77, ,,3,70,77,-7,2016.0
2:21.0, ,70-77,Defensive rebound by C. Boucher,,3,70,77,-7,2019.0
2:04.0, ,70-80,F. VanVleet makes 3-pt jump shot from 28 ft,,3,70,80,-10,2036.0
2:03.0,Miami full timeout,70-80, ,,3,70,80,-10,2037.0
2:03.0,C. Martin enters the game for J. Cain,70-80, ,,3,70,80,-10,2037.0
2:03.0,D. Robinson enters the game for M. Strus,70-80, ,,3,70,80,-10,2037.0
1:56.0,Turnover by D. Dedmon (traveling),70-80, ,,3,70,80,-10,2044.0
1:45.0, ,70-80,Offensive foul by O. Anunoby (drawn by J. Butler),,3,70,80,-10,2055.0
