Time,Boston,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
3:08.0,Offensive rebound by M. Brogdon,77-73, ,,3,73,77,-4,1972.0
3:03.0,J. Tatum makes 2-pt layup from 2 ft (assist by G. Williams),79-73, ,,3,73,79,-6,1977.0
2:49.0, ,79-73,D. Dedmon misses 2-pt jump shot from 11 ft,,3,73,79,-6,1991.0
2:48.0,Defensive rebound by M. Smart,79-73, ,,3,73,79,-6,1992.0
2:46.0,Offensive foul by N. Vonleh (drawn by M. Strus),79-73, ,,3,73,79,-6,1994.0
2:46.0,Turnover by N. Vonleh (offensive foul),79-73, ,,3,73,79,-6,1994.0
2:46.0,S. Hauser enters the game for M. Smart,79-73, ,,3,73,79,-6,1994.0
2:46.0, ,79-73,T. Herro enters the game for K. Lowry,,3,73,79,-6,1994.0
2:29.0, ,79-75,G. Vincent makes 2-pt jump shot from 17 ft,,3,75,79,-4,2011.0
2:16.0,M. Brogdon misses 2-pt jump shot from 7 ft,79-75, ,,3,75,79,-4,2024.0
2:16.0,Offensive rebound by M. Brogdon,79-75, ,,3,75,79,-4,2024.0
2:13.0,M. Brogdon makes 2-pt layup from 2 ft,81-75, ,,3,75,81,-6,2027.0
1:55.0, ,81-75,Turnover by M. Strus (traveling),,3,75,81,-6,2045.0
1:55.0, ,81-75,H. Highsmith enters the game for D. Dedmon,,3,75,81,-6,2045.0
1:40.0,J. Tatum misses 3-pt jump shot from 26 ft,81-75, ,,3,75,81,-6,2060.0
1:38.0, ,81-75,Defensive rebound by T. Herro,,3,75,81,-6,2062.0
1:29.0, ,81-75,G. Vincent misses 2-pt layup from 2 ft,,3,75,81,-6,2071.0
1:29.0,Defensive rebound by J. Tatum,81-75, ,,3,75,81,-6,2071.0
1:22.0,Shooting foul by M. Strus (drawn by M. Brogdon),81-75, ,,3,75,81,-6,2078.0
1:22.0,M. Brogdon makes free throw 1 of 2,82-75, ,,3,75,82,-7,2078.0
1:22.0,M. Brogdon makes free throw 2 of 2,83-75, ,,3,75,83,-8,2078.0
1:05.0, ,83-75,Turnover by T. Herro (bad pass; steal by S. Hauser),,3,75,83,-8,2095.0
0:55.0,G. Williams makes 3-pt jump shot from 24 ft (assist by M. Brogdon),86-75, ,,3,75,86,-11,2105.0
0:46.0, ,86-77,J. Butler makes 2-pt layup from 5 ft,,3,77,86,-9,2114.0
0:29.0,M. Brogdon misses 2-pt layup from 5 ft,86-77, ,,3,77,86,-9,2131.0
0:29.0,Offensive rebound by M. Brogdon,86-77, ,,3,77,86,-9,2131.0
0:22.0,G. Williams makes 3-pt jump shot from 24 ft (assist by J. Tatum),89-77, ,,3,77,89,-12,2138.0
0:07.0, ,89-77,T. Herro misses 2-pt layup from 4 ft (block by J. Tatum),,3,77,89,-12,2153.0
0:07.0,Defensive rebound by G. Williams,89-77, ,,3,77,89,-12,2153.0
0:01.0,S. Hauser misses 3-pt jump shot from 26 ft,89-77, ,,3,77,89,-12,2159.0
0:01.0, ,89-77,Defensive rebound by H. Highsmith,,3,77,89,-12,2159.0
0:00.0,End of 3rd quarter,89-77,,,3,77,89,-12,2160.0
12:00.0,Start of 4th quarter,89-77,,,4,77,89,-12,2160.0
11:43.0, ,89-79,J. Butler makes 2-pt layup from 4 ft (assist by G. Vincent),,4,79,89,-10,2177.0
11:43.0,Violation by Team (def goaltending),89-79, ,,4,79,89,-10,2177.0
11:21.0,J. Brown misses 2-pt jump shot from 7 ft,89-79, ,,4,79,89,-10,2199.0
11:19.0, ,89-79,Defensive rebound by C. Martin,,4,79,89,-10,2201.0
11:08.0, ,89-79,Shooting foul by N. Vonleh (drawn by B. Adebayo),,4,79,89,-10,2212.0
11:08.0, ,89-79,B. Adebayo misses free throw 1 of 2,,4,79,89,-10,2212.0
11:08.0, ,89-79,Offensive rebound by Team,,4,79,89,-10,2212.0
11:08.0,A. Horford enters the game for N. Vonleh,89-79, ,,4,79,89,-10,2212.0
11:08.0, ,89-80,B. Adebayo makes free throw 2 of 2,,4,80,89,-9,2212.0
10:46.0,J. Brown makes 2-pt layup from 3 ft,91-80, ,,4,80,91,-11,2234.0
10:27.0, ,91-80,C. Martin misses 2-pt layup from 2 ft,,4,80,91,-11,2253.0
10:24.0, ,91-80,Offensive rebound by J. Butler,,4,80,91,-11,2256.0
10:24.0, ,91-80,J. Butler misses 2-pt layup at rim,,4,80,91,-11,2256.0
10:23.0, ,91-80,Offensive rebound by C. Martin,,4,80,91,-11,2257.0
10:20.0, ,91-80,M. Strus misses 3-pt jump shot from 25 ft,,4,80,91,-11,2260.0
10:17.0,Defensive rebound by G. Williams,91-80, ,,4,80,91,-11,2263.0
10:14.0,Jump ball: B. Adebayo vs. G. Williams (G. Vincent gains possession),91-80,,,4,80,91,-11,2266.0
10:14.0,Turnover by G. Williams (lost ball; steal by B. Adebayo),91-80, ,,4,80,91,-11,2266.0
10:06.0, ,91-80,B. Adebayo misses 2-pt jump shot from 5 ft,,4,80,91,-11,2274.0
10:03.0,Defensive rebound by M. Brogdon,91-80, ,,4,80,91,-11,2277.0
9:51.0,M. Brogdon misses 3-pt jump shot from 28 ft,91-80, ,,4,80,91,-11,2289.0
9:48.0, ,91-80,Defensive rebound by B. Adebayo,,4,80,91,-11,2292.0
9:40.0, ,91-82,G. Vincent makes 2-pt layup from 2 ft,,4,82,91,-9,2300.0
9:20.0,M. Brogdon misses 2-pt layup from 2 ft,91-82, ,,4,82,91,-9,2320.0
9:17.0,Offensive rebound by G. Williams,91-82, ,,4,82,91,-9,2323.0
9:17.0,G. Williams makes 2-pt layup at rim,93-82, ,,4,82,93,-11,2323.0
9:04.0, ,93-84,G. Vincent makes 2-pt jump shot from 17 ft (assist by B. Adebayo),,4,84,93,-9,2336.0
8:49.0,M. Brogdon misses 2-pt jump shot from 17 ft,93-84, ,,4,84,93,-9,2351.0
8:47.0, ,93-84,Defensive rebound by B. Adebayo,,4,84,93,-9,2353.0
8:43.0, ,93-84,Turnover by G. Vincent (bad pass; steal by J. Brown),,4,84,93,-9,2357.0
8:34.0,S. Hauser makes 3-pt jump shot from 24 ft (assist by A. Horford),96-84, ,,4,84,96,-12,2366.0
8:34.0, ,96-84,Miami full timeout,,4,84,96,-12,2366.0
8:34.0,M. Smart enters the game for M. Brogdon,96-84, ,,4,84,96,-12,2366.0
8:34.0,D. White enters the game for S. Hauser,96-84, ,,4,84,96,-12,2366.0
8:34.0, ,96-84,K. Lowry enters the game for M. Strus,,4,84,96,-12,2366.0
8:15.0, ,96-84,G. Vincent misses 2-pt layup from 3 ft,,4,84,96,-12,2385.0
8:13.0,Defensive rebound by M. Smart,96-84, ,,4,84,96,-12,2387.0
8:08.0,J. Brown makes 2-pt layup from 2 ft,98-84, ,,4,84,98,-14,2392.0
7:52.0, ,98-86,J. Butler makes 2-pt jump shot from 12 ft,,4,86,98,-12,2408.0
7:30.0,J. Brown makes 2-pt jump shot from 17 ft,100-86, ,,4,86,100,-14,2430.0
7:23.0, ,100-89,G. Vincent makes 3-pt jump shot from 25 ft (assist by K. Lowry),,4,89,100,-11,2437.0
7:08.0,Offensive foul by J. Brown (drawn by G. Vincent),100-89, ,,4,89,100,-11,2452.0
7:08.0,Turnover by J. Brown (offensive foul),100-89, ,,4,89,100,-11,2452.0
7:08.0,J. Tatum enters the game for G. Williams,100-89, ,,4,89,100,-11,2452.0
7:08.0, ,100-89,T. Herro enters the game for C. Martin,,4,89,100,-11,2452.0
6:50.0, ,100-91,G. Vincent makes 2-pt jump shot from 17 ft (assist by J. Butler),,4,91,100,-9,2470.0
6:32.0,J. Tatum misses 2-pt jump shot from 13 ft,100-91, ,,4,91,100,-9,2488.0
6:27.0, ,100-91,Defensive rebound by K. Lowry,,4,91,100,-9,2493.0
6:27.0, ,100-91,K. Lowry misses 3-pt jump shot from 26 ft,,4,91,100,-9,2493.0
6:26.0,Defensive rebound by Team,100-91, ,,4,91,100,-9,2494.0
6:09.0,Turnover by A. Horford (bad pass),100-91, ,,4,91,100,-9,2511.0
6:09.0,Violation by Team (delay of game),100-91, ,,4,91,100,-9,2511.0
5:54.0, ,100-93,J. Butler makes 2-pt jump shot from 18 ft (assist by K. Lowry),,4,93,100,-7,2526.0
5:44.0,Offensive foul by J. Brown (drawn by G. Vincent),100-93, ,,4,93,100,-7,2536.0
5:44.0,Turnover by J. Brown (offensive foul),100-93, ,,4,93,100,-7,2536.0
5:44.0,G. Williams enters the game for J. Brown,100-93, ,,4,93,100,-7,2536.0
5:27.0, ,100-93,J. Butler misses 2-pt layup from 3 ft (block by D. White),,4,93,100,-7,2553.0
5:27.0,Defensive rebound by G. Williams,100-93, ,,4,93,100,-7,2553.0
5:27.0,Personal foul by K. Lowry (drawn by G. Williams),100-93, ,,4,93,100,-7,2553.0
5:07.0,Turnover by J. Tatum (traveling),100-93, ,,4,93,100,-7,2573.0
4:48.0, ,100-93,J. Butler misses 2-pt jump shot from 16 ft,,4,93,100,-7,2592.0
4:46.0,Defensive rebound by D. White,100-93, ,,4,93,100,-7,2594.0
4:31.0,Turnover by M. Smart (bad pass; steal by K. Lowry),100-93, ,,4,93,100,-7,2609.0
4:17.0, ,100-93,Personal foul by G. Williams (drawn by K. Lowry),,4,93,100,-7,2623.0
4:17.0,M. Brogdon enters the game for D. White,100-93, ,,4,93,100,-7,2623.0
4:12.0, ,100-95,J. Butler makes 2-pt dunk from 1 ft (assist by B. Adebayo),,4,95,100,-5,2628.0
3:49.0,J. Tatum misses 2-pt layup from 2 ft,100-95, ,,4,95,100,-5,2651.0
3:47.0,Offensive rebound by J. Tatum,100-95, ,,4,95,100,-5,2653.0
3:46.0,J. Tatum makes 2-pt layup from 1 ft,102-95, ,,4,95,102,-7,2654.0
3:46.0, ,102-95,Miami full timeout,,4,95,102,-7,2654.0
3:25.0, ,102-95,G. Vincent misses 3-pt jump shot from 25 ft,,4,95,102,-7,2675.0
3:22.0,Defensive rebound by M. Smart,102-95, ,,4,95,102,-7,2678.0
3:04.0,J. Tatum makes 2-pt jump shot from 3 ft,104-95, ,,4,95,104,-9,2696.0
2:51.0, ,104-95,G. Vincent misses 2-pt layup from 2 ft,,4,95,104,-9,2709.0
2:51.0, ,104-95,Offensive rebound by K. Lowry,,4,95,104,-9,2709.0
2:51.0, ,104-95,Personal foul by A. Horford (drawn by K. Lowry),,4,95,104,-9,2709.0
2:42.0, ,104-97,T. Herro makes 2-pt layup from 2 ft (assist by B. Adebayo),,4,97,104,-7,2718.0
2:28.0,Personal foul by K. Lowry (drawn by M. Smart),104-97, ,,4,97,104,-7,2732.0
2:13.0,J. Tatum misses 2-pt layup from 5 ft (block by T. Herro),104-97, ,,4,97,104,-7,2747.0
2:09.0, ,104-97,Defensive rebound by B. Adebayo,,4,97,104,-7,2751.0
2:01.0, ,104-97,K. Lowry misses 2-pt jump shot from 8 ft (block by G. Williams),,4,97,104,-7,2759.0
1:57.0,Defensive rebound by A. Horford,104-97, ,,4,97,104,-7,2763.0
1:54.0,M. Smart misses 3-pt jump shot from 27 ft,104-97, ,,4,97,104,-7,2766.0
1:50.0, ,104-97,Defensive rebound by B. Adebayo,,4,97,104,-7,2770.0
1:40.0, ,104-99,B. Adebayo makes 2-pt layup from 1 ft (assist by T. Herro),,4,99,104,-5,2780.0
1:22.0,M. Smart makes 2-pt layup from 3 ft,106-99, ,,4,99,106,-7,2798.0
1:07.0, ,106-99,B. Adebayo misses 2-pt jump shot from 13 ft,,4,99,106,-7,2813.0
1:03.0,Defensive rebound by J. Tatum,106-99, ,,4,99,106,-7,2817.0
0:47.0,Shooting foul by T. Herro (drawn by J. Tatum),106-99, ,,4,99,106,-7,2833.0
0:47.0,J. Tatum makes free throw 1 of 2,107-99, ,,4,99,107,-8,2833.0
0:47.0,J. Tatum makes free throw 2 of 2,108-99, ,,4,99,108,-9,2833.0
0:47.0, ,108-99,Miami full timeout,,4,99,108,-9,2833.0
0:42.0, ,108-101,T. Herro makes 2-pt jump shot from 16 ft,,4,101,108,-7,2838.0
0:26.0,A. Horford makes 3-pt jump shot from 23 ft (assist by J. Tatum),111-101, ,,4,101,111,-10,2854.0
0:14.0, ,111-104,G. Vincent makes 3-pt jump shot from 23 ft,,4,104,111,-7,2866.0
0:00.0,End of 4th quarter,111-104,,,4,104,111,-7,2880.0
